	Ob.EPA.a_S122_L007_R1_001	Ob.c_S136_L007_R1_001	Ob.1012.c_S140_L007_R1_001	WT.EPA.e_S151_L007_R1_001
r1020_neg	0.0	0.0	0.0	0.0
r1021_pos	0.0	0.0	0.0	0.0
r1021_neg	0.0	0.0	0.0	0.0
r1024_pos	0.0	0.0	0.0	0.0
r1025_pos	0.0	0.0	0.0	0.0
r1026_pos	6.998082647124651	7.6918830717967355	7.007083347243857	7.967975516209827
r1028_pos	6.998082647124651	7.6918830717967355	7.007083347243857	7.967975516209827
r1029_pos	0.0	0.0	0.0	0.0
r1030_pos	0.0	0.0	0.0	0.0
r1030_neg	0.0	0.0	0.0	0.0
r1043_pos	0.5558161550616397	0.8479969065549501	0.15055967657538138	0.12432813500220177
r1044_pos	0.5558161550616397	0.8479969065549501	0.15055967657538138	0.12432813500220177
r1045_pos	0.45417589318580215	0.5753123306874368	0.5360529002402097	0.6780719051126377
r1050_pos	0.0	0.0	0.0	0.0
r1050_neg	0.0	0.0	0.0	0.0
r1051_pos	0.0	0.0	0.0	0.0
r1051_neg	0.0	0.0	0.0	0.0
r1052_pos	0.0	0.0	0.0	0.0
r1059_pos	8.625343557572986	8.650764559116903	8.483735177524528	8.496654082593496
r1061_pos	0.0	0.0	0.0	0.0
r1062_pos	0.0	0.0	0.0	0.0
r1063_pos	0.0	0.0	0.0	0.0
r1064_pos	0.0	0.0	0.0	0.0
r1067_pos	0.0	0.0	0.0	0.0
r1068_pos	0.0	0.0	0.0	0.0
r1071_pos	0.0	0.0	0.0	0.0
r1073_pos	0.0	0.0	0.0	0.0
r1074_pos	0.0	0.0	0.0	0.0
r1076_pos	0.0	0.0	0.0	0.0
r1077_pos	0.0	0.0	0.0	0.0
r1078_pos	0.0	0.0	0.0	0.0
r1080_pos	0.0	0.0	0.0	0.0
r1088_pos	0.0	0.0	0.0	0.0
r1088_neg	0.0	0.0	0.0	0.0
r1090_pos	0.2016338611696504	0.3895668117627256	0.32192809488736235	0.6959938131099002
r1106_pos	0.0	0.0	0.0	0.0
r1106_neg	0.0	0.0	0.0	0.0
r1109_pos	0.0	0.0	0.0	0.0
r1109_neg	0.0	0.0	0.0	0.0
r1116_pos	0.0	0.0	0.0	0.0
r1116_neg	0.0	0.0	0.0	0.0
r1117_pos	0.0	0.0	0.0	0.0
r1117_neg	0.0	0.0	0.0	0.0
r1135_pos	4.460087240116833	4.1201860275318625	4.610581958492531	3.8489984304000227
r1135_neg	4.460087240116833	4.1201860275318625	4.610581958492531	3.8489984304000227
r1140_pos	0.0	0.0	0.0	0.0
r1143_pos	8.907791998350051	9.2410536165079	9.233044401265582	9.324630615267186
r1144_pos	8.907791998350051	9.2410536165079	9.233044401265582	9.324630615267186
r1147_pos	0.0	0.0	0.0	0.0
r1147_neg	0.0	0.0	0.0	0.0
r1148_pos	0.0	0.0	0.0	0.0
r1148_neg	0.0	0.0	0.0	0.0
r1150_pos	0.0	0.0	0.0	0.0
r1154_pos	6.968925936693355	7.123940317227385	6.882490213402073	6.577919714029297
r1154_neg	6.968925936693355	7.123940317227385	6.882490213402073	6.577919714029297
r1155_pos	6.89469652333637	7.199476046442853	6.830103175920036	5.4252578719992135
r1156_pos	5.893604904858293	6.13709360897494	5.854993016757	4.575917361118149
r1156_neg	5.893604904858293	6.13709360897494	5.854993016757	4.575917361118149
r1159_pos	0.0	0.0	0.0	0.0
r1159_neg	0.0	0.0	0.0	0.0
r1162_pos	0.0	0.0	0.0	0.0
r1163_pos	9.174601164421473	9.472934482855308	9.411447431764527	9.083080370319328
r1164_pos	1.4541758931858022	1.560714954474479	1.070389327891398	1.280956313831056
r1167_pos	1.4541758931858022	1.560714954474479	1.070389327891398	1.280956313831056
r1168_pos	1.4541758931858022	1.560714954474479	1.070389327891398	1.280956313831056
r1172_pos	0.0	0.0	0.0	0.0
r1173_pos	0.0	0.0	0.0	0.0
r1177_pos	0.0	0.0	0.0	0.0
r1178_pos	0.0	0.0	0.0	0.0
r1179_pos	0.0	0.0	0.0	0.0
r1180_pos	0.0	0.0	0.0	0.0
r1251_pos	10.717085173913722	11.216400297412926	10.75382679826796	10.506813353191408
r1252_pos	10.717085173913722	11.216400297412926	10.75382679826796	10.506813353191408
r1253_pos	10.717085173913722	11.216400297412926	10.75382679826796	10.506813353191408
r1254_pos	10.717085173913722	11.216400297412926	10.75382679826796	10.506813353191408
r1255_pos	10.717085173913722	11.216400297412926	10.75382679826796	10.506813353191408
r1257_pos	10.717085173913722	11.216400297412926	10.75382679826796	10.506813353191408
r1259_pos	10.717085173913722	11.216400297412926	10.75382679826796	10.506813353191408
r1260_pos	10.717085173913722	11.216400297412926	10.75382679826796	10.506813353191408
r1262_pos	10.717085173913722	11.216400297412926	10.75382679826796	10.506813353191408
r1291_pos	0.0	0.0	0.0	0.0
r1291_neg	0.0	0.0	0.0	0.0
r1292_pos	0.0	0.0	0.0	0.0
r1292_neg	0.0	0.0	0.0	0.0
r1298_pos	0.0	0.0	0.0	0.0
r1299_pos	0.0	0.0	0.0	0.0
r1301_pos	0.0	0.0	0.0	0.0
r1302_pos	0.0	0.0	0.0	0.0
r1302_neg	0.0	0.0	0.0	0.0
r1303_pos	0.0	0.0	0.0	0.0
r1304_pos	0.0	0.0	0.0	0.0
r1318_pos	0.0	0.0	0.0	0.0
r1318_neg	0.0	0.0	0.0	0.0
r1364_pos	0.0	0.0	0.0	0.0
r1365_pos	0.0	0.0	0.0	0.0
r1367_pos	0.0	0.0	0.0	0.0
r1368_pos	0.0	0.0	0.0	0.0
r1374_pos	0.0	0.0	0.0	0.0
r1375_pos	0.0	0.0	0.0	0.0
r1377_pos	0.0	0.0	0.0	0.0
r1377_neg	0.0	0.0	0.0	0.0
r1378_pos	8.364835034919077	8.470414845805422	8.234050982892164	8.23854804628421
r1378_neg	8.364835034919077	8.470414845805422	8.234050982892164	8.23854804628421
r1380_pos	9.107766320000419	9.100846277466315	8.949739183632424	7.071462362556624
r1380_neg	9.107766320000419	9.100846277466315	8.949739183632424	7.071462362556624
r1381_pos	6.73809225962049	6.759289015895071	6.726013748860151	7.267535798068735
r1381_neg	6.73809225962049	6.759289015895071	6.726013748860151	7.267535798068735
r1384_pos	0.0	0.0	0.0	0.0
r1384_neg	0.0	0.0	0.0	0.0
r1396_pos	0.0	0.0	0.0	0.0
r1397_pos	0.0	0.0	0.0	0.0
r1400_pos	0.0	0.0	0.0	0.0
r1401_pos	0.0	0.0	0.0	0.0
r1418_pos	0.0	0.0	0.0	0.0
r1418_neg	0.0	0.0	0.0	0.0
r1421_pos	0.0	0.0	0.0	0.0
r1421_neg	0.0	0.0	0.0	0.0
r1423_pos	0.0	0.0	0.0	0.0
r1427_pos	0.0	0.0	0.0	0.0
r1428_pos	0.0	0.0	0.0	0.0
r1428_neg	0.0	0.0	0.0	0.0
r1429_pos	0.0	0.0	0.0	0.0
r1429_neg	0.0	0.0	0.0	0.0
r1431_pos	1.8278190246173198	2.393233128960495	2.2710271965873243	2.1254306914493597
r1432_pos	1.8278190246173198	2.393233128960495	2.2710271965873243	2.1254306914493597
r1433_pos	6.518692492425199	6.541638734436141	6.506208389306745	6.005849075696688
r1434_pos	0.0	0.0	0.0	0.0
r1435_pos	0.0	0.0	0.0	0.0
r1436_pos	0.0	0.0	0.0	0.0
r1437_pos	0.0	0.0	0.0	0.0
r1440_pos	0.0	0.0	0.0	0.0
r1441_pos	0.0	0.0	0.0	0.0
r1443_pos	10.447558534521901	10.584135719826415	10.32592378107954	9.461172458234909
r1444_pos	10.447558534521901	10.584135719826415	10.32592378107954	9.461172458234909
r1445_pos	10.447558534521901	10.584135719826415	10.32592378107954	9.461172458234909
r1446_pos	10.447558534521901	10.584135719826415	10.32592378107954	9.461172458234909
r1447_pos	10.447558534521901	10.584135719826415	10.32592378107954	9.461172458234909
r1448_pos	10.447558534521901	10.584135719826415	10.32592378107954	9.461172458234909
r1449_pos	10.447558534521901	10.584135719826415	10.32592378107954	9.461172458234909
r1450_pos	10.447558534521901	10.584135719826415	10.32592378107954	9.461172458234909
r1451_pos	10.447558534521901	10.584135719826415	10.32592378107954	9.461172458234909
r1453_pos	6.486070743735668	6.794935662803536	6.839707698350369	6.646162657157894
r1453_neg	6.486070743735668	6.794935662803536	6.839707698350369	6.646162657157894
r1454_pos	6.89469652333637	7.199476046442853	6.830103175920036	5.4252578719992135
r1455_pos	0.0	0.0	0.0	0.0
r1456_pos	0.0	0.0	0.0	0.0
r1459_pos	0.0	0.0	0.0	0.0
r1459_neg	0.0	0.0	0.0	0.0
r1464_pos	0.0	0.0	0.0	0.0
r1464_neg	0.0	0.0	0.0	0.0
r1466_pos	0.0	0.0	0.0	0.0
r1466_neg	0.0	0.0	0.0	0.0
r1467_pos	0.0	0.0	0.0	0.0
r1467_neg	0.0	0.0	0.0	0.0
r1468_pos	0.0	0.0	0.0	0.0
r1468_neg	0.0	0.0	0.0	0.0
r1487_pos	10.717085173913722	11.216400297412926	10.75382679826796	10.506813353191408
r1487_neg	10.717085173913722	11.216400297412926	10.75382679826796	10.506813353191408
r1488_pos	0.0	0.0	0.0	0.0
r1488_neg	0.0	0.0	0.0	0.0
r1492_pos	0.0	0.0	0.0	0.0
r1493_pos	0.0	0.0	0.0	0.0
r1495_pos	9.174601164421473	9.472934482855308	9.411447431764527	9.083080370319328
r1497_pos	9.174601164421473	9.472934482855308	9.411447431764527	9.083080370319328
r1498_pos	9.174601164421473	9.472934482855308	9.411447431764527	9.083080370319328
r1499_pos	9.174601164421473	9.472934482855308	9.411447431764527	9.083080370319328
r1500_pos	9.174601164421473	9.472934482855308	9.411447431764527	9.083080370319328
r1512_pos	0.0	0.0	0.0	0.0
r1514_pos	4.664482840364682	5.19021976366016	4.490570130446201	4.710393192170516
r1515_pos	4.664482840364682	5.19021976366016	4.490570130446201	4.710393192170516
r1516_pos	4.664482840364682	5.19021976366016	4.490570130446201	4.710393192170516
r1517_pos	4.664482840364682	5.19021976366016	4.490570130446201	4.710393192170516
r1518_pos	4.664482840364682	5.19021976366016	4.490570130446201	4.710393192170516
r1519_pos	4.664482840364682	5.19021976366016	4.490570130446201	4.710393192170516
r1520_pos	4.664482840364682	5.19021976366016	4.490570130446201	4.710393192170516
r1521_pos	4.664482840364682	5.19021976366016	4.490570130446201	4.710393192170516
r1522_pos	4.664482840364682	5.19021976366016	4.490570130446201	4.710393192170516
r1523_pos	4.664482840364682	5.19021976366016	4.490570130446201	4.710393192170516
r1525_pos	4.664482840364682	5.19021976366016	4.490570130446201	4.710393192170516
r1527_pos	4.664482840364682	5.19021976366016	4.490570130446201	4.710393192170516
r1528_pos	0.0	0.0	0.0	0.0
r1529_pos	4.664482840364682	5.19021976366016	4.490570130446201	4.710393192170516
r1530_pos	1.8032270364349277	2.4329594072761065	1.8032270364349277	2.3161457422933562
r1536_pos	2.0738202332916713	1.8718436485093177	2.2957230245399685	0.6507645591169021
r1538_pos	0.09761079662642233	0.0	0.16349873228287956	0.18903382439001715
r1540_pos	4.802710219291343	4.655924213083815	4.949067965852913	4.780310099043375
r1544_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1544_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1546_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1546_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1547_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1547_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1548_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1548_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1549_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1549_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1551_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1551_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1552_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1552_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1553_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1553_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1554_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1554_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1556_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1556_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1557_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1557_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1559_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1559_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1560_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1560_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1561_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1561_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1562_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1562_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1563_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1563_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1564_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1564_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1565_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1565_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1566_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1566_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1567_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1567_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1568_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1568_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1569_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1569_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1570_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1570_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1571_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1571_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1573_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1573_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1574_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1574_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1575_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1575_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1576_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1576_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1578_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1578_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1579_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1579_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1580_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1580_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1581_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1581_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1583_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1583_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1584_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1584_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1585_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1585_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1586_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1586_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1587_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1587_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1588_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1588_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1589_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1589_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1590_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1590_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1591_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1591_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1592_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1592_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1593_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1593_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1594_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1594_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1595_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1595_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1596_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1596_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1597_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1597_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1598_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1598_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1599_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1599_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1600_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1600_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1602_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1602_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1603_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1603_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1604_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1604_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1605_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1605_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1606_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1606_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1607_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1607_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1608_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1608_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1609_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1609_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1610_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1610_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1611_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1611_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1612_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1612_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1613_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1613_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1614_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1614_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1615_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1615_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1616_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1616_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1617_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1617_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1618_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1618_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1619_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1619_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1620_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1620_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1621_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1621_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1622_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1622_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1623_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1623_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1624_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1624_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1625_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1625_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1626_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1626_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1627_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1627_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1628_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1628_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1629_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1629_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1630_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1630_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1631_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1631_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1632_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1632_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1633_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1633_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1634_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1634_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1635_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1635_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1636_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1636_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1637_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1637_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1638_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1638_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1639_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1639_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1640_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1640_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1641_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1641_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1642_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1642_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1643_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1643_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1644_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1644_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1645_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1645_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1646_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1646_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1647_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1647_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1648_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1648_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1649_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1649_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1650_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1650_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1651_pos	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
r1651_neg	0.7739963251111731	1.0214797274104517	0.918386234446348	0.7739963251111731
