	exTreg_Spleen_exTreg7_L1
ADK1_pos	2160.1498165410903
ADK1m_neg	2850.0
ADK1m_pos	2850.0
ADK3_neg	2160.1498165410903
ADK3_pos	2160.1498165410903
ADK3m_neg	2850.0
ADK3m_pos	2850.0
ADKd_neg	2160.1498165410903
ADKd_pos	2160.1498165410903
ADMDC_pos	21305.65097436959
ADNCYC_pos	6243.637162100786
ADNK1_pos	5315.507602460184
ADNK1m_pos	3677.8021550773196
ADNK3_pos	6075.965099401885
ADNK4_pos	6076.238941314033
ADNt4_pos	524.9924234106013
ADNt5le_pos	1514.6312398259142
ADNt_neg	524.9924234106013
ADNt_pos	1204.3633273567896
ADNtl_neg	0.0
ADNtl_pos	0.0
ADNtm_neg	10912.906587485368
ADNtm_pos	13979.664237782354
ADPACDAc_pos	13586.987182363475
ADPACTD_neg	0.0
ADPACTD_pos	13586.987182363475
ADPCOACROT_neg	13586.987182363475
ADPCOACROT_pos	92821.62227539191
ADPCOAPTE_pos	13586.987182363475
ADPGLC_pos	0.0
ADPMAN_pos	0.0
ADPRDP_pos	13011.156704117902
ADPRDPm_pos	0.0
ADPRIBt_pos	24.551796541071475
ADPT_pos	7015.749080340831
ADPtx_neg	2850.0
ADPtx_pos	2850.0
ADRNCOAtx_neg	18.731690353139125
ADRNCOAtx_pos	24467.90977511754
ADRNCPT1_pos	714.1251990219519
ADRNCPT2_pos	714.1251990219519
ADRNCRNt_pos	714.1251990219519
ADRNLPVESSEC_pos	49305.6330930548
ADRNt_neg	2118.7247880737596
ADRNt_pos	2012.253721593378
ADSELK_pos	0.0
ADSK_pos	5133.60468104536
ADSL1_pos	14899.632219447389
ADSL2_pos	34660.48992431001
ADSS_pos	14899.632219447389
AFLATOXINte_neg	0.0
AFLATOXINte_pos	7.623821061810303
AG13T10g_pos	14953.305249028967
AG13T11g_pos	14953.305249028967
AG13T12g_pos	14953.305249028967
AG13T13g_pos	14953.305249028967
AG13T14g_pos	14953.305249028967
AG13T15g_pos	14953.305249028967
AG13T16g_pos	10465.423787577482
AG13T17g_pos	10465.423787577482
AG13T18g_pos	10465.423787577482
AG13T1g_pos	10520.074210662653
AG13T2g_pos	10520.074210662653
AG13T3g_pos	10520.074210662653
AG13T4g_pos	14953.305249028963
AG13T5g_pos	14953.305249028963
AG13T6g_pos	14953.305249028963
AG13T7g_pos	14953.305249028963
AG13T8g_pos	14953.305249028963
AG13T9g_pos	14953.305249028963
AGDC_pos	7034.824972810335
AGLPC_pos	0.0
AGLPED_pos	0.0
AGLPET_pos	0.0
AGLPH_pos	0.0
AGLPR_pos	0.0
AGLPT_pos	0.0
AGMTm_pos	46797.38090552324
AGPAT1_pos	17274.33484720557
AGPRim_pos	0.0
AGPSx_pos	0.0
AGPex_neg	0.0
AGPex_pos	0.0
AGTim_pos	12391.852261563536
AGTix_pos	16742.939138740167
AHANDROSTANGLCte_pos	0.0
AHANDROSTANGLCtr_neg	0.0
AHANDROSTANGLCtr_pos	0.0
AHCYStd_neg	2850.0
AHCYStd_pos	2850.0000000000005
AHCYSte_neg	34372.691611109665
AHCYSte_pos	13716.090392909273
AHCYStn_neg	0.0
AHCYStn_pos	0.0
AHCYStr_neg	6674.770197943994
AHCYStr_pos	0.0
AHC_neg	0.0
AHC_pos	12945.260273437929
AHEXASE2ly_pos	23603.979229427077
AHEXASEly_pos	24275.943253745885
AICART_neg	18213.79212203729
AICART_pos	16926.151526862897
AICARte_neg	18213.792122037295
AICARte_pos	16926.151526862897
AIRCr_neg	0.0
AIRCr_pos	34660.48992431004
AK2LGCHOLt_neg	7.979136402032651
AK2LGCHOLt_pos	11192.186516520807
AKGDm_pos	18792.189797017076
AKGMALtm_neg	2850.0
AKGMALtm_pos	2850.0
AKGt4_3_neg	2124.507443186756
AKGt4_3_pos	2909.782138382975
AKGtp_neg	0.0
AKGtp_pos	78.01038268065207
AKR1C1_pos	80778.38874975847
AKR1C41_pos	2367.758342298619
AKR1C42_pos	2367.758342298619
AKR1D2_pos	95750.19570321913
AKR1D_pos	16345.110017144707
ALA-DTDe_pos	1403.5148416825252
ALAALACNc_neg	0.0
ALAALACNc_pos	9627.623370050402
ALAALAPEPT1tc_pos	9627.623370050402
ALAASNNaEx_pos	536.1154067987034
ALAATB0tc_pos	1918.5630004063287
ALACYSNaEx_pos	535.7839218694542
ALADGLNexR_neg	460.05596110165095
ALADGLNexR_pos	460.05596110165095
ALADGLYexR_neg	460.05596110165095
ALADGLYexR_pos	460.05596110165095
ALAGLNNaEx_pos	458.93526904605426
ALAGLNexR_neg	445.40230833848653
ALAGLNexR_pos	445.40230833848653
ALAGLYexR_neg	438.983893087015
ALAGLYexR_pos	438.983893087015
ALAR_neg	3.1052505488993347
ALAR_pos	5201.119134477602
ALASERNaEx_pos	535.7839218694542
ALASm_pos	2850.0
ALATA_L_neg	6055.110846668366
ALATA_L_pos	4965.871331892706
ALATHRNaEx_pos	535.7839218694542
ALAt2rL_neg	0.0
ALAt2rL_pos	0.0
ALAt2r_neg	742.7681333477628
ALAt2r_pos	839.2203747484798
ALAt4_pos	762.5892940376622
ALAtN1_neg	1543.1351909058262
ALAtN1_pos	1948.6549328504664
ALAyLATthc_pos	742.7681333477628
ALCD1_neg	7254.92510891572
ALCD1_pos	15.396262439019798
ALCD21_D_pos	1152.1687825334416
ALCD21_L_pos	2306.4069504520426
ALCD22_D_pos	1351.896605475335
ALCD22_L_pos	2306.4069504520426
ALCD2if_pos	6.856479095520939
ALCD2yf_pos	6.5755486159152
ALDD20x_pos	0.0
ALDD20xm_pos	0.0
ALDD21_pos	78.01038268065204
ALDD2x_pos	10280.665310278264
ALDD2xm_pos	14286.890226751364
ALDD2y_pos	9666.769772607775
ALDSTRNte_neg	0.0
ALDSTRNte_pos	71933.12409336571
ALDSTRNtm_neg	71933.12409336571
ALDSTRNtm_pos	0.0
ALKP_pos	0.0
ALOX12R_pos	0.0
ALOX12_pos	0.0
ALOX15_pos	0.0
ALOX52_pos	3947.7799186814377
ALOX5_pos	134.30410483935287
ALR2_pos	2306.4069504520426
ALR3_pos	2306.4069504520426
AMACR2p_pos	29817.417352037515
AMACR2r_pos	0.0
AMACRp_pos	86043.4947797281
AMACRr_pos	0.0
AMANK_pos	11320.038487337164
AMCOXO_pos	78.01513990134347
AMETr_neg	0.0
AMETr_pos	6674.770197943995
AMETt2m_neg	2850.0
AMETt2m_pos	2850.0
AMETtd_neg	2850.0
AMETtd_pos	2850.0000000000005
AMETtn_neg	0.0
AMETtn_pos	0.0
AMPDA_pos	10071.590069860007
AMPTASECG_pos	11648.37199015214
AMPTASECGe_pos	15561.992980607984
AMPtp_neg	2850.0
AMPtp_pos	2850.0
AMPtr_neg	0.0
AMPtr_pos	0.0
AMY1e_pos	13.414734979864821
AMY2e_pos	13.414734979864821
ANDRSTRNGLCte_pos	94102.86752674663
ANDRSTRNGLCtr_neg	94102.86752674666
ANDRSTRNGLCtr_pos	0.0
ANDRSTRNte_neg	75752.96763046483
ANDRSTRNte_pos	19.82118452270553
ANDRSTRNtr_neg	19.82118452270553
ANDRSTRNtr_pos	75752.96763046482
ANTHte_neg	14.408629649332738
ANTHte_pos	2850.0
ANTIPYRENEte_neg	0.0
ANTIPYRENEte_pos	8.655879852600314
AOBUTDsm_pos	17853.77313445256
AP4AH1_pos	0.0
APAT2rm_neg	24374.956219822445
APAT2rm_pos	19895.93731121255
APNNOXte_neg	7.623821061810303
APNNOXte_pos	0.0
APOCF_pos	9834.772218865888
APOCFm_pos	11425.343638776725
APOC_LYS_BTNP_pos	9834.772218865888
APOC_LYS_BTNPm_pos	11425.343638776725
APPNNte_neg	0.0
APPNNte_pos	7.623821061810303
APRGSTRNte_neg	80778.38874975855
APRGSTRNte_pos	0.0
APRTO2_pos	0.0
AQCOBALt_pos	0.0
ARABR_pos	6.049113950951041
ARAB_Lt_neg	0.0
ARAB_Lt_pos	6.049113950951041
ARACHCOAtx_neg	50613.642767206235
ARACHCOAtx_pos	19434.607155785172
ARACHCPT1_pos	27499.837343242496
ARACHCPT2_pos	27499.837343242496
ARACHCRNt_pos	27499.837343242496
ARACHDCOAtx_neg	6549.184919537586
ARACHDCOAtx_pos	388.24303939312955
ARACHDt2_neg	2118.7247880737596
ARACHDt2_pos	2012.253721593378
ARACHDtr_neg	2850.0
ARACHDtr_pos	2850.0
ARACHFATPc_pos	8705.093661318568
ARACHt_neg	2118.7247880737596
ARACHt_pos	2012.253721593378
ARGATB0tc_pos	2040.843796623563
ARGDCm_pos	46797.38090552324
ARGLYSex_pos	475.084361117903
ARGN_pos	29405.2581711427
ARGNm_pos	30078.778623009046
ARGSL_neg	0.0
ARGSL_pos	24178.752427622614
ARGSS_pos	24178.75242762261
ARGt4_pos	1605.5352612246445
ARGtiDF_pos	696.6805750968007
ARGtm_neg	3524.481397145512
ARGtm_pos	2850.0
ARSA_pos	47562.52039988999
ARTCOAL1_pos	7755.093661318568
ARTCOAL2_pos	7755.093661318568
ARTCOAL3_pos	7755.093661318568
ASAH1_pos	52073.06511943929
ASCBOX_pos	19084.396333776473
ASCBSVCTtc_pos	5745.082907982429
ASCBt4_neg	1293.8571706404402
ASCBt4_pos	1608.6244015353172
ASCBt_neg	1608.6244015353172
ASCBt_pos	1502.1533350549355
ASNALANaEx_pos	536.1154067987034
ASNATB0tc_pos	1908.0017574170463
ASNCYSNaEx_pos	536.1154067987034
ASNGLNNaEx_pos	536.1154067987034
ASNNm_pos	16062.410130696968
ASNPHELAT2tc_pos	335.1317892957843
ASNS1_pos	12914.805148633812
ASNSERNaEx_pos	536.1154067987034
ASNTHRNaEx_pos	536.1154067987034
ASNt4_pos	665.2554853954821
ASNtN1_neg	1544.10400599486
ASNtN1_pos	1850.3523091192524
ASNtm_pos	16062.410130696968
ASP1DC_pos	12967.450472407541
ASPCTr_neg	0.0
ASPCTr_pos	29589.89711484025
ASPDTDe_neg	16.50206395238495
ASPDTDe_pos	3237.942321747915
ASPDt6_pos	3237.942321747915
ASPDxt_neg	16.50206395238495
ASPDxt_pos	0.0
ASPGLUm_pos	8672.221681142602
ASPNATm_pos	17252.192632426944
ASPPROASCT1_pos	1823.958529727086
ASPTA_neg	8969.514257348503
ASPTA_pos	9068.48106699903
ASPTAm_neg	9059.398161346611
ASPTAm_pos	19499.289637231686
ASPt6_pos	3237.942321747915
ASPte_pos	1823.958529727086
ATP1ter_neg	0.0
ATP1ter_pos	8726.303605908417
ATP2ter_neg	6650.0
ATP2ter_pos	6650.0
ATPH1e_pos	25883.68881704685
ATPH2e_pos	3.3096610802207547
ATPS4m_pos	3931.7473528558526
ATPasel_pos	31226.91394622304
ATPtm_pos	3080.041724998805
ATPtn_neg	0.0
ATPtn_pos	11181.31408197853
ATPtx_neg	2850.0
ATPtx_pos	2850.0
AVITE1t_pos	6271.598278696066
AVITE2t_pos	2.8499999999999996
A_MANASE_pos	0.0
A_MANASEly_pos	24012.871014989338
Asn_X_Ser_Thrtr_neg	23547.916840059224
Asn_X_Ser_Thrtr_pos	0.0
B3GALT3g_pos	15478.685068299179
B3GALT41g_pos	18173.600502317702
B3GALT42g_pos	18854.843834952233
B3GALT43g_pos	19397.375073082076
B3GALT44g_pos	20021.96219390489
B3GALT5g_pos	13746.074323093595
B3GALTg_pos	15411.13064340509
B3GNT11g_pos	13156.519217343162
B3GNT12g_pos	11700.398749401244
B3GNT310g_pos	15303.526645537446
B3GNT311g_pos	12761.4763986161
B3GNT312g_pos	13156.51921734316
B3GNT313g_pos	12098.396669253048
B3GNT314g_pos	10940.214357218247
B3GNT315g_pos	11700.398749401242
B3GNT31g_pos	12540.608339430473
B3GNT32g_pos	12540.608339430473
B3GNT33g_pos	12540.608339430473
B3GNT34g_pos	12874.62646569975
B3GNT35g_pos	12874.62646569975
B3GNT36g_pos	1227.0533181363967
B3GNT37g_pos	18182.199945794553
B3GNT39g_pos	40566.598220013606
B3GNT51g_pos	15303.526645537446
BAAT1x_pos	5700.0
BAAT2x_pos	4968.665191736988
BAAT3x_pos	29817.417352037515
BAAT4x_pos	5700.0
BACCL_pos	9834.772218865888
BACCLm_pos	11425.343638776725
BALABETAtc_pos	1822.6985152096663
BALAPAT1tc_pos	1846.4344314820426
BALAVECSEC_pos	6265.001792456646
BALAtmr_neg	24374.95621982246
BALAtmr_pos	19895.937311212554
BAMPPALDOX_pos	47841.9529704897
BAMPPALDOXm_pos	0.0
BBHOX_pos	0.0
BCDO_pos	15.404149587734576
BCRNe_pos	18314.707341104455
BDG2HCGHD_pos	0.0
BDHm_neg	15166.715276799863
