	WT-1012-e_S152_L007_R1_001
EX_CE4881(e)_neg	5.45923815863544
EX_CE4881(e)_pos	5.389472134236469
EX_CE5786(e)_neg	4.75
EX_CE5786(e)_pos	18.779472875647564
EX_CE5787(e)_neg	5.7
EX_CE5787(e)_pos	17.949999999999996
EX_CE5788(e)_neg	5.7
EX_CE5788(e)_pos	23.307917661752256
EX_CE5789(e)_neg	4.275
EX_CE5789(e)_pos	14.099999999999998
EX_CE5791(e)_neg	5.7
EX_CE5791(e)_pos	17.949999999999996
EX_CE5797(e)_neg	4.75
EX_CE5797(e)_pos	4.75
EX_CE5798(e)_neg	4.75
EX_CE5798(e)_pos	4.75
EX_CE5853(e)_neg	5.459238158635441
EX_CE5853(e)_pos	5.389472134236469
EX_CE5854(e)_neg	5.459238158635441
EX_CE5854(e)_pos	5.389472134236469
EX_CE5867(e)_neg	4.75
EX_CE5867(e)_pos	4.75
EX_CE5868(e)_neg	4.75
EX_CE5868(e)_pos	4.75
EX_CE5869(e)_neg	4.75
EX_CE5869(e)_pos	4.75
EX_CLPND(e)_neg	12.766774816264675
EX_CLPND(e)_pos	388.61278797953446
EX_HC00001(e)_neg	0.0
EX_HC00001(e)_pos	0.0
EX_HC00002(e)_neg	0.0
EX_HC00002(e)_pos	0.0
EX_HC00003(e)_neg	0.0
EX_HC00003(e)_pos	0.0
EX_HC00004(e)_neg	0.0
EX_HC00004(e)_pos	0.0
EX_HC00229(e)_neg	4.274999999999999
EX_HC00229(e)_pos	3010.9589606838235
EX_HC00250(e)_neg	5.435654743569071
EX_HC00250(e)_pos	6848.334670291813
EX_HC00822(e)_neg	16.69159180927537
EX_HC00822(e)_pos	3.3249999999999993
EX_HC00955(e)_neg	0.0
EX_HC00955(e)_pos	0.0
EX_HC01104(e)_neg	3.468249310847541
EX_HC01104(e)_pos	3.468249310847541
EX_HC01361(e)_neg	4.758561902096631
EX_HC01361(e)_pos	6.622966449401155
EX_HC01440(e)_neg	0.0
EX_HC01440(e)_pos	0.0
EX_HC01441(e)_neg	0.0
EX_HC01441(e)_pos	0.0
EX_HC01444(e)_neg	9.54212635892036
EX_HC01444(e)_pos	4114.046597417492
EX_HC01446(e)_neg	0.0
EX_HC01446(e)_pos	0.0
EX_HC01577(e)_neg	0.0
EX_HC01577(e)_pos	0.0
EX_HC01609(e)_neg	9.631376511850975
EX_HC01609(e)_pos	9.631376511850975
EX_HC01610(e)_neg	9.631376511850975
EX_HC01610(e)_pos	9.631376511850975
EX_HC01700(e)_neg	0.0
EX_HC01700(e)_pos	0.0
EX_HC01787(e)_neg	0.0
EX_HC01787(e)_pos	0.0
EX_HC01852(e)_neg	0.0
EX_HC01852(e)_pos	0.0
EX_HC01939(e)_neg	0.0
EX_HC01939(e)_pos	0.0
EX_HC01942(e)_neg	0.0
EX_HC01942(e)_pos	0.0
EX_HC01943(e)_neg	0.0
EX_HC01943(e)_pos	0.0
EX_HC01944(e)_neg	0.0
EX_HC01944(e)_pos	0.0
EX_HC02154(e)_neg	0.0
EX_HC02154(e)_pos	0.0
EX_HC02160(e)_neg	0.0
EX_HC02160(e)_pos	0.0
EX_HC02161(e)_neg	0.0
EX_HC02161(e)_pos	0.0
EX_HC02172(e)_neg	0.0
EX_HC02172(e)_pos	0.0
EX_HC02175(e)_neg	0.0
EX_HC02175(e)_pos	0.0
EX_HC02176(e)_neg	7.545862848121769
EX_HC02176(e)_pos	0.0
EX_HC02179(e)_neg	0.0
EX_HC02179(e)_pos	0.0
EX_HC02180(e)_neg	0.0
EX_HC02180(e)_pos	0.0
EX_HC02187(e)_neg	0.0
EX_HC02187(e)_pos	0.0
EX_HC02191(e)_neg	0.0
EX_HC02191(e)_pos	0.0
EX_HC02192(e)_neg	0.0
EX_HC02192(e)_pos	0.0
EX_HC02193(e)_neg	0.0
EX_HC02193(e)_pos	0.0
EX_HC02194(e)_neg	0.0
EX_HC02194(e)_pos	0.0
EX_HC02195(e)_neg	0.0
EX_HC02195(e)_pos	0.0
EX_HC02196(e)_neg	0.0
EX_HC02196(e)_pos	0.0
EX_HC02197(e)_neg	0.0
EX_HC02197(e)_pos	0.0
EX_HC02198(e)_neg	0.0
EX_HC02198(e)_pos	0.0
EX_HC02199(e)_neg	0.0
EX_HC02199(e)_pos	0.0
EX_HC02200(e)_neg	0.0
EX_HC02200(e)_pos	0.0
EX_HC02201(e)_neg	0.0
EX_HC02201(e)_pos	0.0
EX_HC02202(e)_neg	3.151897938732553
EX_HC02202(e)_pos	11.415164917936305
EX_HC02203(e)_neg	3.151897938732553
EX_HC02203(e)_pos	13.296384802606532
EX_HC02204(e)_neg	3.151897938732553
EX_HC02204(e)_pos	13.115164917936305
EX_HC02205(e)_neg	3.151897938732553
EX_HC02205(e)_pos	11.596384802606533
EX_HC02206(e)_neg	3.151897938732553
EX_HC02206(e)_pos	11.265164917936305
EX_HC02207(e)_neg	3.151897938732553
EX_HC02207(e)_pos	11.446384802606532
EX_HC02208(e)_neg	0.0
EX_HC02208(e)_pos	0.0
EX_HC02210(e)_neg	0.0
EX_HC02210(e)_pos	0.0
EX_HC02213(e)_neg	0.0
EX_HC02213(e)_pos	0.0
EX_HC02214(e)_neg	0.0
EX_HC02214(e)_pos	0.0
EX_HC02216(e)_neg	0.0
EX_HC02216(e)_pos	0.0
EX_HC02217(e)_neg	0.0
EX_HC02217(e)_pos	0.0
EX_HC02220(e)_neg	0.0
EX_HC02220(e)_pos	0.0
EX_Lcystin(e)_neg	2.301094580824575
EX_Lcystin(e)_pos	0.0
EX_Rtotal(e)_neg	8.481982989728898
EX_Rtotal(e)_pos	7718.180705421022
EX_Rtotal2(e)_neg	9.015491014744772
EX_Rtotal2(e)_pos	5177.555663055761
EX_Rtotal3(e)_neg	8.086206212289216
EX_Rtotal3(e)_pos	8.211186988308716
EX_Tyr_ggn(e)_neg	0.0
EX_Tyr_ggn(e)_pos	30.17440100591671
EX_abt(e)_neg	0.0
EX_abt(e)_pos	5081.15449840218
EX_ac(e)_neg	4.7903520959856865
EX_ac(e)_pos	5882.596260964929
EX_acac(e)_neg	5.116413236632894
EX_acac(e)_pos	7722.144290425025
EX_acald(e)_neg	5.236253828119777
EX_acald(e)_pos	6325.661906263487
EX_acetone(e)_neg	5.597705655724367
EX_acetone(e)_pos	10676.591871361454
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	9659.51409297377
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	9055.765470850185
EX_acgam(e)_neg	0.0
EX_acgam(e)_pos	6.649999999999999
EX_ach(e)_neg	8.921487801047494
EX_ach(e)_pos	7075.041854703705
EX_acmana(e)_neg	0.0
EX_acmana(e)_pos	19475.987555137446
EX_acn13acngalgbside_hs(e)_neg	0.0
EX_acn13acngalgbside_hs(e)_pos	11403.559648248443
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11403.559648248445
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12626.53849152973
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11421.850405316076
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	10324.67777806005
EX_ade(e)_neg	3.9964669517452975
EX_ade(e)_pos	6163.698324534943
EX_adn(e)_neg	5699.256752938815
EX_adp_neg	3.072251952650647
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.789056252172619
EX_adprib(e)_neg	7.978061849172595
EX_adprib(e)_pos	4.789056252172619
EX_adrn(e)_neg	9.254063169074165
EX_adrn(e)_pos	135.97920477829433
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	37369.70159640203
EX_aflatoxin(e)_neg	7.54586284812177
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11343.534184308635
EX_ahcys(e)_pos	27141.529758258806
EX_ahdt(e)_neg	6.622966449401155
EX_ahdt(e)_pos	4.758561902096631
EX_aicar(e)_neg	11279.171247514138
EX_aicar(e)_pos	12660.834042874716
EX_ak2lgchol_hs(e)_neg	6.864670394547921
EX_ak2lgchol_hs(e)_pos	4.825525045227326
EX_akg(e)_neg	4.3141498716247355
EX_akg(e)_pos	7569.574039655276
EX_ala_B(e)_neg	6.850894663325589
EX_ala_B(e)_pos	9186.175158945949
EX_ala_D(e)_neg	2.4227551355345196
EX_ala_D(e)_pos	3748.468211273195
EX_ala_L(e)_neg	2.378455416483628
EX_ala_L(e)_pos	3548.244546232082
EX_alaala(e)_neg	7404.778186821457
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	53559.274106618366
EX_amp(e)_neg	3.9964669517452975
EX_amp(e)_pos	6677.785912105978
EX_andrstrn(e)_neg	18.20778812320553
EX_andrstrn(e)_pos	56389.37811090285
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	70194.64602394201
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.889384221450616
EX_antipyrene(e)_neg	7.909525218467174
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.54586284812177
EX_appnn(e)_neg	7.54586284812177
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	61939.84649820032
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.433001631677191
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11671.803634830296
EX_arachcoa(e)_neg	5.257844127962745
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.5895626039199575
EX_arachd(e)_pos	77.98220131125512
EX_arg_L(e)_neg	5.29627701852368
EX_arg_L(e)_pos	17995.270266647705
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4611.554861590068
EX_asn_L(e)_neg	5.684224987214491
EX_asn_L(e)_pos	11556.312992810119
EX_asp_D(e)_neg	11.324084271915282
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.112745142505837
EX_asp_L(e)_pos	6887.786835904018
EX_atp(e)_neg	3.978588568217519
EX_atp(e)_pos	21488.43435300252
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	5.170540385758786
EX_bhb(e)_pos	7778.345134044752
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	43016.08962320913
EX_bilglcur(e)_neg	10.499023737780423
EX_bilglcur(e)_pos	65660.90315446928
EX_bilirub(e)_neg	16.278890623923044
EX_bilirub(e)_pos	51189.67191440768
EX_biocyt(e)_neg	3.943999760622619
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	237.4889385857057
EX_btn(e)_pos	3.943999760622619
EX_but(e)_neg	6.2350818017681755
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12707.506196212453
EX_c10crn_neg	0.0
EX_c10crn_pos	15197.710823755755
EX_c10dc_neg	0.0
EX_c10dc_pos	19980.114602639584
EX_c12dc_neg	0.0
EX_c12dc_pos	46257.36127312775
EX_c16dc_neg	0.0
EX_c16dc_pos	30131.583461437593
EX_c3dc_neg	0.0
EX_c3dc_pos	11064.636381016842
EX_c4crn_neg	0.0
EX_c4crn_pos	17333.443224768776
EX_c4dc_neg	0.0
EX_c4dc_pos	10745.8447247391
EX_c51crn_neg	0.0
EX_c51crn_pos	12070.831006437633
EX_c5dc_neg	0.0
EX_c5dc_pos	8237.142115119766
EX_c6crn_neg	0.0
EX_c6crn_pos	13454.026345243185
EX_c6dc_neg	0.0
EX_c6dc_pos	62439.87516248662
EX_c81crn_neg	0.0
EX_c81crn_pos	12707.506196212453
EX_c8crn_neg	0.0
EX_c8crn_pos	9070.306285158018
EX_c8dc_neg	0.0
EX_c8dc_pos	28169.345014894785
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	13197.396032363287
EX_carn(e)_neg	10977.504035486667
EX_caro(e)_neg	13.118406985380112
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.54586284812177
EX_cbasp(e)_neg	8438.206094493707
EX_cbasp(e)_pos	19545.79124344222
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.248389733132749
EX_cdp(e)_pos	4.496779466265498
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	3.012113405545929
EX_cgly(e)_pos	10963.714668206505
EX_chol(e)_neg	7072.591682263816
EX_cholate(e)_neg	11825.04543438434
EX_chsterol(e)_neg	8.205712999354196
EX_chsterol(e)_pos	10992.514178335265
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.798920705145152
EX_cit(e)_pos	8800.100654515585
EX_citr_L(e)_neg	2.0220640121797735
EX_citr_L(e)_pos	12575.272445516619
EX_cl(e)_neg	8174.90576304792
EX_cmp(e)_neg	3.2718178789354635
EX_cmp(e)_pos	7.849051688103485
EX_co(e)_neg	0.0
EX_co(e)_pos	51202.04357354595
EX_co2(e)_neg	450.3544349292888
EX_co2(e)_pos	4260.055322900388
EX_coa(e)_neg	4.192062327711886
EX_coa(e)_pos	5.257844127962745
EX_coumarin(e)_neg	7.54586284812177
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	10.219076647085837
EX_creat(e)_pos	18098.94499508448
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	28492.840302063414
EX_crn(e)_neg	6952.344104955021
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	52059.46503651119
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	54578.38607966293
EX_crvnc(e)_neg	9.847073025483382
EX_crvnc(e)_pos	478.9087850399126
EX_csn(e)_neg	7.1582029493639885
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	85.60228862350404
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	102.5411631768461
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	85.41854799779563
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	131.22521874037636
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	151.98723496562542
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.2737853941779678
EX_ctp(e)_pos	7.8449095507508435
EX_cyan(e)_neg	6.715615511719065
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2757.224668445339
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6199.161158822308
EX_cytd(e)_neg	6248.35866238113
EX_dad_2(e)_neg	7546.9502090930055
EX_dag_hs(e)_neg	7871.433944539131
EX_dca(e)_neg	19980.114602639584
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	11.119916843544518
EX_dcsptn1(e)_pos	198.8349493338379
EX_dcyt(e)_neg	7094.190481329748
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12707.506196212453
EX_ddecrn_neg	0.0
EX_ddecrn_pos	10886.434197530236
EX_debrisoquine(e)_neg	7.54586284812177
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12707.506196212453
EX_dgchol(e)_neg	6.812374676562379
EX_dgchol(e)_pos	67509.36386485721
EX_dgmp(e)_neg	4.1786427997159326
EX_dgmp(e)_pos	4.698559558493406
EX_dgsn(e)_neg	7522.172933390327
EX_dgtp(e)_neg	4.698559558493406
EX_dgtp(e)_pos	4.1786427997159326
EX_dha(e)_neg	3.468249310847541
EX_dha(e)_pos	3.468249310847541
EX_dhap(e)_neg	3.468249310847541
EX_dhap(e)_pos	3.468249310847541
EX_dhdascb(e)_neg	4611.554861590068
EX_dheas(e)_neg	9.671389283527612
EX_dheas(e)_pos	60583.33530806781
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.909534292985406
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	67710.8317252351
EX_din(e)_neg	7709.250965470949
EX_dlnlcg(e)_neg	6.217020697404651
EX_dlnlcg(e)_pos	49.36561093565507
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.909525218467174
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	47.19858974866443
EX_doco13ac_neg	18634.005180185137
EX_doco13ac_pos	0.0
EX_docosac_neg	15698.359540729463
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15698.359540729463
EX_dopa(e)_neg	6.126210897858482
EX_dopa(e)_pos	9449.418136310233
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	32371.841215030945
EX_dpcoa(e)_neg	6687.78796535407
EX_dpcoa(e)_pos	27924.814866133558
EX_drib(e)_neg	6.999727973576795
EX_drib(e)_pos	7916.755455796222
EX_dtdp(e)_neg	2.248389733132749
EX_dtdp(e)_pos	4.496779466265498
EX_dtmp(e)_neg	3.2718178789354635
EX_dtmp(e)_pos	7.849051688103485
EX_dttp(e)_neg	3.2737853941779678
EX_dttp(e)_pos	7.8449095507508435
EX_duri(e)_neg	6.587547485960341
EX_duri(e)_pos	6812.859459271131
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.54586284812177
EX_ebastine(e)_neg	12.968753160360182
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.968753160360182
EX_eicostet(e)_neg	7.871979755142407
EX_eicostet(e)_pos	32.85201065070161
EX_elaid(e)_neg	7.053438146520315
EX_elaid(e)_pos	5143.8609677033655
EX_estradiol(e)_neg	12.126921802538039
EX_estradiol(e)_pos	51824.00744836971
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	57331.67530468475
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	60053.78400961806
EX_estrones(e)_neg	9.256291963953403
EX_estrones(e)_pos	55817.73045033684
EX_etoh(e)_neg	5.719642372315163
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.433892414158374
EX_fad(e)_pos	16511.836325733828
EX_fald(e)_neg	4.325087191265394
EX_fald(e)_pos	21298.55533762578
EX_fe2(e)_neg	3.489472134236467
EX_fe2(e)_pos	51189.671914407685
EX_fe3(e)_neg	3.34797561230405
EX_fe3(e)_pos	49685.67232152251
EX_fmn(e)_neg	16511.836325733835
EX_fmn(e)_pos	17458.48200531183
EX_fol(e)_neg	2315.393495093505
EX_for(e)_neg	4.118655005009491
EX_for(e)_pos	15088.328994992366
EX_fru(e)_neg	5.005200034446163
EX_fru(e)_pos	2825.4490013665527
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	9913.354281706546
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11738.61471995949
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17726.849918777803
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	10669.715773112928
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	11751.922391942997
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	11778.119602348004
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	11177.38419190831
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	9762.057502940695
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	9015.423005068687
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	9638.818680658698
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	11239.522164457372
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	11667.599894189134
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10277.611244167041
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10585.157881080759
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.3592715530756125
EX_gal(e)_neg	4114.046597417492
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9609.40457692555
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10465.755017963556
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9346.522760256612
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8409.834721203062
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	9795.4395756144
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6563.128950398872
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11475.34709307109
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	11818.372009991514
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	12617.260688540315
EX_gd1c_hs(e)_neg	0.0
EX_gd1c_hs(e)_pos	12699.768294674677
EX_gdp(e)_neg	3.1142167103508376
EX_gdp(e)_pos	3.1142167103508376
EX_glc(e)_neg	2.375
EX_glc(e)_pos	2580.62610793202
EX_glcur(e)_neg	5.389472134236469
EX_glcur(e)_pos	10.918476317270882
EX_glgchlo(e)_neg	0.0
EX_glgchlo(e)_pos	13707.893628277465
EX_gln_L(e)_neg	4.853007836591846
EX_gln_L(e)_pos	8123.449109097809
EX_gltcho(e)_neg	0.0
EX_gltcho(e)_pos	14935.058735416122
EX_gltdechol(e)_neg	0.0
EX_gltdechol(e)_pos	3800.0
EX_glu_L(e)_neg	3.6572705924789863
EX_glu_L(e)_pos	8513.832480223602
EX_gluala(e)_neg	5.381175723168793
EX_gluala(e)_pos	9760.624701210794
EX_gly(e)_neg	5738.5440198098095
EX_glyb(e)_neg	18.828099739213574
EX_glyb(e)_pos	10345.741269673203
EX_glyc(e)_neg	4114.046597417492
EX_glyc_S(e)_neg	0.0
EX_glyc_S(e)_pos	6545.227036694034
EX_glygly(e)_neg	12916.266509527497
EX_glygn2(e)_neg	13.449096013045198
EX_glygn2(e)_pos	0.0
EX_glygn4(e)_neg	4.275
EX_glygn4(e)_pos	13.449096013045198
EX_glygn5(e)_neg	5.071999770011391
EX_glygn5(e)_pos	19.491248854463873
EX_glyleu(e)_neg	9783.046696433343
EX_glyphe(e)_neg	10928.564829208255
EX_glypro(e)_neg	9537.902649589216
EX_glysar(e)_neg	17334.2248740538
EX_gmp(e)_neg	6.326434427537179
EX_gmp(e)_pos	7.37874398840247
EX_gp1c_hs(e)_neg	0.0
EX_gp1c_hs(e)_pos	13324.94214351639
EX_gp1calpha_hs(e)_neg	0.0
EX_gp1calpha_hs(e)_pos	13364.773389916396
EX_gq1b_hs(e)_neg	0.0
EX_gq1b_hs(e)_pos	13130.756920920083
EX_gq1balpha_hs(e)_neg	0.0
EX_gq1balpha_hs(e)_pos	13052.875058430165
EX_gsn(e)_neg	5891.614354099735
EX_gt1a_hs(e)_neg	0.0
EX_gt1a_hs(e)_pos	12886.828684325015
EX_gthox(e)_neg	0.0
EX_gthox(e)_pos	15332.79074702404
EX_gthrd(e)_neg	2.739576714208032
EX_gthrd(e)_pos	13890.074805142352
EX_gtp(e)_neg	3.1142167103508376
EX_gtp(e)_pos	0.0
EX_gua(e)_neg	6.411666675478945
EX_gua(e)_pos	6183.627471609299
EX_gum(e)_neg	3800.0
EX_gum(e)_pos	0.0
EX_gumdchac(e)_neg	0.0
EX_gumdchac(e)_pos	3800.0
EX_gumgchol(e)_neg	0.0
EX_gumgchol(e)_pos	13707.893628277465
EX_gumtchol(e)_neg	0.0
EX_gumtchol(e)_pos	14935.058735416122
EX_h(e)_neg	235.510745374606
EX_h(e)_pos	2287.351743316149
EX_h2o(e)_neg	247.65485246607696
EX_h2o(e)_pos	3522.164312973823
EX_h2o2(e)_neg	3.980488548371911
EX_h2o2(e)_pos	5806.758792464732
EX_ha(e)_neg	37.31937541293891
EX_ha(e)_pos	18919.215172979406
EX_ha_pre1(e)_neg	15.015328002833181
EX_ha_pre1(e)_pos	19371.750090071877
EX_hco3(e)_neg	441.00838169851875
EX_hco3(e)_pos	5314.549330544428
EX_hcoumarin(e)_neg	0.0
EX_hcoumarin(e)_pos	7.54586284812177
EX_hdca(e)_neg	6.6553016966765774
EX_hdca(e)_pos	13273.311395370636
EX_hdcea(e)_neg	10428.524562165047
EX_hestratriol(e)_neg	0.0
EX_hestratriol(e)_pos	51063.42051191553
EX_hexc(e)_neg	10.256993893575357
EX_hexc(e)_pos	0.0
EX_his_L(e)_neg	5383.571121326229
EX_hista(e)_neg	10.851304742019341
EX_hista(e)_pos	5383.571121326232
EX_hom_L(e)_neg	0.0
EX_hom_L(e)_pos	0.0
EX_hpdca(e)_neg	33.35560418635907
EX_hpdca(e)_pos	0.0
EX_hspg(e)_neg	352.5316068462014
EX_hspg(e)_pos	0.0
EX_htaxol(e)_neg	0.0
EX_htaxol(e)_pos	7.54586284812177
EX_hxan(e)_neg	5.645690698960285
EX_hxan(e)_pos	6072.7110001104365
EX_hyptaur(e)_neg	2850.0
EX_hyptaur(e)_pos	4750.0
EX_i(e)_neg	10.187892854833114
EX_i(e)_pos	0.0
EX_idour(e)_neg	0.0
EX_idour(e)_pos	456.8124072226421
EX_idp(e)_neg	2.168605391219184
EX_idp(e)_pos	3.2737853941779678
EX_ile_L(e)_neg	4.75
EX_ile_L(e)_pos	7664.407406438615
EX_imp(e)_neg	0.0
EX_imp(e)_pos	7.529914320449224
EX_inost(e)_neg	10.703409370451178
EX_inost(e)_pos	6328.775168717734
EX_ins(e)_neg	6019.182222754223
EX_itp(e)_neg	3.2737853941779678
EX_itp(e)_pos	3.2718178789354635
EX_ivcrn_neg	0.0
EX_ivcrn_pos	10840.212704725642
EX_k(e)_neg	0.0
EX_k(e)_pos	0.0
