	Ob-DHA-b_S132_L007_R1_001
EPCTX_pos	0.0
ESTRADIOLGLCt2_pos	4209.897982534903
ESTRADIOLGLCt_neg	56303.92691887618
ESTRADIOLGLCt_pos	4209.897982534902
ESTRADIOLGLCtr_neg	56303.92691887616
ESTRADIOLGLCtr_pos	0.0
ESTRADIOLt_neg	50969.97597744165
ESTRADIOLt_pos	11.5120525921211
ESTRADIOLtr_neg	56816.058562673585
ESTRADIOLtr_pos	5384.73088273655
ESTRIOLGLCte_pos	0.0
ESTRIOLGLCtr_neg	0.0
ESTRIOLGLCtr_pos	0.0
ESTRIOLtr_neg	0.0
ESTRIOLtr_pos	0.0
ESTRONEGLCt_pos	58899.876335266075
ESTRONEGLCtr_neg	58899.87633526606
ESTRONEGLCtr_pos	0.0
ESTRONESt2_pos	518.0008938027236
ESTRONESt_neg	518.0008938027236
ESTRONESt_pos	1179.260110239096
ESTRONEtr_neg	5384.73088273655
ESTRONEtr_pos	50995.776153350555
ESTSULT_pos	6993.815924248204
ETFQO_pos	393.0738056395418
ETF_pos	393.0738056395418
ETHAK_pos	3103.8229652312793
ETHP_pos	3225.7977170850972
ETOHMO_pos	6.811806334392758
ETOHt_neg	0.0
ETOHt_pos	5.649483024186688
ETOHtx_neg	0.0
ETOHtx_pos	11.726258082786343
EX_10fthf(e)_neg	0.0
EX_10fthf(e)_pos	34.474964763877715
EX_10fthf5glu(e)_neg	9.033814416292792
EX_10fthf5glu(e)_pos	9.352537925647601
EX_10fthf6glu(e)_neg	3.6914474424908126
EX_10fthf6glu(e)_pos	3.6914474424908126
EX_10fthf7glu(e)_neg	3.6914474424908126
EX_10fthf7glu(e)_pos	0.0
EX_11_cis_retfa(e)_neg	5.424698013734486
EX_11_cis_retfa(e)_pos	1589.8732624555519
EX_12dgr120(e)_neg	0.0
EX_12dgr120(e)_pos	0.0
EX_13_cis_retnglc(e)_neg	0.0
EX_13_cis_retnglc(e)_pos	2686.706511356681
EX_1glyc_hs(e)_neg	0.0
EX_1glyc_hs(e)_pos	17243.168519347608
EX_1mncam(e)_neg	0.0
EX_1mncam(e)_pos	45.91200316142171
EX_23cump(e)_neg	4.474698013734484
EX_23cump(e)_pos	4.3433882870903755
EX_2425dhvitd2(e)_neg	0.0
EX_2425dhvitd2(e)_pos	10.844713609651674
EX_2425dhvitd3(e)_neg	0.0
EX_2425dhvitd3(e)_pos	49694.64300340311
EX_24nph(e)_neg	0.0
EX_24nph(e)_pos	14.01298491194098
EX_25hvitd2(e)_neg	10.844713609651674
EX_25hvitd2(e)_pos	0.0
EX_25hvitd3(e)_neg	7.4428116980869445
EX_25hvitd3(e)_pos	7489.582952149519
EX_2hb(e)_neg	7.985438557657657
EX_2hb(e)_pos	7433.570418586266
EX_2mcit(e)_neg	0.0
EX_2mcit(e)_pos	14351.491431282597
EX_34dhoxpeg(e)_neg	0.0
EX_34dhoxpeg(e)_pos	31317.93781472286
EX_34dhphe(e)_neg	4.089787975950154
EX_34dhphe(e)_pos	6544.1573061294675
EX_34hpp_neg	6764.641742560787
EX_34hpp_pos	8195.619241049266
EX_35cgmp(e)_neg	0.0
EX_35cgmp(e)_pos	13893.780567462058
EX_3aib(e)_neg	0.0
EX_3aib(e)_pos	10686.257742080003
EX_3aib_D(e)_neg	0.0
EX_3aib_D(e)_pos	11295.4877066384
EX_3bcrn_neg	0.0
EX_3bcrn_pos	8594.85724910768
EX_3ddcrn_neg	0.0
EX_3ddcrn_pos	12257.004539720514
EX_3deccrn_neg	0.0
EX_3deccrn_pos	12718.438433238538
EX_3hdececrn_neg	0.0
EX_3hdececrn_pos	10258.675854511263
EX_3hexdcrn_neg	0.0
EX_3hexdcrn_pos	10601.255979370644
EX_3ivcrn_neg	0.0
EX_3ivcrn_pos	12974.8230251839
EX_3mlda(e)_neg	0.0
EX_3mlda(e)_pos	12736.762785656321
EX_3mob(e)_neg	7661.473217016915
EX_3mob(e)_pos	6.33645801938942
EX_3mop(e)_neg	7566.484774651659
EX_3mop(e)_pos	23.243069040140824
EX_3octdec2crn_neg	0.0
EX_3octdec2crn_pos	9.765058538335467
EX_3octdeccrn_neg	0.0
EX_3octdeccrn_pos	8426.739233889637
EX_3octdece1crn_neg	0.0
EX_3octdece1crn_pos	15398.057133662545
EX_3tdcrn_neg	0.0
EX_3tdcrn_pos	10241.091930317614
EX_3tetd7ecoacrn_neg	0.0
EX_3tetd7ecoacrn_pos	13686.908207291395
EX_3thexddcoacrn_neg	0.0
EX_3thexddcoacrn_pos	22259.8349605313
EX_3ttetddcoacrn_neg	0.0
EX_3ttetddcoacrn_pos	31792.91561407264
EX_3ump(e)_neg	4.3433882870903755
EX_3ump(e)_pos	4.474698013734484
EX_4abut(e)_neg	3.252185050824897
EX_4abut(e)_pos	8726.336933437795
EX_4abutn(e)_neg	4.749999999999999
EX_4abutn(e)_pos	14972.008580106434
EX_4hdebrisoquine(e)_neg	0.0
EX_4hdebrisoquine(e)_pos	7.4428116980869445
EX_4hphac(e)_neg	0.0
EX_4hphac(e)_pos	10783.791638570208
EX_4hpro(e)_neg	2850.0
EX_4mop(e)_neg	7632.606200905433
EX_4mop(e)_pos	7326.380243245011
EX_4mptnl(e)_neg	0.0
EX_4mptnl(e)_pos	60808.80959426168
EX_4mtolbutamide(e)_neg	0.0
EX_4mtolbutamide(e)_pos	7.442811698086945
EX_4nph(e)_neg	3.4015987011771656
EX_4nph(e)_pos	3.4015987011771656
EX_4nphsf(e)_neg	0.0
EX_4nphsf(e)_pos	22.245898761560696
EX_4pyrdx(e)_neg	0.0
EX_4pyrdx(e)_pos	7873.7437667927
EX_5adtststerone(e)_neg	7.174472626512291
EX_5adtststerone(e)_pos	54957.49986490857
EX_5adtststeroneglc(e)_neg	0.0
EX_5adtststeroneglc(e)_pos	68441.19104908658
EX_5adtststerones(e)_neg	8.134835878851566
EX_5adtststerones(e)_pos	54310.78051008085
EX_5dhf(e)_neg	9.033814416292792
EX_5dhf(e)_pos	9.352537925647601
EX_5fthf(e)_neg	6.443337971547264
EX_5fthf(e)_pos	0.0
EX_5homeprazole(e)_neg	0.0
EX_5homeprazole(e)_pos	7.4428116980869445
EX_5htrp(e)_neg	0.0
EX_5htrp(e)_pos	7.425713045879611
EX_5mta(e)_neg	14747.184931747239
EX_5mta(e)_pos	15074.95991652963
EX_5mthf(e)_neg	6873.579777954757
EX_5oxpro(e)_neg	6077.702994773762
EX_5oxpro(e)_pos	10213.875525819734
EX_5thf(e)_neg	9.033814416292792
EX_5thf(e)_pos	9.352537925647601
EX_6dhf(e)_neg	3.6914474424908126
EX_6dhf(e)_pos	3.6914474424908126
EX_6htststerone(e)_neg	0.0
EX_6htststerone(e)_pos	51739.95001222981
EX_6thf(e)_neg	3.6914474424908126
EX_6thf(e)_pos	3.6914474424908126
EX_7dhf(e)_neg	3.6914474424908126
EX_7dhf(e)_pos	0.0
EX_7thf(e)_neg	3.6914474424908126
EX_7thf(e)_pos	0.0
EX_9_cis_retfa(e)_neg	5.424698013734486
EX_9_cis_retfa(e)_pos	1589.8732624555519
EX_C02470(e)_neg	22.32390129946233
EX_C02470(e)_pos	11.70134815963107
EX_C02528(e)_neg	6.995962821010948
EX_C02528(e)_pos	65376.10656251502
EX_C04849(e)_neg	2.1020610629590424
EX_C04849(e)_pos	2.1020610629590424
EX_C05965(e)_neg	2.1020610629590424
EX_C05965(e)_pos	2.1020610629590424
EX_CE0074(e)_neg	4.75
EX_CE0074(e)_pos	15922.434172294805
EX_CE1925(e)_neg	5.293388287090376
EX_CE1925(e)_pos	5.424698013734484
EX_CE1926(e)_neg	5.293388287090376
EX_CE1926(e)_pos	5.424698013734484
EX_CE1935(e)_neg	5.7
EX_CE1935(e)_pos	15801.973192591871
EX_CE1936(e)_neg	0.0
EX_CE1936(e)_pos	17741.351662532612
EX_CE1939(e)_neg	5.7
EX_CE1939(e)_pos	24567.692701374915
EX_CE1940(e)_neg	5.7
EX_CE1940(e)_pos	24567.692701374915
EX_CE1943(e)_neg	0.0
EX_CE1943(e)_pos	33149.46826698512
EX_CE1950(e)_neg	0.0
EX_CE1950(e)_pos	0.0
EX_CE2011(e)_neg	4.777822105592082
EX_CE2011(e)_pos	15.363731633083136
EX_CE2250(e)_neg	0.0
EX_CE2250(e)_pos	5.256904444886763
EX_CE2838(e)_neg	3.1057296240778394
EX_CE2838(e)_pos	4.275
EX_CE2839(e)_neg	4.275
EX_CE2839(e)_pos	3.1057296240778394
EX_CE2915(e)_neg	4.75
EX_CE2915(e)_pos	4.75
EX_CE2916(e)_neg	4.75
EX_CE2916(e)_pos	4.75
EX_CE2917(e)_neg	6.531489084842488
EX_CE2917(e)_pos	4.75
EX_CE4633(e)_neg	5.293388287090376
EX_CE4633(e)_pos	7994.616015459369
EX_CE4722(e)_neg	4.75
EX_CE4722(e)_pos	4.75
EX_CE4723(e)_neg	4.75
EX_CE4723(e)_pos	4.75
EX_CE4724(e)_neg	4.75
EX_CE4724(e)_pos	6.531489084842488
EX_CE4881(e)_neg	5.424698013734484
EX_CE4881(e)_pos	5.293388287090376
EX_CE5786(e)_neg	4.75
EX_CE5786(e)_pos	18.751013579720798
EX_CE5787(e)_neg	5.7
EX_CE5787(e)_pos	17.949999999999996
EX_CE5788(e)_neg	5.7
EX_CE5788(e)_pos	23.262364344660064
EX_CE5789(e)_neg	4.275
EX_CE5789(e)_pos	14.099999999999998
EX_CE5791(e)_neg	5.7
EX_CE5791(e)_pos	17.949999999999996
EX_CE5797(e)_neg	4.75
EX_CE5797(e)_pos	4.75
EX_CE5798(e)_neg	4.75
EX_CE5798(e)_pos	4.75
EX_CE5853(e)_neg	5.424698013734484
EX_CE5853(e)_pos	5.293388287090376
EX_CE5854(e)_neg	5.424698013734484
EX_CE5854(e)_pos	5.293388287090376
EX_CE5867(e)_neg	4.75
EX_CE5867(e)_pos	4.75
EX_CE5868(e)_neg	4.75
EX_CE5868(e)_pos	4.75
EX_CE5869(e)_neg	4.75
EX_CE5869(e)_pos	4.75
EX_CLPND(e)_neg	12.675412608839993
EX_CLPND(e)_pos	380.05163926595975
EX_HC00001(e)_neg	0.0
EX_HC00001(e)_pos	0.0
EX_HC00002(e)_neg	0.0
EX_HC00002(e)_pos	0.0
EX_HC00003(e)_neg	0.0
EX_HC00003(e)_pos	0.0
EX_HC00004(e)_neg	0.0
EX_HC00004(e)_pos	0.0
EX_HC00229(e)_neg	4.274999999999999
EX_HC00229(e)_pos	3005.167804115801
EX_HC00250(e)_neg	5.313711410205344
EX_HC00250(e)_pos	6750.516799570895
EX_HC00822(e)_neg	16.16928675355492
EX_HC00822(e)_pos	3.3249999999999993
EX_HC00955(e)_neg	0.0
EX_HC00955(e)_pos	0.0
EX_HC01104(e)_neg	3.4015987011771656
EX_HC01104(e)_pos	3.4015987011771656
EX_HC01361(e)_neg	4.503737208263773
EX_HC01361(e)_pos	6.418931797174751
EX_HC01440(e)_neg	0.0
EX_HC01440(e)_pos	0.0
EX_HC01441(e)_neg	0.0
EX_HC01441(e)_pos	0.0
EX_HC01444(e)_neg	9.246793288542433
EX_HC01444(e)_pos	4091.9493342706746
EX_HC01446(e)_neg	0.0
EX_HC01446(e)_pos	0.0
EX_HC01577(e)_neg	0.0
EX_HC01577(e)_pos	0.0
EX_HC01609(e)_neg	9.627617779547046
EX_HC01609(e)_pos	9.627617779547046
EX_HC01610(e)_neg	9.627617779547046
EX_HC01610(e)_pos	9.627617779547046
EX_HC01700(e)_neg	0.0
EX_HC01700(e)_pos	0.0
EX_HC01787(e)_neg	0.0
EX_HC01787(e)_pos	0.0
EX_HC01852(e)_neg	0.0
EX_HC01852(e)_pos	0.0
EX_HC01939(e)_neg	0.0
EX_HC01939(e)_pos	0.0
EX_HC01942(e)_neg	0.0
EX_HC01942(e)_pos	0.0
EX_HC01943(e)_neg	0.0
EX_HC01943(e)_pos	0.0
EX_HC01944(e)_neg	0.0
EX_HC01944(e)_pos	0.0
EX_HC02154(e)_neg	0.0
EX_HC02154(e)_pos	0.0
EX_HC02160(e)_neg	0.0
EX_HC02160(e)_pos	0.0
EX_HC02161(e)_neg	0.0
EX_HC02161(e)_pos	0.0
EX_HC02172(e)_neg	0.0
EX_HC02172(e)_pos	0.0
EX_HC02175(e)_neg	0.0
EX_HC02175(e)_pos	0.0
EX_HC02176(e)_neg	7.442811698086949
EX_HC02176(e)_pos	0.0
EX_HC02179(e)_neg	0.0
EX_HC02179(e)_pos	0.0
EX_HC02180(e)_neg	0.0
EX_HC02180(e)_pos	0.0
EX_HC02187(e)_neg	0.0
EX_HC02187(e)_pos	0.0
EX_HC02191(e)_neg	0.0
EX_HC02191(e)_pos	0.0
EX_HC02192(e)_neg	0.0
EX_HC02192(e)_pos	0.0
EX_HC02193(e)_neg	0.0
EX_HC02193(e)_pos	0.0
EX_HC02194(e)_neg	0.0
EX_HC02194(e)_pos	0.0
EX_HC02195(e)_neg	0.0
EX_HC02195(e)_pos	0.0
EX_HC02196(e)_neg	0.0
EX_HC02196(e)_pos	0.0
EX_HC02197(e)_neg	0.0
EX_HC02197(e)_pos	0.0
EX_HC02198(e)_neg	0.0
EX_HC02198(e)_pos	0.0
EX_HC02199(e)_neg	0.0
EX_HC02199(e)_pos	0.0
EX_HC02200(e)_neg	0.0
EX_HC02200(e)_pos	0.0
EX_HC02201(e)_neg	0.0
EX_HC02201(e)_pos	0.0
EX_HC02202(e)_neg	3.238435324682343
EX_HC02202(e)_pos	11.657505178141562
EX_HC02203(e)_neg	3.238435324682343
EX_HC02203(e)_pos	13.534647489269377
EX_HC02204(e)_neg	3.238435324682343
EX_HC02204(e)_pos	13.357505178141562
EX_HC02205(e)_neg	3.238435324682343
EX_HC02205(e)_pos	11.834647489269376
EX_HC02206(e)_neg	3.238435324682343
EX_HC02206(e)_pos	11.507505178141562
EX_HC02207(e)_neg	3.238435324682343
EX_HC02207(e)_pos	11.684647489269375
EX_HC02208(e)_neg	0.0
EX_HC02208(e)_pos	0.0
EX_HC02210(e)_neg	0.0
EX_HC02210(e)_pos	0.0
EX_HC02213(e)_neg	0.0
EX_HC02213(e)_pos	0.0
EX_HC02214(e)_neg	0.0
EX_HC02214(e)_pos	0.0
EX_HC02216(e)_neg	0.0
EX_HC02216(e)_pos	0.0
EX_HC02217(e)_neg	0.0
EX_HC02217(e)_pos	0.0
EX_HC02220(e)_neg	0.0
EX_HC02220(e)_pos	0.0
EX_Lcystin(e)_neg	2.320813199279082
EX_Lcystin(e)_pos	0.0
EX_Rtotal(e)_neg	8.235614831229103
EX_Rtotal(e)_pos	7519.436861004189
EX_Rtotal2(e)_neg	8.833240135345008
EX_Rtotal2(e)_pos	5175.09929345434
EX_Rtotal3(e)_neg	7.915848485537525
EX_Rtotal3(e)_pos	8.183750346202988
EX_Tyr_ggn(e)_neg	0.0
EX_Tyr_ggn(e)_pos	30.136703776042197
EX_abt(e)_neg	0.0
EX_abt(e)_pos	5063.649436265842
EX_ac(e)_neg	4.6187363509545385
EX_ac(e)_pos	5641.611872510655
EX_acac(e)_neg	4.99750657510162
EX_acac(e)_pos	7623.714693621443
EX_acald(e)_neg	5.144777981922355
EX_acald(e)_pos	6135.858906156844
EX_acetone(e)_neg	5.5022054435113015
EX_acetone(e)_pos	10512.018927366149
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	9376.372230924897
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	8787.589777209194
EX_acgam(e)_neg	0.0
EX_acgam(e)_pos	6.649999999999999
EX_ach(e)_neg	8.841577153193844
EX_ach(e)_pos	6847.685973510712
EX_acmana(e)_neg	0.0
EX_acmana(e)_pos	18876.845887177875
EX_acn13acngalgbside_hs(e)_neg	0.0
EX_acn13acngalgbside_hs(e)_pos	11034.742883006636
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11034.742883006631
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12228.571430512777
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11062.437737480217
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	9999.998382476539
EX_ade(e)_neg	3.9927059383328096
EX_ade(e)_pos	5973.085284508312
EX_adn(e)_neg	5492.008304805925
EX_adp_neg	3.024739009234229
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.700800532752061
EX_adprib(e)_neg	7.592077895017072
EX_adprib(e)_pos	4.700800532752061
EX_adrn(e)_neg	8.979159188526808
EX_adrn(e)_pos	133.57534797848493
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	36772.85619049127
EX_aflatoxin(e)_neg	7.4428116980869445
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11092.410194495993
EX_ahcys(e)_pos	26558.64405977291
EX_ahdt(e)_neg	6.418931797174751
EX_ahdt(e)_pos	4.503737208263773
EX_aicar(e)_neg	10842.219481383001
EX_aicar(e)_pos	12424.04301658922
EX_ak2lgchol_hs(e)_neg	6.763930406919665
EX_ak2lgchol_hs(e)_pos	4.748072631045669
EX_akg(e)_neg	4.228695752781697
EX_akg(e)_pos	7347.451514126275
EX_ala_B(e)_neg	6.713772465924435
EX_ala_B(e)_pos	9103.601846294401
EX_ala_D(e)_neg	2.408541184364395
EX_ala_D(e)_pos	3768.0457417518596
EX_ala_L(e)_neg	2.372971460921953
EX_ala_L(e)_pos	3572.6190389330245
EX_alaala(e)_neg	7479.377013584696
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	52958.46078710859
EX_amp(e)_neg	3.9927059383328096
EX_amp(e)_pos	6548.164199992981
EX_andrstrn(e)_neg	17.659826760229933
EX_andrstrn(e)_pos	55417.08576801501
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	68740.66939686662
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.82440209200316
EX_antipyrene(e)_neg	7.8997182849666014
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.4428116980869445
EX_appnn(e)_neg	7.4428116980869445
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	61304.14492290042
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.3557511311004555
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11393.453695037566
EX_arachcoa(e)_neg	5.256904444886763
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.662369554387536
EX_arachd(e)_pos	76.13757225353041
EX_arg_L(e)_neg	5.219136791058833
EX_arg_L(e)_pos	17689.215558795837
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4453.371254092714
EX_asn_L(e)_neg	5.580643303743561
EX_asn_L(e)_pos	11445.241626329043
EX_asp_D(e)_neg	11.159170119589405
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.0790051221054044
EX_asp_L(e)_pos	6822.375577147166
EX_atp(e)_neg	3.9400832107171118
EX_atp(e)_pos	21004.790914797883
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	5.026668141840492
EX_bhb(e)_pos	7639.397147219853
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	42236.07549524474
EX_bilglcur(e)_neg	10.383244515714738
EX_bilglcur(e)_pos	64502.66345893412
EX_bilirub(e)_neg	15.842902217397686
EX_bilirub(e)_pos	50413.78394938077
EX_biocyt(e)_neg	3.9374149297502496
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	232.06441894502822
EX_btn(e)_pos	3.9374149297502496
EX_but(e)_neg	6.122756902825169
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12406.722264712664
EX_c10crn_neg	0.0
EX_c10crn_pos	14586.1224214504
EX_c10dc_neg	0.0
EX_c10dc_pos	19664.31171963335
EX_c12dc_neg	0.0
EX_c12dc_pos	45203.19380143207
EX_c16dc_neg	0.0
EX_c16dc_pos	29469.660611688527
EX_c3dc_neg	0.0
EX_c3dc_pos	10751.83069173484
EX_c4crn_neg	0.0
EX_c4crn_pos	16926.9814688897
EX_c4dc_neg	0.0
EX_c4dc_pos	10540.6622634429
EX_c51crn_neg	0.0
EX_c51crn_pos	11894.412897539776
EX_c5dc_neg	0.0
EX_c5dc_pos	8014.779033691302
EX_c6crn_neg	0.0
EX_c6crn_pos	13200.012758528941
EX_c6dc_neg	0.0
EX_c6dc_pos	61271.34794917396
EX_c81crn_neg	0.0
EX_c81crn_pos	12406.722264712664
EX_c8crn_neg	0.0
EX_c8crn_pos	8832.465574051983
EX_c8dc_neg	0.0
EX_c8dc_pos	27333.98906473039
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	12790.647770990134
EX_carn(e)_neg	10917.090676650176
EX_caro(e)_neg	12.963229461575176
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.4428116980869445
EX_cbasp(e)_neg	8273.209069756696
EX_cbasp(e)_pos	19301.466491320556
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.1713663856459378
EX_cdp(e)_pos	4.3427327712918755
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.587421482830383
EX_cgly(e)_pos	10325.58787798111
EX_chol(e)_neg	6845.085455755918
EX_cholate(e)_neg	11724.333613085395
EX_chsterol(e)_neg	7.996872426479993
EX_chsterol(e)_pos	10894.4478088907
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.854844465499749
EX_cit(e)_pos	8650.186792690516
EX_citr_L(e)_neg	2.0226304856227495
EX_citr_L(e)_pos	12312.196133108757
EX_cl(e)_neg	8000.780383810489
EX_cmp(e)_neg	3.17936938594924
EX_cmp(e)_pos	7.572924530490501
EX_co(e)_neg	0.0
EX_co(e)_pos	50425.64951303622
EX_co2(e)_neg	446.50275109035283
EX_co2(e)_pos	4164.761252850546
EX_coa(e)_neg	4.175399675294292
EX_coa(e)_pos	5.256904444886763
EX_coumarin(e)_neg	7.4428116980869445
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	9.794944862046867
EX_creat(e)_pos	17625.41123114225
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	27506.688932937086
EX_crn(e)_neg	6756.98478685967
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	51353.26854610486
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	53983.059958124264
EX_crvnc(e)_neg	9.571724799692959
EX_crvnc(e)_pos	469.3909973425557
EX_csn(e)_neg	6.958554916699015
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	83.59157140194985
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	99.99598438571189
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	83.41445559408416
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	127.95911944662936
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	147.92712704639027
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.1800993942735625
EX_ctp(e)_pos	7.571387670860347
EX_cyan(e)_neg	6.704135358385315
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2672.5540549407547
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6130.620682029643
EX_cytd(e)_neg	6073.996544711653
EX_dad_2(e)_neg	7366.886401735473
EX_dag_hs(e)_neg	7793.990558150694
EX_dca(e)_neg	19664.31171963335
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	10.75254540354018
EX_dcsptn1(e)_pos	195.0184232773736
EX_dcyt(e)_neg	6812.828140815124
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12406.722264712665
EX_ddecrn_neg	0.0
EX_ddecrn_pos	10367.602942840998
EX_debrisoquine(e)_neg	7.4428116980869445
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12406.722264712665
EX_dgchol(e)_neg	6.770289399370126
EX_dgchol(e)_pos	66553.47799925196
EX_dgmp(e)_neg	4.12787249256203
EX_dgmp(e)_pos	4.6386342600154995
EX_dgsn(e)_neg	7327.664449471346
EX_dgtp(e)_neg	4.6386342600154995
EX_dgtp(e)_pos	4.12787249256203
EX_dha(e)_neg	3.4015987011771656
EX_dha(e)_pos	3.4015987011771656
EX_dhap(e)_neg	3.4015987011771656
EX_dhap(e)_pos	3.4015987011771656
EX_dhdascb(e)_neg	4453.371254092713
EX_dheas(e)_neg	9.463094087339616
EX_dheas(e)_pos	59101.43726582535
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.474964763877715
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	65515.05474548779
EX_din(e)_neg	7529.20618207283
EX_dlnlcg(e)_neg	6.0637787017783085
EX_dlnlcg(e)_pos	48.13466460712553
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.8997182849666014
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	45.772085251986525
EX_doco13ac_neg	17887.912810771413
EX_doco13ac_pos	0.0
EX_docosac_neg	15634.580767130456
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15634.580767130454
EX_dopa(e)_neg	5.94954959087502
EX_dopa(e)_pos	9297.45561650257
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	31954.82725925457
EX_dpcoa(e)_neg	6557.88042006899
EX_dpcoa(e)_pos	27452.01461269017
EX_drib(e)_neg	6.8987657658096655
EX_drib(e)_pos	7766.567196756377
EX_dtdp(e)_neg	2.1713663856459378
EX_dtdp(e)_pos	4.3427327712918755
EX_dtmp(e)_neg	3.17936938594924
EX_dtmp(e)_pos	7.572924530490501
EX_dttp(e)_neg	3.1800993942735625
EX_dttp(e)_pos	7.571387670860347
EX_duri(e)_neg	6.4389725272027
EX_duri(e)_pos	6545.057655291096
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.4428116980869445
EX_ebastine(e)_neg	12.896355874548245
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.896355874548245
EX_eicostet(e)_neg	7.727321647599447
EX_eicostet(e)_pos	31.936284412769076
EX_elaid(e)_neg	6.905426977401526
EX_elaid(e)_pos	5074.400959825758
EX_estradiol(e)_neg	11.512052592121107
EX_estradiol(e)_pos	50969.97597744164
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	56303.92691887616
