	WT-911-d_S144_L007_R1_001
EX_1mncam(e)_neg	0.0
EX_1mncam(e)_pos	47.219071102609405
EX_23cump(e)_neg	4.517386055572992
EX_23cump(e)_pos	4.407122172114848
EX_2425dhvitd2(e)_neg	0.0
EX_2425dhvitd2(e)_pos	10.958905773943371
EX_2425dhvitd3(e)_neg	0.0
EX_2425dhvitd3(e)_pos	50462.79360127866
EX_24nph(e)_neg	0.0
EX_24nph(e)_pos	14.170192213347752
EX_25hvitd2(e)_neg	10.958905773943371
EX_25hvitd2(e)_pos	0.0
EX_25hvitd3(e)_neg	7.510649772790002
EX_25hvitd3(e)_pos	7521.152352096912
EX_2hb(e)_neg	8.093028448949234
EX_2hb(e)_pos	7680.346028331078
EX_2mcit(e)_neg	0.0
EX_2mcit(e)_pos	14622.91606732337
EX_34dhoxpeg(e)_neg	0.0
EX_34dhoxpeg(e)_pos	31902.944218609606
EX_34dhphe(e)_neg	4.197190732023957
EX_34dhphe(e)_pos	6548.650048477064
EX_34hpp_neg	6825.3667626315555
EX_34hpp_pos	8486.841437344516
EX_35cgmp(e)_neg	0.0
EX_35cgmp(e)_pos	14368.97442611334
EX_3aib(e)_neg	0.0
EX_3aib(e)_pos	10831.613009148366
EX_3aib_D(e)_neg	0.0
EX_3aib_D(e)_pos	11472.085759464015
EX_3bcrn_neg	0.0
EX_3bcrn_pos	8772.390146146343
EX_3ddcrn_neg	0.0
EX_3ddcrn_pos	12624.941025277221
EX_3deccrn_neg	0.0
EX_3deccrn_pos	13059.836320519214
EX_3hdececrn_neg	0.0
EX_3hdececrn_pos	10549.44381266799
EX_3hexdcrn_neg	0.0
EX_3hexdcrn_pos	10856.378268918928
EX_3ivcrn_neg	0.0
EX_3ivcrn_pos	13107.390108384958
EX_3mlda(e)_neg	0.0
EX_3mlda(e)_pos	13272.602548349994
EX_3mob(e)_neg	7723.330126626004
EX_3mob(e)_pos	6.360373547838407
EX_3mop(e)_neg	7653.163850519698
EX_3mop(e)_pos	23.543140689155514
EX_3octdec2crn_neg	0.0
EX_3octdec2crn_pos	10.074436144395994
EX_3octdeccrn_neg	0.0
EX_3octdeccrn_pos	8642.844880151037
EX_3octdece1crn_neg	0.0
EX_3octdece1crn_pos	15847.847428239833
EX_3tdcrn_neg	0.0
EX_3tdcrn_pos	10584.164534328209
EX_3tetd7ecoacrn_neg	0.0
EX_3tetd7ecoacrn_pos	14065.659428928702
EX_3thexddcoacrn_neg	0.0
EX_3thexddcoacrn_pos	22538.89748767104
EX_3ttetddcoacrn_neg	0.0
EX_3ttetddcoacrn_pos	32307.56507070002
EX_3ump(e)_neg	4.407122172114849
EX_3ump(e)_pos	4.5173860555729926
EX_4abut(e)_neg	3.3066934205237937
EX_4abut(e)_pos	8891.07187572072
EX_4abutn(e)_neg	4.75
EX_4abutn(e)_pos	15216.21201380755
EX_4hdebrisoquine(e)_neg	0.0
EX_4hdebrisoquine(e)_pos	7.368251242467885
EX_4hphac(e)_neg	0.0
EX_4hphac(e)_pos	10930.105408254654
EX_4hpro(e)_neg	2850.0
EX_4mop(e)_neg	7704.390701956538
EX_4mop(e)_pos	7427.287460239408
EX_4mptnl(e)_neg	0.0
EX_4mptnl(e)_pos	61514.82378065469
EX_4mtolbutamide(e)_neg	0.0
EX_4mtolbutamide(e)_pos	7.510649772790002
EX_4nph(e)_neg	3.4582963543427723
EX_4nph(e)_pos	3.4582963543427723
EX_4nphsf(e)_neg	0.0
EX_4nphsf(e)_pos	22.77419076998619
EX_4pyrdx(e)_neg	0.0
EX_4pyrdx(e)_pos	8041.082781033965
EX_5adtststerone(e)_neg	7.250920382139167
EX_5adtststerone(e)_pos	55911.106750756815
EX_5adtststeroneglc(e)_neg	0.0
EX_5adtststeroneglc(e)_pos	69755.77566221308
EX_5adtststerones(e)_neg	8.27274479600508
EX_5adtststerones(e)_pos	55246.76225400211
EX_5dhf(e)_neg	9.083117673941443
EX_5dhf(e)_pos	9.404969023172535
EX_5fthf(e)_neg	6.644945256436392
EX_5fthf(e)_pos	0.0
EX_5homeprazole(e)_neg	0.0
EX_5homeprazole(e)_pos	7.510649772790002
EX_5htrp(e)_neg	0.0
EX_5htrp(e)_pos	7.62347113171703
EX_5mta(e)_neg	15159.400206195305
EX_5mta(e)_pos	15388.591228319961
EX_5mthf(e)_neg	7053.126366235616
EX_5oxpro(e)_neg	6283.768606962052
EX_5oxpro(e)_pos	10396.485129364126
EX_5thf(e)_neg	9.083117673941443
EX_5thf(e)_pos	9.404969023172535
EX_6dhf(e)_neg	3.7157097385973246
EX_6dhf(e)_pos	3.7157097385973246
EX_6htststerone(e)_neg	0.0
EX_6htststerone(e)_pos	52612.50935303056
EX_6thf(e)_neg	3.7157097385973246
EX_6thf(e)_pos	3.7157097385973246
EX_7dhf(e)_neg	3.7157097385973246
EX_7dhf(e)_pos	0.0
EX_7thf(e)_neg	3.7157097385973246
EX_7thf(e)_pos	0.0
EX_9_cis_retfa(e)_neg	5.467386055572993
EX_9_cis_retfa(e)_pos	1620.3765612627399
EX_C02470(e)_neg	22.515502601257065
EX_C02470(e)_pos	11.807656014842745
EX_C02528(e)_neg	7.139637293744364
EX_C02528(e)_pos	66351.29259074066
EX_C04849(e)_neg	2.218985089673759
EX_C04849(e)_pos	2.218985089673759
EX_C05965(e)_neg	2.218985089673759
EX_C05965(e)_pos	2.218985089673759
EX_CE0074(e)_neg	4.75
EX_CE0074(e)_pos	16320.790613000117
EX_CE1925(e)_neg	5.357122172114849
EX_CE1925(e)_pos	5.467386055572993
EX_CE1926(e)_neg	5.357122172114849
EX_CE1926(e)_pos	5.467386055572993
EX_CE1935(e)_neg	5.7
EX_CE1935(e)_pos	16115.944052608727
EX_CE1936(e)_neg	0.0
EX_CE1936(e)_pos	18051.457725922035
EX_CE1939(e)_neg	5.7
EX_CE1939(e)_pos	25039.36063758304
EX_CE1940(e)_neg	5.7
EX_CE1940(e)_pos	25039.36063758304
EX_CE1943(e)_neg	0.0
EX_CE1943(e)_pos	33794.94558237751
EX_CE1950(e)_neg	0.0
EX_CE1950(e)_pos	0.0
EX_CE2011(e)_neg	4.854021357868394
EX_CE2011(e)_pos	15.63038174800576
EX_CE2250(e)_neg	0.0
EX_CE2250(e)_pos	5.257662766691101
EX_CE2838(e)_neg	3.105750462421213
EX_CE2838(e)_pos	4.275
EX_CE2839(e)_neg	4.275
EX_CE2839(e)_pos	3.105750462421213
EX_CE2915(e)_neg	4.75
EX_CE2915(e)_pos	4.75
EX_CE2916(e)_neg	4.75
EX_CE2916(e)_pos	4.75
EX_CE2917(e)_neg	6.550538824197616
EX_CE2917(e)_pos	4.75
EX_CE4633(e)_neg	5.357122172114849
EX_CE4633(e)_pos	8159.065373302161
EX_CE4722(e)_neg	4.75
EX_CE4722(e)_pos	4.75
EX_CE4723(e)_neg	4.75
EX_CE4723(e)_pos	4.75
EX_CE4724(e)_neg	4.75
EX_CE4724(e)_pos	6.550538824197616
EX_CE4881(e)_neg	5.467386055572993
EX_CE4881(e)_pos	5.357122172114849
EX_CE5786(e)_neg	4.75
EX_CE5786(e)_pos	18.796922743848615
EX_CE5787(e)_neg	5.7
EX_CE5787(e)_pos	17.949999999999996
EX_CE5788(e)_neg	5.7
EX_CE5788(e)_pos	23.273761622733062
EX_CE5789(e)_neg	4.275
EX_CE5789(e)_pos	14.099999999999998
EX_CE5791(e)_neg	5.7
EX_CE5791(e)_pos	17.949999999999996
EX_CE5797(e)_neg	4.75
EX_CE5797(e)_pos	4.75
EX_CE5798(e)_neg	4.75
EX_CE5798(e)_pos	4.75
EX_CE5853(e)_neg	5.467386055572992
EX_CE5853(e)_pos	5.357122172114849
EX_CE5854(e)_neg	5.467386055572992
EX_CE5854(e)_pos	5.357122172114849
EX_CE5867(e)_neg	4.75
EX_CE5867(e)_pos	4.75
EX_CE5868(e)_neg	4.75
EX_CE5868(e)_pos	4.75
EX_CE5869(e)_neg	4.75
EX_CE5869(e)_pos	4.75
EX_CLPND(e)_neg	12.76970981441194
EX_CLPND(e)_pos	388.9310397400853
EX_HC00001(e)_neg	0.0
EX_HC00001(e)_pos	0.0
EX_HC00002(e)_neg	0.0
EX_HC00002(e)_pos	0.0
EX_HC00003(e)_neg	0.0
EX_HC00003(e)_pos	0.0
EX_HC00004(e)_neg	0.0
EX_HC00004(e)_pos	0.0
EX_HC00229(e)_neg	4.274999999999999
EX_HC00229(e)_pos	3018.2584451813436
EX_HC00250(e)_neg	5.411660112117087
EX_HC00250(e)_pos	6850.888162498788
EX_HC00822(e)_neg	16.685115508492874
EX_HC00822(e)_pos	3.3249999999999993
EX_HC00955(e)_neg	0.0
EX_HC00955(e)_pos	0.0
EX_HC01104(e)_neg	3.4582963543427723
EX_HC01104(e)_pos	3.4582963543427723
EX_HC01361(e)_neg	4.721190816658103
EX_HC01361(e)_pos	6.594525067695228
EX_HC01440(e)_neg	0.0
EX_HC01440(e)_pos	0.0
EX_HC01441(e)_neg	0.0
EX_HC01441(e)_pos	0.0
EX_HC01444(e)_neg	9.618664083201768
EX_HC01444(e)_pos	4155.9349843457285
EX_HC01446(e)_neg	0.0
EX_HC01446(e)_pos	0.0
EX_HC01577(e)_neg	0.0
EX_HC01577(e)_pos	0.0
EX_HC01609(e)_neg	9.630651066764399
EX_HC01609(e)_pos	9.630651066764399
EX_HC01610(e)_neg	9.630651066764399
EX_HC01610(e)_pos	9.630651066764399
EX_HC01700(e)_neg	0.0
EX_HC01700(e)_pos	0.0
EX_HC01787(e)_neg	0.0
EX_HC01787(e)_pos	0.0
EX_HC01852(e)_neg	0.0
EX_HC01852(e)_pos	0.0
EX_HC01939(e)_neg	0.0
EX_HC01939(e)_pos	0.0
EX_HC01942(e)_neg	0.0
EX_HC01942(e)_pos	0.0
EX_HC01943(e)_neg	0.0
EX_HC01943(e)_pos	0.0
EX_HC01944(e)_neg	0.0
EX_HC01944(e)_pos	0.0
EX_HC02154(e)_neg	0.0
EX_HC02154(e)_pos	0.0
EX_HC02160(e)_neg	0.0
EX_HC02160(e)_pos	0.0
EX_HC02161(e)_neg	0.0
EX_HC02161(e)_pos	0.0
EX_HC02172(e)_neg	0.0
EX_HC02172(e)_pos	0.0
EX_HC02175(e)_neg	0.0
EX_HC02175(e)_pos	0.0
EX_HC02176(e)_neg	7.51064977279
EX_HC02176(e)_pos	0.0
EX_HC02179(e)_neg	0.0
EX_HC02179(e)_pos	0.0
EX_HC02180(e)_neg	0.0
EX_HC02180(e)_pos	0.0
EX_HC02187(e)_neg	0.0
EX_HC02187(e)_pos	0.0
EX_HC02191(e)_neg	0.0
EX_HC02191(e)_pos	0.0
EX_HC02192(e)_neg	0.0
EX_HC02192(e)_pos	0.0
EX_HC02193(e)_neg	0.0
EX_HC02193(e)_pos	0.0
EX_HC02194(e)_neg	0.0
EX_HC02194(e)_pos	0.0
EX_HC02195(e)_neg	0.0
EX_HC02195(e)_pos	0.0
EX_HC02196(e)_neg	0.0
EX_HC02196(e)_pos	0.0
EX_HC02197(e)_neg	0.0
EX_HC02197(e)_pos	0.0
EX_HC02198(e)_neg	0.0
EX_HC02198(e)_pos	0.0
EX_HC02199(e)_neg	0.0
EX_HC02199(e)_pos	0.0
EX_HC02200(e)_neg	0.0
EX_HC02200(e)_pos	0.0
EX_HC02201(e)_neg	0.0
EX_HC02201(e)_pos	0.0
EX_HC02202(e)_neg	3.1699576555572246
EX_HC02202(e)_pos	11.46441336611002
EX_HC02203(e)_neg	3.1699576555572246
EX_HC02203(e)_pos	13.35033075432534
EX_HC02204(e)_neg	3.1699576555572246
EX_HC02204(e)_pos	13.164413366110018
EX_HC02205(e)_neg	3.1699576555572246
EX_HC02205(e)_pos	11.65033075432534
EX_HC02206(e)_neg	3.1699576555572246
EX_HC02206(e)_pos	11.314413366110019
EX_HC02207(e)_neg	3.1699576555572246
EX_HC02207(e)_pos	11.50033075432534
EX_HC02208(e)_neg	0.0
EX_HC02208(e)_pos	0.0
EX_HC02210(e)_neg	0.0
EX_HC02210(e)_pos	0.0
EX_HC02213(e)_neg	0.0
EX_HC02213(e)_pos	0.0
EX_HC02214(e)_neg	0.0
EX_HC02214(e)_pos	0.0
EX_HC02216(e)_neg	0.0
EX_HC02216(e)_pos	0.0
EX_HC02217(e)_neg	0.0
EX_HC02217(e)_pos	0.0
EX_HC02220(e)_neg	0.0
EX_HC02220(e)_pos	0.0
EX_Lcystin(e)_neg	2.31305337916558
EX_Lcystin(e)_pos	0.0
EX_Rtotal(e)_neg	8.442690538368657
EX_Rtotal(e)_pos	7671.696612599196
EX_Rtotal2(e)_neg	9.02240637648198
EX_Rtotal2(e)_pos	5222.992545502504
EX_Rtotal3(e)_neg	8.108742089170585
EX_Rtotal3(e)_pos	8.237774680307204
EX_Tyr_ggn(e)_neg	0.0
EX_Tyr_ggn(e)_pos	30.215479428847285
EX_abt(e)_neg	0.0
EX_abt(e)_pos	5081.538585255616
EX_ac(e)_neg	4.820264754917822
EX_ac(e)_pos	5911.959512360677
EX_acac(e)_neg	5.1339510949098335
EX_acac(e)_pos	7790.581384508683
EX_acald(e)_neg	5.238081896726612
EX_acald(e)_pos	6338.132559909473
EX_acetone(e)_neg	5.594636708318337
EX_acetone(e)_pos	10738.21526906623
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	9741.423394554948
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	9118.575728443508
EX_acgam(e)_neg	0.0
EX_acgam(e)_pos	6.649999999999999
EX_ach(e)_neg	8.967735420591062
EX_ach(e)_pos	7113.938790379254
EX_acmana(e)_neg	0.0
EX_acmana(e)_pos	19517.288634345317
EX_acn13acngalgbside_hs(e)_neg	0.0
EX_acn13acngalgbside_hs(e)_pos	11464.702441960937
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11464.70244196094
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12658.3354174462
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11477.332622139867
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	10343.13135984647
EX_ade(e)_neg	3.9920278686653337
EX_ade(e)_pos	6187.822714317029
EX_adn(e)_neg	5718.600491856415
EX_adp_neg	3.0697489286173623
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.772593220327432
EX_adprib(e)_neg	7.974176921184752
EX_adprib(e)_pos	4.7725932203274315
EX_adrn(e)_neg	9.281781500791944
EX_adrn(e)_pos	136.24264208703198
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	37458.36025883697
EX_aflatoxin(e)_neg	7.510649772790002
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11384.414017184235
EX_ahcys(e)_pos	27203.80587035057
EX_ahdt(e)_neg	6.594525067695228
EX_ahdt(e)_pos	4.721190816658102
EX_aicar(e)_neg	11365.985259551428
EX_aicar(e)_pos	12690.809172654452
EX_ak2lgchol_hs(e)_neg	6.865823365585071
EX_ak2lgchol_hs(e)_pos	4.845944434213429
EX_akg(e)_neg	4.188985057923831
EX_akg(e)_pos	7573.9924464551605
EX_ala_B(e)_neg	6.871632895029915
EX_ala_B(e)_pos	9223.599761922964
EX_ala_D(e)_neg	2.415972725531943
EX_ala_D(e)_pos	3818.489659023799
EX_ala_L(e)_neg	2.376709802617291
EX_ala_L(e)_pos	3615.489460873283
EX_alaala(e)_neg	7556.785345989399
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	53619.02184232289
EX_amp(e)_neg	3.9920278686653337
EX_amp(e)_pos	6681.199743238413
EX_andrstrn(e)_neg	17.86228797090916
EX_andrstrn(e)_pos	56383.39974060355
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	70009.60920618019
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.930305791580317
EX_antipyrene(e)_neg	7.910212516717124
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.510649772790002
EX_appnn(e)_neg	7.510649772790002
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	62016.94648474031
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.421630819584511
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11772.817007517799
EX_arachcoa(e)_neg	5.257662766691101
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.845691386172352
EX_arachd(e)_pos	77.97599284436542
EX_arg_L(e)_neg	5.510357625872925
EX_arg_L(e)_pos	18009.82531503345
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4584.470550194008
EX_asn_L(e)_neg	5.6958608037939955
EX_asn_L(e)_pos	11594.522135121066
EX_asp_D(e)_neg	11.364506698330619
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.11229148171676
EX_asp_L(e)_pos	6914.752934803901
EX_atp(e)_neg	3.975593810321833
EX_atp(e)_pos	21565.430514313724
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	5.137557087873881
EX_bhb(e)_pos	7834.571079093569
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	42883.193844868554
EX_bilglcur(e)_neg	10.34256567858552
EX_bilglcur(e)_pos	65724.49520454223
EX_bilirub(e)_neg	16.230031375037004
EX_bilirub(e)_pos	51197.29083548062
EX_biocyt(e)_neg	3.9418581952671152
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	238.95382998392785
EX_btn(e)_pos	3.9418581952671152
EX_but(e)_neg	6.2752953990568185
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12791.001053185024
EX_c10crn_neg	0.0
EX_c10crn_pos	15269.876891582042
EX_c10dc_neg	0.0
EX_c10dc_pos	20022.73195375054
EX_c12dc_neg	0.0
EX_c12dc_pos	46297.05459005886
EX_c16dc_neg	0.0
EX_c16dc_pos	30118.778779180026
EX_c3dc_neg	0.0
EX_c3dc_pos	11136.524313792423
EX_c4crn_neg	0.0
EX_c4crn_pos	17407.091528302968
EX_c4dc_neg	0.0
EX_c4dc_pos	10805.905255555534
EX_c51crn_neg	0.0
EX_c51crn_pos	12139.771199847628
EX_c5dc_neg	0.0
EX_c5dc_pos	8247.845560724732
EX_c6crn_neg	0.0
EX_c6crn_pos	13503.032520776535
EX_c6dc_neg	0.0
EX_c6dc_pos	62504.73942053403
EX_c81crn_neg	0.0
EX_c81crn_pos	12791.001053185024
EX_c8crn_neg	0.0
EX_c8crn_pos	9113.539070171884
EX_c8dc_neg	0.0
EX_c8dc_pos	28310.255444937877
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	13222.633925067461
EX_carn(e)_neg	11139.544465476954
EX_caro(e)_neg	13.11784405749731
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.510649772790001
EX_cbasp(e)_neg	8398.727803101181
EX_cbasp(e)_pos	19709.626509018584
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.2379014009690747
EX_cdp(e)_pos	4.4758028019381495
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.63200232062907
EX_cgly(e)_pos	10639.659525248228
EX_chol(e)_neg	7111.443127795737
EX_cholate(e)_neg	11939.847675776824
EX_chsterol(e)_neg	8.15838529253594
EX_chsterol(e)_pos	10988.685682996102
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.754739716985602
EX_cit(e)_pos	8650.331316370737
EX_citr_L(e)_neg	2.0210499967458606
EX_citr_L(e)_pos	12574.65083799698
EX_cl(e)_neg	8165.604282992434
EX_cmp(e)_neg	3.2608088228881016
EX_cmp(e)_pos	7.810804951670193
EX_co(e)_neg	0.0
EX_co(e)_pos	51209.73569634421
EX_co2(e)_neg	451.6311083221217
EX_co2(e)_pos	4229.559403783501
EX_coa(e)_neg	4.189574088585693
EX_coa(e)_pos	5.257662766691101
EX_coumarin(e)_neg	7.510649772790001
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	10.246034429950011
EX_creat(e)_pos	18153.036687754495
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	28403.05843363762
EX_crn(e)_neg	6984.369681816915
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	52098.23022337385
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	54635.33949573001
EX_crvnc(e)_neg	9.86826718595201
EX_crvnc(e)_pos	478.854502635621
EX_csn(e)_neg	7.206457394489409
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	85.4772629551848
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	102.29509088670075
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	85.28535401233906
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	130.94509483611296
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	151.68669163537498
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.2608088228881016
EX_ctp(e)_pos	7.810804951670193
EX_cyan(e)_neg	6.71831593360472
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2732.503080223681
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6188.152254412674
EX_cytd(e)_neg	6233.670439885793
EX_dad_2(e)_neg	7623.869277776867
EX_dag_hs(e)_neg	7915.043131170622
EX_dca(e)_neg	20022.73195375054
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	11.181021377595627
EX_dcsptn1(e)_pos	198.80272998548753
EX_dcyt(e)_neg	7166.950088665269
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12791.001053185024
EX_ddecrn_neg	0.0
EX_ddecrn_pos	10939.819859976238
EX_debrisoquine(e)_neg	7.368251242467885
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12791.001053185024
EX_dgchol(e)_neg	6.85506019065683
EX_dgchol(e)_pos	67459.38823449571
EX_dgmp(e)_neg	4.194385342821816
EX_dgmp(e)_pos	4.7145787269839
EX_dgsn(e)_neg	7599.841961719312
EX_dgtp(e)_neg	4.714578726983899
EX_dgtp(e)_pos	4.194385342821816
EX_dha(e)_neg	3.4582963543427723
EX_dha(e)_pos	3.4582963543427723
EX_dhap(e)_neg	3.4582963543427723
EX_dhap(e)_pos	3.4582963543427723
EX_dhdascb(e)_neg	4584.470550194008
EX_dheas(e)_neg	9.53240793803101
EX_dheas(e)_pos	60572.33378739691
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.53204535311064
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	67672.80132958275
EX_din(e)_neg	7791.195416564413
EX_dlnlcg(e)_neg	6.1771629442221965
EX_dlnlcg(e)_pos	49.32357359878178
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.910212516717124
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	47.492685196609116
EX_doco13ac_neg	18709.016181009858
EX_doco13ac_pos	0.0
EX_docosac_neg	15729.775984972493
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15729.775984972492
EX_dopa(e)_neg	6.106423582813471
EX_dopa(e)_pos	9485.50991063479
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	32391.96524638378
EX_dpcoa(e)_neg	6691.2001857805735
EX_dpcoa(e)_pos	27969.887059342323
EX_drib(e)_neg	7.02008952731287
EX_drib(e)_pos	7976.142675742141
EX_dtdp(e)_neg	2.2379014009690747
EX_dtdp(e)_pos	4.4758028019381495
EX_dtmp(e)_neg	3.2608088228881016
EX_dtmp(e)_pos	7.810804951670193
EX_dttp(e)_neg	3.2608088228881016
EX_dttp(e)_pos	7.810804951670193
EX_duri(e)_neg	6.631799504554551
EX_duri(e)_pos	6900.261315516787
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.51064977279
EX_ebastine(e)_neg	12.952823881144774
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.952823881144774
EX_eicostet(e)_neg	7.813558195648608
EX_eicostet(e)_pos	32.7778150535299
EX_elaid(e)_neg	7.012101728066682
EX_elaid(e)_pos	5138.332149644397
EX_estradiol(e)_neg	12.009832161323073
EX_estradiol(e)_pos	51728.21379340123
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	57247.69236494188
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	59962.85988702147
EX_estrones(e)_neg	8.802828981233322
EX_estrones(e)_pos	55839.77705217701
EX_etoh(e)_neg	5.690607191292729
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.449205255168211
EX_fad(e)_pos	16540.473891769754
EX_fald(e)_neg	4.323295523022193
EX_fald(e)_pos	21366.093469069856
EX_fe2(e)_neg	3.457122172114847
EX_fe2(e)_pos	51197.29083548071
EX_fe3(e)_neg	3.3502187249157753
EX_fe3(e)_pos	49659.66110591766
EX_fmn(e)_neg	16540.47389176976
EX_fmn(e)_pos	17572.424458450085
EX_fol(e)_neg	2287.03150755925
EX_for(e)_neg	4.137100279622239
EX_for(e)_pos	15122.653810135851
EX_fru(e)_neg	5.064996678163928
EX_fru(e)_pos	2831.9528424960135
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	9950.537496519884
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11786.07306566828
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17779.7886110054
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	10744.76687919558
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	11788.172011663459
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	11807.294907355745
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	11284.096006315423
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	9804.723786786155
