	Ob-DHA-a_S123_L007_R1_001
EX_CE1940(e)_neg	4.977541200734439
EX_CE1940(e)_pos	24323.08483257723
EX_CE1943(e)_neg	0.0
EX_CE1943(e)_pos	32676.039506645568
EX_CE1950(e)_neg	0.0
EX_CE1950(e)_pos	0.0
EX_CE2011(e)_neg	4.823603107040037
EX_CE2011(e)_pos	15.516152200980605
EX_CE2250(e)_neg	0.0
EX_CE2250(e)_pos	5.257051714456216
EX_CE2838(e)_neg	3.106764138827569
EX_CE2838(e)_pos	4.275
EX_CE2839(e)_neg	4.275
EX_CE2839(e)_pos	3.106764138827569
EX_CE2915(e)_neg	4.75
EX_CE2915(e)_pos	4.75
EX_CE2916(e)_neg	4.75
EX_CE2916(e)_pos	4.75
EX_CE2917(e)_neg	6.55901878180221
EX_CE2917(e)_pos	4.75
EX_CE4633(e)_neg	5.363517049380085
EX_CE4633(e)_pos	8041.718074064902
EX_CE4722(e)_neg	4.75
EX_CE4722(e)_pos	4.75
EX_CE4723(e)_neg	4.75
EX_CE4723(e)_pos	4.75
EX_CE4724(e)_neg	4.75
EX_CE4724(e)_pos	6.55901878180221
EX_CE4881(e)_neg	5.463844259929859
EX_CE4881(e)_pos	5.363517049380085
EX_CE5786(e)_neg	4.75
EX_CE5786(e)_pos	18.824491888737423
EX_CE5787(e)_neg	5.7
EX_CE5787(e)_pos	17.949999999999996
EX_CE5788(e)_neg	5.7
EX_CE5788(e)_pos	23.315687838334583
EX_CE5789(e)_neg	4.275
EX_CE5789(e)_pos	14.099999999999998
EX_CE5791(e)_neg	5.7
EX_CE5791(e)_pos	17.949999999999996
EX_CE5797(e)_neg	4.75
EX_CE5797(e)_pos	4.75
EX_CE5798(e)_neg	4.75
EX_CE5798(e)_pos	4.75
EX_CE5853(e)_neg	5.463844259929859
EX_CE5853(e)_pos	5.363517049380085
EX_CE5854(e)_neg	5.463844259929859
EX_CE5854(e)_pos	5.363517049380085
EX_CE5867(e)_neg	4.75
EX_CE5867(e)_pos	4.75
EX_CE5868(e)_neg	4.75
EX_CE5868(e)_pos	4.75
EX_CE5869(e)_neg	4.75
EX_CE5869(e)_pos	4.75
EX_CLPND(e)_neg	12.710752735578208
EX_CLPND(e)_pos	381.2815456475457
EX_HC00001(e)_neg	0.0
EX_HC00001(e)_pos	0.0
EX_HC00002(e)_neg	0.0
EX_HC00002(e)_pos	0.0
EX_HC00003(e)_neg	0.0
EX_HC00003(e)_pos	0.0
EX_HC00004(e)_neg	0.0
EX_HC00004(e)_pos	0.0
EX_HC00229(e)_neg	4.274999999999999
EX_HC00229(e)_pos	3014.8645388082696
EX_HC00250(e)_neg	5.3617631545420155
EX_HC00250(e)_pos	6767.462121617569
EX_HC00822(e)_neg	16.334603660524408
EX_HC00822(e)_pos	3.3249999999999993
EX_HC00955(e)_neg	0.0
EX_HC00955(e)_pos	0.0
EX_HC01104(e)_neg	3.4023848634765863
EX_HC01104(e)_pos	3.4023848634765863
EX_HC01361(e)_neg	4.50902342982124
EX_HC01361(e)_pos	6.4935400713722045
EX_HC01440(e)_neg	0.0
EX_HC01440(e)_pos	0.0
EX_HC01441(e)_neg	0.0
EX_HC01441(e)_pos	0.0
EX_HC01444(e)_neg	9.350589247505324
EX_HC01444(e)_pos	4127.679354783534
EX_HC01446(e)_neg	0.0
EX_HC01446(e)_pos	0.0
EX_HC01577(e)_neg	0.0
EX_HC01577(e)_pos	0.0
EX_HC01609(e)_neg	9.628206857824859
EX_HC01609(e)_pos	9.628206857824859
EX_HC01610(e)_neg	9.628206857824859
EX_HC01610(e)_pos	9.628206857824859
EX_HC01700(e)_neg	0.0
EX_HC01700(e)_pos	0.0
EX_HC01787(e)_neg	0.0
EX_HC01787(e)_pos	0.0
EX_HC01852(e)_neg	0.0
EX_HC01852(e)_pos	0.0
EX_HC01939(e)_neg	0.0
EX_HC01939(e)_pos	0.0
EX_HC01942(e)_neg	0.0
EX_HC01942(e)_pos	0.0
EX_HC01943(e)_neg	0.0
EX_HC01943(e)_pos	0.0
EX_HC01944(e)_neg	0.0
EX_HC01944(e)_pos	0.0
EX_HC02154(e)_neg	0.0
EX_HC02154(e)_pos	0.0
EX_HC02160(e)_neg	0.0
EX_HC02160(e)_pos	0.0
EX_HC02161(e)_neg	0.0
EX_HC02161(e)_pos	0.0
EX_HC02172(e)_neg	0.0
EX_HC02172(e)_pos	0.0
EX_HC02175(e)_neg	0.0
EX_HC02175(e)_pos	0.0
EX_HC02176(e)_neg	7.542103324167915
EX_HC02176(e)_pos	0.0
EX_HC02179(e)_neg	0.0
EX_HC02179(e)_pos	0.0
EX_HC02180(e)_neg	0.0
EX_HC02180(e)_pos	0.0
EX_HC02187(e)_neg	0.0
EX_HC02187(e)_pos	0.0
EX_HC02191(e)_neg	0.0
EX_HC02191(e)_pos	0.0
EX_HC02192(e)_neg	0.0
EX_HC02192(e)_pos	0.0
EX_HC02193(e)_neg	0.0
EX_HC02193(e)_pos	0.0
EX_HC02194(e)_neg	0.0
EX_HC02194(e)_pos	0.0
EX_HC02195(e)_neg	0.0
EX_HC02195(e)_pos	0.0
EX_HC02196(e)_neg	0.0
EX_HC02196(e)_pos	0.0
EX_HC02197(e)_neg	0.0
EX_HC02197(e)_pos	0.0
EX_HC02198(e)_neg	0.0
EX_HC02198(e)_pos	0.0
EX_HC02199(e)_neg	0.0
EX_HC02199(e)_pos	0.0
EX_HC02200(e)_neg	0.0
EX_HC02200(e)_pos	0.0
EX_HC02201(e)_neg	0.0
EX_HC02201(e)_pos	0.0
EX_HC02202(e)_neg	3.2681801962077293
EX_HC02202(e)_pos	11.74804224963743
EX_HC02203(e)_neg	3.2681801962077293
EX_HC02203(e)_pos	13.62730958723107
EX_HC02204(e)_neg	3.2681801962077293
EX_HC02204(e)_pos	13.44804224963743
EX_HC02205(e)_neg	3.2681801962077293
EX_HC02205(e)_pos	11.92730958723107
EX_HC02206(e)_neg	3.2681801962077293
EX_HC02206(e)_pos	11.598042249637432
EX_HC02207(e)_neg	3.2681801962077293
EX_HC02207(e)_pos	11.77730958723107
EX_HC02208(e)_neg	0.0
EX_HC02208(e)_pos	0.0
EX_HC02210(e)_neg	0.0
EX_HC02210(e)_pos	0.0
EX_HC02213(e)_neg	0.0
EX_HC02213(e)_pos	0.0
EX_HC02214(e)_neg	0.0
EX_HC02214(e)_pos	0.0
EX_HC02216(e)_neg	0.0
EX_HC02216(e)_pos	0.0
EX_HC02217(e)_neg	0.0
EX_HC02217(e)_pos	0.0
EX_HC02220(e)_neg	0.0
EX_HC02220(e)_pos	0.0
EX_Lcystin(e)_neg	2.3449704489122394
EX_Lcystin(e)_pos	0.0
EX_Rtotal(e)_neg	8.296599028727227
EX_Rtotal(e)_pos	7540.898618805269
EX_Rtotal2(e)_neg	8.890057044065781
EX_Rtotal2(e)_pos	5217.153231780694
EX_Rtotal3(e)_neg	7.967534230539118
EX_Rtotal3(e)_pos	8.235130213739607
EX_Tyr_ggn(e)_neg	0.0
EX_Tyr_ggn(e)_pos	30.20234462502592
EX_abt(e)_neg	0.0
EX_abt(e)_pos	5065.3980921957545
EX_ac(e)_neg	4.634925933757389
EX_ac(e)_pos	5701.369149648317
EX_acac(e)_neg	5.011134802090034
EX_acac(e)_pos	7700.027098520949
EX_acald(e)_neg	5.151120333507086
EX_acald(e)_pos	6205.836064280342
EX_acetone(e)_neg	5.5165266761417255
EX_acetone(e)_pos	10627.205427582654
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	9463.737267052487
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	8865.571941497912
EX_acgam(e)_neg	0.0
EX_acgam(e)_pos	6.649999999999999
EX_ach(e)_neg	8.868178775675627
EX_ach(e)_pos	6893.250812077574
EX_acmana(e)_neg	0.0
EX_acmana(e)_pos	18977.567522997233
EX_acn13acngalgbside_hs(e)_neg	0.0
EX_acn13acngalgbside_hs(e)_pos	11112.45633660411
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11112.45633660411
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12299.202819346923
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11160.126617135558
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	10069.607606687601
EX_ade(e)_neg	3.982238171475208
EX_ade(e)_pos	6056.970844847595
EX_adn(e)_neg	5559.263262697595
EX_adp_neg	3.0235813631795416
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.750075713124761
EX_adprib(e)_neg	7.688548178532676
EX_adprib(e)_pos	4.75007571312476
EX_adrn(e)_neg	9.017601285929864
EX_adrn(e)_pos	134.20656678753483
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	36875.150172461144
EX_aflatoxin(e)_neg	7.542103324167914
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11214.151486324368
EX_ahcys(e)_pos	26821.9548401862
EX_ahdt(e)_neg	6.4935400713722045
EX_ahdt(e)_pos	4.50902342982124
EX_aicar(e)_neg	10945.189914744771
EX_aicar(e)_pos	12473.883861031272
EX_ak2lgchol_hs(e)_neg	6.783263740634812
EX_ak2lgchol_hs(e)_pos	4.720826602853167
EX_akg(e)_neg	4.2595182062917605
EX_akg(e)_pos	7368.490724453962
EX_ala_B(e)_neg	6.769535871014185
EX_ala_B(e)_pos	9102.984881986124
EX_ala_D(e)_neg	2.431880188549302
EX_ala_D(e)_pos	3751.203645466797
EX_ala_L(e)_neg	2.3969576174906773
EX_ala_L(e)_pos	3542.165513582226
EX_alaala(e)_neg	7407.82791672453
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	53095.58804765353
EX_amp(e)_neg	3.982238171475208
EX_amp(e)_pos	6637.8720634483625
EX_andrstrn(e)_neg	17.714933347676673
EX_andrstrn(e)_pos	55580.06726373635
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	69043.99766753333
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.876314670859614
EX_antipyrene(e)_neg	7.905896956454486
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.542103324167915
EX_appnn(e)_neg	7.542103324167914
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	61438.048737120305
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.3700197578511135
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11434.132211142272
EX_arachcoa(e)_neg	5.257051714456216
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.6437348978983675
EX_arachd(e)_pos	76.4882922149205
EX_arg_L(e)_neg	5.426997482058647
EX_arg_L(e)_pos	17756.491295179057
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4473.915115430415
EX_asn_L(e)_neg	5.588734538780262
EX_asn_L(e)_pos	11371.014956296998
EX_asp_D(e)_neg	11.2228121294198
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.096795988223301
EX_asp_L(e)_pos	6819.688682243088
EX_atp(e)_neg	3.939506547429213
EX_atp(e)_pos	21167.679666910117
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	5.086946953286907
EX_bhb(e)_pos	7708.7165061774485
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	42424.38865634412
EX_bilglcur(e)_neg	10.372746456671129
EX_bilglcur(e)_pos	64797.651005057676
EX_bilirub(e)_neg	15.958022507224543
EX_bilirub(e)_pos	50591.154903714225
EX_biocyt(e)_neg	3.942017867223611
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	235.74002266435028
EX_btn(e)_pos	3.942017867223611
EX_but(e)_neg	6.1341114083378345
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12460.57901009609
EX_c10crn_neg	0.0
EX_c10crn_pos	14664.399736301668
EX_c10dc_neg	0.0
EX_c10dc_pos	19710.638039193185
EX_c12dc_neg	0.0
EX_c12dc_pos	45339.65354013632
EX_c16dc_neg	0.0
EX_c16dc_pos	29559.400339768297
EX_c3dc_neg	0.0
EX_c3dc_pos	10816.988345968286
EX_c4crn_neg	0.0
EX_c4crn_pos	17006.29298259106
EX_c4dc_neg	0.0
EX_c4dc_pos	10601.718541106437
EX_c51crn_neg	0.0
EX_c51crn_pos	11957.417821787343
EX_c5dc_neg	0.0
EX_c5dc_pos	8104.1487438999575
EX_c6crn_neg	0.0
EX_c6crn_pos	13259.618806148843
EX_c6dc_neg	0.0
EX_c6dc_pos	61494.545992039675
EX_c81crn_neg	0.0
EX_c81crn_pos	12460.57901009609
EX_c8crn_neg	0.0
EX_c8crn_pos	8896.583261942531
EX_c8dc_neg	0.0
EX_c8dc_pos	27435.21722231937
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	12873.56646176617
EX_carn(e)_neg	10852.949398352774
EX_caro(e)_neg	12.97350401494717
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.542103324167915
EX_cbasp(e)_neg	8361.515799980694
EX_cbasp(e)_pos	19401.894218067642
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.208375711882382
EX_cdp(e)_pos	4.416751423764764
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.6258549111293976
EX_cgly(e)_pos	10428.152232922466
EX_chol(e)_neg	6890.873115574787
EX_cholate(e)_neg	11709.533162177508
EX_chsterol(e)_neg	8.018234225853265
EX_chsterol(e)_pos	10912.342608602174
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.9025172515853015
EX_cit(e)_pos	8707.660105330107
EX_citr_L(e)_neg	2.031393966176908
EX_citr_L(e)_pos	12384.125948780023
EX_cl(e)_neg	8047.691219066511
EX_cmp(e)_neg	3.215701618870913
EX_cmp(e)_pos	7.6825839274080145
EX_co(e)_neg	0.0
EX_co(e)_pos	50603.1943178606
EX_co2(e)_neg	450.8120998133734
EX_co2(e)_pos	4209.145338991489
EX_coa(e)_neg	4.175596215869147
EX_coa(e)_pos	5.257051714456216
EX_coumarin(e)_neg	7.542103324167914
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	10.054678057626463
EX_creat(e)_pos	17736.768306649534
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	27631.75665122899
EX_crn(e)_neg	6829.572091153364
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	51504.67679479492
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	54125.280700892516
EX_crvnc(e)_neg	9.583813314478451
EX_crvnc(e)_pos	470.66050501262026
EX_csn(e)_neg	7.026690633252658
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	84.8048028934403
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	101.50268085806799
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	84.63279884581074
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	129.92264018374405
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	150.3374548764338
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.217305261084862
EX_ctp(e)_pos	7.679207838536543
EX_cyan(e)_neg	6.719031305937171
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2710.1231979803247
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6141.524107682986
EX_cytd(e)_neg	6131.772543023196
EX_dad_2(e)_neg	7464.459086907265
EX_dag_hs(e)_neg	7888.64231986547
EX_dca(e)_neg	19710.638039193185
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	10.791218469883258
EX_dcsptn1(e)_pos	195.60504260820196
EX_dcyt(e)_neg	6928.524631091494
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12460.579010096093
EX_ddecrn_neg	0.0
EX_ddecrn_pos	10424.935406470666
EX_debrisoquine(e)_neg	7.542103324167914
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12460.579010096093
EX_dgchol(e)_neg	6.799515855780568
EX_dgchol(e)_pos	66735.6951576862
EX_dgmp(e)_neg	4.154314343841065
EX_dgmp(e)_pos	4.691001431850391
EX_dgsn(e)_neg	7433.343079933244
EX_dgtp(e)_neg	4.691001431850391
EX_dgtp(e)_pos	4.154314343841065
EX_dha(e)_neg	3.4023848634765863
EX_dha(e)_pos	3.4023848634765863
EX_dhap(e)_neg	3.4023848634765863
EX_dhap(e)_pos	3.4023848634765863
EX_dhdascb(e)_neg	4473.915115430415
EX_dheas(e)_neg	9.627530500438288
EX_dheas(e)_pos	59274.823346248086
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.48094165369404
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	65905.75736115479
EX_din(e)_neg	7628.106137606268
EX_dlnlcg(e)_neg	6.22769845436295
EX_dlnlcg(e)_pos	48.50614231931279
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.905896956454486
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	45.922375204239515
EX_doco13ac_neg	17992.687354179976
EX_doco13ac_pos	0.0
EX_docosac_neg	15656.94597298243
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15656.945972982432
EX_dopa(e)_neg	6.051185108495548
EX_dopa(e)_pos	9339.735320397403
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	32101.984953874413
EX_dpcoa(e)_neg	6647.842282665193
EX_dpcoa(e)_pos	27586.31073785348
EX_drib(e)_neg	6.9666805223064445
EX_drib(e)_pos	7843.756228810366
EX_dtdp(e)_neg	2.208375711882382
EX_dtdp(e)_pos	4.416751423764764
EX_dtmp(e)_neg	3.215701618870913
EX_dtmp(e)_pos	7.6825839274080145
EX_dttp(e)_neg	3.217305261084862
EX_dttp(e)_pos	7.679207838536543
EX_duri(e)_neg	6.519600701287697
EX_duri(e)_pos	6672.489627098687
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.542103324167914
EX_ebastine(e)_neg	12.928288711870394
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.928288711870394
EX_eicostet(e)_neg	7.84327498157072
EX_eicostet(e)_pos	32.20011242528653
EX_elaid(e)_neg	7.047991479234732
EX_elaid(e)_pos	5083.826966908209
EX_estradiol(e)_neg	11.523544052095055
EX_estradiol(e)_pos	51154.82661892985
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	56454.48825508455
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	59170.34434346458
EX_estrones(e)_neg	9.265128020814588
EX_estrones(e)_pos	54718.18461066599
EX_etoh(e)_neg	5.64484891597761
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.461180007426073
EX_fad(e)_pos	16229.894887000624
EX_fald(e)_neg	4.314186105906477
EX_fald(e)_pos	21026.07863957436
EX_fe2(e)_neg	3.4635170493800844
EX_fe2(e)_pos	50591.15490371422
EX_fe3(e)_neg	3.3257642530471783
EX_fe3(e)_pos	49171.799166983685
EX_fmn(e)_neg	16229.894887000628
EX_fmn(e)_pos	17216.24649556458
EX_fol(e)_neg	2244.5272476597547
EX_for(e)_neg	4.033646888032371
EX_for(e)_pos	14996.907697010036
EX_fru(e)_neg	4.988483790630567
EX_fru(e)_pos	2798.323735671992
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	9723.722706912868
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11525.485518042018
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17469.88974937352
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	10471.47779714278
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	11497.785780248309
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	11542.141593474624
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	10984.023085396248
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	9582.084759766407
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	8838.122600051121
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	9466.923101610595
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	11045.793076666982
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	11454.891242304036
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10096.166207015629
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10372.85236058546
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.393987700917065
EX_gal(e)_neg	4127.679354783534
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9394.868452566681
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10270.776601889169
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9167.292081653159
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8241.905537451297
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	9599.085583846385
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6371.451481454636
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11214.085129841427
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	11702.927737773001
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	12278.664335295467
EX_gd1c_hs(e)_neg	0.0
EX_gd1c_hs(e)_pos	12376.508738506196
EX_gdp(e)_neg	3.0965467009696166
EX_gdp(e)_pos	3.0965467009696166
EX_glc(e)_neg	2.375
EX_glc(e)_pos	2567.4894526943203
EX_glcur(e)_neg	5.363517049380085
EX_glcur(e)_pos	10.92768851985972
EX_glgchlo(e)_neg	0.0
EX_glgchlo(e)_pos	13592.569369733917
EX_gln_L(e)_neg	4.82724698272414
EX_gln_L(e)_pos	7991.190436800573
EX_gltcho(e)_neg	0.0
EX_gltcho(e)_pos	14785.284251010879
EX_gltdechol(e)_neg	0.0
EX_gltdechol(e)_pos	3800.0
EX_glu_L(e)_neg	3.613212134314603
EX_glu_L(e)_pos	8372.5478427846
EX_gluala(e)_neg	5.393049277514094
EX_gluala(e)_pos	9311.871577201886
EX_gly(e)_neg	5639.189413566286
EX_glyb(e)_neg	18.437639184911994
EX_glyb(e)_pos	10294.450421477162
EX_glyc(e)_neg	4127.679354783534
EX_glyc_S(e)_neg	0.0
EX_glyc_S(e)_pos	6322.529156969083
EX_glygly(e)_neg	12667.258755402316
EX_glygn2(e)_neg	13.454113110620554
EX_glygn2(e)_pos	0.0
EX_glygn4(e)_neg	4.275
EX_glygn4(e)_pos	13.454113110620554
EX_glygn5(e)_neg	5.079817982367424
EX_glygn5(e)_pos	19.496001894272105
EX_glyleu(e)_neg	9633.34869881843
EX_glyphe(e)_neg	10850.406492027076
EX_glypro(e)_neg	9365.111931918029
EX_glysar(e)_neg	17001.284289229436
EX_gmp(e)_neg	6.124723503642904
EX_gmp(e)_pos	7.3266639607525565
EX_gp1c_hs(e)_neg	0.0
EX_gp1c_hs(e)_pos	13002.40870777824
EX_gp1calpha_hs(e)_neg	0.0
EX_gp1calpha_hs(e)_pos	13045.745326443193
EX_gq1b_hs(e)_neg	0.0
EX_gq1b_hs(e)_pos	12822.233512105135
EX_gq1balpha_hs(e)_neg	0.0
EX_gq1balpha_hs(e)_pos	12726.892951042235
EX_gsn(e)_neg	5764.722334636315
EX_gt1a_hs(e)_neg	0.0
EX_gt1a_hs(e)_pos	12557.072797732948
EX_gthox(e)_neg	0.0
EX_gthox(e)_pos	15135.277748230215
EX_gthrd(e)_neg	2.5479129145090464
EX_gthrd(e)_pos	13735.771347851114
EX_gtp(e)_neg	3.0965467009696166
EX_gtp(e)_pos	0.0
EX_gua(e)_neg	6.260213068443924
EX_gua(e)_pos	6075.036741998979
EX_gum(e)_neg	3800.0
EX_gum(e)_pos	0.0
EX_gumdchac(e)_neg	0.0
EX_gumdchac(e)_pos	3800.0
EX_gumgchol(e)_neg	0.0
EX_gumgchol(e)_pos	13592.569369733917
EX_gumtchol(e)_neg	0.0
EX_gumtchol(e)_pos	14785.284251010879
EX_h(e)_neg	234.95798580910594
EX_h(e)_pos	2264.045190344282
EX_h2o(e)_neg	246.18735286899252
EX_h2o(e)_pos	3457.5033090317042
EX_h2o2(e)_neg	3.985755603342442
EX_h2o2(e)_pos	5713.310216517886
EX_ha(e)_neg	36.861088142557165
EX_ha(e)_pos	18565.472216449554
EX_ha_pre1(e)_neg	14.818254644693507
EX_ha_pre1(e)_pos	19018.903156741802
EX_hco3(e)_neg	438.64293961353155
EX_hco3(e)_pos	5259.967304595291
EX_hcoumarin(e)_neg	0.0
EX_hcoumarin(e)_pos	7.542103324167914
EX_hdca(e)_neg	6.649547838466325
EX_hdca(e)_pos	12888.34920632136
EX_hdcea(e)_neg	10242.180270621922
EX_hestratriol(e)_neg	0.0
EX_hestratriol(e)_pos	50321.368386790826
EX_hexc(e)_neg	9.932261301617212
EX_hexc(e)_pos	0.0
EX_his_L(e)_neg	5292.541577737477
EX_hista(e)_neg	10.749732650159052
EX_hista(e)_pos	5292.541577737477
EX_hom_L(e)_neg	0.0
EX_hom_L(e)_pos	0.0
