	WT-e_S150_L007_R1_001
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.3032559875361693
EX_ctp(e)_pos	7.935912384317131
EX_cyan(e)_neg	6.738199443282666
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2779.0332294776763
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6208.440787197774
EX_cytd(e)_neg	6284.544410946255
EX_dad_2(e)_neg	7627.575227201483
EX_dag_hs(e)_neg	7961.406490700381
EX_dca(e)_neg	20003.737184259826
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	11.22693754875483
EX_dcsptn1(e)_pos	199.32659379106022
EX_dcyt(e)_neg	7225.424395097828
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12822.130739263874
EX_ddecrn_neg	0.0
EX_ddecrn_pos	11033.321679240293
EX_debrisoquine(e)_neg	7.5534454904408594
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12822.130739263874
EX_dgchol(e)_neg	6.847745586049258
EX_dgchol(e)_pos	67627.50716756443
EX_dgmp(e)_neg	4.146862344453667
EX_dgmp(e)_pos	4.709696301127863
EX_dgsn(e)_neg	7613.0941957974455
EX_dgtp(e)_neg	4.709696301127863
EX_dgtp(e)_pos	4.146862344453667
EX_dha(e)_neg	3.4570687610216595
EX_dha(e)_pos	3.4570687610216595
EX_dhap(e)_neg	3.4570687610216595
EX_dhap(e)_pos	3.4570687610216595
EX_dhdascb(e)_neg	4575.021226198405
EX_dheas(e)_neg	9.463987853626065
EX_dheas(e)_pos	60511.31971754986
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.512881957656894
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	68124.87269248234
EX_din(e)_neg	7795.054564740233
EX_dlnlcg(e)_neg	6.2519109388488285
EX_dlnlcg(e)_pos	49.321179513446026
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.917878251380482
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	47.53657612992323
EX_doco13ac_neg	18845.067861158856
EX_doco13ac_pos	0.0
EX_docosac_neg	15733.615052715353
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15733.615052715355
EX_dopa(e)_neg	5.978682754252192
EX_dopa(e)_pos	9452.643276233704
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	32467.12976137933
EX_dpcoa(e)_neg	6752.434927113473
EX_dpcoa(e)_pos	28103.935853833325
EX_drib(e)_neg	7.061072754085987
EX_drib(e)_pos	7998.845271213306
EX_dtdp(e)_neg	2.2806554639474212
EX_dtdp(e)_pos	4.5613109278948425
EX_dtmp(e)_neg	3.3032559875361693
EX_dtmp(e)_pos	7.935912384317132
EX_dttp(e)_neg	3.3032559875361693
EX_dttp(e)_pos	7.935912384317131
EX_duri(e)_neg	6.666647633178382
EX_duri(e)_pos	6917.5189398652765
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.5534454904408594
EX_ebastine(e)_neg	12.969284859261291
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.969284859261291
EX_eicostet(e)_neg	7.85630655386609
EX_eicostet(e)_pos	32.789344772751704
EX_elaid(e)_neg	7.0637725980828145
EX_elaid(e)_pos	5140.994950032639
EX_estradiol(e)_neg	11.951242004603225
EX_estradiol(e)_pos	51901.456938549534
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	57343.95803354685
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	60035.04314302807
EX_estrones(e)_neg	9.003583399382244
EX_estrones(e)_pos	55849.58390927671
EX_etoh(e)_neg	5.68503288816767
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.518141795971143
EX_fad(e)_pos	16635.553055943088
EX_fald(e)_neg	4.329268732290967
EX_fald(e)_pos	21122.75701397653
EX_fe2(e)_neg	3.5159862572173592
EX_fe2(e)_pos	51303.87271866905
EX_fe3(e)_neg	3.382609443567331
EX_fe3(e)_pos	49779.999419967564
EX_fmn(e)_neg	16635.553055943084
EX_fmn(e)_pos	17658.09699182504
EX_fol(e)_neg	2279.8180745320087
EX_for(e)_neg	4.136171747346624
EX_for(e)_pos	15233.597035682322
EX_fru(e)_neg	5.11781136130897
EX_fru(e)_pos	2861.5690826284012
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	10009.613468770465
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11866.158095332394
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17780.98744967651
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	10768.415471704819
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	11852.139779690935
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	11860.670683150189
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	11316.535946363163
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	9858.668570748681
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	9084.779545406727
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	9727.360717997999
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	11373.137011366816
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	11801.471163899647
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10392.231950178279
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10653.895797909849
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.432332212492833
EX_gal(e)_neg	4151.794559092752
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9663.209491569256
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10582.343798063837
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9437.3894333323
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8483.248308140037
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	9934.692100271785
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6591.853610115465
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11569.350142411766
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	11820.209590375585
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	12680.218009440612
EX_gd1c_hs(e)_neg	0.0
EX_gd1c_hs(e)_pos	12762.308639869641
EX_gdp(e)_neg	3.120512104223566
EX_gdp(e)_pos	3.120512104223566
EX_glc(e)_neg	2.375
EX_glc(e)_pos	2594.496866541439
EX_glcur(e)_neg	5.41598625721736
EX_glcur(e)_pos	10.97253025780206
EX_glgchlo(e)_neg	0.0
EX_glgchlo(e)_pos	13709.724902422216
EX_gln_L(e)_neg	4.826977558253989
EX_gln_L(e)_pos	8169.831206426393
EX_gltcho(e)_neg	0.0
EX_gltcho(e)_pos	15017.770119628995
EX_gltdechol(e)_neg	0.0
EX_gltdechol(e)_pos	3800.0
EX_glu_L(e)_neg	3.630185658234037
EX_glu_L(e)_pos	8525.832337782962
EX_gluala(e)_neg	5.426916065202541
EX_gluala(e)_pos	9607.964791952796
EX_gly(e)_neg	5698.409867615632
EX_glyb(e)_neg	18.845613988766598
EX_glyb(e)_pos	10414.061812198248
EX_glyc(e)_neg	4151.794559092752
EX_glyc_S(e)_neg	0.0
EX_glyc_S(e)_pos	7018.447870803282
EX_glygly(e)_neg	12843.991675323257
EX_glygn2(e)_neg	13.452634920382215
EX_glygn2(e)_pos	0.0
EX_glygn4(e)_neg	4.274999999999999
EX_glygn4(e)_pos	13.452634920382216
EX_glygn5(e)_neg	5.130068561806461
EX_glygn5(e)_pos	19.494601503519995
EX_glyleu(e)_neg	9754.628444799064
EX_glyphe(e)_neg	10907.619855497944
EX_glypro(e)_neg	9476.63602266914
EX_glysar(e)_neg	17274.040677778456
EX_gmp(e)_neg	6.396642227455241
EX_gmp(e)_pos	7.397298833501038
EX_gp1c_hs(e)_neg	0.0
EX_gp1c_hs(e)_pos	13387.496996651287
EX_gp1calpha_hs(e)_neg	0.0
EX_gp1calpha_hs(e)_pos	13426.292443343098
EX_gq1b_hs(e)_neg	0.0
EX_gq1b_hs(e)_pos	13194.613171635494
EX_gq1balpha_hs(e)_neg	0.0
EX_gq1balpha_hs(e)_pos	13117.221863791683
EX_gsn(e)_neg	5911.424458667502
EX_gt1a_hs(e)_neg	0.0
EX_gt1a_hs(e)_pos	12936.836942139846
EX_gthox(e)_neg	0.0
EX_gthox(e)_pos	15457.393279422839
EX_gthrd(e)_neg	2.5537192981552206
EX_gthrd(e)_pos	14026.866170535168
EX_gtp(e)_neg	3.120512104223566
EX_gtp(e)_pos	0.0
EX_gua(e)_neg	6.557080211676196
EX_gua(e)_pos	6218.208985310265
EX_gum(e)_neg	3800.0
EX_gum(e)_pos	0.0
EX_gumdchac(e)_neg	0.0
EX_gumdchac(e)_pos	3800.0
EX_gumgchol(e)_neg	0.0
EX_gumgchol(e)_pos	13709.724902422215
EX_gumtchol(e)_neg	0.0
EX_gumtchol(e)_pos	15017.770119628995
EX_h(e)_neg	239.11278184991744
EX_h(e)_pos	2317.082187680962
EX_h2o(e)_neg	248.09072357587365
EX_h2o(e)_pos	3532.71622832352
EX_h2o2(e)_neg	4.015406754872225
EX_h2o2(e)_pos	5793.949489701778
EX_ha(e)_neg	37.51618556495261
EX_ha(e)_pos	19102.56257244702
EX_ha_pre1(e)_neg	15.052128534222234
EX_ha_pre1(e)_pos	19554.929071887513
EX_hco3(e)_neg	443.51639039126326
EX_hco3(e)_pos	5352.573614756197
EX_hcoumarin(e)_neg	0.0
EX_hcoumarin(e)_pos	7.553445490440861
EX_hdca(e)_neg	6.658026586213835
EX_hdca(e)_pos	13377.29060894308
EX_hdcea(e)_neg	10497.502507752495
EX_hestratriol(e)_neg	0.0
EX_hestratriol(e)_pos	51140.863218301085
EX_hexc(e)_neg	10.366114254080609
EX_hexc(e)_pos	0.0
EX_his_L(e)_neg	5381.110112531519
EX_hista(e)_neg	10.92601751045711
EX_hista(e)_pos	5381.110112531521
EX_hom_L(e)_neg	0.0
EX_hom_L(e)_pos	0.0
EX_hpdca(e)_neg	33.63156875364921
EX_hpdca(e)_pos	0.0
EX_hspg(e)_neg	351.29333404384613
EX_hspg(e)_pos	0.0
EX_htaxol(e)_neg	0.0
EX_htaxol(e)_pos	7.5534454904408594
EX_hxan(e)_neg	5.70189818722977
EX_hxan(e)_pos	6109.783350071686
EX_hyptaur(e)_neg	2850.0
EX_hyptaur(e)_pos	4750.0
EX_i(e)_neg	10.263279831711618
EX_i(e)_pos	0.0
EX_idour(e)_neg	0.0
EX_idour(e)_pos	455.00909126541177
EX_idp(e)_neg	2.1892835222911193
EX_idp(e)_pos	3.3032559875361693
EX_ile_L(e)_neg	4.75
EX_ile_L(e)_pos	7732.575521594559
EX_imp(e)_neg	0.0
EX_imp(e)_pos	7.570424617691924
EX_inost(e)_neg	11.046309097516993
EX_inost(e)_pos	6608.05979938898
EX_ins(e)_neg	6037.943665183016
EX_itp(e)_neg	3.3032559875361693
EX_itp(e)_pos	3.3032559875361693
EX_ivcrn_neg	0.0
EX_ivcrn_pos	10924.831653505153
EX_k(e)_neg	0.0
EX_k(e)_pos	0.0
EX_ksi(e)_neg	4.162839345439251
EX_ksi(e)_pos	1833.8841687777085
EX_ksi_deg1(e)_neg	0.0
EX_ksi_deg1(e)_pos	1805.55174700872
EX_ksii_core2(e)_neg	100.91575419869903
EX_ksii_core2(e)_pos	302.5761222120761
EX_ksii_core4(e)_neg	109.04602132826244
EX_ksii_core4(e)_pos	499.85647787782824
EX_lac_D(e)_neg	2.442178920142002
EX_lac_D(e)_pos	3683.37951142134
EX_lac_L(e)_neg	2.442178920142002
EX_lac_L(e)_pos	3634.9831065084986
EX_lcts(e)_neg	4.388026012287651
EX_lcts(e)_pos	7497.433471633276
EX_leu_L(e)_neg	4.75
EX_leu_L(e)_pos	3838.4418743460915
EX_leugly(e)_neg	9754.628444799062
EX_leuktrA4(e)_neg	3.5081077606547013
EX_leuktrA4(e)_pos	4285.397375427166
EX_leuktrB4(e)_neg	0.0
EX_leuktrB4(e)_pos	3384.308811430174
EX_leuktrC4(e)_neg	5.704516906557524
EX_leuktrC4(e)_pos	22387.778365008762
EX_leuktrD4(e)_neg	4.158881341873589
EX_leuktrD4(e)_pos	18025.896227585188
EX_leuktrE4(e)_neg	4.792214675206923
EX_leuktrE4(e)_pos	17701.54361514672
EX_leuktrF4(e)_neg	5.620117596389167
EX_leuktrF4(e)_pos	21277.711790585665
EX_leuleu(e)_neg	10342.077187933164
EX_lgnc(e)_neg	22.216556671404184
EX_lgnc(e)_pos	10.366114254080609
EX_limnen(e)_neg	7.55344549044086
EX_limnen(e)_pos	0.0
EX_lipoate(e)_neg	0.0
EX_lipoate(e)_pos	0.0
EX_lneldc(e)_neg	14.08861838283802
EX_lneldc(e)_pos	9183.979199178346
EX_lnlc(e)_neg	6.196174075694559
EX_lnlc(e)_pos	0.0
EX_lnlnca(e)_neg	7.0135027212936905
EX_lnlnca(e)_pos	0.0
EX_lnlncg(e)_neg	12.82615386788748
EX_lnlncg(e)_pos	49.63940391590672
EX_lpchol_hs(e)_neg	14180.94086698628
EX_lys_L(e)_neg	12.635521038979315
EX_lys_L(e)_pos	3.9455072605261163
EX_mag_hs(e)_neg	5224.548834567744
EX_mal_L(e)_neg	5337.415833766648
EX_mal_L(e)_pos	9378.571474086408
EX_malcoa(e)_neg	5.258211354232482
EX_malcoa(e)_pos	0.0
EX_malt(e)_neg	3040.034280903231
EX_malthp(e)_neg	4.275
EX_malthp(e)_pos	19.284768587831103
EX_malthx(e)_neg	2.85
EX_malthx(e)_pos	15.188367585484439
EX_maltpt(e)_neg	2.85
EX_maltpt(e)_pos	13.2
EX_malttr(e)_neg	2.660022853935487
EX_malttr(e)_pos	30.6
EX_maltttr(e)_neg	2.85
EX_maltttr(e)_pos	20.6
EX_man(e)_neg	5345.51770821274
EX_meoh(e)_neg	5.685032888167668
EX_meoh(e)_pos	22068.96026740939
EX_mepi(e)_neg	0.0
EX_mepi(e)_pos	42335.9823987927
EX_mercplaccys(e)_neg	0.0
EX_mercplaccys(e)_pos	16506.56033956676
EX_met_L(e)_neg	10.868556064427008
EX_met_L(e)_pos	10293.775909502527
EX_mthgxl(e)_neg	0.0
EX_mthgxl(e)_pos	4781.299784950987
EX_n2m2nmasn(e)_neg	59.83599719308325
EX_n2m2nmasn(e)_pos	773.793346602379
EX_na1(e)_neg	0.0
EX_nac(e)_neg	11.81024186937023
EX_nac(e)_pos	29.11646734332434
EX_nad(e)_neg	4.773126796255802
EX_nad(e)_pos	0.0
EX_nadp(e)_neg	4.773126796255802
EX_nadp(e)_pos	0.0
EX_ncam(e)_neg	2.8499999999999996
EX_ncam(e)_pos	19.7044098094485
EX_nh4(e)_neg	541.6117083069782
EX_nh4(e)_pos	5139.350148910445
EX_nifedipine(e)_neg	0.0
EX_nifedipine(e)_pos	0.0
EX_no(e)_neg	7.100655295918183
EX_no(e)_pos	58482.621013685275
EX_no2(e)_neg	5.41598625721736
EX_no2(e)_pos	5.48626512890103
EX_npthl(e)_neg	7.55344549044086
EX_npthl(e)_pos	0.0
EX_nrpphr(e)_neg	5.832084113154906
EX_nrpphr(e)_pos	29843.648411870483
EX_nrpphrsf(e)_neg	0.0
EX_nrpphrsf(e)_pos	72187.85726684083
EX_nrvnc(e)_neg	22.884983857893484
EX_nrvnc(e)_pos	0.0
EX_o2(e)_neg	3765.654346895482
EX_o2s(e)_neg	3.2505201703641045
EX_o2s(e)_pos	9221.176622255149
EX_oagd3_hs(e)_neg	0.0
EX_oagd3_hs(e)_pos	19727.918308650966
EX_oagt3_hs(e)_neg	0.0
EX_oagt3_hs(e)_pos	18968.364418238874
EX_ocdca(e)_neg	5158.6465280915345
EX_ocdcea(e)_neg	7.06493274058986
EX_ocdcea(e)_pos	8909.244998760161
EX_octa(e)_neg	9059.924821690673
EX_oh1(e)_neg	0.0
EX_oh1(e)_pos	0.0
EX_omeprazole(e)_neg	7.553445490440861
EX_omeprazole(e)_pos	0.0
EX_onpthl(e)_neg	0.0
EX_onpthl(e)_pos	7.55344549044086
EX_orn(e)_neg	4.457339312219702
EX_orn(e)_pos	11442.0815449169
EX_orot(e)_neg	6.730725613877714
EX_orot(e)_pos	8436.13867828612
EX_oxa(e)_neg	0.0
EX_oxa(e)_pos	11225.410275260636
EX_paf_hs(e)_neg	4.846367654634154
EX_paf_hs(e)_pos	6.871532475030487
EX_pan4p(e)_neg	5458.571708475045
EX_pan4p(e)_pos	6752.434927113473
EX_pchol_hs(e)_neg	14.270180391956126
EX_pchol_hs(e)_pos	10736.263481464637
EX_pe_hs(e)_neg	3325.0
EX_pect(e)_neg	5119.083311155762
EX_pect(e)_pos	0.0
EX_pectindchac(e)_neg	0.0
EX_pectindchac(e)_pos	5119.083311155762
EX_pectingchol(e)_neg	0.0
EX_pectingchol(e)_pos	14450.264232367475
EX_pectintchol(e)_neg	0.0
EX_pectintchol(e)_pos	15597.47665923917
EX_peplys(e)_neg	0.0
EX_peplys(e)_pos	0.0
EX_perillyl(e)_neg	0.0
EX_perillyl(e)_pos	7.553445490440861
EX_pglyc_hs(e)_neg	5.48626512890103
EX_pglyc_hs(e)_pos	13801.434905181904
EX_phe_L(e)_neg	5931.120755294494
EX_pheacgln(e)_neg	0.0
EX_pheacgln(e)_pos	19129.189382962857
EX_pheme(e)_neg	51316.29264715474
EX_phyQ(e)_neg	0.0
EX_phyQ(e)_pos	0.0
EX_phyt(e)_neg	47.53657612992323
EX_phyt(e)_pos	0.0
EX_pi(e)_neg	510.5874514572963
EX_pi(e)_pos	6206.241016984809
EX_pnto_R(e)_neg	285.0
EX_pnto_R(e)_pos	6209.296881948759
EX_ppa(e)_neg	4.898113031841962
EX_ppa(e)_pos	10314.474275413297
EX_ppi(e)_neg	3.7823800835173986
EX_ppi(e)_pos	22222.347104638375
EX_prgstrn(e)_neg	6.263692317307154
EX_prgstrn(e)_pos	61618.78692186523
EX_pro_D(e)_neg	0.0
EX_pro_D(e)_pos	0.0
EX_pro_L(e)_neg	6.557588784636191
EX_pro_L(e)_pos	8274.570973109527
EX_progly(e)_neg	9476.63602266914
EX_prostgd2(e)_neg	2.519743882366524
EX_prostgd2(e)_pos	137.223246575946
EX_prostge1(e)_neg	4.281524492510162
EX_prostge1(e)_pos	15.54457347753048
EX_prostge2(e)_neg	3.3949249672873276
EX_prostge2(e)_pos	16.174198302540702
EX_prostgf2(e)_neg	4.990757962895033
EX_prostgf2(e)_pos	144.49908070898115
EX_prostgh2(e)_neg	2.519743882366524
EX_prostgh2(e)_pos	135.16027122784962
EX_prostgi2(e)_neg	6.185392460049694
EX_prostgi2(e)_pos	164.3288650279135
EX_prpp(e)_neg	3.988148799982431
EX_prpp(e)_pos	27316.280139455874
EX_ps_hs(e)_neg	6.477484657249897
EX_ps_hs(e)_pos	14567.335695606442
EX_psyl(e)_neg	3800.0
EX_psyl(e)_pos	0.0
EX_psylchol(e)_neg	0.0
EX_psylchol(e)_pos	13709.724902422216
EX_psyltchol(e)_neg	0.0
EX_psyltchol(e)_pos	15017.770119628995
EX_psyltdechol(e)_neg	0.0
EX_psyltdechol(e)_pos	3800.0
EX_ptdca(e)_neg	29.414613549040208
EX_ptdca(e)_pos	0.0
EX_ptrc(e)_neg	5.747238259019718
EX_ptrc(e)_pos	14557.511724293068
EX_ptth(e)_neg	6208.440787197774
EX_ptth(e)_pos	5759.9016534991015
EX_pydam(e)_neg	10232.174503925931
EX_pydx(e)_neg	7956.554012822748
EX_pydx5p(e)_neg	9.244340051003595
EX_pydx5p(e)_pos	9721.812268501262
EX_pydxn(e)_neg	9274.402244933479
EX_pyr(e)_neg	3.6130007305339964
EX_pyr(e)_pos	4554.301718444234
EX_q10(e)_neg	5596.825348435722
EX_q10h2(e)_pos	5596.825348435721
EX_rbt(e)_neg	0.0
EX_rbt(e)_pos	6451.858087722137
EX_retfa(e)_neg	5.48626512890103
EX_retfa(e)_pos	1238.1269490680438
EX_retinol(e)_neg	811.286864959926
EX_retinol(e)_pos	24.43437601114916
EX_retinol_9_cis(e)_neg	0.0
EX_retinol_9_cis(e)_pos	1673.8715811970885
EX_retinol_cis_11(e)_neg	0.0
EX_retinol_cis_11(e)_pos	1673.8715811970885
EX_retn(e)_neg	349.6317556365601
EX_retn(e)_pos	833.2101128767667
EX_retnglc(e)_neg	0.0
EX_retnglc(e)_pos	3954.5528835820974
EX_rib_D(e)_neg	5070.222290486084
EX_ribflv(e)_neg	17675.183579599474
EX_s2l2fn2m2masn(e)_neg	4.162839345439251
EX_s2l2fn2m2masn(e)_pos	804.5221116625739
EX_s2l2n2m2masn(e)_neg	76.00553066625965
EX_s2l2n2m2masn(e)_pos	666.4694232452597
EX_sarcs(e)_neg	10.02517811308652
EX_sarcs(e)_pos	0.0
EX_sbt-d(e)_neg	4998.257855788224
EX_sel(e)_neg	0.0
EX_sel(e)_pos	0.0
EX_ser_D(e)_neg	0.0
EX_ser_D(e)_pos	0.0
EX_ser_L(e)_neg	3.566010167299118
EX_ser_L(e)_pos	6753.301062049143
EX_sfcys(e)_pos	21848.81566435477
EX_sl_L(e)_neg	0.0
EX_sl_L(e)_pos	15131.939823652268
EX_so3(e)_neg	0.0
EX_so3(e)_pos	0.0
EX_so4(e)_neg	1219.01702488291
EX_so4(e)_pos	13777.166004285365
EX_spc_hs(e)_neg	11.657796698165312
EX_spc_hs(e)_pos	28957.73802716601
EX_sph1p(e)_neg	13.36464943347992
EX_sph1p(e)_pos	19833.53750041959
EX_sphs1p(e)_neg	9.32345023463162
EX_sphs1p(e)_pos	33196.92503167855
EX_spmd(e)_neg	5.7
EX_spmd(e)_pos	23990.40145167281
EX_sprm(e)_neg	2.0110634682802924
EX_sprm(e)_pos	15467.344836041691
EX_srtn(e)_neg	0.0
EX_srtn(e)_pos	7.5662837803602665
EX_strch1(e)_neg	13.452634920382215
EX_strch1(e)_pos	0.0
EX_strch2(e)_neg	5.41503428090323
EX_strch2(e)_pos	13.452634920382216
EX_strdnc(e)_neg	9.955189317864216
EX_strdnc(e)_pos	7.068458350725791
EX_succ(e)_neg	6.146938952177666
EX_succ(e)_pos	5459.323561133702
EX_sucr(e)_neg	3.515034280903231
EX_sucr(e)_pos	0.0
EX_tag_hs(e)_neg	8.299429305876956
EX_tag_hs(e)_pos	8.095448892478101
EX_tagat_D(e)_neg	7.133510083264444
EX_tagat_D(e)_pos	0.0
EX_taur(e)_neg	2.3631019857781643
EX_taur(e)_pos	2850.0
EX_taxol(e)_neg	7.5534454904408594
EX_taxol(e)_pos	0.0
EX_tchola(e)_neg	3.8
EX_tchola(e)_pos	13129.650597299536
EX_tcynt(e)_neg	5.41598625721736
EX_tcynt(e)_pos	11.230378168496086
EX_tdchola(e)_neg	5.525490313210903
EX_tdchola(e)_pos	67537.71512323577
EX_tdcrn_neg	0.0
EX_tdcrn_pos	8251.266755455505
EX_tdechola(e)_neg	3800.0
EX_tdechola(e)_pos	0.0
EX_tetdec2crn_neg	0.0
EX_tetdec2crn_pos	12822.130739263874
EX_tetdece1crn_neg	0.0
EX_tetdece1crn_pos	12822.130739263874
EX_tethex3(e)_neg	10.535394888666813
EX_tethex3(e)_pos	7.955582634004415
EX_tetpent3(e)_neg	7.955582634004415
EX_tetpent3(e)_pos	0.0
EX_tetpent6(e)_neg	11.22693754875483
EX_tetpent6(e)_pos	0.0
EX_tettet6(e)_neg	10.535394888666813
EX_tettet6(e)_pos	0.0
EX_thf(e)_neg	6.286218176772865
EX_thf(e)_pos	5030.059430641215
EX_thm(e)_neg	12267.911072836034
EX_thmmp(e)_neg	9.32860421750646
EX_thmmp(e)_pos	12267.911072836036
EX_thmtp(e)_neg	0.0
EX_thmtp(e)_pos	28319.8093348736
EX_thr_L(e)_neg	4.949408322516044
EX_thr_L(e)_pos	0.0
EX_thym(e)_neg	9.26641316663981
EX_thym(e)_pos	12174.97402966096
EX_thymd(e)_neg	5.902608224702352
EX_thymd(e)_pos	0.0
EX_thyox_L(e)_neg	0.0
EX_thyox_L(e)_pos	10.26327983171162
EX_tmndnc(e)_neg	13.627159404349012
EX_tmndnc(e)_pos	248.04388263719554
EX_tolbutamide(e)_neg	7.553445490440861
EX_tolbutamide(e)_pos	0.0
EX_tre(e)_neg	3.517963687766877
EX_tre(e)_pos	0.0
EX_triodthy(e)_neg	10.07947678376018
EX_triodthy(e)_pos	11.050542171161151
EX_triodthysuf(e)_neg	0.0
EX_triodthysuf(e)_pos	21.414676248936026
EX_trp_L(e)_neg	7.316715271651529
EX_trp_L(e)_pos	0.0
EX_tststerone(e)_neg	9.185273141338937
EX_tststerone(e)_pos	54984.51096253359
EX_tststeroneglc(e)_neg	0.0
EX_tststeroneglc(e)_pos	68702.63621804354
EX_tststerones(e)_neg	0.0
EX_tststerones(e)_pos	61031.440374683174
EX_tsul(e)_neg	11.998237997069394
EX_tsul(e)_pos	0.0
EX_ttdca(e)_neg	7285.622515633411
EX_txa2(e)_neg	0.0
EX_txa2(e)_pos	171.22023581966843
EX_tymsf(e)_neg	0.0
EX_tymsf(e)_pos	19543.931677157638
EX_tyr_L(e)_neg	3.2801589146489607
EX_tyr_L(e)_pos	5478.92134509702
EX_udp(e)_neg	3.120512104223566
EX_udp(e)_pos	23192.589359719484
EX_udpg(e)_neg	5.432332212492832
EX_udpg(e)_pos	0.0
EX_udpgal(e)_neg	5.7
EX_udpgal(e)_pos	0.0
EX_ump(e)_neg	3.645399812530895
EX_ump(e)_pos	14803.729971165765
EX_ura(e)_neg	5.458664853054413
EX_ura(e)_pos	7350.360487698844
EX_urate(e)_neg	4.75
EX_urate(e)_pos	9021.140340845273
EX_urea(e)_neg	4.75
EX_urea(e)_pos	11711.64140906126
EX_uri(e)_neg	5.007481115725822
EX_uri(e)_pos	5926.172875186852
EX_utp(e)_neg	3.120512104223566
EX_utp(e)_pos	26502.01461732991
EX_vacc(e)_neg	7.904890089111562
EX_vacc(e)_pos	8901.98131368925
EX_val_L(e)_neg	6.391622023419525
EX_val_L(e)_pos	7736.612636984279
EX_vitd2(e)_neg	0.0
EX_vitd2(e)_pos	0.0
EX_vitd3(e)_neg	7521.334220624116
EX_whddca(e)_neg	0.0
