	Ob-c_S136_L007_R1_001
EX_HC00004(e)_neg	0.0
EX_HC00004(e)_pos	0.0
EX_HC00229(e)_neg	4.274999999999999
EX_HC00229(e)_pos	3001.562123233548
EX_HC00250(e)_neg	5.33015253043103
EX_HC00250(e)_pos	6745.032659334511
EX_HC00822(e)_neg	16.21360487154408
EX_HC00822(e)_pos	3.3249999999999993
EX_HC00955(e)_neg	0.0
EX_HC00955(e)_pos	0.0
EX_HC01104(e)_neg	3.3783214006025797
EX_HC01104(e)_pos	3.3783214006025797
EX_HC01361(e)_neg	4.469885201575546
EX_HC01361(e)_pos	6.5780167999857495
EX_HC01440(e)_neg	0.0
EX_HC01440(e)_pos	0.0
EX_HC01441(e)_neg	0.0
EX_HC01441(e)_pos	0.0
EX_HC01444(e)_neg	9.271605343129798
EX_HC01444(e)_pos	4100.6067670312605
EX_HC01446(e)_neg	0.0
EX_HC01446(e)_pos	0.0
EX_HC01577(e)_neg	0.0
EX_HC01577(e)_pos	0.0
EX_HC01609(e)_neg	9.625414885787436
EX_HC01609(e)_pos	9.625414885787436
EX_HC01610(e)_neg	9.625414885787436
EX_HC01610(e)_pos	9.625414885787436
EX_HC01700(e)_neg	0.0
EX_HC01700(e)_pos	0.0
EX_HC01787(e)_neg	0.0
EX_HC01787(e)_pos	0.0
EX_HC01852(e)_neg	0.0
EX_HC01852(e)_pos	0.0
EX_HC01939(e)_neg	0.0
EX_HC01939(e)_pos	0.0
EX_HC01942(e)_neg	0.0
EX_HC01942(e)_pos	0.0
EX_HC01943(e)_neg	0.0
EX_HC01943(e)_pos	0.0
EX_HC01944(e)_neg	0.0
EX_HC01944(e)_pos	0.0
EX_HC02154(e)_neg	0.0
EX_HC02154(e)_pos	0.0
EX_HC02160(e)_neg	0.0
EX_HC02160(e)_pos	0.0
EX_HC02161(e)_neg	0.0
EX_HC02161(e)_pos	0.0
EX_HC02172(e)_neg	0.0
EX_HC02172(e)_pos	0.0
EX_HC02175(e)_neg	0.0
EX_HC02175(e)_pos	0.0
EX_HC02176(e)_neg	7.435764868242248
EX_HC02176(e)_pos	0.0
EX_HC02179(e)_neg	0.0
EX_HC02179(e)_pos	0.0
EX_HC02180(e)_neg	0.0
EX_HC02180(e)_pos	0.0
EX_HC02187(e)_neg	0.0
EX_HC02187(e)_pos	0.0
EX_HC02191(e)_neg	0.0
EX_HC02191(e)_pos	0.0
EX_HC02192(e)_neg	0.0
EX_HC02192(e)_pos	0.0
EX_HC02193(e)_neg	0.0
EX_HC02193(e)_pos	0.0
EX_HC02194(e)_neg	0.0
EX_HC02194(e)_pos	0.0
EX_HC02195(e)_neg	0.0
EX_HC02195(e)_pos	0.0
EX_HC02196(e)_neg	0.0
EX_HC02196(e)_pos	0.0
EX_HC02197(e)_neg	0.0
EX_HC02197(e)_pos	0.0
EX_HC02198(e)_neg	0.0
EX_HC02198(e)_pos	0.0
EX_HC02199(e)_neg	0.0
EX_HC02199(e)_pos	0.0
EX_HC02200(e)_neg	0.0
EX_HC02200(e)_pos	0.0
EX_HC02201(e)_neg	0.0
EX_HC02201(e)_pos	0.0
EX_HC02202(e)_neg	3.204639581353992
EX_HC02202(e)_pos	11.56765108407531
EX_HC02203(e)_neg	3.204639581353992
EX_HC02203(e)_pos	13.440177415451707
EX_HC02204(e)_neg	3.204639581353992
EX_HC02204(e)_pos	13.26765108407531
EX_HC02205(e)_neg	3.204639581353992
EX_HC02205(e)_pos	11.740177415451708
EX_HC02206(e)_neg	3.204639581353992
EX_HC02206(e)_pos	11.41765108407531
EX_HC02207(e)_neg	3.204639581353992
EX_HC02207(e)_pos	11.590177415451707
EX_HC02208(e)_neg	0.0
EX_HC02208(e)_pos	0.0
EX_HC02210(e)_neg	0.0
EX_HC02210(e)_pos	0.0
EX_HC02213(e)_neg	0.0
EX_HC02213(e)_pos	0.0
EX_HC02214(e)_neg	0.0
EX_HC02214(e)_pos	0.0
EX_HC02216(e)_neg	0.0
EX_HC02216(e)_pos	0.0
EX_HC02217(e)_neg	0.0
EX_HC02217(e)_pos	0.0
EX_HC02220(e)_neg	0.0
EX_HC02220(e)_pos	0.0
EX_Lcystin(e)_neg	2.3298239826531346
EX_Lcystin(e)_pos	0.0
EX_Rtotal(e)_neg	8.253876076388442
EX_Rtotal(e)_pos	7530.834945702648
EX_Rtotal2(e)_neg	8.832885936177794
EX_Rtotal2(e)_pos	5173.903213128789
EX_Rtotal3(e)_neg	7.903869189085808
EX_Rtotal3(e)_pos	8.160090767362025
EX_Tyr_ggn(e)_neg	0.0
EX_Tyr_ggn(e)_pos	30.12025775455841
EX_abt(e)_neg	0.0
EX_abt(e)_pos	5054.495083314127
EX_ac(e)_neg	4.622093519406464
EX_ac(e)_pos	5574.467249213095
EX_acac(e)_neg	4.977018691769446
EX_acac(e)_pos	7608.21556841756
EX_acald(e)_neg	5.112996853207686
EX_acald(e)_pos	6133.583165668035
EX_acetone(e)_neg	5.463349308267889
EX_acetone(e)_pos	10489.967836688487
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	9400.973664953628
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	8806.602596497809
EX_acgam(e)_neg	0.0
EX_acgam(e)_pos	6.649999999999999
EX_ach(e)_neg	8.776995732829436
EX_ach(e)_pos	6784.301307413172
EX_acmana(e)_neg	0.0
EX_acmana(e)_pos	18792.62069173521
EX_acn13acngalgbside_hs(e)_neg	0.0
EX_acn13acngalgbside_hs(e)_pos	11036.358150067395
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11036.358150067394
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12200.570220431757
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11067.167131878517
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	9994.636890406236
EX_ade(e)_neg	3.985003345064327
EX_ade(e)_pos	6001.033867074382
EX_adn(e)_neg	5521.226255640509
EX_adp_neg	3.011480080517083
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.705884147811856
EX_adprib(e)_neg	7.615311737524007
EX_adprib(e)_pos	4.705884147811856
EX_adrn(e)_neg	8.887295690442636
EX_adrn(e)_pos	132.49906725062067
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	36782.235131289024
EX_aflatoxin(e)_neg	7.435764868242246
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11070.195249838296
EX_ahcys(e)_pos	26563.369866684774
EX_ahdt(e)_neg	6.5780167999857495
EX_ahdt(e)_pos	4.469885201575546
EX_aicar(e)_neg	10929.474470674
EX_aicar(e)_pos	12415.92293381771
EX_ak2lgchol_hs(e)_neg	6.766866201156551
EX_ak2lgchol_hs(e)_pos	4.726571812251875
EX_akg(e)_neg	4.304610042301283
EX_akg(e)_pos	7334.989304461629
EX_ala_B(e)_neg	6.644881978455228
EX_ala_B(e)_pos	9093.83169773396
EX_ala_D(e)_neg	2.3988699925329753
EX_ala_D(e)_pos	3756.6414097750503
EX_ala_L(e)_neg	2.3661979186107973
EX_ala_L(e)_pos	3561.4347416261153
EX_alaala(e)_neg	7461.980478216432
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	52823.074510620616
EX_amp(e)_neg	3.985003345064327
EX_amp(e)_pos	6595.994979222387
EX_andrstrn(e)_neg	17.457569185755872
EX_andrstrn(e)_pos	55362.54563785566
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	68530.91009161966
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.821277648623832
EX_antipyrene(e)_neg	7.896145171549163
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.435764868242246
EX_appnn(e)_neg	7.435764868242246
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	61168.975528639436
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.330700269735553
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11265.331642057206
EX_arachcoa(e)_neg	5.256353721446859
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.845699384437418
EX_arachd(e)_pos	75.68064535859345
EX_arg_L(e)_neg	5.359310359382688
EX_arg_L(e)_pos	17705.456763047452
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4437.431439604031
EX_asn_L(e)_neg	5.551853733050349
EX_asn_L(e)_pos	11248.500014990595
EX_asp_D(e)_neg	11.08792788870488
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.10680945641627
EX_asp_L(e)_pos	6812.0231167039465
EX_atp(e)_neg	3.928636258400636
EX_atp(e)_pos	20973.410124451428
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	5.003898288262378
EX_bhb(e)_pos	7570.632967053193
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	42032.26724987431
EX_bilglcur(e)_neg	10.245347514334016
EX_bilglcur(e)_pos	64273.19509688058
EX_bilirub(e)_neg	15.842052862767424
EX_bilirub(e)_pos	50296.37016943914
EX_biocyt(e)_neg	3.942017867223611
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	232.5107417289736
EX_btn(e)_pos	3.942017867223611
EX_but(e)_neg	6.067982753949033
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12367.711865207304
EX_c10crn_neg	0.0
EX_c10crn_pos	14616.164880581473
EX_c10dc_neg	0.0
EX_c10dc_pos	19560.887241683762
EX_c12dc_neg	0.0
EX_c12dc_pos	45102.49190194694
EX_c16dc_neg	0.0
EX_c16dc_pos	29370.949604087065
EX_c3dc_neg	0.0
EX_c3dc_pos	10718.442951343453
EX_c4crn_neg	0.0
EX_c4crn_pos	16821.07568664325
EX_c4dc_neg	0.0
EX_c4dc_pos	10470.952529928385
EX_c51crn_neg	0.0
EX_c51crn_pos	11820.234930437475
EX_c5dc_neg	0.0
EX_c5dc_pos	7925.733091440588
EX_c6crn_neg	0.0
EX_c6crn_pos	13182.709749592002
EX_c6dc_neg	0.0
EX_c6dc_pos	60967.26789496114
EX_c81crn_neg	0.0
EX_c81crn_pos	12367.711865207304
EX_c8crn_neg	0.0
EX_c8crn_pos	8866.730420278542
EX_c8dc_neg	0.0
EX_c8dc_pos	27138.36755679385
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	12793.298840696229
EX_carn(e)_neg	10898.573234761747
EX_caro(e)_neg	12.910742842954926
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.435764868242246
EX_cbasp(e)_neg	8285.25527330425
EX_cbasp(e)_pos	19337.335980693293
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.259637874766907
EX_cdp(e)_pos	4.519275749533814
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.6315565462511747
EX_cgly(e)_pos	10360.946209946853
EX_chol(e)_neg	6781.893880544441
EX_cholate(e)_neg	11706.999165071547
EX_chsterol(e)_neg	8.006663512334578
EX_chsterol(e)_pos	10916.839797065495
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.896822160208517
EX_cit(e)_pos	8756.312435364147
EX_citr_L(e)_neg	2.025659655097053
EX_citr_L(e)_pos	12315.78512782353
EX_cl(e)_neg	7999.002534260572
EX_cmp(e)_neg	3.2625515582508857
EX_cmp(e)_pos	7.815941434844715
EX_co(e)_neg	0.0
EX_co(e)_pos	50308.075852113
EX_co2(e)_neg	447.77244146418644
EX_co2(e)_pos	4160.133977826053
EX_coa(e)_neg	4.169580350150645
EX_coa(e)_pos	5.256353721446859
EX_coumarin(e)_neg	7.435764868242246
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	9.892578021653717
EX_creat(e)_pos	17680.415997639328
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	27514.823888991854
EX_crn(e)_neg	6710.241030243415
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	51273.447510870545
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	53863.410168953276
EX_crvnc(e)_neg	9.45306196708258
EX_crvnc(e)_pos	467.6849870802786
EX_csn(e)_neg	6.9872450735590474
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	83.50186035219227
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	99.90509464525535
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	83.34124709511214
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	127.71196350273493
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	147.63345898214385
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.2625515582508857
EX_ctp(e)_pos	7.815941434844715
EX_cyan(e)_neg	6.712513029772172
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2694.6860778295927
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6136.000207396077
EX_cytd(e)_neg	6098.697403816548
EX_dad_2(e)_neg	7384.426453864114
EX_dag_hs(e)_neg	7800.543979415192
EX_dca(e)_neg	19560.887241683762
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	10.661404824522412
EX_dcsptn1(e)_pos	193.99575436943442
EX_dcyt(e)_neg	6853.813539444883
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12367.711865207304
EX_ddecrn_neg	0.0
EX_ddecrn_pos	10399.386489611294
EX_debrisoquine(e)_neg	7.435764868242246
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12367.711865207304
EX_dgchol(e)_neg	6.742236544903262
EX_dgchol(e)_pos	66393.32004638977
EX_dgmp(e)_neg	4.1263931847664095
EX_dgmp(e)_pos	4.650856653339746
EX_dgsn(e)_neg	7339.873064463602
EX_dgtp(e)_neg	4.650856653339747
EX_dgtp(e)_pos	4.1263931847664095
EX_dha(e)_neg	3.3783214006025797
EX_dha(e)_pos	3.3783214006025797
EX_dhap(e)_neg	3.3783214006025797
EX_dhap(e)_pos	3.3783214006025797
EX_dhdascb(e)_neg	4437.431439604031
EX_dheas(e)_neg	9.288113126191183
EX_dheas(e)_pos	59023.86047699653
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.421465701365086
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	65270.851309081234
EX_din(e)_neg	7544.775313622583
EX_dlnlcg(e)_neg	6.04795681623944
EX_dlnlcg(e)_pos	47.69215957041945
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.896145171549163
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	45.3826461366612
EX_doco13ac_neg	17856.959395800222
EX_doco13ac_pos	0.0
EX_docosac_neg	15609.829540448374
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15609.829540448372
EX_dopa(e)_neg	5.910394857276195
EX_dopa(e)_pos	9292.801856606613
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	31957.71926864922
EX_dpcoa(e)_neg	6605.89609618589
EX_dpcoa(e)_pos	27378.98147049796
EX_drib(e)_neg	6.926595909219278
EX_drib(e)_pos	7760.6505656619065
EX_dtdp(e)_neg	2.259637874766907
EX_dtdp(e)_pos	4.519275749533814
EX_dtmp(e)_neg	3.2625515582508857
EX_dtmp(e)_pos	7.815941434844715
EX_dttp(e)_neg	3.2625515582508857
EX_dttp(e)_pos	7.815941434844715
EX_duri(e)_neg	6.472804784436575
EX_duri(e)_pos	6584.624303481803
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.435764868242246
EX_ebastine(e)_neg	12.894072881025753
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.894072881025753
EX_eicostet(e)_neg	7.696211845807851
EX_eicostet(e)_pos	31.61807230411351
EX_elaid(e)_neg	6.880072548620126
EX_elaid(e)_pos	5008.784001623791
EX_estradiol(e)_neg	11.494685420931503
EX_estradiol(e)_pos	50901.01955575631
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	56115.99402508047
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	58716.82746904279
EX_estrones(e)_neg	8.955586282350025
EX_estrones(e)_pos	54425.7184772112
EX_etoh(e)_neg	5.578619242001933
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.3955718841923614
EX_fad(e)_pos	16134.53696575697
EX_fald(e)_neg	4.315527506469425
EX_fald(e)_pos	20941.870016741268
EX_fe2(e)_neg	3.4043908353396963
EX_fe2(e)_pos	50296.37016943914
EX_fe3(e)_neg	3.305077331914739
EX_fe3(e)_pos	48894.66184337893
EX_fmn(e)_neg	16134.53696575697
EX_fmn(e)_pos	17030.593687283766
EX_fol(e)_neg	2206.7683398912177
EX_for(e)_neg	3.998728516249165
EX_for(e)_pos	14766.410211653592
EX_fru(e)_neg	4.893882141138788
EX_fru(e)_pos	2773.5721899523764
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	9649.358597672279
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11444.864743838249
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17325.92278358285
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	10404.759497737243
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	11416.61756387557
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	11461.995517928408
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	10909.787696443631
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	9518.162580891742
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	8779.280778543449
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	9404.023795379806
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	10975.495577006723
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	11369.770023194716
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10036.014010466566
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10292.696089407616
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.327021989964454
EX_gal(e)_neg	4100.6067670312605
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9319.754193917946
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10191.350341278157
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9093.85325273498
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8185.762116518183
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	9545.624149381294
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6318.080115362461
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11125.718145848341
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	11700.257058091214
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	12220.892800235237
EX_gd1c_hs(e)_neg	0.0
EX_gd1c_hs(e)_pos	12287.50091001327
EX_gdp(e)_neg	3.0769872422334834
EX_gdp(e)_pos	3.0769872422334834
EX_glc(e)_neg	2.375
EX_glc(e)_pos	2561.9647551352555
EX_glcur(e)_neg	5.304390835339698
EX_glcur(e)_pos	10.875320121913083
EX_glgchlo(e)_neg	0.0
EX_glgchlo(e)_pos	13589.901775885995
EX_gln_L(e)_neg	4.798925493462199
EX_gln_L(e)_pos	7963.521816168968
EX_gltcho(e)_neg	0.0
EX_gltcho(e)_pos	14833.594606055234
EX_gltdechol(e)_neg	0.0
EX_gltdechol(e)_pos	3800.0
EX_glu_L(e)_neg	3.5846851943853606
EX_glu_L(e)_pos	8334.49601107374
EX_gluala(e)_neg	5.350474979680402
EX_gluala(e)_pos	9144.817704258163
EX_gly(e)_neg	5579.346597243821
EX_glyb(e)_neg	18.250514809612913
EX_glyb(e)_pos	10167.392353334084
EX_glyc(e)_neg	4100.6067670312605
EX_glyc_S(e)_neg	0.0
EX_glyc_S(e)_pos	6495.0627881473765
EX_glygly(e)_neg	12668.488802192463
EX_glygn2(e)_neg	13.451665471738567
EX_glygn2(e)_pos	0.0
EX_glygn4(e)_neg	4.275
EX_glygn4(e)_pos	13.451665471738568
EX_glygn5(e)_neg	5.0531856897728815
EX_glygn5(e)_pos	19.49368307848917
EX_glyleu(e)_neg	9572.104101214522
EX_glyphe(e)_neg	10749.933472835408
EX_glypro(e)_neg	9276.272192290771
EX_glysar(e)_neg	16893.940543570712
EX_gmp(e)_neg	6.072890640004266
EX_gmp(e)_pos	7.269015029740795
EX_gp1c_hs(e)_neg	0.0
EX_gp1c_hs(e)_pos	12896.352962373907
EX_gp1calpha_hs(e)_neg	0.0
EX_gp1calpha_hs(e)_pos	12927.893415625686
EX_gq1b_hs(e)_neg	0.0
EX_gq1b_hs(e)_pos	12696.039318873447
EX_gq1balpha_hs(e)_neg	0.0
EX_gq1balpha_hs(e)_pos	12616.725852497959
EX_gsn(e)_neg	5712.560768381069
EX_gt1a_hs(e)_neg	0.0
EX_gt1a_hs(e)_pos	12448.941691247492
EX_gthox(e)_neg	0.0
EX_gthox(e)_pos	15002.146185750786
EX_gthrd(e)_neg	2.5525573764544043
EX_gthrd(e)_pos	13597.284075159254
EX_gtp(e)_neg	3.0769872422334834
EX_gtp(e)_pos	0.0
EX_gua(e)_neg	6.15944501718959
EX_gua(e)_pos	6021.720583429175
EX_gum(e)_neg	3800.0
EX_gum(e)_pos	0.0
EX_gumdchac(e)_neg	0.0
EX_gumdchac(e)_pos	3800.0
EX_gumgchol(e)_neg	0.0
EX_gumgchol(e)_pos	13589.901775885995
EX_gumtchol(e)_neg	0.0
EX_gumtchol(e)_pos	14833.594606055234
EX_h(e)_neg	232.1885532733261
EX_h(e)_pos	2200.8026288686992
EX_h2o(e)_neg	245.9893878281579
EX_h2o(e)_pos	3450.8228437552193
EX_h2o2(e)_neg	3.9674424753351065
EX_h2o2(e)_pos	5682.064751261801
EX_ha(e)_neg	36.63576998979223
EX_ha(e)_pos	18190.86614261982
EX_ha_pre1(e)_neg	14.5508320550461
EX_ha_pre1(e)_pos	18644.90158351993
EX_hco3(e)_neg	432.84919140383937
EX_hco3(e)_pos	5230.742488661416
EX_hcoumarin(e)_neg	0.0
EX_hcoumarin(e)_pos	7.435764868242246
EX_hdca(e)_neg	6.540831370602125
EX_hdca(e)_pos	12827.082767570308
EX_hdcea(e)_neg	10031.41160078254
EX_hestratriol(e)_neg	0.0
EX_hestratriol(e)_pos	50116.93568996333
EX_hexc(e)_neg	9.794872662124362
EX_hexc(e)_pos	0.0
EX_his_L(e)_neg	5217.129338805611
EX_hista(e)_neg	10.583201585654823
EX_hista(e)_pos	5217.12933880561
EX_hom_L(e)_neg	0.0
EX_hom_L(e)_pos	0.0
EX_hpdca(e)_neg	32.36406027494486
EX_hpdca(e)_pos	0.0
EX_hspg(e)_neg	340.41651899059707
EX_hspg(e)_pos	0.0
EX_htaxol(e)_neg	0.0
EX_htaxol(e)_pos	7.435764868242246
EX_hxan(e)_neg	5.588235837958836
EX_hxan(e)_pos	5901.113479413625
EX_hyptaur(e)_neg	2850.0
EX_hyptaur(e)_pos	4750.0
EX_i(e)_neg	9.94404376207274
EX_i(e)_pos	0.0
EX_idour(e)_neg	0.0
EX_idour(e)_pos	441.44902427487756
EX_idp(e)_neg	2.166855716758206
EX_idp(e)_pos	3.2625515582508853
EX_ile_L(e)_neg	4.75
EX_ile_L(e)_pos	7680.527692238699
EX_imp(e)_neg	0.0
EX_imp(e)_pos	7.444812802809912
EX_inost(e)_neg	10.877658896268898
EX_inost(e)_pos	6161.52394699417
EX_ins(e)_neg	5837.130416314894
EX_itp(e)_neg	3.2625515582508853
EX_itp(e)_pos	3.2625515582508853
EX_ivcrn_neg	0.0
EX_ivcrn_pos	10689.439072131074
EX_k(e)_neg	0.0
EX_k(e)_pos	0.0
EX_ksi(e)_neg	4.0319378735021525
EX_ksi(e)_pos	1778.7253535269751
EX_ksi_deg1(e)_neg	0.0
EX_ksi_deg1(e)_pos	1750.9054342875834
EX_ksii_core2(e)_neg	98.23116738713335
EX_ksii_core2(e)_pos	293.8393447966339
EX_ksii_core4(e)_neg	106.05406298129213
EX_ksii_core4(e)_pos	485.5373872680172
EX_lac_D(e)_neg	2.3376525349722956
EX_lac_D(e)_pos	3527.3971480697655
EX_lac_L(e)_neg	2.3376525349722956
EX_lac_L(e)_pos	3479.90537247249
EX_lcts(e)_neg	4.3082428651459574
EX_lcts(e)_pos	7249.024366746481
EX_leu_L(e)_neg	4.75
EX_leu_L(e)_pos	3789.1958648169348
EX_leugly(e)_neg	9572.104101214522
EX_leuktrA4(e)_neg	3.4806053095754934
EX_leuktrA4(e)_pos	4366.275110512195
EX_leuktrB4(e)_neg	0.0
EX_leuktrB4(e)_pos	3460.368549292125
EX_leuktrC4(e)_neg	5.631134006431468
EX_leuktrC4(e)_pos	22046.448334607532
EX_leuktrD4(e)_neg	4.11289784061797
EX_leuktrD4(e)_pos	17762.30514438431
EX_leuktrE4(e)_neg	4.746231173951303
EX_leuktrE4(e)_pos	17377.89797259257
EX_leuktrF4(e)_neg	5.606660934031687
EX_leuktrF4(e)_pos	20923.470391900468
