	Ob-DHA-c_S138_L007_R1_001
EX_dcsptn1(e)_pos	194.48657106923721
EX_dcyt(e)_neg	7157.192091014084
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12408.125110965753
EX_ddecrn_neg	0.0
EX_ddecrn_pos	10316.298491910775
EX_debrisoquine(e)_neg	7.405421772738609
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12408.125110965753
EX_dgchol(e)_neg	6.788714042409706
EX_dgchol(e)_pos	66553.40168012415
EX_dgmp(e)_neg	4.154314343841065
EX_dgmp(e)_pos	4.656730962957931
EX_dgsn(e)_neg	7627.101339199452
EX_dgtp(e)_neg	4.656730962957931
EX_dgtp(e)_pos	4.154314343841065
EX_dha(e)_neg	3.3932956603808666
EX_dha(e)_pos	3.3932956603808666
EX_dhap(e)_neg	3.3932956603808666
EX_dhap(e)_pos	3.3932956603808666
EX_dhdascb(e)_neg	4452.931849072662
EX_dheas(e)_neg	9.456439963321115
EX_dheas(e)_pos	59177.57662114194
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.55130805499201
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	65684.32529358266
EX_din(e)_neg	7844.742150659881
EX_dlnlcg(e)_neg	6.019166804179846
EX_dlnlcg(e)_pos	47.97424030896134
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.904576539389775
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	45.72609546805115
EX_doco13ac_neg	17918.635227844054
EX_doco13ac_pos	0.0
EX_docosac_neg	15637.273887709758
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15637.27388770976
EX_dopa(e)_neg	5.80982375295676
EX_dopa(e)_pos	9277.720419671517
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	32047.279348859363
EX_dpcoa(e)_neg	6566.6832550665595
EX_dpcoa(e)_pos	27516.78620773535
EX_drib(e)_neg	6.950445684743368
EX_drib(e)_pos	7945.370516779827
EX_dtdp(e)_neg	2.194155174816799
EX_dtdp(e)_pos	4.388310349633598
EX_dtmp(e)_neg	3.200812423245349
EX_dtmp(e)_pos	7.633973457986292
EX_dttp(e)_neg	3.200812423245349
EX_dttp(e)_pos	7.633973457986292
EX_duri(e)_neg	6.659773086319728
EX_duri(e)_pos	6891.00386569837
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.405421772738609
EX_ebastine(e)_neg	12.877136351519564
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.877136351519564
EX_eicostet(e)_neg	7.678786343743933
EX_eicostet(e)_pos	31.81009446490881
EX_elaid(e)_neg	6.857250114770857
EX_elaid(e)_pos	5068.524848896845
EX_estradiol(e)_neg	11.545018481600469
EX_estradiol(e)_pos	51016.306888785424
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	56358.33536277568
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	59100.20410665731
EX_estrones(e)_neg	9.111227073162357
EX_estrones(e)_pos	54609.94566690471
EX_etoh(e)_neg	5.643924609697657
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.375705808903325
EX_fad(e)_pos	16222.517727383789
EX_fald(e)_neg	4.315191314886005
EX_fald(e)_pos	20880.519851641893
EX_fe2(e)_neg	3.400483412019657
EX_fe2(e)_pos	50375.189780920686
EX_fe3(e)_neg	3.28534562778755
EX_fe3(e)_pos	48937.75235883792
EX_fmn(e)_neg	16222.51772738379
EX_fmn(e)_pos	17212.14872087688
EX_fol(e)_neg	2231.6606958362863
EX_for(e)_neg	4.006984737776421
EX_for(e)_pos	14994.671286973784
EX_fru(e)_neg	4.950045699017508
EX_fru(e)_pos	2791.4611575826984
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	9659.773541180522
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11467.638503970315
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17392.773424664436
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	10444.422859612414
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	11445.088050835446
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	11499.066677718196
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	10948.368255270738
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	9543.055894062474
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	8808.41328387448
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	9435.121331774617
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	11019.633489391395
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	11386.192522118134
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10068.108563360798
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10290.478936608846
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.312140115243418
EX_gal(e)_neg	4130.797952908444
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9300.09584020804
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10201.910802735867
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9100.578020366893
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8198.387618877094
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	9506.969702496244
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6349.42113762713
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11081.054241580912
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	11704.962104962839
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	12232.826424274142
EX_gd1c_hs(e)_neg	0.0
EX_gd1c_hs(e)_pos	12314.19783580956
EX_gdp(e)_neg	3.08374498691835
EX_gdp(e)_pos	3.08374498691835
EX_glc(e)_neg	2.375
EX_glc(e)_pos	2561.7433261457472
EX_glcur(e)_neg	5.3004834120196564
EX_glcur(e)_pos	10.859147582074797
EX_glgchlo(e)_neg	0.0
EX_glgchlo(e)_pos	13594.601487231135
EX_gln_L(e)_neg	4.818346738832425
EX_gln_L(e)_pos	7973.560946202978
EX_gltcho(e)_neg	0.0
EX_gltcho(e)_pos	14689.872221790667
EX_gltdechol(e)_neg	0.0
EX_gltdechol(e)_pos	3800.0
EX_glu_L(e)_neg	3.5678879491921225
EX_glu_L(e)_pos	8306.78171322051
EX_gluala(e)_neg	5.369184538964086
EX_gluala(e)_pos	9104.224170692149
EX_gly(e)_neg	5597.439869127274
EX_glyb(e)_neg	18.29407562121189
EX_glyb(e)_pos	10225.393692995778
EX_glyc(e)_neg	4130.797952908444
EX_glyc_S(e)_neg	0.0
EX_glyc_S(e)_pos	6553.059485503916
EX_glygly(e)_neg	12581.466961512122
EX_glygn2(e)_neg	13.44388945590767
EX_glygn2(e)_pos	0.0
EX_glygn4(e)_neg	4.275
EX_glygn4(e)_pos	13.44388945590767
EX_glygn5(e)_neg	5.0563708762132
EX_glygn5(e)_pos	19.486316326649373
EX_glyleu(e)_neg	9560.249619753558
EX_glyphe(e)_neg	10780.489756240306
EX_glypro(e)_neg	9319.962663502918
EX_glysar(e)_neg	16958.665601400815
EX_gmp(e)_neg	6.162765699823304
EX_gmp(e)_pos	7.288932593022507
EX_gp1c_hs(e)_neg	0.0
EX_gp1c_hs(e)_pos	12956.91897429788
EX_gp1calpha_hs(e)_neg	0.0
EX_gp1calpha_hs(e)_pos	12996.750220697888
EX_gq1b_hs(e)_neg	0.0
EX_gq1b_hs(e)_pos	12764.112294818955
EX_gq1balpha_hs(e)_neg	0.0
EX_gq1balpha_hs(e)_pos	12680.369069504775
EX_gsn(e)_neg	5815.083812185761
EX_gt1a_hs(e)_neg	0.0
EX_gt1a_hs(e)_pos	12497.903583699292
EX_gthox(e)_neg	0.0
EX_gthox(e)_pos	15048.07225117857
EX_gthrd(e)_neg	2.536987031109342
EX_gthrd(e)_pos	13677.022816694784
EX_gtp(e)_neg	3.08374498691835
EX_gtp(e)_pos	0.0
EX_gua(e)_neg	6.464798440724979
EX_gua(e)_pos	6139.786642633495
EX_gum(e)_neg	3800.0
EX_gum(e)_pos	0.0
EX_gumdchac(e)_neg	0.0
EX_gumdchac(e)_pos	3800.0
EX_gumgchol(e)_neg	0.0
EX_gumgchol(e)_pos	13594.601487231133
EX_gumtchol(e)_neg	0.0
EX_gumtchol(e)_pos	14689.872221790667
EX_h(e)_neg	231.12631078071198
EX_h(e)_pos	2201.6585773138972
EX_h2o(e)_neg	245.87472172793355
EX_h2o(e)_pos	3445.2596006123326
EX_h2o2(e)_neg	3.9580425626959785
EX_h2o2(e)_pos	5700.302594016528
EX_ha(e)_neg	36.487689294939656
EX_ha(e)_pos	18497.890761258695
EX_ha_pre1(e)_neg	14.690082989000002
EX_ha_pre1(e)_pos	18951.318870088868
EX_hco3(e)_neg	432.5929527400331
EX_hco3(e)_pos	5236.482540617054
EX_hcoumarin(e)_neg	0.0
EX_hcoumarin(e)_pos	7.405421772738609
EX_hdca(e)_neg	6.513167740802454
EX_hdca(e)_pos	12827.447060051662
EX_hdcea(e)_neg	10162.925494090212
EX_hestratriol(e)_neg	0.0
EX_hestratriol(e)_pos	50209.31043763543
EX_hexc(e)_neg	9.864614695091374
EX_hexc(e)_pos	0.0
EX_his_L(e)_neg	5237.64429165271
EX_hista(e)_neg	10.629834690836018
EX_hista(e)_pos	5237.644291652714
EX_hom_L(e)_neg	0.0
EX_hom_L(e)_pos	0.0
EX_hpdca(e)_neg	32.577042115988405
EX_hpdca(e)_pos	0.0
EX_hspg(e)_neg	343.0493429159955
EX_hspg(e)_pos	0.0
EX_htaxol(e)_neg	0.0
EX_htaxol(e)_pos	7.405421772738608
EX_hxan(e)_neg	5.740633618199814
EX_hxan(e)_pos	6025.22002891876
EX_hyptaur(e)_neg	2850.0
EX_hyptaur(e)_pos	4750.0
EX_i(e)_neg	9.861752238308279
EX_i(e)_pos	0.0
EX_idour(e)_neg	0.0
EX_idour(e)_pos	444.9228694623524
EX_idp(e)_neg	2.1356214566532996
EX_idp(e)_pos	3.200812423245349
EX_ile_L(e)_neg	4.75
EX_ile_L(e)_pos	7612.9248966414825
EX_imp(e)_neg	0.0
EX_imp(e)_pos	7.399838585332294
EX_inost(e)_neg	10.718735567623037
EX_inost(e)_pos	6220.1633303742
EX_ins(e)_neg	5932.25279633203
EX_itp(e)_neg	3.200812423245349
EX_itp(e)_pos	3.200812423245349
EX_ivcrn_neg	0.0
EX_ivcrn_pos	10732.130197141882
EX_k(e)_neg	0.0
EX_k(e)_pos	0.0
EX_ksi(e)_neg	4.044005039493515
EX_ksi(e)_pos	1782.0600120223742
EX_ksi_deg1(e)_neg	0.0
EX_ksi_deg1(e)_pos	1754.1115505771734
EX_ksii_core2(e)_neg	98.92482412708351
EX_ksii_core2(e)_pos	293.27676923893006
EX_ksii_core4(e)_neg	106.79997560355355
EX_ksii_core4(e)_pos	484.01865553416405
EX_lac_D(e)_neg	2.3558848211725953
EX_lac_D(e)_pos	3508.724117858959
EX_lac_L(e)_neg	2.3558848211725953
EX_lac_L(e)_pos	3457.557907781308
EX_lcts(e)_neg	4.355569769479935
EX_lcts(e)_pos	7236.938999623006
EX_leu_L(e)_neg	4.75
EX_leu_L(e)_pos	3749.2497451263466
EX_leugly(e)_neg	9560.249619753558
EX_leuktrA4(e)_neg	3.4992329182014035
EX_leuktrA4(e)_pos	4283.68833454231
EX_leuktrB4(e)_neg	0.0
EX_leuktrB4(e)_pos	3398.8609192703943
EX_leuktrC4(e)_neg	5.594100480681289
EX_leuktrC4(e)_pos	21929.039207233654
EX_leuktrD4(e)_neg	4.0955056938506855
EX_leuktrD4(e)_pos	17653.321477849775
EX_leuktrE4(e)_neg	4.761845885439087
EX_leuktrE4(e)_pos	17324.608938075122
EX_leuktrF4(e)_neg	5.601578413462299
EX_leuktrF4(e)_pos	20874.939659358533
EX_leuleu(e)_neg	10139.765680681765
EX_lgnc(e)_neg	20.744862884878863
EX_lgnc(e)_pos	9.864614695091374
EX_limnen(e)_neg	7.405421772738608
EX_limnen(e)_pos	0.0
EX_lipoate(e)_neg	0.0
EX_lipoate(e)_pos	0.0
EX_lneldc(e)_neg	13.659372049548379
EX_lneldc(e)_pos	9087.594306566963
EX_lnlc(e)_neg	5.9531158697152655
EX_lnlc(e)_pos	0.0
EX_lnlnca(e)_neg	6.8266927050269715
EX_lnlnca(e)_pos	0.0
EX_lnlncg(e)_neg	12.428194397311735
EX_lnlncg(e)_pos	49.07088263351226
EX_lpchol_hs(e)_neg	13591.40274764647
EX_lys_L(e)_neg	12.240192951678877
EX_lys_L(e)_pos	3.939439070845907
EX_mag_hs(e)_neg	5218.519701689532
EX_mal_L(e)_neg	5313.530810063349
EX_mal_L(e)_pos	9119.99425246197
EX_malcoa(e)_neg	5.257538593341912
EX_malcoa(e)_pos	0.0
EX_malt(e)_neg	3003.1854381066005
EX_malthp(e)_neg	4.275
EX_malthp(e)_pos	19.274181972940863
EX_malthx(e)_neg	2.85
EX_malthx(e)_pos	15.183304421841282
EX_maltpt(e)_neg	2.85
EX_maltpt(e)_pos	13.2
EX_malttr(e)_neg	2.6354569587377332
EX_malttr(e)_pos	30.6
EX_maltttr(e)_neg	2.85
EX_maltttr(e)_pos	20.6
EX_man(e)_neg	5143.718812471038
EX_meoh(e)_neg	5.643924609697656
EX_meoh(e)_pos	21716.60235173763
EX_mepi(e)_neg	0.0
EX_mepi(e)_pos	41652.64435452138
EX_mercplaccys(e)_neg	0.0
EX_mercplaccys(e)_pos	15937.378996145384
EX_met_L(e)_neg	10.657684766212236
EX_met_L(e)_pos	10062.085358677075
EX_mthgxl(e)_neg	0.0
EX_mthgxl(e)_pos	4671.121504840927
EX_n2m2nmasn(e)_neg	58.31072963180456
EX_n2m2nmasn(e)_pos	753.2686369445171
EX_na1(e)_neg	0.0
EX_nac(e)_neg	11.599117077228836
EX_nac(e)_pos	28.848485775534254
EX_nad(e)_neg	4.693555917574999
EX_nad(e)_pos	0.0
EX_nadp(e)_neg	4.693555917574998
EX_nadp(e)_pos	0.0
EX_ncam(e)_neg	2.8499999999999996
EX_ncam(e)_pos	19.38190615209749
EX_nh4(e)_neg	524.1836326381394
EX_nh4(e)_pos	5000.342866444738
EX_nifedipine(e)_neg	0.0
EX_nifedipine(e)_pos	0.0
EX_no(e)_neg	6.634454584940106
EX_no(e)_pos	57376.54946184109
EX_no2(e)_neg	5.3004834120196564
EX_no2(e)_pos	5.429573791037398
EX_npthl(e)_neg	7.405421772738607
EX_npthl(e)_pos	0.0
EX_nrpphr(e)_neg	5.7218123702253925
EX_nrpphr(e)_pos	29370.374956167085
EX_nrpphrsf(e)_neg	0.0
EX_nrpphrsf(e)_pos	71283.57785745585
EX_nrvnc(e)_neg	21.405792494684402
EX_nrvnc(e)_pos	0.0
EX_o2(e)_neg	3728.3311046880303
EX_o2s(e)_neg	3.1733527627222617
EX_o2s(e)_pos	8768.35294286935
EX_oagd3_hs(e)_neg	0.0
EX_oagd3_hs(e)_pos	19077.77056630376
EX_oagt3_hs(e)_neg	0.0
EX_oagt3_hs(e)_pos	18336.946221344853
EX_ocdca(e)_neg	5086.774468656615
EX_ocdcea(e)_neg	6.824662006853426
EX_ocdcea(e)_pos	8823.757904475004
EX_octa(e)_neg	8816.488712285225
EX_oh1(e)_neg	0.0
EX_oh1(e)_pos	0.0
EX_omeprazole(e)_neg	7.40542177273861
EX_omeprazole(e)_pos	0.0
EX_onpthl(e)_neg	0.0
EX_onpthl(e)_pos	7.405421772738607
EX_orn(e)_neg	4.404483865398113
EX_orn(e)_pos	10993.116843406742
EX_orot(e)_neg	6.6962255262586075
EX_orot(e)_pos	8325.670293114323
EX_oxa(e)_neg	0.0
EX_oxa(e)_pos	11199.131917444756
EX_paf_hs(e)_neg	4.684554022305588
EX_paf_hs(e)_pos	6.771611969337089
EX_pan4p(e)_neg	5353.177295933812
EX_pan4p(e)_pos	6566.6832550665595
EX_pchol_hs(e)_neg	13.669148619288073
EX_pchol_hs(e)_pos	10398.499183771857
EX_pe_hs(e)_neg	3325.0
EX_pect(e)_neg	5015.964514888881
EX_pect(e)_pos	0.0
EX_pectindchac(e)_neg	0.0
EX_pectindchac(e)_pos	5015.964514888881
EX_pectingchol(e)_neg	0.0
EX_pectingchol(e)_pos	14192.92969962077
EX_pectintchol(e)_neg	0.0
EX_pectintchol(e)_pos	15152.400168145781
EX_peplys(e)_neg	0.0
EX_peplys(e)_pos	0.0
EX_perillyl(e)_neg	0.0
EX_perillyl(e)_pos	7.405421772738608
EX_pglyc_hs(e)_neg	5.4295737910374
EX_pglyc_hs(e)_pos	13422.065070336232
EX_phe_L(e)_neg	5917.283737184992
EX_pheacgln(e)_neg	0.0
EX_pheacgln(e)_pos	18686.78126851348
EX_pheme(e)_neg	50387.364290508194
EX_phyQ(e)_neg	0.0
EX_phyQ(e)_pos	0.0
EX_phyt(e)_neg	45.726095468051135
EX_phyt(e)_pos	0.0
EX_pi(e)_neg	493.95673643259937
EX_pi(e)_pos	6144.480439473592
EX_pnto_R(e)_neg	285.0
EX_pnto_R(e)_pos	6130.924257097946
EX_ppa(e)_neg	4.569070821809121
EX_ppa(e)_pos	9981.44128129243
EX_ppi(e)_neg	3.775816721294786
EX_ppi(e)_pos	21421.359174054644
EX_prgstrn(e)_neg	6.228694967427711
EX_prgstrn(e)_pos	60674.46240848401
EX_pro_D(e)_neg	0.0
EX_pro_D(e)_pos	0.0
EX_pro_L(e)_neg	6.385268982520856
EX_pro_L(e)_pos	8120.887797391519
EX_progly(e)_neg	9319.962663502922
EX_prostgd2(e)_neg	2.654586964324047
EX_prostgd2(e)_pos	135.7522500766668
EX_prostge1(e)_neg	4.281284432466401
EX_prostge1(e)_pos	15.543853297399204
EX_prostge2(e)_neg	3.353691226650653
EX_prostge2(e)_pos	16.141750776418846
EX_prostgf2(e)_neg	4.975813018976036
EX_prostgf2(e)_pos	141.56648678824067
EX_prostgh2(e)_neg	2.654586964324047
EX_prostgh2(e)_pos	132.7023815500392
EX_prostgi2(e)_neg	6.135853737299957
EX_prostgi2(e)_pos	161.1961085004147
EX_prpp(e)_neg	3.981712143726811
EX_prpp(e)_pos	26480.469454325812
EX_ps_hs(e)_neg	6.40145403864954
EX_ps_hs(e)_pos	14236.08021026641
EX_psyl(e)_neg	3800.0
EX_psyl(e)_pos	0.0
EX_psylchol(e)_neg	0.0
EX_psylchol(e)_pos	13594.601487231135
EX_psyltchol(e)_neg	0.0
EX_psyltchol(e)_pos	14689.872221790667
EX_psyltdechol(e)_neg	0.0
EX_psyltdechol(e)_pos	3800.0
EX_ptdca(e)_neg	28.48438233183913
EX_ptdca(e)_pos	0.0
EX_ptrc(e)_neg	5.608436801355604
EX_ptrc(e)_pos	14182.279185418378
EX_ptth(e)_neg	6130.7611200180245
EX_ptth(e)_pos	5651.741809611122
EX_pydam(e)_neg	10076.389257221703
EX_pydx(e)_neg	7814.31576832418
EX_pydx5p(e)_neg	8.982388729100581
EX_pydx5p(e)_pos	9520.14223625894
EX_pydxn(e)_neg	9037.971720755684
EX_pyr(e)_neg	3.5447918149998925
EX_pyr(e)_pos	4333.64110982007
EX_q10(e)_neg	5533.380587354171
EX_q10h2(e)_pos	5533.380587354171
EX_rbt(e)_neg	0.0
EX_rbt(e)_pos	6405.184752828721
EX_retfa(e)_neg	5.4295737910374
EX_retfa(e)_pos	1207.0586227290542
EX_retinol(e)_neg	794.6720681640886
EX_retinol(e)_pos	23.8207936378511
EX_retinol_9_cis(e)_neg	0.0
EX_retinol_9_cis(e)_pos	1598.9219699669313
EX_retinol_cis_11(e)_neg	0.0
EX_retinol_cis_11(e)_pos	1598.9219699669313
EX_retn(e)_neg	340.3593603174848
EX_retn(e)_pos	816.1604069669595
EX_retnglc(e)_neg	0.0
EX_retnglc(e)_pos	3888.4671894618346
EX_rib_D(e)_neg	4956.194828742881
EX_ribflv(e)_neg	17230.96875828927
EX_s2l2fn2m2masn(e)_neg	4.044005039493515
EX_s2l2fn2m2masn(e)_pos	783.7552801279741
EX_s2l2n2m2masn(e)_neg	74.12135836053375
EX_s2l2n2m2masn(e)_pos	649.0732754821737
EX_sarcs(e)_neg	9.921192598657257
EX_sarcs(e)_pos	0.0
EX_sbt-d(e)_neg	4929.2351223080095
EX_sel(e)_neg	0.0
EX_sel(e)_pos	0.0
EX_ser_D(e)_neg	0.0
EX_ser_D(e)_pos	0.0
EX_ser_L(e)_neg	3.482167265996031
EX_ser_L(e)_pos	6631.328999454315
EX_sfcys(e)_pos	21364.090044704513
EX_sl_L(e)_neg	0.0
EX_sl_L(e)_pos	14706.615605531664
EX_so3(e)_neg	0.0
EX_so3(e)_pos	0.0
EX_so4(e)_neg	1192.3233083143168
EX_so4(e)_pos	13536.677984251251
EX_spc_hs(e)_neg	11.343880652631608
EX_spc_hs(e)_pos	27883.897331846656
EX_sph1p(e)_neg	13.028845248791924
EX_sph1p(e)_pos	19093.534007714792
EX_sphs1p(e)_neg	9.272835809673726
EX_sphs1p(e)_pos	32091.63311946111
EX_spmd(e)_neg	5.489898118573969
EX_spmd(e)_pos	23527.325984668914
EX_sprm(e)_neg	2.0019566671245292
EX_sprm(e)_pos	15133.792259544942
EX_srtn(e)_neg	0.0
EX_srtn(e)_pos	7.47729179118987
EX_strch1(e)_neg	13.44388945590767
EX_strch1(e)_pos	0.0
EX_strch2(e)_neg	5.3781854381066
EX_strch2(e)_pos	13.44388945590767
EX_strdnc(e)_neg	9.498707505105521
EX_strdnc(e)_pos	6.847191632357525
EX_succ(e)_neg	6.141719133160748
EX_succ(e)_pos	5430.262087668752
EX_sucr(e)_neg	3.4781854381066006
EX_sucr(e)_pos	0.0
EX_tag_hs(e)_neg	8.186968271642526
EX_tag_hs(e)_pos	7.94241909537023
EX_tagat_D(e)_neg	6.949400427102567
EX_tagat_D(e)_pos	0.0
EX_taur(e)_neg	2.3032222257575223
EX_taur(e)_pos	2850.0
EX_taxol(e)_neg	7.405421772738608
EX_taxol(e)_pos	0.0
EX_tchola(e)_neg	3.8
EX_tchola(e)_pos	12801.407587990096
EX_tcynt(e)_neg	5.3004834120196564
EX_tcynt(e)_pos	11.105401180577033
EX_tdchola(e)_neg	5.474539818925995
EX_tdchola(e)_pos	66483.5757998336
EX_tdcrn_neg	0.0
EX_tdcrn_pos	7998.523845677057
EX_tdechola(e)_neg	3800.0
EX_tdechola(e)_pos	0.0
EX_tetdec2crn_neg	0.0
EX_tetdec2crn_pos	12408.125110965753
EX_tetdece1crn_neg	0.0
EX_tetdece1crn_pos	12408.125110965753
EX_tethex3(e)_neg	10.01775196943267
EX_tethex3(e)_pos	7.718254086419781
EX_tetpent3(e)_neg	7.718254086419781
EX_tetpent3(e)_pos	0.0
EX_tetpent6(e)_neg	10.725618666740301
EX_tetpent6(e)_pos	0.0
EX_tettet6(e)_neg	10.01775196943267
EX_tettet6(e)_pos	0.0
EX_thf(e)_neg	6.14123471952552
EX_thf(e)_pos	4917.366156150308
EX_thm(e)_neg	12020.374204911323
EX_thmmp(e)_neg	9.057687133802945
EX_thmmp(e)_pos	12020.374204911324
EX_thmtp(e)_neg	0.0
EX_thmtp(e)_pos	27445.921962599008
EX_thr_L(e)_neg	4.824904967326644
EX_thr_L(e)_pos	0.0
EX_thym(e)_neg	9.204009342496047
EX_thym(e)_pos	11904.775856839908
EX_thymd(e)_neg	6.112701451996082
EX_thymd(e)_pos	0.0
EX_thyox_L(e)_neg	0.0
EX_thyox_L(e)_pos	9.861752238308279
EX_tmndnc(e)_neg	13.00452524519031
EX_tmndnc(e)_pos	239.01972870090182
EX_tolbutamide(e)_neg	7.40542177273861
EX_tolbutamide(e)_pos	0.0
EX_tre(e)_neg	3.058919635834994
EX_tre(e)_pos	0.0
EX_triodthy(e)_neg	9.8797904231621
EX_triodthy(e)_pos	10.613537789200073
EX_triodthysuf(e)_neg	0.0
EX_triodthysuf(e)_pos	20.913866412002438
EX_trp_L(e)_neg	7.237813319044704
EX_trp_L(e)_pos	0.0
EX_tststerone(e)_neg	8.913188656777209
EX_tststerone(e)_pos	54047.55355194285
EX_tststeroneglc(e)_neg	0.0
EX_tststeroneglc(e)_pos	67534.74298081927
EX_tststerones(e)_neg	0.0
EX_tststerones(e)_pos	59711.683349374165
EX_tsul(e)_neg	11.847249284251328
EX_tsul(e)_pos	0.0
EX_ttdca(e)_neg	7173.808435269911
EX_txa2(e)_neg	0.0
EX_txa2(e)_pos	167.5992301082347
EX_tymsf(e)_neg	0.0
EX_tymsf(e)_pos	19331.52994385146
EX_tyr_L(e)_neg	3.2915884673492077
EX_tyr_L(e)_pos	5452.103664275165
EX_udp(e)_neg	3.08374498691835
EX_udp(e)_pos	22656.1686526616
EX_udpg(e)_neg	5.312140115243418
EX_udpg(e)_pos	0.0
EX_udpgal(e)_neg	5.7
EX_udpgal(e)_pos	0.0
EX_ump(e)_neg	3.3804375655598164
EX_ump(e)_pos	14490.620032038942
EX_ura(e)_neg	5.622307585494073
EX_ura(e)_pos	7235.306087471211
EX_urate(e)_neg	4.75
EX_urate(e)_pos	8757.781218656366
EX_urea(e)_neg	4.75
EX_urea(e)_pos	11139.784000109366
EX_uri(e)_neg	4.93352106916731
EX_uri(e)_pos	5767.004923723646
EX_utp(e)_neg	3.08374498691835
EX_utp(e)_pos	26075.23089305019
EX_vacc(e)_neg	7.715679114277623
EX_vacc(e)_pos	8790.5517404562
EX_val_L(e)_neg	6.238143037035364
EX_val_L(e)_pos	7616.69428539697
EX_vitd2(e)_neg	0.0
EX_vitd2(e)_pos	0.0
EX_vitd3(e)_neg	7487.23689650779
EX_whddca(e)_neg	0.0
EX_whddca(e)_pos	7.405421772738606
EX_whhdca(e)_neg	0.0
EX_whhdca(e)_pos	17923.01890667259
EX_whtststerone(e)_neg	0.0
EX_whtststerone(e)_pos	0.0
EX_whttdca(e)_neg	0.0
EX_whttdca(e)_pos	7480.396654412867
EX_xolest2_hs(e)_neg	5.4295737910374
EX_xolest2_hs(e)_pos	14689.321280845787
EX_xolest_hs(e)_neg	0.0
EX_xolest_hs(e)_pos	0.0
EX_xoltri24(e)_neg	0.0
EX_xoltri24(e)_pos	53326.06407999615
EX_xoltri25(e)_neg	0.0
EX_xoltri25(e)_pos	53663.09893565458
EX_xoltri27(e)_neg	0.0
EX_xoltri27(e)_pos	53556.10026527672
