,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id,reaction_name,formula,associated_genes,subsystem,EC_number,confidence
41R2A1H12BOOX_pos,0.0,3.818334157281001e-07,-3.707298521798329,4.852858114338167e-06,41R2A1H12BOOX,"4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)","1.00 * Water [c] + 1.00 * O2 [c] + 1.00 * Norepinephrine [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * Ammonium [c] + 1.00 * 3,4-Dihydroxymandelaldehyde [c]
MAOA; MAOB",MAOA; MAOB,Tyrosine metabolism,1.4.3.4,4.0
4NPHSULT_pos,64.0,0.002363332417024863,-1.2305513494686733,0.0031244570327005365,4NPHSULT,4-Nitrophenol Sulfotransferase,"1.00 * (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate [c] + 1.00 * 4-nitrophenolate [c] --> 1.00 * proton [c] + 1.00 * adenosine 3',5'-bismonophosphate(4-) [c] + 1.00 * 4-Nitrophenyl sulfate [c]
SULT1A1",SULT1A1,Cytochrome metabolism,2.8.2.1,4.0
5ADTSTSTERONESULT_pos,6.0,1.0249638777286962e-06,-2.4821559477088684,4.852858114338167e-06,5ADTSTSTERONESULT,5alpha-Dihydrotestosterone sulfotransferase,"1.00 * (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate [c] + 1.00 * 17beta-hydroxy-5alpha-androstan-3-one [c] --> 1.00 * proton [c] + 1.00 * adenosine 3',5'-bismonophosphate(4-) [c] + 1.00 * 5alpha-Dihydrotestosterone sulfate [c]
SULT1A1; SULT2A1",SULT1A1; SULT2A1,Steroid metabolism,2.8.2.2,4.0
5HLTDL_pos,20.0,8.95068790134129e-06,-2.568412074325789,1.848212277688332e-05,5HLTDL,5-Hydroxy-L-tryptophan decarboxy-lyase,"1.00 * proton [c] + 1.00 * 5-hydroxy-L-tryptophan [c] --> 1.00 * carbon dioxide [c] + 1.00 * serotonin(1+) [c]
DDC",DDC,Tryptophan metabolism,4.1.1.28,4.0
A4GALTg_pos,4.0,7.403996756761338e-07,-2.922467027241611,4.852858114338167e-06,A4GALTg,Lactosylceramide 4-alpha-galactosyltransferase,"1.00 * galactosyl glucosyl ceramide [g] + 1.00 * UDP-D-galactose(2-) [g] --> 1.00 * proton [g] + 1.00 * trihexosyl ceramide [g] + 1.00 * UDP [g]
A4GALT",A4GALT,Sphingolipid metabolism,2.4.1.228,4.0
AACOAT_pos,17.0,5.717080058297835e-06,-2.2311631318039247,1.2705994341227802e-05,AACOAT,Acetoacetyl-CoA:acetate CoA-transferase,"1.00 * ATP [c] + 1.00 * Coenzyme A [c] + 1.00 * acetoacetate [c] --> 1.00 * Acetoacetyl-CoA [c] + 1.00 * AMP [c] + 1.00 * Diphosphate [c]
AACS",AACS,Propanoate metabolism,6.2.1.16,4.0
AACTOOR_pos,31.0,4.297192229158306e-05,-1.770610873731767,7.386098224616753e-05,AACTOOR,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing),"1.00 * Water [c] + 1.00 * O2 [c] + 1.00 * ammonioacetone [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * Ammonium [c] + 1.00 * methylglyoxal [c]
AOC3",AOC3,"Glycine, serine, alanine and threonine metabolism",1.4.3.6,4.0
AATAi_neg,0.0,3.818334157281001e-07,-3.891367529406271,4.852858114338167e-06,AATAi,"2-aminoadipate transaminase, irreversible","1.00 * L-2-aminoadipate(1-) [c] + 1.00 * 2-Oxoglutarate [c] --> 1.00 * 2-oxoadipate(2-) [c] + 1.00 * L-glutamate(1-) [c]
AADAT",AADAT,Lysine metabolism,2.6.1.39,4.0
AATAi_pos,75.0,0.007142655849520817,-1.1050815656645403,0.00900709910435897,AATAi,"2-aminoadipate transaminase, irreversible","1.00 * L-2-aminoadipate(1-) [c] + 1.00 * 2-Oxoglutarate [c] --> 1.00 * 2-oxoadipate(2-) [c] + 1.00 * L-glutamate(1-) [c]
AADAT",AADAT,Lysine metabolism,2.6.1.39,4.0
ABTArm_neg,126.0,0.28619909987545633,-0.39620809388858996,0.306609967487605,ABTArm,"4-aminobutyrate transaminase, reversible (mitochondrial)","1.00 * 2-Oxoglutarate [m] + 1.00 * 4-Aminobutanoate [m] --> 1.00 * L-glutamate(1-) [m] + 1.00 * Succinic semialdehyde [m]
ABAT",ABAT,Glutamate metabolism,2.6.19.4,4.0
ABTArm_pos,57.0,0.0011017651365777667,-1.1521630624320411,0.0015119577579975842,ABTArm,"4-aminobutyrate transaminase, reversible (mitochondrial)","1.00 * 2-Oxoglutarate [m] + 1.00 * 4-Aminobutanoate [m] --> 1.00 * L-glutamate(1-) [m] + 1.00 * Succinic semialdehyde [m]
ABAT",ABAT,Glutamate metabolism,2.6.19.4,4.0
ABUTD_pos,36.0,8.434297185988848e-05,-1.684302292128734,0.0001393453326901128,ABUTD,Aminobutyraldehyde dehydrogenase,"1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 4-Aminobutanal [c] --> 2.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 4-Aminobutanoate [c]
ALDH9A1",ALDH9A1,beta-Alanine metabolism,1.2.1.19,4.0
ACACT10m_neg,0.0,3.818334157281001e-07,-3.187221931772628,4.852858114338167e-06,ACACT10m,"acetyl-CoA C-acetyltransferase, mitochondrial","1.00 * Coenzyme A [m] + 1.00 * 2-methylacetoacetyl-CoA(4-) [m] --> 1.00 * Acetyl-CoA [m] + 1.00 * Propanoyl-CoA [m]
ACAA2; ACAT1; HADHB",ACAA2; ACAT1; HADHB,"Valine, leucine, and isoleucine metabolism",2.3.1.9,4.0
ACACT10m_pos,0.0,3.818334157281001e-07,-3.562141196562946,4.852858114338167e-06,ACACT10m,"acetyl-CoA C-acetyltransferase, mitochondrial","1.00 * Coenzyme A [m] + 1.00 * 2-methylacetoacetyl-CoA(4-) [m] --> 1.00 * Acetyl-CoA [m] + 1.00 * Propanoyl-CoA [m]
ACAA2; ACAT1; HADHB",ACAA2; ACAT1; HADHB,"Valine, leucine, and isoleucine metabolism",2.3.1.9,4.0
ACACT1r_neg,17.0,5.717080058297835e-06,-2.3906183745271856,1.2705994341227802e-05,ACACT1r,acetyl-CoA C-acetyltransferase,"2.00 * Acetyl-CoA [c] --> 1.00 * Coenzyme A [c] + 1.00 * Acetoacetyl-CoA [c]
ACAT3",ACAT3,Tryptophan metabolism,2.3.1.9,0.0
ACACT1r_pos,13.0,3.102209052989918e-06,-2.5617399974955335,8.1053908985018e-06,ACACT1r,acetyl-CoA C-acetyltransferase,"2.00 * Acetyl-CoA [c] --> 1.00 * Coenzyme A [c] + 1.00 * Acetoacetyl-CoA [c]
ACAT3",ACAT3,Tryptophan metabolism,2.3.1.9,0.0
ACACT1rm_pos,12.0,2.6560461936498363e-06,-2.3976635712379086,7.3601567323133256e-06,ACACT1rm,"acetyl-CoA C-acetyltransferase, mitochondrial","2.00 * Acetyl-CoA [m] --> 1.00 * Coenzyme A [m] + 1.00 * Acetoacetyl-CoA [m]
ACAT1; HADHA; HADHB",ACAT1; HADHA; HADHB,Tryptophan metabolism,2.3.1.9,0.0
ACACT1x_pos,1.0,4.5124337237472066e-07,-2.551363169480008,4.852858114338167e-06,ACACT1x,"acetyl-CoA C-acetyltransferase, mitochondrial","2.00 * Acetyl-CoA [x] --> 1.00 * Acetoacetyl-CoA [x] + 1.00 * Coenzyme A [x]
ACAT3",ACAT3,Cholesterol metabolism,2.3.1.9,4.0
ACACT4p_pos,2.0,5.327479067501192e-07,-3.0649888259547193,4.852858114338167e-06,ACACT4p,"acetyl-CoA C-acetyltransferase (octanoyl-CoA), peroxisomal","1.00 * Coenzyme A [x] + 1.00 * 3-Oxodecanoyl-CoA [x] --> 1.00 * Acetyl-CoA [x] + 1.00 * Octanoyl-CoA (n-C8:0CoA) [x]
ACAA1B",ACAA1B,Fatty acid oxidation,2.3.1.16,4.0
ACACT5p_pos,2.0,5.327479067501192e-07,-3.0649888259547877,4.852858114338167e-06,ACACT5p,"acetyl-CoA C-acyltransferase (decanoyl-CoA), peroxisomal","1.00 * Coenzyme A [x] + 1.00 * 3-Oxododecanoyl-CoA [x] --> 1.00 * Acetyl-CoA [x] + 1.00 * Decanoyl-CoA (n-C10:0CoA) [x]
ACAA1B",ACAA1B,Fatty acid oxidation,2.3.1.16,4.0
ACACT6p_pos,2.0,5.327479067501192e-07,-3.0649888259545794,4.852858114338167e-06,ACACT6p,"acetyl-CoA C-acetyltransferase (dodecanoyl), peroxisomal","1.00 * Coenzyme A [x] + 1.00 * 3-Oxotetradecanoyl-CoA [x] --> 1.00 * Acetyl-CoA [x] + 1.00 * Dodecanoyl-CoA (n-C12:0CoA) [x]
ACAA1B",ACAA1B,Fatty acid oxidation,2.3.1.16,4.0
ACACT7p_pos,2.0,5.327479067501192e-07,-3.0600108402104484,4.852858114338167e-06,ACACT7p,"acetyl-CoA acyltransferase (tetradecanoyl-CoA), peroxisomal","1.00 * Coenzyme A [x] + 1.00 * 3-oxopalmitoyl-CoA(4-) [x] --> 1.00 * Acetyl-CoA [x] + 1.00 * Tetradecanoyl-CoA (n-C14:0CoA) [x]
ACAA1B",ACAA1B,Fatty acid oxidation,2.3.1.16,4.0
ACCOACm_pos,83.0,0.014873974127707482,-1.2043052047913545,0.018220618306441665,ACCOACm,"Acetyl-Coa carboxylase, beta isoform","1.00 * Acetyl-CoA [m] + 1.00 * ATP [m] + 1.00 * Bicarbonate [m] --> 1.00 * proton [m] + 1.00 * ADP [m] + 1.00 * Malonyl-CoA [m] + 1.00 * hydrogenphosphate [m]
ACACB",ACACB,Fatty acid oxidation,6.4.1.2,4.0
ACCOAL_pos,28.0,2.8341608254942933e-05,-1.7847445073804917,5.03253061161972e-05,ACCOAL,acetate-CoA ligase (ADP-forming),"1.00 * ATP [c] + 1.00 * Coenzyme A [c] + 1.00 * propionate [c] --> 1.00 * ADP [c] + 1.00 * hydrogenphosphate [c] + 1.00 * Propanoyl-CoA [c]
ACSS2",ACSS2,Propanoate metabolism,6.2.1.13,4.0
ACGAM2E_neg,7.0,1.2041811510374454e-06,-2.629814101202683,4.997725740280054e-06,ACGAM2E,N-acetylglucosamine 2-epimerase,"1.00 * N-acetyl-D-glucosamine [c] --> 1.00 * N-acetyl-D-mannosamine [c]
RENBP",RENBP,Aminosugar metabolism,5.1.3.8,4.0
ACGAM2E_pos,2.0,5.327479067501192e-07,-3.3608258602577195,4.852858114338167e-06,ACGAM2E,N-acetylglucosamine 2-epimerase,"1.00 * N-acetyl-D-glucosamine [c] --> 1.00 * N-acetyl-D-mannosamine [c]
RENBP",RENBP,Aminosugar metabolism,5.1.3.8,4.0
ACGAMK_pos,7.0,1.2041811510374454e-06,-2.6298141012026757,4.997725740280054e-06,ACGAMK,N-acetylglucosamine kinase,"1.00 * ATP [c] + 1.00 * N-acetyl-D-glucosamine [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * N-acetyl-D-glucosamine 6-phosphate(2-) [c]
NAGK",NAGK,Aminosugar metabolism,2.7.1.59,4.0
ACGAMPM_pos,7.0,1.2041811510374454e-06,-2.6298141012026885,4.997725740280054e-06,ACGAMPM,phosphoacetylglucosamine mutase,"1.00 * N-acetyl-D-glucosamine 6-phosphate(2-) [c] --> 1.00 * N-Acetyl-D-glucosamine 1-phosphate [c]
PGM3",PGM3,Aminosugar metabolism,5.4.2.3,4.0
ACGPID_pos,13.0,3.102209052989918e-06,-2.5223900371437322,8.1053908985018e-06,ACGPID,N-acetylglucosaminylphosphatidylinositol deacetylase,"1.00 * Water [c] + 1.00 * 6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol(1-) [c] --> 1.00 * acetate [c] + 1.00 * 6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol [c]
PIGL",PIGL,Phosphatidylinositol phosphate metabolism,3.5.1.89,4.0
ACHEe_pos,16.0,4.913985671500474e-06,-2.338789335359976,1.129521501706773e-05,ACHEe,Acetylcholinesterase,"1.00 * Water [e] + 1.00 * acetylcholine [e] --> 1.00 * proton [e] + 1.00 * acetate [e] + 1.00 * Choline [e]
ACHE",ACHE,Glycerophospholipid metabolism,3.1.1.7,4.0
ACITL_pos,31.0,4.297192229158306e-05,-1.8375091838058017,7.386098224616753e-05,ACITL,ATP-Citrate lyase,"1.00 * ATP [c] + 1.00 * Coenzyme A [c] + 1.00 * Citrate [c] --> 1.00 * ADP [c] + 1.00 * hydrogenphosphate [c] + 1.00 * Acetyl-CoA [c] + 1.00 * Oxaloacetate [c]
ACLY",ACLY,Other,2.3.3.8,4.0
ACNAM9PL2_pos,6.0,1.0249638777286962e-06,-2.8387922444412617,4.852858114338167e-06,ACNAM9PL2,N-Acetylneuraminate 9-phosphate pyruvate-lyase (pyruvate-phosphorylating),"1.00 * Water [c] + 1.00 * Phosphoenolpyruvate [c] + 1.00 * D-Mannose 6-phosphate [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * 2-keto-3-deoxy-D-glycero-D-galactononic acid 9-phosphate [c]
NANS",NANS,Aminosugar metabolism,2.5.1.56,4.0
ACNAM9PL_pos,14.0,3.6197823930798668e-06,-2.361947353197043,9.066343405628843e-06,ACNAM9PL,N-Acetylneuraminate 9-phosphate pyruvate-lyase (pyruvate-phosphorylating),"1.00 * Water [c] + 1.00 * N-acetyl-D-mannosamine 6-phosphate(2-) [c] + 1.00 * Phosphoenolpyruvate [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * N-Acetylneuraminate 9-phosphate [c]
NANS",NANS,Aminosugar metabolism,2.5.1.56,4.0
ACOAD1fm_pos,6.0,1.0249638777286962e-06,-2.580070217277018,4.852858114338167e-06,ACOAD1fm,"acyl-CoA dehydrogenase (butanoyl-CoA), mitochondrial","1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * Butanoyl-CoA [m] --> 1.00 * crotonoyl-CoA(4-) [m] + 1.00 * Flavin adenine dinucleotide reduced [m]
ACAD11; ACAD12; ACAD8; ACAD9; ACADM; ACADS; ACADSB",ACAD11; ACAD12; ACAD8; ACAD9; ACADM; ACADS; ACADSB,Butanoate metabolism,1.3.99.2,4.0
ACOAD9m_pos,12.0,2.6560461936498363e-06,-2.284114109084137,7.3601567323133256e-06,ACOAD9m,"acyl-CoA dehydrogenase (isobutyryl-CoA), mitochondrial","1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * isobutyryl-CoA(4-) [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * 2-Methylprop-2-enoyl-CoA [m]
ACAD8; ACADM",ACAD8; ACADM,"Valine, leucine, and isoleucine metabolism",1.3.99.12,4.0
ACOAHi_pos,17.0,5.717080058297835e-06,-2.2473587318312176,1.2705994341227802e-05,ACOAHi,acetyl-CoA hydrolase,"1.00 * Water [c] + 1.00 * Acetyl-CoA [c] --> 1.00 * proton [c] + 1.00 * Coenzyme A [c] + 1.00 * acetate [c]
ACOT12",ACOT12,Pyruvate metabolism,3.1.2.1,0.0
ACOAO7p_pos,0.0,3.818334157281001e-07,-3.934600877001659,4.852858114338167e-06,ACOAO7p,"acyl-CoA oxidase (hexadecanoyl-CoA), peroxisomal","1.00 * Palmitoyl-CoA (n-C16:0CoA) [x] + 1.00 * O2 [x] --> 1.00 * Hydrogen peroxide [x] + 1.00 * trans-Hexadec-2-enoyl-CoA [x]
ACOX1",ACOX1,Fatty acid oxidation,1.3.3.6,4.0
ACOX2x_pos,17.0,5.717080058297835e-06,-2.2631015238287038,1.2705994341227802e-05,ACOX2x,"acyl-Coenzyme A oxidase 2, branched chain","1.00 * O2 [x] + 1.00 * Flavin adenine dinucleotide reduced [x] + 1.00 * 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA(S) [x] --> 1.00 * Flavin adenine dinucleotide oxidized [x] + 2.00 * Water [x] + 1.00 * 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA [x]
ACOX2",ACOX2,Bile acid synthesis,1.3.3.6,4.0
ACS2_pos,16.0,4.913985671500474e-06,-2.240560030058747,1.129521501706773e-05,ACS2,acetyl-CoA synthase (propionate),"1.00 * ATP [c] + 1.00 * Coenzyme A [c] + 1.00 * propionate [c] --> 1.00 * AMP [c] + 1.00 * Diphosphate [c] + 1.00 * Propanoyl-CoA [c]
AACS; ACSS2",AACS; ACSS2,Propanoate metabolism,6.2.1.16,4.0
ACS_pos,25.0,1.852998601250972e-05,-1.826278804376942,3.4293805048331836e-05,ACS,acetyl-CoA synthetase,"1.00 * ATP [c] + 1.00 * Coenzyme A [c] + 1.00 * acetate [c] --> 1.00 * AMP [c] + 1.00 * Diphosphate [c] + 1.00 * Acetyl-CoA [c]
AACS; ACSS2",AACS; ACSS2,Glycolysis/gluconeogenesis,6.2.1.1,4.0
ADA_pos,4.0,7.403996756761338e-07,-3.3703481680175225,4.852858114338167e-06,ADA,Adenosine deaminase,"1.00 * Water [c] + 1.00 * proton [c] + 1.00 * Adenosine [c] --> 1.00 * Ammonium [c] + 1.00 * Inosine [c]
ADA",ADA,Purine catabolism,3.5.4.4,4.0
ADAe_pos,0.0,3.818334157281001e-07,-3.505170295094764,4.852858114338167e-06,ADAe,"Adenosine deaminase, extracellular","1.00 * proton [e] + 1.00 * Water [e] + 1.00 * Adenosine [e] --> 1.00 * Inosine [e] + 1.00 * Ammonium [e]
ADA",ADA,Purine catabolism,3.5.4.4,4.0
ADKd_neg,83.0,0.014873974127707482,-0.8616469659191571,0.018220618306441665,ADKd,adenylate kinase (d form),"1.00 * dAMP(2-) [c] + 1.00 * dATP [c] --> 2.00 * dADP [c]
AK5",AK5,Nucleotide interconversion,2.7.4.3,4.0
ADKd_pos,114.0,0.14747011776483582,-0.4658696598798654,0.1617769202345587,ADKd,adenylate kinase (d form),"1.00 * dAMP(2-) [c] + 1.00 * dATP [c] --> 2.00 * dADP [c]
AK5",AK5,Nucleotide interconversion,2.7.4.3,4.0
ADMDC_pos,17.0,5.717080058297835e-06,-2.056391953945568,1.2705994341227802e-05,ADMDC,adenosylmethionine decarboxylase,"1.00 * proton [c] + 1.00 * S-Adenosyl-L-methionine [c] --> 1.00 * carbon dioxide [c] + 1.00 * S-Adenosylmethioninamine [c]
AMD1",AMD1,Arginine and Proline Metabolism,4.1.1.50,4.0
ADNCYC_pos,14.0,3.6197823930798668e-06,-2.283013854937056,9.066343405628843e-06,ADNCYC,adenylate cyclase,"1.00 * ATP [c] --> 1.00 * Diphosphate [c] + 1.00 * 3',5'-cyclic AMP(1-) [c]
ADCY1; ADCY10; ADCY2; ADCY3; ADCY4; ADCY5; ADCY6; ADCY7; ADCY8; ADCY9",ADCY1; ADCY10; ADCY2; ADCY3; ADCY4; ADCY5; ADCY6; ADCY7; ADCY8; ADCY9,Nucleotide interconversion,4.6.1.1,4.0
ADPRDP_pos,16.0,4.913985671500474e-06,-2.4801742983014026,1.129521501706773e-05,ADPRDP,ADPribose diphosphatase,"1.00 * Water [c] + 1.00 * ADPribose [c] --> 2.00 * proton [c] + 1.00 * AMP [c] + 1.00 * alpha-D-Ribose 5-phosphate [c]
NUDT5",NUDT5,Nucleotide interconversion,3.6.1.13,4.0
ADPT_pos,9.0,1.657232153123406e-06,-2.8089520348776156,5.233632385362613e-06,ADPT,adenine phosphoribosyltransferase,"1.00 * Adenine [c] + 1.00 * 5-Phospho-alpha-D-ribose 1-diphosphate [c] --> 1.00 * AMP [c] + 1.00 * Diphosphate [c]
APRT",APRT,Nucleotide salvage pathway,2.4.2.7,4.0
ADRNCPT1_pos,2.0,5.327479067501192e-07,-2.9207862830799183,4.852858114338167e-06,ADRNCPT1,carnitine O-palmitoyltransferase,"1.00 * adrenyl coenzyme A [c] + 1.00 * L-Carnitine [c] --> 1.00 * Coenzyme A [c] + 1.00 * Adrenyl carnitine [c]
CPT1A; CPT1B; CPT1C",CPT1A; CPT1B; CPT1C,Fatty acid oxidation,2.3.1.21,4.0
ADSK_pos,28.0,2.8341608254942933e-05,-1.8680988244681913,5.03253061161972e-05,ADSK,adenylyl-sulfate kinase,"1.00 * ATP [c] + 1.00 * 5'-adenylyl sulfate(2-) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate [c]
PAPSS1; PAPSS2",PAPSS1; PAPSS2,Nucleotide interconversion,2.7.1.25,4.0
