	WT-911-a_S119_L007_R1_001	WT-DHA-c_S134_L007_R1_001	WT-EPA-d_S142_L007_R1_001	Ob-a_S121_L007_R1_001
EBASTINEtr_neg	0.0	0.0	0.0	0.0
EBP1r_pos	7.38404980679516	7.007083347243857	7.294345048338336	6.69641119920883
EBP2r_pos	7.38404980679516	7.007083347243857	7.294345048338336	6.69641119920883
ECGISOr_pos	0.0	0.0	0.0	0.0
ECGISOr_neg	0.0	0.0	0.0	0.0
ECOAH12m_pos	8.30060423774716	8.376147100099132	8.15294391970042	8.99102574579393
ECOAH12m_neg	8.30060423774716	8.376147100099132	8.15294391970042	8.99102574579393
ECOAH1m_pos	8.4338566381542	8.507576634092741	8.308748569966726	9.071717091050374
ECOAH1m_neg	8.4338566381542	8.507576634092741	8.308748569966726	9.071717091050374
ECOAH1x_pos	8.563577634904892	8.948717641263174	8.459308656433643	9.987278225746765
ECOAH1x_neg	8.563577634904892	8.948717641263174	8.459308656433643	9.987278225746765
ECOAH9m_pos	8.30060423774716	8.376147100099132	8.15294391970042	8.99102574579393
ECOAH9m_neg	8.30060423774716	8.376147100099132	8.15294391970042	8.99102574579393
EGMESTr_pos	9.360605700558422	9.039440020780434	9.055472251308435	9.057423194320164
EHGLAT_pos	7.731047439337348	7.183784233127527	6.803227036434928	5.704595347632403
EHGLAT2m_pos	8.15891258450803	8.375908263075013	8.310112863701816	8.831972218865868
EHGLATm_pos	8.15891258450803	8.375908263075013	8.310112863701816	8.831972218865868
EICOSTETCPT1_pos	6.832636887566866	7.26697389152185	6.6946016533561234	7.506843098969815
EICOSTETCPT2_pos	6.205744385062756	6.507794640198696	6.18824265626441	7.171427026607544
EICOSTETCRNt_pos	6.036063688743695	5.997969782267101	5.918624755574591	7.7230123963923685
EICOSTETt_pos	0.0	0.0	0.0	0.0
EICOSTETt_neg	0.0	0.0	0.0	0.0
ELAIDCPT1_pos	6.832636887566866	7.26697389152185	6.6946016533561234	7.506843098969815
ELAIDCPT2_pos	6.205744385062756	6.507794640198696	6.18824265626441	7.171427026607544
ELAIDCRNt_pos	6.036063688743695	5.997969782267101	5.918624755574591	7.7230123963923685
ELAIDt_pos	9.709083812550343	9.69355665122852	9.638327300488717	10.183312816859639
ELAIDt_neg	9.709083812550343	9.69355665122852	9.638327300488717	10.183312816859639
ENGASE_pos	1.7990873060740036	2.1009776477248208	1.632268215499513	1.903038270112912
ENGASE2_pos	1.7990873060740036	2.1009776477248208	1.632268215499513	1.903038270112912
ENGASE2ly_pos	0.0	0.0	0.0	0.0
ENGASE3ly_pos	0.0	0.0	0.0	0.0
ENGASEly_pos	0.0	0.0	0.0	0.0
ENMAN1g_pos	0.0	0.0	0.0	0.0
ENMAN2g_pos	0.0	0.0	0.0	0.0
ENMAN3g_pos	0.0	0.0	0.0	0.0
ENMAN4g_pos	0.0	0.0	0.0	0.0
ENMAN5g_pos	0.0	0.0	0.0	0.0
ENMAN6g_pos	0.0	0.0	0.0	0.0
ENO_pos	8.253516607889932	8.194018084222154	8.136529785918725	9.229059119634156
ENO_neg	8.253516607889932	8.194018084222154	8.136529785918725	9.229059119634156
EPCTX_pos	8.492934712055126	8.231509210867046	8.503189699170994	8.035843815994525
ESTRADIOLGLCt_pos	0.3785116232537299	0.23878685958711648	0.23878685958711648	0.29865831556451516
ESTRADIOLGLCt_neg	0.3785116232537299	0.23878685958711648	0.23878685958711648	0.29865831556451516
ESTRADIOLGLCt2_pos	0.8875252707415875	1.584962500721156	0.6780719051126377	1.2630344058337937
ESTRADIOLGLCtr_pos	0.0	0.0	0.0	0.0
ESTRADIOLGLCtr_neg	0.0	0.0	0.0	0.0
ESTRADIOLt_pos	0.0	0.0	0.0	0.0
ESTRADIOLt_neg	0.0	0.0	0.0	0.0
ESTRADIOLtr_pos	0.0	0.0	0.0	0.0
ESTRADIOLtr_neg	0.0	0.0	0.0	0.0
ESTRIOLGLCte_pos	0.5753123306874368	1.4059923596758368	0.43295940727610627	0.6415460290875237
ESTRIOLGLCtr_pos	0.0	0.0	0.0	0.0
ESTRIOLGLCtr_neg	0.0	0.0	0.0	0.0
ESTRIOLtr_pos	0.0	0.0	0.0	0.0
ESTRIOLtr_neg	0.0	0.0	0.0	0.0
ESTRONEGLCt_pos	5.178316271701453	5.330916878114617	5.8109571587378	6.4327924190195525
ESTRONEGLCtr_pos	0.0	0.0	0.0	0.0
ESTRONEGLCtr_neg	0.0	0.0	0.0	0.0
ESTRONESt_pos	5.842476062993939	5.647026632654853	5.498570012544255	5.945794956740061
ESTRONESt_neg	5.842476062993939	5.647026632654853	5.498570012544255	5.945794956740061
ESTRONESt2_pos	9.16183730806725	8.099926350556032	9.325710207515785	9.234027024822817
ESTRONEtr_pos	0.0	0.0	0.0	0.0
ESTRONEtr_neg	0.0	0.0	0.0	0.0
ESTSULT_pos	0.0	0.5849625007211562	0.3785116232537299	4.032982416699428
ETF_pos	9.493475215979359	9.33648424416913	9.164680702400359	9.757956641362904
ETFQO_pos	7.026910691224517	7.319130161871917	6.980139577639157	8.163951516111958
ETHAK_pos	8.180406485310636	8.505811553919594	8.040728080265183	7.897179908573977
ETHP_pos	2.2016338611696504	3.651912744645783	2.9653225483672547	5.425929205208577
ETOHMO_pos	11.960979330981448	10.711606752478708	12.034375994264943	11.853929391182284
ETOHt_pos	0.0	0.0	0.0	0.0
ETOHt_neg	0.0	0.0	0.0	0.0
ETOHtx_pos	0.0	0.0	0.0	0.0
ETOHtx_neg	0.0	0.0	0.0	0.0
EX_10fthf(e)_pos	0.0	0.0	0.0	0.0
EX_10fthf(e)_neg	0.0	0.0	0.0	0.0
EX_10fthf5glu(e)_pos	0.0	0.0	0.0	0.0
EX_10fthf5glu(e)_neg	0.0	0.0	0.0	0.0
EX_10fthf6glu(e)_pos	0.0	0.0	0.0	0.0
EX_10fthf6glu(e)_neg	0.0	0.0	0.0	0.0
EX_10fthf7glu(e)_pos	0.0	0.0	0.0	0.0
EX_10fthf7glu(e)_neg	0.0	0.0	0.0	0.0
EX_11_cis_retfa(e)_pos	0.0	0.0	0.0	0.0
EX_11_cis_retfa(e)_neg	0.0	0.0	0.0	0.0
EX_13_cis_retnglc(e)_pos	0.0	0.0	0.0	0.0
EX_13_cis_retnglc(e)_neg	0.0	0.0	0.0	0.0
EX_1glyc_hs(e)_pos	0.0	0.0	0.0	0.0
EX_1glyc_hs(e)_neg	0.0	0.0	0.0	0.0
EX_1mncam(e)_pos	0.0	0.0	0.0	0.0
EX_1mncam(e)_neg	0.0	0.0	0.0	0.0
EX_2425dhvitd2(e)_pos	0.0	0.0	0.0	0.0
EX_2425dhvitd2(e)_neg	0.0	0.0	0.0	0.0
EX_2425dhvitd3(e)_pos	0.0	0.0	0.0	0.0
EX_2425dhvitd3(e)_neg	0.0	0.0	0.0	0.0
EX_24nph(e)_pos	0.0	0.0	0.0	0.0
EX_24nph(e)_neg	0.0	0.0	0.0	0.0
EX_25hvitd2(e)_pos	0.0	0.0	0.0	0.0
EX_25hvitd2(e)_neg	0.0	0.0	0.0	0.0
EX_25hvitd3(e)_pos	0.0	0.0	0.0	0.0
EX_25hvitd3(e)_neg	0.0	0.0	0.0	0.0
EX_2hb(e)_pos	0.0	0.0	0.0	0.0
EX_2hb(e)_neg	0.0	0.0	0.0	0.0
EX_2mcit(e)_pos	0.0	0.0	0.0	0.0
EX_2mcit(e)_neg	0.0	0.0	0.0	0.0
EX_34dhoxpeg(e)_pos	0.0	0.0	0.0	0.0
EX_34dhoxpeg(e)_neg	0.0	0.0	0.0	0.0
EX_34dhphe(e)_pos	0.0	0.0	0.0	0.0
EX_34dhphe(e)_neg	0.0	0.0	0.0	0.0
EX_35cgmp(e)_pos	0.0	0.0	0.0	0.0
EX_35cgmp(e)_neg	0.0	0.0	0.0	0.0
EX_3aib(e)_pos	0.0	0.0	0.0	0.0
EX_3aib(e)_neg	0.0	0.0	0.0	0.0
EX_3aib_D(e)_pos	0.0	0.0	0.0	0.0
EX_3aib_D(e)_neg	0.0	0.0	0.0	0.0
EX_3mlda(e)_pos	0.0	0.0	0.0	0.0
EX_3mlda(e)_neg	0.0	0.0	0.0	0.0
EX_4abut(e)_pos	0.0	0.0	0.0	0.0
EX_4abut(e)_neg	0.0	0.0	0.0	0.0
EX_4hdebrisoquine(e)_pos	0.0	0.0	0.0	0.0
EX_4hdebrisoquine(e)_neg	0.0	0.0	0.0	0.0
EX_4hphac(e)_pos	0.0	0.0	0.0	0.0
EX_4hphac(e)_neg	0.0	0.0	0.0	0.0
EX_4mptnl(e)_pos	0.0	0.0	0.0	0.0
EX_4mptnl(e)_neg	0.0	0.0	0.0	0.0
EX_4mtolbutamide(e)_pos	0.0	0.0	0.0	0.0
EX_4mtolbutamide(e)_neg	0.0	0.0	0.0	0.0
EX_4nph(e)_pos	0.0	0.0	0.0	0.0
EX_4nph(e)_neg	0.0	0.0	0.0	0.0
EX_4nphsf(e)_pos	0.0	0.0	0.0	0.0
EX_4nphsf(e)_neg	0.0	0.0	0.0	0.0
EX_4pyrdx(e)_pos	0.0	0.0	0.0	0.0
EX_4pyrdx(e)_neg	0.0	0.0	0.0	0.0
EX_5adtststerone(e)_pos	0.0	0.0	0.0	0.0
EX_5adtststerone(e)_neg	0.0	0.0	0.0	0.0
EX_5adtststeroneglc(e)_pos	0.0	0.0	0.0	0.0
EX_5adtststeroneglc(e)_neg	0.0	0.0	0.0	0.0
EX_5adtststerones(e)_pos	0.0	0.0	0.0	0.0
EX_5adtststerones(e)_neg	0.0	0.0	0.0	0.0
EX_5dhf(e)_pos	0.0	0.0	0.0	0.0
EX_5dhf(e)_neg	0.0	0.0	0.0	0.0
EX_5fthf(e)_pos	0.0	0.0	0.0	0.0
EX_5fthf(e)_neg	0.0	0.0	0.0	0.0
EX_5homeprazole(e)_pos	0.0	0.0	0.0	0.0
EX_5homeprazole(e)_neg	0.0	0.0	0.0	0.0
EX_5htrp(e)_pos	0.0	0.0	0.0	0.0
EX_5htrp(e)_neg	0.0	0.0	0.0	0.0
EX_5mthf(e)_neg	0.0	0.0	0.0	0.0
EX_5thf(e)_pos	0.0	0.0	0.0	0.0
EX_5thf(e)_neg	0.0	0.0	0.0	0.0
EX_6dhf(e)_pos	0.0	0.0	0.0	0.0
EX_6dhf(e)_neg	0.0	0.0	0.0	0.0
EX_6htststerone(e)_pos	0.0	0.0	0.0	0.0
EX_6htststerone(e)_neg	0.0	0.0	0.0	0.0
EX_6thf(e)_pos	0.0	0.0	0.0	0.0
EX_6thf(e)_neg	0.0	0.0	0.0	0.0
EX_7dhf(e)_pos	0.0	0.0	0.0	0.0
EX_7dhf(e)_neg	0.0	0.0	0.0	0.0
EX_7thf(e)_pos	0.0	0.0	0.0	0.0
EX_7thf(e)_neg	0.0	0.0	0.0	0.0
EX_9_cis_retfa(e)_pos	0.0	0.0	0.0	0.0
EX_9_cis_retfa(e)_neg	0.0	0.0	0.0	0.0
EX_abt(e)_pos	0.0	0.0	0.0	0.0
EX_abt(e)_neg	0.0	0.0	0.0	0.0
EX_ac(e)_pos	0.0	0.0	0.0	0.0
EX_ac(e)_neg	0.0	0.0	0.0	0.0
EX_acac(e)_pos	0.0	0.0	0.0	0.0
EX_acac(e)_neg	0.0	0.0	0.0	0.0
EX_acald(e)_pos	0.0	0.0	0.0	0.0
EX_acald(e)_neg	0.0	0.0	0.0	0.0
EX_acetone(e)_pos	0.0	0.0	0.0	0.0
EX_acetone(e)_neg	0.0	0.0	0.0	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0
EX_acgam(e)_pos	0.0	0.0	0.0	0.0
EX_acgam(e)_neg	0.0	0.0	0.0	0.0
EX_ach(e)_pos	0.0	0.0	0.0	0.0
EX_ach(e)_neg	0.0	0.0	0.0	0.0
EX_acn13acngalgbside_hs(e)_pos	0.0	0.0	0.0	0.0
EX_acn13acngalgbside_hs(e)_neg	0.0	0.0	0.0	0.0
EX_acn23acngalgbside_hs(e)_pos	0.0	0.0	0.0	0.0
EX_acn23acngalgbside_hs(e)_neg	0.0	0.0	0.0	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0
EX_acnacngalgbside_hs(e)_pos	0.0	0.0	0.0	0.0
EX_acnacngalgbside_hs(e)_neg	0.0	0.0	0.0	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0
EX_ade(e)_pos	0.0	0.0	0.0	0.0
EX_ade(e)_neg	0.0	0.0	0.0	0.0
EX_adn(e)_neg	0.0	0.0	0.0	0.0
EX_adp_pos	0.0	0.0	0.0	0.0
EX_adp_neg	0.0	0.0	0.0	0.0
EX_adprbp(e)_pos	0.0	0.0	0.0	0.0
EX_adprbp(e)_neg	0.0	0.0	0.0	0.0
EX_adprib(e)_pos	0.0	0.0	0.0	0.0
EX_adprib(e)_neg	0.0	0.0	0.0	0.0
EX_adrn(e)_pos	0.0	0.0	0.0	0.0
EX_adrn(e)_neg	0.0	0.0	0.0	0.0
EX_adrnl(e)_pos	0.0	0.0	0.0	0.0
EX_adrnl(e)_neg	0.0	0.0	0.0	0.0
EX_aflatoxin(e)_pos	0.0	0.0	0.0	0.0
EX_aflatoxin(e)_neg	0.0	0.0	0.0	0.0
EX_ahandrostanglc(e)_pos	0.0	0.0	0.0	0.0
EX_ahandrostanglc(e)_neg	0.0	0.0	0.0	0.0
EX_ak2lgchol_hs(e)_pos	0.0	0.0	0.0	0.0
EX_ak2lgchol_hs(e)_neg	0.0	0.0	0.0	0.0
EX_akg(e)_pos	0.0	0.0	0.0	0.0
EX_akg(e)_neg	0.0	0.0	0.0	0.0
EX_ala_B(e)_pos	0.0	0.0	0.0	0.0
EX_ala_B(e)_neg	0.0	0.0	0.0	0.0
EX_ala_D(e)_pos	0.0	0.0	0.0	0.0
EX_ala_D(e)_neg	0.0	0.0	0.0	0.0
EX_ala_L(e)_pos	0.0	0.0	0.0	0.0
EX_ala_L(e)_neg	0.0	0.0	0.0	0.0
EX_aldstrn(e)_pos	0.0	0.0	0.0	0.0
EX_aldstrn(e)_neg	0.0	0.0	0.0	0.0
EX_amp(e)_pos	0.0	0.0	0.0	0.0
EX_amp(e)_neg	0.0	0.0	0.0	0.0
EX_andrstrn(e)_pos	0.0	0.0	0.0	0.0
EX_andrstrn(e)_neg	0.0	0.0	0.0	0.0
EX_andrstrnglc(e)_pos	0.0	0.0	0.0	0.0
EX_andrstrnglc(e)_neg	0.0	0.0	0.0	0.0
EX_antipyrene(e)_pos	0.0	0.0	0.0	0.0
EX_antipyrene(e)_neg	0.0	0.0	0.0	0.0
EX_apnnox(e)_pos	0.0	0.0	0.0	0.0
EX_apnnox(e)_neg	0.0	0.0	0.0	0.0
EX_appnn(e)_pos	0.0	0.0	0.0	0.0
EX_appnn(e)_neg	0.0	0.0	0.0	0.0
EX_aprgstrn(e)_pos	0.0	0.0	0.0	0.0
EX_aprgstrn(e)_neg	0.0	0.0	0.0	0.0
EX_aqcobal(e)_pos	0.0	0.0	0.0	0.0
EX_aqcobal(e)_neg	0.0	0.0	0.0	0.0
EX_arab_L(e)_pos	0.0	0.0	0.0	0.0
EX_arab_L(e)_neg	0.0	0.0	0.0	0.0
EX_arach(e)_neg	0.0	0.0	0.0	0.0
EX_arachd(e)_pos	0.0	0.0	0.0	0.0
EX_arachd(e)_neg	0.0	0.0	0.0	0.0
EX_arg_L(e)_pos	0.0	0.0	0.0	0.0
EX_arg_L(e)_neg	0.0	0.0	0.0	0.0
EX_ascb_L(e)_pos	0.0	0.0	0.0	0.0
EX_ascb_L(e)_neg	0.0	0.0	0.0	0.0
EX_asn_L(e)_pos	0.0	0.0	0.0	0.0
EX_asn_L(e)_neg	0.0	0.0	0.0	0.0
EX_asp_D(e)_pos	0.0	0.0	0.0	0.0
EX_asp_D(e)_neg	0.0	0.0	0.0	0.0
EX_asp_L(e)_pos	0.0	0.0	0.0	0.0
EX_asp_L(e)_neg	0.0	0.0	0.0	0.0
EX_atp(e)_pos	0.0	0.0	0.0	0.0
EX_atp(e)_neg	0.0	0.0	0.0	0.0
EX_avite1(e)_pos	0.0	0.0	0.0	0.0
EX_avite1(e)_neg	0.0	0.0	0.0	0.0
EX_avite2(e)_pos	0.0	0.0	0.0	0.0
EX_avite2(e)_neg	0.0	0.0	0.0	0.0
EX_bhb(e)_pos	0.0	0.0	0.0	0.0
EX_bhb(e)_neg	0.0	0.0	0.0	0.0
EX_bildglcur(e)_pos	0.0	0.0	0.0	0.0
EX_bildglcur(e)_neg	0.0	0.0	0.0	0.0
EX_bilglcur(e)_pos	0.0	0.0	0.0	0.0
EX_bilglcur(e)_neg	0.0	0.0	0.0	0.0
EX_bilirub(e)_pos	0.0	0.0	0.0	0.0
EX_bilirub(e)_neg	0.0	0.0	0.0	0.0
EX_biocyt(e)_pos	0.0	0.0	0.0	0.0
EX_biocyt(e)_neg	0.0	0.0	0.0	0.0
EX_btn(e)_pos	0.0	0.0	0.0	0.0
EX_btn(e)_neg	0.0	0.0	0.0	0.0
EX_but(e)_pos	0.0	0.0	0.0	0.0
EX_but(e)_neg	0.0	0.0	0.0	0.0
EX_bvite(e)_pos	0.0	0.0	0.0	0.0
EX_bvite(e)_neg	0.0	0.0	0.0	0.0
EX_bz(e)_pos	0.0	0.0	0.0	0.0
EX_bz(e)_neg	0.0	0.0	0.0	0.0
EX_ca2(e)_pos	0.0	0.0	0.0	0.0
EX_ca2(e)_neg	0.0	0.0	0.0	0.0
EX_camp(e)_pos	0.0	0.0	0.0	0.0
EX_camp(e)_neg	0.0	0.0	0.0	0.0
EX_caro(e)_pos	0.0	0.0	0.0	0.0
EX_caro(e)_neg	0.0	0.0	0.0	0.0
EX_carveol(e)_pos	0.0	0.0	0.0	0.0
EX_carveol(e)_neg	0.0	0.0	0.0	0.0
EX_cca_d3(e)_pos	0.0	0.0	0.0	0.0
EX_cca_d3(e)_neg	0.0	0.0	0.0	0.0
EX_cgly(e)_pos	0.0	0.0	0.0	0.0
EX_cgly(e)_neg	0.0	0.0	0.0	0.0
EX_chol(e)_neg	0.0	0.0	0.0	0.0
EX_cholate(e)_neg	0.0	0.0	0.0	0.0
EX_chsterol(e)_pos	0.0	0.0	0.0	0.0
EX_chsterol(e)_neg	0.0	0.0	0.0	0.0
EX_chtn(e)_pos	0.0	0.0	0.0	0.0
EX_chtn(e)_neg	0.0	0.0	0.0	0.0
EX_cit(e)_pos	0.0	0.0	0.0	0.0
EX_cit(e)_neg	0.0	0.0	0.0	0.0
EX_cl(e)_neg	0.0	0.0	0.0	0.0
EX_CLPND(e)_pos	0.0	0.0	0.0	0.0
EX_CLPND(e)_neg	0.0	0.0	0.0	0.0
EX_cmp(e)_pos	0.0	0.0	0.0	0.0
EX_cmp(e)_neg	0.0	0.0	0.0	0.0
EX_co(e)_pos	0.0	0.0	0.0	0.0
EX_co(e)_neg	0.0	0.0	0.0	0.0
EX_co2(e)_pos	0.0	0.0	0.0	0.0
EX_co2(e)_neg	0.0	0.0	0.0	0.0
EX_coumarin(e)_pos	0.0	0.0	0.0	0.0
EX_coumarin(e)_neg	0.0	0.0	0.0	0.0
EX_creat(e)_pos	0.0	0.0	0.0	0.0
EX_creat(e)_neg	0.0	0.0	0.0	0.0
EX_crmp_hs(e)_pos	0.0	0.0	0.0	0.0
EX_crmp_hs(e)_neg	0.0	0.0	0.0	0.0
EX_crn(e)_neg	0.0	0.0	0.0	0.0
EX_crtsl(e)_pos	0.0	0.0	0.0	0.0
EX_crtsl(e)_neg	0.0	0.0	0.0	0.0
EX_crtstrn(e)_pos	0.0	0.0	0.0	0.0
EX_crtstrn(e)_neg	0.0	0.0	0.0	0.0
EX_crvnc(e)_pos	0.0	0.0	0.0	0.0
EX_crvnc(e)_neg	0.0	0.0	0.0	0.0
EX_csn(e)_pos	0.0	0.0	0.0	0.0
EX_csn(e)_neg	0.0	0.0	0.0	0.0
EX_cspg_a(e)_pos	0.0	0.0	0.0	0.0
EX_cspg_a(e)_neg	0.0	0.0	0.0	0.0
EX_cspg_b(e)_pos	0.0	0.0	0.0	0.0
EX_cspg_b(e)_neg	0.0	0.0	0.0	0.0
EX_cspg_c(e)_pos	0.0	0.0	0.0	0.0
EX_cspg_c(e)_neg	0.0	0.0	0.0	0.0
EX_cspg_d(e)_pos	0.0	0.0	0.0	0.0
EX_cspg_d(e)_neg	0.0	0.0	0.0	0.0
EX_cspg_e(e)_pos	0.0	0.0	0.0	0.0
EX_cspg_e(e)_neg	0.0	0.0	0.0	0.0
EX_cyan(e)_pos	0.0	0.0	0.0	0.0
EX_cyan(e)_neg	0.0	0.0	0.0	0.0
EX_cys_L(e)_neg	0.0	0.0	0.0	0.0
EX_cytd(e)_neg	0.0	0.0	0.0	0.0
EX_dad_2(e)_neg	0.0	0.0	0.0	0.0
EX_dag_hs(e)_neg	0.0	0.0	0.0	0.0
EX_dcsptn1(e)_pos	0.0	0.0	0.0	0.0
EX_dcsptn1(e)_neg	0.0	0.0	0.0	0.0
EX_dcyt(e)_neg	0.0	0.0	0.0	0.0
EX_debrisoquine(e)_pos	0.0	0.0	0.0	0.0
EX_debrisoquine(e)_neg	0.0	0.0	0.0	0.0
EX_dgchol(e)_pos	0.0	0.0	0.0	0.0
EX_dgchol(e)_neg	0.0	0.0	0.0	0.0
EX_dgsn(e)_neg	0.0	0.0	0.0	0.0
EX_dhdascb(e)_neg	0.0	0.0	0.0	0.0
EX_dheas(e)_pos	0.0	0.0	0.0	0.0
EX_dheas(e)_neg	0.0	0.0	0.0	0.0
EX_dhf(e)_pos	0.0	0.0	0.0	0.0
EX_dhf(e)_neg	0.0	0.0	0.0	0.0
EX_digalsgalside_hs(e)_pos	0.0	0.0	0.0	0.0
EX_digalsgalside_hs(e)_neg	0.0	0.0	0.0	0.0
EX_din(e)_neg	0.0	0.0	0.0	0.0
EX_dlnlcg(e)_pos	0.0	0.0	0.0	0.0
EX_dlnlcg(e)_neg	0.0	0.0	0.0	0.0
EX_dmantipyrine(e)_pos	0.0	0.0	0.0	0.0
EX_dmantipyrine(e)_neg	0.0	0.0	0.0	0.0
EX_dmhptcrn(e)_pos	0.0	0.0	0.0	0.0
EX_dmhptcrn(e)_neg	0.0	0.0	0.0	0.0
EX_dopa(e)_pos	0.0	0.0	0.0	0.0
EX_dopa(e)_neg	0.0	0.0	0.0	0.0
EX_dopasf(e)_pos	0.0	0.0	0.0	0.0
EX_dopasf(e)_neg	0.0	0.0	0.0	0.0
EX_drib(e)_pos	0.0	0.0	0.0	0.0
EX_drib(e)_neg	0.0	0.0	0.0	0.0
EX_duri(e)_pos	0.0	0.0	0.0	0.0
EX_duri(e)_neg	0.0	0.0	0.0	0.0
EX_eaflatoxin(e)_pos	0.0	0.0	0.0	0.0
EX_eaflatoxin(e)_neg	0.0	0.0	0.0	0.0
EX_ebastine(e)_pos	0.0	0.0	0.0	0.0
EX_ebastine(e)_neg	0.0	0.0	0.0	0.0
EX_ebastineoh(e)_pos	0.0	0.0	0.0	0.0
EX_ebastineoh(e)_neg	0.0	0.0	0.0	0.0
EX_eicostet(e)_pos	0.0	0.0	0.0	0.0
EX_eicostet(e)_neg	0.0	0.0	0.0	0.0
EX_elaid(e)_pos	0.0	0.0	0.0	0.0
EX_elaid(e)_neg	0.0	0.0	0.0	0.0
EX_estradiol(e)_pos	0.0	0.0	0.0	0.0
EX_estradiol(e)_neg	0.0	0.0	0.0	0.0
EX_estradiolglc(e)_pos	0.0	0.0	0.0	0.0
EX_estradiolglc(e)_neg	0.0	0.0	0.0	0.0
EX_estriolglc(e)_pos	0.0	0.0	0.0	0.0
EX_estriolglc(e)_neg	0.0	0.0	0.0	0.0
EX_estroneglc(e)_pos	0.0	0.0	0.0	0.0
EX_estroneglc(e)_neg	0.0	0.0	0.0	0.0
EX_estrones(e)_pos	0.0	0.0	0.0	0.0
EX_estrones(e)_neg	0.0	0.0	0.0	0.0
EX_etoh(e)_pos	0.0	0.0	0.0	0.0
EX_etoh(e)_neg	0.0	0.0	0.0	0.0
EX_fe2(e)_pos	0.0	0.0	0.0	0.0
EX_fe2(e)_neg	0.0	0.0	0.0	0.0
EX_fe3(e)_pos	0.0	0.0	0.0	0.0
EX_fe3(e)_neg	0.0	0.0	0.0	0.0
EX_fol(e)_neg	0.0	0.0	0.0	0.0
EX_for(e)_pos	0.0	0.0	0.0	0.0
EX_for(e)_neg	0.0	0.0	0.0	0.0
EX_fru(e)_pos	0.0	0.0	0.0	0.0
EX_fru(e)_neg	0.0	0.0	0.0	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0
EX_fucgalgbside_hs(e)_pos	0.0	0.0	0.0	0.0
EX_fucgalgbside_hs(e)_neg	0.0	0.0	0.0	0.0
EX_fuc_L(e)_pos	0.0	0.0	0.0	0.0
EX_fuc_L(e)_neg	0.0	0.0	0.0	0.0
EX_gal(e)_neg	0.0	0.0	0.0	0.0
EX_galacglcgalgbside_hs(e)_pos	0.0	0.0	0.0	0.0
EX_galacglcgalgbside_hs(e)_neg	0.0	0.0	0.0	0.0
