	WT.d_S141_L007_R1_001
EX_10fthf5glu(e)_neg	9.269081524858317
EX_10fthf5glu(e)_pos	9.659552394530925
EX_10fthf6glu(e)_neg	3.8225420195775452
EX_10fthf6glu(e)_pos	3.8225420195775452
EX_10fthf7glu(e)_neg	3.8225420195775452
EX_10fthf7glu(e)_pos	0.0
EX_11_cis_retfa(e)_neg	5.490435535940161
EX_11_cis_retfa(e)_pos	1662.030265269637
EX_12dgr120(e)_neg	0.0
EX_12dgr120(e)_pos	0.0
EX_13_cis_retnglc(e)_neg	0.0
EX_13_cis_retnglc(e)_pos	2789.689323854462
EX_1glyc_hs(e)_neg	0.0
EX_1glyc_hs(e)_pos	17940.58060483241
EX_1mncam(e)_neg	0.0
EX_1mncam(e)_pos	47.58699036519782
EX_23cump(e)_neg	4.540435535940161
EX_23cump(e)_pos	4.425750303424167
EX_2425dhvitd2(e)_neg	0.0
EX_2425dhvitd2(e)_pos	11.081348607144015
EX_2425dhvitd3(e)_neg	0.0
EX_2425dhvitd3(e)_pos	50930.521949401285
EX_24nph(e)_neg	0.0
EX_24nph(e)_pos	14.230385941295616
EX_25hvitd2(e)_neg	11.081348607144015
EX_25hvitd2(e)_pos	0.0
EX_25hvitd3(e)_neg	7.541744075508216
EX_25hvitd3(e)_pos	7550.477150068344
EX_2hb(e)_neg	8.174106423307482
EX_2hb(e)_pos	7779.967508187617
EX_2mcit(e)_neg	0.0
EX_2mcit(e)_pos	14741.460061322054
EX_34dhoxpeg(e)_neg	0.0
EX_34dhoxpeg(e)_pos	31628.010064068752
EX_34dhphe(e)_neg	4.2029540725267704
EX_34dhphe(e)_pos	6587.14490904002
EX_34hpp_neg	6887.916542414348
EX_34hpp_pos	8447.057289264267
EX_35cgmp(e)_neg	0.0
EX_35cgmp(e)_pos	14602.594223274822
EX_3aib(e)_neg	0.0
EX_3aib(e)_pos	10932.970734753268
EX_3aib_D(e)_neg	0.0
EX_3aib_D(e)_pos	11591.879198976554
EX_3bcrn_neg	0.0
EX_3bcrn_pos	8780.78924676447
EX_3ddcrn_neg	0.0
EX_3ddcrn_pos	12684.798274751323
EX_3deccrn_neg	0.0
EX_3deccrn_pos	13122.541620481978
EX_3hdececrn_neg	0.0
EX_3hdececrn_pos	10615.520743340392
EX_3hexdcrn_neg	0.0
EX_3hexdcrn_pos	10907.223117082865
EX_3ivcrn_neg	0.0
EX_3ivcrn_pos	13120.798404752815
EX_3mlda(e)_neg	0.0
EX_3mlda(e)_pos	13124.896996530679
EX_3mob(e)_neg	7827.06691928781
EX_3mob(e)_pos	6.461532408008601
EX_3mop(e)_neg	7750.873793942677
EX_3mop(e)_pos	23.827068797221088
EX_3octdec2crn_neg	0.0
EX_3octdec2crn_pos	10.122006088800145
EX_3octdeccrn_neg	0.0
EX_3octdeccrn_pos	8681.489320737055
EX_3octdece1crn_neg	0.0
EX_3octdece1crn_pos	15928.041753088044
EX_3tdcrn_neg	0.0
EX_3tdcrn_pos	10624.471744005781
EX_3tetd7ecoacrn_neg	0.0
EX_3tetd7ecoacrn_pos	14125.915631607895
EX_3thexddcoacrn_neg	0.0
EX_3thexddcoacrn_pos	22667.815658720516
EX_3ttetddcoacrn_neg	0.0
EX_3ttetddcoacrn_pos	32534.444125950988
EX_3ump(e)_neg	4.425750303424167
EX_3ump(e)_pos	4.540435535940161
EX_4abut(e)_neg	3.3208599489446478
EX_4abut(e)_pos	8977.261514695263
EX_4abutn(e)_neg	4.749999999999999
EX_4abutn(e)_pos	15369.93554304702
EX_4hdebrisoquine(e)_neg	0.0
EX_4hdebrisoquine(e)_pos	7.541744075508214
EX_4hphac(e)_neg	0.0
EX_4hphac(e)_pos	11076.493199468976
EX_4hpro(e)_neg	2850.0
EX_4mop(e)_neg	7805.636638830563
EX_4mop(e)_pos	7476.533207161265
EX_4mptnl(e)_neg	0.0
EX_4mptnl(e)_pos	62016.92424412199
EX_4mtolbutamide(e)_neg	0.0
EX_4mtolbutamide(e)_pos	7.541744075508214
EX_4nph(e)_neg	3.450960022937864
EX_4nph(e)_pos	3.450960022937864
EX_4nphsf(e)_neg	0.0
EX_4nphsf(e)_pos	23.036161408030498
EX_4pyrdx(e)_neg	0.0
EX_4pyrdx(e)_pos	8115.456427520928
EX_5adtststerone(e)_neg	7.2463191545535155
EX_5adtststerone(e)_pos	56427.65067164098
EX_5adtststeroneglc(e)_neg	0.0
EX_5adtststeroneglc(e)_pos	70249.203996828
EX_5adtststerones(e)_neg	8.357876137304295
EX_5adtststerones(e)_pos	55748.18994831625
EX_5dhf(e)_neg	9.269081524858317
EX_5dhf(e)_pos	9.659552394530925
EX_5fthf(e)_neg	6.82116604118759
EX_5fthf(e)_pos	0.0
EX_5homeprazole(e)_neg	0.0
EX_5homeprazole(e)_pos	7.541744075508214
EX_5htrp(e)_neg	0.0
EX_5htrp(e)_pos	7.713522317250259
EX_5mta(e)_neg	15360.98913931763
EX_5mta(e)_pos	15494.72836757037
EX_5mthf(e)_neg	7140.813067599029
EX_5oxpro(e)_neg	6331.711350342476
EX_5oxpro(e)_pos	10487.297401512893
EX_5thf(e)_neg	9.269081524858317
EX_5thf(e)_pos	9.659552394530925
EX_6dhf(e)_neg	3.8225420195775452
EX_6dhf(e)_pos	3.8225420195775452
EX_6htststerone(e)_neg	0.0
EX_6htststerone(e)_pos	53095.96599081113
EX_6thf(e)_neg	3.8225420195775452
EX_6thf(e)_pos	3.8225420195775452
EX_7dhf(e)_neg	3.8225420195775452
EX_7dhf(e)_pos	0.0
EX_7thf(e)_neg	3.8225420195775452
EX_7thf(e)_pos	0.0
EX_9_cis_retfa(e)_neg	5.490435535940161
EX_9_cis_retfa(e)_pos	1662.030265269637
EX_C02470(e)_neg	22.695745325423523
EX_C02470(e)_pos	11.89077990544026
EX_C02528(e)_neg	7.143346471572471
EX_C02528(e)_pos	66898.73179626904
EX_C04849(e)_neg	2.125100883143416
EX_C04849(e)_pos	2.125100883143416
EX_C05965(e)_neg	2.125100883143416
EX_C05965(e)_pos	2.125100883143416
EX_CE0074(e)_neg	4.75
EX_CE0074(e)_pos	16536.495998435974
EX_CE1925(e)_neg	5.375750303424168
EX_CE1925(e)_pos	5.490435535940161
EX_CE1926(e)_neg	5.375750303424168
EX_CE1926(e)_pos	5.490435535940161
EX_CE1935(e)_neg	5.7
EX_CE1935(e)_pos	16215.751714479993
EX_CE1936(e)_neg	0.0
EX_CE1936(e)_pos	18146.842114315423
EX_CE1939(e)_neg	5.7
EX_CE1939(e)_pos	25204.65909229211
EX_CE1940(e)_neg	5.7
EX_CE1940(e)_pos	25204.659092292106
EX_CE1943(e)_neg	0.0
EX_CE1943(e)_pos	34266.853360274086
EX_CE1950(e)_neg	0.0
EX_CE1950(e)_pos	0.0
EX_CE2011(e)_neg	4.908266435199777
EX_CE2011(e)_pos	15.73455673895882
EX_CE2250(e)_neg	0.0
EX_CE2250(e)_pos	5.258196293975831
EX_CE2838(e)_neg	3.1071208281772673
EX_CE2838(e)_pos	4.275
EX_CE2839(e)_neg	4.275
EX_CE2839(e)_pos	3.1071208281772673
EX_CE2915(e)_neg	4.75
EX_CE2915(e)_pos	4.75
EX_CE2916(e)_neg	4.75
EX_CE2916(e)_pos	4.75
EX_CE2917(e)_neg	6.609905102813697
EX_CE2917(e)_pos	4.75
EX_CE4633(e)_neg	5.375750303424168
EX_CE4633(e)_pos	8211.73240591928
EX_CE4722(e)_neg	4.75
EX_CE4722(e)_pos	4.75
EX_CE4723(e)_neg	4.75
EX_CE4723(e)_pos	4.75
EX_CE4724(e)_neg	4.75
EX_CE4724(e)_pos	6.609905102813697
EX_CE4881(e)_neg	5.490435535940161
EX_CE4881(e)_pos	5.375750303424168
EX_CE5786(e)_neg	4.75
EX_CE5786(e)_pos	18.946161548531155
EX_CE5787(e)_neg	5.7
EX_CE5787(e)_pos	17.949999999999996
EX_CE5788(e)_neg	5.7
EX_CE5788(e)_pos	23.38702429694814
EX_CE5789(e)_neg	4.275
EX_CE5789(e)_pos	14.099999999999998
EX_CE5791(e)_neg	5.7
EX_CE5791(e)_pos	17.949999999999996
EX_CE5797(e)_neg	4.75
EX_CE5797(e)_pos	4.75
EX_CE5798(e)_neg	4.75
EX_CE5798(e)_pos	4.75
EX_CE5853(e)_neg	5.490435535940161
EX_CE5853(e)_pos	5.375750303424168
EX_CE5854(e)_neg	5.490435535940161
EX_CE5854(e)_pos	5.375750303424168
EX_CE5867(e)_neg	4.75
EX_CE5867(e)_pos	4.75
EX_CE5868(e)_neg	4.75
EX_CE5868(e)_pos	4.75
EX_CE5869(e)_neg	4.75
EX_CE5869(e)_pos	4.75
EX_CLPND(e)_neg	12.81379707769684
EX_CLPND(e)_pos	394.86547784024657
EX_HC00001(e)_neg	0.0
EX_HC00001(e)_pos	0.0
EX_HC00002(e)_neg	0.0
EX_HC00002(e)_pos	0.0
EX_HC00003(e)_neg	0.0
EX_HC00003(e)_pos	0.0
EX_HC00004(e)_neg	0.0
EX_HC00004(e)_pos	0.0
EX_HC00229(e)_neg	4.274999999999999
EX_HC00229(e)_pos	3035.384326393537
EX_HC00250(e)_neg	5.455459877160565
EX_HC00250(e)_pos	6901.207545220097
EX_HC00822(e)_neg	16.942845826339177
EX_HC00822(e)_pos	3.3249999999999993
EX_HC00955(e)_neg	0.0
EX_HC00955(e)_pos	0.0
EX_HC01104(e)_neg	3.450960022937864
EX_HC01104(e)_pos	3.450960022937864
EX_HC01361(e)_neg	4.883260780631609
EX_HC01361(e)_pos	6.7047092815823515
EX_HC01440(e)_neg	0.0
EX_HC01440(e)_pos	0.0
EX_HC01441(e)_neg	0.0
EX_HC01441(e)_pos	0.0
EX_HC01444(e)_neg	9.708996463428646
EX_HC01444(e)_pos	4195.744632189477
EX_HC01446(e)_neg	0.0
EX_HC01446(e)_pos	0.0
EX_HC01577(e)_neg	0.0
EX_HC01577(e)_pos	0.0
EX_HC01609(e)_neg	9.632785175903322
EX_HC01609(e)_pos	9.632785175903322
EX_HC01610(e)_neg	9.632785175903322
EX_HC01610(e)_pos	9.632785175903322
EX_HC01700(e)_neg	0.0
EX_HC01700(e)_pos	0.0
EX_HC01787(e)_neg	0.0
EX_HC01787(e)_pos	0.0
EX_HC01852(e)_neg	0.0
EX_HC01852(e)_pos	0.0
EX_HC01939(e)_neg	0.0
EX_HC01939(e)_pos	0.0
EX_HC01942(e)_neg	0.0
EX_HC01942(e)_pos	0.0
EX_HC01943(e)_neg	0.0
EX_HC01943(e)_pos	0.0
EX_HC01944(e)_neg	0.0
EX_HC01944(e)_pos	0.0
EX_HC02154(e)_neg	0.0
EX_HC02154(e)_pos	0.0
EX_HC02160(e)_neg	0.0
EX_HC02160(e)_pos	0.0
EX_HC02161(e)_neg	0.0
EX_HC02161(e)_pos	0.0
EX_HC02172(e)_neg	0.0
EX_HC02172(e)_pos	0.0
EX_HC02175(e)_neg	0.0
EX_HC02175(e)_pos	0.0
EX_HC02176(e)_neg	7.541744075508216
EX_HC02176(e)_pos	0.0
EX_HC02179(e)_neg	0.0
EX_HC02179(e)_pos	0.0
EX_HC02180(e)_neg	0.0
EX_HC02180(e)_pos	0.0
EX_HC02187(e)_neg	0.0
EX_HC02187(e)_pos	0.0
EX_HC02191(e)_neg	0.0
EX_HC02191(e)_pos	0.0
EX_HC02192(e)_neg	0.0
EX_HC02192(e)_pos	0.0
EX_HC02193(e)_neg	0.0
EX_HC02193(e)_pos	0.0
EX_HC02194(e)_neg	0.0
EX_HC02194(e)_pos	0.0
EX_HC02195(e)_neg	0.0
EX_HC02195(e)_pos	0.0
EX_HC02196(e)_neg	0.0
EX_HC02196(e)_pos	0.0
EX_HC02197(e)_neg	0.0
EX_HC02197(e)_pos	0.0
EX_HC02198(e)_neg	0.0
EX_HC02198(e)_pos	0.0
EX_HC02199(e)_neg	0.0
EX_HC02199(e)_pos	0.0
EX_HC02200(e)_neg	0.0
EX_HC02200(e)_pos	0.0
EX_HC02201(e)_neg	0.0
EX_HC02201(e)_pos	0.0
EX_HC02202(e)_neg	3.1835677780455027
EX_HC02202(e)_pos	11.517342447697594
EX_HC02203(e)_neg	3.1835677780455027
EX_HC02203(e)_pos	13.409081621439965
EX_HC02204(e)_neg	3.1835677780455027
EX_HC02204(e)_pos	13.217342447697593
EX_HC02205(e)_neg	3.1835677780455027
EX_HC02205(e)_pos	11.709081621439967
EX_HC02206(e)_neg	3.1835677780455027
EX_HC02206(e)_pos	11.367342447697593
EX_HC02207(e)_neg	3.1835677780455027
EX_HC02207(e)_pos	11.559081621439967
EX_HC02208(e)_neg	0.0
EX_HC02208(e)_pos	0.0
EX_HC02210(e)_neg	0.0
EX_HC02210(e)_pos	0.0
EX_HC02213(e)_neg	0.0
EX_HC02213(e)_pos	0.0
EX_HC02214(e)_neg	0.0
EX_HC02214(e)_pos	0.0
EX_HC02216(e)_neg	0.0
EX_HC02216(e)_pos	0.0
EX_HC02217(e)_neg	0.0
EX_HC02217(e)_pos	0.0
EX_HC02220(e)_neg	0.0
EX_HC02220(e)_pos	0.0
EX_Lcystin(e)_neg	2.3762499826030488
EX_Lcystin(e)_pos	0.0
EX_Rtotal(e)_neg	8.641012322240703
EX_Rtotal(e)_pos	7883.788939478689
EX_Rtotal2(e)_neg	9.065382304358847
EX_Rtotal2(e)_pos	5269.460333007476
EX_Rtotal3(e)_neg	8.156920558109183
EX_Rtotal3(e)_pos	8.347633065667667
EX_Tyr_ggn(e)_neg	0.0
EX_Tyr_ggn(e)_pos	30.328144226001637
EX_abt(e)_neg	0.0
EX_abt(e)_pos	5088.354608649513
EX_ac(e)_neg	4.868813245102991
EX_ac(e)_pos	5985.603573203396
EX_acac(e)_neg	5.176507905738912
EX_acac(e)_pos	7839.006676667793
EX_acald(e)_neg	5.286057977679647
EX_acald(e)_pos	6477.263522324595
EX_acetone(e)_neg	5.664571436964088
EX_acetone(e)_pos	10790.41027790517
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	9823.63313587446
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	9202.52183709292
EX_acgam(e)_neg	0.0
EX_acgam(e)_pos	6.649999999999999
EX_ach(e)_neg	9.047146591424074
EX_ach(e)_pos	7166.125043863989
EX_acmana(e)_neg	0.0
EX_acmana(e)_pos	19688.330984846743
EX_acn13acngalgbside_hs(e)_neg	0.0
EX_acn13acngalgbside_hs(e)_pos	11603.666969777023
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11603.666969777023
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12830.856319091397
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11626.503473467685
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	10489.58510485107
EX_ade(e)_neg	4.00838452219261
EX_ade(e)_pos	6245.025574910312
EX_adn(e)_neg	5773.463830721019
EX_adp_neg	3.0758490666071974
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.825183529307744
EX_adprib(e)_neg	8.209398922324372
EX_adprib(e)_pos	4.825183529307745
EX_adrn(e)_neg	9.341246823904298
EX_adrn(e)_pos	138.14098733606087
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	37211.7072244131
EX_aflatoxin(e)_neg	7.541744075508214
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11566.63529526699
EX_ahcys(e)_pos	27393.914337422742
EX_ahdt(e)_neg	6.7047092815823515
EX_ahdt(e)_pos	4.88326078063161
EX_aicar(e)_neg	11541.829528000959
EX_aicar(e)_pos	12894.34456845225
EX_ak2lgchol_hs(e)_neg	6.9079948072524076
EX_ak2lgchol_hs(e)_pos	4.9026258623690415
EX_akg(e)_neg	4.220202089708634
EX_akg(e)_pos	7674.944290228606
EX_ala_B(e)_neg	6.980454521218647
EX_ala_B(e)_pos	9280.525067439996
EX_ala_D(e)_neg	2.4448171665651475
EX_ala_D(e)_pos	3861.928146741521
EX_ala_L(e)_neg	2.404014641053925
EX_ala_L(e)_pos	3650.3907982718642
EX_alaala(e)_neg	7622.000442171438
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	54074.81480931754
EX_amp(e)_neg	4.00838452219261
EX_amp(e)_pos	6772.163752163718
EX_andrstrn(e)_neg	17.79988019083944
EX_andrstrn(e)_pos	56900.447972145026
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	70480.35577984412
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.988995813303369
EX_antipyrene(e)_neg	7.925067256653027
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.541744075508214
EX_appnn(e)_neg	7.541744075508214
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	62548.0174114696
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.462311450749944
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11797.720212910746
EX_arachcoa(e)_neg	5.258196293975831
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.850637839052973
EX_arachd(e)_pos	78.59877964504567
EX_arg_L(e)_neg	5.583758175216527
EX_arg_L(e)_pos	18193.142532600643
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4609.3175413257995
EX_asn_L(e)_neg	5.753855757716626
EX_asn_L(e)_pos	11614.211922320603
EX_asp_D(e)_neg	11.475945765420304
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.173643707204582
EX_asp_L(e)_pos	6959.217372649354
EX_atp(e)_neg	3.978153443404998
EX_atp(e)_pos	21787.6975511629
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	5.138880242809252
EX_bhb(e)_pos	7895.22838575233
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	43321.361244253494
EX_bilglcur(e)_neg	10.339462224098314
EX_bilglcur(e)_pos	66292.92362953686
EX_bilirub(e)_neg	16.353653019027796
EX_bilirub(e)_pos	51698.48658525662
EX_biocyt(e)_neg	3.94910824612404
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	241.661516996327
EX_btn(e)_pos	3.94910824612404
EX_but(e)_neg	6.322984279348966
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12857.365860163376
EX_c10crn_neg	0.0
EX_c10crn_pos	15454.215092001974
EX_c10dc_neg	0.0
EX_c10dc_pos	20151.89308260022
EX_c12dc_neg	0.0
EX_c12dc_pos	46782.36110090276
EX_c16dc_neg	0.0
EX_c16dc_pos	30495.187066312348
EX_c3dc_neg	0.0
EX_c3dc_pos	11303.776945995474
EX_c4crn_neg	0.0
EX_c4crn_pos	17476.42351073367
EX_c4dc_neg	0.0
EX_c4dc_pos	10852.99292644464
EX_c51crn_neg	0.0
EX_c51crn_pos	12179.030525667651
EX_c5dc_neg	0.0
EX_c5dc_pos	8282.788157090563
EX_c6crn_neg	0.0
EX_c6crn_pos	13538.349470531037
EX_c6dc_neg	0.0
EX_c6dc_pos	63047.87104862732
EX_c81crn_neg	0.0
EX_c81crn_pos	12857.365860163376
EX_c8crn_neg	0.0
EX_c8crn_pos	9169.82301614844
EX_c8dc_neg	0.0
EX_c8dc_pos	28516.159336173318
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	13435.467089889793
EX_carn(e)_neg	11156.99687860494
EX_caro(e)_neg	13.206682948753418
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.541744075508214
EX_cbasp(e)_neg	8428.126235814827
EX_cbasp(e)_pos	19922.762721245443
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.2957446321894763
EX_cdp(e)_pos	4.591489264378953
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.7933292526037374
EX_cgly(e)_pos	10976.962054898555
EX_chol(e)_neg	7163.735989674236
EX_cholate(e)_neg	11953.974076803468
EX_chsterol(e)_neg	8.367325295886445
EX_chsterol(e)_pos	11038.220167550084
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.783575767718229
EX_cit(e)_pos	8742.149415908223
EX_citr_L(e)_neg	2.033130355499315
EX_citr_L(e)_pos	12739.608893867358
EX_cl(e)_neg	8218.372690824637
EX_cmp(e)_neg	3.316817971257276
EX_cmp(e)_pos	7.975884546863549
EX_co(e)_neg	0.0
EX_co(e)_pos	51710.94658020867
EX_co2(e)_neg	454.4650574703523
EX_co2(e)_pos	4232.406953141757
EX_coa(e)_neg	4.187740005734466
EX_coa(e)_pos	5.258196293975831
EX_coumarin(e)_neg	7.541744075508214
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	10.507129482582886
EX_creat(e)_pos	18402.34374594955
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	28945.400952090098
EX_crn(e)_neg	7025.194204462478
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	52539.08806184873
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	55075.87423476143
EX_crvnc(e)_neg	9.924724965109512
EX_crvnc(e)_pos	483.8575695659714
EX_csn(e)_neg	7.172013424688867
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	86.11774513799803
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	103.27043525526821
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	85.91203067339384
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	132.17975940316757
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	153.23218184738263
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.316817971257276
EX_ctp(e)_pos	7.975884546863549
EX_cyan(e)_neg	6.75469399253044
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2826.538449725188
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6234.304502309997
EX_cytd(e)_neg	6286.955408386471
EX_dad_2(e)_neg	7625.329526177575
EX_dag_hs(e)_neg	8023.487522113664
EX_dca(e)_neg	20151.89308260022
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	11.209984911733997
EX_dcsptn1(e)_pos	200.22178500944543
EX_dcyt(e)_neg	7162.622436817742
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12857.365860163376
EX_ddecrn_neg	0.0
EX_ddecrn_pos	11114.553156816302
EX_debrisoquine(e)_neg	7.541744075508214
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12857.365860163376
EX_dgchol(e)_neg	6.880945675884382
EX_dgchol(e)_pos	68016.59763682722
EX_dgmp(e)_neg	4.168370387070663
EX_dgmp(e)_pos	4.724620729475493
EX_dgsn(e)_neg	7637.974774469267
EX_dgtp(e)_neg	4.724620729475493
EX_dgtp(e)_pos	4.168370387070663
EX_dha(e)_neg	3.450960022937864
EX_dha(e)_pos	3.450960022937864
EX_dhap(e)_neg	3.450960022937864
EX_dhap(e)_pos	3.450960022937864
EX_dhdascb(e)_neg	4609.3175413257995
EX_dheas(e)_neg	9.62729919576652
EX_dheas(e)_pos	60929.968448082655
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.888630714314516
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	68872.97323907533
EX_din(e)_neg	7777.964758005788
EX_dlnlcg(e)_neg	6.22956031679669
EX_dlnlcg(e)_pos	49.86725577475915
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.925067256653027
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	47.673104684584885
EX_doco13ac_neg	18909.007515149406
EX_doco13ac_pos	0.0
EX_docosac_neg	15789.355715377817
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15789.355715377817
EX_dopa(e)_neg	5.6177202106239
EX_dopa(e)_pos	9504.476779315899
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	32708.959689853316
EX_dpcoa(e)_neg	6782.113550560794
EX_dpcoa(e)_pos	28266.253093974814
EX_drib(e)_neg	7.082005139565013
EX_drib(e)_pos	8002.602363646849
EX_dtdp(e)_neg	2.2957446321894763
EX_dtdp(e)_pos	4.591489264378953
EX_dtmp(e)_neg	3.316817971257276
EX_dtmp(e)_pos	7.975884546863549
EX_dttp(e)_neg	3.316817971257276
EX_dttp(e)_pos	7.975884546863549
EX_duri(e)_neg	6.689534542373231
EX_duri(e)_pos	6887.769948385176
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.541744075508214
EX_ebastine(e)_neg	12.995555012210168
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.995555012210168
EX_eicostet(e)_neg	7.856590140906633
EX_eicostet(e)_pos	33.106346957367265
EX_elaid(e)_neg	7.056545788899126
EX_elaid(e)_pos	5210.380171443112
EX_estradiol(e)_neg	11.809774296891955
EX_estradiol(e)_pos	52172.4739277934
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	57733.227037623416
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	60412.47577091763
EX_estrones(e)_neg	8.915725546516876
EX_estrones(e)_pos	56174.52446270875
EX_etoh(e)_neg	5.761585028728072
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.576441423852298
EX_fad(e)_pos	16769.900352750763
EX_fald(e)_neg	4.3345861446139775
EX_fald(e)_pos	21098.171852463325
EX_fe2(e)_neg	3.475750303424167
EX_fe2(e)_pos	51698.486585256614
EX_fe3(e)_neg	3.3973054141293373
EX_fe3(e)_pos	50136.90580355451
EX_fmn(e)_neg	16769.90035275076
EX_fmn(e)_pos	17858.69695582318
EX_fol(e)_neg	2335.3992695617358
EX_for(e)_neg	4.176903438527892
EX_for(e)_pos	15419.740521303704
EX_fru(e)_neg	5.141836588596235
EX_fru(e)_pos	2878.2193895710543
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	10098.633856235412
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11963.282083775335
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17981.4789661786
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
