	Ob-1012-a_S125_L007_R1_001
EX_ala_D(e)_neg	2.3886589075541678
EX_ala_D(e)_pos	3757.6726201985334
EX_ala_L(e)_neg	2.354818850646705
EX_ala_L(e)_pos	3570.8814570083714
EX_alaala(e)_neg	7461.371741609572
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	52984.37805326202
EX_amp(e)_neg	3.962926118604634
EX_amp(e)_pos	6616.882530587158
EX_andrstrn(e)_neg	17.511905480484486
EX_andrstrn(e)_pos	55579.950413590195
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	68978.71502052374
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.817303110983866
EX_antipyrene(e)_neg	7.894470317883616
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.464123278661111
EX_appnn(e)_neg	7.46412327866111
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	61359.558766354
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.339806992686814
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11363.952998964456
EX_arachcoa(e)_neg	5.25721537767075
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.846523201970092
EX_arachd(e)_pos	76.17638837693892
EX_arg_L(e)_neg	5.177623727601406
EX_arg_L(e)_pos	17628.1255531707
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4447.3977942570855
EX_asn_L(e)_neg	5.543352427325676
EX_asn_L(e)_pos	11119.936127495726
EX_asp_D(e)_neg	11.22622680604958
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.0651044093526485
EX_asp_L(e)_pos	6805.786994481397
EX_atp(e)_neg	3.9396562728649065
EX_atp(e)_pos	21189.100741247174
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	4.996492681456628
EX_bhb(e)_pos	7645.482548216965
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	42405.93162033928
EX_bilglcur(e)_neg	10.278571102518283
EX_bilglcur(e)_pos	64722.09499558445
EX_bilirub(e)_neg	15.873684119174603
EX_bilirub(e)_pos	50445.45500371335
EX_biocyt(e)_neg	3.9380087638982726
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	233.6969621123896
EX_btn(e)_pos	3.9380087638982726
EX_but(e)_neg	6.119679820203903
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12435.841142921307
EX_c10crn_neg	0.0
EX_c10crn_pos	14629.481830088978
EX_c10dc_neg	0.0
EX_c10dc_pos	19665.072852008285
EX_c12dc_neg	0.0
EX_c12dc_pos	45315.29494600423
EX_c16dc_neg	0.0
EX_c16dc_pos	29527.41850510877
EX_c3dc_neg	0.0
EX_c3dc_pos	10830.043000500164
EX_c4crn_neg	0.0
EX_c4crn_pos	16920.244065984618
EX_c4dc_neg	0.0
EX_c4dc_pos	10558.516874752595
EX_c51crn_neg	0.0
EX_c51crn_pos	11895.955999610816
EX_c5dc_neg	0.0
EX_c5dc_pos	7982.6140048812695
EX_c6crn_neg	0.0
EX_c6crn_pos	13194.537160421807
EX_c6dc_neg	0.0
EX_c6dc_pos	61445.32303729268
EX_c81crn_neg	0.0
EX_c81crn_pos	12435.841142921307
EX_c8crn_neg	0.0
EX_c8crn_pos	8875.475826614369
EX_c8dc_neg	0.0
EX_c8dc_pos	27420.459142170905
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	12947.108584246349
EX_carn(e)_neg	10919.321559218546
EX_caro(e)_neg	12.95463210093048
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.464123278661111
EX_cbasp(e)_neg	8260.266546684485
EX_cbasp(e)_pos	19334.748574649577
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.1771613633864373
EX_cdp(e)_pos	4.354322726772875
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.5879824512858627
EX_cgly(e)_pos	10443.534276785029
EX_chol(e)_neg	6862.286278431121
EX_cholate(e)_neg	11803.477210476389
EX_chsterol(e)_neg	8.004647371743745
EX_chsterol(e)_pos	10892.173109203552
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.905623460744904
EX_cit(e)_pos	8699.155719479511
EX_citr_L(e)_neg	2.0150642633404092
EX_citr_L(e)_pos	12273.734875814866
EX_cl(e)_neg	8020.424059743531
EX_cmp(e)_neg	3.1845431234062227
EX_cmp(e)_pos	7.590786869590957
EX_co(e)_neg	0.0
EX_co(e)_pos	50457.57228525786
EX_co2(e)_neg	447.78058804484937
EX_co2(e)_pos	4158.6695873564795
EX_coa(e)_neg	4.175665134034304
EX_coa(e)_pos	5.25721537767075
EX_coumarin(e)_neg	7.46412327866111
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	9.813646531814895
EX_creat(e)_pos	17663.089145943806
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	27464.47182270817
EX_crn(e)_neg	6737.994284790472
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	51433.14193449579
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	54024.828776884046
EX_crvnc(e)_neg	9.571636800984436
EX_crvnc(e)_pos	468.4322369350094
EX_csn(e)_neg	7.358399925652871
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	84.5708806076657
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	101.1546743410195
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	84.40345360578748
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	129.3349932585374
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	149.61172795186116
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.1861598307540744
EX_ctp(e)_pos	7.587383275174425
EX_cyan(e)_neg	6.667343126572692
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2654.182220324014
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6134.94394760188
EX_cytd(e)_neg	6082.453592520897
EX_dad_2(e)_neg	7716.614211018128
EX_dag_hs(e)_neg	7827.874237411037
EX_dca(e)_neg	19665.072852008285
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	10.753609443271085
EX_dcsptn1(e)_pos	194.67732238016822
EX_dcyt(e)_neg	7177.562213358619
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12435.841142921308
EX_ddecrn_neg	0.0
EX_ddecrn_pos	10383.478159927665
EX_debrisoquine(e)_neg	7.46412327866111
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12435.841142921308
EX_dgchol(e)_neg	6.78786639723242
EX_dgchol(e)_pos	66617.83956542115
EX_dgmp(e)_neg	4.13360038275706
EX_dgmp(e)_pos	4.6640893355641
EX_dgsn(e)_neg	7585.28578796072
EX_dgtp(e)_neg	4.6640893355641
EX_dgtp(e)_pos	4.13360038275706
EX_dha(e)_neg	3.402660536137216
EX_dha(e)_pos	3.402660536137216
EX_dhap(e)_neg	3.402660536137216
EX_dhap(e)_pos	3.402660536137216
EX_dhdascb(e)_neg	4447.3977942570855
EX_dheas(e)_neg	9.706532963294507
EX_dheas(e)_pos	59229.58949380881
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.389890862788825
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	65697.47644333418
EX_din(e)_neg	7800.015320033194
EX_dlnlcg(e)_neg	6.102468445181102
EX_dlnlcg(e)_pos	48.023522367995994
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.894470317883616
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	45.77485375515994
EX_doco13ac_neg	18057.018661019432
EX_doco13ac_pos	0.0
EX_docosac_neg	15604.719102356043
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15604.719102356043
EX_dopa(e)_neg	5.975122886210053
EX_dopa(e)_pos	9304.0516520204
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	32020.156864559744
EX_dpcoa(e)_neg	6626.856762843298
EX_dpcoa(e)_pos	27484.9431860992
EX_drib(e)_neg	6.972299630465174
EX_drib(e)_pos	7893.269749452281
EX_dtdp(e)_neg	2.1771613633864373
EX_dtdp(e)_pos	4.354322726772875
EX_dtmp(e)_neg	3.1845431234062227
EX_dtmp(e)_pos	7.590786869590957
EX_dttp(e)_neg	3.1861598307540744
EX_dttp(e)_pos	7.587383275174425
EX_duri(e)_neg	6.6909147312558375
EX_duri(e)_pos	6928.337189575596
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.464123278661111
EX_ebastine(e)_neg	12.90786281537361
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.90786281537361
EX_eicostet(e)_neg	7.749308400873928
EX_eicostet(e)_pos	31.929467196349776
EX_elaid(e)_neg	6.943798753251591
EX_elaid(e)_pos	5043.456507284329
EX_estradiol(e)_neg	11.312631907769847
EX_estradiol(e)_pos	51032.30626679835
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	56427.26229785956
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	59102.86965305266
EX_estrones(e)_neg	9.171630952784808
EX_estrones(e)_pos	54682.12564406034
EX_etoh(e)_neg	5.607152868277257
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.4149785290521635
EX_fad(e)_pos	16264.543107921389
EX_fald(e)_neg	4.3152260603893025
EX_fald(e)_pos	20974.20388546991
EX_fe2(e)_neg	3.4050196228843204
EX_fe2(e)_pos	50445.45500371336
EX_fe3(e)_neg	3.3139797789600647
EX_fe3(e)_pos	48967.44255525757
EX_fmn(e)_neg	16264.543107921387
EX_fmn(e)_pos	17217.67128546791
EX_fol(e)_neg	2230.568877459774
EX_for(e)_neg	3.996772898905016
EX_for(e)_pos	15078.599792537652
EX_fru(e)_neg	4.954677746935589
EX_fru(e)_pos	2785.9256057055863
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	9716.73291598588
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11524.326582384845
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17465.846627596642
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	10493.257432562084
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	11524.89817495831
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	11551.634805584334
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	11005.752583007345
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	9597.537338190647
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	8865.691503132783
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	9496.727856101064
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	11072.028789549375
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	11448.582346336809
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10119.605229251494
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10400.948347935722
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.3449261845306655
EX_gal(e)_neg	4078.9201794012292
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9394.234752507504
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10261.000082285987
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9155.761998414553
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8249.217997578786
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	9591.156025179138
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6353.058686462596
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11195.803163244685
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	11796.692494348074
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	12292.925081621797
EX_gd1c_hs(e)_neg	0.0
EX_gd1c_hs(e)_pos	12348.872638251049
EX_gdp(e)_neg	3.086202014830756
EX_gdp(e)_pos	3.086202014830756
EX_glc(e)_neg	2.375
EX_glc(e)_pos	2566.283612735062
EX_glcur(e)_neg	5.305019622884321
EX_glcur(e)_pos	10.894578288371138
EX_glgchlo(e)_neg	0.0
EX_glgchlo(e)_pos	13686.23154640604
EX_gln_L(e)_neg	4.746119873259342
EX_gln_L(e)_pos	7967.937295325311
EX_gltcho(e)_neg	0.0
EX_gltcho(e)_pos	14895.053583639406
EX_gltdechol(e)_neg	0.0
EX_gltdechol(e)_pos	3800.0
EX_glu_L(e)_neg	3.575907876982288
EX_glu_L(e)_pos	8253.084055673537
EX_gluala(e)_neg	5.364698472426182
EX_gluala(e)_pos	9228.68766862472
EX_gly(e)_neg	5559.9002356719675
EX_glyb(e)_neg	18.288929454267016
EX_glyb(e)_pos	10208.66745230651
EX_glyc(e)_neg	4078.9201794012292
EX_glyc_S(e)_neg	0.0
EX_glyc_S(e)_pos	5900.937022110352
EX_glygly(e)_neg	12619.39661265598
EX_glygn2(e)_neg	13.433161000762595
EX_glygn2(e)_pos	0.0
EX_glygn4(e)_neg	4.274999999999999
EX_glygn4(e)_pos	13.433161000762595
EX_glygn5(e)_neg	5.070775307544844
EX_glygn5(e)_pos	19.47615252703825
EX_glyleu(e)_neg	9502.310984382702
EX_glyphe(e)_neg	10721.742112921174
EX_glypro(e)_neg	9248.33647196155
EX_glysar(e)_neg	16839.22192074384
EX_gmp(e)_neg	6.226359355428337
EX_gmp(e)_pos	7.296174359501177
EX_gp1c_hs(e)_neg	0.0
EX_gp1c_hs(e)_pos	12987.28092170858
EX_gp1calpha_hs(e)_neg	0.0
EX_gp1calpha_hs(e)_pos	13024.728139666095
EX_gq1b_hs(e)_neg	0.0
EX_gq1b_hs(e)_pos	12791.350650882438
EX_gq1balpha_hs(e)_neg	0.0
EX_gq1balpha_hs(e)_pos	12711.243597910257
EX_gsn(e)_neg	5889.858448123447
EX_gt1a_hs(e)_neg	0.0
EX_gt1a_hs(e)_pos	12532.341934346898
EX_gthox(e)_neg	0.0
EX_gthox(e)_pos	15048.665978504972
EX_gthrd(e)_neg	2.530731534603971
EX_gthrd(e)_pos	13665.975265386403
EX_gtp(e)_neg	3.086202014830756
EX_gtp(e)_pos	0.0
EX_gua(e)_neg	6.484526889509646
EX_gua(e)_pos	6210.46983612791
EX_gum(e)_neg	3800.0
EX_gum(e)_pos	0.0
EX_gumdchac(e)_neg	0.0
EX_gumdchac(e)_pos	3800.0
EX_gumgchol(e)_neg	0.0
EX_gumgchol(e)_pos	13686.23154640604
EX_gumtchol(e)_neg	0.0
EX_gumtchol(e)_pos	14895.053583639406
EX_h(e)_neg	231.99050535442262
EX_h(e)_pos	2194.2033342042355
EX_h2o(e)_neg	245.8361499854187
EX_h2o(e)_pos	3449.7406920837434
EX_h2o2(e)_neg	3.95068575960302
EX_h2o2(e)_pos	5692.6869863422435
EX_ha(e)_neg	36.30629688371012
EX_ha(e)_pos	18422.778174273284
EX_ha_pre1(e)_neg	14.52675340305127
EX_ha_pre1(e)_pos	18876.047976783677
EX_hco3(e)_neg	432.9362021848679
EX_hco3(e)_pos	5248.36012511911
EX_hcoumarin(e)_neg	0.0
EX_hcoumarin(e)_pos	7.464123278661111
EX_hdca(e)_neg	6.571643644346069
EX_hdca(e)_pos	12856.619636550604
EX_hdcea(e)_neg	10171.829721554794
EX_hestratriol(e)_neg	0.0
EX_hestratriol(e)_pos	50309.12556177836
EX_hexc(e)_neg	9.8934159576456
EX_hexc(e)_pos	0.0
EX_his_L(e)_neg	5220.378914670335
EX_hista(e)_neg	10.754017400250596
EX_hista(e)_pos	5220.378914670335
EX_hom_L(e)_neg	0.0
EX_hom_L(e)_pos	0.0
EX_hpdca(e)_neg	32.530208081198
EX_hpdca(e)_pos	0.0
EX_hspg(e)_neg	345.06433607601974
EX_hspg(e)_pos	0.0
EX_htaxol(e)_neg	0.0
EX_htaxol(e)_pos	7.46412327866111
EX_hxan(e)_neg	5.761977188061131
EX_hxan(e)_pos	6084.459155708015
EX_hyptaur(e)_neg	2850.0
EX_hyptaur(e)_pos	4750.0
EX_i(e)_neg	9.997465516161947
EX_i(e)_pos	0.0
EX_idour(e)_neg	0.0
EX_idour(e)_pos	447.74377140508756
EX_idp(e)_neg	2.1271824554247782
EX_idp(e)_pos	3.1861598307540744
EX_ile_L(e)_neg	4.75
EX_ile_L(e)_pos	7639.337248571235
EX_imp(e)_neg	0.0
EX_imp(e)_pos	7.39087123774432
EX_inost(e)_neg	11.037613139066943
EX_inost(e)_pos	6287.782998668094
EX_ins(e)_neg	6011.6587021916075
EX_itp(e)_neg	3.1861598307540744
EX_itp(e)_pos	3.1845431234062223
EX_ivcrn_neg	0.0
EX_ivcrn_pos	10706.908584938687
EX_k(e)_neg	0.0
EX_k(e)_pos	0.0
EX_ksi(e)_neg	4.034488458761031
EX_ksi(e)_pos	1789.991638853697
EX_ksi_deg1(e)_neg	0.0
EX_ksi_deg1(e)_pos	1761.8240662189046
EX_ksii_core2(e)_neg	99.07073554429694
EX_ksii_core2(e)_pos	294.19571622571254
EX_ksii_core4(e)_neg	106.93391422653025
EX_ksii_core4(e)_pos	485.4272016649021
EX_lac_D(e)_neg	2.3594807840018683
EX_lac_D(e)_pos	3554.1156816932807
EX_lac_L(e)_neg	2.3594807840018683
EX_lac_L(e)_pos	3506.0538773593134
EX_lcts(e)_neg	4.309538741907447
EX_lcts(e)_pos	7280.617195234466
EX_leu_L(e)_neg	4.75
EX_leu_L(e)_pos	3746.854293818328
EX_leugly(e)_neg	9502.310984382702
EX_leuktrA4(e)_neg	3.4554696484131036
EX_leuktrA4(e)_pos	4337.611935531563
EX_leuktrB4(e)_neg	0.0
EX_leuktrB4(e)_pos	3440.1462386805006
EX_leuktrC4(e)_neg	5.566381741553747
EX_leuktrC4(e)_pos	22061.024171474914
EX_leuktrD4(e)_neg	4.0529249303361325
EX_leuktrD4(e)_pos	17795.55849126461
EX_leuktrE4(e)_neg	4.731062591702653
EX_leuktrE4(e)_pos	17443.88886750134
EX_leuktrF4(e)_neg	5.583390040867124
EX_leuktrF4(e)_pos	20891.139449127266
EX_leuleu(e)_neg	10123.817542013914
EX_lgnc(e)_neg	20.816228549095637
EX_lgnc(e)_pos	9.893415957645596
EX_limnen(e)_neg	7.46412327866111
EX_limnen(e)_pos	0.0
EX_lipoate(e)_neg	0.0
EX_lipoate(e)_pos	0.0
EX_lneldc(e)_neg	13.636198254878003
EX_lneldc(e)_pos	9096.03180104878
EX_lnlc(e)_neg	6.041459322224161
EX_lnlc(e)_pos	0.0
EX_lnlnca(e)_neg	6.8968634097464685
EX_lnlnca(e)_pos	0.0
EX_lnlncg(e)_neg	12.515806061126135
EX_lnlncg(e)_pos	49.12415642805161
EX_lpchol_hs(e)_neg	13618.124601904537
EX_lys_L(e)_neg	12.14473639779309
EX_lys_L(e)_pos	3.9380087638982726
EX_mag_hs(e)_neg	5172.209573365737
EX_mal_L(e)_neg	5356.850471136818
EX_mal_L(e)_pos	9129.875440080363
EX_malcoa(e)_neg	5.25721537767075
EX_malcoa(e)_pos	0.0
EX_malt(e)_neg	3010.3876537724223
EX_malthp(e)_neg	4.275
EX_malthp(e)_pos	19.261194895659987
EX_malthx(e)_neg	2.85
EX_malthx(e)_pos	15.177093210967818
EX_maltpt(e)_neg	2.85
EX_maltpt(e)_pos	13.2
EX_malttr(e)_neg	2.6402584358482812
EX_malttr(e)_pos	30.6
EX_maltttr(e)_neg	2.85
EX_maltttr(e)_pos	20.6
EX_man(e)_neg	5167.977423819346
EX_meoh(e)_neg	5.607152868277257
EX_meoh(e)_pos	21790.973405465207
EX_mepi(e)_neg	0.0
EX_mepi(e)_pos	41891.961029906175
EX_mercplaccys(e)_neg	0.0
EX_mercplaccys(e)_pos	15360.648708480028
EX_met_L(e)_neg	10.64319656666837
EX_met_L(e)_pos	10072.746659188537
EX_mthgxl(e)_neg	0.0
EX_mthgxl(e)_pos	4668.5189896578195
EX_n2m2nmasn(e)_neg	58.046581110314754
EX_n2m2nmasn(e)_pos	756.6937535710142
EX_na1(e)_neg	0.0
EX_nac(e)_neg	11.559017079211557
EX_nac(e)_pos	28.926072209139424
EX_nad(e)_neg	4.722888110977843
EX_nad(e)_pos	0.0
EX_nadp(e)_neg	4.722888110977843
EX_nadp(e)_pos	0.0
EX_ncam(e)_neg	2.8499999999999996
EX_ncam(e)_pos	19.334203452580773
EX_nh4(e)_neg	526.714356989216
EX_nh4(e)_pos	4995.01356014103
EX_nifedipine(e)_neg	0.0
EX_nifedipine(e)_pos	0.0
EX_no(e)_neg	6.807840256350326
EX_no(e)_pos	57668.98774355857
EX_no2(e)_neg	5.305019622884321
EX_no2(e)_pos	5.447289144185569
EX_npthl(e)_neg	7.464123278661109
EX_npthl(e)_pos	0.0
EX_nrpphr(e)_neg	5.729429130668881
EX_nrpphr(e)_pos	29551.710549858883
EX_nrpphrsf(e)_neg	0.0
EX_nrpphrsf(e)_pos	71254.325363149
EX_nrvnc(e)_neg	21.45109565590197
EX_nrvnc(e)_pos	0.0
EX_o2(e)_neg	3729.220925201173
EX_o2s(e)_neg	3.1622362930888506
EX_o2s(e)_pos	8772.75016536764
EX_oagd3_hs(e)_neg	0.0
EX_oagd3_hs(e)_pos	19114.71827157581
EX_oagt3_hs(e)_neg	0.0
EX_oagt3_hs(e)_pos	18382.484033353823
EX_ocdca(e)_neg	5063.098494884682
EX_ocdcea(e)_neg	6.917325632526738
EX_ocdcea(e)_pos	8825.681400498459
EX_octa(e)_neg	8840.376166671735
EX_oh1(e)_neg	0.0
EX_oh1(e)_pos	0.0
EX_omeprazole(e)_neg	7.464123278661109
EX_omeprazole(e)_pos	0.0
EX_onpthl(e)_neg	0.0
EX_onpthl(e)_pos	7.46412327866111
EX_orn(e)_neg	4.393676976358901
EX_orn(e)_pos	10873.511930355871
EX_orot(e)_neg	6.678731143221828
EX_orot(e)_pos	8295.161371391054
EX_oxa(e)_neg	0.0
EX_oxa(e)_pos	11120.91633223671
EX_paf_hs(e)_neg	4.711463974168829
EX_paf_hs(e)_pos	6.797043699908054
EX_pan4p(e)_neg	5361.959738944725
EX_pan4p(e)_pos	6626.856762843298
EX_pchol_hs(e)_neg	13.767652332242722
EX_pchol_hs(e)_pos	10407.744848960678
EX_pe_hs(e)_neg	3325.0
EX_pect(e)_neg	5009.86897426546
EX_pect(e)_pos	0.0
EX_pectindchac(e)_neg	0.0
EX_pectindchac(e)_pos	5009.86897426546
EX_pectingchol(e)_neg	0.0
EX_pectingchol(e)_pos	14241.731614925498
EX_pectintchol(e)_neg	0.0
EX_pectintchol(e)_pos	15329.017346180763
EX_peplys(e)_neg	0.0
EX_peplys(e)_pos	0.0
EX_perillyl(e)_neg	0.0
EX_perillyl(e)_pos	7.46412327866111
EX_pglyc_hs(e)_neg	5.342238203472553
EX_pglyc_hs(e)_pos	13476.202431555006
EX_phe_L(e)_neg	5895.212763144069
EX_pheacgln(e)_neg	0.0
EX_pheacgln(e)_pos	18654.899683870546
EX_pheme(e)_neg	50457.57228525786
EX_phyQ(e)_neg	0.0
EX_phyQ(e)_pos	0.0
EX_phyt(e)_neg	45.77485375515994
EX_phyt(e)_pos	0.0
EX_pi(e)_neg	495.0336182121681
EX_pi(e)_pos	6148.325897285047
EX_pnto_R(e)_neg	285.0
EX_pnto_R(e)_pos	6135.201612169092
EX_ppa(e)_neg	4.583523086202625
EX_ppa(e)_pos	10011.232411329953
EX_ppi(e)_neg	3.765618042555959
EX_ppi(e)_pos	21511.021655049673
EX_prgstrn(e)_neg	6.209731083616717
EX_prgstrn(e)_pos	60873.07074532324
EX_pro_D(e)_neg	0.0
EX_pro_D(e)_pos	0.0
EX_pro_L(e)_neg	6.343783187006353
EX_pro_L(e)_pos	8071.038254749965
EX_progly(e)_neg	9248.33647196155
EX_prostgd2(e)_neg	2.5914324482876587
EX_prostgd2(e)_pos	135.2959807083128
EX_prostge1(e)_neg	4.2410887335614715
EX_prostge1(e)_pos	15.423266200684411
EX_prostge2(e)_neg	3.329524111685952
EX_prostge2(e)_pos	16.02397040807259
EX_prostgf2(e)_neg	4.891807406306487
EX_prostgf2(e)_pos	141.24146138260267
EX_prostgh2(e)_neg	2.5914324482876587
EX_prostgh2(e)_pos	132.19760305033333
EX_prostgi2(e)_neg	6.126949644949442
EX_prostgi2(e)_pos	161.03204454191652
EX_prpp(e)_neg	3.962926118604634
EX_prpp(e)_pos	26630.845733786162
EX_ps_hs(e)_neg	6.343289258198419
EX_ps_hs(e)_pos	14175.480097284231
EX_psyl(e)_neg	3800.0
EX_psyl(e)_pos	0.0
EX_psylchol(e)_neg	0.0
EX_psylchol(e)_pos	13686.23154640604
EX_psyltchol(e)_neg	0.0
EX_psyltchol(e)_pos	14895.053583639406
EX_psyltdechol(e)_neg	0.0
EX_psyltdechol(e)_pos	3800.0
EX_ptdca(e)_neg	28.44507606317377
EX_ptdca(e)_pos	0.0
EX_ptrc(e)_neg	5.736322683095832
EX_ptrc(e)_pos	14109.555122493353
EX_ptth(e)_neg	6134.943947601879
EX_ptth(e)_pos	5657.297254976105
EX_pydam(e)_neg	10114.704836311717
EX_pydx(e)_neg	7849.137283355229
EX_pydx5p(e)_neg	8.981101576863669
EX_pydx5p(e)_pos	9561.802026617837
EX_pydxn(e)_neg	9066.025478661795
EX_pyr(e)_neg	3.534822839953026
EX_pyr(e)_pos	4354.097907387677
EX_q10(e)_neg	5521.20256722256
EX_q10h2(e)_pos	5521.20256722256
EX_rbt(e)_neg	0.0
