	Ob.911.a_S124_L007_R1_001
EX_dha(e)_neg	3.4102166191290046
EX_dha(e)_pos	3.4102166191290046
EX_dhap(e)_neg	3.4102166191290046
EX_dhap(e)_pos	3.4102166191290046
EX_dhdascb(e)_neg	4388.788692175236
EX_dheas(e)_neg	9.690197296595949
EX_dheas(e)_pos	59093.940367491254
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.45287155686028
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	65537.3766105059
EX_din(e)_neg	7825.483489832963
EX_dlnlcg(e)_neg	6.102761872052363
EX_dlnlcg(e)_pos	48.04977542849777
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.890814567264962
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	45.752235340504335
EX_doco13ac_neg	18008.489229789262
EX_doco13ac_pos	0.0
EX_docosac_neg	15588.36524854724
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15588.365248547243
EX_dopa(e)_neg	5.98073288589203
EX_dopa(e)_pos	9300.538637319873
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	31934.682971470396
EX_dpcoa(e)_neg	6628.359897474042
EX_dpcoa(e)_pos	27443.665352377968
EX_drib(e)_neg	6.922288469676168
EX_drib(e)_pos	7927.486811437337
EX_dtdp(e)_neg	2.204712291291483
EX_dtdp(e)_pos	4.409424582582966
EX_dtmp(e)_neg	3.2121024334274804
EX_dtmp(e)_pos	7.6775572445682
EX_dttp(e)_neg	3.215599779407068
EX_dttp(e)_pos	7.670194410926963
EX_duri(e)_neg	6.621577273139386
EX_duri(e)_pos	6849.1444755389575
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.4648098182864295
EX_ebastine(e)_neg	12.894248822511765
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.894248822511765
EX_eicostet(e)_neg	7.750575058273941
EX_eicostet(e)_pos	31.907646487622618
EX_elaid(e)_neg	6.94646525729738
EX_elaid(e)_pos	5026.787521324432
EX_estradiol(e)_neg	11.303620380028352
EX_estradiol(e)_pos	50894.86671272681
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	56200.10878642767
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	58931.50371585876
EX_estrones(e)_neg	9.212266051452074
EX_estrones(e)_pos	54515.99200003769
EX_etoh(e)_neg	5.592531996038978
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.419590572915101
EX_fad(e)_pos	16207.799589954398
EX_fald(e)_neg	4.311915812120572
EX_fald(e)_pos	20831.345483503435
EX_fe2(e)_neg	3.4318898593279243
EX_fe2(e)_pos	50375.446521007136
EX_fe3(e)_neg	3.314840731272876
EX_fe3(e)_pos	48918.96401917913
EX_fmn(e)_neg	16207.799589954397
EX_fmn(e)_pos	17152.68219737246
EX_fol(e)_neg	2224.050368607595
EX_for(e)_neg	3.9903759103501746
EX_for(e)_pos	14870.494577809548
EX_fru(e)_neg	4.941709941916145
EX_fru(e)_pos	2780.7883236101643
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	9704.789985153639
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11497.960571898035
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17423.659900340335
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	10454.59881853471
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	11495.967091431006
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	11517.706880106305
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	10965.899196935585
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	9571.817729909506
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	8835.299985536656
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	9459.64741874389
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	11025.905100524527
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	11429.382396367817
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10081.265575673191
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10336.877887017261
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.351212449227424
EX_gal(e)_neg	4075.4500675598047
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9367.59733876817
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10245.335161393128
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9146.75526623772
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8233.26499903063
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	9600.868237844685
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6328.591147644587
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11125.394800978032
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	11703.191203514438
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	12260.889770493895
EX_gd1c_hs(e)_neg	0.0
EX_gd1c_hs(e)_pos	12327.443363995382
EX_gdp(e)_neg	3.090402195868502
EX_gdp(e)_pos	3.090402195868502
EX_glc(e)_neg	2.375
EX_glc(e)_pos	2564.179611011519
EX_glcur(e)_neg	5.331889859327926
EX_glcur(e)_pos	10.900219325088669
EX_glgchlo(e)_neg	0.0
EX_glgchlo(e)_pos	13592.828571866743
EX_gln_L(e)_neg	4.704775693280808
EX_gln_L(e)_pos	7941.080107743987
EX_gltcho(e)_neg	0.0
EX_gltcho(e)_pos	14641.528547363896
EX_gltdechol(e)_neg	0.0
EX_gltdechol(e)_pos	3800.0
EX_glu_L(e)_neg	3.574556900879968
EX_glu_L(e)_pos	8295.055676772252
EX_gluala(e)_neg	5.3657019579314005
EX_gluala(e)_pos	9225.47364392789
EX_gly(e)_neg	5532.0171991688685
EX_glyb(e)_neg	18.14276025464362
EX_glyb(e)_pos	10222.492884226682
EX_glyc(e)_neg	4075.4500675598047
EX_glyc_S(e)_neg	0.0
EX_glyc_S(e)_pos	6085.283424402945
EX_glygly(e)_neg	12471.52898102423
EX_glygn2(e)_neg	13.432764511890646
EX_glygn2(e)_pos	0.0
EX_glygn4(e)_neg	4.275
EX_glygn4(e)_pos	13.432764511890646
EX_glygn5(e)_neg	5.062707764826559
EX_glygn5(e)_pos	19.475776906001666
EX_glyleu(e)_neg	9494.591843131771
EX_glyphe(e)_neg	10704.05790377632
EX_glypro(e)_neg	9241.715159138312
EX_glysar(e)_neg	16739.430218497757
EX_gmp(e)_neg	6.169369289885326
EX_gmp(e)_pos	7.3085538404545325
EX_gp1c_hs(e)_neg	0.0
EX_gp1c_hs(e)_pos	12941.553244345765
EX_gp1calpha_hs(e)_neg	0.0
EX_gp1calpha_hs(e)_pos	12981.384490745773
EX_gq1b_hs(e)_neg	0.0
EX_gq1b_hs(e)_pos	12754.226110240143
EX_gq1balpha_hs(e)_neg	0.0
EX_gq1balpha_hs(e)_pos	12672.844614816495
EX_gsn(e)_neg	5830.552735233814
EX_gt1a_hs(e)_neg	0.0
EX_gt1a_hs(e)_pos	12500.412996230873
EX_gthox(e)_neg	0.0
EX_gthox(e)_pos	14992.483228358962
EX_gthrd(e)_neg	2.5459116146555743
EX_gthrd(e)_pos	13607.046124422766
EX_gtp(e)_neg	3.090402195868502
EX_gtp(e)_pos	0.0
EX_gua(e)_neg	6.40339077500837
EX_gua(e)_pos	6154.9516889033375
EX_gum(e)_neg	3800.0
EX_gum(e)_pos	0.0
EX_gumdchac(e)_neg	0.0
EX_gumdchac(e)_pos	3800.0
EX_gumgchol(e)_neg	0.0
EX_gumgchol(e)_pos	13592.82857186674
EX_gumtchol(e)_neg	0.0
EX_gumtchol(e)_pos	14641.528547363896
EX_h(e)_neg	233.01280232556303
EX_h(e)_pos	2221.3475993166585
EX_h2o(e)_neg	245.7872106796156
EX_h2o(e)_pos	3445.0975956294315
EX_h2o2(e)_neg	3.951718363277587
EX_h2o2(e)_pos	5685.776705639437
EX_ha(e)_neg	36.46647499210905
EX_ha(e)_pos	18509.482781602557
EX_ha_pre1(e)_neg	14.68564279457866
EX_ha_pre1(e)_pos	18962.753183989716
EX_hco3(e)_neg	435.51830780604257
EX_hco3(e)_pos	5245.142508089451
EX_hcoumarin(e)_neg	0.0
EX_hcoumarin(e)_pos	7.4648098182864295
EX_hdca(e)_neg	6.569257622943336
EX_hdca(e)_pos	12830.457150924614
EX_hdcea(e)_neg	10179.913493146936
EX_hestratriol(e)_neg	0.0
EX_hestratriol(e)_pos	50156.59709385652
EX_hexc(e)_neg	9.893968698074739
EX_hexc(e)_pos	0.0
EX_his_L(e)_neg	5242.0116393074595
EX_hista(e)_neg	10.642878905020675
EX_hista(e)_pos	5244.799897025176
EX_hom_L(e)_neg	0.0
EX_hom_L(e)_pos	0.0
EX_hpdca(e)_neg	32.564497271130094
EX_hpdca(e)_pos	0.0
EX_hspg(e)_neg	346.5281844344719
EX_hspg(e)_pos	0.0
EX_htaxol(e)_neg	0.0
EX_htaxol(e)_pos	7.4648098182864295
EX_hxan(e)_neg	5.721766801290061
EX_hxan(e)_pos	6037.748594458937
EX_hyptaur(e)_neg	2850.0
EX_hyptaur(e)_pos	4750.0
EX_i(e)_neg	9.986536407348623
EX_i(e)_pos	0.0
EX_idour(e)_neg	0.0
EX_idour(e)_pos	449.5511868217141
EX_idp(e)_neg	2.1421134995222
EX_idp(e)_pos	3.2155997794070674
EX_ile_L(e)_neg	4.75
EX_ile_L(e)_pos	7562.421980693561
EX_imp(e)_neg	0.0
EX_imp(e)_pos	7.427162077491069
EX_inost(e)_neg	10.658250739070194
EX_inost(e)_pos	6274.455360606962
EX_ins(e)_neg	5947.567758793343
EX_itp(e)_neg	3.2155997794070674
EX_itp(e)_pos	3.2121024334274804
EX_ivcrn_neg	0.0
EX_ivcrn_pos	10753.7928604292
EX_k(e)_neg	0.0
EX_k(e)_pos	0.0
EX_ksi(e)_neg	4.039800688070663
EX_ksi(e)_pos	1787.4064200450982
EX_ksi_deg1(e)_neg	0.0
EX_ksi_deg1(e)_pos	1759.3778515122528
EX_ksii_core2(e)_neg	99.73144947578248
EX_ksii_core2(e)_pos	294.5162381933559
EX_ksii_core4(e)_neg	107.68662800654258
EX_ksii_core4(e)_pos	486.34848976816215
EX_lac_D(e)_neg	2.362871266633682
EX_lac_D(e)_pos	3512.996007758279
EX_lac_L(e)_neg	2.362871266633682
EX_lac_L(e)_pos	3463.877038623091
EX_lcts(e)_neg	4.291198929519826
EX_lcts(e)_pos	7267.368911027789
EX_leu_L(e)_neg	4.75
EX_leu_L(e)_pos	3754.105091228034
EX_leugly(e)_neg	9494.59184313177
EX_leuktrA4(e)_neg	3.4595182694080484
EX_leuktrA4(e)_pos	4199.851733076326
EX_leuktrB4(e)_neg	0.0
EX_leuktrB4(e)_pos	3298.741255125218
EX_leuktrC4(e)_neg	5.586779852980046
EX_leuktrC4(e)_pos	21876.16479148364
EX_leuktrD4(e)_neg	4.093913510574859
EX_leuktrD4(e)_pos	17588.07479476344
EX_leuktrE4(e)_neg	4.741283048427581
EX_leuktrE4(e)_pos	17280.324514458633
EX_leuktrF4(e)_neg	5.576011533698516
EX_leuktrF4(e)_pos	20749.182682546387
EX_leuleu(e)_neg	10087.112092951698
EX_lgnc(e)_neg	20.80745345789687
EX_lgnc(e)_pos	9.893968698074739
EX_limnen(e)_neg	7.464809818286433
EX_limnen(e)_pos	0.0
EX_lipoate(e)_neg	0.0
EX_lipoate(e)_pos	0.0
EX_lneldc(e)_neg	13.684520872313346
EX_lneldc(e)_pos	9081.106987519976
EX_lnlc(e)_neg	6.0468996704893145
EX_lnlc(e)_pos	0.0
EX_lnlnca(e)_neg	6.894858040303986
EX_lnlnca(e)_pos	0.0
EX_lnlncg(e)_neg	12.469439023980705
EX_lnlncg(e)_pos	49.02989806009743
EX_lpchol_hs(e)_neg	13565.278776748348
EX_lys_L(e)_neg	12.179230984019659
EX_lys_L(e)_pos	3.9370799101424137
EX_mag_hs(e)_neg	5161.745293671552
EX_mal_L(e)_neg	5312.075019071843
EX_mal_L(e)_pos	9112.27824548303
EX_malcoa(e)_neg	5.256891680646744
EX_malcoa(e)_pos	0.0
EX_malt(e)_neg	3006.3538824132793
EX_malthp(e)_neg	4.275
EX_malthp(e)_pos	19.260714935446572
EX_malthx(e)_neg	2.85
EX_malthx(e)_pos	15.176863664778796
EX_maltpt(e)_neg	2.85
EX_maltpt(e)_pos	13.2
EX_malttr(e)_neg	2.637569254942186
EX_malttr(e)_pos	30.6
EX_maltttr(e)_neg	2.85
EX_maltttr(e)_pos	20.6
EX_man(e)_neg	5144.599086297721
EX_meoh(e)_neg	5.592531996038977
EX_meoh(e)_pos	21694.935972866355
EX_mepi(e)_neg	0.0
EX_mepi(e)_pos	41722.71116037432
EX_mercplaccys(e)_neg	0.0
EX_mercplaccys(e)_pos	15492.065270310524
EX_met_L(e)_neg	10.63525591323457
EX_met_L(e)_pos	10045.34979909265
EX_mthgxl(e)_neg	0.0
EX_mthgxl(e)_pos	4659.695616553614
EX_n2m2nmasn(e)_neg	58.38243846246957
EX_n2m2nmasn(e)_pos	756.3183279851994
EX_na1(e)_neg	0.0
EX_nac(e)_neg	11.49996871224063
EX_nac(e)_pos	28.886089256838645
EX_nad(e)_neg	4.721792471177456
EX_nad(e)_pos	0.0
EX_nadp(e)_neg	4.721792471177456
EX_nadp(e)_pos	0.0
EX_ncam(e)_neg	2.8499999999999996
EX_ncam(e)_pos	19.27932809647148
EX_nh4(e)_neg	525.7038572422332
EX_nh4(e)_pos	4985.498972316101
EX_nifedipine(e)_neg	0.0
EX_nifedipine(e)_pos	0.0
EX_no(e)_neg	6.810810469531872
EX_no(e)_pos	57386.7431073811
EX_no2(e)_neg	5.331889859327926
EX_no2(e)_pos	5.4501096625443335
EX_npthl(e)_neg	7.46480981828643
EX_npthl(e)_pos	0.0
EX_nrpphr(e)_neg	5.707443703643897
EX_nrpphr(e)_pos	29468.546288437352
EX_nrpphrsf(e)_neg	0.0
EX_nrpphrsf(e)_pos	71106.49446558312
EX_nrvnc(e)_neg	21.44387489833403
EX_nrvnc(e)_pos	0.0
EX_o2(e)_neg	3734.3207863659204
EX_o2s(e)_neg	3.180718802275613
EX_o2s(e)_pos	8782.375556283847
EX_oagd3_hs(e)_neg	0.0
EX_oagd3_hs(e)_pos	19064.39658866019
EX_oagt3_hs(e)_neg	0.0
EX_oagt3_hs(e)_pos	18324.86267684542
EX_ocdca(e)_neg	5045.997581990885
EX_ocdcea(e)_neg	6.926149345014346
EX_ocdcea(e)_pos	8810.98949438682
EX_octa(e)_neg	8832.7659749983
EX_oh1(e)_neg	0.0
EX_oh1(e)_pos	0.0
EX_omeprazole(e)_neg	7.46480981828643
EX_omeprazole(e)_pos	0.0
EX_onpthl(e)_neg	0.0
EX_onpthl(e)_pos	7.46480981828643
EX_orn(e)_neg	4.3796883299997855
EX_orn(e)_pos	10922.905893890395
EX_orot(e)_neg	6.6235713992232155
EX_orot(e)_pos	8326.267988893014
EX_oxa(e)_neg	0.0
EX_oxa(e)_pos	11033.801050759408
EX_paf_hs(e)_neg	4.704427634291479
EX_paf_hs(e)_pos	6.7881161636698435
EX_pan4p(e)_neg	5354.065696734262
EX_pan4p(e)_pos	6628.359897474042
EX_pchol_hs(e)_neg	13.70725146724259
EX_pchol_hs(e)_pos	10412.256188566384
EX_pe_hs(e)_neg	3325.0
EX_pect(e)_neg	5034.200095892862
EX_pect(e)_pos	0.0
EX_pectindchac(e)_neg	0.0
EX_pectindchac(e)_pos	5034.200095892863
EX_pectingchol(e)_neg	0.0
EX_pectingchol(e)_pos	14188.565352123931
EX_pectintchol(e)_neg	0.0
EX_pectintchol(e)_pos	15086.722355919877
EX_peplys(e)_neg	0.0
EX_peplys(e)_pos	0.0
EX_perillyl(e)_neg	0.0
EX_perillyl(e)_pos	7.464809818286431
EX_pglyc_hs(e)_neg	5.307711132222217
EX_pglyc_hs(e)_pos	13411.265138128472
EX_phe_L(e)_neg	5875.197916889755
EX_pheacgln(e)_neg	0.0
EX_pheacgln(e)_pos	18614.195172210144
EX_pheme(e)_neg	50387.568502049675
EX_phyQ(e)_neg	0.0
EX_phyQ(e)_pos	0.0
EX_phyt(e)_neg	45.75223534050434
EX_phyt(e)_pos	0.0
EX_pi(e)_neg	493.3660530422256
EX_pi(e)_pos	6155.558029684744
EX_pnto_R(e)_neg	285.0
EX_pnto_R(e)_pos	6130.960755353441
EX_ppa(e)_neg	4.588248586963778
EX_ppa(e)_pos	9996.932794220445
EX_ppi(e)_neg	3.762820212344192
EX_ppi(e)_pos	21402.32792983823
EX_prgstrn(e)_neg	6.204642728012454
EX_prgstrn(e)_pos	60749.47938611476
EX_pro_D(e)_neg	0.0
EX_pro_D(e)_pos	0.0
EX_pro_L(e)_neg	6.357477925542053
EX_pro_L(e)_pos	8079.544278711674
EX_progly(e)_neg	9241.715159138315
EX_prostgd2(e)_neg	2.5760722217137815
EX_prostgd2(e)_pos	134.96370754986623
EX_prostge1(e)_neg	4.2478916385779915
EX_prostge1(e)_pos	15.443674915733972
EX_prostge2(e)_neg	3.3285532138801845
EX_prostge2(e)_pos	16.04338178174933
EX_prostgf2(e)_neg	4.884419357346082
EX_prostgf2(e)_pos	141.1141691531319
EX_prostgh2(e)_neg	2.5760722217137815
EX_prostgh2(e)_pos	132.12727613818456
EX_prostgi2(e)_neg	6.149406812792755
EX_prostgi2(e)_pos	161.83836589523293
EX_prpp(e)_neg	3.961471904819546
EX_prpp(e)_pos	26576.79376692415
EX_ps_hs(e)_neg	6.364464865238515
EX_ps_hs(e)_pos	14193.81855635913
EX_psyl(e)_neg	3800.0
EX_psyl(e)_pos	0.0
EX_psylchol(e)_neg	0.0
EX_psylchol(e)_pos	13592.828571866743
EX_psyltchol(e)_neg	0.0
EX_psyltchol(e)_pos	14641.528547363896
EX_psyltdechol(e)_neg	0.0
EX_psyltdechol(e)_pos	3800.0
EX_ptdca(e)_neg	28.469868414319983
EX_ptdca(e)_pos	0.0
EX_ptrc(e)_neg	5.713728849165211
EX_ptrc(e)_pos	14119.495445065524
EX_ptth(e)_neg	6130.640790144826
EX_ptth(e)_pos	5645.649544905159
EX_pydam(e)_neg	10061.57501644688
EX_pydx(e)_neg	7817.9632427283295
EX_pydx5p(e)_neg	9.03543188664962
EX_pydx5p(e)_pos	9524.638927791631
EX_pydxn(e)_neg	9034.630928565828
EX_pyr(e)_neg	3.533168683484614
EX_pyr(e)_pos	4335.113538862657
EX_q10(e)_neg	5510.166642402756
EX_q10h2(e)_pos	5510.166642402758
EX_rbt(e)_neg	0.0
EX_rbt(e)_pos	6388.936474222001
EX_retfa(e)_neg	5.4501096625443335
EX_retfa(e)_pos	1202.9793486508547
EX_retinol(e)_neg	793.1206144016701
EX_retinol(e)_pos	23.941612015246804
EX_retinol_9_cis(e)_neg	0.0
EX_retinol_9_cis(e)_pos	1603.5204376408753
EX_retinol_cis_11(e)_neg	0.0
EX_retinol_cis_11(e)_pos	1603.5204376408753
EX_retn(e)_neg	342.19033700518344
EX_retn(e)_pos	814.6090999590921
EX_retnglc(e)_neg	0.0
EX_retnglc(e)_pos	3824.021886837033
EX_rib_D(e)_neg	4967.544760586939
EX_ribflv(e)_neg	17171.51873424255
EX_s2l2fn2m2masn(e)_neg	4.039800688070663
EX_s2l2fn2m2masn(e)_pos	786.8483115277048
EX_s2l2n2m2masn(e)_neg	74.10118656126023
EX_s2l2n2m2masn(e)_pos	652.5678544777306
EX_sarcs(e)_neg	9.728932737965303
EX_sarcs(e)_pos	0.0
EX_sbt-d(e)_neg	4880.97172104509
EX_sel(e)_neg	0.0
EX_sel(e)_pos	0.0
EX_ser_D(e)_neg	0.0
EX_ser_D(e)_pos	0.0
EX_ser_L(e)_neg	3.4854619148165633
EX_ser_L(e)_pos	6598.081454780433
EX_sfcys(e)_pos	20875.35129983597
EX_sl_L(e)_neg	0.0
EX_sl_L(e)_pos	14377.083752492143
EX_so3(e)_neg	0.0
EX_so3(e)_pos	0.0
EX_so4(e)_neg	1186.1244836464152
EX_so4(e)_pos	13674.089297213985
EX_spc_hs(e)_neg	11.382420646518167
EX_spc_hs(e)_pos	27863.880461167773
EX_sph1p(e)_neg	12.981638593702257
EX_sph1p(e)_pos	19093.02204557218
EX_sphs1p(e)_neg	9.275198394527088
EX_sphs1p(e)_pos	32036.164967372217
EX_spmd(e)_neg	5.7
EX_spmd(e)_pos	23431.968503413074
EX_sprm(e)_neg	2.0055436638513338
EX_sprm(e)_pos	15080.122070679645
EX_srtn(e)_neg	0.0
EX_srtn(e)_pos	7.463639191915277
EX_strch1(e)_neg	13.432764511890646
EX_strch1(e)_pos	0.0
EX_strch2(e)_neg	5.381353882413279
EX_strch2(e)_pos	13.432764511890646
EX_strdnc(e)_neg	9.55055621198309
EX_strdnc(e)_pos	6.9268606637475765
EX_succ(e)_neg	6.12862094798422
EX_succ(e)_pos	5407.42492605716
EX_sucr(e)_neg	3.4813538824132797
EX_sucr(e)_pos	0.0
EX_tag_hs(e)_neg	8.188180310109503
EX_tag_hs(e)_pos	7.940775140464554
EX_tagat_D(e)_neg	6.945400112565203
EX_tagat_D(e)_pos	0.0
EX_taur(e)_neg	2.2876532186010197
EX_taur(e)_pos	2850.0
EX_taxol(e)_neg	7.46480981828643
EX_taxol(e)_pos	0.0
EX_tchola(e)_neg	3.8
EX_tchola(e)_pos	12753.01320238224
EX_tcynt(e)_neg	5.331889859327925
EX_tcynt(e)_pos	11.094632578455778
EX_tdchola(e)_neg	5.454965503767941
EX_tdchola(e)_pos	66335.10726563462
EX_tdcrn_neg	0.0
EX_tdcrn_pos	8010.262107357909
EX_tdechola(e)_neg	3800.0
EX_tdechola(e)_pos	0.0
EX_tetdec2crn_neg	0.0
EX_tetdec2crn_pos	12435.698016811386
EX_tetdece1crn_neg	0.0
EX_tetdece1crn_pos	12435.698016811386
EX_tethex3(e)_neg	10.044807873272367
EX_tethex3(e)_pos	7.807288553905166
EX_tetpent3(e)_neg	7.807288553905167
EX_tetpent3(e)_pos	0.0
EX_tetpent6(e)_neg	10.753661224299593
EX_tetpent6(e)_pos	0.0
EX_tettet6(e)_neg	10.044807873272367
EX_tettet6(e)_pos	0.0
EX_thf(e)_neg	6.062754265393455
EX_thf(e)_pos	4843.540172616172
EX_thm(e)_neg	11898.458421331334
EX_thmmp(e)_neg	9.026022538602803
EX_thmmp(e)_pos	11898.45842133133
EX_thmtp(e)_neg	0.0
EX_thmtp(e)_pos	27561.258094386954
EX_thr_L(e)_neg	4.8128270783197244
EX_thr_L(e)_pos	0.0
EX_thym(e)_neg	9.126826433161522
EX_thym(e)_pos	11761.691451855013
EX_thymd(e)_neg	6.046267274272661
EX_thymd(e)_pos	0.0
EX_thyox_L(e)_neg	0.0
EX_thyox_L(e)_pos	9.986536407348627
EX_tmndnc(e)_neg	13.090699678901693
EX_tmndnc(e)_pos	239.6787203337466
EX_tolbutamide(e)_neg	7.46480981828643
EX_tolbutamide(e)_pos	0.0
EX_tre(e)_neg	3.0444111840375108
EX_tre(e)_pos	0.0
EX_triodthy(e)_neg	9.835835887989143
EX_triodthy(e)_pos	10.747042295318563
EX_triodthysuf(e)_neg	0.0
EX_triodthysuf(e)_pos	20.928154685218583
EX_trp_L(e)_neg	7.215661082304572
EX_trp_L(e)_pos	0.0
EX_tststerone(e)_neg	8.882965398729828
EX_tststerone(e)_pos	53995.85745634509
EX_tststeroneglc(e)_neg	0.0
EX_tststeroneglc(e)_pos	67382.3109117899
EX_tststerones(e)_neg	0.0
EX_tststerones(e)_pos	59606.446291165725
EX_tsul(e)_neg	12.000571525284494
EX_tsul(e)_pos	0.0
EX_ttdca(e)_neg	7179.5978645971945
EX_txa2(e)_neg	0.0
EX_txa2(e)_pos	167.49104435440367
EX_tymsf(e)_neg	0.0
EX_tymsf(e)_pos	19201.493975203783
EX_tyr_L(e)_neg	3.2909781979706225
EX_tyr_L(e)_pos	5425.950281413275
EX_udp(e)_neg	3.090402195868502
EX_udp(e)_pos	22451.214539783472
EX_udpg(e)_neg	5.3512124492274245
EX_udpg(e)_pos	0.0
EX_udpgal(e)_neg	5.7
EX_udpgal(e)_pos	0.0
EX_ump(e)_neg	3.3868325763939
EX_ump(e)_pos	14417.980049855994
EX_ura(e)_neg	5.551486198089939
EX_ura(e)_pos	7197.480433883574
EX_urate(e)_neg	4.75
EX_urate(e)_pos	8773.817393326084
EX_urea(e)_neg	4.75
EX_urea(e)_pos	11160.41254809968
EX_uri(e)_neg	4.8774578738450804
EX_uri(e)_pos	5749.1880238426875
EX_utp(e)_neg	3.090402195868502
EX_utp(e)_pos	25910.775873544346
EX_vacc(e)_neg	7.786501004667327
EX_vacc(e)_pos	8784.094563809733
EX_val_L(e)_neg	6.199691715649302
EX_val_L(e)_pos	7566.1574966328235
EX_vitd2(e)_neg	0.0
EX_vitd2(e)_pos	0.0
EX_vitd3(e)_neg	7468.379142568122
EX_whddca(e)_neg	0.0
EX_whddca(e)_pos	7.464809818286433
EX_whhdca(e)_neg	0.0
EX_whhdca(e)_pos	17929.881874318446
EX_whtststerone(e)_neg	0.0
EX_whtststerone(e)_pos	0.0
EX_whttdca(e)_neg	0.0
EX_whttdca(e)_pos	7464.943402413527
EX_xolest2_hs(e)_neg	5.4501096625443335
EX_xolest2_hs(e)_pos	14640.477572268668
EX_xolest_hs(e)_neg	0.0
EX_xolest_hs(e)_pos	0.0
EX_xoltri24(e)_neg	0.0
EX_xoltri24(e)_pos	53383.69096150097
EX_xoltri25(e)_neg	0.0
EX_xoltri25(e)_pos	53528.125989596476
EX_xoltri27(e)_neg	0.0
EX_xoltri27(e)_pos	53498.21891571228
EX_xyl_D(e)_neg	0.0
EX_xyl_D(e)_pos	847.6400809454703
EX_xylt(e)_neg	5054.002853260626
EX_yvite(e)_neg	2.8499999999999996
EX_yvite(e)_pos	0.0
F1Atg_neg	0.0
F1Atg_pos	6912.21005762421
F1PGT_neg	0.0
F1PGT_pos	17671.986798391652
F6Tg_pos	17433.834305119668
FA120ACPH_neg	0.0
FA120ACPH_pos	0.0
FA140ACPH_neg	0.0
FA140ACPH_pos	0.0
FA141ACPH_neg	0.0
FA141ACPH_pos	0.0
FA160ACPH_neg	0.0
FA160ACPH_pos	0.0
FA161ACPH_neg	0.0
FA161ACPH_pos	0.0
FA180ACPH_neg	0.0
