	WT-DHA-d_S143_L007_R1_001
DOLPMT3_Ler_pos	17350.73793252976
DOLPMT3_Uer_pos	17350.73793252976
DOLPMT4_Ler_pos	9205.099330513507
DOLPMT4_Uer_pos	9205.099330513507
DOLPMT_L_pos	17371.735902510816
DOLPMT_U_pos	17371.735902510816
DOLP_Lter_pos	17371.735902510816
DOLP_Uter_pos	17371.735902510816
DOPABMO_pos	30051.676173811476
DOPACHRMISO_pos	51025.08315671883
DOPAMT_pos	0.0
DOPAQNISO1_neg	0.0
DOPAQNISO1_pos	12536.757897544609
DOPASFt_pos	32468.835108333133
DOPASULT_pos	32468.835108333133
DOPAVESSEC_pos	3670.4084192233754
DOPAt4_2_r_neg	1563.9249539036473
DOPAt4_2_r_pos	1551.2623817755318
DOPAtu_neg	1478.4289524825406
DOPAtu_pos	1478.4289524825406
DORNOp_pos	0.0
DPCOAK_pos	7196.621895668957
DPCOAPPe_pos	6688.444887448042
DPCOAtl_neg	0.0
DPCOAtl_pos	7196.621895668956
DPGM_neg	0.0
DPGM_pos	3314.019507077545
DPGase_pos	3314.0195070775444
DPHMBDCm_pos	46184.953271535815
DPMVDc_pos	20459.4839336983
DPMVDx_pos	18492.570230061752
DPPS_pos	46184.953271535815
DPROOp_pos	0.0
DRBK_pos	4360.2988407469975
DRIBt_neg	7849.78140148636
DRIBt_pos	6.993339870793178
DRPA_pos	6161.632434371924
DSAT_pos	26814.42819836016
DSREDUCr_pos	75356.39518893076
DTDPtn_neg	4197.61407059311
DTDPtn_pos	4197.61407059311
DTMPK_pos	7724.6259611228
DTMPKm_pos	9816.606647516868
DTTPtm_pos	14947.448922325533
DTTPtn_neg	4197.61407059311
DTTPtn_pos	4197.61407059311
DUDPtn_neg	0.0
DUDPtn_pos	14593.827776179962
DUMPtn_neg	14593.827776179953
DUMPtn_pos	0.0
DURAD2_neg	18217.79035690665
DURAD2_pos	1286.119065321132
DURAD_neg	1301.0917438830381
DURAD_pos	0.0
DURIK1_pos	1201.1408921636569
DURIK1m_pos	1734.9580210266054
DURIPP_neg	5780.713837063314
DURIPP_pos	7397.824169546008
DURIt_neg	1443.5312561533015
DURIt_pos	6.557831348315415
DURItn_neg	19515.22840628094
DURItn_pos	0.0
DUTPDP_pos	6101.455559028276
DUTPDPm_pos	3601.8271063523916
DUTPDPn_pos	14593.827776179955
D_3AIBt_pos	11520.776451436242
D_LACt2_neg	3694.7121505208997
D_LACt2_pos	2.456001670166742
D_LACtm_neg	0.0
D_LACtm_pos	0.0
EAFLATOXINte_neg	7.496934053800334
EAFLATOXINte_pos	0.0
EBASTINEOHte_neg	12.972029253265186
EBASTINEOHte_pos	0.0
EBASTINEOHtr_neg	0.0
EBASTINEOHtr_pos	12.972029253265186
EBASTINEte_neg	0.0
EBASTINEte_pos	12.972029253265186
EBASTINEtr_neg	12.972029253265186
EBASTINEtr_pos	0.0
EBP1r_pos	483.6330210063498
EBP2r_pos	233.93701360376903
ECGISOr_neg	0.0
ECGISOr_pos	0.0
ECOAH12m_neg	0.0
ECOAH12m_pos	12878.685689819094
ECOAH1m_neg	20258.418762028323
ECOAH1m_pos	8313.708693009208
ECOAH1x_neg	0.0
ECOAH1x_pos	0.0
ECOAH9m_neg	13876.643294257628
ECOAH9m_pos	9975.903602922488
EGMESTr_pos	0.0
EHGLAT2m_pos	12434.624823418651
EHGLAT_pos	0.0
EHGLATm_pos	12328.564421487492
EICOSTETCPT1_pos	85.69538120757099
EICOSTETCPT2_pos	85.69538120757099
EICOSTETCRNt_pos	85.69538120757099
EICOSTETt_neg	32.754843159849145
EICOSTETt_pos	7.82934802953639
ELAIDCPT1_pos	40568.60616095024
ELAIDCPT2_pos	40568.60616095024
ELAIDCRNt_pos	40568.60616095024
ELAIDt_neg	5193.725078808646
ELAIDt_pos	3351.7433267199613
ENGASE2_pos	0.0
ENGASE2ly_pos	17408.309320839457
ENGASE3ly_pos	12164.51252432277
ENGASE_pos	0.0
ENGASEly_pos	17886.29952952673
ENMAN1g_pos	0.0
ENMAN2g_pos	0.0
ENMAN3g_pos	0.0
ENMAN4g_pos	0.0
ENMAN5g_pos	0.0
ENMAN6g_pos	0.0
ENO_neg	9939.91846683148
ENO_pos	3647.684156310282
EPCTX_pos	0.0
ESTRADIOLGLCt2_pos	4301.1369345853245
ESTRADIOLGLCt_neg	57305.69592314418
ESTRADIOLGLCt_pos	4301.1369345853245
ESTRADIOLGLCtr_neg	57305.69592314415
ESTRADIOLGLCtr_pos	0.0
ESTRADIOLt_neg	51968.61182691436
ESTRADIOLt_pos	12.106128489326037
ESTRADIOLtr_neg	57776.5055461181
ESTRADIOLtr_pos	5296.04683565259
ESTRIOLGLCte_pos	0.0
ESTRIOLGLCtr_neg	0.0
ESTRIOLGLCtr_pos	0.0
ESTRIOLtr_neg	0.0
ESTRIOLtr_pos	0.0
ESTRONEGLCt_pos	59980.11451710252
ESTRONEGLCtr_neg	59980.11451710252
ESTRONEGLCtr_pos	0.0
ESTRONESt2_pos	605.5784889369442
ESTRONESt_neg	605.5784889369442
ESTRONESt_pos	1226.7627252516481
ESTRONEtr_neg	5296.04683565259
ESTRONEtr_pos	51996.14976874222
ESTSULT_pos	8043.050482595766
ETFQO_pos	426.5669835362627
ETF_pos	426.5669835362627
ETHAK_pos	3310.6533220083356
ETHP_pos	3456.1011875709387
ETOHMO_pos	6.9030961344996795
ETOHt_neg	0.0
ETOHt_pos	5.744070847658576
ETOHtx_neg	0.0
ETOHtx_pos	11.841101102139769
EX_10fthf(e)_neg	0.0
EX_10fthf(e)_pos	34.561994332413626
EX_10fthf5glu(e)_neg	9.183824019658287
EX_10fthf5glu(e)_pos	9.477218601962068
EX_10fthf6glu(e)_neg	3.7558734622695846
EX_10fthf6glu(e)_pos	3.7558734622695846
EX_10fthf7glu(e)_neg	3.7558734622695846
EX_10fthf7glu(e)_pos	0.0
EX_11_cis_retfa(e)_neg	5.466859984700225
EX_11_cis_retfa(e)_pos	1620.730334802891
EX_12dgr120(e)_neg	0.0
EX_12dgr120(e)_pos	0.0
EX_13_cis_retnglc(e)_neg	0.0
EX_13_cis_retnglc(e)_pos	2769.529212377886
EX_1glyc_hs(e)_neg	0.0
EX_1glyc_hs(e)_pos	17690.85914451739
EX_1mncam(e)_neg	0.0
EX_1mncam(e)_pos	47.27675398118754
EX_23cump(e)_neg	4.516859984700225
EX_23cump(e)_pos	4.401138241579377
EX_2425dhvitd2(e)_neg	0.0
EX_2425dhvitd2(e)_pos	10.963758100661668
EX_2425dhvitd3(e)_neg	0.0
EX_2425dhvitd3(e)_pos	50594.52537918824
EX_24nph(e)_neg	0.0
EX_24nph(e)_pos	14.215604101393673
EX_25hvitd2(e)_neg	10.963758100661668
EX_25hvitd2(e)_pos	0.0
EX_25hvitd3(e)_neg	7.321490428184609
EX_25hvitd3(e)_pos	7530.296982610095
EX_2hb(e)_neg	8.156397270988638
EX_2hb(e)_pos	7734.4578796214
EX_2mcit(e)_neg	0.0
EX_2mcit(e)_pos	14654.667234069799
EX_34dhoxpeg(e)_neg	0.0
EX_34dhoxpeg(e)_pos	31978.98362775785
EX_34dhphe(e)_neg	4.226446988534791
EX_34dhphe(e)_pos	6562.299977436633
EX_34hpp_neg	6861.3159283699915
EX_34hpp_pos	8551.8135288755
EX_35cgmp(e)_neg	0.0
EX_35cgmp(e)_pos	14328.382731585303
EX_3aib(e)_neg	0.0
EX_3aib(e)_pos	10903.248717099492
EX_3aib_D(e)_neg	0.0
EX_3aib_D(e)_pos	11520.776451436242
EX_3bcrn_neg	0.0
EX_3bcrn_pos	8827.05888362756
EX_3ddcrn_neg	0.0
EX_3ddcrn_pos	12701.161333827793
EX_3deccrn_neg	0.0
EX_3deccrn_pos	13129.950492265112
EX_3hdececrn_neg	0.0
EX_3hdececrn_pos	10609.140585246008
EX_3hexdcrn_neg	0.0
EX_3hexdcrn_pos	10937.30870568494
EX_3ivcrn_neg	0.0
EX_3ivcrn_pos	13161.797880127513
EX_3mlda(e)_neg	0.0
EX_3mlda(e)_pos	12997.712363899534
EX_3mob(e)_neg	7711.514192402361
EX_3mob(e)_pos	6.351527405281792
EX_3mop(e)_neg	7650.589589524299
EX_3mop(e)_pos	23.51501170968831
EX_3octdec2crn_neg	0.0
EX_3octdec2crn_pos	10.13844984879599
EX_3octdeccrn_neg	0.0
EX_3octdeccrn_pos	8707.579231124677
EX_3octdece1crn_neg	0.0
EX_3octdece1crn_pos	15942.703010626234
EX_3tdcrn_neg	0.0
EX_3tdcrn_pos	10657.69875394966
EX_3tetd7ecoacrn_neg	0.0
EX_3tetd7ecoacrn_pos	14157.853497973168
EX_3thexddcoacrn_neg	0.0
EX_3thexddcoacrn_pos	22682.48324245838
EX_3ttetddcoacrn_neg	0.0
EX_3ttetddcoacrn_pos	32448.09652845086
EX_3ump(e)_neg	4.401138241579377
EX_3ump(e)_pos	4.5168599847002255
EX_4abut(e)_neg	3.3136031310733234
EX_4abut(e)_pos	8871.403529738767
EX_4abutn(e)_neg	4.749999999999999
EX_4abutn(e)_pos	15291.712890996414
EX_4hdebrisoquine(e)_neg	0.0
EX_4hdebrisoquine(e)_pos	7.496934053800334
EX_4hphac(e)_neg	0.0
EX_4hphac(e)_pos	10970.539253468367
EX_4hpro(e)_neg	2850.0
EX_4mop(e)_neg	7692.751907438283
EX_4mop(e)_pos	7417.969310075181
EX_4mptnl(e)_neg	0.0
EX_4mptnl(e)_pos	61646.54355800211
EX_4mtolbutamide(e)_neg	0.0
EX_4mtolbutamide(e)_pos	7.496934053800335
EX_4nph(e)_neg	3.5233836763193147
EX_4nph(e)_pos	3.5233836763193147
EX_4nphsf(e)_neg	0.0
EX_4nphsf(e)_pos	22.89784660630311
EX_4pyrdx(e)_neg	0.0
EX_4pyrdx(e)_pos	8035.64217767302
EX_5adtststerone(e)_neg	7.248032520637764
EX_5adtststerone(e)_pos	56095.78420127685
EX_5adtststeroneglc(e)_neg	0.0
EX_5adtststeroneglc(e)_pos	69782.91538832299
EX_5adtststerones(e)_neg	8.363553174977033
EX_5adtststerones(e)_pos	55358.196768771966
EX_5dhf(e)_neg	9.183824019658287
EX_5dhf(e)_pos	9.477218601962068
EX_5fthf(e)_neg	6.769004242148101
EX_5fthf(e)_pos	0.0
EX_5homeprazole(e)_neg	0.0
EX_5homeprazole(e)_pos	7.496934053800335
EX_5htrp(e)_neg	0.0
EX_5htrp(e)_pos	7.640214544757923
EX_5mta(e)_neg	15015.03832942751
EX_5mta(e)_pos	15476.48040538879
EX_5mthf(e)_neg	7110.097880158502
EX_5oxpro(e)_neg	6282.7451684197795
EX_5oxpro(e)_pos	10398.080172267752
EX_5thf(e)_neg	9.183824019658287
EX_5thf(e)_pos	9.477218601962068
EX_6dhf(e)_neg	3.7558734622695846
EX_6dhf(e)_pos	3.7558734622695846
EX_6htststerone(e)_neg	0.0
EX_6htststerone(e)_pos	52770.094416602464
EX_6thf(e)_neg	3.7558734622695846
EX_6thf(e)_pos	3.7558734622695846
EX_7dhf(e)_neg	3.7558734622695846
EX_7dhf(e)_pos	0.0
EX_7thf(e)_neg	3.7558734622695846
EX_7thf(e)_pos	0.0
EX_9_cis_retfa(e)_neg	5.466859984700225
EX_9_cis_retfa(e)_pos	1620.730334802891
EX_C02470(e)_neg	22.65203603921917
EX_C02470(e)_pos	11.890396226624972
EX_C02528(e)_neg	7.108242592483309
EX_C02528(e)_pos	66551.59218760481
EX_C04849(e)_neg	2.198192026090397
EX_C04849(e)_pos	2.198192026090397
EX_C05965(e)_neg	2.198192026090397
EX_C05965(e)_pos	2.198192026090397
EX_CE0074(e)_neg	4.75
EX_CE0074(e)_pos	16402.942692457298
EX_CE1925(e)_neg	5.351138241579378
EX_CE1925(e)_pos	5.466859984700226
EX_CE1926(e)_neg	5.351138241579378
EX_CE1926(e)_pos	5.466859984700226
EX_CE1935(e)_neg	5.7
EX_CE1935(e)_pos	16163.626430594526
EX_CE1936(e)_neg	0.0
EX_CE1936(e)_pos	18095.161891894222
EX_CE1939(e)_neg	5.7
EX_CE1939(e)_pos	25155.77033704218
EX_CE1940(e)_neg	5.7
EX_CE1940(e)_pos	25155.770337042177
EX_CE1943(e)_neg	0.0
EX_CE1943(e)_pos	33971.54813481771
EX_CE1950(e)_neg	0.0
EX_CE1950(e)_pos	0.0
EX_CE2011(e)_neg	4.850860592140174
EX_CE2011(e)_pos	15.605985814376764
EX_CE2250(e)_neg	0.0
EX_CE2250(e)_pos	5.257798986251952
EX_CE2838(e)_neg	3.1064074737735448
EX_CE2838(e)_pos	4.275
EX_CE2839(e)_neg	4.275
EX_CE2839(e)_pos	3.1064074737735448
EX_CE2915(e)_neg	4.75
EX_CE2915(e)_pos	4.75
EX_CE2916(e)_neg	4.75
EX_CE2916(e)_pos	4.75
EX_CE2917(e)_neg	6.572740930964563
EX_CE2917(e)_pos	4.75
EX_CE4633(e)_neg	5.351138241579378
EX_CE4633(e)_pos	8148.488524607269
EX_CE4722(e)_neg	4.75
EX_CE4722(e)_pos	4.75
EX_CE4723(e)_neg	4.75
EX_CE4723(e)_pos	4.75
EX_CE4724(e)_neg	4.75
EX_CE4724(e)_pos	6.572740930964563
EX_CE4881(e)_neg	5.466859984700226
EX_CE4881(e)_pos	5.351138241579378
EX_CE5786(e)_neg	4.75
EX_CE5786(e)_pos	18.802085814800822
EX_CE5787(e)_neg	5.7
EX_CE5787(e)_pos	17.949999999999996
EX_CE5788(e)_neg	5.7
EX_CE5788(e)_pos	23.320970591722016
EX_CE5789(e)_neg	4.275
EX_CE5789(e)_pos	14.099999999999998
EX_CE5791(e)_neg	5.7
EX_CE5791(e)_pos	17.949999999999996
EX_CE5797(e)_neg	4.75
EX_CE5797(e)_pos	4.75
EX_CE5798(e)_neg	4.75
EX_CE5798(e)_pos	4.75
EX_CE5853(e)_neg	5.466859984700226
EX_CE5853(e)_pos	5.351138241579378
EX_CE5854(e)_neg	5.466859984700226
EX_CE5854(e)_pos	5.351138241579378
EX_CE5867(e)_neg	4.75
EX_CE5867(e)_pos	4.75
EX_CE5868(e)_neg	4.75
EX_CE5868(e)_pos	4.75
EX_CE5869(e)_neg	4.75
EX_CE5869(e)_pos	4.75
EX_CLPND(e)_neg	12.807403870349159
EX_CLPND(e)_pos	388.48036187613536
EX_HC00001(e)_neg	0.0
EX_HC00001(e)_pos	0.0
EX_HC00002(e)_neg	0.0
EX_HC00002(e)_pos	0.0
EX_HC00003(e)_neg	0.0
EX_HC00003(e)_pos	0.0
EX_HC00004(e)_neg	0.0
EX_HC00004(e)_pos	0.0
EX_HC00229(e)_neg	4.274999999999999
EX_HC00229(e)_pos	3032.3249090321788
EX_HC00250(e)_neg	5.444593786148776
EX_HC00250(e)_pos	6895.544878881751
EX_HC00822(e)_neg	16.73267879743716
EX_HC00822(e)_pos	3.2494840098377167
EX_HC00955(e)_neg	0.0
EX_HC00955(e)_pos	0.0
EX_HC01104(e)_neg	3.5233836763193147
EX_HC01104(e)_pos	3.5233836763193147
EX_HC01361(e)_neg	4.766641960239722
EX_HC01361(e)_pos	6.762660953061919
EX_HC01440(e)_neg	0.0
EX_HC01440(e)_pos	0.0
EX_HC01441(e)_neg	0.0
EX_HC01441(e)_pos	0.0
EX_HC01444(e)_neg	9.572662795372137
EX_HC01444(e)_pos	4139.39634463652
EX_HC01446(e)_neg	0.0
EX_HC01446(e)_pos	0.0
EX_HC01577(e)_neg	0.0
EX_HC01577(e)_pos	0.0
EX_HC01609(e)_neg	9.631195945007805
EX_HC01609(e)_pos	9.631195945007805
EX_HC01610(e)_neg	9.631195945007805
EX_HC01610(e)_pos	9.631195945007805
EX_HC01700(e)_neg	0.0
EX_HC01700(e)_pos	0.0
EX_HC01787(e)_neg	0.0
EX_HC01787(e)_pos	0.0
EX_HC01852(e)_neg	0.0
EX_HC01852(e)_pos	0.0
EX_HC01939(e)_neg	0.0
EX_HC01939(e)_pos	0.0
EX_HC01942(e)_neg	0.0
EX_HC01942(e)_pos	0.0
EX_HC01943(e)_neg	0.0
EX_HC01943(e)_pos	0.0
EX_HC01944(e)_neg	0.0
EX_HC01944(e)_pos	0.0
EX_HC02154(e)_neg	0.0
EX_HC02154(e)_pos	0.0
EX_HC02160(e)_neg	0.0
EX_HC02160(e)_pos	0.0
EX_HC02161(e)_neg	0.0
EX_HC02161(e)_pos	0.0
EX_HC02172(e)_neg	0.0
EX_HC02172(e)_pos	0.0
EX_HC02175(e)_neg	0.0
EX_HC02175(e)_pos	0.0
EX_HC02176(e)_neg	7.4969340538003335
EX_HC02176(e)_pos	0.0
EX_HC02179(e)_neg	0.0
EX_HC02179(e)_pos	0.0
EX_HC02180(e)_neg	0.0
EX_HC02180(e)_pos	0.0
EX_HC02187(e)_neg	0.0
EX_HC02187(e)_pos	0.0
EX_HC02191(e)_neg	0.0
EX_HC02191(e)_pos	0.0
EX_HC02192(e)_neg	0.0
EX_HC02192(e)_pos	0.0
EX_HC02193(e)_neg	0.0
EX_HC02193(e)_pos	0.0
EX_HC02194(e)_neg	0.0
EX_HC02194(e)_pos	0.0
EX_HC02195(e)_neg	0.0
EX_HC02195(e)_pos	0.0
EX_HC02196(e)_neg	0.0
EX_HC02196(e)_pos	0.0
EX_HC02197(e)_neg	0.0
EX_HC02197(e)_pos	0.0
EX_HC02198(e)_neg	0.0
EX_HC02198(e)_pos	0.0
EX_HC02199(e)_neg	0.0
EX_HC02199(e)_pos	0.0
EX_HC02200(e)_neg	0.0
EX_HC02200(e)_pos	0.0
EX_HC02201(e)_neg	0.0
EX_HC02201(e)_pos	0.0
EX_HC02202(e)_neg	3.2019950641815225
EX_HC02202(e)_pos	11.556413257486323
EX_HC02203(e)_neg	3.2019950641815225
EX_HC02203(e)_pos	13.444391480149536
EX_HC02204(e)_neg	3.2019950641815225
EX_HC02204(e)_pos	13.256413257486322
EX_HC02205(e)_neg	3.2019950641815225
EX_HC02205(e)_pos	11.744391480149536
EX_HC02206(e)_neg	3.2019950641815225
EX_HC02206(e)_pos	11.406413257486323
EX_HC02207(e)_neg	3.2019950641815225
EX_HC02207(e)_pos	11.594391480149536
EX_HC02208(e)_neg	0.0
EX_HC02208(e)_pos	0.0
EX_HC02210(e)_neg	0.0
EX_HC02210(e)_pos	0.0
EX_HC02213(e)_neg	0.0
EX_HC02213(e)_pos	0.0
EX_HC02214(e)_neg	0.0
EX_HC02214(e)_pos	0.0
EX_HC02216(e)_neg	0.0
EX_HC02216(e)_pos	0.0
EX_HC02217(e)_neg	0.0
EX_HC02217(e)_pos	0.0
EX_HC02220(e)_neg	0.0
EX_HC02220(e)_pos	0.0
EX_Lcystin(e)_neg	2.3256973529004936
EX_Lcystin(e)_pos	0.0
EX_Rtotal(e)_neg	8.419912049402733
EX_Rtotal(e)_pos	7673.239510984522
EX_Rtotal2(e)_neg	9.024802436790278
EX_Rtotal2(e)_pos	5209.102675274683
EX_Rtotal3(e)_neg	8.110766920718332
EX_Rtotal3(e)_pos	8.212405764046638
EX_Tyr_ggn(e)_neg	0.0
EX_Tyr_ggn(e)_pos	30.304666272121228
EX_abt(e)_neg	0.0
EX_abt(e)_pos	5080.585228819067
EX_ac(e)_neg	4.820817205984934
EX_ac(e)_pos	5956.019285222327
EX_acac(e)_neg	5.182290220456019
EX_acac(e)_pos	7842.095696042727
EX_acald(e)_neg	5.272608482592936
EX_acald(e)_pos	6310.229586488491
EX_acetone(e)_neg	5.649716506100683
EX_acetone(e)_pos	10790.66978217801
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	9740.271634485402
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	9120.676461524456
EX_acgam(e)_neg	0.0
EX_acgam(e)_pos	6.649999999999999
EX_ach(e)_neg	9.003456580566828
EX_ach(e)_pos	7158.954438797661
EX_acmana(e)_neg	0.0
EX_acmana(e)_pos	19615.74620601613
EX_acn13acngalgbside_hs(e)_neg	0.0
EX_acn13acngalgbside_hs(e)_pos	11459.273467838551
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11459.273467838551
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12709.759184128689
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11485.059820588975
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	10371.792772333407
EX_ade(e)_neg	3.9841996275456912
EX_ade(e)_pos	6134.328527644608
EX_adn(e)_neg	5657.930057498921
EX_adp_neg	3.091285172316299
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.762849363246642
EX_adprib(e)_neg	7.97965148133475
EX_adprib(e)_pos	4.762849363246642
EX_adrn(e)_neg	9.342782093112648
EX_adrn(e)_pos	135.20596204634924
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	37493.960571449184
EX_aflatoxin(e)_neg	7.496934053800334
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11447.58353682582
EX_ahcys(e)_pos	27091.07285440323
EX_ahdt(e)_neg	6.762660953061919
EX_ahdt(e)_pos	4.766641960239723
EX_aicar(e)_neg	11422.383195705932
EX_aicar(e)_pos	12757.663094838354
EX_ak2lgchol_hs(e)_neg	6.867262829662443
EX_ak2lgchol_hs(e)_pos	4.835064594673429
EX_akg(e)_neg	4.1989993811046205
EX_akg(e)_pos	7621.865103973747
EX_ala_B(e)_neg	6.935608148426519
EX_ala_B(e)_pos	9251.326613782481
EX_ala_D(e)_neg	2.43703065207451
EX_ala_D(e)_pos	3838.3498754502866
EX_ala_L(e)_neg	2.3977362173004346
EX_ala_L(e)_pos	3633.505040031007
EX_alaala(e)_neg	7589.015984973719
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	53753.89390048231
EX_amp(e)_neg	3.9841996275456912
EX_amp(e)_pos	6678.342375540533
EX_andrstrn(e)_neg	17.822145769940605
EX_andrstrn(e)_pos	56567.77748025787
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	70034.22530941202
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.965752645360206
EX_antipyrene(e)_neg	7.918721323993263
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.4969340538003335
EX_appnn(e)_neg	7.496934053800334
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	62157.43079750081
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.432129169158725
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11830.471812590127
EX_arachcoa(e)_neg	5.257798986251952
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.848703021492514
EX_arachd(e)_pos	78.27080602734198
EX_arg_L(e)_neg	5.34142817145638
EX_arg_L(e)_pos	18107.39889757964
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4590.692776842705
EX_asn_L(e)_neg	5.7237602021232705
EX_asn_L(e)_pos	11618.897664758179
EX_asp_D(e)_neg	11.415660912113275
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.144095074787628
EX_asp_L(e)_pos	6942.122515340335
EX_atp(e)_neg	3.9982786548376765
EX_atp(e)_pos	21567.6076717348
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	5.164125866032825
EX_bhb(e)_pos	7889.989927499832
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	42927.44728021584
EX_bilglcur(e)_neg	10.356854690091058
EX_bilglcur(e)_pos	65754.97628725841
EX_bilirub(e)_neg	16.287121064428128
EX_bilirub(e)_pos	51320.00060263682
EX_biocyt(e)_neg	3.945271733064539
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	240.03370288324444
EX_btn(e)_pos	3.945271733064539
EX_but(e)_neg	6.313643497298598
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12839.232521166294
EX_c10crn_neg	0.0
EX_c10crn_pos	15360.049911303602
EX_c10dc_neg	0.0
EX_c10dc_pos	20108.12009737287
EX_c12dc_neg	0.0
EX_c12dc_pos	46444.24787668968
EX_c16dc_neg	0.0
EX_c16dc_pos	30241.009630935267
EX_c3dc_neg	0.0
EX_c3dc_pos	11196.841493857713
EX_c4crn_neg	0.0
EX_c4crn_pos	17486.98270578986
EX_c4dc_neg	0.0
EX_c4dc_pos	10824.075112303206
EX_c51crn_neg	0.0
EX_c51crn_pos	12185.933871654164
EX_c5dc_neg	0.0
EX_c5dc_pos	8303.116233942148
EX_c6crn_neg	0.0
EX_c6crn_pos	13558.008069140904
EX_c6dc_neg	0.0
EX_c6dc_pos	62693.21217989577
EX_c81crn_neg	0.0
EX_c81crn_pos	12839.232521166294
EX_c8crn_neg	0.0
EX_c8crn_pos	9144.487465794013
EX_c8dc_neg	0.0
EX_c8dc_pos	28408.445974135542
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	13193.034948048708
EX_carn(e)_neg	11163.30066054808
EX_caro(e)_neg	13.182636693811421
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.496934053800334
EX_cbasp(e)_neg	8418.72705924131
EX_cbasp(e)_pos	19748.09324765145
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.297561597911216
EX_cdp(e)_pos	4.595123195822432
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.7347086607043085
EX_cgly(e)_pos	10794.15961803217
EX_chol(e)_neg	7156.2137798261965
EX_cholate(e)_neg	11887.776313546707
EX_chsterol(e)_neg	8.159546669003023
EX_chsterol(e)_pos	11010.050364270663
EX_chtn(e)_neg	3.2494840098377167
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.776624449897612
EX_cit(e)_pos	8702.145161780869
EX_citr_L(e)_neg	2.0428592305376374
EX_citr_L(e)_pos	12661.025302503333
EX_cl(e)_neg	8155.089329843263
EX_cmp(e)_neg	3.3236145578627845
EX_cmp(e)_pos	8.034604611482377
EX_co(e)_neg	0.0
EX_co(e)_pos	51332.42290305134
EX_co2(e)_neg	451.9716434188245
EX_co2(e)_pos	4237.6008560994
EX_coa(e)_neg	4.205845919079829
EX_coa(e)_pos	5.257798986251952
EX_coumarin(e)_neg	7.496934053800335
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	10.116189032129391
EX_creat(e)_pos	18180.15155572654
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	28561.617812498833
EX_crn(e)_neg	7032.904166912916
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	52230.388082007914
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	54761.964038809245
EX_crvnc(e)_neg	9.92403031837024
