	Ob-911-c_S139_L007_R1_001
DOPACHRMISO_pos	50254.549768260025
DOPAMT_pos	0.0
DOPAQNISO1_neg	0.0
DOPAQNISO1_pos	12425.786347671428
DOPASFt_pos	32110.41238023978
DOPASULT_pos	32110.41238023978
DOPAVESSEC_pos	3482.8083238299105
DOPAt4_2_r_neg	1429.5955316367404
DOPAt4_2_r_pos	1419.0900691772315
DOPAtu_neg	1394.3487648722396
DOPAtu_pos	1394.3487648722396
DORNOp_pos	0.0
DPCOAK_pos	7123.974385191346
DPCOAPPe_pos	6577.6759294061885
DPCOAtl_neg	0.0
DPCOAtl_pos	7123.974385191346
DPGM_neg	0.0
DPGM_pos	3249.126664403181
DPGase_pos	3249.1266644031803
DPHMBDCm_pos	45171.39155621663
DPMVDc_pos	19853.28105183937
DPMVDx_pos	18048.24471697489
DPPS_pos	45171.39155621662
DPROOp_pos	0.0
DRBK_pos	4320.812286021673
DRIBt_neg	8058.876123611956
DRIBt_pos	6.95787404628561
DRPA_pos	6101.257029286994
DSAT_pos	25793.745066390256
DSREDUCr_pos	74336.85028150032
DTDPtn_neg	4201.04675674588
DTDPtn_pos	4201.04675674588
DTMPK_pos	7613.222759371005
DTMPKm_pos	9436.00376530863
DTTPtm_pos	14326.348684424041
DTTPtn_neg	4201.04675674588
DTTPtn_pos	4201.04675674588
DUDPtn_neg	0.0
DUDPtn_pos	14523.98193731693
DUMPtn_neg	14523.981937316928
DUMPtn_pos	0.0
DURAD2_neg	17619.296826502803
DURAD2_pos	1253.9607213416386
DURAD_neg	1266.3905197574734
DURAD_pos	0.0
DURIK1_pos	1215.75363649645
DURIK1m_pos	1718.1354275253661
DURIPP_neg	5764.204451880939
DURIPP_pos	7227.809434188738
DURIt_neg	1577.3366903898082
DURIt_pos	6.757377396411247
DURItn_neg	19643.725902321356
DURItn_pos	0.0
DUTPDP_pos	5998.4677206164915
DUTPDPm_pos	3489.5974522427096
DUTPDPn_pos	14523.981937316923
D_3AIBt_pos	11304.657658625278
D_LACt2_neg	3522.0470647781012
D_LACt2_pos	2.3584844709923285
D_LACtm_neg	0.0
D_LACtm_pos	0.0
EAFLATOXINte_neg	7.422389412793262
EAFLATOXINte_pos	0.0
EBASTINEOHte_neg	12.880218363843218
EBASTINEOHte_pos	0.0
EBASTINEOHtr_neg	0.0
EBASTINEOHtr_pos	12.880218363843218
EBASTINEte_neg	0.0
EBASTINEte_pos	12.880218363843218
EBASTINEtr_neg	12.880218363843218
EBASTINEtr_pos	0.0
EBP1r_pos	427.39948873535616
EBP2r_pos	241.26099968308392
ECGISOr_neg	0.0
ECGISOr_pos	0.0
ECOAH12m_neg	0.0
ECOAH12m_pos	12634.155819386733
ECOAH1m_neg	19374.404152147406
ECOAH1m_pos	7991.707885094899
ECOAH1x_neg	0.0
ECOAH1x_pos	0.0
ECOAH9m_neg	13489.489003019109
ECOAH9m_pos	9650.51145878705
EGMESTr_pos	0.0
EHGLAT2m_pos	12097.926077065602
EHGLAT_pos	0.0
EHGLATm_pos	12002.007592613336
EICOSTETCPT1_pos	82.49051966093322
EICOSTETCPT2_pos	82.49051966093322
EICOSTETCRNt_pos	82.49051966093322
EICOSTETt_neg	31.788176523705125
EICOSTETt_pos	7.679830246508554
ELAIDCPT1_pos	39644.66852709738
ELAIDCPT2_pos	39644.66852709738
ELAIDCRNt_pos	39644.66852709738
ELAIDt_neg	5038.524467900234
ELAIDt_pos	3294.7888784882903
ENGASE2_pos	0.0
ENGASE2ly_pos	17106.243802562996
ENGASE3ly_pos	11857.602036550541
ENGASE_pos	0.0
ENGASEly_pos	17569.159270750934
ENMAN1g_pos	0.0
ENMAN2g_pos	0.0
ENMAN3g_pos	0.0
ENMAN4g_pos	0.0
ENMAN5g_pos	0.0
ENMAN6g_pos	0.0
ENO_neg	9603.847031042524
ENO_pos	3464.269423668743
EPCTX_pos	0.0
ESTRADIOLGLCt2_pos	4123.072794694934
ESTRADIOLGLCt_neg	56531.38673671831
ESTRADIOLGLCt_pos	4123.072794694934
ESTRADIOLGLCtr_neg	56531.38673671829
ESTRADIOLGLCtr_pos	0.0
ESTRADIOLt_neg	50992.43548195877
ESTRADIOLt_pos	11.350438011801348
ESTRADIOLtr_neg	56933.96825953447
ESTRADIOLtr_pos	5164.279803977261
ESTRIOLGLCte_pos	0.0
ESTRIOLGLCtr_neg	0.0
ESTRIOLGLCtr_pos	0.0
ESTRIOLtr_neg	0.0
ESTRIOLtr_pos	0.0
ESTRONEGLCt_pos	59289.12269719701
ESTRONEGLCtr_neg	59289.122697197025
ESTRONEGLCtr_pos	0.0
ESTRONESt2_pos	523.7810707169533
ESTRONESt_neg	523.7810707169533
ESTRONESt_pos	1179.9422096904007
ESTRONEtr_neg	5164.279803977261
ESTRONEtr_pos	51018.4878803229
ESTSULT_pos	7127.748768411707
ETFQO_pos	394.68378671765845
ETF_pos	394.68378671765845
ETHAK_pos	3138.4544642398682
ETHP_pos	3300.0785948354746
ETOHMO_pos	6.785130972752474
ETOHt_neg	0.0
ETOHt_pos	5.614789990479166
ETOHtx_neg	0.0
ETOHtx_pos	11.71997222753587
EX_10fthf(e)_neg	0.0
EX_10fthf(e)_pos	34.555286935255715
EX_10fthf5glu(e)_neg	9.080014284294672
EX_10fthf5glu(e)_pos	9.412460893920315
EX_10fthf6glu(e)_neg	3.7170920534458003
EX_10fthf6glu(e)_pos	3.7170920534458003
EX_10fthf7glu(e)_neg	3.7170920534458003
EX_10fthf7glu(e)_pos	0.0
EX_11_cis_retfa(e)_neg	5.4358176800330025
EX_11_cis_retfa(e)_pos	1586.3729966069416
EX_12dgr120(e)_neg	0.0
EX_12dgr120(e)_pos	0.0
EX_13_cis_retnglc(e)_neg	0.0
EX_13_cis_retnglc(e)_pos	2673.02454702498
EX_1glyc_hs(e)_neg	0.0
EX_1glyc_hs(e)_pos	17399.708047062286
EX_1mncam(e)_neg	0.0
EX_1mncam(e)_pos	46.26256195261842
EX_23cump(e)_neg	4.485817680033002
EX_23cump(e)_pos	4.35341637373115
EX_2425dhvitd2(e)_neg	0.0
EX_2425dhvitd2(e)_pos	10.827197087093662
EX_2425dhvitd3(e)_neg	0.0
EX_2425dhvitd3(e)_pos	49634.03578569445
EX_24nph(e)_neg	0.0
EX_24nph(e)_pos	13.982874628628187
EX_25hvitd2(e)_neg	10.827197087093662
EX_25hvitd2(e)_pos	0.0
EX_25hvitd3(e)_neg	7.422389412793263
EX_25hvitd3(e)_pos	7476.731052432514
EX_2hb(e)_neg	7.94775465162973
EX_2hb(e)_pos	7442.841228061462
EX_2mcit(e)_neg	0.0
EX_2mcit(e)_pos	14363.315363199927
EX_34dhoxpeg(e)_neg	0.0
EX_34dhoxpeg(e)_pos	31475.181614872898
EX_34dhphe(e)_neg	4.077311915068948
EX_34dhphe(e)_pos	6543.825019403833
EX_34hpp_neg	6754.226016344128
EX_34hpp_pos	8348.130400367558
EX_35cgmp(e)_neg	0.0
EX_35cgmp(e)_pos	13965.186333472175
EX_3aib(e)_neg	0.0
EX_3aib(e)_pos	10690.13562306605
EX_3aib_D(e)_neg	0.0
EX_3aib_D(e)_pos	11304.65765862527
EX_3bcrn_neg	0.0
EX_3bcrn_pos	8578.932593383424
EX_3ddcrn_neg	0.0
EX_3ddcrn_pos	12225.734278847174
EX_3deccrn_neg	0.0
EX_3deccrn_pos	12697.967768739643
EX_3hdececrn_neg	0.0
EX_3hdececrn_pos	10218.437075509879
EX_3hexdcrn_neg	0.0
EX_3hexdcrn_pos	10545.465895493806
EX_3ivcrn_neg	0.0
EX_3ivcrn_pos	12980.406429438086
EX_3mlda(e)_neg	0.0
EX_3mlda(e)_pos	12725.468819528998
EX_3mob(e)_neg	7666.315807222722
EX_3mob(e)_pos	6.33448066333953
EX_3mop(e)_neg	7569.419021317995
EX_3mop(e)_pos	23.258359801847277
EX_3octdec2crn_neg	0.0
EX_3octdec2crn_pos	9.710009270066179
EX_3octdeccrn_neg	0.0
EX_3octdeccrn_pos	8377.103309860022
EX_3octdece1crn_neg	0.0
EX_3octdece1crn_pos	15331.604023330203
EX_3tdcrn_neg	0.0
EX_3tdcrn_pos	10214.972744103157
EX_3tetd7ecoacrn_neg	0.0
EX_3tetd7ecoacrn_pos	13646.050010237363
EX_3thexddcoacrn_neg	0.0
EX_3thexddcoacrn_pos	22257.491330148405
EX_3ttetddcoacrn_neg	0.0
EX_3ttetddcoacrn_pos	31739.0766270073
EX_3ump(e)_neg	4.35341637373115
EX_3ump(e)_pos	4.485817680033002
EX_4abut(e)_neg	3.2656687171817316
EX_4abut(e)_pos	8766.663193596634
EX_4abutn(e)_neg	4.749999999999999
EX_4abutn(e)_pos	14934.87901067709
EX_4hdebrisoquine(e)_neg	0.0
EX_4hdebrisoquine(e)_pos	7.422389412793263
EX_4hphac(e)_neg	0.0
EX_4hphac(e)_pos	10823.562934438949
EX_4hpro(e)_neg	2850.0
EX_4mop(e)_neg	7644.5218477320705
EX_4mop(e)_pos	7318.498578600684
EX_4mptnl(e)_neg	0.0
EX_4mptnl(e)_pos	60871.73982576838
EX_4mtolbutamide(e)_neg	0.0
EX_4mtolbutamide(e)_pos	7.422389412793262
EX_4nph(e)_neg	3.400827347900599
EX_4nph(e)_pos	3.400827347900599
EX_4nphsf(e)_neg	0.0
EX_4nphsf(e)_pos	22.39607806168868
EX_4pyrdx(e)_neg	0.0
EX_4pyrdx(e)_pos	7968.2682069146
EX_5adtststerone(e)_neg	7.177923672851104
EX_5adtststerone(e)_pos	55137.63393370994
EX_5adtststeroneglc(e)_neg	0.0
EX_5adtststeroneglc(e)_pos	68840.3079572672
EX_5adtststerones(e)_neg	8.006849735535734
EX_5adtststerones(e)_pos	54533.772518606296
EX_5dhf(e)_neg	9.080014284294672
EX_5dhf(e)_pos	9.412460893920315
EX_5fthf(e)_neg	6.427192116038252
EX_5fthf(e)_pos	0.0
EX_5homeprazole(e)_neg	0.0
EX_5homeprazole(e)_pos	7.422389412793262
EX_5htrp(e)_neg	0.0
EX_5htrp(e)_pos	7.442160748045223
EX_5mta(e)_neg	15147.266834191174
EX_5mta(e)_pos	15070.475741266537
EX_5mthf(e)_neg	6819.852637856527
EX_5oxpro(e)_neg	6023.109106599656
EX_5oxpro(e)_pos	10123.98365239822
EX_5thf(e)_neg	9.080014284294672
EX_5thf(e)_pos	9.412460893920315
EX_6dhf(e)_neg	3.7170920534458003
EX_6dhf(e)_pos	3.7170920534458003
EX_6htststerone(e)_neg	0.0
EX_6htststerone(e)_pos	51907.75579672233
EX_6thf(e)_neg	3.7170920534458003
EX_6thf(e)_pos	3.7170920534458003
EX_7dhf(e)_neg	3.7170920534458003
EX_7dhf(e)_pos	0.0
EX_7thf(e)_neg	3.7170920534458003
EX_7thf(e)_pos	0.0
EX_9_cis_retfa(e)_neg	5.4358176800330025
EX_9_cis_retfa(e)_pos	1586.3729966069418
EX_C02470(e)_neg	22.420699187314902
EX_C02470(e)_pos	11.664643799133644
EX_C02528(e)_neg	7.018658985628821
EX_C02528(e)_pos	65511.344237139616
EX_C04849(e)_neg	2.106498950384549
EX_C04849(e)_pos	2.106498950384549
EX_C05965(e)_neg	2.106498950384549
EX_C05965(e)_pos	2.106498950384549
EX_CE0074(e)_neg	4.75
EX_CE0074(e)_pos	16011.64238715159
EX_CE1925(e)_neg	5.30341637373115
EX_CE1925(e)_pos	5.4358176800330025
EX_CE1926(e)_neg	5.30341637373115
EX_CE1926(e)_pos	5.4358176800330025
EX_CE1935(e)_neg	5.7
EX_CE1935(e)_pos	15798.603530001119
EX_CE1936(e)_neg	0.0
EX_CE1936(e)_pos	17736.597091037096
EX_CE1939(e)_neg	5.7
EX_CE1939(e)_pos	24526.397033296715
EX_CE1940(e)_neg	5.7
EX_CE1940(e)_pos	24526.39703329671
EX_CE1943(e)_neg	0.0
EX_CE1943(e)_pos	33096.786804783274
EX_CE1950(e)_neg	0.0
EX_CE1950(e)_pos	0.0
EX_CE2011(e)_neg	4.785470412182893
EX_CE2011(e)_pos	15.42063573529896
EX_CE2250(e)_neg	0.0
EX_CE2250(e)_pos	5.257473709100048
EX_CE2838(e)_neg	3.105885837429981
EX_CE2838(e)_pos	4.275
EX_CE2839(e)_neg	4.275
EX_CE2839(e)_pos	3.105885837429981
EX_CE2915(e)_neg	4.75
EX_CE2915(e)_pos	4.75
EX_CE2916(e)_neg	4.75
EX_CE2916(e)_pos	4.75
EX_CE2917(e)_neg	6.519749122042488
EX_CE2917(e)_pos	4.75
EX_CE4633(e)_neg	5.30341637373115
EX_CE4633(e)_pos	7981.970466117539
EX_CE4722(e)_neg	4.75
EX_CE4722(e)_pos	4.75
EX_CE4723(e)_neg	4.75
EX_CE4723(e)_pos	4.75
EX_CE4724(e)_neg	4.75
EX_CE4724(e)_pos	6.519749122042488
EX_CE4881(e)_neg	5.435817680033002
EX_CE4881(e)_pos	5.30341637373115
EX_CE5786(e)_neg	4.75
EX_CE5786(e)_pos	18.776458565180885
EX_CE5787(e)_neg	5.7
EX_CE5787(e)_pos	17.949999999999996
EX_CE5788(e)_neg	5.7
EX_CE5788(e)_pos	23.234224024380666
EX_CE5789(e)_neg	4.275
EX_CE5789(e)_pos	14.099999999999998
EX_CE5791(e)_neg	5.7
EX_CE5791(e)_pos	17.949999999999996
EX_CE5797(e)_neg	4.75
EX_CE5797(e)_pos	4.75
EX_CE5798(e)_neg	4.75
EX_CE5798(e)_pos	4.75
EX_CE5853(e)_neg	5.4358176800330025
EX_CE5853(e)_pos	5.30341637373115
EX_CE5854(e)_neg	5.4358176800330025
EX_CE5854(e)_pos	5.30341637373115
EX_CE5867(e)_neg	4.75
EX_CE5867(e)_pos	4.75
EX_CE5868(e)_neg	4.75
EX_CE5868(e)_pos	4.75
EX_CE5869(e)_neg	4.75
EX_CE5869(e)_pos	4.75
EX_CLPND(e)_neg	12.648290852058455
EX_CLPND(e)_pos	379.95982853115277
EX_HC00001(e)_neg	0.0
EX_HC00001(e)_pos	0.0
EX_HC00002(e)_neg	0.0
EX_HC00002(e)_pos	0.0
EX_HC00003(e)_neg	0.0
EX_HC00003(e)_pos	0.0
EX_HC00004(e)_neg	0.0
EX_HC00004(e)_pos	0.0
EX_HC00229(e)_neg	4.274999999999999
EX_HC00229(e)_pos	2997.718871388016
EX_HC00250(e)_neg	5.312575787936967
EX_HC00250(e)_pos	6740.279084077118
EX_HC00822(e)_neg	16.133905512386075
EX_HC00822(e)_pos	3.233439650109233
EX_HC00955(e)_neg	0.0
EX_HC00955(e)_pos	0.0
EX_HC01104(e)_neg	3.400827347900599
EX_HC01104(e)_pos	3.400827347900599
EX_HC01361(e)_neg	4.468213700196314
EX_HC01361(e)_pos	6.409221213113761
EX_HC01440(e)_neg	0.0
EX_HC01440(e)_pos	0.0
EX_HC01441(e)_neg	0.0
EX_HC01441(e)_pos	0.0
EX_HC01444(e)_neg	9.225620785644228
EX_HC01444(e)_pos	4086.4771556581245
EX_HC01446(e)_neg	0.0
EX_HC01446(e)_pos	0.0
EX_HC01577(e)_neg	0.0
EX_HC01577(e)_pos	0.0
EX_HC01609(e)_neg	9.62989483640019
EX_HC01609(e)_pos	9.62989483640019
EX_HC01610(e)_neg	9.62989483640019
EX_HC01610(e)_pos	9.62989483640019
EX_HC01700(e)_neg	0.0
EX_HC01700(e)_pos	0.0
EX_HC01787(e)_neg	0.0
EX_HC01787(e)_pos	0.0
EX_HC01852(e)_neg	0.0
EX_HC01852(e)_pos	0.0
EX_HC01939(e)_neg	0.0
EX_HC01939(e)_pos	0.0
EX_HC01942(e)_neg	0.0
EX_HC01942(e)_pos	0.0
EX_HC01943(e)_neg	0.0
EX_HC01943(e)_pos	0.0
EX_HC01944(e)_neg	0.0
EX_HC01944(e)_pos	0.0
EX_HC02154(e)_neg	0.0
EX_HC02154(e)_pos	0.0
EX_HC02160(e)_neg	0.0
EX_HC02160(e)_pos	0.0
EX_HC02161(e)_neg	0.0
EX_HC02161(e)_pos	0.0
EX_HC02172(e)_neg	0.0
EX_HC02172(e)_pos	0.0
EX_HC02175(e)_neg	0.0
EX_HC02175(e)_pos	0.0
EX_HC02176(e)_neg	7.422389412793263
EX_HC02176(e)_pos	0.0
EX_HC02179(e)_neg	0.0
EX_HC02179(e)_pos	0.0
EX_HC02180(e)_neg	0.0
EX_HC02180(e)_pos	0.0
EX_HC02187(e)_neg	0.0
EX_HC02187(e)_pos	0.0
EX_HC02191(e)_neg	0.0
EX_HC02191(e)_pos	0.0
EX_HC02192(e)_neg	0.0
EX_HC02192(e)_pos	0.0
EX_HC02193(e)_neg	0.0
EX_HC02193(e)_pos	0.0
EX_HC02194(e)_neg	0.0
EX_HC02194(e)_pos	0.0
EX_HC02195(e)_neg	0.0
EX_HC02195(e)_pos	0.0
EX_HC02196(e)_neg	0.0
EX_HC02196(e)_pos	0.0
EX_HC02197(e)_neg	0.0
EX_HC02197(e)_pos	0.0
EX_HC02198(e)_neg	0.0
EX_HC02198(e)_pos	0.0
EX_HC02199(e)_neg	0.0
EX_HC02199(e)_pos	0.0
EX_HC02200(e)_neg	0.0
EX_HC02200(e)_pos	0.0
EX_HC02201(e)_neg	0.0
EX_HC02201(e)_pos	0.0
EX_HC02202(e)_neg	3.2193590344018563
EX_HC02202(e)_pos	11.596752466979684
EX_HC02203(e)_neg	3.2193590344018563
EX_HC02203(e)_pos	13.472771184625062
EX_HC02204(e)_neg	3.2193590344018563
EX_HC02204(e)_pos	13.296752466979681
EX_HC02205(e)_neg	3.2193590344018563
EX_HC02205(e)_pos	11.77277118462506
EX_HC02206(e)_neg	3.2193590344018563
EX_HC02206(e)_pos	11.446752466979683
EX_HC02207(e)_neg	3.2193590344018563
EX_HC02207(e)_pos	11.62277118462506
EX_HC02208(e)_neg	0.0
EX_HC02208(e)_pos	0.0
EX_HC02210(e)_neg	0.0
EX_HC02210(e)_pos	0.0
EX_HC02213(e)_neg	0.0
EX_HC02213(e)_pos	0.0
EX_HC02214(e)_neg	0.0
EX_HC02214(e)_pos	0.0
EX_HC02216(e)_neg	0.0
EX_HC02216(e)_pos	0.0
EX_HC02217(e)_neg	0.0
EX_HC02217(e)_pos	0.0
EX_HC02220(e)_neg	0.0
EX_HC02220(e)_pos	0.0
EX_Lcystin(e)_neg	2.3255620642301262
EX_Lcystin(e)_pos	0.0
EX_Rtotal(e)_neg	8.250512947446715
EX_Rtotal(e)_pos	7506.4554511105525
EX_Rtotal2(e)_neg	8.8657002540068
EX_Rtotal2(e)_pos	5165.669874883424
EX_Rtotal3(e)_neg	7.943802585849234
EX_Rtotal3(e)_pos	8.142901312494448
EX_Tyr_ggn(e)_neg	0.0
EX_Tyr_ggn(e)_pos	30.093080365030154
EX_abt(e)_neg	0.0
EX_abt(e)_pos	5066.513406614149
EX_ac(e)_neg	4.62160722337971
EX_ac(e)_pos	5649.4114562739205
EX_acac(e)_neg	4.991110406483364
EX_acac(e)_pos	7654.131365468639
EX_acald(e)_neg	5.137839923737647
EX_acald(e)_pos	6299.008001226912
EX_acetone(e)_neg	5.500905454895606
EX_acetone(e)_pos	10541.272212743474
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	9418.77069053503
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	8819.776470253337
EX_acgam(e)_neg	0.0
EX_acgam(e)_pos	6.649999999999999
EX_ach(e)_neg	8.823334316195425
EX_ach(e)_pos	6835.03528153023
EX_acmana(e)_neg	0.0
EX_acmana(e)_pos	18986.30293282879
EX_acn13acngalgbside_hs(e)_neg	0.0
EX_acn13acngalgbside_hs(e)_pos	11106.872393301193
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11106.872393301192
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12260.960736063287
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11115.72834467728
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	10019.922216891984
EX_ade(e)_neg	3.9745591909725952
EX_ade(e)_pos	6193.586568834686
EX_adn(e)_neg	5676.158434410517
EX_adp_neg	3.0218284047464032
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.696652787854161
EX_adprib(e)_neg	7.565831327573767
EX_adprib(e)_pos	4.696652787854161
EX_adrn(e)_neg	8.951756071971234
EX_adrn(e)_pos	132.9805555533087
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	36979.77693134754
EX_aflatoxin(e)_neg	7.422389412793263
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11161.142302177124
EX_ahcys(e)_pos	27041.303520490528
EX_ahdt(e)_neg	6.409221213113761
EX_ahdt(e)_pos	4.468213700196314
EX_aicar(e)_neg	11064.131509133134
EX_aicar(e)_pos	12414.189302027502
EX_ak2lgchol_hs(e)_neg	6.765712568676217
EX_ak2lgchol_hs(e)_pos	4.694567567144321
EX_akg(e)_neg	4.294485516253928
EX_akg(e)_pos	7336.932416886153
EX_ala_B(e)_neg	6.688024994792884
EX_ala_B(e)_pos	9102.175073051925
EX_ala_D(e)_neg	2.405952361399142
EX_ala_D(e)_pos	3762.0967251332268
EX_ala_L(e)_neg	2.36571330601695
EX_ala_L(e)_pos	3564.8954398885826
EX_alaala(e)_neg	7471.950357569139
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	52971.01219063638
EX_amp(e)_neg	3.9745591909725952
EX_amp(e)_pos	6567.661264231758
EX_andrstrn(e)_neg	17.585376603053064
EX_andrstrn(e)_pos	55600.58498358792
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	69138.74342386442
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.807305220700528
EX_antipyrene(e)_neg	7.901482338606389
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.422389412793263
EX_appnn(e)_neg	7.422389412793263
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	61333.568432845954
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.347945528294761
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11327.107661318165
EX_arachcoa(e)_neg	5.257473709100048
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.845138488296139
EX_arachd(e)_pos	75.84348925749362
EX_arg_L(e)_neg	5.134780942193861
EX_arg_L(e)_pos	17720.843919021285
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4437.309711600525
EX_asn_L(e)_neg	5.563028407133291
EX_asn_L(e)_pos	11235.506311993387
EX_asp_D(e)_neg	11.160754306733654
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.0768009604881215
EX_asp_L(e)_pos	6814.369422861131
EX_atp(e)_neg	3.938221145032932
EX_atp(e)_pos	21136.892096279134
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	4.997640894544123
EX_bhb(e)_pos	7645.481994113586
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	42481.86032396297
EX_bilglcur(e)_neg	10.369682652539597
EX_bilglcur(e)_pos	64839.05453333078
EX_bilirub(e)_neg	15.91204245013163
EX_bilirub(e)_pos	50385.20508558169
EX_biocyt(e)_neg	3.9407448608811926
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	233.4557016420619
EX_btn(e)_pos	3.9407448608811926
EX_but(e)_neg	6.098562885138555
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12405.829911367833
EX_c10crn_neg	0.0
EX_c10crn_pos	14530.10908906712
EX_c10dc_neg	0.0
EX_c10dc_pos	19638.215393777125
EX_c12dc_neg	0.0
EX_c12dc_pos	45199.81786662526
EX_c16dc_neg	0.0
EX_c16dc_pos	29492.841732012377
EX_c3dc_neg	0.0
EX_c3dc_pos	10779.035109452057
EX_c4crn_neg	0.0
EX_c4crn_pos	16883.233515738408
EX_c4dc_neg	0.0
EX_c4dc_pos	10537.61442104799
EX_c51crn_neg	0.0
EX_c51crn_pos	11881.57497299765
EX_c5dc_neg	0.0
EX_c5dc_pos	7967.600821012557
EX_c6crn_neg	0.0
EX_c6crn_pos	13168.488287872558
EX_c6dc_neg	0.0
EX_c6dc_pos	61436.393287852785
EX_c81crn_neg	0.0
EX_c81crn_pos	12405.829911367833
EX_c8crn_neg	0.0
EX_c8crn_pos	8855.589974048147
EX_c8dc_neg	0.0
EX_c8dc_pos	27356.509254413697
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	12911.824292300696
EX_carn(e)_neg	10924.764930583662
EX_caro(e)_neg	12.948083557154357
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.422389412793263
EX_cbasp(e)_neg	8297.86018460173
EX_cbasp(e)_pos	19449.9575112813
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.166800351094155
EX_cdp(e)_pos	4.33360070218831
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.6275436001898202
EX_cgly(e)_pos	10450.736396692995
EX_chol(e)_neg	6832.740433218399
EX_cholate(e)_neg	11759.749787899023
EX_chsterol(e)_neg	7.978030832565334
EX_chsterol(e)_pos	10882.339284865559
EX_chtn(e)_neg	3.233439650109233
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.824720710137472
EX_cit(e)_pos	8752.91297497942
EX_citr_L(e)_neg	2.0218679083685753
EX_citr_L(e)_pos	12323.406853681952
EX_cl(e)_neg	7988.051207853893
EX_cmp(e)_neg	3.1734444683131153
EX_cmp(e)_pos	7.558898378870934
EX_co(e)_neg	0.0
EX_co(e)_pos	50397.337614916476
EX_co2(e)_neg	447.9573919078169
EX_co2(e)_pos	4162.855892117852
EX_coa(e)_neg	4.17520683697515
EX_coa(e)_pos	5.257473709100048
EX_coumarin(e)_neg	7.422389412793263
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	9.822864036672852
EX_creat(e)_pos	17674.04870334766
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	27490.596243451357
EX_crn(e)_neg	6725.861109560409
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	51417.580380722255
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	54016.19724172014
EX_crvnc(e)_neg	9.528211922068357
EX_crvnc(e)_pos	468.16056565167787
EX_csn(e)_neg	7.415225131798826
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	83.39614967596935
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	99.652616749539
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	83.23541889034972
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	127.57990639832538
