	WT-1012-b_S130_L007_R1_001
34DHPHEt_neg	590.784562725617
34DHPHEt_pos	4.1999862631532086
34DHPLACOX_NADP__neg	1035.0263805174009
34DHPLACOX_NADP__pos	0.0
34DHPLACOX_pos	1035.0263805174009
34DHXMANDACOX_NADP__neg	1035.0263805174009
34DHXMANDACOX_NADP__pos	0.0
34DHXMANDACOX_pos	1035.0263805174009
34HPLFM_pos	46263.558693612154
34HPPOR_pos	46229.98098272273
34HPPte_neg	8307.670150986443
34HPPte_pos	6852.259876878793
35CGMPtn_neg	0.0
35CGMPtn_pos	11078.521031231367
3AIBTm_neg	0.0
3AIBTm_pos	10858.05023971072
3AIB_Dtm_neg	11684.915643615765
3AIB_Dtm_pos	19368.09127875795
3AIBt_pos	10858.050239710716
3AIBtm_pos	10858.050239710716
3DPHBH1_pos	46263.558693612176
3DPHBH2_pos	46286.10956964552
3DSPHR_pos	20054.393005242582
3HAO_pos	47.781100029148746
3HBCDm_neg	0.0
3HBCDm_pos	8782.740469251075
3HBCOAHLm_pos	12835.725263634688
3HBCOARc_neg	0.0
3HBCOARc_pos	8782.740469251075
3HCO3_NAt_neg	677.9554201719038
3HCO3_NAt_pos	678.552541718286
3HKYNAKGAT_pos	1177.5320658757755
3HLYTCL_pos	9467.14250266179
3HPCOAHYD_pos	0.0
3HPPD_neg	0.0
3HPPD_pos	0.0
3HXKYNDCL_pos	0.0
3HXKYNOXDA_pos	0.0
3M4HDXPAC_neg	0.0
3M4HDXPAC_pos	0.0
3MLDAt_neg	0.0
3MLDAt_pos	13152.672983606268
3MOBt2im_pos	4105.150211434287
3MOBte_neg	6.390551644877206
3MOBte_pos	7756.227603502838
3MOPt2im_pos	4105.150211434287
3MOPte_neg	23.605939110649828
3MOPte_pos	7678.1390053266905
3MOX4HOXPGALDOX_NADP__neg	1010.5461225524043
3MOX4HOXPGALDOX_NADP__pos	0.0
3MOX4HOXPGALDOX_pos	1010.5461225524043
3MOXTYROX_pos	0.0
3NTD7l_pos	0.0
3SALAASPm_neg	14594.807483841607
3SALAASPm_pos	0.0
3SALACBOXL_pos	10060.53548430666
3SALAOX_pos	26971.82478590782
3SALATAi_pos	13713.3948364602
3SALATAim_pos	14594.807483841607
3SPYRSP_pos	13713.3948364602
3SPYRSPm_pos	14594.807483841607
41R1H2MAE12BOOX_pos	39961.113382235555
41R2A1H12BOOX_pos	32086.782096393235
42A12BOOX_pos	0.0
4ABUTtcn_pos	9517.595757210272
4ABUTtm_neg	9667.798211784006
4ABUTtm_pos	12398.76130804905
4HBZCOAFm_pos	46263.558693612154
4HBZFm_pos	46263.558693612154
4HDEBRISOQUINEte_neg	7.571951067286172
4HDEBRISOQUINEte_pos	0.0
4HGLSDm_pos	1346.9082505060587
4HOXPACDOX_NADP__neg	0.0
4HOXPACDOX_NADP__pos	11006.126995853545
4HPROLTASCT1_pos	1919.0004051799947
4HPRO_LTte_neg	0.0
4HPRO_LTte_pos	2850.0
4MOPt2im_pos	4105.150211434287
4MOPte_neg	7433.137441339928
4MOPte_pos	7733.293887660565
4MPTNLte_neg	0.0
4MPTNLte_pos	61900.854875703764
4MPTNLtm_neg	61900.85487570379
4MPTNLtm_pos	0.0
4MPTNLtr_neg	0.0
4MPTNLtr_pos	0.0
4MTOLBUTAMIDEte_neg	7.571951067286173
4MTOLBUTAMIDEte_pos	0.0
4NPHSFte_neg	22.973423721021966
4NPHSFte_pos	0.0
4NPHSULT_pos	22.973423721021963
4NPHte_neg	0.0
4NPHte_pos	14.27670897124693
4OHPROIMINOtc_pos	1919.0004051799947
4PYRDX_pos	8129.3578578657025
5ADTSTSTERONEGLCte_pos	70306.00117844238
5ADTSTSTERONEGLCtr_neg	70306.00117844234
5ADTSTSTERONEGLCtr_pos	0.0
5ADTSTSTERONESULT_pos	8139.819577080015
5ADTSTSTERONESte_neg	8.209132984059856
5ADTSTSTERONESte_pos	55617.891161135354
5ADTSTSTERONEte_neg	56293.34758060281
5ADTSTSTERONEte_pos	7.264453408308399
5ADTSTSTERONEtr_neg	39.91785053063127
5ADTSTSTERONEtr_pos	56291.78015699544
5AOPtm_neg	14716.565722737658
5AOPtm_pos	0.0
5DHFtl_pos	3240.5798027076594
5FTHFt2_neg	0.0
5FTHFt2_pos	6.862705537993126
5HLTDL_pos	7.556846990144871
5HOMEPRAZOLEte_neg	7.571951067286173
5HOMEPRAZOLEte_pos	0.0
5HOXINDACTO2OX_pos	540.5495669599998
5HOXINDACTOXm_pos	0.0
5HOXINOXDA_pos	0.0
5HTRPDOX_pos	0.0
5HTRPVESSEC_pos	7.65611836767203
5HXKYNDCL_pos	0.0
5HXKYNOXDA_pos	0.0
5MTAte_neg	15403.251361814062
5MTAte_pos	15414.773453089187
5MTHFt2_neg	1429.0443390447297
5MTHFt2_pos	1429.0443390447297
5MTHFt2le_neg	2611.8699686914565
5MTHFt2le_pos	2611.8699686914565
5MTHFt_neg	1429.0443390447297
5MTHFt_pos	1429.0443390447297
5OXPROt_neg	10400.093367209409
5OXPROt_pos	6283.066500686871
5THFtl_pos	3239.388054620638
5THFtm_pos	3806.5315126424
6DHFtl_pos	3499.9648083631228
6DHFtm_pos	3875.090889749404
6HTSTSTERONEte_neg	0.0
6HTSTSTERONEte_pos	52942.7127025266
6HTSTSTERONEtr_neg	52942.71270252661
6HTSTSTERONEtr_pos	0.0
6THFtl_pos	3499.9648083631237
6THFtm_pos	3875.090889749405
7DHCHSTEROLtr_neg	10998.275015801664
7DHCHSTEROLtr_pos	77414.26787882212
7DHFtl_pos	3646.6284494975625
7DHFtm_pos	3922.11162483553
7THFtl_pos	3646.6284494975625
7THFtm_pos	3922.1116248355293
A4GALTc_pos	0.0
A4GALTg_pos	11557.400764266937
A4GNT1g_pos	0.0
A4GNT2g_pos	259.2304439158399
AACOAT_pos	4362.605439453072
AACTOOR_pos	12418.550519192073
AACTtm_pos	12418.550519192073
AASAD3m_pos	26.695284180442567
AATAi_neg	3980.2277874236775
AATAi_pos	49.32358776917246
ABO1g_pos	10814.18088140736
ABO2g_pos	10433.72047146219
ABO3g_pos	10617.562183040734
ABO4g_pos	9782.367167478975
ABO5g_pos	9782.367167478975
ABO6g_pos	9159.184115669274
ABO7g_pos	9159.184115669274
ABO8g_pos	9465.238122240342
ABO9g_pos	8507.633597192698
ABTArm_neg	9667.79821178401
ABTArm_pos	12398.761308049048
ABTD_neg	5078.357146802318
ABTD_pos	8.021237406729208
ABTti_pos	5078.357146802318
ABUTD_pos	12641.723519817837
ABUTt2rL_neg	0.0
ABUTt2rL_pos	0.0
ABUTt2r_neg	503.4398379804893
ABUTt2r_pos	621.6993872102757
ABUTt4_2_r_neg	621.6993872102757
ABUTt4_2_r_pos	503.4398379804893
ACACT10m_neg	13830.17535987414
ACACT10m_pos	9914.411692484071
ACACT1r_neg	7709.50682709488
ACACT1r_pos	16712.26168282784
ACACT1rm_pos	5436.362371900702
ACACT1x_pos	10241.139456787256
ACACT4p_pos	25032.88873438934
ACACT5p_pos	25032.88873438935
ACACT6p_pos	25032.888734389344
ACACT7p_pos	24356.702296192707
ACACT8p_pos	0.0
ACACT9p_pos	0.0
ACACt2_neg	477.4572941992968
ACACt2_pos	477.4572941992968
ACACt2m_neg	1292.4388036700493
ACACt2m_pos	1292.4388036700493
ACACtx_neg	5959.648682728954
ACACtx_pos	0.0
ACALDt_neg	6428.636288984061
ACALDt_pos	5.250945468933144
ACALDtm_neg	9252.33570193488
ACALDtm_pos	0.0
ACALDtr_neg	0.0
ACALDtr_pos	55249.22210426768
ACALDtx_neg	0.0
ACALDtx_pos	11.842402450734768
ACCOAC_pos	4350.477827062376
ACCOACm_pos	4281.239570141769
ACCOAL_pos	3395.421099445641
ACCOALm_pos	4745.349210515401
ACCOAgt_neg	0.0
ACCOAgt_pos	19827.253383959196
ACCOAtn_neg	5700.0
ACCOAtn_pos	5700.0
ACCOAtr_neg	1682.038861943472
ACCOAtr_pos	1682.038861943472
ACETONEt2_neg	10791.05353940384
ACETONEt2_pos	5.6195048202233
ACETONEt2m_neg	10791.05353940384
ACETONEt2m_pos	0.0
ACGAGBSIDEtg_neg	11329.76761503894
ACGAGBSIDEtg_pos	0.0
ACGAGBSIDEtl_neg	0.0
ACGAGBSIDEtl_pos	11329.76761503894
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_neg	9782.367167478977
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_pos	9782.367167478978
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	9159.184115669272
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	9159.18411566927
ACGALK2_pos	555.0094431291977
ACGALK_pos	554.0515684181172
ACGALtlg_neg	929.2958507890753
ACGALtlg_pos	0.0
ACGALtly_pos	554.0515684181172
ACGAM2E_neg	4219.981698038454
ACGAM2E_pos	30841.568231544035
ACGAM6PSi_pos	3585.7270121820957
ACGAMK_pos	4219.981698038453
ACGAMPM_neg	0.0
ACGAMPM_pos	4219.981698038453
ACGAMtly_pos	2850.0
ACGBGBSIDEtg_neg	929.2958507890753
ACGBGBSIDEtg_pos	0.0
ACGBGBSIDEtl_neg	0.0
ACGBGBSIDEtl_pos	929.2958507890753
ACGPID_pos	52.14734332071317
ACGSm_pos	0.0
ACHEe_pos	5590.535706638174
ACHVESSEC_pos	4214.233701701562
ACHtn_neg	5700.0
ACHtn_pos	5700.0
ACITL_pos	6114.3085482763645
ACN13ACNGALGBSIDEte_neg	0.0
ACN13ACNGALGBSIDEte_pos	11563.573569884566
ACN13ACNGALGBSIDEtg_neg	11563.573569884567
ACN13ACNGALGBSIDEtg_pos	0.0
ACN23ACNGALGBSIDEte_neg	0.0
ACN23ACNGALGBSIDEte_pos	11563.573569884566
ACN23ACNGALGBSIDEtg_neg	11563.573569884567
ACN23ACNGALGBSIDEtg_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_neg	12752.30620075709
ACNACNGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_pos	12752.306200757086
ACNACNGALGBSIDEte_neg	0.0
ACNACNGALGBSIDEte_pos	11583.357883311653
ACNACNGALGBSIDEtg_neg	11583.357883311655
ACNACNGALGBSIDEtg_pos	0.0
ACNAM9PL2_pos	8918.757597410404
ACNAM9PL_pos	8547.504259358016
ACNAMPH_pos	8547.504259358016
ACNAMlt_neg	18240.068107962823
ACNAMlt_pos	0.0
ACNAMtn_pos	8833.563845922208
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_neg	10416.476552661381
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	10416.476552661377
ACNMLr_neg	19119.701572516744
ACNMLr_pos	8547.504259358015
ACOAD10m_pos	321.1712077703912
ACOAD1fm_pos	18637.063816337348
ACOAD8m_pos	326.55752050280364
ACOAD9m_pos	12092.17949644968
ACOAHi_pos	3382.815607756354
ACOAO7p_pos	18216.694885324396
ACOATA_neg	0.0
ACOATA_pos	0.0
ACODA_pos	0.0
ACONT_neg	1196.7891826600624
ACONT_pos	1196.7891826600624
ACONTm_neg	353.70990868399514
ACONTm_pos	353.70990868399514
ACOX22x_pos	68949.86757450187
ACOX2x_pos	59545.88914358177
ACP1_FMN__pos	3492.810169339516
ACRNtm_pos	2676.590886506674
ACS2_pos	3357.1198325359
ACSOMT_pos	0.0
ACSRTNMT_pos	0.0
ACS_pos	3382.815607756354
ACSm_pos	4600.809090549625
ACTLMO_pos	5582.698235714324
ACTNMO_pos	14512.314932522499
ACYP_pos	3337.2475423001456
ACt2m_neg	4362.873102902036
ACt2m_pos	4929.563766303783
ACt2r_neg	1274.0969235709367
ACt2r_pos	1274.0969235709367
ACtg_neg	0.0
ACtg_pos	0.0
ADA_pos	7702.82044877468
ADAe_pos	7861.048686008924
ADCim_pos	10791.05353940384
ADEt_neg	6386.152805676286
ADEt_pos	31591.39367630635
ADEtl_neg	0.0
ADEtl_pos	0.0
ADHAPtx_neg	0.0
ADHAPtx_pos	0.0
ADK1_neg	1019.4693428792492
ADK1_pos	1019.4693428792492
ADK1m_neg	399.8547694757624
ADK1m_pos	399.8547694757624
ADK3_neg	1019.4693428792492
ADK3_pos	1019.4693428792492
ADK3m_neg	399.8547694757624
ADK3m_pos	399.8547694757624
ADKd_neg	1016.784797935519
ADKd_pos	1016.784797935519
ADMDC_pos	15403.25136181406
ADNCYC_pos	3435.459804943742
ADNK1_pos	3414.2196803027914
ADNK1m_pos	2405.4004466153597
ADNK3_pos	4308.848208264932
ADNK4_pos	4308.848208264932
ADNt4_pos	742.9742810351406
ADNt5le_pos	1386.7600469067866
ADNt_neg	742.9742810351406
ADNt_pos	1188.043378301661
ADNtl_neg	0.0
ADNtl_pos	0.0
ADNtm_neg	5921.80549300845
ADNtm_pos	8591.812540951287
ADPACDAc_pos	8065.482406734657
ADPACTD_neg	0.0
ADPACTD_pos	8065.482406734655
ADPCOACROT_neg	8065.482406734655
ADPCOACROT_pos	62836.35338409673
ADPCOAPTE_pos	8065.482406734657
ADPGLC_pos	0.0
ADPMAN_pos	0.0
ADPRDP_pos	8091.571591114625
ADPRDPm_pos	0.0
ADPRIBt_pos	18.276056950470405
ADPT_pos	3951.7320312992406
ADPtx_neg	2850.0
ADPtx_pos	2850.0
ADRNCOAtx_neg	10.520427131796007
ADRNCOAtx_pos	15467.0116374582
ADRNCPT1_pos	334.1387745134462
ADRNCPT2_pos	334.1387745134462
ADRNCRNt_pos	334.1387745134462
ADRNLPVESSEC_pos	37622.4402252917
ADRNt_neg	1192.9015944731525
ADRNt_pos	1204.2469038544157
ADSELK_pos	0.0
ADSK_pos	3436.0388518208597
ADSL1_pos	9119.666098304602
ADSL2_pos	20904.48229897008
ADSS_pos	9119.666098304602
AFLATOXINte_neg	0.0
AFLATOXINte_pos	7.571951067286172
AG13T10g_pos	11047.198316486432
AG13T11g_pos	11047.198316486432
AG13T12g_pos	11047.198316486432
AG13T13g_pos	11047.198316486432
AG13T14g_pos	11047.198316486432
AG13T15g_pos	11047.198316486432
AG13T16g_pos	7650.0725864559045
AG13T17g_pos	7650.0725864559045
AG13T18g_pos	7650.0725864559045
AG13T1g_pos	7671.80964307466
AG13T2g_pos	7671.80964307466
AG13T3g_pos	7671.80964307466
AG13T4g_pos	11047.198316486432
AG13T5g_pos	11047.198316486432
AG13T6g_pos	11047.198316486432
AG13T7g_pos	11047.198316486432
AG13T8g_pos	11047.198316486432
AG13T9g_pos	11047.198316486432
AGDC_pos	3585.7270121820957
AGLPC_pos	0.0
AGLPED_pos	0.0
AGLPET_pos	0.0
AGLPH_pos	0.0
AGLPR_pos	0.0
AGLPT_pos	0.0
AGMTm_pos	24104.882079636613
AGPAT1_pos	10448.750043733755
AGPRim_pos	0.0
AGPSx_pos	0.0
AGPex_neg	0.0
AGPex_pos	0.0
AGTim_pos	8819.981269244223
AGTix_pos	12195.226242656368
AHANDROSTANGLCte_pos	0.0
AHANDROSTANGLCtr_neg	0.0
AHANDROSTANGLCtr_pos	0.0
AHCYStd_neg	2133.1963478006473
AHCYStd_pos	2133.1963478006473
AHCYSte_neg	27543.318433380206
AHCYSte_pos	11608.090909512855
AHCYStn_neg	0.0
AHCYStn_pos	0.0
AHCYStr_neg	5775.897202285287
AHCYStr_pos	0.0
AHC_neg	0.0
AHC_pos	10191.63257697296
AHEXASE2ly_pos	17562.434247035057
AHEXASEly_pos	18007.050563822282
AICART_neg	13167.365967272424
AICART_pos	11482.750557962338
AICARte_neg	12783.749165381534
AICARte_pos	11482.750557962332
AIRCr_neg	0.0
AIRCr_pos	20904.48229897008
AK2LGCHOLt_neg	6.9193641117781635
AK2LGCHOLt_pos	6714.9981377339145
AKGDm_pos	10623.67434412427
AKGMALtm_neg	560.1691794992643
AKGMALtm_pos	422.76851849065264
AKGt4_3_neg	829.6929343412456
AKGt4_3_pos	941.450304852781
AKGtp_neg	0.0
AKGtp_pos	47.54979417665397
AKR1C1_pos	62372.56685899455
AKR1C41_pos	2102.2104313902155
AKR1C42_pos	2102.2104313902155
AKR1D2_pos	65705.57110896031
AKR1D_pos	11057.796887902581
ALA-DTDe_pos	1351.0223310155286
ALAALACNc_neg	0.0
ALAALACNc_pos	7557.5071584050675
ALAALAPEPT1tc_pos	7557.50715840507
ALAASNNaEx_pos	961.7341615965589
ALAATB0tc_pos	1334.6299507003698
ALACYSNaEx_pos	842.7717161390965
ALADGLNexR_neg	711.4578158159428
ALADGLNexR_pos	636.812829771299
ALADGLYexR_neg	586.1331290057873
ALADGLYexR_pos	541.8290452187582
ALAGLNNaEx_pos	961.7341615965589
ALAGLNexR_neg	382.4794795444151
ALAGLNexR_pos	382.4794795444151
ALAGLYexR_neg	586.1331290057873
ALAGLYexR_pos	442.78765524358175
ALAR_neg	2.434263442271327
ALAR_pos	3828.264017167985
ALASERNaEx_pos	785.8021646972421
ALASm_pos	373.70089829350115
ALATA_L_neg	4328.668815090247
ALATA_L_pos	2997.119416352797
ALATHRNaEx_pos	820.9102246603852
ALAt2rL_neg	0.0
ALAt2rL_pos	0.0
ALAt2r_neg	486.4522721265883
ALAt2r_pos	586.1331290057873
ALAt4_pos	241.89527075635283
ALAtN1_neg	382.4794795444151
ALAtN1_pos	382.4794795444151
ALAyLATthc_pos	490.5575452605652
ALCD1_neg	6749.612649751065
ALCD1_pos	13.574072282870475
ALCD21_D_pos	417.63335812018715
ALCD21_L_pos	900.3557366889465
ALCD22_D_pos	299.27666364767583
ALCD22_L_pos	900.3557366889465
ALCD2if_pos	5.789209836487134
ALCD2yf_pos	5.798887542029559
ALDD20x_pos	0.0
ALDD20xm_pos	0.0
ALDD21_pos	47.549794176653975
ALDD2x_pos	7006.965145859139
ALDD2xm_pos	9252.335701934879
ALDD2y_pos	6846.803727266366
ALDSTRNte_neg	0.0
ALDSTRNte_pos	53842.693865159905
ALDSTRNtm_neg	53842.69386515989
ALDSTRNtm_pos	0.0
ALKP_pos	0.0
ALOX12R_pos	0.0
ALOX12_pos	0.0
ALOX15_pos	0.0
ALOX52_pos	3285.7170271091295
ALOX5_pos	97.46143734878065
ALR2_pos	900.3557366889465
ALR3_pos	900.3557366889465
AMACR2p_pos	18459.43520507167
AMACR2r_pos	0.0
AMACRp_pos	59545.88914358177
AMACRr_pos	0.0
AMANK_pos	8547.504259358016
AMCOXO_pos	47.78110002914875
AMETr_neg	0.0
AMETr_pos	5775.897202285286
AMETt2m_neg	2133.1963478006473
AMETt2m_pos	2133.1963478006473
AMETtd_neg	2133.1963478006473
AMETtd_pos	2133.1963478006473
AMETtn_neg	0.0
AMETtn_pos	0.0
AMPDA_pos	6785.278965494316
AMPTASECG_pos	7181.770866008115
AMPTASECGe_pos	8524.23792268346
AMPtp_neg	2850.0
AMPtp_pos	2850.0
AMPtr_neg	0.0
AMPtr_pos	0.0
AMY1e_pos	13.453331127791849
AMY2e_pos	13.453331127791849
ANDRSTRNGLCte_pos	70727.02092018437
ANDRSTRNGLCtr_neg	70727.02092018438
ANDRSTRNGLCtr_pos	0.0
ANDRSTRNte_neg	56768.69211687059
ANDRSTRNte_pos	18.4119415316678
ANDRSTRNtr_neg	18.411941531667793
ANDRSTRNtr_pos	56768.692116870574
ANTHte_neg	10.93689231970821
ANTHte_pos	2850.0
ANTIPYRENEte_neg	0.0
ANTIPYRENEte_pos	7.911689289653866
AOBUTDsm_pos	12418.550519192073
AP4AH1_pos	0.0
APAT2rm_neg	13665.474139064243
APAT2rm_pos	10955.844215975978
APNNOXte_neg	7.571951067286172
APNNOXte_pos	0.0
APOCF_pos	5734.714114305228
APOCFm_pos	6127.013889918495
APOC_LYS_BTNP_pos	5734.714114305228
APOC_LYS_BTNPm_pos	6127.013889918495
APPNNte_neg	0.0
APPNNte_pos	7.571951067286172
APRGSTRNte_neg	62372.56685899453
APRGSTRNte_pos	0.0
APRTO2_pos	0.0
AQCOBALt_pos	0.0
ARABR_pos	5.448893950727287
ARAB_Lt_neg	0.0
ARAB_Lt_pos	5.448893950727287
ARACHCOAtx_neg	26863.775094343346
ARACHCOAtx_pos	11590.155616489617
ARACHCPT1_pos	12013.8493414995
ARACHCPT2_pos	12013.8493414995
ARACHCRNt_pos	12013.8493414995
ARACHDCOAtx_neg	5055.693878758651
ARACHDCOAtx_pos	195.2543340255508
ARACHDt2_neg	352.00331064699986
ARACHDt2_pos	363.3486200282631
ARACHDtr_neg	2850.0
ARACHDtr_pos	2850.0
ARACHFATPc_pos	4449.595093859657
ARACHt_neg	1205.4362447624887
ARACHt_pos	1216.7815541437521
ARGATB0tc_pos	1787.7901624360218
ARGDCm_pos	24104.882079636613
ARGLYSex_pos	690.3968978475775
ARGN_pos	14214.256544351456
ARGNm_pos	15189.144922494566
ARGSL_neg	0.0
ARGSL_pos	13292.57947765888
ARGSS_pos	13292.579477658881
ARGt4_pos	1499.6498785551496
ARGtiDF_pos	490.5575452605652
ARGtm_neg	1495.116622589689
ARGtm_pos	1188.1798421017206
ARSA_pos	39710.89263974398
ARTCOAL1_pos	5020.695578917008
ARTCOAL2_pos	5020.695578917008
ARTCOAL3_pos	5020.695578917008
ASAH1_pos	38944.72817759136
ASCBOX_pos	8971.552809913446
ASCBSVCTtc_pos	3375.1989592205455
ASCBt4_neg	459.70388097415855
ASCBt4_pos	1254.8764387062347
ASCBt_neg	1254.8764387062347
ASCBt_pos	1266.2217480874979
ASNALANaEx_pos	961.7341615965589
ASNATB0tc_pos	1456.8863082397345
ASNCYSNaEx_pos	1126.7729461244228
ASNGLNNaEx_pos	961.7341615965589
ASNNm_pos	8936.450456004586
ASNPHELAT2tc_pos	531.4331657655947
ASNS1_pos	7426.489471042034
ASNSERNaEx_pos	1114.2406870927566
ASNTHRNaEx_pos	1149.3487470558998
ASNt4_pos	336.9032250902601
ASNtN1_neg	336.9032250902601
ASNtN1_pos	582.8354029608362
ASNtm_pos	8936.450456004586
ASP1DC_pos	9258.138613669898
ASPCTr_neg	0.0
ASPCTr_pos	18953.638655783307
ASPDTDe_neg	11.613581231455829
ASPDTDe_pos	2146.685046195753
ASPDt6_pos	2146.685046195753
ASPDxt_neg	11.319309343208948
ASPDxt_pos	0.0
ASPGLUm_pos	2575.3353560163546
ASPNATm_pos	7673.28946298444
ASPPROASCT1_pos	1794.8327464884574
ASPTA_neg	7315.374755796359
ASPTA_pos	2575.335356016355
ASPTAm_neg	2575.3353560163546
ASPTAm_pos	9304.817928271219
ASPt6_pos	2146.685046195753
ASPte_pos	1201.0675286750093
ATP1ter_neg	0.0
ATP1ter_pos	7267.7848190103605
ATP2ter_neg	4725.172993712495
ATP2ter_pos	4725.172993712495
ATPH1e_pos	14594.679768162714
ATPH2e_pos	3.0796208489938457
ATPS4m_pos	1632.613213569184
ATPasel_pos	24504.372037763842
ATPtm_pos	681.2361053733152
ATPtn_neg	0.0
ATPtn_pos	9802.209032189156
ATPtx_neg	2850.0
ATPtx_pos	2850.0
AVITE1t_pos	4273.344985997764
AVITE2t_pos	2.8499999999999996
A_MANASE_pos	0.0
A_MANASEly_pos	17843.88328132722
Asn_X_Ser_Thrtr_neg	17527.916802919754
Asn_X_Ser_Thrtr_pos	0.0
B3GALT3g_pos	11557.400764266935
B3GALT41g_pos	12854.299825543138
B3GALT42g_pos	13030.04325009799
B3GALT43g_pos	13219.443080894043
B3GALT44g_pos	13515.02084218482
B3GALT5g_pos	10740.82852955941
B3GALTg_pos	11895.050585317322
B3GNT11g_pos	10023.595540776654
B3GNT12g_pos	9113.736420768937
B3GNT310g_pos	11817.497311575615
B3GNT311g_pos	9782.367167478975
B3GNT312g_pos	10023.595540776654
B3GNT313g_pos	9159.184115669274
B3GNT314g_pos	8507.633597192698
B3GNT315g_pos	9113.736420768937
B3GNT31g_pos	9921.347910271654
B3GNT32g_pos	9921.347910271654
B3GNT33g_pos	9921.347910271654
B3GNT34g_pos	9707.16314828104
B3GNT35g_pos	9707.16314828104
B3GNT36g_pos	929.2958507890753
B3GNT37g_pos	12799.279832041311
B3GNT39g_pos	29722.136941876342
B3GNT51g_pos	11817.497311575613
BAAT1x_pos	4024.2359215978013
BAAT2x_pos	3247.2396304716112
BAAT3x_pos	18459.43520507167
BAAT4x_pos	4024.2359215978013
BACCL_pos	5734.714114305228
BACCLm_pos	6127.013889918495
BALABETAtc_pos	1570.0131716326596
BALAPAT1tc_pos	1446.0061155680692
BALAVECSEC_pos	4280.270125150233
BALAtmr_neg	13665.474139064248
BALAtmr_pos	10955.844215975978
