	WT.1012.e_S152_L007_R1_001	WT.911.d_S144_L007_R1_001	Ob.DHA.d_S147_L007_R1_001	WT.b_S126_L007_R1_001
PGESr_neg	3.6724253419714956	3.2094533656289497	4.163498732282879	3.363171077119244
PGI_pos	0.0	0.0	0.0	0.0
PGI_neg	0.0	0.0	0.0	0.0
PGISr_pos	0.722466024471091	0.9107326619029126	0.925999418556223	0.32192809488736235
PGISr_neg	0.722466024471091	0.9107326619029126	0.925999418556223	0.32192809488736235
PGK_pos	6.511436411977229	6.510803720358323	7.385948657855972	6.82870773545514
PGK_neg	6.511436411977229	6.510803720358323	7.385948657855972	6.82870773545514
PGL_pos	5.886062338345599	5.79960542245267	6.419538891513785	6.297374860528325
PGLer_pos	7.5060496682503235	7.206526015877427	6.951168128838912	7.125878364429871
PGLYCP_pos	0.0	0.0	0.0	0.0
PGLYCt_pos	0.0	0.0	0.0	0.0
PGLYCt_neg	0.0	0.0	0.0	0.0
PGM_pos	6.595443984589479	6.590063018812253	7.7225343322782525	6.537917249034083
PGM_neg	6.595443984589479	6.590063018812253	7.7225343322782525	6.537917249034083
PGMT_pos	6.970968660521811	6.929790997718597	7.599317793698226	6.727648222268611
PGMT_neg	6.970968660521811	6.929790997718597	7.599317793698226	6.727648222268611
PGPP_hs_pos	0.0	0.0	0.0	0.0
PGPPT_pos	2.488000770834068	2.1667154449664223	3.2141248053528475	2.8379432418910273
PGS_pos	2.6622054996536164	2.805292455600712	3.2047667506546134	2.596935142387232
PGSr_pos	2.6622054996536164	2.805292455600712	3.2047667506546134	2.596935142387232
PHACCOAGLNAC_pos	0.0	0.0	0.0	0.0
PHCDm_pos	7.6303035332750175	7.465403148609056	7.8689459886423645	7.2252556464985975
PHCHGSm_pos	0.0	0.0	0.0	0.0
PHCHGSm_neg	0.0	0.0	0.0	0.0
PHEACGLNt_pos	0.0	0.0	0.0	0.0
PHEACGLNt_neg	0.0	0.0	0.0	0.0
PHEMEt_pos	4.904002316283692	4.634593268445757	4.983677694698067	4.9453267772646265
PHEMEtm_pos	0.0	0.0	0.0	0.0
PHEMEtm_neg	0.0	0.0	0.0	0.0
PHEt4_pos	9.240147341077156	9.137247340664668	8.975704694255151	8.856705636390878
PHETA1_pos	7.280677989331131	7.57228336665041	7.658425728482588	6.937815168803419
PHETA1_neg	7.280677989331131	7.57228336665041	7.658425728482588	6.937815168803419
PHETA1m_pos	9.24184018356467	9.43237486379656	9.686255388268249	9.726354416891885
PHETA1m_neg	9.24184018356467	9.43237486379656	9.686255388268249	9.726354416891885
PHEtec_pos	5.783194703376154	5.830356747419219	4.800641097329084	5.263785613890803
PHEtec_neg	5.783194703376154	5.830356747419219	4.800641097329084	5.263785613890803
PHETHPTOX2_pos	9.453435268843723	9.357815888112565	9.371798420702493	8.994523155703932
PHYCBOXL_pos	4.493134922305505	4.291308859828971	5.693208148910016	5.1586601753464985
PHYHx_pos	10.605488777948775	10.359947176244958	10.394441257674814	10.463023634419798
PHYQt_pos	0.0	0.0	0.0	0.0
PHYTt_pos	0.0	0.0	0.0	0.0
PHYTt_neg	0.0	0.0	0.0	0.0
PI345P3P_pos	5.077670274232752	4.943921326553485	5.0669502439246275	4.877744249949002
PI345P3Pn_pos	5.077670274232752	4.943921326553485	5.0669502439246275	4.877744249949002
PI345P5P_pos	5.548436624696042	5.374691752096926	5.705701496845794	5.342341397431548
PI345P5Pn_pos	0.0	0.0	0.0	0.0
PI34P3Pn_pos	0.0	0.0	0.0	0.0
PI34P4Pn_pos	0.0	0.0	0.0	0.0
PI34P5K_pos	4.309612772454123	4.032982416699428	4.277984747299765	3.61706334388818
PI34P5Kn_pos	0.0	0.0	0.0	0.0
PI3P3Pn_pos	0.0	0.0	0.0	0.0
PI3P4K_pos	6.2600256559614555	6.075532631167357	6.391114675697103	5.992315251861196
PI3P4Kn_pos	0.0	0.0	0.0	0.0
PI3P5K_pos	4.309612772454123	4.032982416699428	4.277984747299765	3.61706334388818
PI45P3K_pos	7.0493584943282634	6.691603953045512	7.3092034779104855	6.62775273437702
PI45P3Kn_pos	0.0	0.0	0.0	0.0
PI45P4P_pos	0.0	0.0	0.0	0.0
PI45P5P_pos	4.744699314207836	4.581953750848818	4.954661620837897	4.62760683812965
PI45P5Pn_pos	0.0	0.0	0.0	0.0
PI45PLC_pos	5.70984201927331	5.328405658958567	4.984589350362457	4.800123352826528
PI45PLCn_pos	2.269033146455237	2.0	1.7865963618908067	1.4168397419128291
PI4P3K_pos	7.192144838159966	6.869686370153318	7.440661570655207	6.790641730763425
PI4P3Ker_pos	1.565597175854225	1.7180875839605168	1.4059923596758368	1.5558161550616396
PI4P3Kn_pos	0.0	0.0	0.0	0.0
PI4P5K_pos	5.441948190503361	5.357552004618084	5.390942772802543	5.0802312720192635
PI4P5Kn_pos	0.0	0.0	0.0	0.0
PI4PLC_pos	5.70984201927331	5.328405658958567	4.984589350362457	4.800123352826528
PI4PLCn_pos	2.269033146455237	2.0	1.7865963618908067	1.4168397419128291
PI4PP_pos	0.0	0.0	0.0	0.0
PI5P3K_pos	7.279331996787802	6.964225332031894	7.510922371173897	6.891540702537108
PI5P3Ker_pos	1.565597175854225	1.7180875839605168	1.4059923596758368	1.5558161550616396
PI5P4K_pos	5.853247167242152	5.702380501615525	6.034083626615416	5.711219556894335
PI5P4Kn_pos	0.0	0.0	0.0	0.0
PIACGT_pos	9.658425728482587	9.469641817239516	10.353323291162896	9.550362015400728
PIK3_pos	7.279331996787802	6.964225332031894	7.510922371173897	6.891540702537108
PIK3er_pos	1.565597175854225	1.7180875839605168	1.4059923596758368	1.5558161550616396
PIK3n_pos	0.0	0.0	0.0	0.0
PIK4_pos	5.853247167242152	5.702380501615525	6.034083626615416	5.711219556894335
PIK4n_pos	0.0	0.0	0.0	0.0
PIK5_pos	4.309612772454123	4.032982416699428	4.277984747299765	3.61706334388818
PIK5n_pos	0.0	0.0	0.0	0.0
PIPLC_pos	5.70984201927331	5.328405658958567	4.984589350362456	4.800123352826528
PIPLCn_pos	2.269033146455237	2.0	1.7865963618908067	1.4168397419128291
PIt7_pos	8.122620956448916	7.845050903014725	7.678071905112637	7.549592167441751
PIt7_neg	8.122620956448916	7.845050903014725	7.678071905112637	7.549592167441751
PIter_pos	6.730639955916791	6.978081198189155	6.988116584760143	6.567119487951671
PIter_neg	6.730639955916791	6.978081198189155	6.988116584760143	6.567119487951671
PItg_pos	0.0	0.0	0.0	0.0
PItn_pos	0.0	0.0	0.0	0.0
PItn_neg	0.0	0.0	0.0	0.0
PItx_pos	0.0	0.0	0.0	0.0
PItx_neg	0.0	0.0	0.0	0.0
PLA2_pos	0.0	0.0	0.0	0.0
PLA2_2_pos	4.998646839005795	4.866413481123453	5.74604398299834	4.990501111363251
PLA2_2e_pos	3.8747969658986654	3.761285273361619	4.3750394313469245	3.7081872360207084
PMANM_pos	7.244411408780994	7.16430358309365	7.799346387522287	7.002702520379824
PMANM_neg	7.244411408780994	7.16430358309365	7.799346387522287	7.002702520379824
PMEVKx_pos	5.2861418728343015	5.28909670241999	5.598424760527719	6.00876474486344
PMI12346PH_pos	4.506525779043123	4.469234793667656	4.2509615735332185	4.257764968571387
PMI12346PHn_pos	5.544423562189419	5.703211467391146	5.541328977045604	5.857980995127572
PMI1346PH_pos	4.506525779043123	4.469234793667656	4.2509615735332185	4.257764968571387
PMI1346PHn_pos	5.544423562189419	5.703211467391146	5.541328977045604	5.857980995127572
PMTCOAtx_pos	0.0	0.0	0.0	0.0
PMTCOAtx_neg	0.0	0.0	0.0	0.0
PNP_pos	4.777156666004501	4.873321062914816	4.8359240742543745	5.083638879250706
PNP_neg	4.777156666004501	4.873321062914816	4.8359240742543745	5.083638879250706
PNTEH_pos	5.933100474931368	5.046141781644721	7.930145947908821	5.380590934265922
PNTK_pos	6.982765462583646	6.707773243467036	7.089794727063992	6.622930350920177
PNTKm_pos	3.4289463447694826	3.374343989038501	3.9717734471933728	3.5323169593327655
PNTOt5_pos	2.144046369616707	1.8678964639926547	3.5197934862411002	1.6369145803558778
PPA_pos	7.072320216032704	6.9601178065343	7.595742339474399	6.9730372056217655
PPA2_pos	0.0	0.0	0.0	0.0
PPA2m_pos	0.0	0.0	0.0	0.0
PPAer_pos	7.9684364043347875	8.026689418978547	7.696063385845953	7.756089247373222
PPAm_pos	5.642412772905056	5.344473459456363	6.065658470931991	5.668175868970137
PPAn_pos	0.0	0.0	0.0	0.0
PPAP_pos	6.0083165637349865	6.026800059343715	6.464994927265429	5.869624686204322
PPAt_pos	0.0	0.0	0.0	0.0
PPAtm_pos	0.0	0.0	0.0	0.0
PPBNGS_pos	6.577881959497639	6.553206886230258	7.008876768394256	6.608809242675524
PPCDC_pos	3.6028844087184186	3.725741156503952	4.234961094839504	3.6392321632492775
PPCOACm_pos	6.188638294561388	6.157852169141737	6.616401810040491	6.17192735435346
PPCOAOm_pos	9.142694229584272	8.940460428863656	9.70154905694307	8.906620064925308
PPD2CSPp_pos	0.0	0.0	0.0	0.0
PPDOx_pos	0.0	0.0	0.0	0.0
PPDOy_pos	7.925880770993272	7.7114949066500875	8.793603309279407	7.989820220117596
PPItr_pos	0.0	0.0	0.0	0.0
PPItr_neg	0.0	0.0	0.0	0.0
PPItx_pos	0.0	0.0	0.0	0.0
PPItx_neg	0.0	0.0	0.0	0.0
PPM_pos	6.970968660521811	6.929790997718597	7.599317793698226	6.727648222268611
PPM_neg	6.970968660521811	6.929790997718597	7.599317793698226	6.727648222268611
PPMI12346Ptn_pos	0.0	0.0	0.0	0.0
PPMI12346Ptn_neg	0.0	0.0	0.0	0.0
PPMI1346Ptn_pos	0.0	0.0	0.0	0.0
PPMI1346Ptn_neg	0.0	0.0	0.0	0.0
PPNCL3_pos	4.352617298958503	3.9900472195737944	4.742545233866053	3.955126781261366
PPOR_pos	10.648078903717328	10.942492512869162	10.629128904028171	10.439186772667702
PPPG9tm_pos	0.0	0.0	0.0	0.0
PPPG9tm_neg	0.0	0.0	0.0	0.0
PPPGOm_pos	4.064365540263628	4.20163386116965	4.583158003874408	4.59215800212536
PPPItn_pos	0.0	0.0	0.0	0.0
PPPItn_neg	0.0	0.0	0.0	0.0
PRAGSr_pos	3.690417095532466	3.569248029867182	3.476381687567235	3.5741015080893894
PRAGSr_neg	3.690417095532466	3.569248029867182	3.476381687567235	3.5741015080893894
PRASCS_pos	7.255311886359598	7.241077458175037	6.499845887083206	6.98584193700334
PRASCS_neg	7.255311886359598	7.241077458175037	6.499845887083206	6.98584193700334
PRDX_pos	0.0	0.0	0.0	0.0
PRDXl_pos	0.16349873228287956	0.0	0.0	0.0
PRFGS_pos	1.790772037862	2.1473066987802936	1.8914191868460786	1.6088092426755238
PRGNLONESULT_pos	0.3334237337251918	0.3103401206121505	3.7366048753142485	0.0
PRGNLONEtm_pos	0.0	0.0	0.0	0.0
PRGNLONEtm_neg	0.0	0.0	0.0	0.0
PRGNLONEtr_pos	0.0	0.0	0.0	0.0
PRGNLONEtr_neg	0.0	0.0	0.0	0.0
PRGSTRNt_pos	0.0	0.0	0.0	0.0
PRGSTRNt_neg	0.0	0.0	0.0	0.0
PRISTANALtx_pos	0.0	0.0	0.0	0.0
PRISTANALtx_neg	0.0	0.0	0.0	0.0
PRISTCOAtx_pos	0.0	0.0	0.0	0.0
PRISTCOAtx_neg	0.0	0.0	0.0	0.0
PRISTtx_pos	0.0	0.0	0.0	0.0
PRISTtx_neg	0.0	0.0	0.0	0.0
PRO1xm_pos	6.697106574476975	7.132371198732537	7.088099183997209	6.617357261591324
PROAKGOX1r_pos	9.496234633530827	9.268436732938332	9.933402972352072	9.257670696343375
PROD2_pos	7.531693360861466	7.512779961100332	7.608661417987563	7.388706169226381
PROD2m_pos	6.697106574476975	7.132371198732537	7.088099183997209	6.617357261591324
PRODt2r_pos	3.9476661567960103	3.975446765640962	3.374343989038501	3.5434958834257717
PRODt2r_neg	3.9476661567960103	3.975446765640962	3.374343989038501	3.5434958834257717
PRODt2rL_pos	3.9476661567960103	3.975446765640962	3.374343989038501	3.5434958834257717
PRODt2rL_neg	3.9476661567960103	3.975446765640962	3.374343989038501	3.5434958834257717
PROSTGD2t_pos	5.2935176304174245	4.938285791884053	3.8953026213333066	4.840463233869542
PROSTGD2t_neg	5.2935176304174245	4.938285791884053	3.8953026213333066	4.840463233869542
PROSTGE1t_pos	5.2935176304174245	4.938285791884053	3.8953026213333066	4.840463233869542
PROSTGE1t_neg	5.2935176304174245	4.938285791884053	3.8953026213333066	4.840463233869542
PROSTGE1t3_pos	0.5260688116675876	0.632268215499513	1.8439838440483265	0.7990873060740036
PROSTGE2t_pos	5.351910961103077	5.017476563020462	4.03738222200308	4.893362210763872
PROSTGE2t_neg	5.351910961103077	5.017476563020462	4.03738222200308	4.893362210763872
PROSTGE2t2_pos	7.817431397009667	7.474679392336235	8.389910925071666	7.7712253363909465
PROSTGE2t2_neg	7.817431397009667	7.474679392336235	8.389910925071666	7.7712253363909465
PROSTGE2t3_pos	0.5260688116675876	0.632268215499513	1.8439838440483265	0.7990873060740036
PROSTGF2t_pos	7.817431397009667	7.474679392336235	8.389910925071666	7.7712253363909465
PROSTGF2t_neg	7.817431397009667	7.474679392336235	8.389910925071666	7.7712253363909465
PROSTGH2t_pos	0.0	0.0	0.0	0.0
PROSTGH2t_neg	0.0	0.0	0.0	0.0
PROSTGI2t_pos	0.0	0.0	0.0	0.0
PROSTGI2t_neg	0.0	0.0	0.0	0.0
PROSTGI2tr_pos	0.0	0.0	0.0	0.0
PROSTGI2tr_neg	0.0	0.0	0.0	0.0
PROt2r_pos	3.9476661567960103	3.975446765640962	3.374343989038501	3.5434958834257717
PROt2r_neg	3.9476661567960103	3.975446765640962	3.374343989038501	3.5434958834257717
PROt2rL_pos	3.9476661567960103	3.975446765640962	3.374343989038501	3.5434958834257717
PROt2rL_neg	3.9476661567960103	3.975446765640962	3.374343989038501	3.5434958834257717
PROt4_pos	8.951838370449522	8.809028507711892	8.722261081642294	8.566548809139537
PRPNCOAHYDm_pos	8.87370555807481	8.682819062659398	9.735945202921307	8.681238411777805
PRPNCOAHYDx_pos	6.721782768459794	6.855740591715029	8.523483546587123	6.6546360285279675
PRPPS_pos	4.422905742612183	4.287620044112067	4.575312330687437	4.3269687115878925
PRPPS_neg	4.422905742612183	4.287620044112067	4.575312330687437	4.3269687115878925
PS_HSter_pos	0.0	0.0	0.0	0.0
PS_HSter_neg	0.0	0.0	0.0	0.0
PS_HStg_pos	0.0	0.0	0.0	0.0
PS_HStg_neg	0.0	0.0	0.0	0.0
PSDm_hs_pos	4.177120502846516	4.05484847699562	4.668459556915382	3.849999259466098
PSERT_pos	0.722466024471091	0.44360665147561457	1.3103401206121505	0.7311832415722002
PSFLIP_pos	1.1243281350022019	1.0	1.2570106182060237	0.879705766282288
PSFLIPm_pos	1.1243281350022019	1.0	1.2570106182060237	0.879705766282288
PSP_L_pos	2.805292455600712	2.4620523187964327	3.319039815562536	2.957914598632985
PSSA1_hs_pos	3.9781956296816516	4.098453246309274	4.325530331567558	4.020591094773247
PSSA1_hs_neg	3.9781956296816516	4.098453246309274	4.325530331567558	4.020591094773247
PSSA2_hs_pos	3.130930869826449	2.773996325111173	3.218781167784069	3.250961573533219
PSSA2_hs_neg	3.130930869826449	2.773996325111173	3.218781167784069	3.250961573533219
PSt3_pos	0.0	0.0	0.0	0.0
PSt3_neg	0.0	0.0	0.0	0.0
PTDCACRNCPT1_pos	6.97315203787724	6.506208389306745	7.0892650838843245	6.679057785493291
PTDCACRNCPT2_pos	5.940166750482817	5.773996325111173	6.767919585801803	6.20006486151431
PTDCACRNt_pos	5.982765462583646	5.665051614289214	7.330737650206952	6.090853430451113
PTDCAt_pos	0.0	0.0	0.0	0.0
PTDCAt_neg	0.0	0.0	0.0	0.0
PTE2x_pos	4.147306698780294	4.1026581313637385	6.001126665454284	4.584962500721156
PTE3x_pos	1.2203299548795556	2.2539892662307865	5.005849075696688	2.2078928516413328
PTE4x_pos	1.2203299548795556	2.2539892662307865	5.005849075696688	2.2078928516413328
PTE5x_pos	1.2203299548795556	2.2539892662307865	5.005849075696688	2.2078928516413328
PTHPS_pos	5.182295025025483	5.2935176304174245	5.628190334615213	5.263785613890803
PTHPSn_pos	5.182295025025483	5.2935176304174245	5.628190334615213	5.263785613890803
PTPAT_pos	6.354734239970604	6.208868370672949	7.197708157955851	6.268284666520996
PTRCAT1_pos	6.335747634299735	5.934044647112246	6.559185865787734	6.106013237622119
PTRCOX1_pos	1.1763227726404628	0.3895668117627256	1.6870606883398924	1.0976107966264221
PUNP1_pos	4.777156666004501	4.873321062914816	4.8359240742543745	5.083638879250706
PUNP1_neg	4.777156666004501	4.873321062914816	4.8359240742543745	5.083638879250706
PUNP2_pos	4.777156666004501	4.873321062914816	4.8359240742543745	5.083638879250706
PUNP2_neg	4.777156666004501	4.873321062914816	4.8359240742543745	5.083638879250706
PUNP3_pos	4.777156666004501	4.873321062914816	4.8359240742543745	5.083638879250706
PUNP3_neg	4.777156666004501	4.873321062914816	4.8359240742543745	5.083638879250706
PUNP4_pos	4.777156666004501	4.873321062914816	4.8359240742543745	5.083638879250706
PUNP4_neg	4.777156666004501	4.873321062914816	4.8359240742543745	5.083638879250706
PUNP5_pos	4.777156666004501	4.873321062914816	4.8359240742543745	5.083638879250706
PUNP5_neg	4.777156666004501	4.873321062914816	4.8359240742543745	5.083638879250706
PUNP6_pos	4.777156666004501	4.873321062914816	4.8359240742543745	5.083638879250706
PUNP6_neg	4.777156666004501	4.873321062914816	4.8359240742543745	5.083638879250706
PUNP7_pos	4.777156666004501	4.873321062914816	4.8359240742543745	5.083638879250706
PUNP7_neg	4.777156666004501	4.873321062914816	4.8359240742543745	5.083638879250706
PVD3_pos	0.0	0.0	0.0	0.0
PVD3_neg	0.0	0.0	0.0	0.0
PYAM5POr_pos	6.2389778817708965	6.145269856650506	6.50159837423479	6.290756138396673
PYAM5Ptm_pos	0.0	0.0	0.0	0.0
PYAM5Ptm_neg	0.0	0.0	0.0	0.0
PYDAMK_pos	3.8298495598446904	3.559491813205038	4.356848079236522	3.7803100990433753
PYDAMtr_pos	0.0	0.0	0.0	0.0
PYDAMtr_neg	0.0	0.0	0.0	0.0
PYDX5Ptm_pos	0.0	0.0	0.0	0.0
PYDX5Ptm_neg	0.0	0.0	0.0	0.0
PYDXDH_pos	4.088311235888661	4.336283387864432	5.727103603522661	4.3008558712687615
PYDXK_pos	3.8298495598446904	3.559491813205038	4.356848079236522	3.7803100990433753
PYDXNK_pos	3.8298495598446904	3.559491813205038	4.356848079236522	3.7803100990433753
PYDXNtr_pos	0.0	0.0	0.0	0.0
PYDXNtr_neg	0.0	0.0	0.0	0.0
PYDXPP_pos	0.49569516262406876	0.17632277264046287	0.12432813500220177	0.15055967657538138
PYDXtr_pos	0.0	0.0	0.0	0.0
PYDXtr_neg	0.0	0.0	0.0	0.0
PYK_pos	7.736131294907819	7.8400225529032195	8.940254860274335	7.335569005556748
PYLALDOX_pos	9.713781719717172	9.72140683967846	10.87571863911783	9.624667535492737
PYLALDOXm_pos	10.346281021649542	10.35171224125691	10.809430522684115	10.195322988821918
PYNP2r_pos	7.680816612230636	7.832826736678783	6.73376105819606	6.890081838294596
PYNP2r_neg	7.680816612230636	7.832826736678783	6.73376105819606	6.890081838294596
PYRt2m_pos	4.444932048942182	4.342696959981934	5.505573400282018	4.66732447027863
PYRt2m_neg	4.444932048942182	4.342696959981934	5.505573400282018	4.66732447027863
PYRt2p_pos	5.363171077119244	5.434628227636725	6.753016128735835	5.345538310070007
PYRt2p_neg	5.363171077119244	5.434628227636725	6.753016128735835	5.345538310070007
PYRt2r_pos	5.363171077119244	5.434628227636725	6.755154643177265	5.351910961103077
PYRt2r_neg	5.363171077119244	5.434628227636725	6.755154643177265	5.351910961103077
QUILSYN_pos	0.0	0.0	0.0	0.0
RADH_pos	0.0	0.0	0.0	0.0
RADH2_pos	0.0	0.0	0.0	0.0
RADH3_pos	0.0	0.0	0.0	0.0
RADH4_pos	0.0	0.0	0.0	0.0
RAHY_pos	0.0	0.0	0.0	0.0
RAI1_pos	0.0	0.0	0.0	0.0
RAI1_neg	0.0	0.0	0.0	0.0
RAI2_pos	0.0	0.0	0.0	0.0
RAI2_neg	0.0	0.0	0.0	0.0
RAI3_pos	9.627460927126654	9.952085989656211	10.956593960894633	9.862792311110406
RAI3_neg	9.627460927126654	9.952085989656211	10.956593960894633	9.862792311110406
RAI4_pos	0.0	0.0	0.0	0.0
RAI4_neg	0.0	0.0	0.0	0.0
RAtn_pos	0.0	0.0	0.0	0.0
RAtn_neg	0.0	0.0	0.0	0.0
RAtn3_pos	0.0	0.0	0.0	0.0
RAtn3_neg	0.0	0.0	0.0	0.0
RBFK_pos	4.409390936137702	4.399171093819823	5.458119481174506	4.519793486241101
RBK_pos	3.2675357980687347	3.431622959713292	3.403267722339301	3.400537929583729
RBK_D_pos	3.2675357980687347	3.431622959713292	3.403267722339301	3.400537929583729
RBTt_pos	0.0	0.0	0.0	0.0
RDH1_pos	5.601993581248998	5.819668183496455	7.459267666703387	5.554895775419012
RDH1_neg	5.601993581248998	5.819668183496455	7.459267666703387	5.554895775419012
RDH1a_pos	6.278914019499939	6.1426176554465775	6.6867806349485654	6.478486512084187
RDH2_pos	4.177120502846516	3.588564737401352	4.339850002884624	3.9653225483672547
RDH2_neg	4.177120502846516	3.588564737401352	4.339850002884624	3.9653225483672547
RDH2a_pos	5.9183862344463485	5.839203788096944	6.33735429849697	6.264348763351166
RDH3_pos	4.177120502846516	3.588564737401352	4.339850002884624	3.9653225483672547
RDH3_neg	4.177120502846516	3.588564737401352	4.339850002884624	3.9653225483672547
RDH3a_pos	5.9183862344463485	5.839203788096944	6.33735429849697	6.264348763351165
RDH4_pos	4.177120502846516	3.588564737401352	4.339850002884624	3.9653225483672547
RDH4_neg	4.177120502846516	3.588564737401352	4.339850002884624	3.9653225483672547
RETFA_pos	0.0	0.0	0.0	0.0
RETFAt_pos	0.0	0.0	0.0	0.0
RETFAt1_pos	0.0	0.0	0.0	0.0
RETFAt2_pos	0.0	0.0	0.0	0.0
RETH_pos	0.0	0.0	0.0	0.0
RETH1_pos	0.0	0.0	0.0	0.0
RETH1e_pos	0.0	0.0	0.0	0.0
RETH2_pos	0.0	0.0	0.0	0.0
RETH2e_pos	0.0	0.0	0.0	0.0
RETHe_pos	0.0	0.0	0.0	0.0
RETI1_pos	0.0	0.0	0.0	0.0
RETI1_neg	0.0	0.0	0.0	0.0
RETI2_pos	0.0	0.0	0.0	0.0
RETI2_neg	0.0	0.0	0.0	0.0
RETI3_pos	0.0	0.0	0.0	0.0
RETI3_neg	0.0	0.0	0.0	0.0
RETNCOA_pos	0.0	0.0	0.0	0.0
RETNGLCt_pos	0.0	0.0	0.0	0.0
RETNGLCt2_pos	0.0	0.0	0.0	0.0
RETNGLCt2r_pos	0.0	0.0	0.0	0.0
RETNGLCtr_pos	0.0	0.0	0.0	0.0
RETNt_pos	0.0	0.0	0.0	0.0
RETNt_neg	0.0	0.0	0.0	0.0
RETNtr_pos	0.0	0.0	0.0	0.0
RETNtr2_pos	0.0	0.0	0.0	0.0
RETt_pos	0.0	0.0	0.0	0.0
RIBFLVt3_pos	0.0	0.0	0.0	0.0
RIBt_pos	0.0	0.0	0.0	0.0
RIBt_neg	0.0	0.0	0.0	0.0
RIBt2_pos	0.0	0.0	0.0	0.0
RNDR1_pos	2.4181899479457662	2.6484654430273142	3.015247773698937	2.752748591407134
RNDR2_pos	2.4181899479457662	2.6484654430273142	3.015247773698937	2.752748591407134
RNDR3_pos	2.4181899479457662	2.6484654430273142	3.015247773698937	2.752748591407134
RNDR4_pos	2.4181899479457662	2.6484654430273142	3.015247773698937	2.752748591407134
RNMK_pos	4.469885976274464	4.679761573516853	4.342696959981934	3.9726926540042644
RPE_pos	4.289834465177509	4.315421315945778	4.458119481174506	4.399854673572431
RPE_neg	4.289834465177509	4.315421315945778	4.458119481174506	4.399854673572431
RPI_pos	2.144046369616707	2.341985747228616	2.805292455600712	1.7355221772965375
RPI_neg	2.144046369616707	2.341985747228616	2.805292455600712	1.7355221772965375
RTOTAL2CRNCPT1_pos	6.97315203787724	6.506208389306745	7.0892650838843245	6.679057785493291
RTOTAL2CRNCPT2_pos	5.940166750482817	5.773996325111173	6.767919585801803	6.20006486151431
RTOTAL2CRNt_pos	5.982765462583646	5.665051614289214	7.330737650206952	6.090853430451113
RTOTAL2t_pos	0.0	0.0	0.0	0.0
RTOTAL2t_neg	0.0	0.0	0.0	0.0
RTOTAL3CRNCPT1_pos	6.97315203787724	6.506208389306745	7.0892650838843245	6.679057785493291
RTOTAL3CRNCPT2_pos	5.940166750482817	5.773996325111173	6.767919585801803	6.20006486151431
RTOTAL3CRNt_pos	5.982765462583646	5.665051614289214	7.330737650206952	6.090853430451113
RTOTAL3t_pos	0.0	0.0	0.0	0.0
RTOTAL3t_neg	0.0	0.0	0.0	0.0
RTOTALCRNCPT1_pos	6.97315203787724	6.506208389306745	7.0892650838843245	6.679057785493291
RTOTALCRNCPT2_pos	5.940166750482817	5.773996325111173	6.767919585801803	6.20006486151431
RTOTALCRNt_pos	5.982765462583646	5.665051614289214	7.330737650206952	6.090853430451113
RTOTALt_pos	0.0	0.0	0.0	0.0
RTOTALt_neg	0.0	0.0	0.0	0.0
Rtotaltl_pos	0.0	0.0	0.0	0.0
Rtotaltl_neg	0.0	0.0	0.0	0.0
Rtotaltp_pos	0.0	0.0	0.0	0.0
Rtotaltp_neg	0.0	0.0	0.0	0.0
S23T2g_pos	6.705977901682522	6.664198369291911	6.3729520979118295	6.172327491657617
S23T3g_pos	5.655065551195028	5.568032104771279	5.811984719351674	5.674969030624974
S23T4g_pos	6.705977901682522	6.664198369291911	6.3729520979118295	6.172327491657617
S23Tg_pos	5.242221395098369	4.977279923499917	4.873321062914816	4.759155833800272
S26Tg_pos	5.400537929583729	5.443606651475615	5.694323060125386	5.014801602351361
S2L2FN2M2MASNt_pos	0.0	0.0	0.0	0.0
S2L2FN2M2MASNtly_pos	0.0	0.0	0.0	0.0
S2L2N2M2MASNtly_pos	0.0	0.0	0.0	0.0
S2T1g_pos	0.18903382439001715	0.09761079662642233	0.3785116232537299	0.5459683691052925
S2T2g_pos	0.18903382439001715	0.09761079662642233	0.3785116232537299	0.5459683691052925
S2T3g_pos	0.18903382439001715	0.09761079662642233	0.3785116232537299	0.5459683691052925
S2T4g_pos	2.1667154449664223	1.7570232465074596	2.5631581304028077	2.1243281350022016
S2TASE1ly_pos	2.189033824390017	2.280956313831056	2.4515408330178317	1.8953026213333068
S2TASE2ly_pos	2.189033824390017	2.280956313831056	2.4515408330178317	1.8953026213333068
S2TASE3ly_pos	2.189033824390017	2.280956313831056	2.4515408330178317	1.8953026213333068
S2TASE4ly_pos	0.0	0.0	0.0	0.0
S2TASE5ly_pos	0.0	0.0	0.0	0.0
S3T1g_pos	0.21412480535284734	0.3895668117627256	0.25096157353321874	0.27500704749986976
S3T2g_pos	0.0	0.0	0.25096157353321874	0.08406426478847456
S3T3g_pos	4.737145919776202	4.760220946466509	4.004501392234941	4.486714373030702
S3TASE1ly_pos	0.0	0.0	0.0	0.0
S3TASE1ly_neg	0.0	0.0	0.0	0.0
S3TASE2ly_pos	0.0	0.0	0.0	0.0
S3TASE2ly_neg	0.0	0.0	0.0	0.0
S3TASE3ly_pos	0.0	0.0	0.0	0.0
S3TASE3ly_neg	0.0	0.0	0.0	0.0
S4T1g_pos	3.01435529297707	2.568032104771279	3.249445341085839	2.948600847493356
S4T2g_pos	3.01435529297707	2.568032104771279	3.249445341085839	2.948600847493356
S4T3g_pos	3.01435529297707	2.568032104771279	3.249445341085839	2.948600847493356
