	WT.b_S126_L007_R1_001
EX_3ump(e)_pos	4.5261393952307
EX_4abut(e)_neg	3.3121761897936794
EX_4abut(e)_pos	8861.373869333787
EX_4abutn(e)_neg	4.749999999999999
EX_4abutn(e)_pos	15256.82621792269
EX_4hdebrisoquine(e)_neg	0.0
EX_4hdebrisoquine(e)_pos	7.528206656118891
EX_4hphac(e)_neg	0.0
EX_4hphac(e)_pos	11077.42919117057
EX_4hpro(e)_neg	2850.0
EX_4mop(e)_neg	7745.743962067624
EX_4mop(e)_pos	7441.401536418529
EX_4mptnl(e)_neg	0.0
EX_4mptnl(e)_pos	61727.66723790151
EX_4mtolbutamide(e)_neg	0.0
EX_4mtolbutamide(e)_pos	7.528206656118891
EX_4nph(e)_neg	3.4855100248081357
EX_4nph(e)_pos	3.4855100248081357
EX_4nphsf(e)_neg	0.0
EX_4nphsf(e)_pos	22.97737109445636
EX_4pyrdx(e)_neg	0.0
EX_4pyrdx(e)_pos	8105.805241246144
EX_5adtststerone(e)_neg	7.255531315552338
EX_5adtststerone(e)_pos	56110.77652026982
EX_5adtststeroneglc(e)_neg	0.0
EX_5adtststeroneglc(e)_pos	70000.5737140184
EX_5adtststerones(e)_neg	8.240711050184949
EX_5adtststerones(e)_pos	55457.7119956049
EX_5dhf(e)_neg	9.267823828782364
EX_5dhf(e)_pos	9.637683667227861
EX_5fthf(e)_neg	6.742760266770798
EX_5fthf(e)_pos	0.0
EX_5homeprazole(e)_neg	0.0
EX_5homeprazole(e)_pos	7.528206656118891
EX_5htrp(e)_neg	0.0
EX_5htrp(e)_pos	7.622985251649192
EX_5mta(e)_neg	15321.169788090458
EX_5mta(e)_pos	15383.141234871218
EX_5mthf(e)_neg	7092.067926058653
EX_5oxpro(e)_neg	6253.864950405385
EX_5oxpro(e)_pos	10496.956226285247
EX_5thf(e)_neg	9.267823828782364
EX_5thf(e)_pos	9.637683667227861
EX_6dhf(e)_neg	3.8163879913336185
EX_6dhf(e)_pos	3.8163879913336185
EX_6htststerone(e)_neg	0.0
EX_6htststerone(e)_pos	52799.741307600874
EX_6thf(e)_neg	3.8163879913336185
EX_6thf(e)_pos	3.8163879913336185
EX_7dhf(e)_neg	3.8163879913336185
EX_7dhf(e)_pos	0.0
EX_7thf(e)_neg	3.8163879913336185
EX_7thf(e)_pos	0.0
EX_9_cis_retfa(e)_neg	5.476139395230701
EX_9_cis_retfa(e)_pos	1633.1291863316173
EX_C02470(e)_neg	22.587781313416702
EX_C02470(e)_pos	11.837948028038765
EX_C02528(e)_neg	7.146995156321569
EX_C02528(e)_pos	66493.71362606887
EX_C04849(e)_neg	2.1952850086909463
EX_C04849(e)_pos	2.1952850086909463
EX_C05965(e)_neg	2.1952850086909463
EX_C05965(e)_pos	2.1952850086909463
EX_CE0074(e)_neg	4.75
EX_CE0074(e)_pos	16414.930376413882
EX_CE1925(e)_neg	5.381134766892348
EX_CE1925(e)_pos	5.4761393952307005
EX_CE1926(e)_neg	5.381134766892348
EX_CE1926(e)_pos	5.4761393952307005
EX_CE1935(e)_neg	5.7
EX_CE1935(e)_pos	16076.957906575935
EX_CE1936(e)_neg	0.0
EX_CE1936(e)_pos	18001.321555292543
EX_CE1939(e)_neg	5.7
EX_CE1939(e)_pos	25020.515400334312
EX_CE1940(e)_neg	5.7
EX_CE1940(e)_pos	25020.515400334327
EX_CE1943(e)_neg	0.0
EX_CE1943(e)_pos	33899.87380557741
EX_CE1950(e)_neg	0.0
EX_CE1950(e)_pos	0.0
EX_CE2011(e)_neg	4.860664499212189
EX_CE2011(e)_pos	15.69305108935483
EX_CE2250(e)_neg	0.0
EX_CE2250(e)_pos	5.257798122398444
EX_CE2838(e)_neg	3.106939381249534
EX_CE2838(e)_pos	4.275
EX_CE2839(e)_neg	4.275
EX_CE2839(e)_pos	3.106939381249534
EX_CE2915(e)_neg	4.75
EX_CE2915(e)_pos	4.75
EX_CE2916(e)_neg	4.75
EX_CE2916(e)_pos	4.75
EX_CE2917(e)_neg	6.574184665251657
EX_CE2917(e)_pos	4.75
EX_CE4633(e)_neg	5.381134766892349
EX_CE4633(e)_pos	8177.925642934818
EX_CE4722(e)_neg	4.75
EX_CE4722(e)_pos	4.75
EX_CE4723(e)_neg	4.75
EX_CE4723(e)_pos	4.75
EX_CE4724(e)_neg	4.75
EX_CE4724(e)_pos	6.574184665251657
EX_CE4881(e)_neg	5.4761393952307005
EX_CE4881(e)_pos	5.381134766892349
EX_CE5786(e)_neg	4.75
EX_CE5786(e)_pos	18.867686047769535
EX_CE5787(e)_neg	5.7
EX_CE5787(e)_pos	17.949999999999996
EX_CE5788(e)_neg	5.7
EX_CE5788(e)_pos	23.323849602990713
EX_CE5789(e)_neg	4.275
EX_CE5789(e)_pos	14.099999999999998
EX_CE5791(e)_neg	5.7
EX_CE5791(e)_pos	17.949999999999996
EX_CE5797(e)_neg	4.75
EX_CE5797(e)_pos	4.75
EX_CE5798(e)_neg	4.75
EX_CE5798(e)_pos	4.75
EX_CE5853(e)_neg	5.4761393952307005
EX_CE5853(e)_pos	5.381134766892349
EX_CE5854(e)_neg	5.4761393952307005
EX_CE5854(e)_pos	5.381134766892349
EX_CE5867(e)_neg	4.75
EX_CE5867(e)_pos	4.75
EX_CE5868(e)_neg	4.75
EX_CE5868(e)_pos	4.75
EX_CE5869(e)_neg	4.75
EX_CE5869(e)_pos	4.75
EX_CLPND(e)_neg	12.746897932423868
EX_CLPND(e)_pos	387.2924235108055
EX_HC00001(e)_neg	0.0
EX_HC00001(e)_pos	0.0
EX_HC00002(e)_neg	0.0
EX_HC00002(e)_pos	0.0
EX_HC00003(e)_neg	0.0
EX_HC00003(e)_pos	0.0
EX_HC00004(e)_neg	0.0
EX_HC00004(e)_pos	0.0
EX_HC00229(e)_neg	4.274999999999999
EX_HC00229(e)_pos	3021.6088954059455
EX_HC00250(e)_neg	5.469216971941832
EX_HC00250(e)_pos	6860.344959131504
EX_HC00822(e)_neg	16.660401520119667
EX_HC00822(e)_pos	3.3249999999999993
EX_HC00955(e)_neg	0.0
EX_HC00955(e)_pos	0.0
EX_HC01104(e)_neg	3.4855100248081357
EX_HC01104(e)_pos	3.4855100248081357
EX_HC01361(e)_neg	4.778303843522143
EX_HC01361(e)_pos	6.780953990190585
EX_HC01440(e)_neg	0.0
EX_HC01440(e)_pos	0.0
EX_HC01441(e)_neg	0.0
EX_HC01441(e)_pos	0.0
EX_HC01444(e)_neg	9.56950897606642
EX_HC01444(e)_pos	4134.987811776934
EX_HC01446(e)_neg	0.0
EX_HC01446(e)_pos	0.0
EX_HC01577(e)_neg	0.0
EX_HC01577(e)_pos	0.0
EX_HC01609(e)_neg	9.63119248959377
EX_HC01609(e)_pos	9.63119248959377
EX_HC01610(e)_neg	9.63119248959377
EX_HC01610(e)_pos	9.63119248959377
EX_HC01700(e)_neg	0.0
EX_HC01700(e)_pos	0.0
EX_HC01787(e)_neg	0.0
EX_HC01787(e)_pos	0.0
EX_HC01852(e)_neg	0.0
EX_HC01852(e)_pos	0.0
EX_HC01939(e)_neg	0.0
EX_HC01939(e)_pos	0.0
EX_HC01942(e)_neg	0.0
EX_HC01942(e)_pos	0.0
EX_HC01943(e)_neg	0.0
EX_HC01943(e)_pos	0.0
EX_HC01944(e)_neg	0.0
EX_HC01944(e)_pos	0.0
EX_HC02154(e)_neg	0.0
EX_HC02154(e)_pos	0.0
EX_HC02160(e)_neg	0.0
EX_HC02160(e)_pos	0.0
EX_HC02161(e)_neg	0.0
EX_HC02161(e)_pos	0.0
EX_HC02172(e)_neg	0.0
EX_HC02172(e)_pos	0.0
EX_HC02175(e)_neg	0.0
EX_HC02175(e)_pos	0.0
EX_HC02176(e)_neg	7.52820665611889
EX_HC02176(e)_pos	0.0
EX_HC02179(e)_neg	0.0
EX_HC02179(e)_pos	0.0
EX_HC02180(e)_neg	0.0
EX_HC02180(e)_pos	0.0
EX_HC02187(e)_neg	0.0
EX_HC02187(e)_pos	0.0
EX_HC02191(e)_neg	0.0
EX_HC02191(e)_pos	0.0
EX_HC02192(e)_neg	0.0
EX_HC02192(e)_pos	0.0
EX_HC02193(e)_neg	0.0
EX_HC02193(e)_pos	0.0
EX_HC02194(e)_neg	0.0
EX_HC02194(e)_pos	0.0
EX_HC02195(e)_neg	0.0
EX_HC02195(e)_pos	0.0
EX_HC02196(e)_neg	0.0
EX_HC02196(e)_pos	0.0
EX_HC02197(e)_neg	0.0
EX_HC02197(e)_pos	0.0
EX_HC02198(e)_neg	0.0
EX_HC02198(e)_pos	0.0
EX_HC02199(e)_neg	0.0
EX_HC02199(e)_pos	0.0
EX_HC02200(e)_neg	0.0
EX_HC02200(e)_pos	0.0
EX_HC02201(e)_neg	0.0
EX_HC02201(e)_pos	0.0
EX_HC02202(e)_neg	3.175316661353448
EX_HC02202(e)_pos	11.473983380747303
EX_HC02203(e)_neg	3.175316661353448
EX_HC02203(e)_pos	13.357860720840685
EX_HC02204(e)_neg	3.175316661353448
EX_HC02204(e)_pos	13.173983380747302
EX_HC02205(e)_neg	3.175316661353448
EX_HC02205(e)_pos	11.657860720840684
EX_HC02206(e)_neg	3.175316661353448
EX_HC02206(e)_pos	11.323983380747302
EX_HC02207(e)_neg	3.175316661353448
EX_HC02207(e)_pos	11.507860720840684
EX_HC02208(e)_neg	0.0
EX_HC02208(e)_pos	0.0
EX_HC02210(e)_neg	0.0
EX_HC02210(e)_pos	0.0
EX_HC02213(e)_neg	0.0
EX_HC02213(e)_pos	0.0
EX_HC02214(e)_neg	0.0
EX_HC02214(e)_pos	0.0
EX_HC02216(e)_neg	0.0
EX_HC02216(e)_pos	0.0
EX_HC02217(e)_neg	0.0
EX_HC02217(e)_pos	0.0
EX_HC02220(e)_neg	0.0
EX_HC02220(e)_pos	0.0
EX_Lcystin(e)_neg	2.369043218539792
EX_Lcystin(e)_pos	0.0
EX_Rtotal(e)_neg	8.543366391027304
EX_Rtotal(e)_pos	7730.67033625332
EX_Rtotal2(e)_neg	9.059384974470289
EX_Rtotal2(e)_pos	5204.159638200943
EX_Rtotal3(e)_neg	8.141550912054143
EX_Rtotal3(e)_pos	8.22957253469528
EX_Tyr_ggn(e)_neg	0.0
EX_Tyr_ggn(e)_pos	30.24410678738951
EX_abt(e)_neg	0.0
EX_abt(e)_pos	5083.059604182405
EX_ac(e)_neg	4.808480346989492
EX_ac(e)_pos	5878.1005606260505
EX_acac(e)_neg	5.11029480226651
EX_acac(e)_pos	7817.309470026249
EX_acald(e)_neg	5.235901156650284
EX_acald(e)_pos	6452.3943097168185
EX_acetone(e)_neg	5.613747371795128
EX_acetone(e)_pos	10771.489504809451
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	9792.662322155868
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	9170.088103081638
EX_acgam(e)_neg	0.0
EX_acgam(e)_pos	6.649999999999999
EX_ach(e)_neg	8.864007267883009
EX_ach(e)_pos	6959.207922210901
EX_acmana(e)_neg	0.0
EX_acmana(e)_pos	19507.432158899795
EX_acn13acngalgbside_hs(e)_neg	0.0
EX_acn13acngalgbside_hs(e)_pos	11527.458948739673
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11527.458948739677
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12773.091209376093
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11554.170358565556
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	10440.100146809384
EX_ade(e)_neg	3.997997081747279
EX_ade(e)_pos	6339.745154690679
EX_adn(e)_neg	5850.507706720531
EX_adp_neg	3.075746603396316
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.789903983849679
EX_adprib(e)_neg	8.036311298977585
EX_adprib(e)_pos	4.789903983849679
EX_adrn(e)_neg	9.221605858419808
EX_adrn(e)_pos	136.06143676265995
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	37487.99538936698
EX_aflatoxin(e)_neg	7.528206656118891
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11560.60993372517
EX_ahcys(e)_pos	27414.672182361777
EX_ahdt(e)_neg	6.780953990190585
EX_ahdt(e)_pos	4.778303843522143
EX_aicar(e)_neg	11476.593881810079
EX_aicar(e)_pos	12703.155358097916
EX_ak2lgchol_hs(e)_neg	6.885207843317229
EX_ak2lgchol_hs(e)_pos	4.845517656528352
EX_akg(e)_neg	4.246444762416704
EX_akg(e)_pos	7566.385093582073
EX_ala_B(e)_neg	6.887652472249047
EX_ala_B(e)_pos	9225.786533395869
EX_ala_D(e)_neg	2.4373650964283673
EX_ala_D(e)_pos	3837.3990118564225
EX_ala_L(e)_neg	2.39621943856791
EX_ala_L(e)_pos	3633.7251856454823
EX_alaala(e)_neg	7591.379913870432
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	53764.968732649744
EX_amp(e)_neg	3.997997081747279
EX_amp(e)_pos	6700.300826462201
EX_andrstrn(e)_neg	17.731178726240046
EX_andrstrn(e)_pos	56583.5510734758
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	70161.83147971207
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.941714897625943
EX_antipyrene(e)_neg	7.9146065589076935
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.528206656118891
EX_appnn(e)_neg	7.528206656118891
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	62229.02607382483
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.4283820326665495
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11668.22714237763
EX_arachcoa(e)_neg	5.257798122398444
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.6287254811572565
EX_arachd(e)_pos	77.5482267516085
EX_arg_L(e)_neg	5.571052345023497
EX_arg_L(e)_pos	18073.896231426676
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4555.021763769833
EX_asn_L(e)_neg	5.693659666533729
EX_asn_L(e)_pos	11436.65804025773
EX_asp_D(e)_neg	11.404206036973385
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.14152461836122
EX_asp_L(e)_pos	6918.359520169787
EX_atp(e)_neg	3.98327446575901
EX_atp(e)_pos	21573.357002533758
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	5.16273762288538
EX_bhb(e)_pos	7833.271959420135
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	43136.27211572857
EX_bilglcur(e)_neg	10.270502476768549
EX_bilglcur(e)_pos	65993.5733594843
EX_bilirub(e)_neg	16.362282571558676
EX_bilirub(e)_pos	51266.50758342646
EX_biocyt(e)_neg	3.9407448608811926
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	239.28002123876948
EX_btn(e)_pos	3.9407448608811926
EX_but(e)_neg	6.221224724775193
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12698.869837931818
EX_c10crn_neg	0.0
EX_c10crn_pos	15140.731109598648
EX_c10dc_neg	0.0
EX_c10dc_pos	20016.507017493386
EX_c12dc_neg	0.0
EX_c12dc_pos	46279.18651950129
EX_c16dc_neg	0.0
EX_c16dc_pos	30186.008882433096
EX_c3dc_neg	0.0
EX_c3dc_pos	11131.20745205905
EX_c4crn_neg	0.0
EX_c4crn_pos	17351.76787679599
EX_c4dc_neg	0.0
EX_c4dc_pos	10780.351925931296
EX_c51crn_neg	0.0
EX_c51crn_pos	12104.145884852518
EX_c5dc_neg	0.0
EX_c5dc_pos	8249.815157150022
EX_c6crn_neg	0.0
EX_c6crn_pos	13475.094686919352
EX_c6dc_neg	0.0
EX_c6dc_pos	62576.03082553857
EX_c81crn_neg	0.0
EX_c81crn_pos	12698.869837931818
EX_c8crn_neg	0.0
EX_c8crn_pos	9112.933566422824
EX_c8dc_neg	0.0
EX_c8dc_pos	28195.000117065287
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	13362.834799383472
EX_carn(e)_neg	11112.841684587584
EX_caro(e)_neg	13.11403340035839
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.528206656118891
EX_cbasp(e)_neg	8447.290537741106
EX_cbasp(e)_pos	19864.73061998892
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.320910735792242
EX_cdp(e)_pos	4.641821471584484
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.7969207083784093
EX_cgly(e)_pos	10921.495451814228
EX_chol(e)_neg	6957.080235643775
EX_cholate(e)_neg	11951.670711779896
EX_chsterol(e)_neg	8.24462180130457
EX_chsterol(e)_pos	10983.603971450268
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.817339458787818
EX_cit(e)_pos	8713.180930140077
EX_citr_L(e)_neg	2.028116083111141
EX_citr_L(e)_pos	12641.231318308794
EX_cl(e)_neg	8184.549986889708
EX_cmp(e)_neg	3.3439286177227165
EX_cmp(e)_pos	8.075516222018216
EX_co(e)_neg	0.0
EX_co(e)_pos	51278.85231249979
EX_co2(e)_neg	453.3610967024906
EX_co2(e)_pos	4239.010307659839
EX_coa(e)_neg	4.196377506202034
EX_coa(e)_pos	5.257798122398444
EX_coumarin(e)_neg	7.52820665611889
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	10.198307777031953
EX_creat(e)_pos	18186.898186222003
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	28433.274227670296
EX_crn(e)_neg	6974.603990624245
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	52233.70325070998
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	54783.74249364397
EX_crvnc(e)_neg	9.824466300319948
EX_crvnc(e)_pos	476.3105214275663
EX_csn(e)_neg	7.444622872198595
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	85.30242231741248
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	102.05419471592008
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	85.09834257357846
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	130.6709799906092
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	151.42691413066302
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.350621575327609
EX_ctp(e)_pos	8.061425784955283
EX_cyan(e)_neg	6.7390639385086475
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2806.038377643226
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6192.062962389254
EX_cytd(e)_neg	6257.556826574437
EX_dad_2(e)_neg	7842.44122213008
EX_dag_hs(e)_neg	7907.890217967068
EX_dca(e)_neg	20016.507017493386
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	11.029065110033791
EX_dcsptn1(e)_pos	197.81444520088615
EX_dcyt(e)_neg	7406.066732445777
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12698.869837931818
EX_ddecrn_neg	0.0
EX_ddecrn_pos	10796.074559350325
EX_debrisoquine(e)_neg	7.528206656118891
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12698.869837931818
EX_dgchol(e)_neg	6.856165954750797
EX_dgchol(e)_pos	67600.60631019942
EX_dgmp(e)_neg	4.157939678292751
EX_dgmp(e)_pos	4.705109234377075
EX_dgsn(e)_neg	7812.610310570366
EX_dgtp(e)_neg	4.705109234377075
EX_dgtp(e)_pos	4.157939678292751
EX_dha(e)_neg	3.4855100248081357
EX_dha(e)_pos	3.4855100248081357
EX_dhap(e)_neg	3.4855100248081357
EX_dhap(e)_pos	3.4855100248081357
EX_dhdascb(e)_neg	4555.021763769833
EX_dheas(e)_neg	9.510409533416107
EX_dheas(e)_pos	60713.52808870704
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.83612396761981
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	68010.74105565932
EX_din(e)_neg	8010.270541000217
EX_dlnlcg(e)_neg	6.17995811326513
EX_dlnlcg(e)_pos	49.44596328478564
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.9146065589076935
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	47.01778589269705
EX_doco13ac_neg	18631.85738512086
EX_doco13ac_pos	0.0
EX_docosac_neg	15745.811968170252
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15745.811968170256
EX_dopa(e)_neg	6.0060106846582535
EX_dopa(e)_pos	9468.959026403318
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	32573.089865459453
EX_dpcoa(e)_neg	6710.321059696011
EX_dpcoa(e)_pos	28080.904107648985
EX_drib(e)_neg	7.0145780853141115
EX_drib(e)_pos	8145.930686899526
EX_dtdp(e)_neg	2.320910735792242
EX_dtdp(e)_pos	4.641821471584484
EX_dtmp(e)_neg	3.3439286177227165
EX_dtmp(e)_pos	8.075516222018216
EX_dttp(e)_neg	3.350621575327609
EX_dttp(e)_pos	8.061425784955283
EX_duri(e)_neg	6.8253163530427665
EX_duri(e)_pos	7157.950854178029
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.528206656118891
EX_ebastine(e)_neg	12.959039909409842
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.959039909409842
EX_eicostet(e)_neg	7.81914792169679
EX_eicostet(e)_pos	32.79442184319183
EX_elaid(e)_neg	7.014916710265209
EX_elaid(e)_pos	5174.46173141791
EX_estradiol(e)_neg	12.066401165609724
EX_estradiol(e)_pos	51875.659871346455
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	57430.69084278844
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	60183.06622784116
EX_estrones(e)_neg	8.850861084648448
EX_estrones(e)_pos	55970.03796676449
EX_etoh(e)_neg	5.744382398871375
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.498521579422724
EX_fad(e)_pos	16619.008455267875
EX_fald(e)_neg	4.320611916052761
EX_fald(e)_pos	21211.686626018312
EX_fe2(e)_neg	3.481134766892347
EX_fe2(e)_pos	51266.507583426544
EX_fe3(e)_neg	3.3603661728808567
EX_fe3(e)_pos	49768.96207682273
EX_fmn(e)_neg	16619.008455267875
EX_fmn(e)_pos	17631.836094132363
EX_fol(e)_neg	2324.725339451782
EX_for(e)_neg	4.1383415920198905
EX_for(e)_pos	15286.10910932388
EX_fru(e)_neg	5.0564801548082094
EX_fru(e)_pos	2839.6568044974524
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	10035.365504463514
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11880.95417480193
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17860.980567774553
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	10808.076451645307
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	11898.757081840638
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	11901.839354804504
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	11365.738898482205
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	9891.911253545017
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	9127.747258992458
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	9779.527859163349
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	11414.470954382368
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	11825.260396630316
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10426.967241456683
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10721.25103303606
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.403718032529733
EX_gal(e)_neg	4134.987811776934
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9709.253017907295
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10614.518252313173
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9466.343720624825
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8516.29764567852
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	9967.609427440517
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6586.543950978357
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11560.95174566261
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	11944.53106413823
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	12767.879960390525
EX_gd1c_hs(e)_neg	0.0
EX_gd1c_hs(e)_pos	12807.15082865678
EX_gdp(e)_neg	3.1288376560349103
EX_gdp(e)_pos	3.1288376560349103
EX_glc(e)_neg	2.375
EX_glc(e)_pos	2580.960887849989
EX_glcur(e)_neg	5.381134766892349
EX_glcur(e)_pos	10.952278790461401
EX_glgchlo(e)_neg	0.0
EX_glgchlo(e)_pos	13833.90595434752
EX_gln_L(e)_neg	4.827668671635448
EX_gln_L(e)_pos	8143.468777269384
EX_gltcho(e)_neg	0.0
EX_gltcho(e)_pos	15061.728892192123
EX_gltdechol(e)_neg	0.0
