	Ob.1012.d_S149_L007_R1_001	WT.DHA.a_S118_L007_R1_001	Ob.911.c_S139_L007_R1_001	Ob.d_S146_L007_R1_001
10FTHF5GLUtl_pos	0.0	0.0	0.0	0.0
10FTHF5GLUtm_pos	0.0	0.0	0.0	0.0
10FTHF6GLUtl_pos	0.0	0.0	0.0	0.0
10FTHF6GLUtm_pos	0.0	0.0	0.0	0.0
10FTHF7GLUtl_pos	0.0	0.0	0.0	0.0
10FTHF7GLUtm_pos	0.0	0.0	0.0	0.0
10FTHFtl_pos	0.0	0.0	0.0	0.0
10FTHFtl_neg	0.0	0.0	0.0	0.0
10FTHFtm_pos	0.0	0.0	0.0	0.0
10FTHFtm_neg	0.0	0.0	0.0	0.0
11DOCRTSLtm_pos	0.0	0.0	0.0	0.0
11DOCRTSLtm_neg	0.0	0.0	0.0	0.0
11DOCRTSLtr_pos	0.0	0.0	0.0	0.0
11DOCRTSLtr_neg	0.0	0.0	0.0	0.0
11DOCRTSTRNtm_pos	0.0	0.0	0.0	0.0
11DOCRTSTRNtm_neg	0.0	0.0	0.0	0.0
11DOCRTSTRNtr_pos	0.0	0.0	0.0	0.0
11DOCRTSTRNtr_neg	0.0	0.0	0.0	0.0
13DAMPPOX_pos	1.8073549220576042	0.765534746362977	1.6553518286125541	1.9373443921502325
1a_24_25VITD2Hm_pos	0.0	0.0	0.0	0.0
1a_24_25VITD3Hm_pos	0.0	0.0	0.0	0.0
1a_25VITD2Hm_pos	0.0	0.0	0.0	0.0
1a_25VITD3Hm_pos	0.0	0.0	0.0	0.0
1MNCAMti_pos	0.0	0.0	0.0	0.0
1PPDCRp_pos	0.0	0.0	0.0	0.0
24_25DHVITD2t_pos	0.0	0.0	0.0	0.0
24_25DHVITD2tm_pos	0.0	0.0	0.0	0.0
24_25DHVITD3t_pos	0.0	0.0	0.0	0.0
24_25DHVITD3tm_pos	0.0	0.0	0.0	0.0
24_25VITD2Hm_pos	0.0	0.0	0.0	0.0
24_25VITD3Hm_pos	0.0	0.0	0.0	0.0
24NPHte_pos	0.0	0.0	0.0	0.0
24NPHte_neg	0.0	0.0	0.0	0.0
25HVITD2t_pos	0.0	0.0	0.0	0.0
25HVITD2tin_pos	0.0	0.0	0.0	0.0
25HVITD2tin_m_pos	0.0	0.0	0.0	0.0
25HVITD2tm_pos	0.0	0.0	0.0	0.0
25HVITD3t_pos	0.0	0.0	0.0	0.0
25HVITD3tin_pos	0.0	0.0	0.0	0.0
25HVITD3tin_m_pos	0.0	0.0	0.0	0.0
25HVITD3tm_pos	0.0	0.0	0.0	0.0
25VITD2Hm_pos	0.0	0.0	0.0	0.0
25VITD3Hm_pos	0.0	0.0	0.0	0.0
2AMACHYD_pos	8.482243269552928	7.5259905383289425	8.139653667567865	8.843450018458745
2AMACSULT_pos	0.0	0.0	0.0	0.0
2AMADPTm_pos	3.215678596607928	2.2539892662307865	2.7398481026993275	3.423578170981797
2DR1PP_pos	0.0	0.0	0.0	0.0
2HBO_pos	10.584253189169774	9.987114760037898	10.286234302923123	10.45929840911026
2HBO_neg	10.584253189169774	9.987114760037898	10.286234302923123	10.45929840911026
2HBt2_pos	6.797531839571962	5.22573765346606	6.766197597300844	6.721509375424886
2HBt2_neg	6.797531839571962	5.22573765346606	6.766197597300844	6.721509375424886
2HCO3_NAt_pos	4.713145902490259	3.6881803585869264	5.633721812641012	5.2265085298086795
2HCO3_NAt_neg	4.713145902490259	3.6881803585869264	5.633721812641012	5.2265085298086795
2MCITt_pos	0.0	0.0	0.0	0.0
2MCITt_neg	0.0	0.0	0.0	0.0
2OXOADOXm_pos	7.54480991902226	6.741511929471847	7.702357412399317	7.564479791855416
2OXOADPTm_pos	3.215678596607928	2.2539892662307865	2.7398481026993275	3.423578170981797
2OXOADPTm_neg	3.215678596607928	2.2539892662307865	2.7398481026993275	3.423578170981797
34DHOXPEGOX_pos	8.813909425077028	8.619669773378734	8.802774831560018	8.924782818217228
34DHOXPEGOX_neg	8.813909425077028	8.619669773378734	8.802774831560018	8.924782818217228
34DHOXPEGt_pos	0.0	0.0	0.0	0.0
34DHOXPEGt_neg	0.0	0.0	0.0	0.0
34DHPHAMT_pos	14.51452298053983	14.843055410094797	14.932989328086345	16.09900994742726
34DHPHEt_pos	4.3197624276692475	4.995032192477536	4.948600847493355	4.549053029337288
34DHPHEt_neg	4.3197624276692475	4.995032192477536	4.948600847493355	4.549053029337288
34DHPLACOX_pos	1.8875252707415875	1.4646682670034445	1.831877241191673	1.6088092426755238
34DHPLACOX_NADP__pos	1.7739963251111732	1.3895668117627256	1.4905701304462013	1.4329594072761063
34DHPLACOX_NADP__neg	1.7739963251111732	1.3895668117627256	1.4905701304462013	1.4329594072761063
34DHXMANDACOX_pos	1.8875252707415875	1.4646682670034445	1.831877241191673	1.6088092426755238
34DHXMANDACOX_NADP__pos	1.7739963251111732	1.3895668117627256	1.4905701304462013	1.3504972470841332
34DHXMANDACOX_NADP__neg	1.7739963251111732	1.3895668117627256	1.4905701304462013	1.3504972470841332
34HPLFM_pos	0.0	0.0	0.0	0.0
34HPPOR_pos	10.431591621870602	10.291285833996586	10.123681714114753	10.866266644686474
35CGMPtn_pos	0.0	0.0	0.0	0.0
35CGMPtn_neg	0.0	0.0	0.0	0.0
3AIBt_pos	0.0	0.0	0.0	0.0
3AIBTm_pos	6.8003822483033805	6.274075254506884	7.190911111630688	7.46033302137883
3AIBTm_neg	6.8003822483033805	6.274075254506884	7.190911111630688	7.46033302137883
3AIBtm_pos	6.8003822483033805	6.274075254506884	7.190911111630688	7.46033302137883
3DPHBH1_pos	0.0	0.0	0.0	0.0
3DPHBH2_pos	0.0	0.0	0.0	0.0
3DSPHR_pos	4.507160349117523	3.791814071161826	4.813524689297811	4.37364821133469
3HAO_pos	8.679304150357	8.503348735167505	8.451046222976684	8.449231200669493
3HBCDm_pos	7.665549107596257	7.5654448562594165	7.527007760637202	7.562471405261294
3HBCDm_neg	7.665549107596257	7.5654448562594165	7.527007760637202	7.562471405261294
3HBCOAHLm_pos	0.0	0.0	0.0	0.0
3HKYNAKGAT_pos	6.364922558505775	7.458611672584599	6.459595551941364	6.7090148649032715
3HLYTCL_pos	5.609104846618959	5.5530532527664125	5.666472568842073	5.766860143829545
3HPCOAHYD_pos	6.069959890459774	5.493134922305505	6.2420308019227315	6.178714641175443
3HPPD_pos	0.0	0.0	0.0	0.0
3HPPD_neg	0.0	0.0	0.0	0.0
3HXKYNDCL_pos	5.609104846618959	5.5530532527664125	5.666472568842073	5.766860143829545
3HXKYNOXDA_pos	7.2048645439128025	6.38404980679516	7.308976041868697	7.427103287152841
3M4HDXPAC_pos	1.8875252707415875	1.4646682670034445	1.831877241191673	1.6088092426755238
3M4HDXPAC_neg	1.8875252707415875	1.4646682670034445	1.831877241191673	1.6088092426755238
3MLDAt_pos	0.0	0.0	0.0	0.0
3MLDAt_neg	0.0	0.0	0.0	0.0
3MOBt2im_pos	0.0	0.0	0.0	0.0
3MOPt2im_pos	0.0	0.0	0.0	0.0
3MOX4HOXPGALDOX_pos	1.8875252707415875	1.4646682670034445	1.831877241191673	1.6088092426755238
3MOX4HOXPGALDOX_NADP__pos	1.8875252707415875	1.4646682670034445	1.831877241191673	1.6088092426755238
3MOX4HOXPGALDOX_NADP__neg	1.8875252707415875	1.4646682670034445	1.831877241191673	1.6088092426755238
3MOXTYROX_pos	7.2048645439128025	6.38404980679516	7.308976041868697	7.427103287152841
3NTD7l_pos	4.443606651475615	4.245647773636751	4.704871964456353	4.292781749227846
3SALAASPm_pos	6.811984719351674	6.400708693037901	7.1023431897490505	7.13699111208023
3SALAASPm_neg	6.811984719351674	6.400708693037901	7.1023431897490505	7.13699111208023
3SALACBOXL_pos	6.65219964830406	6.1801080687120145	7.235056862707101	5.925049964727359
3SALAOX_pos	0.0	0.0	0.0	0.0
3SALATAi_pos	7.391286558111185	6.7566230352031535	7.313790025443685	7.317503062029273
3SALATAim_pos	8.994777696541636	8.077082738064629	8.904243227203661	8.958784687942808
3SPYRSP_pos	0.0	0.0	0.0	0.0
3SPYRSPm_pos	0.0	0.0	0.0	0.0
41R1H2MAE12BOOX_pos	7.2048645439128025	6.38404980679516	7.308976041868697	7.427103287152841
41R2A1H12BOOX_pos	7.2048645439128025	6.38404980679516	7.308976041868697	7.427103287152841
42A12BOOX_pos	7.2291072006540045	6.396090970394369	7.328405658958567	7.450633918369583
4ABUTtm_pos	0.0	0.0	0.0	0.0
4ABUTtm_neg	0.0	0.0	0.0	0.0
4HBZCOAFm_pos	0.0	0.0	0.0	0.0
4HBZFm_pos	0.0	0.0	0.0	0.0
4HDEBRISOQUINEte_pos	0.0	0.0	0.0	0.0
4HDEBRISOQUINEte_neg	0.0	0.0	0.0	0.0
4HGLSDm_pos	7.685589801169943	7.066304502008189	8.120082322320958	8.092968509324141
4HOXPACDOX_NADP__pos	1.8875252707415875	1.4646682670034445	1.831877241191673	1.6088092426755238
4HOXPACDOX_NADP__neg	1.8875252707415875	1.4646682670034445	1.831877241191673	1.6088092426755238
4MOPt2im_pos	0.0	0.0	0.0	0.0
4MPTNLte_pos	0.0	0.0	0.0	0.0
4MPTNLte_neg	0.0	0.0	0.0	0.0
4MPTNLtm_pos	0.0	0.0	0.0	0.0
4MPTNLtm_neg	0.0	0.0	0.0	0.0
4MPTNLtr_pos	0.0	0.0	0.0	0.0
4MPTNLtr_neg	0.0	0.0	0.0	0.0
4MTOLBUTAMIDEte_pos	0.0	0.0	0.0	0.0
4MTOLBUTAMIDEte_neg	0.0	0.0	0.0	0.0
4NPHSFte_pos	0.0	0.0	0.0	0.0
4NPHSFte_neg	0.0	0.0	0.0	0.0
4NPHSULT_pos	0.0	0.0	0.0	0.0
4NPHte_pos	0.0	0.0	0.0	0.0
4NPHte_neg	0.0	0.0	0.0	0.0
4PYRDX_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEGLCte_pos	0.8237493603082727	0.6959938131099002	0.963474123974886	0.3103401206121505
5ADTSTSTERONEGLCtr_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEGLCtr_neg	0.0	0.0	0.0	0.0
5ADTSTSTERONESte_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONESte_neg	0.0	0.0	0.0	0.0
5ADTSTSTERONESULT_pos	3.5777309314900805	0.0	2.792855352362489	5.429281193335658
5ADTSTSTERONEte_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEte_neg	0.0	0.0	0.0	0.0
5ADTSTSTERONEtr_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEtr_neg	0.0	0.0	0.0	0.0
5AOPtm_pos	0.0	0.0	0.0	0.0
5AOPtm_neg	0.0	0.0	0.0	0.0
5DHFtl_pos	0.0	0.0	0.0	0.0
5FTHFt2_pos	3.344828496997441	2.4724877714627436	3.3687683490903346	3.605257262939004
5FTHFt2_neg	3.344828496997441	2.4724877714627436	3.3687683490903346	3.605257262939004
5HLTDL_pos	5.609104846618959	5.5530532527664125	5.666472568842073	5.766860143829545
5HOMEPRAZOLEte_pos	0.0	0.0	0.0	0.0
5HOMEPRAZOLEte_neg	0.0	0.0	0.0	0.0
5HOXINDACTO2OX_pos	5.661350569233997	4.189033824390017	5.836176624809224	5.594548549550354
5HOXINDACTOXm_pos	10.763726930347277	9.981938253699616	10.812434047080439	10.811342579740375
5HOXINOXDA_pos	7.2048645439128025	6.38404980679516	7.308976041868697	7.427103287152841
5HTRPDOX_pos	0.0	0.0	0.0	0.0
5HTRPVESSEC_pos	2.2448870591235344	1.956056652412403	2.440952198029637	2.6576400052078246
5HXKYNDCL_pos	5.609104846618959	5.5530532527664125	5.666472568842073	5.766860143829545
5HXKYNOXDA_pos	7.2048645439128025	6.38404980679516	7.308976041868697	7.427103287152841
5MTHFt_pos	0.23878685958711648	0.17632277264046287	0.3785116232537299	0.0
5MTHFt_neg	0.23878685958711648	0.17632277264046287	0.3785116232537299	0.0
5MTHFt2_pos	3.344828496997441	2.4724877714627436	3.3687683490903346	3.605257262939004
5MTHFt2_neg	3.344828496997441	2.4724877714627436	3.3687683490903346	3.605257262939004
5THFtl_pos	0.0	0.0	0.0	0.0
5THFtm_pos	0.0	0.0	0.0	0.0
6DHFtl_pos	0.0	0.0	0.0	0.0
6DHFtm_pos	0.0	0.0	0.0	0.0
6HTSTSTERONEte_pos	0.0	0.0	0.0	0.0
6HTSTSTERONEte_neg	0.0	0.0	0.0	0.0
6HTSTSTERONEtr_pos	0.0	0.0	0.0	0.0
6HTSTSTERONEtr_neg	0.0	0.0	0.0	0.0
6THFtl_pos	0.0	0.0	0.0	0.0
6THFtm_pos	0.0	0.0	0.0	0.0
7DHCHSTEROLtr_pos	0.0	0.0	0.0	0.0
7DHCHSTEROLtr_neg	0.0	0.0	0.0	0.0
7DHFtl_pos	0.0	0.0	0.0	0.0
7DHFtm_pos	0.0	0.0	0.0	0.0
7THFtl_pos	0.0	0.0	0.0	0.0
7THFtm_pos	0.0	0.0	0.0	0.0
A_MANASE_pos	4.118525848935668	3.354734239970604	4.224194663970433	4.127633279725874
A_MANASEly_pos	5.891905188211931	5.537296067090842	6.259649120649155	5.990728003718974
A4GALTc_pos	0.36737106564852945	0.04264433740849372	0.5360529002402097	0.6507645591169021
A4GALTg_pos	0.36737106564852945	0.04264433740849372	0.5360529002402097	0.6507645591169021
A4GNT1g_pos	2.7463127664254587	0.0	1.8196681834964554	0.22650852980867975
A4GNT2g_pos	2.7463127664254587	0.0	1.8196681834964554	0.22650852980867975
AACOAT_pos	5.848247352704505	3.494415610397496	6.4277737623785205	5.065227622775619
AACTOOR_pos	0.18903382439001715	0.12432813500220177	0.22650852980867975	0.16349873228287956
AACTtm_pos	0.0	0.0	0.0	0.0
AASAD3m_pos	0.0	0.0	0.0	0.0
AATAi_pos	5.568944144654707	5.888256181020274	5.554281862626391	6.056800263143443
AATAi_neg	5.568944144654707	5.888256181020274	5.554281862626391	6.056800263143443
ABO1g_pos	0.0	0.0	0.0	0.0
ABO2g_pos	0.0	0.0	0.0	0.0
ABO3g_pos	0.0	0.0	0.0	0.0
ABO4g_pos	0.0	0.0	0.0	0.0
ABO5g_pos	0.0	0.0	0.0	0.0
ABO6g_pos	0.0	0.0	0.0	0.0
ABO7g_pos	0.0	0.0	0.0	0.0
ABO8g_pos	0.0	0.0	0.0	0.0
ABO9g_pos	0.0	0.0	0.0	0.0
ABTArm_pos	6.8003822483033805	6.274075254506884	7.190911111630688	7.46033302137883
ABTArm_neg	6.8003822483033805	6.274075254506884	7.190911111630688	7.46033302137883
ABTD_pos	0.0	0.0	0.0	0.0
ABTD_neg	0.0	0.0	0.0	0.0
ABTti_pos	0.0	0.0	0.0	0.0
ABUTD_pos	7.663202278579536	6.651338766105931	7.72982464363689	7.654134757071992
ABUTt2r_pos	3.6881803585869264	3.6926503700355298	4.07638806851284	3.594548549550354
ABUTt2r_neg	3.6881803585869264	3.6926503700355298	4.07638806851284	3.594548549550354
ABUTt2rL_pos	3.6881803585869264	3.6926503700355298	4.07638806851284	3.594548549550354
ABUTt2rL_neg	3.6881803585869264	3.6926503700355298	4.07638806851284	3.594548549550354
ABUTt4_2_r_pos	7.6151514178698845	7.315602456637947	7.550131104144458	7.798050514767515
ABUTt4_2_r_neg	7.6151514178698845	7.315602456637947	7.550131104144458	7.798050514767515
ACACT10m_pos	8.786531020961839	7.933749659677744	8.785648628652076	8.71681946132995
ACACT10m_neg	8.786531020961839	7.933749659677744	8.785648628652076	8.71681946132995
ACACT1r_pos	6.539934245171789	5.34766565630097	6.772545518621512	5.459431618637297
ACACT1r_neg	6.539934245171789	5.34766565630097	6.772545518621512	5.459431618637297
ACACT1rm_pos	8.778422152009927	7.910342918531538	8.795163014874296	8.716493682354386
ACACT1x_pos	6.539934245171789	5.34766565630097	6.772545518621512	5.459431618637297
ACACt2_pos	6.793765857309649	5.220329954879555	6.7535510546006545	6.717402250689879
ACACt2_neg	6.793765857309649	5.220329954879555	6.7535510546006545	6.717402250689879
ACACt2m_pos	5.444932048942182	4.570462931026041	5.551823595721256	4.8875252707415875
ACACt2m_neg	5.444932048942182	4.570462931026041	5.551823595721256	4.8875252707415875
ACACT4p_pos	0.0	0.0	0.0	0.0
ACACT5p_pos	0.0	0.0	0.0	0.0
ACACT6p_pos	0.0	0.0	0.0	0.0
ACACT7p_pos	0.0	0.0	0.0	0.0
ACACT8p_pos	0.0	0.0	0.0	0.0
ACACT9p_pos	0.0	0.0	0.0	0.0
ACACtx_pos	0.0	0.0	0.0	0.0
ACACtx_neg	0.0	0.0	0.0	0.0
ACALDt_pos	0.0	0.0	0.0	0.0
ACALDt_neg	0.0	0.0	0.0	0.0
ACALDtm_pos	0.0	0.0	0.0	0.0
ACALDtm_neg	0.0	0.0	0.0	0.0
ACALDtr_pos	0.0	0.0	0.0	0.0
ACALDtr_neg	0.0	0.0	0.0	0.0
ACALDtx_pos	0.0	0.0	0.0	0.0
ACALDtx_neg	0.0	0.0	0.0	0.0
ACCOAC_pos	8.847354939780088	7.082415196698394	9.724565011611503	7.309612772454123
ACCOACm_pos	5.6656201640663815	4.635173946674924	6.632559052117953	4.6959938131099
ACCOAgt_pos	5.04788732939655	5.159467729266766	5.220329954879555	4.896271848807375
ACCOAgt_neg	5.04788732939655	5.159467729266766	5.220329954879555	4.896271848807375
ACCOAL_pos	7.315783574589461	6.147306698780294	8.245267466519513	6.112074551309674
ACCOALm_pos	0.3334237337251918	0.17632277264046287	0.0	0.41142624572646497
ACCOAtn_pos	0.0	0.0	0.0	0.0
ACCOAtn_neg	0.0	0.0	0.0	0.0
ACCOAtr_pos	5.04788732939655	5.159467729266766	5.220329954879555	4.896271848807375
ACCOAtr_neg	5.04788732939655	5.159467729266766	5.220329954879555	4.896271848807375
ACETONEt2_pos	6.797531839571962	5.22573765346606	6.766197597300844	6.721509375424886
ACETONEt2_neg	6.797531839571962	5.22573765346606	6.766197597300844	6.721509375424886
ACETONEt2m_pos	5.444932048942182	4.570462931026041	5.551823595721256	4.8875252707415875
ACETONEt2m_neg	5.444932048942182	4.570462931026041	5.551823595721256	4.8875252707415875
ACGAGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACGAGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACGAGBSIDEtl_pos	0.0	0.0	0.0	0.0
ACGAGBSIDEtl_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACGALK_pos	0.0	0.0	0.0	0.0
ACGALK2_pos	0.0	0.0	0.0	0.0
ACGALtlg_pos	0.0	0.0	0.0	0.0
ACGALtlg_neg	0.0	0.0	0.0	0.0
ACGALtly_pos	0.0	0.0	0.0	0.0
ACGAM2E_pos	2.0426443374084937	2.150559676575381	2.028569152196771	2.430285272977781
ACGAM2E_neg	2.0426443374084937	2.150559676575381	2.028569152196771	2.430285272977781
ACGAM6PSi_pos	5.2384047393250786	5.130930869826448	5.23687524536694	5.297925052503806
ACGAMK_pos	4.571676809970931	3.881664619320345	4.689858236319245	4.442943495848728
ACGAMPM_pos	3.404630684217612	2.7949356628035362	3.00539998774259	3.4154882710497003
ACGAMPM_neg	3.404630684217612	2.7949356628035362	3.00539998774259	3.4154882710497003
ACGAMtly_pos	0.0	0.0	0.0	0.0
ACGBGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACGBGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACGBGBSIDEtl_pos	0.0	0.0	0.0	0.0
ACGBGBSIDEtl_neg	0.0	0.0	0.0	0.0
ACGPID_pos	3.0806576633452254	2.4168397419128294	2.944858445807539	2.5185351389821804
ACGSm_pos	4.9259994185562235	5.33735429849697	4.882643049361842	4.561937059622433
ACHEe_pos	0.7136958148433591	0.47508488294878287	0.47508488294878287	0.41142624572646497
ACHtn_pos	0.0	0.0	0.0	0.0
ACHtn_neg	0.0	0.0	0.0	0.0
ACHVESSEC_pos	0.0	0.0	0.0	0.0
ACITL_pos	8.611762560064872	6.857732233157667	9.332439417020872	5.934752370963028
ACN13ACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACNAM9PL_pos	3.885574364371426	3.5801454844233804	3.9288440367125674	3.0443941193584534
ACNAM9PL2_pos	3.885574364371426	3.5801454844233804	3.9288440367125674	3.0443941193584534
ACNAMlt_pos	3.9717734471933728	4.350497247084133	4.614120868789254	3.9078520718459635
ACNAMlt_neg	3.9717734471933728	4.350497247084133	4.614120868789254	3.9078520718459635
ACNAMPH_pos	0.0	0.0	0.0	0.0
ACNAMtn_pos	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACNMLr_pos	0.0	0.0	0.0	0.0
ACNMLr_neg	0.0	0.0	0.0	0.0
ACOAD10m_pos	8.569779675014743	7.694880192799191	8.55140065893497	8.888895423893484
ACOAD1fm_pos	9.775248121320633	8.953236133350025	9.852451481602403	9.90305333828958
ACOAD8m_pos	6.101608058502118	6.350497247084133	6.3346755299346515	6.583308464847678
ACOAD9m_pos	8.59749392944769	7.562547724199122	8.55727222306003	8.86390748565484
ACOAHi_pos	6.368069876532083	5.847245307141812	6.645298163948631	6.453682185872176
ACOAO7p_pos	10.219144313966455	9.185395809081694	10.470913026274877	10.266821670828243
ACOATA_pos	8.926088397825449	6.389394724323995	9.501916779674373	6.305788166810991
ACOATA_neg	8.926088397825449	6.389394724323995	9.501916779674373	6.305788166810991
ACODA_pos	5.048759311919856	4.663344619366085	4.468583317006828	5.376429311069923
ACONT_pos	6.693905069381947	6.346070440785166	6.943569749838966	6.779916296654991
ACONT_neg	6.693905069381947	6.346070440785166	6.943569749838966	6.779916296654991
ACONTm_pos	7.989139007368233	7.036393435049855	8.086932341137398	8.041330606820623
ACONTm_neg	7.989139007368233	7.036393435049855	8.086932341137398	8.041330606820623
ACOX22x_pos	6.816727690127002	6.625854931368057	6.877744249949002	7.44045394382303
ACOX2x_pos	6.816727690127002	6.625854931368057	6.877744249949002	7.44045394382303
ACP1_FMN__pos	4.79960542245267	4.708187236020708	4.767125077269071	4.907852071845964
ACRNtm_pos	7.365797502459385	6.062855655205991	7.214707673197644	7.415403762070331
ACS_pos	7.754419886328743	6.342519189660609	8.601882189129041	6.66746640495737
ACS2_pos	7.754419886328743	6.342519189660609	8.601882189129041	6.66746640495737
ACSm_pos	0.3334237337251918	0.17632277264046287	0.0	0.41142624572646497
ACSOMT_pos	0.0	0.0	0.0	0.0
ACSRTNMT_pos	0.0	0.0	0.0	0.0
ACt2m_pos	0.0	0.0	0.0	0.0
ACt2m_neg	0.0	0.0	0.0	0.0
ACt2r_pos	0.0	0.0	0.0	0.0
ACt2r_neg	0.0	0.0	0.0	0.0
ACtg_pos	0.0	0.0	0.0	0.0
ACtg_neg	0.0	0.0	0.0	0.0
ACTLMO_pos	11.680508972297396	11.629875678318612	11.560012730597848	12.211389468886713
ACTNMO_pos	11.680508972297396	11.629875678318612	11.560012730597848	12.211389468886713
ACYP_pos	4.681449265314958	3.992768430768924	4.3377110921282895	4.132576842670009
ADA_pos	0.6507645591169021	1.0426443374084937	0.7398481026993274	1.516015147003665
ADAe_pos	0.6507645591169021	1.0426443374084937	0.7398481026993274	1.516015147003665
ADCim_pos	0.0	0.0	0.0	0.0
ADEt_pos	0.5945485495503542	0.3334237337251918	0.32192809488736235	0.36737106564852945
ADEt_neg	0.5945485495503542	0.3334237337251918	0.32192809488736235	0.36737106564852945
ADEtl_pos	1.372952097911829	1.6644828403646825	2.1076878693143737	1.3161457422933565
ADEtl_neg	1.372952097911829	1.6644828403646825	2.1076878693143737	1.3161457422933565
ADHAPtx_pos	0.0	0.0	0.0	0.0
ADHAPtx_neg	0.0	0.0	0.0	0.0
ADK1_pos	7.642340564139012	7.166815851761945	7.5387709377246255	7.509299964796504
ADK1_neg	7.642340564139012	7.166815851761945	7.5387709377246255	7.509299964796504
ADK1m_pos	7.798244969900805	7.371820196738371	7.75127624861109	7.681519542979725
ADK1m_neg	7.798244969900805	7.371820196738371	7.75127624861109	7.681519542979725
ADK3_pos	0.0	0.0	0.0	0.0
ADK3_neg	0.0	0.0	0.0	0.0
ADK3m_pos	7.90026304356897	7.3390482829190695	8.001858526454958	7.949593293286468
ADK3m_neg	7.90026304356897	7.3390482829190695	8.001858526454958	7.949593293286468
ADKd_pos	0.0	0.0	0.0	0.0
ADKd_neg	0.0	0.0	0.0	0.0
ADMDC_pos	3.6622054996536164	3.922197848396367	3.7366048753142485	3.8639384504239715
ADNCYC_pos	4.800641097329084	4.187451054027326	5.199279721336625	5.045268215138534
ADNK1_pos	9.210427830401485	8.557387113232307	9.235511673282996	9.279192684479892
ADNK1m_pos	0.0	0.0	0.0	0.0
ADNt_pos	6.457298788825798	6.998308350354287	6.526851311573352	6.508111681193465
ADNt_neg	6.457298788825798	6.998308350354287	6.526851311573352	6.508111681193465
ADNt4_pos	1.2265085298086797	0.7824085649273732	0.6507645591169023	0.7907720378619999
ADNtl_pos	1.372952097911829	1.6644828403646825	2.1076878693143737	1.3161457422933565
ADNtl_neg	1.372952097911829	1.6644828403646825	2.1076878693143737	1.3161457422933565
ADNtm_pos	6.448900951145128	6.995371450572195	6.5229345609434555	6.503507753634558
ADNtm_neg	6.448900951145128	6.995371450572195	6.5229345609434555	6.503507753634558
ADPGLC_pos	3.927896453728821	3.5008020530571575	3.948600847493356	3.9616233282869446
ADPMAN_pos	3.927896453728821	3.5008020530571575	3.948600847493356	3.9616233282869446
