	WT.DHA.c_S134_L007_R1_001
DPMVDx_pos	18311.127424907416
DPPS_pos	45746.936822007294
DPROOp_pos	0.0
DRBK_pos	4306.313382222162
DRIBt_neg	7772.593053376677
DRIBt_pos	6.931091475527411
DRPA_pos	5970.750777433251
DSAT_pos	25943.52307254729
DSREDUCr_pos	74525.41504218432
DTDPtn_neg	4189.18262799082
DTDPtn_pos	4189.18262799082
DTMPK_pos	7637.938479185746
DTMPKm_pos	9443.038261598997
DTTPtm_pos	14112.398224736584
DTTPtn_neg	4189.18262799082
DTTPtn_pos	4189.18262799082
DUDPtn_neg	0.0
DUDPtn_pos	14226.156827208144
DUMPtn_neg	14226.156827208144
DUMPtn_pos	0.0
DURAD2_neg	17688.31779371508
DURAD2_pos	1276.1353723580157
DURAD_neg	1287.5135639978457
DURAD_pos	0.0
DURIK1_pos	1203.9732911348267
DURIK1m_pos	1694.8538094821156
DURIPP_neg	5386.03155204455
DURIPP_pos	7195.1622262362425
DURIt_neg	1594.588956061184
DURIt_pos	6.477255481891071
DURItn_neg	19284.97970926041
DURItn_pos	0.0
DUTPDP_pos	5743.975586173491
DUTPDPm_pos	3595.552264741365
DUTPDPn_pos	14226.15682720814
D_3AIBt_pos	11380.761303012421
D_LACt2_neg	3638.3398457846583
D_LACt2_pos	2.3948093769733374
D_LACtm_neg	0.0
D_LACtm_pos	0.0
EAFLATOXINte_neg	7.458497392293892
EAFLATOXINte_pos	0.0
EBASTINEOHte_neg	12.899348733340512
EBASTINEOHte_pos	0.0
EBASTINEOHtr_neg	0.0
EBASTINEOHtr_pos	12.899348733340512
EBASTINEte_neg	0.0
EBASTINEte_pos	12.899348733340512
EBASTINEtr_neg	12.899348733340512
EBASTINEtr_pos	0.0
EBP1r_pos	454.1514121244726
EBP2r_pos	237.28989915585225
ECGISOr_neg	0.0
ECGISOr_pos	0.0
ECOAH12m_neg	0.0
ECOAH12m_pos	12731.888372665944
ECOAH1m_neg	19743.201092447714
ECOAH1m_pos	8116.95921672804
ECOAH1x_neg	0.0
ECOAH1x_pos	0.0
ECOAH9m_neg	13609.703553105495
ECOAH9m_pos	9776.646840458272
EGMESTr_pos	0.0
EHGLAT2m_pos	12165.90944269973
EHGLAT_pos	0.0
EHGLATm_pos	12064.585925730036
EICOSTETCPT1_pos	83.78604300575482
EICOSTETCPT2_pos	83.78604300575482
EICOSTETCRNt_pos	83.78604300575482
EICOSTETt_neg	31.886660455287057
EICOSTETt_pos	7.717227275565545
ELAIDCPT1_pos	40005.42813585896
ELAIDCPT2_pos	40005.42813585896
ELAIDCRNt_pos	40005.42813585896
ELAIDt_neg	5106.435873294159
ELAIDt_pos	3277.728527658942
ENGASE2_pos	0.0
ENGASE2ly_pos	17142.962134869445
ENGASE3ly_pos	11916.73611423523
ENGASE_pos	0.0
ENGASEly_pos	17607.018306391812
ENMAN1g_pos	0.0
ENMAN2g_pos	0.0
ENMAN3g_pos	0.0
ENMAN4g_pos	0.0
ENMAN5g_pos	0.0
ENMAN6g_pos	0.0
ENO_neg	9466.0834512663
ENO_pos	3592.913779900138
EPCTX_pos	0.0
ESTRADIOLGLCt2_pos	4173.753132953896
ESTRADIOLGLCt_neg	56502.13305895472
ESTRADIOLGLCt_pos	4173.753132953893
ESTRADIOLGLCtr_neg	56502.13305895476
ESTRADIOLGLCtr_pos	0.0
ESTRADIOLt_neg	51084.91661018651
ESTRADIOLt_pos	11.617866856337793
ESTRADIOLtr_neg	56885.85261551749
ESTRADIOLtr_pos	5045.271209108027
ESTRIOLGLCte_pos	0.0
ESTRIOLGLCtr_neg	0.0
ESTRIOLGLCtr_pos	0.0
ESTRIOLtr_neg	0.0
ESTRIOLtr_pos	0.0
ESTRONEGLCt_pos	59180.285062840994
ESTRONEGLCtr_neg	59180.285062841
ESTRONEGLCtr_pos	0.0
ESTRONESt2_pos	562.9321922954215
ESTRONESt_neg	562.9321922954215
ESTRONESt_pos	1199.1228633372739
ESTRONEtr_neg	5045.271209108027
ESTRONEtr_pos	51111.264815438226
ESTSULT_pos	7592.965195831148
ETFQO_pos	418.12523505279694
ETF_pos	418.12523505279694
ETHAK_pos	3201.7570094044863
ETHP_pos	3347.5755528802633
ETOHMO_pos	6.8312960202417035
ETOHt_neg	0.0
ETOHt_pos	5.6663054582158034
ETOHtx_neg	0.0
ETOHtx_pos	11.789541587887049
EX_10fthf(e)_neg	0.0
EX_10fthf(e)_pos	34.375270950025204
EX_10fthf5glu(e)_neg	9.041090062790543
EX_10fthf5glu(e)_pos	9.316793245700136
EX_10fthf6glu(e)_neg	3.683305327109919
EX_10fthf6glu(e)_pos	3.683305327109919
EX_10fthf7glu(e)_neg	3.683305327109919
EX_10fthf7glu(e)_pos	0.0
EX_11_cis_retfa(e)_neg	5.456277940069585
EX_11_cis_retfa(e)_pos	1589.7381094207794
EX_12dgr120(e)_neg	0.0
EX_12dgr120(e)_pos	0.0
EX_13_cis_retnglc(e)_neg	0.0
EX_13_cis_retnglc(e)_pos	2716.9453483752222
EX_1glyc_hs(e)_neg	0.0
EX_1glyc_hs(e)_pos	17362.740542692452
EX_1mncam(e)_neg	0.0
EX_1mncam(e)_pos	46.45283187935582
EX_23cump(e)_neg	4.506277940069585
EX_23cump(e)_pos	4.378631273634225
EX_2425dhvitd2(e)_neg	0.0
EX_2425dhvitd2(e)_pos	10.889963210911917
EX_2425dhvitd3(e)_neg	0.0
EX_2425dhvitd3(e)_pos	49843.17146166969
EX_24nph(e)_neg	0.0
EX_24nph(e)_pos	14.069759834401937
EX_25hvitd2(e)_neg	10.889963210911917
EX_25hvitd2(e)_pos	0.0
EX_25hvitd3(e)_neg	7.240021603561924
EX_25hvitd3(e)_pos	7497.377798517744
EX_2hb(e)_neg	8.005411320578464
EX_2hb(e)_pos	7527.897048711688
EX_2mcit(e)_neg	0.0
EX_2mcit(e)_pos	14522.555473179666
EX_34dhoxpeg(e)_neg	0.0
EX_34dhoxpeg(e)_pos	31527.376682007594
EX_34dhphe(e)_neg	4.078881757821066
EX_34dhphe(e)_pos	6500.504795617283
EX_34hpp_neg	6730.903271442702
EX_34hpp_pos	8055.558788402916
EX_35cgmp(e)_neg	0.0
EX_35cgmp(e)_pos	14038.509274763983
EX_3aib(e)_neg	0.0
EX_3aib(e)_pos	10772.939284344455
EX_3aib_D(e)_neg	0.0
EX_3aib_D(e)_pos	11380.761303012423
EX_3bcrn_neg	0.0
EX_3bcrn_pos	8650.821238467779
EX_3ddcrn_neg	0.0
EX_3ddcrn_pos	12363.837276434659
EX_3deccrn_neg	0.0
EX_3deccrn_pos	12817.18270607512
EX_3hdececrn_neg	0.0
EX_3hdececrn_pos	10367.937859823496
EX_3hexdcrn_neg	0.0
EX_3hexdcrn_pos	10708.713409654567
EX_3ivcrn_neg	0.0
EX_3ivcrn_pos	12998.314990453717
EX_3mlda(e)_neg	0.0
EX_3mlda(e)_pos	12890.259108068465
EX_3mob(e)_neg	7638.114521584822
EX_3mob(e)_pos	6.326151855685747
EX_3mop(e)_neg	7563.761732907426
EX_3mop(e)_pos	23.37239430167996
EX_3octdec2crn_neg	0.0
EX_3octdec2crn_pos	9.874473428046633
EX_3octdeccrn_neg	0.0
EX_3octdeccrn_pos	8515.600013900428
EX_3octdece1crn_neg	0.0
EX_3octdece1crn_pos	15601.83903741046
EX_3tdcrn_neg	0.0
EX_3tdcrn_pos	10342.451876669827
EX_3tetd7ecoacrn_neg	0.0
EX_3tetd7ecoacrn_pos	13820.091199651471
EX_3thexddcoacrn_neg	0.0
EX_3thexddcoacrn_pos	22564.51708255925
EX_3ttetddcoacrn_neg	0.0
EX_3ttetddcoacrn_pos	32046.139968826465
EX_3ump(e)_neg	4.378631273634225
EX_3ump(e)_pos	4.506277940069586
EX_4abut(e)_neg	3.273097595711847
EX_4abut(e)_pos	8822.011821678992
EX_4abutn(e)_neg	4.749999999999999
EX_4abutn(e)_pos	15116.02691594103
EX_4hdebrisoquine(e)_neg	0.0
EX_4hdebrisoquine(e)_pos	7.458497392293892
EX_4hphac(e)_neg	0.0
EX_4hphac(e)_pos	10836.323499829536
EX_4hpro(e)_neg	2850.0
EX_4mop(e)_neg	7618.2216537951135
EX_4mop(e)_pos	7399.211362334125
EX_4mptnl(e)_neg	0.0
EX_4mptnl(e)_pos	60862.57311937493
EX_4mtolbutamide(e)_neg	0.0
EX_4mtolbutamide(e)_pos	7.458497392293893
EX_4nph(e)_neg	3.4035615384362057
EX_4nph(e)_pos	3.4035615384362057
EX_4nphsf(e)_neg	0.0
EX_4nphsf(e)_pos	22.428046792109395
EX_4pyrdx(e)_neg	0.0
EX_4pyrdx(e)_pos	7984.209106207763
EX_5adtststerone(e)_neg	7.214997690538298
EX_5adtststerone(e)_pos	55244.34270968711
EX_5adtststeroneglc(e)_neg	0.0
EX_5adtststeroneglc(e)_pos	68832.37159995185
EX_5adtststerones(e)_neg	8.339319951226422
EX_5adtststerones(e)_pos	54512.85407162599
EX_5dhf(e)_neg	9.041090062790543
EX_5dhf(e)_pos	9.316793245700136
EX_5fthf(e)_neg	6.54646624176657
EX_5fthf(e)_pos	0.0
EX_5homeprazole(e)_neg	0.0
EX_5homeprazole(e)_pos	7.458497392293894
EX_5htrp(e)_neg	0.0
EX_5htrp(e)_pos	7.482636741626475
EX_5mta(e)_neg	14970.051686415698
EX_5mta(e)_pos	15200.283722222952
EX_5mthf(e)_neg	6879.288428756953
EX_5oxpro(e)_neg	6220.233818841387
EX_5oxpro(e)_pos	10298.813697144979
EX_5thf(e)_neg	9.041090062790543
EX_5thf(e)_pos	9.316793245700136
EX_6dhf(e)_neg	3.683305327109919
EX_6dhf(e)_pos	3.683305327109919
EX_6htststerone(e)_neg	0.0
EX_6htststerone(e)_pos	51991.26357747633
EX_6thf(e)_neg	3.683305327109919
EX_6thf(e)_pos	3.683305327109919
EX_7dhf(e)_neg	3.683305327109919
EX_7dhf(e)_pos	0.0
EX_7thf(e)_neg	3.683305327109919
EX_7thf(e)_pos	0.0
EX_9_cis_retfa(e)_neg	5.456277940069585
EX_9_cis_retfa(e)_pos	1589.738109420779
EX_C02470(e)_neg	22.473223064140786
EX_C02470(e)_pos	11.667337107953479
EX_C02528(e)_neg	7.015418977958827
EX_C02528(e)_pos	65678.25171351002
EX_C04849(e)_neg	2.1553572290025924
EX_C04849(e)_pos	2.1553572290025924
EX_C05965(e)_neg	2.1553572290025924
EX_C05965(e)_pos	2.1553572290025924
EX_CE0074(e)_neg	4.75
EX_CE0074(e)_pos	15949.232303791545
EX_CE1925(e)_neg	5.328631273634225
EX_CE1925(e)_pos	5.456277940069586
EX_CE1926(e)_neg	5.328631273634225
EX_CE1926(e)_pos	5.456277940069586
EX_CE1935(e)_neg	5.7
EX_CE1935(e)_pos	15924.720752521102
EX_CE1936(e)_neg	0.0
EX_CE1936(e)_pos	17877.00987295051
EX_CE1939(e)_neg	5.7
EX_CE1939(e)_pos	24755.748953691305
EX_CE1940(e)_neg	5.7
EX_CE1940(e)_pos	24755.74895369131
EX_CE1943(e)_neg	0.0
EX_CE1943(e)_pos	33413.84391304327
EX_CE1950(e)_neg	0.0
EX_CE1950(e)_pos	0.0
EX_CE2011(e)_neg	4.856940622642905
EX_CE2011(e)_pos	15.409860368152364
EX_CE2250(e)_neg	0.0
EX_CE2250(e)_pos	5.257999318263047
EX_CE2838(e)_neg	3.102500246905831
EX_CE2838(e)_pos	4.275
EX_CE2839(e)_neg	4.275
EX_CE2839(e)_pos	3.102500246905831
EX_CE2915(e)_neg	4.75
EX_CE2915(e)_pos	4.75
EX_CE2916(e)_neg	4.75
EX_CE2916(e)_pos	4.75
EX_CE2917(e)_neg	6.522617002599254
EX_CE2917(e)_pos	4.75
EX_CE4633(e)_neg	5.328631273634225
EX_CE4633(e)_pos	8038.407612116948
EX_CE4722(e)_neg	4.75
EX_CE4722(e)_pos	4.75
EX_CE4723(e)_neg	4.75
EX_CE4723(e)_pos	4.75
EX_CE4724(e)_neg	4.75
EX_CE4724(e)_pos	6.522617002599254
EX_CE4881(e)_neg	5.456277940069586
EX_CE4881(e)_pos	5.328631273634225
EX_CE5786(e)_neg	4.75
EX_CE5786(e)_pos	18.75206335355371
EX_CE5787(e)_neg	5.7
EX_CE5787(e)_pos	17.949999999999996
EX_CE5788(e)_neg	5.7
EX_CE5788(e)_pos	23.216631531523433
EX_CE5789(e)_neg	4.275
EX_CE5789(e)_pos	14.099999999999998
EX_CE5791(e)_neg	5.7
EX_CE5791(e)_pos	17.949999999999996
EX_CE5797(e)_neg	4.75
EX_CE5797(e)_pos	4.75
EX_CE5798(e)_neg	4.75
EX_CE5798(e)_pos	4.75
EX_CE5853(e)_neg	5.456277940069586
EX_CE5853(e)_pos	5.328631273634225
EX_CE5854(e)_neg	5.456277940069586
EX_CE5854(e)_pos	5.328631273634225
EX_CE5867(e)_neg	4.75
EX_CE5867(e)_pos	4.75
EX_CE5868(e)_neg	4.75
EX_CE5868(e)_pos	4.75
EX_CE5869(e)_neg	4.75
EX_CE5869(e)_pos	4.75
EX_CLPND(e)_neg	12.72204823159498
EX_CLPND(e)_pos	381.10751130557225
EX_HC00001(e)_neg	0.0
EX_HC00001(e)_pos	0.0
EX_HC00002(e)_neg	0.0
EX_HC00002(e)_pos	0.0
EX_HC00003(e)_neg	0.0
EX_HC00003(e)_pos	0.0
EX_HC00004(e)_neg	0.0
EX_HC00004(e)_pos	0.0
EX_HC00229(e)_neg	4.274999999999999
EX_HC00229(e)_pos	3017.6602995487747
EX_HC00250(e)_neg	5.34946787172928
EX_HC00250(e)_pos	6848.533250034538
EX_HC00822(e)_neg	16.255083576566946
EX_HC00822(e)_pos	3.3249999999999993
EX_HC00955(e)_neg	0.0
EX_HC00955(e)_pos	0.0
EX_HC01104(e)_neg	3.4035615384362057
EX_HC01104(e)_pos	3.4035615384362057
EX_HC01361(e)_neg	4.550454827925452
EX_HC01361(e)_pos	6.41961613673806
EX_HC01440(e)_neg	0.0
EX_HC01440(e)_pos	0.0
EX_HC01441(e)_neg	0.0
EX_HC01441(e)_pos	0.0
EX_HC01444(e)_neg	9.382546857522472
EX_HC01444(e)_pos	4083.062959669846
EX_HC01446(e)_neg	0.0
EX_HC01446(e)_pos	0.0
EX_HC01577(e)_neg	0.0
EX_HC01577(e)_pos	0.0
EX_HC01609(e)_neg	9.631997273052185
EX_HC01609(e)_pos	9.631997273052185
EX_HC01610(e)_neg	9.631997273052185
EX_HC01610(e)_pos	9.631997273052185
EX_HC01700(e)_neg	0.0
EX_HC01700(e)_pos	0.0
EX_HC01787(e)_neg	0.0
EX_HC01787(e)_pos	0.0
EX_HC01852(e)_neg	0.0
EX_HC01852(e)_pos	0.0
EX_HC01939(e)_neg	0.0
EX_HC01939(e)_pos	0.0
EX_HC01942(e)_neg	0.0
EX_HC01942(e)_pos	0.0
EX_HC01943(e)_neg	0.0
EX_HC01943(e)_pos	0.0
EX_HC01944(e)_neg	0.0
EX_HC01944(e)_pos	0.0
EX_HC02154(e)_neg	0.0
EX_HC02154(e)_pos	0.0
EX_HC02160(e)_neg	0.0
EX_HC02160(e)_pos	0.0
EX_HC02161(e)_neg	0.0
EX_HC02161(e)_pos	0.0
EX_HC02172(e)_neg	0.0
EX_HC02172(e)_pos	0.0
EX_HC02175(e)_neg	0.0
EX_HC02175(e)_pos	0.0
EX_HC02176(e)_neg	7.458497392293894
EX_HC02176(e)_pos	0.0
EX_HC02179(e)_neg	0.0
EX_HC02179(e)_pos	0.0
EX_HC02180(e)_neg	0.0
EX_HC02180(e)_pos	0.0
EX_HC02187(e)_neg	0.0
EX_HC02187(e)_pos	0.0
EX_HC02191(e)_neg	0.0
EX_HC02191(e)_pos	0.0
EX_HC02192(e)_neg	0.0
EX_HC02192(e)_pos	0.0
EX_HC02193(e)_neg	0.0
EX_HC02193(e)_pos	0.0
EX_HC02194(e)_neg	0.0
EX_HC02194(e)_pos	0.0
EX_HC02195(e)_neg	0.0
EX_HC02195(e)_pos	0.0
EX_HC02196(e)_neg	0.0
EX_HC02196(e)_pos	0.0
EX_HC02197(e)_neg	0.0
EX_HC02197(e)_pos	0.0
EX_HC02198(e)_neg	0.0
EX_HC02198(e)_pos	0.0
EX_HC02199(e)_neg	0.0
EX_HC02199(e)_pos	0.0
EX_HC02200(e)_neg	0.0
EX_HC02200(e)_pos	0.0
EX_HC02201(e)_neg	0.0
EX_HC02201(e)_pos	0.0
EX_HC02202(e)_neg	3.1521101582471927
EX_HC02202(e)_pos	11.417116824834828
EX_HC02203(e)_neg	3.1521101582471927
EX_HC02203(e)_pos	13.302591869671494
EX_HC02204(e)_neg	3.1521101582471927
EX_HC02204(e)_pos	13.117116824834829
EX_HC02205(e)_neg	3.1521101582471927
EX_HC02205(e)_pos	11.602591869671494
EX_HC02206(e)_neg	3.1521101582471927
EX_HC02206(e)_pos	11.267116824834828
EX_HC02207(e)_neg	3.1521101582471927
EX_HC02207(e)_pos	11.452591869671494
EX_HC02208(e)_neg	0.0
EX_HC02208(e)_pos	0.0
EX_HC02210(e)_neg	0.0
EX_HC02210(e)_pos	0.0
EX_HC02213(e)_neg	0.0
EX_HC02213(e)_pos	0.0
EX_HC02214(e)_neg	0.0
EX_HC02214(e)_pos	0.0
EX_HC02216(e)_neg	0.0
EX_HC02216(e)_pos	0.0
EX_HC02217(e)_neg	0.0
EX_HC02217(e)_pos	0.0
EX_HC02220(e)_neg	0.0
EX_HC02220(e)_pos	0.0
EX_Lcystin(e)_neg	2.2537728714104617
EX_Lcystin(e)_pos	0.0
EX_Rtotal(e)_neg	8.229789266455343
EX_Rtotal(e)_pos	7543.991097955585
EX_Rtotal2(e)_neg	8.895768725236922
EX_Rtotal2(e)_pos	5154.665375799357
EX_Rtotal3(e)_neg	7.9665578773824235
EX_Rtotal3(e)_pos	8.184644212581052
EX_Tyr_ggn(e)_neg	0.0
EX_Tyr_ggn(e)_pos	30.18864033882942
EX_abt(e)_neg	0.0
EX_abt(e)_pos	5087.3671567307665
EX_ac(e)_neg	4.705972287085288
EX_ac(e)_pos	5788.0658099332495
EX_acac(e)_neg	5.049483633900179
EX_acac(e)_pos	7703.4997137835435
EX_acald(e)_neg	5.184000716451808
EX_acald(e)_pos	6143.628937420852
EX_acetone(e)_neg	5.568389473562531
EX_acetone(e)_pos	10623.070587432509
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	9464.194209818299
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	8880.539054364599
EX_acgam(e)_neg	0.0
EX_acgam(e)_pos	6.649999999999999
EX_ach(e)_neg	8.877784076352725
EX_ach(e)_pos	6972.4873146033015
EX_acmana(e)_neg	0.0
EX_acmana(e)_pos	19141.80724393489
EX_acn13acngalgbside_hs(e)_neg	0.0
EX_acn13acngalgbside_hs(e)_pos	11182.477088057558
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11182.477088057558
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12382.057675941616
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11209.804415626888
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	10132.358656999106
EX_ade(e)_neg	3.964351044100077
EX_ade(e)_pos	5994.948795618598
EX_adn(e)_neg	5531.338889791932
EX_adp_neg	3.0363595106554078
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.710193867091517
EX_adprib(e)_neg	7.685337141765521
EX_adprib(e)_pos	4.710193867091517
EX_adrn(e)_neg	9.170612358159612
EX_adrn(e)_pos	132.78490091213197
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	37004.78547006946
EX_aflatoxin(e)_neg	7.458497392293893
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11097.55448147986
EX_ahcys(e)_pos	26953.695039613933
EX_ahdt(e)_neg	6.41961613673806
EX_ahdt(e)_pos	4.550454827925452
EX_aicar(e)_neg	10817.278198804703
EX_aicar(e)_pos	12511.709383901942
EX_ak2lgchol_hs(e)_neg	6.813303187883436
EX_ak2lgchol_hs(e)_pos	4.740565362988008
EX_akg(e)_neg	4.277893315188458
EX_akg(e)_pos	7499.933651476512
EX_ala_B(e)_neg	6.806303183570899
EX_ala_B(e)_pos	9144.705208352965
EX_ala_D(e)_neg	2.3392286298401697
EX_ala_D(e)_pos	3730.9067133376084
EX_ala_L(e)_neg	2.3392286298401697
EX_ala_L(e)_pos	3547.4157736491834
EX_alaala(e)_neg	7375.299719901268
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	53009.80355586461
EX_amp(e)_neg	3.964351044100077
EX_amp(e)_pos	6681.1016086534355
EX_andrstrn(e)_neg	17.528132735519463
EX_andrstrn(e)_pos	55714.11008282191
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	69098.60678192836
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.818596963809712
EX_antipyrene(e)_neg	7.908633283896805
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.458497392293893
EX_appnn(e)_neg	7.458497392293893
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	61366.83441713957
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.391817221683565
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11554.447719611147
EX_arachcoa(e)_neg	5.257999318263047
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.849783843026424
EX_arachd(e)_pos	76.5694897372529
EX_arg_L(e)_neg	5.309912095667663
EX_arg_L(e)_pos	17836.98326182859
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4503.944159332967
EX_asn_L(e)_neg	5.647205446194344
EX_asn_L(e)_pos	11114.710135921088
EX_asp_D(e)_neg	11.294602428733784
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.1264758066459075
EX_asp_L(e)_pos	6850.907143640725
EX_atp(e)_neg	3.9473499371586755
EX_atp(e)_pos	21310.12724721192
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	5.033609148898278
EX_bhb(e)_pos	7743.402100997112
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	42347.4440803636
EX_bilglcur(e)_neg	10.347873409509157
EX_bilglcur(e)_pos	64715.764547638
EX_bilirub(e)_neg	15.974218458547956
EX_bilirub(e)_pos	50586.99055357125
EX_biocyt(e)_neg	3.9387368486411365
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	234.569474642823
EX_btn(e)_pos	3.9387368486411365
EX_but(e)_neg	6.180722037134532
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12554.918203739104
EX_c10crn_neg	0.0
EX_c10crn_pos	14938.81198258836
EX_c10dc_neg	0.0
EX_c10dc_pos	19823.636298975434
EX_c12dc_neg	0.0
EX_c12dc_pos	45665.61861448081
EX_c16dc_neg	0.0
EX_c16dc_pos	29697.567490255988
EX_c3dc_neg	0.0
EX_c3dc_pos	10956.822926888068
EX_c4crn_neg	0.0
EX_c4crn_pos	17113.25855957261
EX_c4dc_neg	0.0
EX_c4dc_pos	10634.500875914104
EX_c51crn_neg	0.0
EX_c51crn_pos	11996.26322313004
EX_c5dc_neg	0.0
EX_c5dc_pos	8094.235791130062
EX_c6crn_neg	0.0
EX_c6crn_pos	13268.069670087001
EX_c6dc_neg	0.0
EX_c6dc_pos	61729.173384854206
EX_c81crn_neg	0.0
EX_c81crn_pos	12554.918203739104
EX_c8crn_neg	0.0
EX_c8crn_pos	8883.948960853912
EX_c8dc_neg	0.0
EX_c8dc_pos	27805.25123527658
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	13009.026757695114
EX_carn(e)_neg	10881.819709049307
EX_caro(e)_neg	13.021641899175522
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.458497392293893
EX_cbasp(e)_neg	8245.281917302196
EX_cbasp(e)_pos	19256.032202946917
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.1709724914554527
EX_cdp(e)_pos	4.341944982910905
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.6048095061326393
EX_cgly(e)_pos	10465.589213092808
EX_chol(e)_neg	6968.317056384441
EX_cholate(e)_neg	11740.88063942743
EX_chsterol(e)_neg	7.977357817889898
EX_chsterol(e)_pos	10948.381287079357
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.587349440626368
EX_cit(e)_pos	8850.972696794137
EX_citr_L(e)_neg	2.017718969270134
EX_citr_L(e)_pos	12492.967351661662
EX_cl(e)_neg	8044.726457618111
EX_cmp(e)_neg	3.1801962093978373
EX_cmp(e)_pos	7.573209880330468
EX_co(e)_neg	0.0
EX_co(e)_pos	50599.10817377387
EX_co2(e)_neg	450.7418273168492
EX_co2(e)_pos	4188.455956257441
EX_coa(e)_neg	4.175890384609052
EX_coa(e)_pos	5.257999318263047
EX_coumarin(e)_neg	7.458497392293893
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	9.89002430359529
EX_creat(e)_pos	17787.499967119937
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	27557.608690851124
EX_crn(e)_neg	6807.871863230129
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	51505.0468467059
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	54041.08230871502
EX_crvnc(e)_neg	9.768625451725995
EX_crvnc(e)_pos	471.50998484261584
EX_csn(e)_neg	7.053643500202024
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	84.64620931593907
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	101.23208056174761
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	84.46867355112104
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	129.55949240765872
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	149.90304925319248
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.1801962093978373
EX_ctp(e)_pos	7.573209880330468
EX_cyan(e)_neg	6.6865363946101946
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2682.3097083398866
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6166.126221130468
EX_cytd(e)_neg	6162.675626660844
EX_dad_2(e)_neg	7387.5575511554125
EX_dag_hs(e)_neg	7852.777310720574
EX_dca(e)_neg	19823.636298975434
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
