	WT.d_S141_L007_R1_001	Ob.DHA.e_S154_L007_R1_001	WT.1012.c_S135_L007_R1_001	Ob.DHA.b_S132_L007_R1_001
FACOAL206_pos	9.514141990547838	9.651554034819998	9.666561332049628	9.583402494988094
FACOAL206_neg	9.514141990547838	9.651554034819998	9.666561332049628	9.583402494988094
FACOAL224_pos	7.849686574959165	8.156083076288681	8.302958725720119	8.203592714207707
FACOAL224_neg	7.849686574959165	8.156083076288681	8.302958725720119	8.203592714207707
FACOAL2251_pos	7.849686574959165	8.156083076288681	8.302958725720119	8.203592714207707
FACOAL2251_neg	7.849686574959165	8.156083076288681	8.302958725720119	8.203592714207707
FACOAL2252_pos	7.849686574959165	8.156083076288681	8.302958725720119	8.203592714207707
FACOAL2252_neg	7.849686574959165	8.156083076288681	8.302958725720119	8.203592714207707
FACOAL226_pos	7.849686574959165	8.156083076288681	8.302958725720119	8.203592714207707
FACOAL226_neg	7.849686574959165	8.156083076288681	8.302958725720119	8.203592714207707
FACOAL240_pos	7.849686574959165	8.156083076288681	8.302958725720119	8.203592714207707
FACOAL240_neg	7.849686574959165	8.156083076288681	8.302958725720119	8.203592714207707
FACOAL241_pos	7.849686574959165	8.156083076288681	8.302958725720119	8.203592714207707
FACOAL241_neg	7.849686574959165	8.156083076288681	8.302958725720119	8.203592714207707
FACOAL244_1_pos	7.849686574959165	8.156083076288681	8.302958725720119	8.203592714207707
FACOAL244_1_neg	7.849686574959165	8.156083076288681	8.302958725720119	8.203592714207707
FACOAL245_1_pos	7.849686574959165	8.156083076288681	8.302958725720119	8.203592714207707
FACOAL245_1_neg	7.849686574959165	8.156083076288681	8.302958725720119	8.203592714207707
FACOAL245_2_pos	7.849686574959165	8.156083076288681	8.302958725720119	8.203592714207707
FACOAL245_2_neg	7.849686574959165	8.156083076288681	8.302958725720119	8.203592714207707
FACOAL246_1_pos	7.849686574959165	8.156083076288681	8.302958725720119	8.203592714207707
FACOAL246_1_neg	7.849686574959165	8.156083076288681	8.302958725720119	8.203592714207707
FACOAL260_pos	7.849686574959165	8.156083076288681	8.302958725720119	8.203592714207707
FACOAL260_neg	7.849686574959165	8.156083076288681	8.302958725720119	8.203592714207707
FACOAL40im_pos	7.391887985347136	6.893483562914415	7.362206855225359	6.86195536414487
FACOAL80i_pos	3.237257770900372	3.9011082430145123	3.5096958419333872	4.082361969557474
FADDP_pos	4.94063660720115	4.971313624068878	5.3473113163652854	4.895787316463311
FADH2tru_pos	0.0	0.0	0.0	0.0
FADH2tx_pos	0.0	0.0	0.0	0.0
FADH2tx_neg	0.0	0.0	0.0	0.0
FADtru_pos	0.0	0.0	0.0	0.0
FADtx_pos	0.0	0.0	0.0	0.0
FADtx_neg	0.0	0.0	0.0	0.0
FAEL183_pos	0.0	0.0	0.0	0.0
FAEL184_pos	0.0	0.0	0.0	0.0
FAEL204_pos	0.0	0.0	0.0	0.0
FAEL205_pos	0.0	0.0	0.0	0.0
FAH1_pos	0.0	0.0	0.0	0.0
FAH2_pos	0.0	0.0	0.0	0.0
FAH3_pos	0.0	0.0	0.0	0.0
FALDH_pos	7.686360452903688	8.302867360972874	7.995823670634166	8.353499735245656
FALDH_neg	7.686360452903688	8.302867360972874	7.995823670634166	8.353499735245656
FALDtly_pos	0.0	0.0	0.0	0.0
FALDtly_neg	0.0	0.0	0.0	0.0
FALDtm_pos	0.0	0.0	0.0	0.0
FALDtm_neg	0.0	0.0	0.0	0.0
FAOXC11_pos	6.78959885005233	8.338468985741155	7.291493053259273	8.28983446517751
FAOXC140_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC150m_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC160_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC16080m_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC16080x_pos	9.52749003847706	11.122780551141325	9.851863536479083	10.896776397015586
FAOXC161802m_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC16180m_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC170m_pos	6.78959885005233	8.338468985741155	7.291493053259273	8.28983446517751
FAOXC180_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC180x_pos	9.52749003847706	11.122780551141325	9.851863536479083	10.896776397015586
FAOXC1811601m_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC1811602m_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC1811603m_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC182806m_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC18280m_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC183803m_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC183806m_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC183806x_pos	9.52749003847706	11.122780551141325	9.851863536479083	10.896776397015586
FAOXC18480m_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC18480x_pos	9.52749003847706	11.122780551141325	9.851863536479083	10.896776397015586
FAOXC200180m_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC200180x_pos	9.52749003847706	11.122780551141325	9.851863536479083	10.896776397015586
FAOXC2031836m_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC204_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC204184m_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC2051843m_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC2051843x_pos	9.52749003847706	11.122780551141325	9.851863536479083	10.896776397015586
FAOXC2242046m_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC2242046x_pos	9.52749003847706	11.122780551141325	9.851863536479083	10.896776397015586
FAOXC2251836m_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC2251836x_pos	9.52749003847706	11.122780551141325	9.851863536479083	10.896776397015586
FAOXC2252053m_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC2252053x_pos	9.52749003847706	11.122780551141325	9.851863536479083	10.896776397015586
FAOXC226_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC226205m_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAOXC226205x_pos	9.52749003847706	11.122780551141325	9.851863536479083	10.896776397015586
FAOXC240200x_pos	9.52749003847706	11.122780551141325	9.851863536479083	10.896776397015586
FAOXC241181x_pos	9.52749003847706	11.122780551141325	9.851863536479083	10.896776397015586
FAOXC2442246x_pos	9.52749003847706	11.122780551141325	9.851863536479083	10.896776397015586
FAOXC2452253x_pos	9.52749003847706	11.122780551141325	9.851863536479083	10.896776397015586
FAOXC2452256x_pos	9.52749003847706	11.122780551141325	9.851863536479083	10.896776397015586
FAOXC246226x_pos	9.52749003847706	11.122780551141325	9.851863536479083	10.896776397015586
FAOXC260240x_pos	9.52749003847706	11.122780551141325	9.851863536479083	10.896776397015586
FAOXC80_pos	7.661706851813263	8.942221244835967	8.036887913237685	8.907341367379376
FAS100COA_pos	5.837901204709804	9.385682681545509	6.82894040261761	9.40358728207766
FAS120COA_pos	5.837901204709804	9.385682681545509	6.82894040261761	9.40358728207766
FAS140COA_pos	5.837901204709804	9.385682681545509	6.82894040261761	9.40358728207766
FAS160COA_pos	5.837901204709804	9.385682681545509	6.82894040261761	9.40358728207766
FAS180COA_pos	5.837901204709804	9.385682681545509	6.82894040261761	9.40358728207766
FAS80COA_L_pos	5.61970645004589	9.163649676015824	6.608661417987563	9.181549844119697
FATP1t_pos	3.925049964727359	4.937815168803419	4.010779838753242	5.034303767768035
FATP1t_neg	3.925049964727359	4.937815168803419	4.010779838753242	5.034303767768035
FATP2t_pos	2.411426245726465	2.6712933724815757	2.063502942306158	2.232660756790275
FATP2t_neg	2.411426245726465	2.6712933724815757	2.063502942306158	2.232660756790275
FATP3t_pos	2.411426245726465	2.6712933724815757	2.063502942306158	2.232660756790275
FATP3t_neg	2.411426245726465	2.6712933724815757	2.063502942306158	2.232660756790275
FATP4t_pos	8.439789337089689	8.981595821581967	8.717744958020015	8.94865924556015
FATP4t_neg	8.439789337089689	8.981595821581967	8.717744958020015	8.94865924556015
FATP5t_pos	8.439789337089689	8.981595821581967	8.717744958020015	8.94865924556015
FATP5t_neg	8.439789337089689	8.981595821581967	8.717744958020015	8.94865924556015
FATP6t_pos	10.073405206017522	10.354017914975593	10.267617724491263	10.299517134206242
FATP6t_neg	10.073405206017522	10.354017914975593	10.267617724491263	10.299517134206242
FATP7t_pos	10.073405206017522	10.354017914975593	10.267617724491263	10.299517134206242
FATP7t_neg	10.073405206017522	10.354017914975593	10.267617724491263	10.299517134206242
FATP8t_pos	10.073405206017522	10.354017914975593	10.267617724491263	10.299517134206242
FATP8t_neg	10.073405206017522	10.354017914975593	10.267617724491263	10.299517134206242
FATP9t_pos	10.073405206017522	10.354017914975593	10.267617724491263	10.299517134206242
FATP9t_neg	10.073405206017522	10.354017914975593	10.267617724491263	10.299517134206242
FBA_pos	10.834344630860334	13.370499430139624	11.370469460581123	13.370775938057616
FBA_neg	10.834344630860334	13.370499430139624	11.370469460581123	13.370775938057616
FBA2_pos	10.834344630860334	13.370499430139624	11.370469460581123	13.370775938057616
FBA2_neg	10.834344630860334	13.370499430139624	11.370469460581123	13.370775938057616
FBA4_pos	10.834344630860334	13.370499430139624	11.370469460581123	13.370775938057616
FBA4_neg	10.834344630860334	13.370499430139624	11.370469460581123	13.370775938057616
FBA5_pos	10.73509056333615	13.352208989559081	11.319830154001464	13.35404271678444
FBA5_neg	10.73509056333615	13.352208989559081	11.319830154001464	13.35404271678444
FBP_pos	8.866969778354827	10.77773202452846	9.39675460819819	10.858276344266105
FBP26_pos	8.970594856907622	10.820522040462048	9.4821625819108	10.887746105592528
FCLTm_pos	5.826548487290915	6.310703657225108	6.0078682433333395	6.302319050948834
FCOAH_pos	0.0	0.0	0.0	0.0
FDH_pos	8.706737742041462	9.60190075507965	8.909833095203082	9.452838378165092
FE2t_pos	0.0	0.0	0.0	0.0
FE2tm_pos	0.0	0.0	0.0	0.0
FE3R2e_pos	0.0	0.3785116232537299	0.08406426478847456	0.070389327891398
FK_pos	2.2172307162206693	2.454175893185802	2.321928094887362	2.611172380044005
FKYNH_pos	0.0	0.0	0.0	0.0
FMNAT_pos	4.436961337833602	4.697662633470518	4.38543103719352	4.565597175854225
FOLR2_pos	3.049630767724601	3.777156666004501	3.538538163629804	3.6403895600549454
FOLt2_pos	2.114367024952	3.4489009511451276	2.298658315564515	3.039138393906958
FOLt2_neg	2.114367024952	3.4489009511451276	2.298658315564515	3.039138393906958
FORMCOAtx_pos	0.0	0.0	0.0	0.0
FORMCOAtx_neg	0.0	0.0	0.0	0.0
FORt2m_pos	0.0	0.0	0.0	0.0
FORt2m_neg	0.0	0.0	0.0	0.0
FORtr_pos	0.0	0.0	0.0	0.0
FORtr_neg	0.0	0.0	0.0	0.0
FORtrn_pos	0.0	0.0	0.0	0.0
FORtrn_neg	0.0	0.0	0.0	0.0
FPGS_pos	6.541483864054276	6.734167661150761	6.6151514178698845	6.4432751117658045
FPGS2_pos	6.541483864054276	6.734167661150761	6.6151514178698845	6.4432751117658045
FPGS2m_pos	6.541483864054276	6.734167661150761	6.6151514178698845	6.4432751117658045
FPGS3_pos	6.541483864054276	6.734167661150761	6.6151514178698845	6.4432751117658045
FPGS3m_pos	6.541483864054276	6.734167661150761	6.6151514178698845	6.4432751117658045
FPGS4_pos	6.541483864054276	6.734167661150761	6.6151514178698845	6.4432751117658045
FPGS4m_pos	6.541483864054276	6.734167661150761	6.6151514178698845	6.4432751117658045
FPGS5_pos	6.541483864054276	6.734167661150761	6.6151514178698845	6.4432751117658045
FPGS5m_pos	6.541483864054276	6.734167661150761	6.6151514178698845	6.4432751117658045
FPGS6_pos	6.541483864054276	6.734167661150761	6.6151514178698845	6.4432751117658045
FPGS6m_pos	6.541483864054276	6.734167661150761	6.6151514178698845	6.4432751117658045
FPGS7_pos	6.541483864054276	6.734167661150761	6.6151514178698845	6.4432751117658045
FPGS7m_pos	6.541483864054276	6.734167661150761	6.6151514178698845	6.4432751117658045
FPGS8_pos	6.541483864054276	6.734167661150761	6.6151514178698845	6.4432751117658045
FPGS8m_pos	6.541483864054276	6.734167661150761	6.6151514178698845	6.4432751117658045
FPGS9_pos	6.541483864054276	6.734167661150761	6.6151514178698845	6.4432751117658045
FPGS9m_pos	6.541483864054276	6.734167661150761	6.6151514178698845	6.4432751117658045
FPGSm_pos	6.541483864054276	6.734167661150761	6.6151514178698845	6.4432751117658045
FRDPtc_pos	0.0	0.0	0.0	0.0
FRDPtc_neg	0.0	0.0	0.0	0.0
FRDPtr_pos	0.0	0.0	0.0	0.0
FRDPtr_neg	0.0	0.0	0.0	0.0
FRTT_pos	3.3603642765434705	3.0513721017210256	3.0197019144425483	3.0925457415435655
FRUt1r_pos	6.463360885816658	7.863938450423971	7.149543908709094	7.997744026059633
FRUt1r_neg	6.463360885816658	7.863938450423971	7.149543908709094	7.997744026059633
FRUt4_pos	0.0	0.3895668117627256	0.11103131238874395	0.0
FRUt4_neg	0.0	0.3895668117627256	0.11103131238874395	0.0
FT_pos	0.0	0.0	0.0	0.0
FTCD_pos	7.97004835426884	8.096240765804186	7.91055279343005	8.235774919150405
FTHFCL_pos	3.72137265947682	4.89287670006069	4.4886435398537845	4.561326136453918
FTHFDH_pos	8.706737742041462	9.60190075507965	8.909833095203082	9.452838378165092
FTHFL_pos	6.112908599629414	6.822985018546877	6.534341794810255	6.754219433135143
FTHFLm_pos	6.1199786096548765	6.855366852658264	6.542412837068272	6.788816194495583
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUC14GALACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUC14GALACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUC14GALACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUC14GALACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCACGALFUCGALACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCACGALFUCGALACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCACGALFUCGALACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCACGALFUCGALACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCACNGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCACNGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCACNGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCACNGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCACNGALACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCACNGALACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCACNGALACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCACNGALACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCASE2e_pos	0.8237493603082727	2.9873208659292536	1.7004397181410922	2.611172380044005
FUCASE2ly_pos	5.049195105622275	5.812754909800194	5.001351892999959	5.758356482939917
FUCASEe_pos	0.8237493603082727	2.9873208659292536	1.7004397181410922	2.611172380044005
FUCASEly_pos	5.049195105622275	5.812754909800194	5.001351892999959	5.758356482939917
FUCFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCFUC12GAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCFUC12GAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCFUCGALACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCFUCGALACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCFUCGALACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCFUCGALACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCGALFUCGALACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
FUCGALFUCGALACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
FUCGALFUCGALACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
FUCGALFUCGALACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
FUCGALGBSIDEte_pos	0.0	0.0	0.0	0.0
FUCGALGBSIDEte_neg	0.0	0.0	0.0	0.0
FUCGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
FUCGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
FUCtly_pos	0.0	0.0	0.0	0.0
FUM_pos	0.0	0.0	0.0	0.0
FUM_neg	0.0	0.0	0.0	0.0
FUMAC_pos	8.690486937714887	8.919816770052789	8.764904755758124	8.840274387080754
FUMm_pos	0.0	0.0	0.0	0.0
FUMm_neg	0.0	0.0	0.0	0.0
FUMSO3tm_pos	4.972692654004264	7.07135509499712	5.460414939162169	7.209843230525496
FUMSO3tm_neg	4.972692654004264	7.07135509499712	5.460414939162169	7.209843230525496
FUMSO4tm_pos	4.972692654004264	7.07135509499712	5.460414939162169	7.209843230525496
FUMSO4tm_neg	4.972692654004264	7.07135509499712	5.460414939162169	7.209843230525496
FUMtm_pos	4.972692654004264	7.07135509499712	5.460414939162169	7.209843230525496
FUMtm_neg	4.972692654004264	7.07135509499712	5.460414939162169	7.209843230525496
FUMTSULtm_pos	4.972692654004264	7.07135509499712	5.460414939162169	7.209843230525496
FUMTSULtm_neg	4.972692654004264	7.07135509499712	5.460414939162169	7.209843230525496
FUT11g_pos	0.6135316529179271	0.41142624572646497	0.17632277264046287	0.4222330006830478
FUT12g_pos	0.6135316529179271	0.41142624572646497	0.17632277264046287	0.4222330006830478
FUT14g_pos	0.6135316529179271	0.41142624572646497	0.17632277264046287	0.4222330006830478
FUT15g_pos	0.6135316529179271	0.41142624572646497	0.17632277264046287	0.4222330006830478
FUT16g_pos	0.6135316529179271	0.41142624572646497	0.17632277264046287	0.4222330006830478
FUT17g_pos	0.6135316529179271	0.41142624572646497	0.17632277264046287	0.4222330006830478
FUT18g_pos	0.6135316529179271	0.41142624572646497	0.17632277264046287	0.4222330006830478
FUT31g_pos	0.0	0.0	0.0	0.0
FUT32g_pos	0.0	0.0	0.0	0.0
FUT33g_pos	0.0	0.0	0.0	0.0
FUT34g_pos	0.0	0.0	0.0	0.0
FUT35g_pos	0.0	0.0	0.0	0.0
FUT910g_pos	0.0	0.0	0.0	0.0
FUT911g_pos	0.0	0.0	0.0	0.0
FUT91g_pos	0.0	0.0	0.0	0.0
FUT92g_pos	0.0	0.0	0.0	0.0
FUT93g_pos	0.0	0.0	0.0	0.0
FUT94g_pos	0.0	0.0	0.0	0.0
FUT95g_pos	0.0	0.0	0.0	0.0
FUT96g_pos	0.0	0.0	0.0	0.0
FUT97g_pos	0.0	0.0	0.0	0.0
FUT98g_pos	0.0	0.0	0.0	0.0
FUT99g_pos	0.0	0.0	0.0	0.0
G12MT1_L_pos	0.0	0.0	0.0	0.0
G12MT1_U_pos	0.0	0.0	0.0	0.0
G12MT2_L_pos	0.0	0.0	0.0	0.0
G12MT2_U_pos	0.0	0.0	0.0	0.0
G13MT_L_pos	2.788685710613534	3.1634987322828794	2.493134922305505	3.1906148602094975
G13MT_U_pos	2.788685710613534	3.1634987322828794	2.493134922305505	3.1906148602094975
G14T10g_pos	4.5109619192773796	5.204766750654613	4.988230223060457	5.132576842670009
G14T11g_pos	4.5109619192773796	5.204766750654613	4.988230223060457	5.132576842670009
G14T12g_pos	4.5109619192773796	5.204766750654613	4.988230223060457	5.132576842670009
G14T13g_pos	4.5109619192773796	5.204766750654613	4.988230223060457	5.132576842670009
G14T14g_pos	4.5109619192773796	5.204766750654613	4.988230223060457	5.132576842670009
G14T15g_pos	4.5109619192773796	5.204766750654613	4.988230223060457	5.132576842670009
G14T16g_pos	4.5109619192773796	5.204766750654613	4.988230223060457	5.132576842670009
G14T17g_pos	4.5109619192773796	5.204766750654613	4.988230223060457	5.132576842670009
G14T18g_pos	4.5109619192773796	5.204766750654613	4.988230223060457	5.132576842670009
G14T19g_pos	4.5109619192773796	5.204766750654613	4.988230223060457	5.132576842670009
G14T20g_pos	4.5109619192773796	5.204766750654613	4.988230223060457	5.132576842670009
G14T21g_pos	4.5109619192773796	5.204766750654613	4.988230223060457	5.132576842670009
G14T2g_pos	4.5109619192773796	5.204766750654613	4.988230223060457	5.132576842670009
G14T3g_pos	4.5109619192773796	5.204766750654613	4.988230223060457	5.132576842670009
G14T4g_pos	4.5109619192773796	5.204766750654613	4.988230223060457	5.132576842670009
G14T5g_pos	4.5109619192773796	5.204766750654613	4.988230223060457	5.132576842670009
G14T6g_pos	4.5109619192773796	5.204766750654613	4.988230223060457	5.132576842670009
G14T7g_pos	4.5109619192773796	5.204766750654613	4.988230223060457	5.132576842670009
G14T8g_pos	4.5109619192773796	5.204766750654613	4.988230223060457	5.132576842670009
G14T9g_pos	4.5109619192773796	5.204766750654613	4.988230223060457	5.132576842670009
G14Tg_pos	4.5109619192773796	5.204766750654613	4.988230223060457	5.132576842670009
G16MT_L_pos	0.0	0.0	0.0	0.0
G16MT_U_pos	0.0	0.0	0.0	0.0
G1M6MASNB1terg_pos	0.0	0.0	0.0	0.0
G1M7MASNBterg_pos	0.0	0.0	0.0	0.0
G1M7MASNCterg_pos	0.0	0.0	0.0	0.0
G1M8MASNterg_pos	0.0	0.0	0.0	0.0
G1PTT_pos	0.0	0.0	0.0	0.0
G2M8MASNterg_pos	0.0	0.0	0.0	0.0
G3M8MASNterg_pos	0.0	0.0	0.0	0.0
G3PD1_pos	7.203690587077789	8.525873120357806	7.57349571549561	8.783489394889259
G3PD1_neg	7.203690587077789	8.525873120357806	7.57349571549561	8.783489394889259
G3PD2m_pos	3.2357270598380583	4.537296067090842	3.777156666004501	4.599912842187128
G5SADrm_pos	0.0	0.0	0.0	0.0
G5SADrm_neg	0.0	0.0	0.0	0.0
G5SADs_pos	0.0	0.0	0.0	0.0
G5SDym_pos	0.5753123306874368	1.2141248053528475	0.47508488294878287	1.2570106182060237
G6PDA_pos	3.615887073916057	4.253232938538032	3.538538163629804	4.597531174224212
G6PDH1rer_pos	7.132885253625162	7.293701542080735	7.4297833205085055	7.1289738348798
G6PDH1rer_neg	7.132885253625162	7.293701542080735	7.4297833205085055	7.1289738348798
G6PDH2r_pos	0.0	0.0	0.0	0.0
G6PDH2r_neg	0.0	0.0	0.0	0.0
G6PDH2rer_pos	7.132885253625162	7.293701542080735	7.4297833205085055	7.1289738348798
G6PDH2rer_neg	7.132885253625162	7.293701542080735	7.4297833205085055	7.1289738348798
G6PPer_pos	7.200162973999702	7.505335207324615	7.196134880765161	7.534964249804655
G6Pter_pos	6.198690585668918	7.19110857878688	6.767522386228545	7.053002695694355
G6Pter_neg	6.198690585668918	7.19110857878688	6.767522386228545	7.053002695694355
GABAVESSEC_pos	0.0	0.0	0.0	0.0
GACMTRc_pos	7.364047083607321	8.153095971734592	7.577051109735152	8.0348539737321
GACMTRc_neg	7.364047083607321	8.153095971734592	7.577051109735152	8.0348539737321
GACPAILter_pos	0.0	0.0	0.0	0.0
GAL3ST11_pos	0.4005379295837288	3.723558561472103	1.2265085298086797	3.3687683490903346
GAL3ST12_pos	0.4005379295837288	3.723558561472103	1.2265085298086797	3.3687683490903346
GALACGLCGALGBSIDEte_pos	0.0	0.0	0.0	0.0
GALACGLCGALGBSIDEte_neg	0.0	0.0	0.0	0.0
GALACGLCGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
GALACGLCGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
GALASE10ly_pos	5.350232021411745	6.045049740837989	5.580220874125845	6.026357446963839
GALASE11ly_pos	5.350232021411745	6.045049740837989	5.580220874125845	6.026357446963839
GALASE12ly_pos	5.350232021411745	6.045049740837989	5.580220874125845	6.026357446963839
GALASE13ly_pos	5.350232021411745	6.045049740837989	5.580220874125845	6.026357446963839
GALASE14ly_pos	5.350232021411745	6.045049740837989	5.580220874125845	6.026357446963839
GALASE15ly_pos	5.350232021411745	6.045049740837989	5.580220874125845	6.026357446963839
GALASE16ly_pos	5.350232021411745	6.045049740837989	5.580220874125845	6.026357446963839
GALASE17ly_pos	5.350232021411745	6.045049740837989	5.580220874125845	6.026357446963839
GALASE18ly_pos	5.350232021411745	6.045049740837989	5.580220874125845	6.026357446963839
GALASE19ly_pos	5.350232021411745	6.045049740837989	5.580220874125845	6.026357446963839
GALASE1ly_pos	5.350232021411745	6.045049740837989	5.580220874125845	6.026357446963839
GALASE20ly_pos	5.350232021411745	6.045049740837989	5.580220874125845	6.026357446963839
GALASE3ly_pos	5.350232021411745	6.045049740837989	5.580220874125845	6.026357446963839
GALASE4ly_pos	5.350232021411745	6.045049740837989	5.580220874125845	6.026357446963839
GALASE5ly_pos	5.350232021411745	6.045049740837989	5.580220874125845	6.026357446963839
GALASE6ly_pos	5.350232021411745	6.045049740837989	5.580220874125845	6.026357446963839
GALASE7ly_pos	5.350232021411745	6.045049740837989	5.580220874125845	6.026357446963839
GALASE8ly_pos	5.350232021411745	6.045049740837989	5.580220874125845	6.026357446963839
