	Treg_Lymph_Treg7_L1
ABTArm_pos	20839.326165416016
ABTD_neg	5302.927315737028
ABTD_pos	9.162261640067122
ABTti_pos	5302.927315737028
ABUTD_pos	23717.29551526888
ABUTt2rL_neg	0.0
ABUTt2rL_pos	0.0
ABUTt2r_neg	1768.0350356793213
ABUTt2r_pos	1697.1784842438458
ABUTt4_2_r_neg	1697.1784842438458
ABUTt4_2_r_pos	1768.0350356793213
ACACT10m_neg	24769.1763075052
ACACT10m_pos	20692.801880257277
ACACT1r_neg	19559.512865982044
ACACT1r_pos	31636.934574278122
ACACT1rm_pos	15428.284588279996
ACACT1x_pos	20766.2715182559
ACACT4p_pos	44737.15872015388
ACACT5p_pos	44737.15872015391
ACACT6p_pos	44737.15872015391
ACACT7p_pos	43103.14599490636
ACACT8p_pos	0.0
ACACT9p_pos	0.0
ACACt2_neg	2088.605752555749
ACACt2_pos	2088.605752555749
ACACt2m_neg	2850.0
ACACt2m_pos	2850.0
ACACtx_neg	10150.997579651077
ACACtx_pos	0.0
ACALDt_neg	8062.4450300544395
ACALDt_pos	7.157322815433046
ACALDtm_neg	14625.569726805348
ACALDtm_pos	0.0
ACALDtr_neg	0.0
ACALDtr_pos	72836.21789359505
ACALDtx_neg	0.0
ACALDtx_pos	14.584990595801424
ACCOAC_pos	6694.494176237096
ACCOACm_pos	7010.224806142789
ACCOAL_pos	5740.70520360903
ACCOALm_pos	9284.122500359403
ACCOAgt_neg	0.0
ACCOAgt_pos	29442.920352687506
ACCOAtn_neg	5700.0
ACCOAtn_pos	5700.0
ACCOAtr_neg	4063.4998985397424
ACCOAtr_pos	4063.4998985397424
ACETONEt2_neg	17563.560551609426
ACETONEt2_pos	8.479834462093747
ACETONEt2m_neg	17563.56055160942
ACETONEt2m_pos	0.0
ACGAGBSIDEtg_neg	15049.193690162174
ACGAGBSIDEtg_pos	0.0
ACGAGBSIDEtl_neg	0.0
ACGAGBSIDEtl_pos	15049.193690162172
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_neg	12818.781452219782
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_pos	12818.781452219779
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	12161.80350150602
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	12161.803501506012
ACGALK2_pos	660.8374574264457
ACGALK_pos	658.4138763536749
ACGALtlg_neg	1208.3549151849502
ACGALtlg_pos	0.0
ACGALtly_pos	658.413876353675
ACGAM2E_neg	6071.521721843801
ACGAM2E_pos	41979.98351058686
ACGAM6PSi_pos	6983.887095940362
ACGAMK_pos	6071.521721843799
ACGAMPM_neg	0.0
ACGAMPM_pos	6071.521721843799
ACGAMtly_pos	2850.0
ACGBGBSIDEtg_neg	1208.3549151849502
ACGBGBSIDEtg_pos	0.0
ACGBGBSIDEtl_neg	0.0
ACGBGBSIDEtl_pos	1208.35491518495
ACGPID_pos	54.91676538577328
ACGSm_pos	0.0
ACHEe_pos	10025.488590196195
ACHVESSEC_pos	6331.024263638095
ACHtn_neg	5700.0
ACHtn_pos	5700.0
ACITL_pos	13076.436547481879
ACN13ACNGALGBSIDEte_neg	0.0
ACN13ACNGALGBSIDEte_pos	15997.293308296268
ACN13ACNGALGBSIDEtg_neg	15997.293308296277
ACN13ACNGALGBSIDEtg_pos	0.0
ACN23ACNGALGBSIDEte_neg	0.0
ACN23ACNGALGBSIDEte_pos	15997.293308296268
ACN23ACNGALGBSIDEtg_neg	15997.293308296268
ACN23ACNGALGBSIDEtg_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_neg	18111.043028718344
ACNACNGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_pos	18111.04302871835
ACNACNGALGBSIDEte_neg	0.0
ACNACNGALGBSIDEte_pos	15961.558628750876
ACNACNGALGBSIDEtg_neg	15961.558628750885
ACNACNGALGBSIDEtg_pos	0.0
ACNAM9PL2_pos	10975.17832387111
ACNAM9PL_pos	11234.79208295607
ACNAMPH_pos	11234.79208295607
ACNAMlt_neg	24467.67541947361
ACNAMlt_pos	0.0
ACNAMtn_pos	8819.025111025785
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_neg	14390.884638383355
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	14390.884638383372
ACNMLr_neg	28950.44884169919
ACNMLr_pos	11234.792082956064
ACOAD10m_pos	2850.0
ACOAD1fm_pos	37579.468322799825
ACOAD8m_pos	2850.0
ACOAD9m_pos	24730.439066316143
ACOAHi_pos	6867.292168974586
ACOAO7p_pos	37876.79269146969
ACOATA_neg	0.0
ACOATA_pos	0.0
ACODA_pos	0.0
ACONT_neg	2850.0
ACONT_pos	2850.0
ACONTm_neg	2850.0
ACONTm_pos	2850.0
ACOX22x_pos	93986.32975484132
ACOX2x_pos	85275.76443951068
ACP1_FMN__pos	5691.992756178134
ACRNtm_pos	9194.836146149082
ACS2_pos	6898.599656296313
ACSOMT_pos	0.0
ACSRTNMT_pos	0.0
ACS_pos	6867.292168974586
ACSm_pos	9224.15803911629
ACTLMO_pos	6309.3537354473665
ACTNMO_pos	25420.17592563016
ACYP_pos	4728.411456892956
ACt2m_neg	10101.200172711588
ACt2m_pos	9974.512424944687
ACt2r_neg	2097.09411464016
ACt2r_pos	2097.09411464016
ACtg_neg	0.0
ACtg_pos	0.0
ADA_pos	10101.403844899787
ADAe_pos	10907.375690550693
ADCim_pos	17563.560551609422
ADEt_neg	6939.089039244
ADEt_pos	37546.51348866692
ADEtl_neg	0.0
ADEtl_pos	0.0
ADHAPtx_neg	0.0
ADHAPtx_pos	0.0
ADK1_neg	1977.7426818462486
ADK1_pos	1977.7426818462486
ADK1m_neg	2850.0
ADK1m_pos	2850.0
ADK3_neg	1977.7426818462486
ADK3_pos	1977.7426818462486
ADK3m_neg	2850.0
ADK3m_pos	2850.0
ADKd_neg	1937.729258445261
ADKd_pos	1977.7426818462486
ADMDC_pos	21111.894483530068
ADNCYC_pos	6112.039288634286
ADNK1_pos	5264.306890509843
ADNK1m_pos	3646.393981872308
ADNK3_pos	5975.493193387279
ADNK4_pos	5975.589855336551
ADNt4_pos	506.52619058205454
ADNt5le_pos	1580.6069823305556
ADNt_neg	506.52619058205454
ADNt_pos	1206.5999413523373
ADNtl_neg	0.0
ADNtl_pos	0.0
ADNtm_neg	10869.584855563657
ADNtm_pos	13758.406676665056
ADPACDAc_pos	13532.515986954746
ADPACTD_neg	0.0
ADPACTD_pos	13532.51598695475
ADPCOACROT_neg	13532.515986954748
ADPCOACROT_pos	91501.55685625554
ADPCOAPTE_pos	13532.515986954748
ADPGLC_pos	0.0
ADPMAN_pos	0.0
ADPRDP_pos	13268.821946757265
ADPRDPm_pos	0.0
ADPRIBt_pos	23.46966810205246
ADPT_pos	7182.2751137662335
ADPtx_neg	2850.0
ADPtx_pos	2850.0
ADRNCOAtx_neg	18.354280594347653
ADRNCOAtx_pos	23446.914832981667
ADRNCPT1_pos	709.2869360511423
ADRNCPT2_pos	709.2869360511423
ADRNCRNt_pos	709.2869360511423
ADRNLPVESSEC_pos	48386.63966152798
ADRNt_neg	1708.8525225754104
ADRNt_pos	1586.7322204101092
ADSELK_pos	0.0
ADSK_pos	5084.618356189774
ADSL1_pos	14807.894370372624
ADSL2_pos	34486.74203906154
ADSS_pos	14807.894370372624
AFLATOXINte_neg	0.0
AFLATOXINte_pos	7.614894892835106
AG13T10g_pos	14792.01798022058
AG13T11g_pos	14792.01798022058
AG13T12g_pos	14792.01798022058
AG13T13g_pos	14792.01798022058
AG13T14g_pos	14792.01798022058
AG13T15g_pos	14792.01798022058
AG13T16g_pos	10338.844947348703
AG13T17g_pos	10338.844947348703
AG13T18g_pos	10338.844947348703
AG13T1g_pos	10392.082490134506
AG13T2g_pos	10392.082490134506
AG13T3g_pos	10392.082490134506
AG13T4g_pos	14792.017980220577
AG13T5g_pos	14792.017980220577
AG13T6g_pos	14792.017980220577
AG13T7g_pos	14792.017980220577
AG13T8g_pos	14792.017980220577
AG13T9g_pos	14792.017980220577
AGDC_pos	6983.887095940362
AGLPC_pos	0.0
AGLPED_pos	0.0
AGLPET_pos	0.0
AGLPH_pos	0.0
AGLPR_pos	0.0
AGLPT_pos	0.0
AGMTm_pos	46018.09746846255
AGPAT1_pos	17428.257900185225
AGPRim_pos	0.0
AGPSx_pos	0.0
AGPex_neg	0.0
AGPex_pos	0.0
AGTim_pos	12329.575640685855
AGTix_pos	16571.94988887165
AHANDROSTANGLCte_pos	0.0
AHANDROSTANGLCtr_neg	0.0
AHANDROSTANGLCtr_pos	0.0
AHCYStd_neg	2850.0
AHCYStd_pos	2850.0000000000005
AHCYSte_neg	34100.646510844046
AHCYSte_pos	13424.128614820374
AHCYStn_neg	0.0
AHCYStn_pos	0.0
AHCYStr_neg	6634.328047591976
AHCYStr_pos	0.0
AHC_neg	0.0
AHC_pos	12642.353210709367
AHEXASE2ly_pos	23528.032004361346
AHEXASEly_pos	24157.99843251111
AICART_neg	18091.63094490335
AICART_pos	16971.879995402076
AICARte_neg	18091.630944903354
AICARte_pos	16971.879995402076
AIRCr_neg	0.0
AIRCr_pos	34486.74203906153
AK2LGCHOLt_neg	7.94762923837709
AK2LGCHOLt_pos	11215.03373243661
AKGDm_pos	18760.636243384364
AKGMALtm_neg	2850.0
AKGMALtm_pos	2850.0
AKGt4_3_neg	2126.263683506343
AKGt4_3_pos	2920.2652732639112
AKGtp_neg	0.0
AKGtp_pos	77.57445119650465
AKR1C1_pos	79940.32833684029
AKR1C41_pos	2327.3130776720027
AKR1C42_pos	2327.3130776720027
AKR1D2_pos	94877.85342911829
AKR1D_pos	15848.707347356501
ALA-DTDe_pos	1396.507621850349
ALAALACNc_neg	0.0
ALAALACNc_pos	9603.691784036664
ALAALAPEPT1tc_pos	9603.691784036664
ALAASNNaEx_pos	516.0850110874509
ALAATB0tc_pos	1824.154447684726
ALACYSNaEx_pos	515.763188467212
ALADGLNexR_neg	425.15657076877164
ALADGLNexR_pos	425.15657076877164
ALADGLYexR_neg	425.15657076877164
ALADGLYexR_pos	425.15657076877164
ALAGLNNaEx_pos	477.5944922784852
ALAGLNexR_neg	410.06423853423587
ALAGLNexR_pos	410.06423853423587
ALAGLYexR_neg	404.56228932433294
ALAGLYexR_pos	404.56228932433294
ALAR_neg	3.1077773679732035
ALAR_pos	5228.906836187783
ALASERNaEx_pos	515.763188467212
ALASm_pos	2850.0
ALATA_L_neg	6007.182397635339
ALATA_L_pos	4753.124966934143
ALATHRNaEx_pos	515.763188467212
ALAt2rL_neg	0.0
ALAt2rL_pos	0.0
ALAt2r_neg	758.8456670109267
ALAt2r_pos	983.5523505247195
ALAt4_pos	706.0726585498404
ALAtN1_neg	1457.8398506987871
ALAtN1_pos	1904.8303001544898
ALAyLATthc_pos	758.8456670109267
ALCD1_neg	7411.187881156557
ALCD1_pos	15.684184217539642
ALCD21_D_pos	1175.4651689541156
ALCD21_L_pos	2361.1903596251695
ALCD22_D_pos	1652.4725297571895
ALCD22_L_pos	2361.1903596251695
ALCD2if_pos	7.09213154056071
ALCD2yf_pos	6.538545715312937
ALDD20x_pos	0.0
ALDD20xm_pos	0.0
ALDD21_pos	77.57445119650467
ALDD2x_pos	10680.355989292904
ALDD2xm_pos	14625.569726805348
ALDD2y_pos	10307.450473644269
ALDSTRNte_neg	0.0
ALDSTRNte_pos	71124.9272404604
ALDSTRNtm_neg	71124.92724046043
ALDSTRNtm_pos	0.0
ALKP_pos	0.0
ALOX12R_pos	0.0
ALOX12_pos	0.0
ALOX15_pos	0.0
ALOX52_pos	3878.705731537014
ALOX5_pos	130.66513456459856
ALR2_pos	2361.1903596251695
ALR3_pos	2361.1903596251695
AMACR2p_pos	29581.03622726477
AMACR2r_pos	0.0
AMACRp_pos	85275.76443951068
AMACRr_pos	0.0
AMANK_pos	11234.79208295607
AMCOXO_pos	76.50915261367115
AMETr_neg	0.0
AMETr_pos	6634.3280475919755
AMETt2m_neg	2850.0
AMETt2m_pos	2850.0
AMETtd_neg	2850.0
AMETtd_pos	2850.0000000000005
AMETtn_neg	0.0
AMETtn_pos	0.0
AMPDA_pos	10222.363325343984
AMPTASECG_pos	11693.468867126734
AMPTASECGe_pos	15362.96827699937
AMPtp_neg	2850.0
AMPtp_pos	2850.0
AMPtr_neg	0.0
AMPtr_pos	0.0
AMY1e_pos	10.941417860896173
AMY2e_pos	10.941417860896173
ANDRSTRNGLCte_pos	93113.51311866356
ANDRSTRNGLCtr_neg	93113.51311866361
ANDRSTRNGLCtr_pos	0.0
ANDRSTRNte_neg	75075.27556609648
ANDRSTRNte_pos	19.50215116521492
ANDRSTRNtr_neg	19.502151165214915
ANDRSTRNtr_pos	75075.27556609649
ANTHte_neg	13.877437203943487
ANTHte_pos	2850.0
ANTIPYRENEte_neg	0.0
ANTIPYRENEte_pos	8.675381629002167
AOBUTDsm_pos	17731.93622495429
AP4AH1_pos	0.0
APAT2rm_neg	24347.105800338515
APAT2rm_pos	19896.542830744835
APNNOXte_neg	7.614894892835108
APNNOXte_pos	0.0
APOCF_pos	9787.682649148617
APOCFm_pos	11385.902434386857
APOC_LYS_BTNP_pos	9787.682649148617
APOC_LYS_BTNPm_pos	11385.902434386857
APPNNte_neg	0.0
APPNNte_pos	7.614894892835108
APRGSTRNte_neg	79940.32833684044
APRGSTRNte_pos	0.0
APRTO2_pos	0.0
AQCOBALt_pos	0.0
ARABR_pos	5.969632504601284
ARAB_Lt_neg	0.0
ARAB_Lt_pos	5.969632504601284
ARACHCOAtx_neg	50516.31155185817
ARACHCOAtx_pos	18970.83985391499
ARACHCPT1_pos	27193.836236352825
ARACHCPT2_pos	27193.836236352825
ARACHCRNt_pos	27193.836236352825
ARACHDCOAtx_neg	6497.197962895823
ARACHDCOAtx_pos	379.7570702083142
ARACHDt2_neg	1282.4529012323483
ARACHDt2_pos	1160.332599067047
ARACHDtr_neg	2850.0
ARACHDtr_pos	2850.0
ARACHFATPc_pos	8287.63502822146
ARACHt_neg	1708.8525225754104
ARACHt_pos	1586.7322204101092
ARGATB0tc_pos	1949.7543867839572
ARGDCm_pos	46018.09746846255
ARGLYSex_pos	437.6356065147678
ARGN_pos	29029.034948411998
ARGNm_pos	29850.916326356037
ARGSL_neg	0.0
ARGSL_pos	23918.751321261938
ARGSS_pos	23918.75132126193
ARGt4_pos	1553.3658680024591
ARGtiDF_pos	571.7461167816092
ARGtm_neg	3523.033871007328
ARGtm_pos	2850.0
ARSA_pos	47428.36039460303
ARTCOAL1_pos	7686.328160482463
ARTCOAL2_pos	7686.328160482465
ARTCOAL3_pos	7686.328160482463
ASAH1_pos	51856.75876241943
ASCBOX_pos	18715.974622192487
ASCBSVCTtc_pos	5414.107423883036
ASCBt4_neg	1082.137390877093
ASCBt4_pos	1477.3943512201738
ASCBt_neg	1477.3943512201738
ASCBt_pos	1355.2740490548726
ASNALANaEx_pos	516.0850110874509
ASNATB0tc_pos	1862.6449664936918
ASNCYSNaEx_pos	516.0850110874509
ASNGLNNaEx_pos	516.0850110874509
ASNNm_pos	15779.198965986416
ASNPHELAT2tc_pos	301.04425907596544
ASNS1_pos	12637.415121766944
ASNSERNaEx_pos	516.0850110874509
ASNTHRNaEx_pos	516.0850110874509
ASNt4_pos	657.4774780081934
ASNtN1_neg	1458.5370177426046
ASNtN1_pos	1855.5379525690255
ASNtm_pos	15779.198965986416
ASP1DC_pos	12932.907670452842
ASPCTr_neg	0.0
ASPCTr_pos	29401.540308971635
ASPDTDe_neg	16.43268864709459
ASPDTDe_pos	3186.8156851198555
ASPDt6_pos	3186.8156851198555
ASPDxt_neg	16.43268864709459
ASPDxt_pos	0.0
ASPGLUm_pos	8657.827125512258
ASPNATm_pos	17360.664954955842
ASPPROASCT1_pos	1877.0969382030542
ASPTA_neg	8804.552114541351
ASPTA_pos	9160.92635506396
ASPTAm_neg	9143.45540561518
ASPTAm_pos	19121.340269751923
ASPt6_pos	3186.8156851198555
ASPte_pos	1877.0969382030542
ATP1ter_neg	0.0
ATP1ter_pos	8662.299708085868
ATP2ter_neg	5797.200757313875
ATP2ter_pos	5797.200757313875
ATPH1e_pos	25327.39392845116
ATPH2e_pos	3.271731495320189
ATPS4m_pos	3896.9670998774936
ATPasel_pos	30597.19438832328
ATPtm_pos	3076.7230720468597
ATPtn_neg	0.0
ATPtn_pos	11291.254117178769
ATPtx_neg	2850.0
ATPtx_pos	2850.0
AVITE1t_pos	5913.766230869084
AVITE2t_pos	2.8499999999999996
A_MANASE_pos	0.0
A_MANASEly_pos	23919.990078645023
Asn_X_Ser_Thrtr_neg	23473.89447428189
Asn_X_Ser_Thrtr_pos	0.0
B3GALT3g_pos	15351.692809518228
B3GALT41g_pos	18176.761060693327
B3GALT42g_pos	18952.533163827666
B3GALT43g_pos	19528.835218403037
B3GALT44g_pos	20229.79516187949
B3GALT5g_pos	13700.719670558008
B3GALTg_pos	15323.831061900264
B3GNT11g_pos	13107.36847853485
B3GNT12g_pos	11705.434398983123
B3GNT310g_pos	15215.608346229952
B3GNT311g_pos	12818.78145221978
B3GNT312g_pos	13107.368478534847
B3GNT313g_pos	12161.803501506012
B3GNT314g_pos	10963.521159542099
B3GNT315g_pos	11705.434398983116
B3GNT31g_pos	12483.279736065693
B3GNT32g_pos	12483.279736065693
B3GNT33g_pos	12483.279736065693
B3GNT34g_pos	12796.830577530123
B3GNT35g_pos	12796.830577530123
B3GNT36g_pos	1208.3549151849502
B3GNT37g_pos	18215.911304349273
B3GNT39g_pos	40286.46667117495
B3GNT51g_pos	15215.608346229954
BAAT1x_pos	5700.0
BAAT2x_pos	4910.58718143622
BAAT3x_pos	29581.03622726477
BAAT4x_pos	5700.0
BACCL_pos	9787.682649148617
BACCLm_pos	11385.902434386857
BALABETAtc_pos	1742.2278441361905
BALAPAT1tc_pos	1916.4855333841201
BALAVECSEC_pos	6205.846422383939
BALAtmr_neg	24347.105800338508
BALAtmr_pos	19896.54283074483
BAMPPALDOX_pos	46950.96357809759
BAMPPALDOXm_pos	0.0
BBHOX_pos	0.0
BCDO_pos	15.326903880286126
BCRNe_pos	18188.678858185976
BDG2HCGHD_pos	0.0
BDHm_neg	15099.625401775154
