	Tcon_Spleen_Tcon4_L2
ADNtm_pos	14099.591449197447
ADPACDAc_pos	13617.79128121271
ADPACTD_neg	0.0
ADPACTD_pos	13617.791281212709
ADPCOACROT_neg	13617.791281212709
ADPCOACROT_pos	91814.290238751
ADPCOAPTE_pos	13617.791281212707
ADPGLC_pos	0.0
ADPMAN_pos	0.0
ADPRDP_pos	13154.649417054838
ADPRDPm_pos	0.0
ADPRIBt_pos	24.46981680534355
ADPT_pos	7146.915609846966
ADPtx_neg	2850.0
ADPtx_pos	2850.0
ADRNCOAtx_neg	18.34954724929714
ADRNCOAtx_pos	23934.816755271127
ADRNCPT1_pos	713.3150730933681
ADRNCPT2_pos	713.3150730933681
ADRNCRNt_pos	713.3150730933681
ADRNLPVESSEC_pos	48981.96053818904
ADRNt_neg	1710.783872591175
ADRNt_pos	1556.5525658836605
ADSELK_pos	0.0
ADSK_pos	5090.416726450148
ADSL1_pos	15394.19069435725
ADSL2_pos	34552.08091223575
ADSS_pos	15394.19069435725
AFLATOXINte_neg	0.0
AFLATOXINte_pos	7.622301094678164
AG13T10g_pos	14909.276616439209
AG13T11g_pos	14909.276616439209
AG13T12g_pos	14909.276616439209
AG13T13g_pos	14909.276616439209
AG13T14g_pos	14909.276616439209
AG13T15g_pos	14909.276616439209
AG13T16g_pos	10417.303421911676
AG13T17g_pos	10417.303421911676
AG13T18g_pos	10417.303421911676
AG13T1g_pos	10478.477919555533
AG13T2g_pos	10478.477919555533
AG13T3g_pos	10478.477919555533
AG13T4g_pos	14909.276616439205
AG13T5g_pos	14909.276616439205
AG13T6g_pos	14909.276616439205
AG13T7g_pos	14909.276616439205
AG13T8g_pos	14909.276616439205
AG13T9g_pos	14909.276616439205
AGDC_pos	6892.107979933787
AGLPC_pos	0.0
AGLPED_pos	0.0
AGLPET_pos	0.0
AGLPH_pos	0.0
AGLPR_pos	0.0
AGLPT_pos	0.0
AGMTm_pos	46128.96919733459
AGPAT1_pos	17463.901684514713
AGPRim_pos	0.0
AGPSx_pos	0.0
AGPex_neg	0.0
AGPex_pos	0.0
AGTim_pos	12373.173137547117
AGTix_pos	16753.78191179791
AHANDROSTANGLCte_pos	0.0
AHANDROSTANGLCtr_neg	0.0
AHANDROSTANGLCtr_pos	0.0
AHCYStd_neg	2850.0
AHCYStd_pos	2850.0000000000005
AHCYSte_neg	34278.62367505003
AHCYSte_pos	13600.148872222819
AHCYStn_neg	0.0
AHCYStn_pos	0.0
AHCYStr_neg	6650.439332474779
AHCYStr_pos	0.0
AHC_neg	0.0
AHC_pos	12832.907591219902
AHEXASE2ly_pos	23651.852662006575
AHEXASEly_pos	24285.539606240454
AICART_neg	18307.462152661374
AICART_pos	16991.515268924755
AICARte_neg	18307.462152661374
AICARte_pos	16991.515268924755
AIRCr_neg	0.0
AIRCr_pos	34552.08091223575
AK2LGCHOLt_neg	7.987392971802574
AK2LGCHOLt_pos	11071.44944378339
AKGDm_pos	18945.14253578245
AKGMALtm_neg	2850.0
AKGMALtm_pos	2850.0
AKGt4_3_neg	2133.0527650526483
AKGt4_3_pos	2949.9811651471828
AKGtp_neg	0.0
AKGtp_pos	77.98274607869193
AKR1C1_pos	79155.799222738
AKR1C41_pos	2334.066609014839
AKR1C42_pos	2334.066609014839
AKR1D2_pos	94602.53807461768
AKR1D_pos	15669.76028100441
ALA-DTDe_pos	1394.2825446307252
ALAALACNc_neg	0.0
ALAALACNc_pos	9625.457605907233
ALAALAPEPT1tc_pos	9625.457605907233
ALAASNNaEx_pos	562.0491271119948
ALAATB0tc_pos	1909.6387191780384
ALACYSNaEx_pos	561.7637081378402
ALADGLNexR_neg	449.87824064761355
ALADGLNexR_pos	449.87824064761355
ALADGLYexR_neg	449.87824064761355
ALADGLYexR_pos	449.87824064761355
ALAGLNNaEx_pos	525.2687928692856
ALAGLNexR_neg	430.82569400187174
ALAGLNexR_pos	430.82569400187174
ALAGLYexR_neg	424.3814599155255
ALAGLYexR_pos	424.3814599155255
ALAR_neg	3.125398604269936
ALAR_pos	5203.805721113451
ALASERNaEx_pos	561.7637081378402
ALASm_pos	2850.0
ALATA_L_neg	6051.996454699061
ALATA_L_pos	4900.584918900984
ALATHRNaEx_pos	561.7637081378402
ALAt2rL_neg	0.0
ALAt2rL_pos	0.0
ALAt2r_neg	701.0152080615032
ALAt2r_pos	827.8193299617249
ALAt4_pos	735.9300571799977
ALAtN1_neg	1501.7888329771931
ALAtN1_pos	1870.5196499553854
ALAyLATthc_pos	701.0152080615032
ALCD1_neg	7744.488569065191
ALCD1_pos	16.01552679206643
ALCD21_D_pos	1348.4821717992147
ALCD21_L_pos	2708.892878016673
ALCD22_D_pos	1769.200925049855
ALCD22_L_pos	2708.892878016673
ALCD2if_pos	7.264689460215135
ALCD2yf_pos	6.568814592551645
ALDD20x_pos	0.0
ALDD20xm_pos	0.0
ALDD21_pos	77.98274607869193
ALDD2x_pos	10444.030685612126
ALDD2xm_pos	14563.866912443707
ALDD2y_pos	10014.162009390002
ALDSTRNte_neg	0.0
ALDSTRNte_pos	70729.32684320417
ALDSTRNtm_neg	70729.32684320414
ALDSTRNtm_pos	0.0
ALKP_pos	0.0
ALOX12R_pos	0.0
ALOX12_pos	0.0
ALOX15_pos	0.0
ALOX52_pos	3933.815840308562
ALOX5_pos	131.93451397878883
ALR2_pos	2708.892878016673
ALR3_pos	2708.892878016673
AMACR2p_pos	29655.476948831896
AMACR2r_pos	0.0
AMACRp_pos	85002.10043359471
AMACRr_pos	0.0
AMANK_pos	11332.70011668127
AMCOXO_pos	77.4879867089369
AMETr_neg	0.0
AMETr_pos	6650.439332474778
AMETt2m_neg	2850.0
AMETt2m_pos	2850.0
AMETtd_neg	2850.0
AMETtd_pos	2850.0000000000005
AMETtn_neg	0.0
AMETtn_pos	0.0
AMPDA_pos	10249.481715009437
AMPTASECG_pos	11653.855605531699
AMPTASECGe_pos	15473.437073939365
AMPtp_neg	2850.0
AMPtp_pos	2850.0
AMPtr_neg	0.0
AMPtr_pos	0.0
AMY1e_pos	13.142617235184982
AMY2e_pos	13.142617235184982
ANDRSTRNGLCte_pos	93003.03357546729
ANDRSTRNGLCtr_neg	93003.03357546727
ANDRSTRNGLCtr_pos	0.0
ANDRSTRNte_neg	74652.82495740271
ANDRSTRNte_pos	19.832373215610417
ANDRSTRNtr_neg	19.832373215610417
ANDRSTRNtr_pos	74652.82495740271
ANTHte_neg	14.222379376707083
ANTHte_pos	2850.0
ANTIPYRENEte_neg	0.0
ANTIPYRENEte_pos	8.84859607460265
AOBUTDsm_pos	17775.966277574014
AP4AH1_pos	0.0
APAT2rm_neg	24412.33320972293
APAT2rm_pos	19994.25895772633
APNNOXte_neg	7.622301094678164
APNNOXte_pos	0.0
APOCF_pos	9860.028824666062
APOCFm_pos	11467.922493819819
APOC_LYS_BTNP_pos	9860.028824666062
APOC_LYS_BTNPm_pos	11467.922493819819
APPNNte_neg	0.0
APPNNte_pos	7.622301094678164
APRGSTRNte_neg	79155.79922273816
APRGSTRNte_pos	0.0
APRTO2_pos	0.0
AQCOBALt_pos	0.0
ARABR_pos	6.0110877482404375
ARAB_Lt_neg	0.0
ARAB_Lt_pos	6.0110877482404375
ARACHCOAtx_neg	50784.07572856711
ARACHCOAtx_pos	19214.82977968246
ARACHCPT1_pos	27268.560784500154
ARACHCPT2_pos	27268.560784500154
ARACHCRNt_pos	27268.560784500154
ARACHDCOAtx_neg	6548.79982225328
ARACHDCOAtx_pos	381.9091170562474
ARACHDt2_neg	1250.810055948511
ARACHDt2_pos	1096.5787492409966
ARACHDtr_neg	2850.0
ARACHDtr_pos	2850.0
ARACHFATPc_pos	8309.899121001552
ARACHt_neg	1710.783872591175
ARACHt_pos	1556.5525658836605
ARGATB0tc_pos	2051.5316711157116
ARGDCm_pos	46128.96919733459
ARGLYSex_pos	465.03407217082406
ARGN_pos	29429.060960300743
ARGNm_pos	29932.276831055653
ARGSL_neg	0.0
ARGSL_pos	24166.91310495353
ARGSS_pos	24166.913104953528
ARGt4_pos	1617.398441072734
ARGtiDF_pos	620.1587363477578
ARGtm_neg	3527.774905445178
ARGtm_pos	2850.0
ARSA_pos	47874.60714134402
ARTCOAL1_pos	7742.627405997634
ARTCOAL2_pos	7742.627405997634
ARTCOAL3_pos	7742.627405997634
ASAH1_pos	52189.30143286334
ASCBOX_pos	18878.081151872328
ASCBSVCTtc_pos	5488.928987608525
ASCBt4_neg	973.3777216683993
ASCBt4_pos	1506.7826319228027
ASCBt_neg	1506.7826319228027
ASCBt_pos	1352.5513252152882
ASNALANaEx_pos	562.0491271119948
ASNATB0tc_pos	1882.598054458206
ASNCYSNaEx_pos	562.0491271119948
ASNGLNNaEx_pos	562.0491271119948
ASNNm_pos	16081.893114793676
ASNPHELAT2tc_pos	312.20893729306863
ASNS1_pos	12862.812692671616
ASNSERNaEx_pos	562.0491271119948
ASNTHRNaEx_pos	562.0491271119948
ASNt4_pos	680.9544349129383
ASNtN1_neg	1501.8137423423366
ASNtN1_pos	1779.6579862730114
ASNtm_pos	16081.893114793676
ASP1DC_pos	13087.55137729622
ASPCTr_neg	0.0
ASPCTr_pos	29637.06626680332
ASPDTDe_neg	16.478844490452232
ASPDTDe_pos	3641.6651468089317
ASPDt6_pos	3641.6651468089317
ASPDxt_neg	16.478844490452232
ASPDxt_pos	0.0
ASPGLUm_pos	8679.945812156717
ASPNATm_pos	17881.183060970183
ASPPROASCT1_pos	1987.8966676716427
ASPTA_neg	8953.790113928706
ASPTA_pos	9190.106389050856
ASPTAm_neg	9172.586692538145
ASPTAm_pos	19320.438771283865
ASPt6_pos	3641.6651468089317
ASPte_pos	1987.8966676716427
ATP1ter_neg	0.0
ATP1ter_pos	8718.085906965303
ATP2ter_neg	5730.052366714673
ATP2ter_pos	5730.052366714673
ATPH1e_pos	25775.182663665237
ATPH2e_pos	3.298514907685301
ATPS4m_pos	3960.6275818453587
ATPasel_pos	31130.282236025763
ATPtm_pos	3067.516548138783
ATPtn_neg	0.0
ATPtn_pos	11308.701185962598
ATPtx_neg	2850.0
ATPtx_pos	2850.0
AVITE1t_pos	6058.954449210634
AVITE2t_pos	2.8499999999999996
A_MANASE_pos	0.0
A_MANASEly_pos	24053.249320038238
Asn_X_Ser_Thrtr_neg	23596.617186963038
Asn_X_Ser_Thrtr_pos	0.0
B3GALT3g_pos	15414.857302275299
B3GALT41g_pos	18220.518482646894
B3GALT42g_pos	18981.245462659455
B3GALT43g_pos	19533.106549916367
B3GALT44g_pos	20164.752381632683
B3GALT5g_pos	13796.246798137137
B3GALTg_pos	15398.143456485453
B3GNT11g_pos	13171.576179379696
B3GNT12g_pos	11753.80869789355
B3GNT310g_pos	15301.906970155344
B3GNT311g_pos	12888.146461064573
B3GNT312g_pos	13171.576179379696
B3GNT313g_pos	12218.162252536056
B3GNT314g_pos	11015.542446445856
B3GNT315g_pos	11753.808697893548
B3GNT31g_pos	12557.84240584096
B3GNT32g_pos	12557.84240584096
B3GNT33g_pos	12557.84240584096
B3GNT34g_pos	12874.90967464773
B3GNT35g_pos	12874.90967464773
B3GNT36g_pos	1213.9857659326804
B3GNT37g_pos	18252.207493301245
B3GNT39g_pos	40530.73048011278
B3GNT51g_pos	15301.906970155336
BAAT1x_pos	5700.0
BAAT2x_pos	4928.014729863877
BAAT3x_pos	29655.476948831896
BAAT4x_pos	5700.0
BACCL_pos	9860.028824666062
BACCLm_pos	11467.922493819819
BALABETAtc_pos	1832.9056491406923
BALAPAT1tc_pos	1840.4401674180617
BALAVECSEC_pos	6312.439289508429
BALAtmr_neg	24412.33320972292
BALAtmr_pos	19994.258957726335
BAMPPALDOX_pos	47370.86081669305
BAMPPALDOXm_pos	0.0
BBHOX_pos	0.0
BCDO_pos	15.391100414752568
BCRNe_pos	18260.972495301765
BDG2HCGHD_pos	0.0
BDHm_neg	15213.179678267921
