	WT.EPA.b_S127_L007_R1_001
EX_CE5853(e)_neg	5.465261055947476
EX_CE5853(e)_pos	5.339042428487013
EX_CE5854(e)_neg	5.465261055947476
EX_CE5854(e)_pos	5.339042428487013
EX_CE5867(e)_neg	4.75
EX_CE5867(e)_pos	4.75
EX_CE5868(e)_neg	4.75
EX_CE5868(e)_pos	4.75
EX_CE5869(e)_neg	4.75
EX_CE5869(e)_pos	4.75
EX_CLPND(e)_neg	12.738468639272924
EX_CLPND(e)_pos	385.3246587294348
EX_HC00001(e)_neg	0.0
EX_HC00001(e)_pos	0.0
EX_HC00002(e)_neg	0.0
EX_HC00002(e)_pos	0.0
EX_HC00003(e)_neg	0.0
EX_HC00003(e)_pos	0.0
EX_HC00004(e)_neg	0.0
EX_HC00004(e)_pos	0.0
EX_HC00229(e)_neg	4.274999999999999
EX_HC00229(e)_pos	3017.6636724869118
EX_HC00250(e)_neg	5.374895335556104
EX_HC00250(e)_pos	6841.69724959987
EX_HC00822(e)_neg	16.564136522496593
EX_HC00822(e)_pos	3.3249999999999993
EX_HC00955(e)_neg	0.0
EX_HC00955(e)_pos	0.0
EX_HC01104(e)_neg	3.5079487372407385
EX_HC01104(e)_pos	3.5079487372407385
EX_HC01361(e)_neg	4.720081385807819
EX_HC01361(e)_pos	6.726856372909728
EX_HC01440(e)_neg	0.0
EX_HC01440(e)_pos	0.0
EX_HC01441(e)_neg	0.0
EX_HC01441(e)_pos	0.0
EX_HC01444(e)_neg	9.487699454849928
EX_HC01444(e)_pos	4128.558378640438
EX_HC01446(e)_neg	0.0
EX_HC01446(e)_pos	0.0
EX_HC01577(e)_neg	0.0
EX_HC01577(e)_pos	0.0
EX_HC01609(e)_neg	9.62976962832017
EX_HC01609(e)_pos	9.62976962832017
EX_HC01610(e)_neg	9.62976962832017
EX_HC01610(e)_pos	9.62976962832017
EX_HC01700(e)_neg	0.0
EX_HC01700(e)_pos	0.0
EX_HC01787(e)_neg	0.0
EX_HC01787(e)_pos	0.0
EX_HC01852(e)_neg	0.0
EX_HC01852(e)_pos	0.0
EX_HC01939(e)_neg	0.0
EX_HC01939(e)_pos	0.0
EX_HC01942(e)_neg	0.0
EX_HC01942(e)_pos	0.0
EX_HC01943(e)_neg	0.0
EX_HC01943(e)_pos	0.0
EX_HC01944(e)_neg	0.0
EX_HC01944(e)_pos	0.0
EX_HC02154(e)_neg	0.0
EX_HC02154(e)_pos	0.0
EX_HC02160(e)_neg	0.0
EX_HC02160(e)_pos	0.0
EX_HC02161(e)_neg	0.0
EX_HC02161(e)_pos	0.0
EX_HC02172(e)_neg	0.0
EX_HC02172(e)_pos	0.0
EX_HC02175(e)_neg	0.0
EX_HC02175(e)_pos	0.0
EX_HC02176(e)_neg	7.472569861564405
EX_HC02176(e)_pos	0.0
EX_HC02179(e)_neg	0.0
EX_HC02179(e)_pos	0.0
EX_HC02180(e)_neg	0.0
EX_HC02180(e)_pos	0.0
EX_HC02187(e)_neg	0.0
EX_HC02187(e)_pos	0.0
EX_HC02191(e)_neg	0.0
EX_HC02191(e)_pos	0.0
EX_HC02192(e)_neg	0.0
EX_HC02192(e)_pos	0.0
EX_HC02193(e)_neg	0.0
EX_HC02193(e)_pos	0.0
EX_HC02194(e)_neg	0.0
EX_HC02194(e)_pos	0.0
EX_HC02195(e)_neg	0.0
EX_HC02195(e)_pos	0.0
EX_HC02196(e)_neg	0.0
EX_HC02196(e)_pos	0.0
EX_HC02197(e)_neg	0.0
EX_HC02197(e)_pos	0.0
EX_HC02198(e)_neg	0.0
EX_HC02198(e)_pos	0.0
EX_HC02199(e)_neg	0.0
EX_HC02199(e)_pos	0.0
EX_HC02200(e)_neg	0.0
EX_HC02200(e)_pos	0.0
EX_HC02201(e)_neg	0.0
EX_HC02201(e)_pos	0.0
EX_HC02202(e)_neg	3.1554500346094247
EX_HC02202(e)_pos	11.41600596911091
EX_HC02203(e)_neg	3.1554500346094247
EX_HC02203(e)_pos	13.297013250306398
EX_HC02204(e)_neg	3.1554500346094247
EX_HC02204(e)_pos	13.11600596911091
EX_HC02205(e)_neg	3.1554500346094247
EX_HC02205(e)_pos	11.597013250306398
EX_HC02206(e)_neg	3.1554500346094247
EX_HC02206(e)_pos	11.26600596911091
EX_HC02207(e)_neg	3.1554500346094247
EX_HC02207(e)_pos	11.447013250306398
EX_HC02208(e)_neg	0.0
EX_HC02208(e)_pos	0.0
EX_HC02210(e)_neg	0.0
EX_HC02210(e)_pos	0.0
EX_HC02213(e)_neg	0.0
EX_HC02213(e)_pos	0.0
EX_HC02214(e)_neg	0.0
EX_HC02214(e)_pos	0.0
EX_HC02216(e)_neg	0.0
EX_HC02216(e)_pos	0.0
EX_HC02217(e)_neg	0.0
EX_HC02217(e)_pos	0.0
EX_HC02220(e)_neg	0.0
EX_HC02220(e)_pos	0.0
EX_Lcystin(e)_neg	2.3135370132710995
EX_Lcystin(e)_pos	0.0
EX_Rtotal(e)_neg	8.45071628707268
EX_Rtotal(e)_pos	7695.3958781516
EX_Rtotal2(e)_neg	8.976379331577421
EX_Rtotal2(e)_pos	5197.284152262425
EX_Rtotal3(e)_neg	8.070659089090492
EX_Rtotal3(e)_pos	8.25074157236298
EX_Tyr_ggn(e)_neg	0.0
EX_Tyr_ggn(e)_pos	30.214443315577757
EX_abt(e)_neg	0.0
EX_abt(e)_pos	5072.128574419374
EX_ac(e)_neg	4.757436175106873
EX_ac(e)_pos	5874.908897138029
EX_acac(e)_neg	5.104221696322836
EX_acac(e)_pos	7790.024963125507
EX_acald(e)_neg	5.228875995053356
EX_acald(e)_pos	6303.75205169051
EX_acetone(e)_neg	5.588158472677484
EX_acetone(e)_pos	10724.954289067318
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	9670.692385654404
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	9056.42822903997
EX_acgam(e)_neg	0.0
EX_acgam(e)_pos	6.649999999999999
EX_ach(e)_neg	8.956668695507407
EX_ach(e)_pos	7049.776170369827
EX_acmana(e)_neg	0.0
EX_acmana(e)_pos	19370.181814370455
EX_acn13acngalgbside_hs(e)_neg	0.0
EX_acn13acngalgbside_hs(e)_pos	11322.089190799916
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11322.089190799916
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12570.459012323257
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11350.10472576631
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	10286.59903142502
EX_ade(e)_neg	3.9802987329163253
EX_ade(e)_pos	6126.166616620343
EX_adn(e)_neg	5653.645680508521
EX_adp_neg	3.076278895780233
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.749749514708507
EX_adprib(e)_neg	7.917865028534165
EX_adprib(e)_pos	4.749749514708507
EX_adrn(e)_neg	9.229968825312474
EX_adrn(e)_pos	134.89822383605073
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	37316.31189395033
EX_aflatoxin(e)_neg	7.472569861564405
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11294.471869376852
EX_ahcys(e)_pos	27007.865952527867
EX_ahdt(e)_neg	6.726856372909728
EX_ahdt(e)_pos	4.720081385807819
EX_aicar(e)_neg	11294.744141001229
EX_aicar(e)_pos	12652.760406786618
EX_ak2lgchol_hs(e)_neg	6.837823675760596
EX_ak2lgchol_hs(e)_pos	4.912822653858693
EX_akg(e)_neg	4.191372219358527
EX_akg(e)_pos	7544.88256186323
EX_ala_B(e)_neg	6.827646131666177
EX_ala_B(e)_pos	9044.151554408414
EX_ala_D(e)_neg	2.4298746396172475
EX_ala_D(e)_pos	3732.249198481282
EX_ala_L(e)_neg	2.3844336271507593
EX_ala_L(e)_pos	3528.7326520476718
EX_alaala(e)_neg	7356.7398161653255
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	53522.82166238064
EX_amp(e)_neg	3.9802987329163253
EX_amp(e)_pos	6667.705720056239
EX_andrstrn(e)_neg	17.527117426257323
EX_andrstrn(e)_pos	56233.2433528132
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	69542.92381510047
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.916257006341104
EX_antipyrene(e)_neg	7.908061134169392
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.472569861564405
EX_appnn(e)_neg	7.472569861564405
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	61925.634063019235
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.4055318748170516
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11652.935773388763
EX_arachcoa(e)_neg	5.257442407080044
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.772506122155427
EX_arachd(e)_pos	77.42416524056392
EX_arg_L(e)_neg	5.393476600586142
EX_arg_L(e)_pos	17911.157584732573
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4529.50275696952
EX_asn_L(e)_neg	5.7156845698522645
EX_asn_L(e)_pos	11382.81144072409
EX_asp_D(e)_neg	11.3409360117398
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.113063618192268
EX_asp_L(e)_pos	6872.366527702614
EX_atp(e)_neg	3.9869596480542504
EX_atp(e)_pos	21465.238166937495
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	5.114833436993921
EX_bhb(e)_pos	7811.882092260906
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	42651.71129439313
EX_bilglcur(e)_neg	10.237503367341715
EX_bilglcur(e)_pos	65416.751070345344
EX_bilirub(e)_neg	16.15935910738001
EX_bilirub(e)_pos	51043.12657866851
EX_biocyt(e)_neg	3.9421966890434454
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	238.00392825969934
EX_btn(e)_pos	3.9421966890434454
EX_but(e)_neg	6.232349765562513
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12692.908520055975
EX_c10crn_neg	0.0
EX_c10crn_pos	15102.681874852879
EX_c10dc_neg	0.0
EX_c10dc_pos	19938.41394120764
EX_c12dc_neg	0.0
EX_c12dc_pos	46108.259806032125
EX_c16dc_neg	0.0
EX_c16dc_pos	30000.32100569707
EX_c3dc_neg	0.0
EX_c3dc_pos	11065.405045764246
EX_c4crn_neg	0.0
EX_c4crn_pos	17271.521637420905
EX_c4dc_neg	0.0
EX_c4dc_pos	10730.000932675845
EX_c51crn_neg	0.0
EX_c51crn_pos	12083.729215853316
EX_c5dc_neg	0.0
EX_c5dc_pos	8187.1701100272885
EX_c6crn_neg	0.0
EX_c6crn_pos	13406.948617533186
EX_c6dc_neg	0.0
EX_c6dc_pos	62248.00857971535
EX_c81crn_neg	0.0
EX_c81crn_pos	12692.908520055975
EX_c8crn_neg	0.0
EX_c8crn_pos	9017.95817500087
EX_c8dc_neg	0.0
EX_c8dc_pos	28024.60355181528
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	13138.107518787312
EX_carn(e)_neg	10890.36704074492
EX_caro(e)_neg	13.10743035903394
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.472569861564405
EX_cbasp(e)_neg	8281.197952364524
EX_cbasp(e)_pos	19437.566330967773
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.2854474099895863
EX_cdp(e)_pos	4.570894819979173
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.607931519321925
EX_cgly(e)_pos	10499.650447868695
EX_chol(e)_neg	7046.572641784291
EX_cholate(e)_neg	11775.924310547594
EX_chsterol(e)_neg	8.187421451669346
EX_chsterol(e)_pos	10963.26946293376
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.7835208676174625
EX_cit(e)_pos	8654.279185026895
EX_citr_L(e)_neg	2.021819245032897
EX_citr_L(e)_pos	12514.426550777738
EX_cl(e)_neg	8116.2152867277355
EX_cmp(e)_neg	3.305926599057944
EX_cmp(e)_pos	7.987526523550202
EX_co(e)_neg	0.0
EX_co(e)_pos	51055.44573332886
EX_co2(e)_neg	451.5284852758589
EX_co2(e)_pos	4213.63844411784
EX_coa(e)_neg	4.201987184310185
EX_coa(e)_pos	5.257442407080044
EX_coumarin(e)_neg	7.472569861564404
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	10.156848102176813
EX_creat(e)_pos	17973.95758705877
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	28250.684673161326
EX_crn(e)_neg	6913.697813153853
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	51977.43479624157
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	54537.565138408165
EX_crvnc(e)_neg	9.828028215987645
EX_crvnc(e)_pos	475.42290939454494
EX_csn(e)_neg	7.139402830421383
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	85.24643588522794
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	102.05872170126221
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	85.05621777222908
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	130.65435579300902
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	151.28831344282858
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.3207679276331046
EX_ctp(e)_pos	7.956281621286707
EX_cyan(e)_neg	6.713718965880268
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2749.882639309694
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6174.902864730381
EX_cytd(e)_neg	6236.601285972586
EX_dad_2(e)_neg	7528.463005506079
EX_dag_hs(e)_neg	7887.993235530646
EX_dca(e)_neg	19938.41394120764
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	11.064881374705905
EX_dcsptn1(e)_pos	197.45142231244927
EX_dcyt(e)_neg	7086.56465056967
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12692.908520055977
EX_ddecrn_neg	0.0
EX_ddecrn_pos	10793.151499623878
EX_debrisoquine(e)_neg	7.472569861564405
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12692.908520055977
EX_dgchol(e)_neg	6.836809297979925
EX_dgchol(e)_pos	67313.0839176595
EX_dgmp(e)_neg	4.137133215553281
EX_dgmp(e)_pos	4.683827663724116
EX_dgsn(e)_neg	7508.037787946176
EX_dgtp(e)_neg	4.6838276637241165
EX_dgtp(e)_pos	4.137133215553281
EX_dha(e)_neg	3.5079487372407385
EX_dha(e)_pos	3.5079487372407385
EX_dhap(e)_neg	3.5079487372407385
EX_dhap(e)_pos	3.5079487372407385
EX_dhdascb(e)_neg	4529.50275696952
EX_dheas(e)_neg	9.620777033203177
EX_dheas(e)_pos	60174.33242741458
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.53146738467462
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	67270.5224723566
EX_din(e)_neg	7688.006943389264
EX_dlnlcg(e)_neg	6.104991013237137
EX_dlnlcg(e)_pos	49.00612781394086
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.908061134169392
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	47.02435185990304
EX_doco13ac_neg	18524.300682046793
EX_doco13ac_pos	0.0
EX_docosac_neg	15690.344153022123
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15690.344153022124
EX_dopa(e)_neg	6.049833481501626
EX_dopa(e)_pos	9411.04488996786
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	32305.106535026734
EX_dpcoa(e)_neg	6677.666428725463
EX_dpcoa(e)_pos	27850.836032828593
EX_drib(e)_neg	6.970703860713668
EX_drib(e)_pos	7903.914880529114
EX_dtdp(e)_neg	2.2854474099895863
EX_dtdp(e)_pos	4.570894819979173
EX_dtmp(e)_neg	3.305926599057944
EX_dtmp(e)_pos	7.987526523550202
EX_dttp(e)_neg	3.3207679276331046
EX_dttp(e)_pos	7.956281621286707
EX_duri(e)_neg	6.569093413478643
EX_duri(e)_pos	6789.082757312269
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.472569861564405
EX_ebastine(e)_neg	12.935899844055012
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.935899844055012
EX_eicostet(e)_neg	7.752225339692127
EX_eicostet(e)_pos	32.54540966208684
EX_elaid(e)_neg	6.948919277228572
EX_elaid(e)_pos	5125.47707427912
EX_estradiol(e)_neg	11.879295803056309
EX_estradiol(e)_pos	51612.02580781846
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	56923.02366296307
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	59598.362848099816
EX_estrones(e)_neg	9.089986852774306
EX_estrones(e)_pos	55490.717218668746
EX_etoh(e)_neg	5.685477311622828
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.449101458812301
EX_fad(e)_pos	16464.268819972058
EX_fald(e)_neg	4.319366556064393
EX_fald(e)_pos	21139.949801251198
EX_fe2(e)_neg	3.4390424284870122
EX_fe2(e)_pos	51043.12657866852
EX_fe3(e)_neg	3.342669027091084
EX_fe3(e)_pos	49550.61165348856
EX_fmn(e)_neg	16464.26881997206
EX_fmn(e)_pos	17467.103331699425
EX_fol(e)_neg	2276.5538877891427
EX_for(e)_neg	4.097021315227616
EX_for(e)_pos	14960.640778414543
EX_fru(e)_neg	4.9836023013603565
EX_fru(e)_pos	2829.436117866571
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	9880.22813383906
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11697.735132958622
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17647.97083728146
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	10662.7048801066
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	11714.60132395925
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	11723.59660180773
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	11197.370455132694
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	9733.243124244522
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	8979.162770969588
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	9633.453203664996
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	11251.007341135535
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	11636.43583466966
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10277.30695469745
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10546.545418870444
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.3819883886231485
EX_gal(e)_neg	4128.558378640438
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9544.84931775635
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10469.177519959085
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9337.735787793115
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8392.860353695723
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	9787.358107750159
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6532.211437500117
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11382.335362037344
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	11769.299381371502
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	12561.879672585155
EX_gd1c_hs(e)_neg	0.0
EX_gd1c_hs(e)_pos	12635.221218230336
EX_gdp(e)_neg	3.1313994283194257
EX_gdp(e)_pos	3.1313994283194257
EX_glc(e)_neg	2.375
EX_glc(e)_pos	2576.9261496114905
EX_glcur(e)_neg	5.339042428487013
EX_glcur(e)_pos	10.930522111894952
EX_glgchlo(e)_neg	0.0
EX_glgchlo(e)_pos	13658.875480906947
EX_gln_L(e)_neg	4.779169032704128
EX_gln_L(e)_pos	8109.254130686277
EX_gltcho(e)_neg	0.0
EX_gltcho(e)_pos	14907.575819394586
EX_gltdechol(e)_neg	0.0
EX_gltdechol(e)_pos	3800.0
EX_glu_L(e)_neg	3.595245870445501
EX_glu_L(e)_pos	8473.056161010236
EX_gluala(e)_neg	5.410252601687386
EX_gluala(e)_pos	9462.682295488643
EX_gly(e)_neg	5691.834389764333
EX_glyb(e)_neg	18.678056123721042
EX_glyb(e)_pos	10322.328930284337
EX_glyc(e)_neg	4128.558378640438
EX_glyc_S(e)_neg	0.0
EX_glyc_S(e)_pos	6695.781502266291
EX_glygly(e)_neg	12721.966463604413
EX_glygn2(e)_neg	13.448840596318322
EX_glygn2(e)_pos	0.0
EX_glygn4(e)_neg	4.275
EX_glygn4(e)_pos	13.448840596318323
EX_glygn5(e)_neg	5.085423383483614
EX_glygn5(e)_pos	19.491006880722622
EX_glyleu(e)_neg	9663.767081799286
EX_glyphe(e)_neg	10854.27284571234
EX_glypro(e)_neg	9396.994387047343
EX_glysar(e)_neg	17176.76291787389
EX_gmp(e)_neg	6.300871207631392
EX_gmp(e)_pos	7.429387788730939
EX_gp1c_hs(e)_neg	0.0
EX_gp1c_hs(e)_pos	13268.325028519548
EX_gp1calpha_hs(e)_neg	0.0
EX_gp1calpha_hs(e)_pos	13301.474035977717
EX_gq1b_hs(e)_neg	0.0
EX_gq1b_hs(e)_pos	13068.590523173016
EX_gq1balpha_hs(e)_neg	0.0
EX_gq1balpha_hs(e)_pos	12990.304997769561
EX_gsn(e)_neg	5843.424517129795
EX_gt1a_hs(e)_neg	0.0
EX_gt1a_hs(e)_pos	12811.475746013468
EX_gthox(e)_neg	0.0
EX_gthox(e)_pos	15311.6603668089
EX_gthrd(e)_neg	2.5352013044946773
EX_gthrd(e)_pos	13892.424577756985
EX_gtp(e)_neg	3.1313994283194257
EX_gtp(e)_pos	0.0
EX_gua(e)_neg	6.384547298665677
EX_gua(e)_pos	6145.28905637701
EX_gum(e)_neg	3800.0
EX_gum(e)_pos	0.0
EX_gumdchac(e)_neg	0.0
EX_gumdchac(e)_pos	3800.0
EX_gumgchol(e)_neg	0.0
EX_gumgchol(e)_pos	13658.875480906947
EX_gumtchol(e)_neg	0.0
EX_gumtchol(e)_pos	14907.575819394586
EX_h(e)_neg	235.70750277435485
EX_h(e)_pos	2245.6452387979443
EX_h2o(e)_neg	247.43458875767826
EX_h2o(e)_pos	3494.8590973832506
EX_h2o2(e)_neg	3.958272750709475
EX_h2o2(e)_pos	5760.812448361776
EX_ha(e)_neg	37.23087183839568
EX_ha(e)_pos	18843.11240711953
EX_ha_pre1(e)_neg	14.92485187695295
EX_ha_pre1(e)_pos	19295.781129816693
EX_hco3(e)_neg	436.20097366006723
EX_hco3(e)_pos	5317.0137244407015
EX_hcoumarin(e)_neg	0.0
EX_hcoumarin(e)_pos	7.472569861564405
EX_hdca(e)_neg	6.575550351427605
EX_hdca(e)_pos	13219.358045922518
EX_hdcea(e)_neg	10404.369890356236
EX_hestratriol(e)_neg	0.0
EX_hestratriol(e)_pos	50916.5206113213
EX_hexc(e)_neg	10.205468368590454
EX_hexc(e)_pos	0.0
EX_his_L(e)_neg	5336.728177330199
EX_hista(e)_neg	10.85950504410048
EX_hista(e)_pos	5336.728177330199
EX_hom_L(e)_neg	0.0
EX_hom_L(e)_pos	0.0
EX_hpdca(e)_neg	33.25695909736222
EX_hpdca(e)_pos	0.0
EX_hspg(e)_neg	350.701923811554
EX_hspg(e)_pos	0.0
EX_htaxol(e)_neg	0.0
EX_htaxol(e)_pos	7.472569861564406
EX_hxan(e)_neg	5.641037938439574
EX_hxan(e)_pos	6032.756550859681
EX_hyptaur(e)_neg	2850.0
EX_hyptaur(e)_pos	4750.0
EX_i(e)_neg	9.863405343197718
EX_i(e)_pos	0.0
EX_idour(e)_neg	0.0
EX_idour(e)_pos	454.39805952247355
EX_idp(e)_neg	2.1907631603327467
EX_idp(e)_pos	3.320767927633104
EX_ile_L(e)_neg	4.75
EX_ile_L(e)_pos	7629.042650867659
EX_imp(e)_neg	0.0
EX_imp(e)_pos	7.608789524922845
EX_inost(e)_neg	10.846204829249956
EX_inost(e)_pos	6265.34530392118
EX_ins(e)_neg	5974.337083901938
EX_itp(e)_neg	3.320767927633104
EX_itp(e)_pos	3.305926599057944
EX_ivcrn_neg	0.0
EX_ivcrn_pos	10851.079747143202
EX_k(e)_neg	0.0
EX_k(e)_pos	0.0
EX_ksi(e)_neg	4.090075711661514
EX_ksi(e)_pos	1812.358453011836
EX_ksi_deg1(e)_neg	0.0
EX_ksi_deg1(e)_pos	1783.7665447057573
EX_ksii_core2(e)_neg	100.57672384371448
EX_ksii_core2(e)_pos	299.07325662094706
EX_ksii_core4(e)_neg	108.62304599747307
EX_ksii_core4(e)_pos	494.6482703742186
EX_lac_D(e)_neg	2.421648171480821
EX_lac_D(e)_pos	3672.0643263548195
EX_lac_L(e)_neg	2.421648171480821
EX_lac_L(e)_pos	3626.373312444684
EX_lcts(e)_neg	4.349257080716607
EX_lcts(e)_pos	7354.359297896482
