	Tcon_Spleen_Tcon4_L1
3SALATAi_pos	21236.012833590517
3SALATAim_pos	26368.2244091936
3SPYRSP_pos	21236.012833590517
3SPYRSPm_pos	26368.2244091936
41R1H2MAE12BOOX_pos	55930.61157987644
41R2A1H12BOOX_pos	45925.887003592274
42A12BOOX_pos	0.0
4ABUTtcn_pos	13716.040621291719
4ABUTtm_neg	16410.5190251415
4ABUTtm_pos	21064.303030522096
4HBZCOAFm_pos	74427.44972746067
4HBZFm_pos	74427.44972746067
4HDEBRISOQUINEte_neg	7.455425612231278
4HDEBRISOQUINEte_pos	0.0
4HGLSDm_pos	3979.9498381005833
4HOXPACDOX_NADP__neg	0.0
4HOXPACDOX_NADP__pos	15822.643348086924
4HPROLTASCT1_pos	2418.194370362301
4HPRO_LTte_neg	0.0
4HPRO_LTte_pos	2850.0
4MOPt2im_pos	6050.019075218985
4MOPte_neg	8896.982428019446
4MOPte_pos	8387.310018078266
4MPTNLte_neg	0.0
4MPTNLte_pos	79432.75829252473
4MPTNLtm_neg	79432.75829252473
4MPTNLtm_pos	0.0
4MPTNLtr_neg	0.0
4MPTNLtr_pos	0.0
4MTOLBUTAMIDEte_neg	7.624199178919206
4MTOLBUTAMIDEte_pos	0.0
4NPHSFte_neg	29.584530706385035
4NPHSFte_pos	0.0
4NPHSULT_pos	29.584530706385042
4NPHte_neg	0.0
4NPHte_pos	17.041832597727222
4OHPROIMINOtc_pos	2418.194370362301
4PYRDX_pos	10811.134918500189
5ADTSTSTERONEGLCte_pos	93169.36214782401
5ADTSTSTERONEGLCtr_neg	93169.36214782402
5ADTSTSTERONEGLCtr_pos	0.0
5ADTSTSTERONESULT_pos	13172.641690291837
5ADTSTSTERONESte_neg	9.27716618400393
5ADTSTSTERONESte_pos	72591.15051370546
5ADTSTSTERONEte_neg	74722.78400465287
5ADTSTSTERONEte_pos	8.19830976764906
5ADTSTSTERONEtr_neg	45.37996293894484
5ADTSTSTERONEtr_pos	74728.90130071872
5AOPtm_neg	21798.633700776532
5AOPtm_pos	0.0
5DHFtl_pos	3813.8037336549673
5FTHFt2_neg	0.0
5FTHFt2_pos	10.844274130659276
5HLTDL_pos	10.015100173278116
5HOMEPRAZOLEte_neg	7.624199178919206
5HOMEPRAZOLEte_pos	0.0
5HOXINDACTO2OX_pos	3800.0
5HOXINDACTOXm_pos	0.0
5HOXINOXDA_pos	0.0
5HTRPDOX_pos	0.0
5HTRPVESSEC_pos	9.531396209713108
5HXKYNDCL_pos	0.0
5HXKYNOXDA_pos	0.0
5MTAte_neg	21214.411951686434
5MTAte_pos	17144.761087479532
5MTHFt2_neg	2079.981823819806
5MTHFt2_pos	2079.981823819806
5MTHFt2le_neg	2259.963647639611
5MTHFt2le_pos	2259.963647639611
5MTHFt_neg	2079.981823819806
5MTHFt_pos	1900.0
5OXPROt_neg	16507.918917503463
5OXPROt_pos	9662.867285898694
5THFtl_pos	3813.803733654967
5THFtm_pos	6308.624977599049
6DHFtl_pos	4588.792971842691
6DHFtm_pos	6697.612505014737
6HTSTSTERONEte_neg	0.0
6HTSTSTERONEte_pos	69558.36925038259
6HTSTSTERONEtr_neg	69558.3692503826
6HTSTSTERONEtr_pos	0.0
6THFtl_pos	4588.79297184269
6THFtm_pos	6697.612505014745
7DHCHSTEROLtr_neg	12742.359215633358
7DHCHSTEROLtr_pos	112137.3012611023
7DHFtl_pos	5105.452463967843
7DHFtm_pos	6958.205729510134
7THFtl_pos	5105.452463967843
7THFtm_pos	6958.205729510131
A4GALTc_pos	0.0
A4GALTg_pos	15384.306962165032
A4GNT1g_pos	0.0
A4GNT2g_pos	330.347262832595
AACOAT_pos	10173.743772633728
AACTOOR_pos	17695.777552275453
AACTtm_pos	17695.777552275453
AASAD3m_pos	54.00393431100795
AATAi_neg	8167.788065651229
AATAi_pos	73.92532241047421
ABO1g_pos	14018.27248613562
ABO2g_pos	13041.560738095754
ABO3g_pos	13552.290333156854
ABO4g_pos	12866.096751619303
ABO5g_pos	12866.096751619303
ABO6g_pos	12195.362293696495
ABO7g_pos	12195.362293696495
ABO8g_pos	12270.438589233425
ABO9g_pos	10996.652192371816
ABTArm_neg	16410.5190251415
ABTArm_pos	21064.3030305221
ABTD_neg	5355.05826131677
ABTD_pos	9.482950497796775
ABTti_pos	5355.05826131677
ABUTD_pos	23924.77685542244
ABUTt2rL_neg	0.0
ABUTt2rL_pos	0.0
ABUTt2r_neg	1705.3578702141335
ABUTt2r_pos	1745.9583359898893
ABUTt4_2_r_neg	1745.9583359898893
ABUTt4_2_r_pos	1705.3578702141335
ACACT10m_neg	24895.232187389647
ACACT10m_pos	20868.599626667325
ACACT1r_neg	19695.788837372358
ACACT1r_pos	31209.18845318584
ACACT1rm_pos	15510.620699581632
ACACT1x_pos	20786.477550622392
ACACT4p_pos	45003.930531182
ACACT5p_pos	45003.93053118201
ACACT6p_pos	45003.930531182
ACACT7p_pos	43368.888549038435
ACACT8p_pos	0.0
ACACT9p_pos	0.0
ACACt2_neg	2156.3060520259983
ACACt2_pos	2156.3060520259983
ACACt2m_neg	2850.0
ACACt2m_pos	2850.0
ACACtx_neg	10173.862061632002
ACACtx_pos	0.0
ACALDt_neg	8029.109440860725
ACALDt_pos	6.7900651051432765
ACALDtm_neg	14568.895549942128
ACALDtm_pos	0.0
ACALDtr_neg	0.0
ACALDtr_pos	72664.7236379871
ACALDtx_neg	0.0
ACALDtx_pos	14.580753290155718
ACCOAC_pos	6721.338675042371
ACCOACm_pos	7006.876022072765
ACCOAL_pos	5754.78298173665
ACCOALm_pos	9337.312474320659
ACCOAgt_neg	0.0
ACCOAgt_pos	29345.160552006408
ACCOAtn_neg	5700.0
ACCOAtn_pos	5700.0
ACCOAtr_neg	4090.097070359031
ACCOAtr_pos	4090.097070359031
ACETONEt2_neg	17724.106065198743
ACETONEt2_pos	8.65821059171689
ACETONEt2m_neg	17724.106065198746
ACETONEt2m_pos	0.0
ACGAGBSIDEtg_neg	15081.471286987084
ACGAGBSIDEtg_pos	0.0
ACGAGBSIDEtl_neg	0.0
ACGAGBSIDEtl_pos	15081.471286987084
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_neg	12866.096751619301
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_pos	12866.096751619309
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	12195.362293696498
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	12195.362293696497
ACGALK2_pos	672.0299030809524
ACGALK_pos	669.4954897792861
ACGALtlg_neg	1212.0268296482916
ACGALtlg_pos	0.0
ACGALtly_pos	669.495489779286
ACGAM2E_neg	6193.468855190129
ACGAM2E_pos	42100.949737872324
ACGAM6PSi_pos	6904.53136904605
ACGAMK_pos	6193.46885519013
ACGAMPM_neg	0.0
ACGAMPM_pos	6193.468855190128
ACGAMtly_pos	2850.0
ACGBGBSIDEtg_neg	1212.0268296482916
ACGBGBSIDEtg_pos	0.0
ACGBGBSIDEtl_neg	0.0
ACGBGBSIDEtl_pos	1212.0268296482918
ACGPID_pos	54.855369853272734
ACGSm_pos	0.0
ACHEe_pos	10674.131750451701
ACHVESSEC_pos	6536.134918500188
ACHtn_neg	5700.0
ACHtn_pos	5700.0
ACITL_pos	13114.062258667358
ACN13ACNGALGBSIDEte_neg	0.0
ACN13ACNGALGBSIDEte_pos	16026.776321301764
ACN13ACNGALGBSIDEtg_neg	16026.776321301768
ACN13ACNGALGBSIDEtg_pos	0.0
ACN23ACNGALGBSIDEte_neg	0.0
ACN23ACNGALGBSIDEte_pos	16026.776321301764
ACN23ACNGALGBSIDEtg_neg	16026.776321301768
ACN23ACNGALGBSIDEtg_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_neg	18095.857648668534
ACNACNGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_pos	18095.857648668538
ACNACNGALGBSIDEte_neg	0.0
ACNACNGALGBSIDEte_pos	15976.629634283952
ACNACNGALGBSIDEtg_neg	15976.629634283954
ACNACNGALGBSIDEtg_pos	0.0
ACNAM9PL2_pos	11058.437335655888
ACNAM9PL_pos	11308.965451752814
ACNAMPH_pos	11308.965451752814
ACNAMlt_neg	24578.989984961612
ACNAMlt_pos	0.0
ACNAMtn_pos	8800.07550379835
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_neg	14402.016492060557
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	14402.016492060555
ACNMLr_neg	28816.56948017268
ACNMLr_pos	11308.965451752816
ACOAD10m_pos	2850.0
ACOAD1fm_pos	37830.12606905586
ACOAD8m_pos	2850.0
ACOAD9m_pos	24851.731916838617
ACOAHi_pos	6931.511962114565
ACOAO7p_pos	38146.58288020494
ACOATA_neg	0.0
ACOATA_pos	0.0
ACODA_pos	0.0
ACONT_neg	2850.0
ACONT_pos	2850.0
ACONTm_neg	2850.0
ACONTm_pos	2850.0
ACOX22x_pos	94055.95691240717
ACOX2x_pos	85178.0451710055
ACP1_FMN__pos	5736.584529452221
ACRNtm_pos	9228.637380205322
ACS2_pos	6931.511962114564
ACSOMT_pos	0.0
ACSRTNMT_pos	0.0
ACS_pos	6904.531369046051
ACSm_pos	9292.733943559648
ACTLMO_pos	6363.098517045765
ACTNMO_pos	25917.299040553942
ACYP_pos	4764.476737969329
ACt2m_neg	10230.534047661251
ACt2m_pos	9966.874778355905
ACt2r_neg	2163.4456333142166
ACt2r_pos	2163.4456333142166
ACtg_neg	0.0
ACtg_pos	0.0
ADA_pos	10087.486245697017
ADAe_pos	10960.267696051504
ADCim_pos	17724.106065198746
ADEt_neg	6921.683998108993
ADEt_pos	37921.161757397196
ADEtl_neg	0.0
ADEtl_pos	0.0
ADHAPtx_neg	0.0
ADHAPtx_pos	0.0
ADK1_neg	2182.336404838636
ADK1_pos	2182.336404838636
ADK1m_neg	2850.0
ADK1m_pos	2850.0
ADK3_neg	2182.336404838636
ADK3_pos	2182.336404838636
ADK3m_neg	2850.0
ADK3m_pos	2850.0
ADKd_neg	2182.336404838636
ADKd_pos	2182.336404838636
ADMDC_pos	21214.411951686427
ADNCYC_pos	6164.880637797739
ADNK1_pos	5243.1508087414795
ADNK1m_pos	3703.6383037472265
ADNK3_pos	6005.618898936397
ADNK4_pos	6005.916095152019
ADNt4_pos	551.3495429978134
ADNt5le_pos	1743.92574510077
ADNt_neg	551.3495429978134
ADNt_pos	1228.81115974373
ADNtl_neg	0.0
ADNtl_pos	0.0
ADNtm_neg	10923.486406668582
ADNtm_pos	14079.366150988873
ADPACDAc_pos	13606.557078111626
ADPACTD_neg	0.0
ADPACTD_pos	13606.557078111626
ADPCOACROT_neg	13606.557078111626
ADPCOACROT_pos	91911.42747022993
ADPCOAPTE_pos	13606.557078111626
ADPGLC_pos	0.0
ADPMAN_pos	0.0
ADPRDP_pos	13117.130333367193
ADPRDPm_pos	0.0
ADPRIBt_pos	24.41655959605932
ADPT_pos	7130.9970908430705
ADPtx_neg	2850.0
ADPtx_pos	2850.0
ADRNCOAtx_neg	18.388285228515684
ADRNCOAtx_pos	23943.60453316443
ADRNCPT1_pos	713.5938282423749
ADRNCPT2_pos	713.5938282423749
ADRNCRNt_pos	713.5938282423749
ADRNLPVESSEC_pos	49053.26981971447
ADRNt_neg	1746.8394898818256
ADRNt_pos	1597.7013559109114
ADSELK_pos	0.0
ADSK_pos	5081.67828617682
ADSL1_pos	15377.54162841385
ADSL2_pos	34655.91597942507
ADSS_pos	15377.54162841385
AFLATOXINte_neg	0.0
AFLATOXINte_pos	7.6241991789192065
AG13T10g_pos	14889.3815079795
AG13T11g_pos	14889.3815079795
AG13T12g_pos	14889.3815079795
AG13T13g_pos	14889.3815079795
AG13T14g_pos	14889.3815079795
AG13T15g_pos	14889.3815079795
AG13T16g_pos	10400.4971172731
AG13T17g_pos	10400.4971172731
AG13T18g_pos	10400.4971172731
AG13T1g_pos	10462.791186869055
AG13T2g_pos	10462.791186869055
AG13T3g_pos	10462.791186869055
AG13T4g_pos	14889.3815079795
AG13T5g_pos	14889.3815079795
AG13T6g_pos	14889.3815079795
AG13T7g_pos	14889.3815079795
AG13T8g_pos	14889.3815079795
AG13T9g_pos	14889.3815079795
AGDC_pos	6904.531369046051
AGLPC_pos	0.0
AGLPED_pos	0.0
AGLPET_pos	0.0
AGLPH_pos	0.0
AGLPR_pos	0.0
AGLPT_pos	0.0
AGMTm_pos	46235.052145982954
AGPAT1_pos	17443.858305423077
AGPRim_pos	0.0
AGPSx_pos	0.0
AGPex_neg	0.0
AGPex_pos	0.0
AGTim_pos	12379.895514839469
AGTix_pos	16754.529458833364
AHANDROSTANGLCte_pos	0.0
AHANDROSTANGLCtr_neg	0.0
AHANDROSTANGLCtr_pos	0.0
AHCYStd_neg	2850.0
AHCYStd_pos	2850.0000000000005
AHCYSte_neg	34293.45914310589
AHCYSte_pos	13622.198619006269
AHCYStn_neg	0.0
AHCYStn_pos	0.0
AHCYStr_neg	6635.640096605708
AHCYStr_pos	0.0
AHC_neg	0.0
AHC_pos	12858.457547130201
AHEXASE2ly_pos	23633.992637843763
AHEXASEly_pos	24262.806108242403
AICART_neg	18303.372510705365
AICART_pos	17059.55606721434
AICARte_neg	18303.37251070536
AICARte_pos	17059.55606721434
AIRCr_neg	0.0
AIRCr_pos	34655.91597942508
AK2LGCHOLt_neg	7.995866723452222
AK2LGCHOLt_pos	11036.571041020796
AKGDm_pos	18941.76754034748
AKGMALtm_neg	2850.0
AKGMALtm_pos	2850.0
AKGt4_3_neg	2133.2823855725183
AKGt4_3_pos	2952.011956322427
AKGtp_neg	0.0
AKGtp_pos	77.99493354448232
AKR1C1_pos	79426.90654352341
AKR1C41_pos	2350.339290780754
AKR1C42_pos	2350.339290780754
AKR1D2_pos	94796.09056308707
AKR1D_pos	15684.556669692396
ALA-DTDe_pos	1409.642887702419
ALAALACNc_neg	0.0
ALAALACNc_pos	9625.252134164417
ALAALAPEPT1tc_pos	9625.252134164417
ALAASNNaEx_pos	557.2234387518527
ALAATB0tc_pos	1910.600755015494
ALACYSNaEx_pos	556.9555418578155
ALADGLNexR_neg	449.4091651545199
ALADGLNexR_pos	449.4091651545199
ALADGLYexR_neg	449.4091651545199
ALADGLYexR_pos	449.4091651545199
ALAGLNNaEx_pos	520.1254878575378
ALAGLNexR_neg	430.43505207786063
ALAGLNexR_pos	430.43505207786063
ALAGLYexR_neg	423.98537510387143
ALAGLYexR_pos	423.98537510387143
ALAR_neg	3.1248741428401363
ALAR_pos	5204.717927013917
ALASERNaEx_pos	556.9555418578155
ALASm_pos	2850.0
ALATA_L_neg	6048.70997558873
ALATA_L_pos	4880.401983380501
ALATHRNaEx_pos	556.9555418578155
ALAt2rL_neg	0.0
ALAt2rL_pos	0.0
ALAt2r_neg	701.3395885304556
ALAt2r_pos	823.5649391040779
ALAt4_pos	720.4665775850922
ALAtN1_neg	1441.3858097613388
ALAtN1_pos	1815.3580430771735
ALAyLATthc_pos	701.3395885304556
ALCD1_neg	7894.690922718215
ALCD1_pos	16.28973213874669
ALCD21_D_pos	1492.0982758678492
ALCD21_L_pos	2994.699036057274
ALCD22_D_pos	1900.0
ALCD22_L_pos	2994.699036057274
ALCD2if_pos	7.398695852143321
ALCD2yf_pos	6.570406408854758
ALDD20x_pos	0.0
ALDD20xm_pos	0.0
ALDD21_pos	77.99493354448231
ALDD2x_pos	10437.61531630974
ALDD2xm_pos	14568.895549942134
ALDD2y_pos	9995.280495826008
ALDSTRNte_neg	0.0
ALDSTRNte_pos	70896.35554759642
ALDSTRNtm_neg	70896.35554759644
ALDSTRNtm_pos	0.0
ALKP_pos	0.0
ALOX12R_pos	0.0
ALOX12_pos	0.0
ALOX15_pos	0.0
ALOX52_pos	3933.4733469113626
ALOX5_pos	132.1243491124142
ALR2_pos	2994.699036057274
ALR3_pos	2994.699036057274
AMACR2p_pos	29723.211251714725
AMACR2r_pos	0.0
AMACRp_pos	85178.0451710055
AMACRr_pos	0.0
AMANK_pos	11308.965451752814
AMCOXO_pos	77.45021775472217
AMETr_neg	0.0
AMETr_pos	6635.640096605708
AMETt2m_neg	2850.0
AMETt2m_pos	2850.0
AMETtd_neg	2850.0
AMETtd_pos	2850.0000000000005
AMETtn_neg	0.0
AMETtn_pos	0.0
AMPDA_pos	10250.076705306597
AMPTASECG_pos	11625.518913064041
AMPTASECGe_pos	15481.322229600513
AMPtp_neg	2850.0
AMPtp_pos	2850.0
AMPtr_neg	0.0
AMPtr_pos	0.0
AMY1e_pos	12.915052986822964
AMY2e_pos	12.915052986822964
ANDRSTRNGLCte_pos	93140.3886273761
ANDRSTRNGLCtr_neg	93140.38862737613
ANDRSTRNGLCtr_pos	0.0
ANDRSTRNte_neg	74762.57381381489
ANDRSTRNte_pos	19.770932272407897
ANDRSTRNtr_neg	19.770932272407897
ANDRSTRNtr_pos	74762.57381381489
ANTHte_neg	14.158673793822027
ANTHte_pos	2850.0
ANTIPYRENEte_neg	0.0
ANTIPYRENEte_pos	8.991917903681879
AOBUTDsm_pos	17695.777552275453
AP4AH1_pos	0.0
APAT2rm_neg	24411.91766570378
APAT2rm_pos	19997.47646317688
APNNOXte_neg	7.6241991789192065
APNNOXte_pos	0.0
APOCF_pos	9842.11510546472
APOCFm_pos	11447.845987536346
APOC_LYS_BTNP_pos	9842.11510546472
APOC_LYS_BTNPm_pos	11447.845987536346
APPNNte_neg	0.0
APPNNte_pos	7.6241991789192065
APRGSTRNte_neg	79426.90654352351
APRGSTRNte_pos	0.0
APRTO2_pos	0.0
AQCOBALt_pos	0.0
ARABR_pos	6.015950022042087
ARAB_Lt_neg	0.0
ARAB_Lt_pos	6.015950022042087
ARACHCOAtx_neg	50738.00126981296
ARACHCOAtx_pos	19216.208840489788
ARACHCPT1_pos	27301.706136479123
ARACHCPT2_pos	27301.706136479123
ARACHCRNt_pos	27301.706136479123
ARACHDCOAtx_neg	6536.134918500188
ARACHDCOAtx_pos	382.27566598123855
ARACHDt2_neg	1327.899653006478
ARACHDt2_pos	1178.7615190355637
ARACHDtr_neg	2850.0
ARACHDtr_pos	2850.0
ARACHFATPc_pos	8340.195465427456
ARACHt_neg	1746.8394898818256
ARACHt_pos	1597.7013559109114
ARGATB0tc_pos	2044.7938399805564
ARGDCm_pos	46235.052145982954
ARGLYSex_pos	468.43144507132786
ARGN_pos	29457.113909853033
ARGNm_pos	29989.705957579008
ARGSL_neg	0.0
ARGSL_pos	24174.461346747463
ARGSS_pos	24174.461346747463
ARGt4_pos	1613.0958976646518
ARGtiDF_pos	623.1875886810856
ARGtm_neg	3527.295357567904
ARGtm_pos	2850.0
ARSA_pos	47978.89063146333
ARTCOAL1_pos	7732.105535715207
ARTCOAL2_pos	7732.105535715207
ARTCOAL3_pos	7732.105535715207
ASAH1_pos	52260.03905945907
ASCBOX_pos	18865.409599431387
ASCBSVCTtc_pos	5485.847316222207
ASCBt4_neg	985.5354177864498
ASCBt4_pos	1509.0379458665866
ASCBt_neg	1509.0379458665866
ASCBt_pos	1359.8998118956724
ASNALANaEx_pos	557.2234387518527
ASNATB0tc_pos	1889.2193904563192
ASNCYSNaEx_pos	557.2234387518527
ASNGLNNaEx_pos	557.2234387518527
ASNNm_pos	16092.378733280371
ASNPHELAT2tc_pos	311.97269084522213
ASNS1_pos	12877.65576927243
ASNSERNaEx_pos	557.2234387518527
ASNTHRNaEx_pos	557.2234387518527
ASNt4_pos	692.1452805064941
ASNtN1_neg	1441.4109572386253
ASNtN1_pos	1735.497363064509
ASNtm_pos	16092.378733280371
ASP1DC_pos	13109.847068281766
ASPCTr_neg	0.0
ASPCTr_pos	29624.70522088789
ASPDTDe_neg	16.494659384755046
ASPDTDe_pos	3707.9070955799207
ASPDt6_pos	3707.9070955799207
ASPDxt_neg	16.494659384755042
ASPDxt_pos	0.0
ASPGLUm_pos	8683.998629734388
ASPNATm_pos	17881.415754401125
ASPPROASCT1_pos	1996.912225569638
ASPTA_neg	8972.502497300524
ASPTA_pos	9191.098508085614
ASPTAm_neg	9173.212605038507
ASPTAm_pos	19339.44709956456
ASPt6_pos	3707.9070955799207
ASPte_pos	1996.912225569638
ATP1ter_neg	0.0
ATP1ter_pos	8705.207050281533
ATP2ter_neg	5812.1203262493045
ATP2ter_pos	5812.1203262493045
ATPH1e_pos	25789.299735179095
ATPH2e_pos	3.2978737945717613
ATPS4m_pos	3958.0336202765147
ATPasel_pos	31182.73371629067
ATPtm_pos	3068.548761124299
ATPtn_neg	0.0
ATPtn_pos	11261.01738291188
ATPtx_neg	2850.0
ATPtx_pos	2850.0
AVITE1t_pos	6065.240390585864
AVITE2t_pos	2.8499999999999996
A_MANASE_pos	0.0
A_MANASEly_pos	24035.8239682981
Asn_X_Ser_Thrtr_neg	23578.864037336054
Asn_X_Ser_Thrtr_pos	0.0
B3GALT3g_pos	15384.306962165034
B3GALT41g_pos	18189.299599340487
B3GALT42g_pos	18944.816292902455
B3GALT43g_pos	19492.72850626491
B3GALT44g_pos	20148.555066814723
B3GALT5g_pos	13765.54675206333
B3GALTg_pos	15375.815086645744
B3GNT11g_pos	13145.02362019221
B3GNT12g_pos	11724.596678634098
B3GNT310g_pos	15274.667073689787
B3GNT311g_pos	12866.096751619303
B3GNT312g_pos	13145.02362019221
B3GNT313g_pos	12195.362293696495
B3GNT314g_pos	10996.652192371816
B3GNT315g_pos	11724.596678634094
B3GNT31g_pos	12536.476494998127
B3GNT32g_pos	12536.476494998127
B3GNT33g_pos	12536.476494998127
B3GNT34g_pos	12847.002869602762
B3GNT35g_pos	12847.002869602762
B3GNT36g_pos	1212.0268296482916
B3GNT37g_pos	18248.19649984585
B3GNT39g_pos	40537.16492172294
B3GNT51g_pos	15274.667073689787
BAAT1x_pos	5700.0
BAAT2x_pos	4929.7230624090325
BAAT3x_pos	29723.211251714725
BAAT4x_pos	5700.0
BACCL_pos	9842.11510546472
BACCLm_pos	11447.845987536346
BALABETAtc_pos	1827.2003314821106
BALAPAT1tc_pos	1837.6924163757412
BALAVECSEC_pos	6303.5680718048725
BALAtmr_neg	24411.91766570378
BALAtmr_pos	19997.47646317689
BAMPPALDOX_pos	47351.33192171437
BAMPPALDOXm_pos	0.0
BBHOX_pos	0.0
BCDO_pos	15.367269520978786
BCRNe_pos	18265.660948005072
BDG2HCGHD_pos	0.0
BDHm_neg	15215.548907693266
