	WT-DHA-b_S128_L007_R1_001
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11573.565613236338
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12803.238761989842
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11599.630563682857
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	10476.725011702769
EX_ade(e)_neg	4.000957150931043
EX_ade(e)_pos	6334.131950198638
EX_adn(e)_neg	5839.6328449908815
EX_adp_neg	3.0850573684988727
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.804672421625063
EX_adprib(e)_neg	8.13335542040619
EX_adprib(e)_pos	4.804672421625063
EX_adrn(e)_neg	9.28662398087513
EX_adrn(e)_pos	136.3960784411202
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	37695.66710734774
EX_aflatoxin(e)_neg	7.564370813277714
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11575.194632928074
EX_ahcys(e)_pos	27395.344591090317
EX_ahdt(e)_neg	6.900264892021245
EX_ahdt(e)_pos	4.870668016120481
EX_aicar(e)_neg	11544.367934413023
EX_aicar(e)_pos	12806.256896687313
EX_ak2lgchol_hs(e)_neg	6.894069396222771
EX_ak2lgchol_hs(e)_pos	4.904843675933394
EX_akg(e)_neg	4.302251903273515
EX_akg(e)_pos	7630.736884708063
EX_ala_B(e)_neg	6.928889026418335
EX_ala_B(e)_pos	9262.863685065986
EX_ala_D(e)_neg	2.4430594417052873
EX_ala_D(e)_pos	3851.2959778247523
EX_ala_L(e)_neg	2.4018402145422595
EX_ala_L(e)_pos	3641.2279440005714
EX_alaala(e)_neg	7599.293835528202
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	53867.78497351781
EX_amp(e)_neg	4.000957150931043
EX_amp(e)_pos	6738.646637840181
EX_andrstrn(e)_neg	18.034766905392612
EX_andrstrn(e)_pos	56729.057711853406
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	70469.26017579698
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.979600211384362
EX_antipyrene(e)_neg	7.913779815168777
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.564370813277713
EX_appnn(e)_neg	7.564370813277714
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	62320.106469113874
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.452250442564323
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11736.341541103151
EX_arachcoa(e)_neg	5.25818221803688
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.70358987568526
EX_arachd(e)_pos	78.30564381511373
EX_arg_L(e)_neg	5.543373385776352
EX_arg_L(e)_pos	18115.242458667817
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4592.928695955494
EX_asn_L(e)_neg	5.710598186670858
EX_asn_L(e)_pos	11511.242690636289
EX_asp_D(e)_neg	11.416182409157248
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.163004284567719
EX_asp_L(e)_pos	6936.125344186018
EX_atp(e)_neg	3.992441433558614
EX_atp(e)_pos	21771.5854013403
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	5.208658636250857
EX_bhb(e)_pos	7868.173870421246
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	43318.862300842455
EX_bilglcur(e)_neg	10.428824899461446
EX_bilglcur(e)_pos	66094.82073443577
EX_bilirub(e)_neg	16.387613373718644
EX_bilirub(e)_pos	51440.9202778275
EX_biocyt(e)_neg	3.9445397474589026
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	240.68034841544775
EX_btn(e)_pos	3.9445397474589026
EX_but(e)_neg	6.28613371496841
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12792.28708390993
EX_c10crn_neg	0.0
EX_c10crn_pos	15340.212246872594
EX_c10dc_neg	0.0
EX_c10dc_pos	20083.844006898453
EX_c12dc_neg	0.0
EX_c12dc_pos	46497.67558107571
EX_c16dc_neg	0.0
EX_c16dc_pos	30288.663256092797
EX_c3dc_neg	0.0
EX_c3dc_pos	11248.682036077404
EX_c4crn_neg	0.0
EX_c4crn_pos	17424.65253368768
EX_c4dc_neg	0.0
EX_c4dc_pos	10820.73713593707
EX_c51crn_neg	0.0
EX_c51crn_pos	12183.79638754788
EX_c5dc_neg	0.0
EX_c5dc_pos	8295.248964466797
EX_c6crn_neg	0.0
EX_c6crn_pos	13533.377769890527
EX_c6dc_neg	0.0
EX_c6dc_pos	62861.0013900885
EX_c81crn_neg	0.0
EX_c81crn_pos	12792.28708390993
EX_c8crn_neg	0.0
EX_c8crn_pos	9169.807244840677
EX_c8dc_neg	0.0
EX_c8dc_pos	28340.656857728918
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	13396.267038452257
EX_carn(e)_neg	11148.813690374194
EX_caro(e)_neg	13.169032335563417
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.564370813277711
EX_cbasp(e)_neg	8406.421805528109
EX_cbasp(e)_pos	19798.14348867086
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.371614914862397
EX_cdp(e)_pos	4.743229829724794
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.7137037349917152
EX_cgly(e)_pos	10902.097825683695
EX_chol(e)_neg	7119.042660665629
EX_cholate(e)_neg	11967.978338165145
EX_chsterol(e)_neg	8.25352362856546
EX_chsterol(e)_pos	11034.746139884797
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.880369436462365
EX_cit(e)_pos	8831.222897697227
EX_citr_L(e)_neg	2.028434333906355
EX_citr_L(e)_pos	12657.054849634638
EX_cl(e)_neg	8228.202479200703
EX_cmp(e)_neg	3.3963044220624248
EX_cmp(e)_pos	8.242548582201472
EX_co(e)_neg	0.0
EX_co(e)_pos	51453.262025811804
EX_co2(e)_neg	454.7245618084134
EX_co2(e)_pos	4264.058423209292
EX_coa(e)_neg	4.202345020765484
EX_coa(e)_pos	5.25818221803688
EX_coumarin(e)_neg	7.564370813277712
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	10.415564887389788
EX_creat(e)_pos	18330.34040120967
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	28788.74404858776
EX_crn(e)_neg	7019.778505384271
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	52364.67125194106
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	54889.44987079361
EX_crvnc(e)_neg	9.877006722380054
EX_crvnc(e)_pos	479.8478004281933
EX_csn(e)_neg	7.345155419977251
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	85.817291590661
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	102.62361593143126
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	85.60572052606057
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	131.52123053547632
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	152.4915828791908
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.4072932689612143
EX_ctp(e)_pos	8.219414167677709
EX_cyan(e)_neg	6.751218508728895
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2803.602345893733
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6222.263492014591
EX_cytd(e)_neg	6300.158335050446
EX_dad_2(e)_neg	7766.6305286021
EX_dag_hs(e)_neg	7958.049945726655
EX_dca(e)_neg	20083.844006898456
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	11.134713296528568
EX_dcsptn1(e)_pos	199.306205500182
EX_dcyt(e)_neg	7341.015143824102
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12792.28708390993
EX_ddecrn_neg	0.0
EX_ddecrn_pos	10977.74706465573
EX_debrisoquine(e)_neg	7.564370813277714
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12792.28708390993
EX_dgchol(e)_neg	6.842274789411457
EX_dgchol(e)_pos	67807.0270036725
EX_dgmp(e)_neg	4.158730346317089
EX_dgmp(e)_pos	4.7110698849445365
EX_dgsn(e)_neg	7761.883467388763
EX_dgtp(e)_neg	4.7110698849445365
EX_dgtp(e)_pos	4.158730346317089
EX_dha(e)_neg	3.509380083061934
EX_dha(e)_pos	3.509380083061934
EX_dhap(e)_neg	3.509380083061934
EX_dhap(e)_pos	3.509380083061934
EX_dhdascb(e)_neg	4592.928695955495
EX_dheas(e)_neg	9.589534760805256
EX_dheas(e)_pos	60826.340437164516
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.73502076182763
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	68397.70849355063
EX_din(e)_neg	7935.047750718433
EX_dlnlcg(e)_neg	6.247678789982233
EX_dlnlcg(e)_pos	49.62960594393474
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.913779815168777
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	47.3469442259764
EX_doco13ac_neg	18785.197992875237
EX_doco13ac_pos	0.0
EX_docosac_neg	15762.471832203297
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15762.471832203295
EX_dopa(e)_neg	6.14196081548974
EX_dopa(e)_pos	9524.38435084673
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	32625.268618241396
EX_dpcoa(e)_neg	6748.69690979036
EX_dpcoa(e)_pos	28231.14482031306
EX_drib(e)_neg	7.023387355614999
EX_drib(e)_pos	8103.01659649399
EX_dtdp(e)_neg	2.371614914862397
EX_dtdp(e)_pos	4.743229829724794
EX_dtmp(e)_neg	3.3963044220624248
EX_dtmp(e)_pos	8.242548582201472
EX_dttp(e)_neg	3.4072932689612143
EX_dttp(e)_pos	8.219414167677709
EX_duri(e)_neg	6.771904474460675
EX_duri(e)_pos	7052.305810081394
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.564370813277713
EX_ebastine(e)_neg	12.995804089802073
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.995804089802073
EX_eicostet(e)_neg	7.892376906428975
EX_eicostet(e)_pos	33.003969274282035
EX_elaid(e)_neg	7.085612970052315
EX_elaid(e)_pos	5192.942044485884
EX_estradiol(e)_neg	12.06218374121135
EX_estradiol(e)_pos	52047.0318550999
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	57715.072139709395
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	60394.39448553971
EX_estrones(e)_neg	9.04453729946895
EX_estrones(e)_pos	56074.99296657243
EX_etoh(e)_neg	5.752071793530933
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.486570718011119
EX_fad(e)_pos	16718.080747003347
EX_fald(e)_neg	4.328823032662224
EX_fald(e)_pos	21394.74096389887
EX_fe2(e)_neg	3.5019717882627095
EX_fe2(e)_pos	51440.92027782751
EX_fe3(e)_neg	3.380814887260924
EX_fe3(e)_pos	49945.35428492022
EX_fmn(e)_neg	16718.080747003343
EX_fmn(e)_pos	17755.824311940352
EX_fol(e)_neg	2354.849312278089
EX_for(e)_neg	4.1698272360181665
EX_for(e)_pos	15248.562859278361
EX_fru(e)_neg	5.064015096382487
EX_fru(e)_pos	2851.0582996498915
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	10083.92966371538
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11932.141129244103
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17906.363403823474
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	10857.194372247961
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	11937.826913955581
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	11948.363623782896
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	11415.361613982659
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	9936.223576047425
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	9168.719849361105
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	9825.136757049626
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	11462.962365538016
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	11877.74027032369
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10471.633146778324
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10777.093701487636
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.414785703674913
EX_gal(e)_neg	4146.189588334839
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9760.518063827652
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10667.066580133505
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9516.17006994859
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8558.825453167865
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	10013.981238424523
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6625.194419927692
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11644.656345423999
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	11960.824385871068
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	12818.758962712309
EX_gd1c_hs(e)_neg	0.0
EX_gd1c_hs(e)_pos	12890.908197395442
EX_gdp(e)_neg	3.1463947861901835
EX_gdp(e)_pos	3.1463947861901835
EX_glc(e)_neg	2.375
EX_glc(e)_pos	2588.7459014047295
EX_glcur(e)_neg	5.401971788262711
EX_glcur(e)_pos	10.963409423571985
EX_glgchlo(e)_neg	0.0
EX_glgchlo(e)_pos	13850.182779357661
EX_gln_L(e)_neg	4.857946784524817
EX_gln_L(e)_pos	8200.204484783899
EX_gltcho(e)_neg	0.0
EX_gltcho(e)_pos	15216.938885740223
EX_gltdechol(e)_neg	0.0
EX_gltdechol(e)_pos	3800.0
EX_glu_L(e)_neg	3.6889723656862055
EX_glu_L(e)_pos	8539.6000395568
EX_gluala(e)_neg	5.41776318651657
EX_gluala(e)_pos	9614.289026074364
EX_gly(e)_neg	5818.883318680023
EX_glyb(e)_neg	19.018726653269333
EX_glyb(e)_pos	10412.035818166247
EX_glyc(e)_neg	4146.189588334839
EX_glyc_S(e)_neg	0.0
EX_glyc_S(e)_pos	6814.221291773177
EX_glygly(e)_neg	13169.55900304233
EX_glygn2(e)_neg	13.455160996451635
EX_glygn2(e)_pos	0.0
EX_glygn4(e)_neg	4.275
EX_glygn4(e)_pos	13.455160996451635
EX_glygn5(e)_neg	5.0981890226699615
EX_glygn5(e)_pos	19.49699462821734
EX_glyleu(e)_neg	9856.783558777677
EX_glyphe(e)_neg	11008.335218891907
EX_glypro(e)_neg	9553.658231423256
EX_glysar(e)_neg	17493.034228105742
EX_gmp(e)_neg	6.502126575405405
EX_gmp(e)_pos	7.473584632981593
EX_gp1c_hs(e)_neg	0.0
EX_gp1c_hs(e)_pos	13549.672149819817
EX_gp1calpha_hs(e)_neg	0.0
EX_gp1calpha_hs(e)_pos	13575.766363389539
EX_gq1b_hs(e)_neg	0.0
EX_gq1b_hs(e)_pos	13342.580564566668
EX_gq1balpha_hs(e)_neg	0.0
EX_gq1balpha_hs(e)_pos	13264.670338496679
EX_gsn(e)_neg	6028.079200315818
EX_gt1a_hs(e)_neg	0.0
EX_gt1a_hs(e)_pos	13074.049620008109
EX_gthox(e)_neg	0.0
EX_gthox(e)_pos	15552.061443893183
EX_gthrd(e)_neg	2.583654752023573
EX_gthrd(e)_pos	14123.161170194524
EX_gtp(e)_neg	3.1463947861901835
EX_gtp(e)_pos	0.0
EX_gua(e)_neg	6.644866648844793
EX_gua(e)_pos	6352.585468090555
EX_gum(e)_neg	3800.0
EX_gum(e)_pos	0.0
EX_gumdchac(e)_neg	0.0
EX_gumdchac(e)_pos	3800.0
EX_gumgchol(e)_neg	0.0
EX_gumgchol(e)_pos	13850.182779357663
EX_gumtchol(e)_neg	0.0
EX_gumtchol(e)_pos	15216.938885740223
EX_h(e)_neg	239.41218729597594
EX_h(e)_pos	2304.4706218201713
EX_h2o(e)_neg	249.02305930017613
EX_h2o(e)_pos	3548.1573294626546
EX_h2o2(e)_neg	4.017045767914269
EX_h2o2(e)_pos	5818.328480120068
EX_ha(e)_neg	37.488278508582994
EX_ha(e)_pos	19398.391981133696
EX_ha_pre1(e)_neg	15.378233353656197
EX_ha_pre1(e)_pos	19850.339207537818
EX_hco3(e)_neg	442.1246510043543
EX_hco3(e)_pos	5348.4751950666905
EX_hcoumarin(e)_neg	0.0
EX_hcoumarin(e)_pos	7.564370813277712
EX_hdca(e)_neg	6.671658617804606
EX_hdca(e)_pos	13332.086315169468
EX_hdcea(e)_neg	10505.560063129467
EX_hestratriol(e)_neg	0.0
EX_hestratriol(e)_pos	51384.58176443401
EX_hexc(e)_neg	10.2732849828944
EX_hexc(e)_pos	0.0
EX_his_L(e)_neg	5401.455150979371
EX_hista(e)_neg	11.012233203191585
EX_hista(e)_pos	5401.604391966045
EX_hom_L(e)_neg	0.0
EX_hom_L(e)_pos	0.0
EX_hpdca(e)_neg	33.55164726317514
EX_hpdca(e)_pos	0.0
EX_hspg(e)_neg	354.676518933834
EX_hspg(e)_pos	0.0
EX_htaxol(e)_neg	0.0
EX_htaxol(e)_pos	7.564370813277713
EX_hxan(e)_neg	5.753424035798032
EX_hxan(e)_pos	6248.041351364569
EX_hyptaur(e)_neg	2850.0
EX_hyptaur(e)_pos	4750.0
EX_i(e)_neg	10.049115282439082
EX_i(e)_pos	0.0
EX_idour(e)_neg	0.0
EX_idour(e)_pos	459.5671547002614
EX_idp(e)_neg	2.2411656734768814
EX_idp(e)_pos	3.407293268961214
EX_ile_L(e)_neg	4.75
EX_ile_L(e)_pos	7797.189142642146
EX_imp(e)_neg	0.0
EX_imp(e)_pos	7.720751616659412
EX_inost(e)_neg	10.834031839197838
EX_inost(e)_pos	6472.468341691538
EX_ins(e)_neg	6164.9706131915445
EX_itp(e)_neg	3.407293268961214
EX_itp(e)_pos	3.396304422062425
EX_ivcrn_neg	0.0
EX_ivcrn_pos	10914.861338445216
EX_k(e)_neg	0.0
EX_k(e)_pos	0.0
EX_ksi(e)_neg	4.135466518880682
EX_ksi(e)_pos	1853.7225238273438
EX_ksi_deg1(e)_neg	0.0
EX_ksi_deg1(e)_pos	1824.7260569012885
EX_ksii_core2(e)_neg	101.89623668359386
EX_ksii_core2(e)_pos	305.08447677458304
EX_ksii_core4(e)_neg	110.17008136586846
EX_ksii_core4(e)_pos	503.8339208670821
EX_lac_D(e)_neg	2.4283744464666532
EX_lac_D(e)_pos	3703.3173329372294
EX_lac_L(e)_neg	2.4283744464666532
EX_lac_L(e)_pos	3659.955594934036
EX_lcts(e)_neg	4.379681075901193
EX_lcts(e)_pos	7489.784670510864
EX_leu_L(e)_neg	4.75
EX_leu_L(e)_pos	3846.0173090112257
EX_leugly(e)_neg	9856.783558777679
EX_leuktrA4(e)_neg	3.4958770436918023
EX_leuktrA4(e)_pos	4222.332909229044
EX_leuktrB4(e)_neg	0.0
EX_leuktrB4(e)_pos	3318.8728187300267
EX_leuktrC4(e)_neg	5.759818570867798
EX_leuktrC4(e)_pos	22655.62706385341
EX_leuktrD4(e)_neg	4.2257002727836825
EX_leuktrD4(e)_pos	18150.093694755284
EX_leuktrE4(e)_neg	4.798119080106302
EX_leuktrE4(e)_pos	17790.990276844423
EX_leuktrF4(e)_neg	5.6378160574037866
EX_leuktrF4(e)_pos	21451.32705184796
EX_leuleu(e)_neg	10355.199449466429
EX_lgnc(e)_neg	21.950801099474813
EX_lgnc(e)_pos	10.2732849828944
EX_limnen(e)_neg	7.564370813277712
EX_limnen(e)_pos	0.0
EX_lipoate(e)_neg	0.0
EX_lipoate(e)_pos	0.0
EX_lneldc(e)_neg	14.045149124510907
EX_lneldc(e)_pos	9201.986953731508
EX_lnlc(e)_neg	6.217923687286797
EX_lnlc(e)_pos	0.0
EX_lnlnca(e)_neg	7.043497132327721
EX_lnlnca(e)_pos	0.0
EX_lnlncg(e)_neg	12.928936509211507
EX_lnlncg(e)_pos	49.737727616203465
EX_lpchol_hs(e)_neg	14117.089989832193
EX_lys_L(e)_neg	12.640534834889896
EX_lys_L(e)_pos	3.9445397474589026
EX_mag_hs(e)_neg	5214.229792308418
EX_mal_L(e)_neg	5420.01924855365
EX_mal_L(e)_pos	9404.59337293676
EX_malcoa(e)_neg	5.25818221803688
EX_malcoa(e)_pos	0.0
EX_malt(e)_neg	3024.0945113349812
EX_malthp(e)_neg	4.275
EX_malthp(e)_pos	19.287826469388822
EX_malthx(e)_neg	2.85
EX_malthx(e)_pos	15.189830050577264
EX_maltpt(e)_neg	2.85
EX_maltpt(e)_pos	13.2
EX_malttr(e)_neg	2.649396340889987
EX_malttr(e)_pos	30.6
EX_maltttr(e)_neg	2.85
EX_maltttr(e)_pos	20.6
EX_man(e)_neg	5300.883102203849
EX_meoh(e)_neg	5.752071793530931
EX_meoh(e)_pos	22341.260789946835
EX_mepi(e)_neg	0.0
EX_mepi(e)_pos	42744.49384301688
EX_mercplaccys(e)_neg	0.0
EX_mercplaccys(e)_pos	16437.996170791324
EX_met_L(e)_neg	10.9131114741521
EX_met_L(e)_pos	10420.162090065538
EX_mthgxl(e)_neg	0.0
EX_mthgxl(e)_pos	4786.94284967824
EX_n2m2nmasn(e)_neg	60.2701907269073
EX_n2m2nmasn(e)_pos	779.4163784464212
EX_na1(e)_neg	0.0
EX_nac(e)_neg	11.951320723518148
EX_nac(e)_pos	29.21807994707797
EX_nad(e)_neg	4.804672421625063
EX_nad(e)_pos	0.0
EX_nadp(e)_neg	4.804672421625063
EX_nadp(e)_pos	0.0
EX_ncam(e)_neg	2.8499999999999996
EX_ncam(e)_pos	19.78709865319773
EX_nh4(e)_neg	546.264699691911
EX_nh4(e)_pos	5180.586043094067
EX_nifedipine(e)_neg	0.0
EX_nifedipine(e)_pos	0.0
EX_no(e)_neg	7.101824274029438
EX_no(e)_pos	58920.99339746236
EX_no2(e)_neg	5.401971788262711
EX_no2(e)_pos	5.4817047117859925
EX_npthl(e)_neg	7.564370813277712
EX_npthl(e)_pos	0.0
EX_nrpphr(e)_neg	5.851913240839806
EX_nrpphr(e)_pos	30238.138420287014
EX_nrpphrsf(e)_neg	0.0
EX_nrpphrsf(e)_pos	72625.04408984158
EX_nrvnc(e)_neg	22.61219705915142
EX_nrvnc(e)_pos	0.0
EX_o2(e)_neg	3763.1601804060115
EX_o2s(e)_neg	3.2419433408386396
EX_o2s(e)_pos	9166.049813704742
EX_oagd3_hs(e)_neg	0.0
EX_oagd3_hs(e)_pos	19860.5033264048
EX_oagt3_hs(e)_neg	0.0
EX_oagt3_hs(e)_pos	19099.60495907593
EX_ocdca(e)_neg	5210.605068015743
EX_ocdcea(e)_neg	7.0915554947255295
EX_ocdcea(e)_pos	8931.230186467763
EX_octa(e)_neg	9122.671595230277
EX_oh1(e)_neg	0.0
EX_oh1(e)_pos	0.0
EX_omeprazole(e)_neg	7.564370813277713
EX_omeprazole(e)_pos	0.0
EX_onpthl(e)_neg	0.0
EX_onpthl(e)_pos	7.564370813277712
EX_orn(e)_neg	4.4668051355218426
EX_orn(e)_pos	11527.12899387873
EX_orot(e)_neg	6.805028907769597
EX_orot(e)_pos	8445.111582090709
EX_oxa(e)_neg	0.0
EX_oxa(e)_pos	11314.635011943717
EX_paf_hs(e)_neg	4.904843675933393
EX_paf_hs(e)_pos	6.894069396222771
EX_pan4p(e)_neg	5470.922277142259
EX_pan4p(e)_pos	6748.69690979036
EX_pchol_hs(e)_neg	14.221901470013123
EX_pchol_hs(e)_pos	10782.601319856345
EX_pe_hs(e)_neg	3325.0
EX_pect(e)_neg	5107.434634801432
EX_pect(e)_pos	0.0
EX_pectindchac(e)_neg	0.0
EX_pectindchac(e)_pos	5107.434634801432
EX_pectingchol(e)_neg	0.0
EX_pectingchol(e)_pos	14527.97679135891
EX_pectintchol(e)_neg	0.0
EX_pectintchol(e)_pos	15756.75490009317
EX_peplys(e)_neg	0.0
EX_peplys(e)_pos	0.0
EX_perillyl(e)_neg	0.0
EX_perillyl(e)_pos	7.564370813277712
EX_pglyc_hs(e)_neg	5.4817047117859925
EX_pglyc_hs(e)_pos	13969.471850293408
EX_phe_L(e)_neg	5947.4091939674645
EX_pheacgln(e)_neg	0.0
EX_pheacgln(e)_pos	19145.769930575072
EX_pheme(e)_neg	51453.26202581189
EX_phyQ(e)_neg	0.0
EX_phyQ(e)_pos	0.0
EX_phyt(e)_neg	47.34694422597639
EX_phyt(e)_pos	0.0
EX_pi(e)_neg	515.1685201651642
EX_pi(e)_pos	6222.550627203737
EX_pnto_R(e)_neg	285.0
EX_pnto_R(e)_pos	6223.153692461693
EX_ppa(e)_neg	4.881828776639803
EX_ppa(e)_pos	10308.130848662078
EX_ppi(e)_neg	3.787686336961347
EX_ppi(e)_pos	22418.34216396021
EX_prgstrn(e)_neg	6.296387187689678
EX_prgstrn(e)_pos	61815.00839444967
EX_pro_D(e)_neg	0.0
EX_pro_D(e)_pos	0.0
EX_pro_L(e)_neg	6.571519253084482
EX_pro_L(e)_pos	8319.809121676148
