	WT-a_S116_L007_R1_001
EBASTINEOHtr_neg	0.0
EBASTINEOHtr_pos	12.947574299462365
EBASTINEte_neg	0.0
EBASTINEte_pos	12.947574299462364
EBASTINEtr_neg	12.947574299462365
EBASTINEtr_pos	0.0
EBP1r_pos	462.5306429550648
EBP2r_pos	231.37187597423852
ECGISOr_neg	0.0
ECGISOr_pos	0.0
ECOAH12m_neg	0.0
ECOAH12m_pos	12830.14156963079
ECOAH1m_neg	20056.383131513307
ECOAH1m_pos	8254.41031397157
ECOAH1x_neg	0.0
ECOAH1x_pos	0.0
ECOAH9m_neg	13801.190998737098
ECOAH9m_pos	9884.150871262913
EGMESTr_pos	0.0
EHGLAT2m_pos	12334.098680780278
EHGLAT_pos	0.0
EHGLATm_pos	12230.755114272342
EICOSTETCPT1_pos	84.71100194676228
EICOSTETCPT2_pos	84.71100194676228
EICOSTETCRNt_pos	84.71100194676228
EICOSTETt_neg	32.69296238657816
EICOSTETt_pos	7.7932894564888375
ELAIDCPT1_pos	40377.35000439945
ELAIDCPT2_pos	40377.35000439945
ELAIDCRNt_pos	40377.35000439945
ELAIDt_neg	5122.583255158799
ELAIDt_pos	3364.3832249697434
ENGASE2_pos	0.0
ENGASE2ly_pos	17408.39450315357
ENGASE3ly_pos	12139.56308237377
ENGASE_pos	0.0
ENGASEly_pos	17882.248489856134
ENMAN1g_pos	0.0
ENMAN2g_pos	0.0
ENMAN3g_pos	0.0
ENMAN4g_pos	0.0
ENMAN5g_pos	0.0
ENMAN6g_pos	0.0
ENO_neg	9893.472050413711
ENO_pos	3605.460508734624
EPCTX_pos	0.0
ESTRADIOLGLCt2_pos	4449.473499334994
ESTRADIOLGLCt_neg	57295.12364060927
ESTRADIOLGLCt_pos	4449.473499334994
ESTRADIOLGLCtr_neg	57295.12364060929
ESTRADIOLGLCtr_pos	0.0
ESTRADIOLt_neg	51744.835994799774
ESTRADIOLt_pos	12.022625049084722
ESTRADIOLtr_neg	57657.071890135754
ESTRADIOLtr_pos	5144.799215981872
ESTRIOLGLCte_pos	0.0
ESTRIOLGLCtr_neg	0.0
ESTRIOLGLCtr_pos	0.0
ESTRIOLtr_neg	0.0
ESTRIOLtr_pos	0.0
ESTRONEGLCt_pos	59998.466046156434
ESTRONEGLCtr_neg	59998.466046156434
ESTRONEGLCtr_pos	0.0
ESTRONESt2_pos	567.6234605099761
ESTRONESt_neg	567.6234605099761
ESTRONESt_pos	1211.504495662374
ESTRONEtr_neg	5144.799215981872
ESTRONEtr_pos	51772.88888726977
ESTSULT_pos	8078.61044208429
ETFQO_pos	415.79996805200267
ETF_pos	415.79996805200267
ETHAK_pos	3339.485276595878
ETHP_pos	3464.8605480781303
ETOHMO_pos	6.870383209098588
ETOHt_neg	0.0
ETOHt_pos	5.665951060921418
ETOHtx_neg	0.0
ETOHtx_pos	11.825678789618554
EX_10fthf(e)_neg	0.0
EX_10fthf(e)_pos	34.49673527202955
EX_10fthf5glu(e)_neg	9.083470131643073
EX_10fthf5glu(e)_pos	9.390978938102853
EX_10fthf6glu(e)_neg	3.7120104840017105
EX_10fthf6glu(e)_pos	3.7120104840017105
EX_10fthf7glu(e)_neg	3.7120104840017105
EX_10fthf7glu(e)_pos	0.0
EX_11_cis_retfa(e)_neg	5.4794085246506
EX_11_cis_retfa(e)_pos	1628.4832920951646
EX_12dgr120(e)_neg	0.0
EX_12dgr120(e)_pos	0.0
EX_13_cis_retnglc(e)_neg	0.0
EX_13_cis_retnglc(e)_pos	2730.8605103079044
EX_1glyc_hs(e)_neg	0.0
EX_1glyc_hs(e)_pos	17749.822776464633
EX_1mncam(e)_neg	0.0
EX_1mncam(e)_pos	46.94415303812298
EX_23cump(e)_neg	4.5294085246505995
EX_23cump(e)_pos	4.3998627781462565
EX_2425dhvitd2(e)_neg	0.0
EX_2425dhvitd2(e)_pos	10.955199292197609
EX_2425dhvitd3(e)_neg	0.0
EX_2425dhvitd3(e)_pos	50423.82896346123
EX_24nph(e)_neg	0.0
EX_24nph(e)_pos	14.170649691141477
EX_25hvitd2(e)_neg	10.955199292197607
EX_25hvitd2(e)_pos	0.0
EX_25hvitd3(e)_neg	7.4906672431390975
EX_25hvitd3(e)_pos	7506.883511305829
EX_2hb(e)_neg	8.062057785454506
EX_2hb(e)_pos	7672.390658974366
EX_2mcit(e)_neg	0.0
EX_2mcit(e)_pos	14590.021211649231
EX_34dhoxpeg(e)_neg	0.0
EX_34dhoxpeg(e)_pos	31870.958177116325
EX_34dhphe(e)_neg	4.196087566109272
EX_34dhphe(e)_pos	6554.93094438081
EX_34hpp_neg	6816.753298657845
EX_34hpp_pos	8479.913926497538
EX_35cgmp(e)_neg	0.0
EX_35cgmp(e)_pos	14371.28510323538
EX_3aib(e)_neg	0.0
EX_3aib(e)_pos	10811.487745100165
EX_3aib_D(e)_neg	0.0
EX_3aib_D(e)_pos	11438.902100291525
EX_3bcrn_neg	0.0
EX_3bcrn_pos	8777.858624417022
EX_3ddcrn_neg	0.0
EX_3ddcrn_pos	12607.441974913658
EX_3deccrn_neg	0.0
EX_3deccrn_pos	13051.038206335796
EX_3hdececrn_neg	0.0
EX_3hdececrn_pos	10502.824739146294
EX_3hexdcrn_neg	0.0
EX_3hexdcrn_pos	10845.376446497847
EX_3ivcrn_neg	0.0
EX_3ivcrn_pos	13129.774110410068
EX_3mlda(e)_neg	0.0
EX_3mlda(e)_pos	12963.526888983853
EX_3mob(e)_neg	7772.93561023398
EX_3mob(e)_pos	6.447114670036276
EX_3mop(e)_neg	7696.898541450172
EX_3mop(e)_pos	23.775853077382955
EX_3octdec2crn_neg	0.0
EX_3octdec2crn_pos	10.033264407331112
EX_3octdeccrn_neg	0.0
EX_3octdeccrn_pos	8629.686154344314
EX_3octdece1crn_neg	0.0
EX_3octdece1crn_pos	15794.753085202046
EX_3tdcrn_neg	0.0
EX_3tdcrn_pos	10572.62519052929
EX_3tetd7ecoacrn_neg	0.0
EX_3tetd7ecoacrn_pos	14054.30766787672
EX_3thexddcoacrn_neg	0.0
EX_3thexddcoacrn_pos	22468.67308633336
EX_3ttetddcoacrn_neg	0.0
EX_3ttetddcoacrn_pos	32207.48605259688
EX_3ump(e)_neg	4.3998627781462565
EX_3ump(e)_pos	4.5294085246505995
EX_4abut(e)_neg	3.281176190928406
EX_4abut(e)_pos	8938.035003548284
EX_4abutn(e)_neg	4.749999999999999
EX_4abutn(e)_pos	15175.933276476393
EX_4hdebrisoquine(e)_neg	0.0
EX_4hdebrisoquine(e)_pos	7.490667243139098
EX_4hphac(e)_neg	0.0
EX_4hphac(e)_pos	10925.812752409855
EX_4hpro(e)_neg	2850.0
EX_4mop(e)_neg	7755.00329421687
EX_4mop(e)_pos	7430.169129982316
EX_4mptnl(e)_neg	0.0
EX_4mptnl(e)_pos	61619.095455163755
EX_4mtolbutamide(e)_neg	0.0
EX_4mtolbutamide(e)_pos	7.4906672431390975
EX_4nph(e)_neg	3.4900866131294186
EX_4nph(e)_pos	3.4900866131294186
EX_4nphsf(e)_neg	0.0
EX_4nphsf(e)_pos	22.815517471386688
EX_4pyrdx(e)_neg	0.0
EX_4pyrdx(e)_pos	8067.157363132074
EX_5adtststerone(e)_neg	7.246563428537895
EX_5adtststerone(e)_pos	55926.331237086335
EX_5adtststeroneglc(e)_neg	0.0
EX_5adtststeroneglc(e)_pos	69741.6854240997
EX_5adtststerones(e)_neg	8.280630510027844
EX_5adtststerones(e)_pos	55305.44718897871
EX_5dhf(e)_neg	9.083470131643073
EX_5dhf(e)_pos	9.390978938102853
EX_5fthf(e)_neg	6.613836308375333
EX_5fthf(e)_pos	0.0
EX_5homeprazole(e)_neg	0.0
EX_5homeprazole(e)_pos	7.4906672431390975
EX_5htrp(e)_neg	0.0
EX_5htrp(e)_pos	7.6557553284955135
EX_5mta(e)_neg	15183.295553325412
EX_5mta(e)_pos	15328.307979718653
EX_5mthf(e)_neg	6996.154163921756
EX_5oxpro(e)_neg	6238.97027335183
EX_5oxpro(e)_pos	10352.414571115609
EX_5thf(e)_neg	9.083470131643073
EX_5thf(e)_pos	9.390978938102853
EX_6dhf(e)_neg	3.7120104840017105
EX_6dhf(e)_pos	3.7120104840017105
EX_6htststerone(e)_neg	0.0
EX_6htststerone(e)_pos	52622.98027762338
EX_6thf(e)_neg	3.7120104840017105
EX_6thf(e)_pos	3.7120104840017105
EX_7dhf(e)_neg	3.7120104840017105
EX_7dhf(e)_pos	0.0
EX_7thf(e)_neg	3.7120104840017105
EX_7thf(e)_pos	0.0
EX_9_cis_retfa(e)_neg	5.4794085246506
EX_9_cis_retfa(e)_pos	1628.4832920951644
EX_C02470(e)_neg	22.46116367964613
EX_C02470(e)_pos	11.823896302648375
EX_C02528(e)_neg	7.09716058859383
EX_C02528(e)_pos	66338.57626093688
EX_C04849(e)_neg	2.218593877853726
EX_C04849(e)_pos	2.218593877853726
EX_C05965(e)_neg	2.218593877853726
EX_C05965(e)_pos	2.218593877853726
EX_CE0074(e)_neg	4.75
EX_CE0074(e)_pos	16282.30536766414
EX_CE1925(e)_neg	5.349862778146257
EX_CE1925(e)_pos	5.4794085246506
EX_CE1926(e)_neg	5.349862778146257
EX_CE1926(e)_pos	5.4794085246506
EX_CE1935(e)_neg	5.7
EX_CE1935(e)_pos	16038.826676429191
EX_CE1936(e)_neg	0.0
EX_CE1936(e)_pos	17961.722421566992
EX_CE1939(e)_neg	5.7
EX_CE1939(e)_pos	24962.968343663182
EX_CE1940(e)_neg	5.7
EX_CE1940(e)_pos	24962.968343663175
EX_CE1943(e)_neg	0.0
EX_CE1943(e)_pos	33762.612726086496
EX_CE1950(e)_neg	0.0
EX_CE1950(e)_pos	0.0
EX_CE2011(e)_neg	4.858199432359333
EX_CE2011(e)_pos	15.592333171078101
EX_CE2250(e)_neg	0.0
EX_CE2250(e)_pos	5.257667803570461
EX_CE2838(e)_neg	3.106746587271683
EX_CE2838(e)_pos	4.275
EX_CE2839(e)_neg	4.275
EX_CE2839(e)_pos	3.106746587271683
EX_CE2915(e)_neg	4.75
EX_CE2915(e)_pos	4.75
EX_CE2916(e)_neg	4.75
EX_CE2916(e)_pos	4.75
EX_CE2917(e)_neg	6.5687373635490784
EX_CE2917(e)_pos	4.75
EX_CE4633(e)_neg	5.349862778146257
EX_CE4633(e)_pos	8140.404731643159
EX_CE4722(e)_neg	4.75
EX_CE4722(e)_pos	4.75
EX_CE4723(e)_neg	4.75
EX_CE4723(e)_pos	4.75
EX_CE4724(e)_neg	4.75
EX_CE4724(e)_pos	6.5687373635490784
EX_CE4881(e)_neg	5.4794085246506
EX_CE4881(e)_pos	5.349862778146257
EX_CE5786(e)_neg	4.75
EX_CE5786(e)_pos	18.90813048310009
EX_CE5787(e)_neg	5.7
EX_CE5787(e)_pos	17.949999999999996
EX_CE5788(e)_neg	5.7
EX_CE5788(e)_pos	23.303157980948967
EX_CE5789(e)_neg	4.275
EX_CE5789(e)_pos	14.099999999999998
EX_CE5791(e)_neg	5.7
EX_CE5791(e)_pos	17.949999999999996
EX_CE5797(e)_neg	4.75
EX_CE5797(e)_pos	4.75
EX_CE5798(e)_neg	4.75
EX_CE5798(e)_pos	4.75
EX_CE5853(e)_neg	5.4794085246506
EX_CE5853(e)_pos	5.349862778146257
EX_CE5854(e)_neg	5.4794085246506
EX_CE5854(e)_pos	5.349862778146257
EX_CE5867(e)_neg	4.75
EX_CE5867(e)_pos	4.75
EX_CE5868(e)_neg	4.75
EX_CE5868(e)_pos	4.75
EX_CE5869(e)_neg	4.75
EX_CE5869(e)_pos	4.75
EX_CLPND(e)_neg	12.763346782552217
EX_CLPND(e)_pos	385.8196219667756
EX_HC00001(e)_neg	0.0
EX_HC00001(e)_pos	0.0
EX_HC00002(e)_neg	0.0
EX_HC00002(e)_pos	0.0
EX_HC00003(e)_neg	0.0
EX_HC00003(e)_pos	0.0
EX_HC00004(e)_neg	0.0
EX_HC00004(e)_pos	0.0
EX_HC00229(e)_neg	4.274999999999999
EX_HC00229(e)_pos	3020.978848611023
EX_HC00250(e)_neg	5.421792922599486
EX_HC00250(e)_pos	6829.420681065093
EX_HC00822(e)_neg	16.626644397114045
EX_HC00822(e)_pos	3.3249999999999993
EX_HC00955(e)_neg	0.0
EX_HC00955(e)_pos	0.0
EX_HC01104(e)_neg	3.4900866131294186
EX_HC01104(e)_pos	3.4900866131294186
EX_HC01361(e)_neg	4.778825852550664
EX_HC01361(e)_pos	6.646154078032568
EX_HC01440(e)_neg	0.0
EX_HC01440(e)_pos	0.0
EX_HC01441(e)_neg	0.0
EX_HC01441(e)_pos	0.0
EX_HC01444(e)_neg	9.54555005978095
EX_HC01444(e)_pos	4168.887295214563
EX_HC01446(e)_neg	0.0
EX_HC01446(e)_pos	0.0
EX_HC01577(e)_neg	0.0
EX_HC01577(e)_pos	0.0
EX_HC01609(e)_neg	9.630671214281842
EX_HC01609(e)_pos	9.630671214281842
EX_HC01610(e)_neg	9.630671214281842
EX_HC01610(e)_pos	9.630671214281842
EX_HC01700(e)_neg	0.0
EX_HC01700(e)_pos	0.0
EX_HC01787(e)_neg	0.0
EX_HC01787(e)_pos	0.0
EX_HC01852(e)_neg	0.0
EX_HC01852(e)_pos	0.0
EX_HC01939(e)_neg	0.0
EX_HC01939(e)_pos	0.0
EX_HC01942(e)_neg	0.0
EX_HC01942(e)_pos	0.0
EX_HC01943(e)_neg	0.0
EX_HC01943(e)_pos	0.0
EX_HC01944(e)_neg	0.0
EX_HC01944(e)_pos	0.0
EX_HC02154(e)_neg	0.0
EX_HC02154(e)_pos	0.0
EX_HC02160(e)_neg	0.0
EX_HC02160(e)_pos	0.0
EX_HC02161(e)_neg	0.0
EX_HC02161(e)_pos	0.0
EX_HC02172(e)_neg	0.0
EX_HC02172(e)_pos	0.0
EX_HC02175(e)_neg	0.0
EX_HC02175(e)_pos	0.0
EX_HC02176(e)_neg	7.490667243139097
EX_HC02176(e)_pos	0.0
EX_HC02179(e)_neg	0.0
EX_HC02179(e)_pos	0.0
EX_HC02180(e)_neg	0.0
EX_HC02180(e)_pos	0.0
EX_HC02187(e)_neg	0.0
EX_HC02187(e)_pos	0.0
EX_HC02191(e)_neg	0.0
EX_HC02191(e)_pos	0.0
EX_HC02192(e)_neg	0.0
EX_HC02192(e)_pos	0.0
EX_HC02193(e)_neg	0.0
EX_HC02193(e)_pos	0.0
EX_HC02194(e)_neg	0.0
EX_HC02194(e)_pos	0.0
EX_HC02195(e)_neg	0.0
EX_HC02195(e)_pos	0.0
EX_HC02196(e)_neg	0.0
EX_HC02196(e)_pos	0.0
EX_HC02197(e)_neg	0.0
EX_HC02197(e)_pos	0.0
EX_HC02198(e)_neg	0.0
EX_HC02198(e)_pos	0.0
EX_HC02199(e)_neg	0.0
EX_HC02199(e)_pos	0.0
EX_HC02200(e)_neg	0.0
EX_HC02200(e)_pos	0.0
EX_HC02201(e)_neg	0.0
EX_HC02201(e)_pos	0.0
EX_HC02202(e)_neg	3.1822470826072387
EX_HC02202(e)_pos	11.494878367801512
EX_HC02203(e)_neg	3.1822470826072387
EX_HC02203(e)_pos	13.37796471183132
EX_HC02204(e)_neg	3.1822470826072387
EX_HC02204(e)_pos	13.19487836780151
EX_HC02205(e)_neg	3.1822470826072387
EX_HC02205(e)_pos	11.67796471183132
EX_HC02206(e)_neg	3.1822470826072387
EX_HC02206(e)_pos	11.344878367801511
EX_HC02207(e)_neg	3.1822470826072387
EX_HC02207(e)_pos	11.52796471183132
EX_HC02208(e)_neg	0.0
EX_HC02208(e)_pos	0.0
EX_HC02210(e)_neg	0.0
EX_HC02210(e)_pos	0.0
EX_HC02213(e)_neg	0.0
EX_HC02213(e)_pos	0.0
EX_HC02214(e)_neg	0.0
EX_HC02214(e)_pos	0.0
EX_HC02216(e)_neg	0.0
EX_HC02216(e)_pos	0.0
EX_HC02217(e)_neg	0.0
EX_HC02217(e)_pos	0.0
EX_HC02220(e)_neg	0.0
EX_HC02220(e)_pos	0.0
EX_Lcystin(e)_neg	2.351868713666973
EX_Lcystin(e)_pos	0.0
EX_Rtotal(e)_neg	8.534767765225435
EX_Rtotal(e)_pos	7717.124835903877
EX_Rtotal2(e)_neg	9.01315285036304
EX_Rtotal2(e)_pos	5236.165237926674
EX_Rtotal3(e)_neg	8.10928090347379
EX_Rtotal3(e)_pos	8.28473961448664
EX_Tyr_ggn(e)_neg	0.0
EX_Tyr_ggn(e)_pos	30.238943607677292
EX_abt(e)_neg	0.0
EX_abt(e)_pos	5073.970985071721
EX_ac(e)_neg	4.7925122814418515
EX_ac(e)_pos	5891.589533106884
EX_acac(e)_neg	5.113648255707499
EX_acac(e)_pos	7822.677808348356
EX_acald(e)_neg	5.239197963352508
EX_acald(e)_pos	6426.1292250737015
EX_acetone(e)_neg	5.599766240255212
EX_acetone(e)_pos	10774.668861783255
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	9704.21373338945
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	9085.169630518414
EX_acgam(e)_neg	0.0
EX_acgam(e)_pos	6.649999999999999
EX_ach(e)_neg	9.005250953257082
EX_ach(e)_pos	7091.077378464193
EX_acmana(e)_neg	0.0
EX_acmana(e)_pos	19441.4038852131
EX_acn13acngalgbside_hs(e)_neg	0.0
EX_acn13acngalgbside_hs(e)_pos	11381.825659773434
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11381.825659773434
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12623.096514219482
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11411.167083049742
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	10322.503947834071
EX_ade(e)_neg	3.986500736169524
EX_ade(e)_pos	6265.3458898067865
EX_adn(e)_neg	5777.580836998326
EX_adp_neg	3.0751230822800073
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.756105568327983
EX_adprib(e)_neg	7.935181614754023
EX_adprib(e)_pos	4.756105568327982
EX_adrn(e)_neg	9.252098740820221
EX_adrn(e)_pos	135.2404137550101
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	37491.816398113864
EX_aflatoxin(e)_neg	7.490667243139098
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11408.122577580478
EX_ahcys(e)_pos	27264.158025009554
EX_ahdt(e)_neg	6.646154078032568
EX_ahdt(e)_pos	4.778825852550664
EX_aicar(e)_neg	11409.127827299992
EX_aicar(e)_pos	12659.448577071453
EX_ak2lgchol_hs(e)_neg	6.861317615536893
EX_ak2lgchol_hs(e)_pos	4.83510203054622
EX_akg(e)_neg	4.117264957118759
EX_akg(e)_pos	7560.205032170122
EX_ala_B(e)_neg	6.87096234317187
EX_ala_B(e)_pos	9200.128962899638
EX_ala_D(e)_neg	2.4400971421352042
EX_ala_D(e)_pos	3830.2486662632064
EX_ala_L(e)_neg	2.3976612893164457
EX_ala_L(e)_pos	3625.4982435328743
EX_alaala(e)_neg	7581.623320699231
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	53649.70497997297
EX_amp(e)_neg	3.986500736169524
EX_amp(e)_pos	6695.125540427258
EX_andrstrn(e)_neg	17.742289706686574
EX_andrstrn(e)_pos	56394.93869203236
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	69957.22150104419
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.948025249010158
EX_antipyrene(e)_neg	7.909922521492658
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.490667243139098
EX_appnn(e)_neg	7.490667243139098
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	62105.22609358832
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.40113169019486
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11715.3704183147
EX_arachcoa(e)_neg	5.257667803570461
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.845306587391454
EX_arachd(e)_pos	77.57891477125283
EX_arg_L(e)_neg	5.474310092726716
EX_arg_L(e)_pos	17936.029979773615
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4533.093376912218
EX_asn_L(e)_neg	5.653885034287855
EX_asn_L(e)_pos	11668.832311479633
EX_asp_D(e)_neg	11.373679532820326
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.111580682438329
EX_asp_L(e)_pos	6899.205893364537
EX_atp(e)_neg	3.9835868413374174
EX_atp(e)_pos	21592.795676529608
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	5.130047555208632
EX_bhb(e)_pos	7828.969261929696
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	42966.084894406806
EX_bilglcur(e)_neg	10.306266898180766
EX_bilglcur(e)_pos	65783.73154474485
EX_bilirub(e)_neg	16.215517355329183
EX_bilirub(e)_pos	51115.89323384332
EX_biocyt(e)_neg	3.94323279936673
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	239.15802097382283
EX_btn(e)_pos	3.94323279936673
EX_but(e)_neg	6.256756789560649
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12762.733249557119
EX_c10crn_neg	0.0
EX_c10crn_pos	15172.716924161678
EX_c10dc_neg	0.0
EX_c10dc_pos	19973.94932427299
EX_c12dc_neg	0.0
EX_c12dc_pos	46315.867605748834
EX_c16dc_neg	0.0
EX_c16dc_pos	30226.295063260648
EX_c3dc_neg	0.0
EX_c3dc_pos	11154.332926611334
EX_c4crn_neg	0.0
EX_c4crn_pos	17376.332889336783
EX_c4dc_neg	0.0
EX_c4dc_pos	10771.651204219223
EX_c51crn_neg	0.0
EX_c51crn_pos	12131.816621513162
EX_c5dc_neg	0.0
EX_c5dc_pos	8256.021079396425
EX_c6crn_neg	0.0
EX_c6crn_pos	13491.582557987811
EX_c6dc_neg	0.0
EX_c6dc_pos	62409.8482680533
EX_c81crn_neg	0.0
EX_c81crn_pos	12762.733249557119
EX_c8crn_neg	0.0
EX_c8crn_pos	9111.72451233057
EX_c8dc_neg	0.0
EX_c8dc_pos	28183.298163206502
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	13275.392751706553
EX_carn(e)_neg	11095.090343512527
EX_caro(e)_neg	13.121891503760176
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.490667243139098
EX_cbasp(e)_neg	8372.918383265289
EX_cbasp(e)_pos	19724.765213362643
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.2517945590927515
EX_cdp(e)_pos	4.503589118185503
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.63683017501391
EX_cgly(e)_pos	10704.552592370117
EX_chol(e)_neg	7088.8642149572515
EX_cholate(e)_neg	11891.808094734693
EX_chsterol(e)_neg	8.230983187116836
EX_chsterol(e)_pos	10972.54302593703
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.716082458326688
EX_cit(e)_pos	8580.348192642869
EX_citr_L(e)_neg	2.0213837020581655
EX_citr_L(e)_pos	12530.985679407991
EX_cl(e)_neg	8146.743415679219
EX_cmp(e)_neg	3.273928606924912
EX_cmp(e)_pos	7.875177608403822
EX_co(e)_neg	0.0
EX_co(e)_pos	51128.33979125822
EX_co2(e)_neg	452.8293524918747
EX_co2(e)_pos	4220.626111922204
EX_coa(e)_neg	4.1975216532823545
EX_coa(e)_pos	5.257667803570461
EX_coumarin(e)_neg	7.490667243139098
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	10.227842730347733
EX_creat(e)_pos	18096.26174541573
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	28386.977462492716
EX_crn(e)_neg	6966.6162161516395
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	52090.99668648877
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	54657.16043697588
EX_crvnc(e)_neg	9.867621054542813
EX_crvnc(e)_pos	475.41389516369674
EX_csn(e)_neg	7.414729874288703
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	85.07855155824734
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	101.84897968061091
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	84.87822267928166
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	130.3634847317115
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	150.99803812867583
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.2826495457084395
EX_ctp(e)_pos	7.856817737280605
EX_cyan(e)_neg	6.727224350114269
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2751.885593349705
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6180.030441905691
EX_cytd(e)_neg	6230.599377506807
EX_dad_2(e)_neg	7813.430248117674
EX_dag_hs(e)_neg	7936.938165319961
EX_dca(e)_neg	19973.94932427299
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	11.093605577240627
EX_dcsptn1(e)_pos	197.4889112260333
EX_dcyt(e)_neg	7389.1008253858545
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12762.733249557119
EX_ddecrn_neg	0.0
EX_ddecrn_pos	10817.824959252319
EX_debrisoquine(e)_neg	7.490667243139098
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12762.733249557119
EX_dgchol(e)_neg	6.804754642977179
EX_dgchol(e)_pos	67421.24752083673
EX_dgmp(e)_neg	4.137796645715669
EX_dgmp(e)_pos	4.698306847508435
EX_dgsn(e)_neg	7789.408946006456
EX_dgtp(e)_neg	4.698306847508435
EX_dgtp(e)_pos	4.137796645715669
EX_dha(e)_neg	3.4900866131294186
EX_dha(e)_pos	3.4900866131294186
EX_dhap(e)_neg	3.4900866131294186
EX_dhap(e)_pos	3.4900866131294186
EX_dhdascb(e)_neg	4533.093376912218
EX_dheas(e)_neg	9.536604476337862
EX_dheas(e)_pos	60454.53459386416
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.49673527202955
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	67712.0025353754
EX_din(e)_neg	7982.425597057274
EX_dlnlcg(e)_neg	6.144180189950301
EX_dlnlcg(e)_pos	49.22755203361176
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.909922521492658
EX_dmhptcrn(e)_neg	0.0
