	Ob.EPA.c_S137_L007_R1_001	Ob.EPA.e_S153_L007_R1_001	Ob.1012.b_S133_L007_R1_001	WT.911.b_S129_L007_R1_001
NRPPHRVESSEC_pos	2.1984941536390834	2.682573297347578	2.229587922740652	1.5360529002402097
NRVNCCOAtx_pos	0.0	0.0	0.0	0.0
NRVNCCOAtx_neg	0.0	0.0	0.0	0.0
NRVNCCPT1_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
NRVNCCPT2_pos	6.735928284277653	6.83035674741922	6.454175893185802	6.185271905593818
NRVNCCRNt_pos	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
NRVNCt_pos	0.0	0.0	0.0	0.0
NRVNCt_neg	0.0	0.0	0.0	0.0
NS26T2g_pos	0.0	0.29865831556451516	0.11103131238874395	0.0
NS26Tg_pos	0.0	0.29865831556451516	0.11103131238874395	0.0
NT5C_pos	5.902073579310743	6.028127082317139	5.574101508089389	5.044831233447812
NTD1_pos	4.864433796365624	4.680324356844016	4.505890929729957	4.742545233866053
NTD10_pos	5.902073579310743	6.028127082317139	5.574101508089389	5.044831233447812
NTD11_pos	4.985044962253466	5.344118334521428	4.6959938131099	2.855989697308481
NTD12_pos	4.864433796365624	4.680324356844016	4.505890929729957	4.742545233866053
NTD1m_pos	3.5716768099709313	3.576522137920503	3.1969217338203295	3.2249663650002742
NTD2_pos	0.0	0.0	0.0	0.0
NTD2e_pos	4.705977901682522	5.002252451731379	4.300123724569014	1.6088092426755238
NTD2l_pos	4.444932048942182	4.444932048942182	4.166715444966422	4.032100843167024
NTD2m_pos	3.5716768099709313	3.576522137920503	3.1969217338203295	3.2249663650002742
NTD3_pos	5.761019265240484	5.829342193902803	5.372255648445787	4.848998430400023
NTD3l_pos	4.444932048942182	4.444932048942182	4.166715444966422	4.032100843167024
NTD4_pos	5.902073579310743	6.028127082317139	5.574101508089389	5.044831233447812
NTD4e_pos	5.761019265240484	5.825022364044702	5.372255648445787	4.848998430400023
NTD4l_pos	4.444932048942182	4.444932048942182	4.166715444966422	4.032100843167024
NTD5_pos	5.902073579310743	6.028127082317139	5.574101508089389	5.044831233447812
NTD5l_pos	4.444932048942182	4.444932048942182	4.166715444966422	4.032100843167024
NTD5m_pos	3.5716768099709313	3.576522137920503	3.1969217338203295	3.2249663650002742
NTD6_pos	5.902073579310743	6.028127082317139	5.574101508089389	5.044831233447812
NTD6l_pos	4.444932048942182	4.444932048942182	4.166715444966422	4.032100843167024
NTD7_pos	5.116863757690899	5.096346198993175	4.854993016757	4.952333566369686
NTD7e_pos	5.761019265240484	5.825022364044702	5.372255648445787	4.848998430400023
NTD7l_pos	4.444932048942182	4.444932048942182	4.166715444966422	4.032100843167024
NTD8_pos	5.902073579310743	6.028127082317139	5.574101508089389	5.044831233447812
NTD8l_pos	4.444932048942182	4.444932048942182	4.166715444966422	4.032100843167024
NTD9_pos	4.985044962253466	5.344118334521428	4.6959938131099	2.855989697308481
NTD9e_pos	5.761019265240484	5.825022364044702	5.372255648445787	4.848998430400023
NTD9l_pos	4.444932048942182	4.444932048942182	4.166715444966422	4.032100843167024
NTMELYStner_pos	0.0	0.0	0.0	0.0
NTP3e_pos	4.1201860275318625	4.43895814789755	4.3957483281790335	3.889473542531109
NTPP10_pos	4.598126959919604	4.416839741912829	4.462706750670158	4.28909670241999
NTPP11_pos	4.598126959919604	4.416839741912829	4.462706750670158	4.28909670241999
NTPP9_pos	4.598126959919604	4.416839741912829	4.462706750670158	4.28909670241999
O16G1e_pos	0.0	0.0	0.0	0.0
O16G2e_pos	0.0	0.0	0.0	0.0
O2St_pos	0.0	0.0	0.0	0.0
O2St_neg	0.0	0.0	0.0	0.0
O2Stm_pos	0.0	0.0	0.0	0.0
O2Stm_neg	0.0	0.0	0.0	0.0
O2Stn_pos	0.0	0.0	0.0	0.0
O2Stn_neg	0.0	0.0	0.0	0.0
O2Stx_pos	0.0	0.0	0.0	0.0
O2Stx_neg	0.0	0.0	0.0	0.0
O2t_pos	0.0	0.0	0.0	0.0
O2t_neg	0.0	0.0	0.0	0.0
O2ter_pos	0.0	0.0	0.0	0.0
O2ter_neg	0.0	0.0	0.0	0.0
O2tm_pos	0.0	0.0	0.0	0.0
O2tm_neg	0.0	0.0	0.0	0.0
O2tn_pos	0.0	0.0	0.0	0.0
O2tn_neg	0.0	0.0	0.0	0.0
O2tp_pos	0.0	0.0	0.0	0.0
O2tp_neg	0.0	0.0	0.0	0.0
OAGD3te_pos	0.0	0.0	0.0	0.0
OAGD3te_neg	0.0	0.0	0.0	0.0
OAGD3tg_pos	0.0	0.0	0.0	0.0
OAGD3tg_neg	0.0	0.0	0.0	0.0
OAGT3te_pos	0.0	0.0	0.0	0.0
OAGT3te_neg	0.0	0.0	0.0	0.0
OAGT3tg_pos	0.0	0.0	0.0	0.0
OAGT3tg_neg	0.0	0.0	0.0	0.0
OBDHc_pos	0.0	0.0	0.0	0.0
OCBTm_pos	7.977108163866296	7.883987308105472	7.8193488548157015	8.215096120976213
OCCOAtm_pos	0.0	0.0	0.0	0.0
OCCOAtx_pos	0.0	0.0	0.0	0.0
OCCOAtx_neg	0.0	0.0	0.0	0.0
OCDCAtr_pos	8.880410035293535	9.120756272978472	8.809446600953146	8.979568100095186
OCDCAtr_neg	8.880410035293535	9.120756272978472	8.809446600953146	8.979568100095186
OCDCEAtr_pos	8.880410035293535	9.120756272978472	8.809446600953146	8.979568100095186
OCDCEAtr_neg	8.880410035293535	9.120756272978472	8.809446600953146	8.979568100095186
OCOAT1m_pos	1.613531652917927	1.3276873641760472	1.480265122054463	1.207892851641333
OCTAt_pos	0.0	0.0	0.0	0.0
OCTAt_neg	0.0	0.0	0.0	0.0
ODECOAtx_pos	0.0	0.0	0.0	0.0
ODECOAtx_neg	0.0	0.0	0.0	0.0
OIVD1m_pos	7.773996325111173	7.889716891615078	7.6962952707379415	7.379638288708014
OIVD2m_pos	7.773996325111173	7.889716891615078	7.6962952707379415	7.379638288708014
OIVD3m_pos	7.773996325111173	7.889716891615078	7.6962952707379415	7.379638288708014
OMEPRAZOLEte_pos	0.0	0.0	0.0	0.0
OMEPRAZOLEte_neg	0.0	0.0	0.0	0.0
OMPDC_pos	4.3298411765306275	4.451540833017832	4.409390936137702	3.955126781261366
ONPTHLte_pos	0.0	0.0	0.0	0.0
ONPTHLte_neg	0.0	0.0	0.0	0.0
OPAHir_pos	5.462052318796433	6.040454121349624	5.487036080031899	5.279099802133753
ORETNF_pos	0.0	0.0	0.0	0.0
ORETNF2_pos	0.0	0.0	0.0	0.0
ORETNtn_pos	0.0	0.0	0.0	0.0
ORETNtn_neg	0.0	0.0	0.0	0.0
ORETNtn2_pos	0.0	0.0	0.0	0.0
ORETNtn2_neg	0.0	0.0	0.0	0.0
ORNDC_pos	5.349436051713823	5.530445354692906	5.360013042204331	4.6519127446457835
ORNt3m_pos	7.647890091059215	7.859534786382653	7.107164755692888	7.086613947409496
ORNt3m_neg	7.647890091059215	7.859534786382653	7.107164755692888	7.086613947409496
ORNt4m_pos	7.647890091059215	7.859534786382653	7.107164755692888	7.086613947409496
ORNt4m_neg	7.647890091059215	7.859534786382653	7.107164755692888	7.086613947409496
ORNTArm_pos	8.949184721814689	9.46464784828104	9.289603954840864	7.40973035386445
ORNTArm_neg	8.949184721814689	9.46464784828104	9.289603954840864	7.40973035386445
ORNtiDF_pos	6.472325296656458	6.661065479806948	6.160678213220501	6.04745114041639
ORPT_pos	4.3298411765306275	4.451540833017832	4.409390936137702	3.955126781261366
ORPT_neg	4.3298411765306275	4.451540833017832	4.409390936137702	3.955126781261366
OXAHCOtex_pos	6.229780166733326	6.678776174123884	6.006073567261894	5.570766496527611
OXAtp_pos	0.0	0.0	0.0	0.0
P45011A1m_pos	0.0	0.0	0.0	0.0
P45011B11m_pos	0.0	0.0	0.0	0.0
P45011B12m_pos	0.0	0.0	0.0	0.0
P45011B21m_pos	0.0	0.0	0.0	0.0
P45017A1r_pos	8.434878384278258	8.318045632566276	8.075265202942429	3.37016428054021
P45017A2r_pos	8.434878384278258	8.318045632566276	8.075265202942429	3.37016428054021
P45017A3r_pos	8.434878384278258	8.318045632566276	8.075265202942429	3.37016428054021
P45017A4r_pos	8.434878384278258	8.318045632566276	8.075265202942429	3.37016428054021
P45019A1r_pos	0.21412480535284734	0.0	0.0	0.0
P45019A2r_pos	0.21412480535284734	0.0	0.0	0.0
P4501B1r_pos	0.25096157353321874	0.5058909297299573	0.6599245584023783	0.13750352374993502
P45021A1r_pos	0.0	0.0	0.0	0.0
P45021A2r_pos	0.0	0.0	0.0	0.0
P45027A11m_pos	7.401647530912295	7.576068579088089	7.436045208753906	8.460906348207246
P45027A12m_pos	7.401647530912295	7.576068579088089	7.436045208753906	8.460906348207246
P45027A13m_pos	7.401647530912295	7.576068579088089	7.436045208753906	8.460906348207246
P45027A14m_pos	7.401647530912295	7.576068579088089	7.436045208753906	8.460906348207246
P45027A15m_pos	7.401647530912295	7.576068579088089	7.436045208753906	8.460906348207246
P45027A16m_pos	7.401647530912295	7.576068579088089	7.436045208753906	8.460906348207246
P45027A1m_pos	7.401647530912295	7.576068579088089	7.436045208753906	8.460906348207246
P4502A6_pos	0.0	0.0	0.0	0.0
P4502C18_pos	0.0	0.0	0.0	0.0
P4502C19_pos	0.0	0.0	0.0	0.0
P4502C8_pos	0.0	0.0	0.0	0.0
P4502C9_pos	0.0	0.0	0.0	0.0
P4502C92_pos	0.0	0.0	0.0	0.0
P4502C93_pos	0.0	0.0	0.0	0.0
P4502C94_pos	0.0	0.0	0.0	0.0
P4502D6_pos	0.0	0.0	0.0	0.0
P4502E1_pos	11.15527995063836	11.732977177070747	11.622902904908281	11.85894065883924
P4502F1_pos	0.0	0.0	0.0	0.0
P45039A1r_pos	4.676380255466924	4.69265037003553	4.094236069845765	4.6415460290875235
P4503A4_pos	0.0	0.0	0.0	0.0
P4503A43r_pos	0.0	0.0	0.0	0.0
P4503A5_pos	0.0	0.0	0.0	0.0
P4503A7r_pos	0.0	0.0	0.0	0.0
P45046A1r_pos	2.389566811762726	3.1358631653686793	3.6542063779442917	1.292781749227846
P4504B1r_pos	0.0	0.0	0.0	0.0
P4504F121r_pos	0.0	0.0	0.0	0.0
P4504F122r_pos	0.0	0.0	0.0	0.0
P4504F123r_pos	0.0	0.0	0.0	0.0
P4504F81r_pos	0.0	0.0	0.0	0.0
P4507A1r_pos	1.9745293124838819	3.7463127664254587	3.1009776477248208	2.9981955031532523
P4507B11r_pos	2.2265085298086795	2.9945797242157473	2.974529312483882	5.932864335305521
P4507B12r_pos	2.2265085298086795	2.9945797242157473	2.974529312483882	5.932864335305521
P4508B11r_pos	8.214076222401188	9.142872886768055	8.526812196656357	6.7737326506078555
P4508B13r_pos	8.214076222401188	9.142872886768055	8.526812196656357	6.7737326506078555
P450LTB4r_pos	0.0	0.0	0.0	0.0
P450SCC1m_pos	0.0	0.0	0.0	0.0
P450SCC1m_neg	0.0	0.0	0.0	0.0
P5CDm_pos	7.902736873525256	8.223036337901874	7.72471847620247	7.236301266827087
P5CRm_pos	0.44360665147561457	1.1634987322828796	0.7484612330040358	1.4329594072761063
P5CRxm_pos	0.44360665147561457	1.1634987322828796	0.7484612330040358	1.4329594072761063
PA_HSter_pos	0.0	0.0	0.0	0.0
PA_HSter_neg	0.0	0.0	0.0	0.0
PA_HStg_pos	0.0	0.0	0.0	0.0
PA_HStg_neg	0.0	0.0	0.0	0.0
PA_HStn_pos	0.0	0.0	0.0	0.0
PA_HStn_neg	0.0	0.0	0.0	0.0
PACCOAL_pos	0.0	0.0	0.0	0.0
PAFH_pos	6.5901378920530975	6.819646897116556	6.433571532237548	5.880154905076292
PAFHe_pos	2.9653225483672547	3.9439213265534856	3.460742563789644	1.5897634869849773
PAFS_pos	0.0	0.0	0.0	0.0
PAFt_pos	0.0	0.0	0.0	0.0
PAFt_neg	0.0	0.0	0.0	0.0
PAIL_HStn_pos	0.0	0.0	0.0	0.0
PAIL_HStn_neg	0.0	0.0	0.0	0.0
PAIL45P_HStn_pos	0.0	0.0	0.0	0.0
PAIL45P_HStn_neg	0.0	0.0	0.0	0.0
PAIL4P_HStn_pos	0.0	0.0	0.0	0.0
PAIL4P_HStn_neg	0.0	0.0	0.0	0.0
PAN4PP_pos	0.0	0.0	0.0	0.0
PAPStg_pos	4.524815928357506	5.053111336459563	4.914564523493939	4.519164449806069
PAPStg_neg	4.524815928357506	5.053111336459563	4.914564523493939	4.519164449806069
PAPtg_pos	0.0	0.0	0.0	0.0
PCFLOPm_pos	0.0	0.0	0.0	0.16349873228287956
PCHOL_HSter_pos	0.0	0.0	0.0	0.0
PCHOL_HSter_neg	0.0	0.0	0.0	0.0
PCHOL_HStg_pos	0.0	0.0	0.0	0.0
PCHOL_HStg_neg	0.0	0.0	0.0	0.0
PCHOLP_hs_pos	3.0738202332916713	3.171527106038814	2.805292455600712	2.7311832415722
PCHOLPg_hs_pos	2.257010618206024	2.568032104771279	1.922197848396367	1.7990873060740036
PCHOLPm_hs_pos	2.257010618206024	2.568032104771279	1.922197848396367	1.7990873060740036
PCHOLPr_hs_pos	2.257010618206024	2.568032104771279	1.922197848396367	1.7990873060740036
PCLAD_pos	3.7834566543602395	3.5619370596224327	2.855989697308481	3.533563348214512
PCm_pos	0.0	0.0	0.0	0.0
PCREATtmdiffir_pos	0.0	0.0	0.0	0.0
PCRNtc_pos	0.0	0.0	0.0	0.0
PCRNtm_pos	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
PCt_pos	7.539313931267407	7.6915341649192	7.2917692993186884	7.031439309319335
PDE1_pos	6.258518924711301	6.439789337089688	6.038480079936654	5.857234580499787
PDE1g_pos	0.3334237337251918	0.25096157353321874	0.17632277264046287	0.16349873228287956
PDE4_pos	5.939759417511689	6.0860194243806705	5.74107142699614	5.752373955777769
PDE4g_pos	0.3334237337251918	0.25096157353321874	0.17632277264046287	0.16349873228287956
PDE4n_pos	4.135042286233651	4.348374075191163	4.23189316164533	4.762348815644129
PDHm_pos	7.165376019523549	7.401860817978352	7.076744351092107	6.401163963458117
PDX5PO_pos	6.409390936137702	6.469234793667656	6.403608583543695	6.359134582065828
PDXPP_pos	0.22650852980867975	0.5558161550616397	0.8953026213333066	0.3334237337251918
PE_HSter_pos	0.0	0.0	0.0	0.0
PE_HSter_neg	0.0	0.0	0.0	0.0
PE_HStg_pos	0.0	0.0	0.0	0.0
PE_HStg_neg	0.0	0.0	0.0	0.0
PE_HStm_pos	0.0	0.0	0.0	0.0
PE_HStm_neg	0.0	0.0	0.0	0.0
PEAMNO_pos	7.463197379833495	7.467524039586019	7.179610570503391	6.991295078542866
PECGONCOATr_pos	0.0	0.0	0.0	0.0
PEFLIP_pos	7.36964096451698	7.472325296656458	7.10454633862346	6.792334805706692
PEFLIPm_pos	0.8559896973084807	1.0908534304511135	0.9855004303048849	1.1243281350022019
PEPCK_pos	10.297340466562067	10.01297364837454	9.7876903827544	9.758123255487389
PEPCKm_pos	10.301301841038486	10.020257716368322	9.792367345375835	9.764291079402058
PEPLYStn_pos	0.0	0.0	0.0	0.0
PEPLYStn_neg	0.0	0.0	0.0	0.0
PERILLYLte_pos	0.0	0.0	0.0	0.0
PERILLYLte_neg	0.0	0.0	0.0	0.0
PEROXx_pos	7.481880139620285	7.705476878916282	7.373343703040469	6.184329891168648
PEt_pos	0.0	0.0	0.0	0.0
PEt_neg	0.0	0.0	0.0	0.0
PETHCT_pos	8.423578170981797	8.664020546382947	8.676944359106912	8.441076734698616
PETOHMm_hs_pos	0.0	0.0	0.0	0.0
PETOHMr_hs_pos	0.0	0.0	0.0	0.0
PFK_pos	6.62993940943954	6.889838550766045	6.523561956057013	6.12959213276393
PFK26_pos	5.368768349090335	5.757823336207727	5.541638734436141	5.25171909260596
PGCD_pos	0.6135316529179271	0.0	0.3895668117627256	0.0
PGDI_pos	1.9708536543404835	0.6599245584023783	1.3950627995175775	3.907852071845964
PGDI_neg	1.9708536543404835	0.6599245584023783	1.3950627995175775	3.907852071845964
PGDIr_pos	1.9708536543404835	0.6599245584023783	1.3950627995175775	3.907852071845964
PGDIr_neg	1.9708536543404835	0.6599245584023783	1.3950627995175775	3.907852071845964
PGESr_pos	4.086613947409496	4.048759311919855	3.8609627978581167	3.5533605033353277
PGESr_neg	4.086613947409496	4.048759311919855	3.8609627978581167	3.5533605033353277
PGI_pos	0.0	0.0	0.0	0.0
PGI_neg	0.0	0.0	0.0	0.0
PGISr_pos	1.1176950426697545	0.7990873060740036	0.8399595874895318	0.5459683691052925
PGISr_neg	1.1176950426697545	0.7990873060740036	0.8399595874895318	0.5459683691052925
PGK_pos	7.67581593117227	7.642990312961163	7.458693688163534	7.00876474486344
PGK_neg	7.67581593117227	7.642990312961163	7.458693688163534	7.00876474486344
PGL_pos	6.463360885816658	6.457955380049278	6.69641119920883	6.1856683593036195
PGLer_pos	6.9501184295025755	7.1712268469151335	6.69752363881355	7.077670274232752
PGLYCP_pos	0.0	0.0	0.0	0.0
PGLYCt_pos	0.0	0.0	0.0	0.0
PGLYCt_neg	0.0	0.0	0.0	0.0
PGM_pos	7.763876285390723	7.859969548221026	7.595220177927569	6.604664415163705
PGM_neg	7.763876285390723	7.859969548221026	7.595220177927569	6.604664415163705
PGMT_pos	7.530367318449972	7.866660750819986	7.504461496534579	6.884475819086485
PGMT_neg	7.530367318449972	7.866660750819986	7.504461496534579	6.884475819086485
PGPP_hs_pos	0.0	0.0	0.0	0.0
PGPPT_pos	3.169925001442312	3.269033146455237	3.3348542693316325	2.5084286525318573
PGS_pos	3.0197019144425483	2.608809242675524	2.8639384504239715	2.596935142387232
PGSr_pos	3.0197019144425483	2.608809242675524	2.8639384504239715	2.596935142387232
PHACCOAGLNAC_pos	0.0	0.0	0.0	0.0
PHCDm_pos	7.902736873525256	8.223036337901874	7.72471847620247	7.236301266827087
PHCHGSm_pos	0.0	0.0	0.0	0.0
PHCHGSm_neg	0.0	0.0	0.0	0.0
PHEACGLNt_pos	0.0	0.0	0.0	0.0
PHEACGLNt_neg	0.0	0.0	0.0	0.0
PHEMEt_pos	5.1626934322112366	5.287989350408949	4.867896463992655	5.024142345897803
PHEMEtm_pos	0.0	0.0	0.0	0.0
PHEMEtm_neg	0.0	0.0	0.0	0.0
PHEt4_pos	9.037464590333839	9.245433863219173	8.857296796470683	8.650979913520718
PHETA1_pos	7.76593249347046	8.010052490595216	7.430452551665532	6.4961747022797685
PHETA1_neg	7.76593249347046	8.010052490595216	7.430452551665532	6.4961747022797685
PHETA1m_pos	9.820051284638133	10.05575692820104	9.498869146892066	9.057179470673788
PHETA1m_neg	9.820051284638133	10.05575692820104	9.498869146892066	9.057179470673788
PHEtec_pos	4.888499735514123	5.304145941202946	4.812498225333564	5.502075956045791
PHEtec_neg	4.888499735514123	5.304145941202946	4.812498225333564	5.502075956045791
PHETHPTOX2_pos	9.308475556332992	9.443875971400455	9.015888903366054	9.189033824390016
PHYCBOXL_pos	5.837943241891027	5.674121632632394	5.394376944957055	4.952333566369686
PHYHx_pos	10.372680087352428	10.338825503839134	10.266411766036114	10.536082049225927
PHYQt_pos	0.0	0.0	0.0	0.0
PHYTt_pos	0.0	0.0	0.0	0.0
PHYTt_neg	0.0	0.0	0.0	0.0
PI345P3P_pos	5.155830171556525	5.414812060565847	4.888499735514123	4.850999394716474
PI345P3Pn_pos	5.155830171556525	5.414812060565847	4.888499735514123	4.850999394716474
PI345P5P_pos	5.519793486241101	5.976134472831654	5.649040565634448	5.460414939162169
PI345P5Pn_pos	0.0	0.0	0.0	0.0
PI34P3Pn_pos	0.0	0.0	0.0	0.0
PI34P4Pn_pos	0.0	0.0	0.0	0.0
PI34P5K_pos	3.967168607532628	4.388878338811989	3.9781956296816516	4.039138393906958
PI34P5Kn_pos	0.0	0.0	0.0	0.0
PI3P3Pn_pos	0.0	0.0	0.0	0.0
PI3P4K_pos	6.267535798068735	6.679620843375699	6.195544459213688	6.155020578358575
PI3P4Kn_pos	0.0	0.0	0.0	0.0
PI3P5K_pos	3.967168607532628	4.388878338811989	3.9781956296816516	4.039138393906958
PI45P3K_pos	7.099347810403193	7.442114122419224	7.141289724207457	6.765534746362977
PI45P3Kn_pos	0.0	0.0	0.0	0.0
PI45P4P_pos	0.0	0.0	0.0	0.0
PI45P5P_pos	4.772941337831336	5.289465630958221	4.950468414150123	4.563768278452033
PI45P5Pn_pos	0.0	0.0	0.0	0.0
PI45PLC_pos	4.788163657037767	5.189429245809757	4.922673592849446	5.290203205126069
PI45PLCn_pos	1.9708536543404835	2.2016338611696504	1.722466024471091	1.613531652917927
PI4P3K_pos	7.242459601165267	7.59618975614441	7.264348763351165	6.929672661579345
PI4P3Ker_pos	1.144046369616707	1.1176950426697545	1.3161457422933565	1.8718436485093177
PI4P3Kn_pos	0.0	0.0	0.0	0.0
PI4P5K_pos	5.2645364309990255	5.647026632654852	5.309976492370556	5.277984747299765
PI4P5Kn_pos	0.0	0.0	0.0	0.0
PI4PLC_pos	4.788163657037767	5.189429245809757	4.9226735928494465	5.29020320512607
PI4PLCn_pos	1.9708536543404835	2.2016338611696504	1.722466024471091	1.613531652917927
PI4PP_pos	0.0	0.0	0.0	0.0
PI5P3K_pos	7.332931659320032	7.693835392482516	7.356760064409244	7.0282376124869606
PI5P3Ker_pos	1.144046369616707	1.1176950426697545	1.3161457422933565	1.8718436485093177
PI5P4K_pos	5.963474123974886	6.36737106564853	5.871104373555458	5.802710219291343
PI5P4Kn_pos	0.0	0.0	0.0	0.0
PIACGT_pos	10.247073033120623	10.293195728582118	10.296916206879288	9.684117412839159
PIK3_pos	7.332931659320032	7.693835392482516	7.356760064409244	7.0282376124869606
PIK3er_pos	1.144046369616707	1.1176950426697545	1.3161457422933565	1.8718436485093177
PIK3n_pos	0.0	0.0	0.0	0.0
PIK4_pos	5.963474123974886	6.36737106564853	5.871104373555458	5.802710219291343
PIK4n_pos	0.0	0.0	0.0	0.0
PIK5_pos	3.967168607532628	4.388878338811989	3.9781956296816516	4.039138393906958
PIK5n_pos	0.0	0.0	0.0	0.0
PIPLC_pos	4.788163657037767	5.189429245809757	4.922673592849446	5.290203205126069
PIPLCn_pos	1.9708536543404835	2.2016338611696504	1.722466024471091	1.613531652917927
PIt7_pos	7.591260524621525	7.653633311386255	7.522463835492254	8.06463499638979
PIt7_neg	7.591260524621525	7.653633311386255	7.522463835492254	8.06463499638979
PIter_pos	7.013127229799819	7.340473254987151	6.997744026059632	6.795974694206668
PIter_neg	7.013127229799819	7.340473254987151	6.997744026059632	6.795974694206668
PItg_pos	0.0	0.0	0.0	0.0
PItn_pos	0.0	0.0	0.0	0.0
PItn_neg	0.0	0.0	0.0	0.0
PItx_pos	0.0	0.0	0.0	0.0
PItx_neg	0.0	0.0	0.0	0.0
PLA2_pos	0.0	0.0	0.0	0.0
PLA2_2_pos	5.544423562189419	5.563158130402808	5.787380222296338	5.023255352300303
PLA2_2e_pos	3.894332742277694	4.125981653854716	4.517275693209582	3.899175630480513
PMANM_pos	7.694810562979883	8.020702203791044	7.711013010084339	7.181897643108388
PMANM_neg	7.694810562979883	8.020702203791044	7.711013010084339	7.181897643108388
PMEVKx_pos	5.740927560318628	6.13647851834917	6.013462259806563	5.315421315945778
PMI12346PH_pos	4.2720231890610485	4.314696525656286	4.136683577697236	4.363171077119244
PMI12346PHn_pos	5.685379551959075	6.045268215138533	5.8376910004285625	5.892391025913404
PMI1346PH_pos	4.2720231890610485	4.314696525656286	4.136683577697236	4.363171077119244
PMI1346PHn_pos	5.685379551959075	6.045268215138533	5.8376910004285625	5.892391025913404
PMTCOAtx_pos	0.0	0.0	0.0	0.0
PMTCOAtx_neg	0.0	0.0	0.0	0.0
PNP_pos	4.9740703670240265	4.830863756751758	4.83541884047548	4.940166750482817
PNP_neg	4.9740703670240265	4.830863756751758	4.83541884047548	4.940166750482817
PNTEH_pos	8.203984165855989	8.130930869826448	8.070496667279185	5.87921563716567
PNTK_pos	7.023477151830433	7.530523386715041	7.116135990206275	6.650620971653147
PNTKm_pos	3.6758159311722696	4.01435529297707	3.7484612330040354	3.486714373030702
PNTOt5_pos	2.980025300238734	3.702657543390911	3.6016965164809576	2.211012193485512
PPA_pos	7.721782768459794	7.5451189300094414	7.375908263075014	7.0630714498426785
PPA2_pos	0.0	0.0	0.0	0.0
PPA2m_pos	0.0	0.0	0.0	0.0
PPAer_pos	7.003827078111476	7.929554315732849	7.455327220304561	7.327687364176048
PPAm_pos	5.927422428739871	6.024807233400572	5.913607511823099	5.4809113460477485
PPAn_pos	0.0	0.0	0.0	0.0
PPAP_pos	6.2509615735332185	6.746715847696781	6.30213623462205	5.879705766282288
PPAt_pos	0.0	0.0	0.0	0.0
PPAtm_pos	0.0	0.0	0.0	0.0
PPBNGS_pos	6.83731255552431	7.040454121349624	7.010891705929733	6.76460624310965
PPCDC_pos	3.8469946869655733	4.089159131911238	4.36387192485753	3.964398632203184
PPCOACm_pos	6.569323991169866	6.6700188442644	6.546971607292317	6.199966742356188
PPCOAOm_pos	9.778504288057867	10.004473302104762	9.620623063823682	9.063314180232895
PPD2CSPp_pos	0.0	0.0	0.0	0.0
PPDOx_pos	0.0	0.0	0.0	0.0
PPDOy_pos	8.623149900220454	8.76904439109142	8.65323919604103	7.965726575706265
PPItr_pos	0.0	0.0	0.0	0.0
PPItr_neg	0.0	0.0	0.0	0.0
PPItx_pos	0.0	0.0	0.0	0.0
PPItx_neg	0.0	0.0	0.0	0.0
PPM_pos	7.530367318449972	7.866660750819986	7.504461496534579	6.884475819086485
PPM_neg	7.530367318449972	7.866660750819986	7.504461496534579	6.884475819086485
PPMI12346Ptn_pos	0.0	0.0	0.0	0.0
PPMI12346Ptn_neg	0.0	0.0	0.0	0.0
PPMI1346Ptn_pos	0.0	0.0	0.0	0.0
PPMI1346Ptn_neg	0.0	0.0	0.0	0.0
PPNCL3_pos	4.864928972289788	4.4535175792154975	4.77082904603249	4.24260250592898
PPOR_pos	10.542935121636555	10.688267796239813	10.497542512324765	10.674386497976892
PPPG9tm_pos	0.0	0.0	0.0	0.0
PPPG9tm_neg	0.0	0.0	0.0	0.0
PPPGOm_pos	4.10936055940423	4.486714373030702	4.579542224936903	4.553360503335328
PPPItn_pos	0.0	0.0	0.0	0.0
PPPItn_neg	0.0	0.0	0.0	0.0
PRAGSr_pos	3.4168397419128294	3.4724877714627436	3.3103401206121505	3.605257262939004
PRAGSr_neg	3.4168397419128294	3.4724877714627436	3.3103401206121505	3.605257262939004
PRASCS_pos	6.6634869461102335	6.627315001365048	6.400537929583729	7.2325648297287755
PRASCS_neg	6.6634869461102335	6.627315001365048	6.400537929583729	7.2325648297287755
PRDX_pos	0.0	0.0	0.0	0.0
PRDXl_pos	0.0	0.0	0.11103131238874395	0.0
PRFGS_pos	1.9486008474933556	2.0107798387532423	2.0942360698457656	1.9781956296816516
PRGNLONESULT_pos	6.282625134191674	5.938050499534043	3.077242998932461	0.0
PRGNLONEtm_pos	0.0	0.0	0.0	0.0
PRGNLONEtm_neg	0.0	0.0	0.0	0.0
PRGNLONEtr_pos	0.0	0.0	0.0	0.0
PRGNLONEtr_neg	0.0	0.0	0.0	0.0
PRGSTRNt_pos	0.0	0.0	0.0	0.0
PRGSTRNt_neg	0.0	0.0	0.0	0.0
PRISTANALtx_pos	0.0	0.0	0.0	0.0
PRISTANALtx_neg	0.0	0.0	0.0	0.0
PRISTCOAtx_pos	0.0	0.0	0.0	0.0
PRISTCOAtx_neg	0.0	0.0	0.0	0.0
PRISTtx_pos	0.0	0.0	0.0	0.0
PRISTtx_neg	0.0	0.0	0.0	0.0
PRO1xm_pos	6.93451650158608	7.414135532984451	7.147103143924099	6.62702310555406
