	Ob.EPA.a_S122_L007_R1_001
EX_12dgr120(e)_neg	0.0
EX_12dgr120(e)_pos	0.0
EX_13_cis_retnglc(e)_neg	0.0
EX_13_cis_retnglc(e)_pos	2687.0593143035803
EX_1glyc_hs(e)_neg	0.0
EX_1glyc_hs(e)_pos	17470.86588620355
EX_1mncam(e)_neg	0.0
EX_1mncam(e)_pos	46.421900063965296
EX_23cump(e)_neg	4.5096612113419905
EX_23cump(e)_pos	4.369595629366019
EX_2425dhvitd2(e)_neg	0.0
EX_2425dhvitd2(e)_pos	10.913096896165172
EX_2425dhvitd3(e)_neg	0.0
EX_2425dhvitd3(e)_pos	49819.34907025301
EX_24nph(e)_neg	0.0
EX_24nph(e)_pos	14.0488592769686
EX_25hvitd2(e)_neg	10.913096896165172
EX_25hvitd2(e)_pos	0.0
EX_25hvitd3(e)_neg	7.349349871834909
EX_25hvitd3(e)_pos	7487.922942015612
EX_2hb(e)_neg	7.965604977211626
EX_2hb(e)_pos	7468.564053237922
EX_2mcit(e)_neg	0.0
EX_2mcit(e)_pos	14410.408368571216
EX_34dhoxpeg(e)_neg	0.0
EX_34dhoxpeg(e)_pos	31535.15463469493
EX_34dhphe(e)_neg	4.096275120564449
EX_34dhphe(e)_pos	6501.113088022746
EX_34hpp_neg	6688.186333921656
EX_34hpp_pos	8269.775973627668
EX_35cgmp(e)_neg	0.0
EX_35cgmp(e)_pos	14126.167098236849
EX_3aib(e)_neg	0.0
EX_3aib(e)_pos	10712.361644970693
EX_3aib_D(e)_neg	0.0
EX_3aib_D(e)_pos	11331.755626295777
EX_3bcrn_neg	0.0
EX_3bcrn_pos	8579.804776391074
EX_3ddcrn_neg	0.0
EX_3ddcrn_pos	12238.70048693523
EX_3deccrn_neg	0.0
EX_3deccrn_pos	12712.949979678406
EX_3hdececrn_neg	0.0
EX_3hdececrn_pos	10225.42173183657
EX_3hexdcrn_neg	0.0
EX_3hexdcrn_pos	10561.597748844937
EX_3ivcrn_neg	0.0
EX_3ivcrn_pos	12980.186646596743
EX_3mlda(e)_neg	0.0
EX_3mlda(e)_pos	12832.853927412187
EX_3mob(e)_neg	7619.05470593575
EX_3mob(e)_pos	6.368288126863128
EX_3mop(e)_neg	7527.688864430038
EX_3mop(e)_pos	23.406640034675974
EX_3octdec2crn_neg	0.0
EX_3octdec2crn_pos	9.741374977119497
EX_3octdeccrn_neg	0.0
EX_3octdeccrn_pos	8397.244021617971
EX_3octdece1crn_neg	0.0
EX_3octdece1crn_pos	15367.922101002221
EX_3tdcrn_neg	0.0
EX_3tdcrn_pos	10232.11141819905
EX_3tetd7ecoacrn_neg	0.0
EX_3tetd7ecoacrn_pos	13674.670644511272
EX_3thexddcoacrn_neg	0.0
EX_3thexddcoacrn_pos	22315.982556359053
EX_3ttetddcoacrn_neg	0.0
EX_3ttetddcoacrn_pos	31807.408207325585
EX_3ump(e)_neg	4.369595629366019
EX_3ump(e)_pos	4.509661211341991
EX_4abut(e)_neg	3.2613096688147163
EX_4abut(e)_pos	8729.035772172754
EX_4abutn(e)_neg	4.749999999999999
EX_4abutn(e)_pos	14990.606001503991
EX_4hdebrisoquine(e)_neg	0.0
EX_4hdebrisoquine(e)_pos	7.464187623837473
EX_4hphac(e)_neg	0.0
EX_4hphac(e)_pos	10911.565564841574
EX_4hpro(e)_neg	2850.0
EX_4mop(e)_neg	7588.000223861505
EX_4mop(e)_pos	7342.296997955053
EX_4mptnl(e)_neg	0.0
EX_4mptnl(e)_pos	60620.828338622385
EX_4mtolbutamide(e)_neg	0.0
EX_4mtolbutamide(e)_pos	7.464187623837473
EX_4nph(e)_neg	3.4035929596841985
EX_4nph(e)_pos	3.4035929596841985
EX_4nphsf(e)_neg	0.0
EX_4nphsf(e)_pos	22.49314699096188
EX_4pyrdx(e)_neg	0.0
EX_4pyrdx(e)_pos	8001.8604380998095
EX_5adtststerone(e)_neg	7.208332533750497
EX_5adtststerone(e)_pos	55314.25908077699
EX_5adtststeroneglc(e)_neg	0.0
EX_5adtststeroneglc(e)_pos	69009.69403906593
EX_5adtststerones(e)_neg	8.322347266242954
EX_5adtststerones(e)_pos	54694.65578571971
EX_5dhf(e)_neg	9.101654205346383
EX_5dhf(e)_pos	9.379417974169895
EX_5fthf(e)_neg	6.457209531702066
EX_5fthf(e)_pos	0.0
EX_5homeprazole(e)_neg	0.0
EX_5homeprazole(e)_pos	7.464187623837472
EX_5htrp(e)_neg	0.0
EX_5htrp(e)_pos	7.485410633060098
EX_5mta(e)_neg	15076.224216960141
EX_5mta(e)_pos	15142.08682322468
EX_5mthf(e)_neg	6860.665808887033
EX_5oxpro(e)_neg	6078.37309441299
EX_5oxpro(e)_pos	10201.46849268836
EX_5thf(e)_neg	9.101654205346383
EX_5thf(e)_pos	9.379417974169895
EX_6dhf(e)_neg	3.712628817648033
EX_6dhf(e)_pos	3.712628817648033
EX_6htststerone(e)_neg	0.0
EX_6htststerone(e)_pos	52067.016778063546
EX_6thf(e)_neg	3.712628817648033
EX_6thf(e)_pos	3.712628817648033
EX_7dhf(e)_neg	3.712628817648033
EX_7dhf(e)_pos	0.0
EX_7thf(e)_neg	3.712628817648033
EX_7thf(e)_pos	0.0
EX_9_cis_retfa(e)_neg	5.459661211341994
EX_9_cis_retfa(e)_pos	1601.369408408405
EX_C02470(e)_neg	22.519601164223523
EX_C02470(e)_pos	11.734068279763969
EX_C02528(e)_neg	7.00344823708595
EX_C02528(e)_pos	65671.16478586324
EX_C04849(e)_neg	2.1113734203401764
EX_C04849(e)_pos	2.1113734203401764
EX_C05965(e)_neg	2.1113734203401764
EX_C05965(e)_pos	2.1113734203401764
EX_CE0074(e)_neg	4.75
EX_CE0074(e)_pos	16041.231280054408
EX_CE1925(e)_neg	5.319595629366019
EX_CE1925(e)_pos	5.459661211341992
EX_CE1926(e)_neg	5.319595629366019
EX_CE1926(e)_pos	5.459661211341992
EX_CE1935(e)_neg	5.7
EX_CE1935(e)_pos	15848.999993266803
EX_CE1936(e)_neg	0.0
EX_CE1936(e)_pos	17770.135279733542
EX_CE1939(e)_neg	5.7
EX_CE1939(e)_pos	24635.351345065596
EX_CE1940(e)_neg	5.7
EX_CE1940(e)_pos	24635.351345065596
EX_CE1943(e)_neg	0.0
EX_CE1943(e)_pos	33390.53196560265
EX_CE1950(e)_neg	0.0
EX_CE1950(e)_pos	0.0
EX_CE2011(e)_neg	4.825218815050484
EX_CE2011(e)_pos	15.492300858323436
EX_CE2250(e)_neg	0.0
EX_CE2250(e)_pos	5.256862742448154
EX_CE2838(e)_neg	3.106276868993178
EX_CE2838(e)_pos	4.275
EX_CE2839(e)_neg	4.275
EX_CE2839(e)_pos	3.106276868993178
EX_CE2915(e)_neg	4.75
EX_CE2915(e)_pos	4.75
EX_CE2916(e)_neg	4.75
EX_CE2916(e)_pos	4.75
EX_CE2917(e)_neg	6.550376152857291
EX_CE2917(e)_pos	4.75
EX_CE4633(e)_neg	5.319595629366019
EX_CE4633(e)_pos	8042.1280357783535
EX_CE4722(e)_neg	4.75
EX_CE4722(e)_pos	4.75
EX_CE4723(e)_neg	4.75
EX_CE4723(e)_pos	4.75
EX_CE4724(e)_neg	4.75
EX_CE4724(e)_pos	6.550376152857291
EX_CE4881(e)_neg	5.459661211341991
EX_CE4881(e)_pos	5.319595629366019
EX_CE5786(e)_neg	4.75
EX_CE5786(e)_pos	18.83597783636392
EX_CE5787(e)_neg	5.7
EX_CE5787(e)_pos	17.949999999999996
EX_CE5788(e)_neg	5.7
EX_CE5788(e)_pos	23.29164033420075
EX_CE5789(e)_neg	4.275
EX_CE5789(e)_pos	14.099999999999998
EX_CE5791(e)_neg	5.7
EX_CE5791(e)_pos	17.949999999999996
EX_CE5797(e)_neg	4.75
EX_CE5797(e)_pos	4.75
EX_CE5798(e)_neg	4.75
EX_CE5798(e)_pos	4.75
EX_CE5853(e)_neg	5.459661211341992
EX_CE5853(e)_pos	5.319595629366019
EX_CE5854(e)_neg	5.459661211341992
EX_CE5854(e)_pos	5.319595629366019
EX_CE5867(e)_neg	4.75
EX_CE5867(e)_pos	4.75
EX_CE5868(e)_neg	4.75
EX_CE5868(e)_pos	4.75
EX_CE5869(e)_neg	4.75
EX_CE5869(e)_pos	4.75
EX_CLPND(e)_neg	12.675088839712716
EX_CLPND(e)_pos	379.9830613087255
EX_HC00001(e)_neg	0.0
EX_HC00001(e)_pos	0.0
EX_HC00002(e)_neg	0.0
EX_HC00002(e)_pos	0.0
EX_HC00003(e)_neg	0.0
EX_HC00003(e)_pos	0.0
EX_HC00004(e)_neg	0.0
EX_HC00004(e)_pos	0.0
EX_HC00229(e)_neg	4.274999999999999
EX_HC00229(e)_pos	3012.4760610373714
EX_HC00250(e)_neg	5.323624431144612
EX_HC00250(e)_pos	6776.032437668118
EX_HC00822(e)_neg	16.200345098812303
EX_HC00822(e)_pos	3.3249999999999993
EX_HC00955(e)_neg	0.0
EX_HC00955(e)_pos	0.0
EX_HC01104(e)_neg	3.4035929596841985
EX_HC01104(e)_pos	3.4035929596841985
EX_HC01361(e)_neg	4.4962937465186865
EX_HC01361(e)_pos	6.512558406664524
EX_HC01440(e)_neg	0.0
EX_HC01440(e)_pos	0.0
EX_HC01441(e)_neg	0.0
EX_HC01441(e)_pos	0.0
EX_HC01444(e)_neg	9.28456758109366
EX_HC01444(e)_pos	4111.513121540552
EX_HC01446(e)_neg	0.0
EX_HC01446(e)_pos	0.0
EX_HC01577(e)_neg	0.0
EX_HC01577(e)_pos	0.0
EX_HC01609(e)_neg	9.627450969792616
EX_HC01609(e)_pos	9.627450969792616
EX_HC01610(e)_neg	9.627450969792616
EX_HC01610(e)_pos	9.627450969792616
EX_HC01700(e)_neg	0.0
EX_HC01700(e)_pos	0.0
EX_HC01787(e)_neg	0.0
EX_HC01787(e)_pos	0.0
EX_HC01852(e)_neg	0.0
EX_HC01852(e)_pos	0.0
EX_HC01939(e)_neg	0.0
EX_HC01939(e)_pos	0.0
EX_HC01942(e)_neg	0.0
EX_HC01942(e)_pos	0.0
EX_HC01943(e)_neg	0.0
EX_HC01943(e)_pos	0.0
EX_HC01944(e)_neg	0.0
EX_HC01944(e)_pos	0.0
EX_HC02154(e)_neg	0.0
EX_HC02154(e)_pos	0.0
EX_HC02160(e)_neg	0.0
EX_HC02160(e)_pos	0.0
EX_HC02161(e)_neg	0.0
EX_HC02161(e)_pos	0.0
EX_HC02172(e)_neg	0.0
EX_HC02172(e)_pos	0.0
EX_HC02175(e)_neg	0.0
EX_HC02175(e)_pos	0.0
EX_HC02176(e)_neg	7.464187623837473
EX_HC02176(e)_pos	0.0
EX_HC02179(e)_neg	0.0
EX_HC02179(e)_pos	0.0
EX_HC02180(e)_neg	0.0
EX_HC02180(e)_pos	0.0
EX_HC02187(e)_neg	0.0
EX_HC02187(e)_pos	0.0
EX_HC02191(e)_neg	0.0
EX_HC02191(e)_pos	0.0
EX_HC02192(e)_neg	0.0
EX_HC02192(e)_pos	0.0
EX_HC02193(e)_neg	0.0
EX_HC02193(e)_pos	0.0
EX_HC02194(e)_neg	0.0
EX_HC02194(e)_pos	0.0
EX_HC02195(e)_neg	0.0
EX_HC02195(e)_pos	0.0
EX_HC02196(e)_neg	0.0
EX_HC02196(e)_pos	0.0
EX_HC02197(e)_neg	0.0
EX_HC02197(e)_pos	0.0
EX_HC02198(e)_neg	0.0
EX_HC02198(e)_pos	0.0
EX_HC02199(e)_neg	0.0
EX_HC02199(e)_pos	0.0
EX_HC02200(e)_neg	0.0
EX_HC02200(e)_pos	0.0
EX_HC02201(e)_neg	0.0
EX_HC02201(e)_pos	0.0
EX_HC02202(e)_neg	3.2433869940373663
EX_HC02202(e)_pos	11.676512091823332
EX_HC02203(e)_neg	3.2433869940373663
EX_HC02203(e)_pos	13.556137253392844
EX_HC02204(e)_neg	3.2433869940373663
EX_HC02204(e)_pos	13.376512091823331
EX_HC02205(e)_neg	3.2433869940373663
EX_HC02205(e)_pos	11.856137253392845
EX_HC02206(e)_neg	3.2433869940373663
EX_HC02206(e)_pos	11.526512091823331
EX_HC02207(e)_neg	3.2433869940373663
EX_HC02207(e)_pos	11.706137253392844
EX_HC02208(e)_neg	0.0
EX_HC02208(e)_pos	0.0
EX_HC02210(e)_neg	0.0
EX_HC02210(e)_pos	0.0
EX_HC02213(e)_neg	0.0
EX_HC02213(e)_pos	0.0
EX_HC02214(e)_neg	0.0
EX_HC02214(e)_pos	0.0
EX_HC02216(e)_neg	0.0
EX_HC02216(e)_pos	0.0
EX_HC02217(e)_neg	0.0
EX_HC02217(e)_pos	0.0
EX_HC02220(e)_neg	0.0
EX_HC02220(e)_pos	0.0
EX_Lcystin(e)_neg	2.330164809951552
EX_Lcystin(e)_pos	0.0
EX_Rtotal(e)_neg	8.328425979365784
EX_Rtotal(e)_pos	7580.037195972404
EX_Rtotal2(e)_neg	8.890853960978369
EX_Rtotal2(e)_pos	5196.344733830828
EX_Rtotal3(e)_neg	7.971060097438369
EX_Rtotal3(e)_pos	8.219754522948776
EX_Tyr_ggn(e)_neg	0.0
EX_Tyr_ggn(e)_pos	30.184513569631456
EX_abt(e)_neg	0.0
EX_abt(e)_pos	5060.304249491557
EX_ac(e)_neg	4.658292500851078
EX_ac(e)_pos	5670.183539640783
EX_acac(e)_neg	5.00561715625716
EX_acac(e)_pos	7659.794137793275
EX_acald(e)_neg	5.14514457841208
EX_acald(e)_pos	6339.563148731017
EX_acetone(e)_neg	5.505741862153841
EX_acetone(e)_pos	10556.269693978755
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	9493.22556054079
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	8889.488922198123
EX_acgam(e)_neg	0.0
EX_acgam(e)_pos	6.649999999999999
EX_ach(e)_neg	8.850760994743052
EX_ach(e)_pos	6868.910241214529
EX_acmana(e)_neg	0.0
EX_acmana(e)_pos	18986.048571171403
EX_acn13acngalgbside_hs(e)_neg	0.0
EX_acn13acngalgbside_hs(e)_pos	11149.121780202979
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11149.121780202977
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12328.246670556378
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11180.29793684785
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	10094.018457982647
EX_ade(e)_neg	3.982786688914598
EX_ade(e)_pos	6219.771637063417
EX_adn(e)_neg	5701.446645870954
EX_adp_neg	3.0231692795563463
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.7232605556183485
EX_adprib(e)_neg	7.675006582641323
EX_adprib(e)_pos	4.723260555618349
EX_adrn(e)_neg	8.97056143736017
EX_adrn(e)_pos	133.26401593759792
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	36974.97555213944
EX_aflatoxin(e)_neg	7.464187623837472
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11220.352553246215
EX_ahcys(e)_pos	26956.935608965978
EX_ahdt(e)_neg	6.512558406664524
EX_ahdt(e)_pos	4.4962937465186865
EX_aicar(e)_neg	11086.926488201127
EX_aicar(e)_pos	12496.02876113341
EX_ak2lgchol_hs(e)_neg	6.784396788063318
EX_ak2lgchol_hs(e)_pos	4.703533133731904
EX_akg(e)_neg	4.3452107556830954
EX_akg(e)_pos	7376.468145753435
EX_ala_B(e)_neg	6.724355925473888
EX_ala_B(e)_pos	9086.246247474615
EX_ala_D(e)_neg	2.4134462569429003
EX_ala_D(e)_pos	3687.6472978237334
EX_ala_L(e)_neg	2.381829269281586
EX_ala_L(e)_pos	3488.4352435018864
EX_alaala(e)_neg	7284.43647003583
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	53137.46236770849
EX_amp(e)_neg	3.982786688914598
EX_amp(e)_pos	6638.2739156088655
EX_andrstrn(e)_neg	17.582025654194847
EX_andrstrn(e)_pos	55777.32770776844
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	69255.55478433578
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.859906153712698
EX_antipyrene(e)_neg	7.906892216836967
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.464187623837471
EX_appnn(e)_neg	7.464187623837471
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	61083.7148255775
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.361733481996019
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11359.67392988379
EX_arachcoa(e)_neg	5.256862742448154
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.848372812445213
EX_arachd(e)_pos	76.21551783446115
EX_arg_L(e)_neg	5.348409993641376
EX_arg_L(e)_pos	17791.971638731226
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4453.670301630457
EX_asn_L(e)_neg	5.587841349682748
EX_asn_L(e)_pos	11496.36487146835
EX_asp_D(e)_neg	11.190676182429476
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.10174159170873
EX_asp_L(e)_pos	6809.831413745645
EX_atp(e)_neg	3.939440511686438
EX_atp(e)_pos	21293.616093230776
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	5.0435454048959345
EX_bhb(e)_pos	7657.179135781613
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	42597.89101428991
EX_bilglcur(e)_neg	10.32520212006136
EX_bilglcur(e)_pos	65038.42100206708
EX_bilirub(e)_neg	15.955164787430096
EX_bilirub(e)_pos	50599.47893970745
EX_biocyt(e)_neg	3.9421667815765717
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	234.8079945513893
EX_btn(e)_pos	3.9421667815765717
EX_but(e)_neg	6.110733371432779
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12448.851490819987
EX_c10crn_neg	0.0
EX_c10crn_pos	14634.461099070852
EX_c10dc_neg	0.0
EX_c10dc_pos	19688.349067476818
EX_c12dc_neg	0.0
EX_c12dc_pos	45380.07221192026
EX_c16dc_neg	0.0
EX_c16dc_pos	29639.186038332515
EX_c3dc_neg	0.0
EX_c3dc_pos	10857.030732709369
EX_c4crn_neg	0.0
EX_c4crn_pos	16925.365600907007
EX_c4dc_neg	0.0
EX_c4dc_pos	10576.1278882333
EX_c51crn_neg	0.0
EX_c51crn_pos	11912.6733320822
EX_c5dc_neg	0.0
EX_c5dc_pos	8017.155348240192
EX_c6crn_neg	0.0
EX_c6crn_pos	13203.668435199834
EX_c6dc_neg	0.0
EX_c6dc_pos	61630.78282956791
EX_c81crn_neg	0.0
EX_c81crn_pos	12448.851490819987
EX_c8crn_neg	0.0
EX_c8crn_pos	8893.027478149957
EX_c8dc_neg	0.0
EX_c8dc_pos	27432.696562613866
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	12998.640355377356
EX_carn(e)_neg	10719.454390964995
EX_caro(e)_neg	12.963924523702564
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.464187623837472
EX_cbasp(e)_neg	8295.146085757086
EX_cbasp(e)_pos	19369.983164864738
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.217431843450687
EX_cdp(e)_pos	4.434863686901374
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.661218371188981
EX_cgly(e)_pos	10523.852856728385
EX_chol(e)_neg	6866.658044240232
EX_cholate(e)_neg	11690.88478565591
EX_chsterol(e)_neg	8.05086203689356
EX_chsterol(e)_pos	10909.984443826068
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.980982562566849
EX_cit(e)_pos	8810.926246435984
EX_citr_L(e)_neg	2.0264525241487674
EX_citr_L(e)_pos	12427.784264697011
EX_cl(e)_neg	8048.482869452993
EX_cmp(e)_neg	3.224400696601669
EX_cmp(e)_pos	7.710165859762312
EX_co(e)_neg	0.0
EX_co(e)_pos	50611.64004492317
EX_co2(e)_neg	450.0556838837283
EX_co2(e)_pos	4173.815653337111
EX_coa(e)_neg	4.17589823992105
EX_coa(e)_pos	5.256862742448154
EX_coumarin(e)_neg	7.464187623837472
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	9.92020487291096
EX_creat(e)_pos	17723.80216302331
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	27677.33867792885
EX_crn(e)_neg	6763.6730777614575
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	51585.038330202915
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	54182.07568968044
EX_crvnc(e)_neg	9.531606588707533
EX_crvnc(e)_pos	468.874216229804
EX_csn(e)_neg	7.41936915189313
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	84.61823957628465
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	101.23098311453089
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	84.44821249961014
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	129.49081951205605
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	149.77443342196426
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.22666341670507
EX_ctp(e)_pos	7.705402238491993
EX_cyan(e)_neg	6.720960533169336
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2705.520175061268
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6145.639697765729
EX_cytd(e)_neg	6127.126083408017
EX_dad_2(e)_neg	7792.821687995411
EX_dag_hs(e)_neg	7871.108848791722
EX_dca(e)_neg	19688.34906747682
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	10.744384443825785
EX_dcsptn1(e)_pos	194.86764320081943
EX_dcyt(e)_neg	7299.201433297721
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12448.851490819985
EX_ddecrn_neg	0.0
EX_ddecrn_pos	10385.803487821757
EX_debrisoquine(e)_neg	7.464187623837472
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12448.851490819985
EX_dgchol(e)_neg	6.782863554305245
EX_dgchol(e)_pos	66849.58640316268
EX_dgmp(e)_neg	4.153440071559182
EX_dgmp(e)_pos	4.686381247121582
EX_dgsn(e)_neg	7789.274826261381
EX_dgtp(e)_neg	4.686381247121582
EX_dgtp(e)_pos	4.153440071559182
EX_dha(e)_neg	3.4035929596841985
EX_dha(e)_pos	3.4035929596841985
EX_dhap(e)_neg	3.4035929596841985
EX_dhap(e)_pos	3.4035929596841985
EX_dhdascb(e)_neg	4453.670301630458
EX_dheas(e)_neg	9.621737519101936
EX_dheas(e)_pos	59460.245098608386
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.44095871161024
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	66180.44837168064
EX_din(e)_neg	7984.764527279027
EX_dlnlcg(e)_neg	6.106417156331578
EX_dlnlcg(e)_pos	48.24747662517001
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.906892216836967
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	45.76188263708488
EX_doco13ac_neg	18051.31522126567
EX_doco13ac_pos	0.0
EX_docosac_neg	15648.845521280155
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15648.845521280156
EX_dopa(e)_neg	5.973875661861418
EX_dopa(e)_pos	9286.832529932835
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	32200.621241105673
EX_dpcoa(e)_neg	6648.2607384519
EX_dpcoa(e)_pos	27650.62193290931
EX_drib(e)_neg	6.963079661050752
EX_drib(e)_pos	8052.106047114046
EX_dtdp(e)_neg	2.217431843450687
EX_dtdp(e)_pos	4.434863686901374
EX_dtmp(e)_neg	3.224400696601669
EX_dtmp(e)_pos	7.710165859762312
EX_dttp(e)_neg	3.22666341670507
EX_dttp(e)_pos	7.705402238491993
EX_duri(e)_neg	6.769333297653425
EX_duri(e)_pos	7042.726488556274
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.464187623837472
EX_ebastine(e)_neg	12.904765851445644
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.904765851445644
EX_eicostet(e)_neg	7.737102634913474
EX_eicostet(e)_pos	31.992319459688602
EX_elaid(e)_neg	6.933548388449434
EX_elaid(e)_pos	5068.060154802521
EX_estradiol(e)_neg	11.609227761534873
EX_estradiol(e)_pos	51202.51594478901
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	56597.047045068124
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	59356.538631785275
EX_estrones(e)_neg	9.273477806368836
EX_estrones(e)_pos	54834.972462603095
EX_etoh(e)_neg	5.628496497536708
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.43876637683992
EX_fad(e)_pos	16330.758113499629
EX_fald(e)_neg	4.3153303499823075
EX_fald(e)_pos	21047.290150205834
EX_fe2(e)_neg	3.4195956293660155
EX_fe2(e)_pos	50599.478939707406
EX_fe3(e)_neg	3.3260616736421165
EX_fe3(e)_pos	49117.59152081313
EX_fmn(e)_neg	16330.758113499629
EX_fmn(e)_pos	17293.228324981144
EX_fol(e)_neg	2233.7047439975786
EX_for(e)_neg	4.0183354906530795
EX_for(e)_pos	15033.995685971633
EX_fru(e)_neg	4.942293598909025
EX_fru(e)_pos	2796.7856547169395
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	9748.52473487141
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11573.423815002949
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17509.403629224613
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	10522.374822237556
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	11553.607900843443
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	11596.601722037829
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
