	Ob.911.e_S155_L007_R1_001
EX_ala_D(e)_pos	3708.710071083172
EX_ala_L(e)_neg	2.3565096117546127
EX_ala_L(e)_pos	3514.2066394425638
EX_alaala(e)_neg	7334.379318193939
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	52898.46998916141
EX_amp(e)_neg	3.9599724902316087
EX_amp(e)_pos	6609.320191055838
EX_andrstrn(e)_neg	17.333225180435253
EX_andrstrn(e)_pos	55464.59432128874
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	68699.75798469404
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.816379842942322
EX_antipyrene(e)_neg	7.897209765749318
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.451266657131696
EX_appnn(e)_neg	7.451266657131696
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	61245.75014286641
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.342395369868285
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11380.19295927387
EX_arachcoa(e)_neg	5.257046580040402
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.662863304540037
EX_arachd(e)_pos	76.15415321711887
EX_arg_L(e)_neg	5.170844017381643
EX_arg_L(e)_pos	17592.09303403576
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4423.914176542197
EX_asn_L(e)_neg	5.550207746126638
EX_asn_L(e)_pos	11118.556853812674
EX_asp_D(e)_neg	11.246335392473467
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.052956682246424
EX_asp_L(e)_pos	6792.444011990252
EX_atp(e)_neg	3.93522429632645
EX_atp(e)_pos	21189.168040602955
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	5.052344921619396
EX_bhb(e)_pos	7681.442551952413
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	42223.26361300573
EX_bilglcur(e)_neg	10.233548504951074
EX_bilglcur(e)_pos	64601.28162044964
EX_bilirub(e)_neg	15.903091674831657
EX_bilirub(e)_pos	50407.9462033343
EX_biocyt(e)_neg	3.936281730632585
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	234.5396246320709
EX_btn(e)_pos	3.936281730632585
EX_but(e)_neg	6.143847905267554
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12422.723219341287
EX_c10crn_neg	0.0
EX_c10crn_pos	14598.402889303405
EX_c10dc_neg	0.0
EX_c10dc_pos	19620.676900015522
EX_c12dc_neg	0.0
EX_c12dc_pos	45237.39900110366
EX_c16dc_neg	0.0
EX_c16dc_pos	29456.3949687157
EX_c3dc_neg	0.0
EX_c3dc_pos	10809.628672527715
EX_c4crn_neg	0.0
EX_c4crn_pos	16947.217503892207
EX_c4dc_neg	0.0
EX_c4dc_pos	10562.122710893473
EX_c51crn_neg	0.0
EX_c51crn_pos	11923.881648204759
EX_c5dc_neg	0.0
EX_c5dc_pos	8055.880134460441
EX_c6crn_neg	0.0
EX_c6crn_pos	13229.149418578927
EX_c6dc_neg	0.0
EX_c6dc_pos	61267.75356689583
EX_c81crn_neg	0.0
EX_c81crn_pos	12422.723219341287
EX_c8crn_neg	0.0
EX_c8crn_pos	8867.881462630481
EX_c8dc_neg	0.0
EX_c8dc_pos	27337.21029193868
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	12874.89161930975
EX_carn(e)_neg	10810.383360788568
EX_caro(e)_neg	12.96143174497332
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.451266657131697
EX_cbasp(e)_neg	8293.367513430978
EX_cbasp(e)_pos	19246.502799593985
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.2340384657908965
EX_cdp(e)_pos	4.468076931581793
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.5973565391555278
EX_cgly(e)_pos	10346.506158559869
EX_chol(e)_neg	6874.733641848356
EX_cholate(e)_neg	11716.267622740676
EX_chsterol(e)_neg	7.970938240998041
EX_chsterol(e)_pos	10878.556646975774
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.767573778467196
EX_cit(e)_pos	8564.390400444332
EX_citr_L(e)_neg	2.009848816990095
EX_citr_L(e)_pos	12277.458253719627
EX_cl(e)_neg	8060.945366789787
EX_cmp(e)_neg	3.2390846166238516
EX_cmp(e)_pos	7.74677571215451
EX_co(e)_neg	0.0
EX_co(e)_pos	50420.0565922372
EX_co2(e)_neg	448.658840987179
EX_co2(e)_pos	4204.365445491548
EX_coa(e)_neg	4.171712817499622
EX_coa(e)_pos	5.257046580040402
EX_coumarin(e)_neg	7.451266657131697
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	9.819317432868216
EX_creat(e)_pos	17571.285175840057
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	27357.52285364084
EX_crn(e)_neg	6774.985093850159
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	51349.79353460302
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	53932.69811935908
EX_crvnc(e)_neg	9.59050617024794
EX_crvnc(e)_pos	468.8871601033614
EX_csn(e)_neg	7.219931446403294
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	84.96534190455479
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	101.67429860401552
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	84.79404608629467
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	130.04490059089557
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	150.50050502629063
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.2390846166238516
EX_ctp(e)_pos	7.74677571215451
EX_cyan(e)_neg	6.655913201193493
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2667.6200185132793
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6134.9060132931545
EX_cytd(e)_neg	6100.470275798498
EX_dad_2(e)_neg	7615.922409168677
EX_dag_hs(e)_neg	7845.611079620362
EX_dca(e)_neg	19620.676900015522
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	10.759193991031047
EX_dcsptn1(e)_pos	194.78096118815594
EX_dcyt(e)_neg	7082.772940704173
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12422.72321934129
EX_ddecrn_neg	0.0
EX_ddecrn_pos	10365.501627217149
EX_debrisoquine(e)_neg	7.451266657131697
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12422.72321934129
EX_dgchol(e)_neg	6.805020472287939
EX_dgchol(e)_pos	66394.72466754007
EX_dgmp(e)_neg	4.146412999487988
EX_dgmp(e)_pos	4.667187787386305
EX_dgsn(e)_neg	7557.84520553137
EX_dgtp(e)_neg	4.667187787386305
EX_dgtp(e)_pos	4.146412999487988
EX_dha(e)_neg	3.386851269998486
EX_dha(e)_pos	3.386851269998486
EX_dhap(e)_neg	3.386851269998486
EX_dhap(e)_pos	3.386851269998486
EX_dhdascb(e)_neg	4423.914176542198
EX_dheas(e)_neg	9.715815821649043
EX_dheas(e)_pos	59105.92676124995
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.38574986829468
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	65569.37188783487
EX_din(e)_neg	7779.62726922738
EX_dlnlcg(e)_neg	6.084956798156459
EX_dlnlcg(e)_pos	48.005350193280165
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.897209765749318
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	45.79310136291733
EX_doco13ac_neg	18006.092831928978
EX_doco13ac_pos	0.0
EX_docosac_neg	15599.943331247436
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15599.943331247436
EX_dopa(e)_neg	5.958936963742165
EX_dopa(e)_pos	9292.391179900003
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	31946.526030321318
EX_dpcoa(e)_neg	6619.2553117768875
EX_dpcoa(e)_pos	27492.995543924477
EX_drib(e)_neg	6.922459829585141
EX_drib(e)_pos	7877.239583047249
EX_dtdp(e)_neg	2.2340384657908965
EX_dtdp(e)_pos	4.468076931581793
EX_dtmp(e)_neg	3.2390846166238516
EX_dtmp(e)_pos	7.74677571215451
EX_dttp(e)_neg	3.2390846166238516
EX_dttp(e)_pos	7.74677571215451
EX_duri(e)_neg	6.582279836342383
EX_duri(e)_pos	6825.966289261047
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.451266657131697
EX_ebastine(e)_neg	12.882477150912658
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.882477150912658
EX_eicostet(e)_neg	7.740633073996885
EX_eicostet(e)_pos	31.89795649418878
EX_elaid(e)_neg	6.927503155750406
EX_elaid(e)_pos	5035.306515742448
EX_estradiol(e)_neg	11.207661099746684
EX_estradiol(e)_pos	50894.47694541556
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	56253.86097176514
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	58876.23876968361
EX_estrones(e)_neg	9.124668374436354
EX_estrones(e)_pos	54530.69017241441
EX_etoh(e)_neg	5.597164982898684
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.404520802113149
EX_fad(e)_pos	16219.478926836737
EX_fald(e)_neg	4.315737201015842
EX_fald(e)_pos	20801.475668684274
EX_fe2(e)_neg	3.457266175141937
EX_fe2(e)_pos	50407.94620333428
EX_fe3(e)_neg	3.3117606810777143
EX_fe3(e)_pos	48990.27294475924
EX_fmn(e)_neg	16219.478926836737
EX_fmn(e)_pos	17218.32747934683
EX_fol(e)_neg	2221.665866736914
EX_for(e)_neg	4.013731260132037
EX_for(e)_pos	14925.410027045491
EX_fru(e)_neg	4.9091440047855235
EX_fru(e)_pos	2791.0690557803196
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	9697.554652248444
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11494.78980497983
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17436.45122546859
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	10494.907675247445
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	11484.445423699619
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	11519.225002009698
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	11016.5345841924
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	9568.111599791457
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	8832.400269777896
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	9491.050523918866
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	11077.347319651903
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	11425.289535883254
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10120.600882942732
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10351.321939026137
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.338858667170655
EX_gal(e)_neg	4108.035085664844
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9338.651526190573
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10285.034714870455
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9170.12945569901
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8246.98460087241
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	9553.55198946575
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6344.115149450489
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11094.666090427354
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	11709.471948402315
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	12258.875821735803
EX_gd1c_hs(e)_neg	0.0
EX_gd1c_hs(e)_pos	12301.181421830246
EX_gdp(e)_neg	3.084811662166797
EX_gdp(e)_pos	3.084811662166797
EX_glc(e)_neg	2.375
EX_glc(e)_pos	2566.882231558232
EX_glcur(e)_neg	5.357266175141939
EX_glcur(e)_pos	10.887962575284623
EX_glgchlo(e)_neg	0.0
EX_glgchlo(e)_pos	13599.103335861284
EX_gln_L(e)_neg	4.707689514064987
EX_gln_L(e)_pos	7954.96294567384
EX_gltcho(e)_neg	0.0
EX_gltcho(e)_pos	14883.045253370492
EX_gltdechol(e)_neg	0.0
EX_gltdechol(e)_pos	3800.0
EX_glu_L(e)_neg	3.549815839395188
EX_glu_L(e)_pos	8298.120804002849
EX_gluala(e)_neg	5.3601454873600645
EX_gluala(e)_pos	9239.505649567844
EX_gly(e)_neg	5563.35761367324
EX_glyb(e)_neg	18.207364323636533
EX_glyb(e)_pos	10224.272697719556
EX_glyc(e)_neg	4108.035085664844
EX_glyc_S(e)_neg	0.0
EX_glyc_S(e)_pos	6028.588846454142
EX_glygly(e)_neg	12498.45000045625
EX_glygn2(e)_neg	13.433253231459885
EX_glygn2(e)_pos	0.0
EX_glygn4(e)_neg	4.275
EX_glygn4(e)_pos	13.433253231459886
EX_glygn5(e)_neg	5.066619099779239
EX_glygn5(e)_pos	19.476239903488313
EX_glyleu(e)_neg	9516.744671421537
EX_glyphe(e)_neg	10738.230276542035
EX_glypro(e)_neg	9262.260018881258
EX_glysar(e)_neg	16781.59053193691
EX_gmp(e)_neg	6.163712389879814
EX_gmp(e)_pos	7.292076477965297
EX_gp1c_hs(e)_neg	0.0
EX_gp1c_hs(e)_pos	12946.00560272947
EX_gp1calpha_hs(e)_neg	0.0
EX_gp1calpha_hs(e)_pos	12984.801049421283
EX_gq1b_hs(e)_neg	0.0
EX_gq1b_hs(e)_pos	12745.585618795867
EX_gq1balpha_hs(e)_neg	0.0
EX_gq1balpha_hs(e)_pos	12660.235636073878
EX_gsn(e)_neg	5804.766086472493
EX_gt1a_hs(e)_neg	0.0
EX_gt1a_hs(e)_pos	12476.233476822197
EX_gthox(e)_neg	0.0
EX_gthox(e)_pos	15018.002846549933
EX_gthrd(e)_neg	2.53627339404684
EX_gthrd(e)_pos	13630.16208530156
EX_gtp(e)_neg	3.084811662166797
EX_gtp(e)_pos	0.0
EX_gua(e)_neg	6.389328115950809
EX_gua(e)_pos	6122.159743941947
EX_gum(e)_neg	3800.0
EX_gum(e)_pos	0.0
EX_gumdchac(e)_neg	0.0
EX_gumdchac(e)_pos	3800.0
EX_gumgchol(e)_neg	0.0
EX_gumgchol(e)_pos	13599.10333586128
EX_gumtchol(e)_neg	0.0
EX_gumtchol(e)_pos	14883.045253370492
EX_h(e)_neg	231.99190953609855
EX_h(e)_pos	2246.3123618531677
EX_h2o(e)_neg	245.6856322025217
EX_h2o(e)_pos	3449.893454595161
EX_h2o2(e)_neg	3.9603303730618586
EX_h2o2(e)_pos	5698.807774900315
EX_ha(e)_neg	36.52067350007399
EX_ha(e)_pos	18557.236366796424
EX_ha_pre1(e)_neg	14.681806215483617
EX_ha_pre1(e)_pos	19010.619479340043
EX_hco3(e)_neg	437.95179638948395
EX_hco3(e)_pos	5250.3103301790825
EX_hcoumarin(e)_neg	0.0
EX_hcoumarin(e)_pos	7.451266657131697
EX_hdca(e)_neg	6.556484663008066
EX_hdca(e)_pos	12849.682425989062
EX_hdcea(e)_neg	10210.52734885059
EX_hestratriol(e)_neg	0.0
EX_hestratriol(e)_pos	50184.069728417315
EX_hexc(e)_neg	9.899629702192009
EX_hexc(e)_pos	0.0
EX_his_L(e)_neg	5268.061073179458
EX_hista(e)_neg	10.579881585816043
EX_hista(e)_pos	5271.2729478817
EX_hom_L(e)_neg	0.0
EX_hom_L(e)_pos	0.0
EX_hpdca(e)_neg	32.64383349411599
EX_hpdca(e)_pos	0.0
EX_hspg(e)_neg	347.21959715044915
EX_hspg(e)_pos	0.0
EX_htaxol(e)_neg	0.0
EX_htaxol(e)_pos	7.451266657131697
EX_hxan(e)_neg	5.704562461658154
EX_hxan(e)_pos	6004.767644805811
EX_hyptaur(e)_neg	2850.0
EX_hyptaur(e)_pos	4750.0
EX_i(e)_neg	9.977142054430988
EX_i(e)_pos	0.0
EX_idour(e)_neg	0.0
EX_idour(e)_pos	450.4771281725993
EX_idp(e)_neg	2.1569019885623693
EX_idp(e)_pos	3.239084616623851
EX_ile_L(e)_neg	4.75
EX_ile_L(e)_pos	7600.841604007187
EX_imp(e)_neg	0.0
EX_imp(e)_pos	7.438229803240402
EX_inost(e)_neg	10.575899948276572
EX_inost(e)_pos	6197.997899289108
EX_ins(e)_neg	5916.575796112247
EX_itp(e)_neg	3.239084616623851
EX_itp(e)_pos	3.239084616623851
EX_ivcrn_neg	0.0
EX_ivcrn_pos	10787.157079016835
EX_k(e)_neg	0.0
EX_k(e)_pos	0.0
EX_ksi(e)_neg	4.068284343833417
EX_ksi(e)_pos	1785.8157926375893
EX_ksi_deg1(e)_neg	0.0
EX_ksi_deg1(e)_pos	1758.0045518077925
EX_ksii_core2(e)_neg	100.0933235246714
EX_ksii_core2(e)_pos	294.47610565746226
EX_ksii_core4(e)_neg	108.07096528138908
EX_ksii_core4(e)_pos	486.14065663876295
EX_lac_D(e)_neg	2.3657308087616364
EX_lac_D(e)_pos	3535.6070977048794
EX_lac_L(e)_neg	2.3657308087616364
EX_lac_L(e)_pos	3484.1152632968046
EX_lcts(e)_neg	4.322081348894632
EX_lcts(e)_pos	7267.197952133981
EX_leu_L(e)_neg	4.75
EX_leu_L(e)_pos	3749.0624637135984
EX_leugly(e)_neg	9516.744671421533
EX_leuktrA4(e)_neg	3.4698602966784327
EX_leuktrA4(e)_pos	4169.541312009604
EX_leuktrB4(e)_neg	0.0
EX_leuktrB4(e)_pos	3267.503334837333
EX_leuktrC4(e)_neg	5.576467690913089
EX_leuktrC4(e)_pos	21804.093821129565
EX_leuktrD4(e)_neg	4.075233591273213
EX_leuktrD4(e)_pos	17499.360216125937
EX_leuktrE4(e)_neg	4.7426442220984315
EX_leuktrE4(e)_pos	17197.75544371385
EX_leuktrF4(e)_neg	5.570615667154509
EX_leuktrF4(e)_pos	20692.347320060057
EX_leuleu(e)_neg	10130.479561000908
EX_lgnc(e)_neg	20.81935855648914
EX_lgnc(e)_pos	9.899629702192009
EX_limnen(e)_neg	7.451266657131697
EX_limnen(e)_pos	0.0
EX_lipoate(e)_neg	0.0
EX_lipoate(e)_pos	0.0
EX_lneldc(e)_neg	13.764029037137803
EX_lneldc(e)_pos	9098.414720526209
EX_lnlc(e)_neg	6.031660195193093
EX_lnlc(e)_pos	0.0
EX_lnlnca(e)_neg	6.887152188125654
EX_lnlnca(e)_pos	0.0
EX_lnlncg(e)_neg	12.477511680857827
EX_lnlncg(e)_pos	49.093798725602134
EX_lpchol_hs(e)_neg	13531.390588830269
EX_lys_L(e)_neg	12.183046843651132
EX_lys_L(e)_pos	3.936281730632585
EX_mag_hs(e)_neg	5198.239090196108
EX_mal_L(e)_neg	5283.50249077843
EX_mal_L(e)_pos	9134.048487560322
EX_malcoa(e)_neg	5.257046580040402
EX_malcoa(e)_pos	0.0
EX_malt(e)_neg	3008.30954988962
EX_malthp(e)_neg	4.275
EX_malthp(e)_pos	19.261306543346176
EX_malthx(e)_neg	2.85
EX_malthx(e)_pos	15.177146607687302
EX_maltpt(e)_neg	2.85
EX_maltpt(e)_pos	13.2
EX_malttr(e)_neg	2.6388730332597463
EX_malttr(e)_pos	30.6
EX_maltttr(e)_neg	2.85
EX_maltttr(e)_pos	20.6
EX_man(e)_neg	5108.2508650640175
EX_meoh(e)_neg	5.597164982898683
EX_meoh(e)_pos	21704.6047867717
EX_mepi(e)_neg	0.0
EX_mepi(e)_pos	41735.73518305681
EX_mercplaccys(e)_neg	0.0
EX_mercplaccys(e)_pos	15390.157672786643
EX_met_L(e)_neg	10.636971415423428
EX_met_L(e)_pos	10048.255746634002
EX_mthgxl(e)_neg	0.0
EX_mthgxl(e)_pos	4673.086224194309
EX_n2m2nmasn(e)_neg	58.52654358357557
EX_n2m2nmasn(e)_pos	758.4573552940386
EX_na1(e)_neg	0.0
EX_nac(e)_neg	11.529715110781824
EX_nac(e)_pos	28.913555110690965
EX_nad(e)_neg	4.728671614396449
EX_nad(e)_pos	0.0
EX_nadp(e)_neg	4.728671614396449
EX_nadp(e)_pos	0.0
EX_ncam(e)_neg	2.8499999999999996
EX_ncam(e)_pos	19.40158933179249
EX_nh4(e)_neg	524.7204517484904
EX_nh4(e)_pos	4995.271588192689
EX_nifedipine(e)_neg	0.0
EX_nifedipine(e)_pos	0.0
EX_no(e)_neg	6.774145463659714
EX_no(e)_pos	57292.86251271172
EX_no2(e)_neg	5.357266175141939
EX_no2(e)_pos	5.443981287642311
EX_npthl(e)_neg	7.451266657131698
EX_npthl(e)_pos	0.0
EX_nrpphr(e)_neg	5.740969218253498
EX_nrpphr(e)_pos	29445.326611594865
EX_nrpphrsf(e)_neg	0.0
EX_nrpphrsf(e)_pos	71080.51091909672
EX_nrvnc(e)_neg	21.467689870642158
EX_nrvnc(e)_pos	0.0
EX_o2(e)_neg	3732.981924298186
EX_o2s(e)_neg	3.202002673665272
EX_o2s(e)_pos	8820.047078760552
EX_oagd3_hs(e)_neg	0.0
EX_oagd3_hs(e)_pos	19087.779001243824
EX_oagt3_hs(e)_neg	0.0
EX_oagt3_hs(e)_pos	18354.637488403332
EX_ocdca(e)_neg	5055.025590293193
EX_ocdcea(e)_neg	6.9064384207716225
EX_ocdcea(e)_pos	8833.821421813507
EX_octa(e)_neg	8826.755596481253
EX_oh1(e)_neg	0.0
EX_oh1(e)_pos	0.0
EX_omeprazole(e)_neg	7.451266657131697
EX_omeprazole(e)_pos	0.0
EX_onpthl(e)_neg	0.0
EX_onpthl(e)_pos	7.451266657131698
EX_orn(e)_neg	4.3776738296686535
EX_orn(e)_pos	10868.36388520826
EX_orot(e)_neg	6.618441031274308
EX_orot(e)_pos	8329.16778447754
EX_oxa(e)_neg	0.0
EX_oxa(e)_pos	11132.04441033272
EX_paf_hs(e)_neg	4.717221761460102
EX_paf_hs(e)_pos	6.785957652958002
EX_pan4p(e)_neg	5359.675340014882
EX_pan4p(e)_pos	6619.2553117768875
EX_pchol_hs(e)_neg	13.646845425953739
EX_pchol_hs(e)_pos	10380.896761332111
EX_pe_hs(e)_neg	3325.0
EX_pect(e)_neg	5056.5761675388
EX_pect(e)_pos	0.0
EX_pectindchac(e)_neg	0.0
EX_pectindchac(e)_pos	5056.576167538799
EX_pectingchol(e)_neg	0.0
EX_pectingchol(e)_pos	14234.712479139882
EX_pectintchol(e)_neg	0.0
EX_pectintchol(e)_pos	15369.344653818554
EX_peplys(e)_neg	0.0
EX_peplys(e)_pos	0.0
EX_perillyl(e)_neg	0.0
EX_perillyl(e)_pos	7.451266657131698
EX_pglyc_hs(e)_neg	5.443981287642313
EX_pglyc_hs(e)_pos	13385.610257632488
EX_phe_L(e)_neg	5894.16071072825
EX_pheacgln(e)_neg	0.0
EX_pheacgln(e)_pos	18647.354092993883
EX_pheme(e)_neg	50420.05659223711
EX_phyQ(e)_neg	0.0
EX_phyQ(e)_pos	0.0
EX_phyt(e)_neg	45.79310136291734
EX_phyt(e)_pos	0.0
EX_pi(e)_neg	493.9403399316208
EX_pi(e)_pos	6159.573954445892
EX_pnto_R(e)_neg	285.0
EX_pnto_R(e)_pos	6135.124180836536
EX_ppa(e)_neg	4.611308052864697
EX_ppa(e)_pos	10028.844812775802
EX_ppi(e)_neg	3.7689747030016867
EX_ppi(e)_pos	21494.34758598401
EX_prgstrn(e)_neg	6.217314674970439
EX_prgstrn(e)_pos	60755.479797123655
EX_pro_D(e)_neg	0.0
EX_pro_D(e)_pos	0.0
EX_pro_L(e)_neg	6.325659414311205
EX_pro_L(e)_pos	8113.587167524389
EX_progly(e)_neg	9262.260018881258
EX_prostgd2(e)_neg	2.6023632120454323
EX_prostgd2(e)_pos	135.4758123602214
EX_prostge1(e)_neg	4.256678007469567
EX_prostge1(e)_pos	15.470034022408699
EX_prostge2(e)_neg	3.345079203158442
EX_prostge2(e)_pos	16.07374350651309
EX_prostgf2(e)_neg	4.893879518591655
EX_prostgf2(e)_pos	141.53045037952145
EX_prostgh2(e)_neg	2.6023632120454323
EX_prostgh2(e)_pos	132.41879486133655
EX_prostgi2(e)_neg	5.981431137257257
EX_prostgi2(e)_pos	160.12227064879136
EX_prpp(e)_neg	3.9599724902316087
EX_prpp(e)_pos	26660.25447677868
EX_ps_hs(e)_neg	6.328668036074868
EX_ps_hs(e)_pos	14180.28113657142
EX_psyl(e)_neg	3800.0
EX_psyl(e)_pos	0.0
EX_psylchol(e)_neg	0.0
EX_psylchol(e)_pos	13599.103335861284
EX_psyltchol(e)_neg	0.0
EX_psyltchol(e)_pos	14883.045253370492
EX_psyltdechol(e)_neg	0.0
EX_psyltdechol(e)_pos	3800.0
EX_ptdca(e)_neg	28.548961619317527
EX_ptdca(e)_pos	0.0
EX_ptrc(e)_neg	5.602922069390837
EX_ptrc(e)_pos	14150.520039379497
EX_ptth(e)_neg	6134.906013293156
EX_ptth(e)_pos	5651.302772862833
EX_pydam(e)_neg	10069.015672011734
EX_pydx(e)_neg	7806.939730363396
EX_pydx5p(e)_neg	9.13555189820481
EX_pydx5p(e)_pos	9518.260484791977
EX_pydxn(e)_neg	9032.025022627713
EX_pyr(e)_neg	3.549209139997153
EX_pyr(e)_pos	4343.614195810321
EX_q10(e)_neg	5524.521725970875
EX_q10h2(e)_pos	5524.521725970875
EX_rbt(e)_neg	0.0
EX_rbt(e)_pos	6401.494825755797
EX_retfa(e)_neg	5.443981287642313
