	WT-911-a_S119_L007_R1_001
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	11311.81662089835
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	11707.17524792768
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10337.905130285977
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10600.104779414858
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.394564533312229
EX_gal(e)_neg	4150.076082515842
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9593.495438117383
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10502.372215713618
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9368.81998590306
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8433.207772906995
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	9832.841391477952
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6548.933577328682
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11453.066285047871
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	11892.310306097703
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	12632.327235620287
EX_gd1c_hs(e)_neg	0.0
EX_gd1c_hs(e)_pos	12665.125570787186
EX_gdp(e)_neg	3.125620126668581
EX_gdp(e)_pos	3.125620126668581
EX_glc(e)_neg	2.375
EX_glc(e)_pos	2580.7793450220165
EX_glcur(e)_neg	5.360858448411767
EX_glcur(e)_pos	10.94577227041422
EX_glgchlo(e)_neg	0.0
EX_glgchlo(e)_pos	13781.744401139535
EX_gln_L(e)_neg	4.804341634470443
EX_gln_L(e)_pos	8094.6153731800305
EX_gltcho(e)_neg	0.0
EX_gltcho(e)_pos	14948.202607682155
EX_gltdechol(e)_neg	0.0
EX_gltdechol(e)_pos	3800.0
EX_glu_L(e)_neg	3.583051068059481
EX_glu_L(e)_pos	8437.093535474698
EX_gluala(e)_neg	5.417014556273332
EX_gluala(e)_pos	9384.513286842957
EX_gly(e)_neg	5749.798862571796
EX_glyb(e)_neg	18.75501816418418
EX_glyb(e)_pos	10350.36619539752
EX_glyc(e)_neg	4150.076082515842
EX_glyc_S(e)_neg	0.0
EX_glyc_S(e)_pos	6731.554853888262
EX_glygly(e)_neg	13027.304896426387
EX_glygn2(e)_neg	13.450891690746513
EX_glygn2(e)_pos	0.0
EX_glygn4(e)_neg	4.275
EX_glygn4(e)_pos	13.450891690746513
EX_glygn5(e)_neg	5.087691380611875
EX_glygn5(e)_pos	19.492950022812487
EX_glyleu(e)_neg	9737.636213380643
EX_glyphe(e)_neg	10921.247971671432
EX_glypro(e)_neg	9478.157217678332
EX_glysar(e)_neg	17354.792064993893
EX_gmp(e)_neg	6.397899444574869
EX_gmp(e)_pos	7.412354057549502
EX_gp1c_hs(e)_neg	0.0
EX_gp1c_hs(e)_pos	13334.698265867382
EX_gp1calpha_hs(e)_neg	0.0
EX_gp1calpha_hs(e)_pos	13362.097262722365
EX_gq1b_hs(e)_neg	0.0
EX_gq1b_hs(e)_pos	13112.337190868298
EX_gq1balpha_hs(e)_neg	0.0
EX_gq1balpha_hs(e)_pos	13033.711769441968
EX_gsn(e)_neg	5976.485827600218
EX_gt1a_hs(e)_neg	0.0
EX_gt1a_hs(e)_pos	12846.217307765826
EX_gthox(e)_neg	0.0
EX_gthox(e)_pos	15395.164040646245
EX_gthrd(e)_neg	2.565586048032496
EX_gthrd(e)_pos	13992.75630059416
EX_gtp(e)_neg	3.125620126668581
EX_gtp(e)_pos	0.0
EX_gua(e)_neg	6.7332153204979805
EX_gua(e)_pos	6288.9572387475955
EX_gum(e)_neg	3800.0
EX_gum(e)_pos	0.0
EX_gumdchac(e)_neg	0.0
EX_gumdchac(e)_pos	3800.0
EX_gumgchol(e)_neg	0.0
EX_gumgchol(e)_pos	13781.744401139531
EX_gumtchol(e)_neg	0.0
EX_gumtchol(e)_pos	14948.202607682155
EX_h(e)_neg	236.4415204484758
EX_h(e)_pos	2269.5346403746457
EX_h2o(e)_neg	247.29729909417867
EX_h2o(e)_pos	3501.8202193373154
EX_h2o2(e)_neg	3.9831280179916444
EX_h2o2(e)_pos	5789.66439246249
EX_ha(e)_neg	37.2573558395355
EX_ha(e)_pos	19077.49484760621
EX_ha_pre1(e)_neg	15.076939497263231
EX_ha_pre1(e)_pos	19529.763262795004
EX_hco3(e)_neg	438.33426109986806
EX_hco3(e)_pos	5316.7084089843875
EX_hcoumarin(e)_neg	0.0
EX_hcoumarin(e)_pos	7.52516288753275
EX_hdca(e)_neg	6.627675813808959
EX_hdca(e)_pos	13242.577983808478
EX_hdcea(e)_neg	10416.972702487466
EX_hestratriol(e)_neg	0.0
EX_hestratriol(e)_pos	51049.11294471767
EX_hexc(e)_neg	10.165277088348695
EX_hexc(e)_pos	0.0
EX_his_L(e)_neg	5344.508871164501
EX_hista(e)_neg	10.908451815556482
EX_hista(e)_pos	5344.52620110651
EX_hom_L(e)_neg	0.0
EX_hom_L(e)_pos	0.0
EX_hpdca(e)_neg	33.26079702805777
EX_hpdca(e)_pos	0.0
EX_hspg(e)_neg	350.0812681355357
EX_hspg(e)_pos	0.0
EX_htaxol(e)_neg	0.0
EX_htaxol(e)_pos	7.525162887532749
EX_hxan(e)_neg	5.822462899940629
EX_hxan(e)_pos	6189.680003277634
EX_hyptaur(e)_neg	2850.0
EX_hyptaur(e)_pos	4750.0
EX_i(e)_neg	10.142931056823855
EX_i(e)_pos	0.0
EX_idour(e)_neg	0.0
EX_idour(e)_pos	453.74330236622166
EX_idp(e)_neg	2.200846917976755
EX_idp(e)_pos	3.3381804583311454
EX_ile_L(e)_neg	4.75
EX_ile_L(e)_pos	7725.156556110689
EX_imp(e)_neg	0.0
EX_imp(e)_pos	7.6137270033350894
EX_inost(e)_neg	10.944739186724812
EX_inost(e)_pos	6420.418273425862
EX_ins(e)_neg	6105.096949648114
EX_itp(e)_neg	3.3381804583311454
EX_itp(e)_pos	3.3301842523868674
EX_ivcrn_neg	0.0
EX_ivcrn_pos	10855.666022579648
EX_k(e)_neg	0.0
EX_k(e)_pos	0.0
EX_ksi(e)_neg	4.098489426936242
EX_ksi(e)_pos	1827.9207890467874
EX_ksi_deg1(e)_neg	0.0
EX_ksi_deg1(e)_pos	1799.11158177448
EX_ksii_core2(e)_neg	100.6446630399
EX_ksii_core2(e)_pos	301.479497389622
EX_ksii_core4(e)_neg	108.7804427738178
EX_ksii_core4(e)_pos	497.80833099672213
EX_lac_D(e)_neg	2.416489323620029
EX_lac_D(e)_pos	3638.5704266799894
EX_lac_L(e)_neg	2.416489323620029
EX_lac_L(e)_pos	3588.82117428935
EX_lcts(e)_neg	4.376263065651498
EX_lcts(e)_pos	7448.772926835694
EX_leu_L(e)_neg	4.75
EX_leu_L(e)_pos	3794.3803309176456
EX_leugly(e)_neg	9737.636213380643
EX_leuktrA4(e)_neg	3.4641427987855047
EX_leuktrA4(e)_pos	4272.386171065936
EX_leuktrB4(e)_neg	0.0
EX_leuktrB4(e)_pos	3385.762686647319
EX_leuktrC4(e)_neg	5.649069711586703
EX_leuktrC4(e)_pos	22509.205988890797
EX_leuktrD4(e)_neg	4.143181477094195
EX_leuktrD4(e)_pos	18094.07897100028
EX_leuktrE4(e)_neg	4.7520076070534305
EX_leuktrE4(e)_pos	17732.44747177446
EX_leuktrF4(e)_neg	5.588453546751325
EX_leuktrF4(e)_pos	21297.81506193184
EX_leuleu(e)_neg	10266.826003284068
EX_lgnc(e)_neg	21.631666332126677
EX_lgnc(e)_pos	10.165277088348695
EX_limnen(e)_neg	7.525162887532749
EX_limnen(e)_pos	0.0
EX_lipoate(e)_neg	0.0
EX_lipoate(e)_pos	0.0
EX_lneldc(e)_neg	13.92383258826361
EX_lneldc(e)_pos	9133.01385804786
EX_lnlc(e)_neg	6.130578959746997
EX_lnlc(e)_pos	0.0
EX_lnlnca(e)_neg	6.956327103775054
EX_lnlnca(e)_pos	0.0
EX_lnlncg(e)_neg	12.71857569988832
EX_lnlncg(e)_pos	49.56400083372888
EX_lpchol_hs(e)_neg	13924.673644638096
EX_lys_L(e)_neg	12.440375661468856
EX_lys_L(e)_pos	3.9416354754967884
EX_mag_hs(e)_neg	5218.09072517205
EX_mal_L(e)_neg	5257.690906950152
EX_mal_L(e)_pos	9295.388364312392
EX_malcoa(e)_neg	5.257677052070707
EX_malcoa(e)_pos	0.0
EX_malt(e)_neg	3018.8456903059373
EX_malthp(e)_neg	4.275
EX_malthp(e)_pos	19.28265836248262
EX_malthx(e)_neg	2.85
EX_malthx(e)_pos	15.187358347274298
EX_maltpt(e)_neg	2.85
EX_maltpt(e)_pos	13.2
EX_malttr(e)_neg	2.645897126870625
EX_malttr(e)_pos	30.6
EX_maltttr(e)_neg	2.85
EX_maltttr(e)_pos	20.6
EX_man(e)_neg	5266.073970029569
EX_meoh(e)_neg	5.688079183503621
EX_meoh(e)_pos	22137.162188202212
EX_mepi(e)_neg	0.0
EX_mepi(e)_pos	42430.85622638725
EX_mercplaccys(e)_neg	0.0
EX_mercplaccys(e)_pos	16303.399568137504
EX_met_L(e)_neg	10.836587185903795
EX_met_L(e)_pos	10325.740626134802
EX_mthgxl(e)_neg	0.0
EX_mthgxl(e)_pos	4736.93263836507
EX_n2m2nmasn(e)_neg	59.89515415717392
EX_n2m2nmasn(e)_pos	770.6059961422146
EX_na1(e)_neg	0.0
EX_nac(e)_neg	11.79241901898676
EX_nac(e)_pos	29.082396971516594
EX_nad(e)_neg	4.761468544632816
EX_nad(e)_pos	0.0
EX_nadp(e)_neg	4.761468544632816
EX_nadp(e)_pos	0.0
EX_ncam(e)_neg	2.8499999999999996
EX_ncam(e)_pos	19.45464121764727
EX_nh4(e)_neg	537.4732011898633
EX_nh4(e)_pos	5136.016524415685
EX_nifedipine(e)_neg	0.0
EX_nifedipine(e)_pos	0.0
EX_no(e)_neg	6.999215400589815
EX_no(e)_pos	58282.85482877612
EX_no2(e)_neg	5.360858448411767
EX_no2(e)_pos	5.472886135207109
EX_npthl(e)_neg	7.52516288753275
EX_npthl(e)_pos	0.0
EX_nrpphr(e)_neg	5.804997841561309
EX_nrpphr(e)_pos	29994.494414711233
EX_nrpphrsf(e)_neg	0.0
EX_nrpphrsf(e)_pos	72222.18384064735
EX_nrvnc(e)_neg	22.30146795351248
EX_nrvnc(e)_pos	0.0
EX_o2(e)_neg	3748.6472859318014
EX_o2s(e)_neg	3.2155219395767105
EX_o2s(e)_pos	9012.420558025677
EX_oagd3_hs(e)_neg	0.0
EX_oagd3_hs(e)_pos	19598.66883647984
EX_oagt3_hs(e)_neg	0.0
EX_oagt3_hs(e)_pos	18874.974046013638
EX_ocdca(e)_neg	5137.79661678851
EX_ocdcea(e)_neg	7.01068914731429
EX_ocdcea(e)_pos	8870.630033561953
EX_octa(e)_neg	9035.969989555346
EX_oh1(e)_neg	0.0
EX_oh1(e)_pos	0.0
EX_omeprazole(e)_neg	7.52516288753275
EX_omeprazole(e)_pos	0.0
EX_onpthl(e)_neg	0.0
EX_onpthl(e)_pos	7.52516288753275
EX_orn(e)_neg	4.426555601331874
EX_orn(e)_pos	11280.682408844888
EX_orot(e)_neg	6.823030545240128
EX_orot(e)_pos	8375.281549447674
EX_oxa(e)_neg	0.0
EX_oxa(e)_pos	11237.78119861492
EX_paf_hs(e)_neg	4.865874687851321
EX_paf_hs(e)_pos	6.876573592783335
EX_pan4p(e)_neg	5427.29822642051
EX_pan4p(e)_pos	6691.117821108098
EX_pchol_hs(e)_neg	14.063485814931179
EX_pchol_hs(e)_pos	10660.687158467097
EX_pe_hs(e)_neg	3325.0
EX_pect(e)_neg	5076.205734587114
EX_pect(e)_pos	0.0
EX_pectindchac(e)_neg	0.0
EX_pectindchac(e)_pos	5076.205734587114
EX_pectingchol(e)_neg	0.0
EX_pectingchol(e)_pos	14426.930243604373
EX_pectintchol(e)_neg	0.0
EX_pectintchol(e)_pos	15461.850784707349
EX_peplys(e)_neg	0.0
EX_peplys(e)_pos	0.0
EX_perillyl(e)_neg	0.0
EX_perillyl(e)_pos	7.525162887532749
EX_pglyc_hs(e)_neg	5.399217945835854
EX_pglyc_hs(e)_pos	13807.064952479192
EX_phe_L(e)_neg	5914.459168382083
EX_pheacgln(e)_neg	0.0
EX_pheacgln(e)_pos	18986.678921162933
EX_pheme(e)_neg	51063.647916612616
EX_phyQ(e)_neg	0.0
EX_phyQ(e)_pos	0.0
EX_phyt(e)_neg	46.963844997777436
EX_phyt(e)_pos	0.0
EX_pi(e)_neg	507.3865299501582
EX_pi(e)_pos	6189.844737483526
EX_pnto_R(e)_neg	285.0
EX_pnto_R(e)_pos	6181.731032528861
EX_ppa(e)_neg	4.778396353090745
EX_ppa(e)_pos	10209.135017294622
EX_ppi(e)_neg	3.7754906606684586
EX_ppi(e)_pos	22062.22019463325
EX_prgstrn(e)_neg	6.258267013191161
EX_prgstrn(e)_pos	61537.55692635863
EX_pro_D(e)_neg	0.0
EX_pro_D(e)_pos	0.0
EX_pro_L(e)_neg	6.495742335667753
EX_pro_L(e)_pos	8239.0462396843
EX_progly(e)_neg	9478.157217678332
EX_prostgd2(e)_neg	2.482991434282444
EX_prostgd2(e)_pos	135.79159099108614
EX_prostge1(e)_neg	4.2410175809144
EX_prostge1(e)_pos	15.423052742743199
EX_prostge2(e)_neg	3.380548046211424
EX_prostge2(e)_pos	16.02943845217317
EX_prostgf2(e)_neg	4.9735432910503565
EX_prostgf2(e)_pos	143.47731497254637
EX_prostgh2(e)_neg	2.482991434282444
EX_prostgh2(e)_pos	133.8729258023859
EX_prostgi2(e)_neg	6.092359681547011
EX_prostgi2(e)_pos	162.36656281016872
EX_prpp(e)_neg	3.9820078263387586
EX_prpp(e)_pos	27171.59879392608
EX_ps_hs(e)_neg	6.373229703451882
EX_ps_hs(e)_pos	14592.662737347046
EX_psyl(e)_neg	3800.0
EX_psyl(e)_pos	0.0
EX_psylchol(e)_neg	0.0
EX_psylchol(e)_pos	13781.744401139535
EX_psyltchol(e)_neg	0.0
EX_psyltchol(e)_pos	14948.202607682155
EX_psyltdechol(e)_neg	0.0
EX_psyltdechol(e)_pos	3800.0
EX_ptdca(e)_neg	29.07963162805501
EX_ptdca(e)_pos	0.0
EX_ptrc(e)_neg	5.749013884469619
EX_ptrc(e)_pos	14457.767291572527
EX_ptth(e)_neg	6181.162177528651
EX_ptth(e)_pos	5720.858705649295
EX_pydam(e)_neg	10238.537887773551
EX_pydx(e)_neg	7946.673285766246
EX_pydx5p(e)_neg	9.39661760451077
EX_pydx5p(e)_pos	9662.312726829474
EX_pydxn(e)_neg	9270.232536478925
EX_pyr(e)_neg	3.5951536508823994
EX_pyr(e)_pos	4505.10143335889
EX_q10(e)_neg	5584.34746193744
EX_q10h2(e)_pos	5584.347461937442
EX_rbt(e)_neg	0.0
EX_rbt(e)_pos	6443.147842026286
EX_retfa(e)_neg	5.472886135207112
EX_retfa(e)_pos	1227.524019829834
EX_retinol(e)_neg	805.7080845919348
EX_retinol(e)_pos	24.310386093772603
EX_retinol_9_cis(e)_neg	0.0
EX_retinol_9_cis(e)_pos	1639.6951792547557
EX_retinol_cis_11(e)_neg	0.0
EX_retinol_cis_11(e)_pos	1639.6951792547559
EX_retn(e)_neg	347.27841609221286
EX_retn(e)_pos	827.3685474058556
EX_retnglc(e)_neg	0.0
EX_retnglc(e)_pos	3922.77394618667
EX_rib_D(e)_neg	5027.462106485529
EX_ribflv(e)_neg	17535.344131016845
EX_s2l2fn2m2masn(e)_neg	4.098489426936242
EX_s2l2fn2m2masn(e)_pos	801.1108465528624
EX_s2l2n2m2masn(e)_neg	75.7770363286942
EX_s2l2n2m2masn(e)_pos	663.8689264072796
EX_sarcs(e)_neg	10.04448980566761
EX_sarcs(e)_pos	0.0
EX_sbt-d(e)_neg	4985.361959739101
EX_sel(e)_neg	0.0
EX_sel(e)_pos	0.0
EX_ser_D(e)_neg	0.0
EX_ser_D(e)_pos	0.0
EX_ser_L(e)_neg	3.5776908575932644
EX_ser_L(e)_pos	6834.979103171057
EX_sfcys(e)_pos	21627.264790878704
EX_sl_L(e)_neg	0.0
EX_sl_L(e)_pos	14962.161999697531
EX_so3(e)_neg	0.0
EX_so3(e)_pos	0.0
EX_so4(e)_neg	1217.289906379057
EX_so4(e)_pos	13744.670007146486
EX_spc_hs(e)_neg	11.636928387501598
EX_spc_hs(e)_pos	28726.596564414653
EX_sph1p(e)_neg	13.332212076127732
EX_sph1p(e)_pos	19689.59877413067
EX_sphs1p(e)_neg	9.287550158734893
EX_sphs1p(e)_pos	32945.85208816228
EX_spmd(e)_neg	5.7
EX_spmd(e)_pos	23892.655251503296
EX_sprm(e)_neg	2.0082875130947633
EX_sprm(e)_pos	15392.13887953733
EX_srtn(e)_neg	0.0
EX_srtn(e)_pos	7.562437141781892
EX_strch1(e)_neg	13.450891690746513
EX_strch1(e)_pos	0.0
EX_strch2(e)_neg	5.393845690305937
EX_strch2(e)_pos	13.450891690746513
EX_strdnc(e)_neg	9.77860838892636
EX_strdnc(e)_pos	6.990833208645116
EX_succ(e)_neg	6.05121023363031
EX_succ(e)_pos	5358.454954080979
EX_sucr(e)_neg	3.4938456903059376
EX_sucr(e)_pos	0.0
EX_tag_hs(e)_neg	8.260155966881474
EX_tag_hs(e)_pos	8.111337812480661
EX_tagat_D(e)_neg	7.0663882612220235
EX_tagat_D(e)_pos	0.0
EX_taur(e)_neg	2.3528648378527164
EX_taur(e)_pos	2850.0
EX_taxol(e)_neg	7.525162887532749
EX_taxol(e)_pos	0.0
EX_tchola(e)_neg	3.8
EX_tchola(e)_pos	13060.01203205574
EX_tcynt(e)_neg	5.360858448411767
EX_tcynt(e)_pos	11.182796054299537
EX_tdchola(e)_neg	5.491998400623911
EX_tdchola(e)_pos	67220.46033547411
EX_tdcrn_neg	0.0
EX_tdcrn_pos	8216.120954381442
EX_tdechola(e)_neg	3800.0
EX_tdechola(e)_pos	0.0
EX_tetdec2crn_neg	0.0
EX_tetdec2crn_pos	12691.180080828277
EX_tetdece1crn_neg	0.0
EX_tetdece1crn_pos	12691.180080828277
EX_tethex3(e)_neg	10.331291834898792
EX_tethex3(e)_pos	7.881927278411217
EX_tetpent3(e)_neg	7.881927278411217
EX_tetpent3(e)_pos	0.0
EX_tetpent6(e)_neg	11.026567352144495
EX_tetpent6(e)_pos	0.0
EX_tettet6(e)_neg	10.33129183489879
EX_tettet6(e)_pos	0.0
EX_thf(e)_neg	6.2224052884695515
EX_thf(e)_pos	5078.717315285045
EX_thm(e)_neg	12241.282108686291
EX_thmmp(e)_neg	9.34334825520078
EX_thmmp(e)_pos	12241.282108686293
EX_thmtp(e)_neg	0.0
EX_thmtp(e)_pos	28261.263652808593
EX_thr_L(e)_neg	4.963103228631781
EX_thr_L(e)_pos	0.0
EX_thym(e)_neg	9.359951115395127
EX_thym(e)_pos	12265.524384965449
EX_thymd(e)_neg	6.264038318854199
EX_thymd(e)_pos	0.0
EX_thyox_L(e)_neg	0.0
EX_thyox_L(e)_pos	10.142931056823855
EX_tmndnc(e)_neg	13.440152164947435
EX_tmndnc(e)_pos	244.48014145477993
EX_tolbutamide(e)_neg	7.52516288753275
EX_tolbutamide(e)_pos	0.0
EX_tre(e)_neg	3.575002604328554
EX_tre(e)_pos	0.0
EX_triodthy(e)_neg	10.073704269549953
EX_triodthy(e)_pos	10.928073818686402
EX_triodthysuf(e)_neg	0.0
EX_triodthysuf(e)_pos	21.346437431582736
EX_trp_L(e)_neg	7.3053692791446245
EX_trp_L(e)_pos	0.0
EX_tststerone(e)_neg	9.166843439093647
EX_tststerone(e)_pos	54827.870874359134
EX_tststeroneglc(e)_neg	0.0
EX_tststeroneglc(e)_pos	68461.11459377257
EX_tststerones(e)_neg	0.0
EX_tststerones(e)_pos	60821.57300430061
EX_tsul(e)_neg	11.975218100582252
EX_tsul(e)_pos	0.0
EX_ttdca(e)_neg	7263.0787787730005
EX_txa2(e)_neg	0.0
EX_txa2(e)_pos	170.20427266335963
EX_tymsf(e)_neg	0.0
EX_tymsf(e)_pos	19496.369672328492
EX_tyr_L(e)_neg	3.3037225733907656
EX_tyr_L(e)_pos	5495.187592576506
EX_udp(e)_neg	3.125620126668581
EX_udp(e)_pos	23087.322077188746
EX_udpg(e)_neg	5.394564533312229
EX_udpg(e)_pos	0.0
EX_udpgal(e)_neg	5.7
EX_udpgal(e)_pos	0.0
EX_ump(e)_neg	3.555078517214743
EX_ump(e)_pos	14731.86597920132
EX_ura(e)_neg	5.690784978271368
EX_ura(e)_pos	7420.623901309823
EX_urate(e)_neg	4.75
EX_urate(e)_pos	8976.548403596255
EX_urea(e)_neg	4.75
EX_urea(e)_pos	11569.535629663817
EX_uri(e)_neg	5.064274720373162
EX_uri(e)_pos	5879.626304197185
EX_utp(e)_neg	3.125620126668581
EX_utp(e)_pos	26410.448022484863
EX_vacc(e)_neg	7.848334003860487
EX_vacc(e)_pos	8860.336459501463
EX_val_L(e)_neg	6.325851539242153
EX_val_L(e)_pos	7729.292652872209
EX_vitd2(e)_neg	0.0
EX_vitd2(e)_pos	0.0
EX_vitd3(e)_neg	7516.97313516398
EX_whddca(e)_neg	0.0
EX_whddca(e)_pos	7.525162887532749
EX_whhdca(e)_neg	0.0
EX_whhdca(e)_pos	18372.56377859077
EX_whtststerone(e)_neg	0.0
EX_whtststerone(e)_pos	0.0
EX_whttdca(e)_neg	0.0
EX_whttdca(e)_pos	7501.958767525668
EX_xolest2_hs(e)_neg	5.472886135207112
EX_xolest2_hs(e)_pos	14951.87860472393
EX_xolest_hs(e)_neg	0.0
EX_xolest_hs(e)_pos	0.0
EX_xoltri24(e)_neg	0.0
EX_xoltri24(e)_pos	54364.78281663694
EX_xoltri25(e)_neg	0.0
EX_xoltri25(e)_pos	54328.74479706762
EX_xoltri27(e)_neg	0.0
EX_xoltri27(e)_pos	54108.39672679434
EX_xyl_D(e)_neg	0.0
EX_xyl_D(e)_pos	854.1664399153889
EX_xylt(e)_neg	5073.518352162642
EX_yvite(e)_neg	2.8499999999999996
EX_yvite(e)_pos	0.0
F1Atg_neg	0.0
F1Atg_pos	7063.92161348371
F1PGT_neg	0.0
F1PGT_pos	18026.73009304907
F6Tg_pos	17779.67409780756
FA120ACPH_neg	0.0
FA120ACPH_pos	0.0
FA140ACPH_neg	0.0
FA140ACPH_pos	0.0
FA141ACPH_neg	0.0
FA141ACPH_pos	0.0
FA160ACPH_neg	0.0
FA160ACPH_pos	0.0
FA161ACPH_neg	0.0
FA161ACPH_pos	0.0
FA180ACPH_neg	0.0
FA180ACPH_pos	0.0
FA181ACPH_neg	0.0
FA181ACPH_pos	0.0
FA1821ACPH_neg	0.0
FA1821ACPH_pos	0.0
FA1822ACPH_neg	0.0
FA1822ACPH_pos	0.0
FA182ACPH_neg	0.0
FA182ACPH_pos	0.0
FACOAL140i_pos	8190.838653821808
FACOAL150_neg	0.0
FACOAL150_pos	29.079631628055008
FACOAL160i_pos	8534.654903235074
FACOAL161_neg	20824.326933709675
FACOAL161_pos	10460.676466088724
FACOAL170_neg	0.0
FACOAL170_pos	33.260797028057766
FACOAL180i_pos	3280.7897647800346
FACOAL1812_neg	8860.336459501461
FACOAL1812_pos	7.868144589256635
FACOAL1813_neg	5120.0635320043175
FACOAL1813_pos	7.006854325460834
FACOAL181i_pos	4134.745046841101
FACOAL1821_neg	394.6208180869496
FACOAL1821_pos	9962.125316268088
FACOAL1822_neg	9133.01385804786
FACOAL1822_pos	13.923832588263608
FACOAL1831_neg	5112.702081747142
FACOAL1831_pos	12.718575699888317
FACOAL1832_neg	0.0
FACOAL1832_pos	6.956327103775054
FACOAL184_neg	6.990833208645116
FACOAL184_pos	13.586740258276778
FACOAL191_pos	7220.759723148888
FACOAL200_pos	3295.5618751844145
FACOAL203_neg	49.21725226045334
FACOAL203_pos	6.170228943968732
FACOAL2042_neg	32.66679316280639
FACOAL2042_pos	7.807221464192507
FACOAL204_neg	7634.424555127967
FACOAL204_pos	12.605242182503847
FACOAL205_neg	244.48014145477995
FACOAL205_pos	13.440152164947435
FACOAL206_neg	0.0
FACOAL206_pos	46.963844997777414
FACOAL224_neg	135.60310981851921
FACOAL224_pos	9.205473917846419
FACOAL2251_neg	197.60656623858637
FACOAL2251_pos	11.026567352144493
FACOAL2252_neg	386.7445814303301
FACOAL2252_pos	12.738905308934479
FACOAL226_neg	475.88314323454694
FACOAL226_pos	9.823340154786134
FACOAL240_neg	10.165277088348695
FACOAL240_pos	21.63166633212667
FACOAL241_neg	0.0
FACOAL241_pos	22.30146795351248
FACOAL244_1_neg	0.0
FACOAL244_1_pos	10.33129183489879
FACOAL245_1_neg	0.0
FACOAL245_1_pos	11.026567352144495
FACOAL245_2_neg	0.0
FACOAL245_2_pos	7.881927278411216
FACOAL246_1_neg	7.881927278411216
FACOAL246_1_pos	10.331291834898792
FACOAL260_neg	0.0
FACOAL260_pos	10.165277088348697
FACOAL40im_pos	6.205084308188254
FACOAL80i_pos	9035.969989555346
FADDP_pos	3400.0227757126
FADDPle_pos	14421.788224809356
FADH2ETC_pos	295.8638284718195
FADH2tru_pos	5275.386276511419
FADH2tx_neg	0.0
FADH2tx_pos	68962.38193716454
FADtm_neg	0.0
FADtm_pos	0.0
FADtru_pos	5275.386276511419
FADtx_neg	68962.38193716457
FADtx_pos	0.0
FAEL183_pos	24666.528719541613
FAEL184_pos	32.6667931628064
FAEL204_pos	15223.465280096003
FAEL205_pos	37783.87616441826
FAH1_pos	7.525162887532749
FAH2_pos	7501.958767525668
FAH3_pos	18372.563778590767
FALDH_neg	1155.4377352300253
FALDH_pos	1155.4377352300253
FALDtly_neg	0.0
FALDtly_pos	11959.623934666268
FALDtm_neg	0.0
FALDtm_pos	27110.808185252972
FAOXC101C102m_pos	283.97196492707803
FAOXC101C102x_pos	494.43508256417505
FAOXC101C8m_pos	486.95261378290706
FAOXC101C8x_pos	494.43508256417505
FAOXC101m_pos	25686.49350327473
FAOXC101x_pos	494.43508256417505
FAOXC102C101m_pos	283.97196492707803
FAOXC102C101x_pos	494.43508256417505
FAOXC102C103m_pos	706.9220327476979
FAOXC102C103x_pos	916.8881930113347
FAOXC102C81m_pos	706.9220327476979
FAOXC102C81x_pos	916.8881930113347
FAOXC102m_pos	706.9220327476979
FAOXC102x_pos	916.8881930113347
FAOXC103C102m_pos	706.9220327476979
FAOXC103C102x_pos	916.8881930113347
FAOXC10C10OHm_pos	12989.718085114955
FAOXC10C8m_pos	5012.357940409525
FAOXC10C8x_pos	23912.50918316978
FAOXC10DCC8DCx_pos	28104.358719235894
FAOXC11C9m_pos	64.00223055277038
FAOXC11_pos	46.9638449977774
FAOXC121C101m_pos	25686.493503274723
FAOXC121C10x_pos	23986.095652908512
FAOXC121x_pos	18577.1634728596
FAOXC122C101m_pos	283.97196492707803
FAOXC122m_pos	283.97196492707803
FAOXC122x_pos	494.43508256417505
FAOXC123C102m_pos	706.9220327476979
FAOXC123C102x_pos	916.8881930113347
FAOXC123m_pos	706.9220327476979
FAOXC123x_pos	916.8881930113347
FAOXC12C10m_pos	4992.728961776566
FAOXC12C10x_pos	23912.509183169772
FAOXC12C12OHm_pos	12541.446818165403
