	Ob-911-d_S148_L007_R1_001
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	9504.638491660622
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	8905.961588491029
EX_acgam(e)_neg	0.0
EX_acgam(e)_pos	6.649999999999999
EX_ach(e)_neg	8.879785939426945
EX_ach(e)_pos	6905.061056478012
EX_acmana(e)_neg	0.0
EX_acmana(e)_pos	19048.678890020343
EX_acn13acngalgbside_hs(e)_neg	0.0
EX_acn13acngalgbside_hs(e)_pos	11234.047975348858
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11234.04797534886
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12370.396979045936
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11274.445507551463
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	10125.336699803338
EX_ade(e)_neg	3.9748694099175026
EX_ade(e)_pos	6134.524348932084
EX_adn(e)_neg	5627.154846695512
EX_adp_neg	3.0222177036527915
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.73535355114761
EX_adprib(e)_neg	7.63205958643898
EX_adprib(e)_pos	4.735353551147609
EX_adrn(e)_neg	9.036857015247715
EX_adrn(e)_pos	132.60681173944144
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	37049.64740558824
EX_aflatoxin(e)_neg	7.424895657340595
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11270.151610446757
EX_ahcys(e)_pos	27006.749772167317
EX_ahdt(e)_neg	6.414262533665727
EX_ahdt(e)_pos	4.493156191738764
EX_aicar(e)_neg	11079.843430679219
EX_aicar(e)_pos	12539.799267052262
EX_ak2lgchol_hs(e)_neg	6.778185026871201
EX_ak2lgchol_hs(e)_pos	4.725742596336715
EX_akg(e)_neg	4.262384125562268
EX_akg(e)_pos	7419.470908176258
EX_ala_B(e)_neg	6.793545037732519
EX_ala_B(e)_pos	9160.080939429803
EX_ala_D(e)_neg	2.380967462514377
EX_ala_D(e)_pos	3796.922876772576
EX_ala_L(e)_neg	2.380967462514377
EX_ala_L(e)_pos	3595.8826696403617
EX_alaala(e)_neg	7531.818605434803
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	53137.880335418806
EX_amp(e)_neg	3.9748694099175026
EX_amp(e)_pos	6659.830530985387
EX_andrstrn(e)_neg	17.447422232560466
EX_andrstrn(e)_pos	55707.53831101818
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	69115.6923472854
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.865513098649664
EX_antipyrene(e)_neg	7.918322618625879
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.424895657340595
EX_appnn(e)_neg	7.424895657340595
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	61513.232484641405
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.379319954069449
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11417.581475440837
EX_arachcoa(e)_neg	5.2580829993399805
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.685263797942917
EX_arachd(e)_pos	76.47527785108184
EX_arg_L(e)_neg	5.05029064775021
EX_arg_L(e)_pos	17913.84331359675
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4535.592837950065
EX_asn_L(e)_neg	5.630958862962169
EX_asn_L(e)_pos	11297.155504878972
EX_asp_D(e)_neg	11.200841142114665
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.104465129481491
EX_asp_L(e)_pos	6868.208796840821
EX_atp(e)_neg	3.935144517607544
EX_atp(e)_pos	21294.68130248418
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	4.998252608425053
EX_bhb(e)_pos	7721.273495501327
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	42553.92368670836
EX_bilglcur(e)_neg	10.344511976838085
EX_bilglcur(e)_pos	64894.719217655074
EX_bilirub(e)_neg	15.946311007372394
EX_bilirub(e)_pos	50572.0147082726
EX_biocyt(e)_neg	3.9388999406693
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	235.88074139853543
EX_btn(e)_pos	3.9388999406693
EX_but(e)_neg	6.156949211982779
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12490.165291627114
EX_c10crn_neg	0.0
EX_c10crn_pos	14685.233375133483
EX_c10dc_neg	0.0
EX_c10dc_pos	19739.980263325244
EX_c12dc_neg	0.0
EX_c12dc_pos	45378.47507927961
EX_c16dc_neg	0.0
EX_c16dc_pos	29565.272677012108
EX_c3dc_neg	0.0
EX_c3dc_pos	10891.538773469472
EX_c4crn_neg	0.0
EX_c4crn_pos	16979.872775895157
EX_c4dc_neg	0.0
EX_c4dc_pos	10625.014556876711
EX_c51crn_neg	0.0
EX_c51crn_pos	11980.649994567333
EX_c5dc_neg	0.0
EX_c5dc_pos	8068.408527971238
EX_c6crn_neg	0.0
EX_c6crn_pos	13221.049661908864
EX_c6dc_neg	0.0
EX_c6dc_pos	61603.74712743878
EX_c81crn_neg	0.0
EX_c81crn_pos	12490.165291627112
EX_c8crn_neg	0.0
EX_c8crn_pos	8904.805982746138
EX_c8dc_neg	0.0
EX_c8dc_pos	27508.75104774811
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	12944.21455219683
EX_carn(e)_neg	10973.655391262086
EX_caro(e)_neg	12.985061116023546
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.4248956573405955
EX_cbasp(e)_neg	8311.78984984864
EX_cbasp(e)_pos	19442.33528759488
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.17759652829319
EX_cdp(e)_pos	4.35519305658638
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.6415294108246323
EX_cgly(e)_pos	10502.584631374944
EX_chol(e)_neg	6902.580901068628
EX_cholate(e)_neg	11785.726941665838
EX_chsterol(e)_neg	7.950217050774094
EX_chsterol(e)_pos	10920.896012034998
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.884301984947961
EX_cit(e)_pos	8735.264887856862
EX_citr_L(e)_neg	2.0383895251466164
EX_citr_L(e)_pos	12526.964243713383
EX_cl(e)_neg	8023.4920049690745
EX_cmp(e)_neg	3.1806196873196395
EX_cmp(e)_pos	7.5744580257842
EX_co(e)_neg	0.0
EX_co(e)_pos	50584.150356024016
EX_co2(e)_neg	450.8923305547374
EX_co2(e)_pos	4164.778965318605
EX_coa(e)_neg	4.169689825693116
EX_coa(e)_pos	5.2580829993399805
EX_coumarin(e)_neg	7.424895657340595
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	9.93242372956239
EX_creat(e)_pos	17854.627023256606
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	27548.65504500611
EX_crn(e)_neg	6787.854545948376
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	51560.29108311261
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	54172.95875534072
EX_crvnc(e)_neg	9.600166083382716
EX_crvnc(e)_pos	469.9453078156214
EX_csn(e)_neg	7.233634906157354
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	83.95262080270827
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	100.38555069166902
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	83.78400126957229
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	128.46499791102684
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	148.54541283644937
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.1806196873196395
EX_ctp(e)_pos	7.5744580257842
EX_cyan(e)_neg	6.7163201925046705
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2679.454168158872
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6153.354625722947
EX_cytd(e)_neg	6145.1068339132
EX_dad_2(e)_neg	7645.9566471451935
EX_dag_hs(e)_neg	7910.960515676838
EX_dca(e)_neg	19739.980263325244
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	10.798058798131107
EX_dcsptn1(e)_pos	195.31006324317443
EX_dcyt(e)_neg	7137.595647559741
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12490.165291627112
EX_ddecrn_neg	0.0
EX_ddecrn_pos	10412.171260429743
EX_debrisoquine(e)_neg	7.424895657340595
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12490.165291627112
EX_dgchol(e)_neg	6.8168980001942945
EX_dgchol(e)_pos	66810.78126927554
EX_dgmp(e)_neg	4.2035523450434935
EX_dgmp(e)_pos	4.715903827147903
EX_dgsn(e)_neg	7582.324395451148
EX_dgtp(e)_neg	4.715903827147902
EX_dgtp(e)_pos	4.2035523450434935
EX_dha(e)_neg	3.3787593027724627
EX_dha(e)_pos	3.3787593027724627
EX_dhap(e)_neg	3.3787593027724627
EX_dhap(e)_pos	3.3787593027724627
EX_dhdascb(e)_neg	4535.592837950065
EX_dheas(e)_neg	9.404715514371857
EX_dheas(e)_pos	59408.89209904644
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.4571038887896
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	65934.12306191
EX_din(e)_neg	7805.106250744608
EX_dlnlcg(e)_neg	6.071941590056083
EX_dlnlcg(e)_pos	48.236096075528195
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.918322618625879
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	46.026065035460086
EX_doco13ac_neg	18078.08805728575
EX_doco13ac_pos	0.0
EX_docosac_neg	15672.384068251544
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15672.38406825155
EX_dopa(e)_neg	5.947139427468524
EX_dopa(e)_pos	9360.571530282583
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	32210.755906608443
EX_dpcoa(e)_neg	6669.9095240173265
EX_dpcoa(e)_pos	27691.09644931639
EX_drib(e)_neg	7.018555612312257
EX_drib(e)_pos	7930.919911770804
EX_dtdp(e)_neg	2.17759652829319
EX_dtdp(e)_pos	4.35519305658638
EX_dtmp(e)_neg	3.1806196873196395
EX_dtmp(e)_pos	7.5744580257842
EX_dttp(e)_neg	3.1806196873196395
EX_dttp(e)_pos	7.5744580257842
EX_duri(e)_neg	6.662579534511059
EX_duri(e)_pos	6869.505497875057
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.4248956573405955
EX_ebastine(e)_neg	12.89556549530842
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.89556549530842
EX_eicostet(e)_neg	7.6971014096988055
EX_eicostet(e)_pos	31.98203739884233
EX_elaid(e)_neg	6.8954505579740415
EX_elaid(e)_pos	5088.604955318244
EX_estradiol(e)_neg	11.614195028648048
EX_estradiol(e)_pos	51143.984629436876
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	56437.15145370405
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	59216.53763242001
EX_estrones(e)_neg	9.019112110866304
EX_estrones(e)_pos	54774.3002490825
EX_etoh(e)_neg	5.644964864983141
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.4689608535787455
EX_fad(e)_pos	16314.988361513108
EX_fald(e)_neg	4.321076045374691
EX_fald(e)_pos	21161.82816811539
EX_fe2(e)_neg	3.4114969405662854
EX_fe2(e)_pos	50572.01470827255
EX_fe3(e)_neg	3.337151148996662
EX_fe3(e)_pos	49082.112841472874
EX_fmn(e)_neg	16314.988361513111
EX_fmn(e)_pos	17346.308450464978
EX_fol(e)_neg	2241.3658762892674
EX_for(e)_neg	4.053334864788026
EX_for(e)_pos	14988.701307592804
EX_fru(e)_neg	5.013300737041815
EX_fru(e)_pos	2821.7088635394216
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	9766.979771198046
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11575.276261850777
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17500.94282565724
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	10519.226917422682
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	11555.831326039322
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	11594.686386261965
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	11039.660329883915
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	9636.006410941207
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	8889.771897228073
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	9513.89537391304
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	11100.668935789248
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	11505.552140816108
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10147.214151698865
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10462.486394114967
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.391782977852818
EX_gal(e)_neg	4122.186707911858
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9474.039185149373
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10306.187332573976
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9199.557877431334
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8283.86299486963
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	9682.616632931655
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6393.992876472306
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11308.554688171289
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	11779.323344473385
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	12361.061787578135
EX_gd1c_hs(e)_neg	0.0
EX_gd1c_hs(e)_pos	12412.758586969145
EX_gdp(e)_neg	3.086185382887556
EX_gdp(e)_pos	3.086185382887556
EX_glc(e)_neg	2.375
EX_glc(e)_pos	2574.264922088089
EX_glcur(e)_neg	5.311496940566286
EX_glcur(e)_pos	10.928255309252313
EX_glgchlo(e)_neg	0.0
EX_glgchlo(e)_pos	13668.882484355332
EX_gln_L(e)_neg	4.807729440736957
EX_gln_L(e)_pos	8051.681821056868
EX_gltcho(e)_neg	0.0
EX_gltcho(e)_pos	14631.82655268226
EX_gltdechol(e)_neg	0.0
EX_gltdechol(e)_pos	3800.0
EX_glu_L(e)_neg	3.555707276945655
EX_glu_L(e)_pos	8412.932180537278
EX_gluala(e)_neg	5.389560251426004
EX_gluala(e)_pos	9146.5681408045
EX_gly(e)_neg	5657.183576412145
EX_glyb(e)_neg	18.44513345295853
EX_glyb(e)_pos	10285.609987484306
EX_glyc(e)_neg	4122.186707911858
EX_glyc_S(e)_neg	0.0
EX_glyc_S(e)_pos	6523.058142327663
EX_glygly(e)_neg	12860.667344653035
EX_glygn2(e)_neg	13.438846283553932
EX_glygn2(e)_pos	0.0
EX_glygn4(e)_neg	4.274999999999999
EX_glygn4(e)_pos	13.438846283553932
EX_glygn5(e)_neg	5.096780393769261
EX_glygn5(e)_pos	19.481538584419518
EX_glyleu(e)_neg	9669.345300815212
EX_glyphe(e)_neg	10883.254005039546
EX_glypro(e)_neg	9408.018304211218
EX_glysar(e)_neg	17121.155495343377
EX_gmp(e)_neg	6.192662772986999
EX_gmp(e)_pos	7.296125339037006
EX_gp1c_hs(e)_neg	0.0
EX_gp1c_hs(e)_pos	13064.004724887582
EX_gp1calpha_hs(e)_neg	0.0
EX_gp1calpha_hs(e)_pos	13100.729754162683
EX_gq1b_hs(e)_neg	0.0
EX_gq1b_hs(e)_pos	12870.081887351183
EX_gq1balpha_hs(e)_neg	0.0
EX_gq1balpha_hs(e)_pos	12789.286822945976
EX_gsn(e)_neg	5832.316125620116
EX_gt1a_hs(e)_neg	0.0
EX_gt1a_hs(e)_pos	12599.495095787139
EX_gthox(e)_neg	0.0
EX_gthox(e)_pos	15186.072314826057
EX_gthrd(e)_neg	2.5574170133234237
EX_gthrd(e)_pos	13798.710914141915
EX_gtp(e)_neg	3.086185382887556
EX_gtp(e)_pos	0.0
EX_gua(e)_neg	6.475943524050797
EX_gua(e)_pos	6155.083049665619
EX_gum(e)_neg	3800.0
EX_gum(e)_pos	0.0
EX_gumdchac(e)_neg	0.0
EX_gumdchac(e)_pos	3800.0
EX_gumgchol(e)_neg	0.0
EX_gumgchol(e)_pos	13668.882484355332
EX_gumtchol(e)_neg	0.0
EX_gumtchol(e)_pos	14631.82655268226
EX_h(e)_neg	233.44846837231978
EX_h(e)_pos	2213.2903288856032
EX_h2o(e)_neg	246.02468596422776
EX_h2o(e)_pos	3470.6476855024125
EX_h2o2(e)_neg	3.9807090258646456
EX_h2o2(e)_pos	5729.297465025483
EX_ha(e)_neg	36.84656633427319
EX_ha(e)_pos	18620.572792537878
EX_ha_pre1(e)_neg	14.617441235734853
EX_ha_pre1(e)_pos	19073.85167363617
EX_hco3(e)_neg	433.5874106776953
EX_hco3(e)_pos	5266.718252327767
EX_hcoumarin(e)_neg	0.0
EX_hcoumarin(e)_pos	7.424895657340596
EX_hdca(e)_neg	6.531072944695066
EX_hdca(e)_pos	12868.909867086346
EX_hdcea(e)_neg	10226.672905455001
EX_hestratriol(e)_neg	0.0
EX_hestratriol(e)_pos	50372.03757391789
EX_hexc(e)_neg	9.940442246754648
EX_hexc(e)_pos	0.0
EX_his_L(e)_neg	5258.199986479919
EX_hista(e)_neg	10.863789364298752
EX_hista(e)_pos	5258.19998647992
EX_hom_L(e)_neg	0.0
EX_hom_L(e)_pos	0.0
EX_hpdca(e)_neg	32.779947043481286
EX_hpdca(e)_pos	0.0
EX_hspg(e)_neg	343.494849146389
EX_hspg(e)_pos	0.0
EX_htaxol(e)_neg	0.0
EX_htaxol(e)_pos	7.424895657340596
EX_hxan(e)_neg	5.7264635638099906
EX_hxan(e)_pos	6044.125083792427
EX_hyptaur(e)_neg	2850.0
EX_hyptaur(e)_pos	4750.0
EX_i(e)_neg	9.932204343593181
EX_i(e)_pos	0.0
EX_idour(e)_neg	0.0
EX_idour(e)_pos	445.2704172910194
EX_idp(e)_neg	2.1303793760771477
EX_idp(e)_pos	3.180619687319639
EX_ile_L(e)_neg	4.75
EX_ile_L(e)_pos	7639.453944225987
EX_imp(e)_neg	0.0
EX_imp(e)_pos	7.385589416920033
EX_inost(e)_neg	10.651151919806228
EX_inost(e)_pos	6470.321002940417
EX_ins(e)_neg	5950.558119286598
EX_itp(e)_neg	3.180619687319639
EX_itp(e)_pos	3.180619687319639
EX_ivcrn_neg	0.0
EX_ivcrn_pos	10777.908790384176
EX_k(e)_neg	0.0
EX_k(e)_pos	0.0
EX_ksi(e)_neg	4.058287500763503
EX_ksi(e)_pos	1800.646181670052
EX_ksi_deg1(e)_neg	0.0
EX_ksi_deg1(e)_pos	1772.4945788729488
EX_ksii_core2(e)_neg	98.85002378229265
EX_ksii_core2(e)_pos	297.4221512042226
EX_ksii_core4(e)_neg	106.72125362100682
EX_ksii_core4(e)_pos	490.7762574046813
EX_lac_D(e)_neg	2.379820301516506
EX_lac_D(e)_pos	3545.4265136664244
EX_lac_L(e)_neg	2.379820301516506
EX_lac_L(e)_pos	3483.5827048403235
EX_lcts(e)_neg	4.3602249802629265
EX_lcts(e)_pos	7353.367715069844
EX_leu_L(e)_neg	4.75
EX_leu_L(e)_pos	3792.141933681665
EX_leugly(e)_neg	9669.345300815212
EX_leuktrA4(e)_neg	3.5353901770232454
EX_leuktrA4(e)_pos	4240.046490870849
EX_leuktrB4(e)_neg	0.0
EX_leuktrB4(e)_pos	3360.845291497204
EX_leuktrC4(e)_neg	5.63878566236866
EX_leuktrC4(e)_pos	22129.053729908093
EX_leuktrD4(e)_neg	4.145489837778077
EX_leuktrD4(e)_pos	17775.28639252346
EX_leuktrE4(e)_neg	4.771024811431217
EX_leuktrE4(e)_pos	17348.34730944027
EX_leuktrF4(e)_neg	5.614907304295152
EX_leuktrF4(e)_pos	21040.77639790268
EX_leuleu(e)_neg	10152.48486585789
EX_lgnc(e)_neg	20.953052223511744
EX_lgnc(e)_pos	9.94044224675465
EX_limnen(e)_neg	7.4248956573405955
EX_limnen(e)_pos	0.0
EX_lipoate(e)_neg	0.0
EX_lipoate(e)_pos	0.0
EX_lneldc(e)_neg	13.700803412163278
EX_lneldc(e)_pos	9119.985845126046
EX_lnlc(e)_neg	5.982846818950776
EX_lnlc(e)_pos	0.0
EX_lnlnca(e)_neg	6.8504158649160605
EX_lnlnca(e)_pos	0.0
EX_lnlncg(e)_neg	12.512556572988979
EX_lnlncg(e)_pos	49.14703208749992
EX_lpchol_hs(e)_neg	13529.769235365762
EX_lys_L(e)_neg	12.30478803012325
EX_lys_L(e)_pos	3.9388999406693
EX_mag_hs(e)_neg	5216.108548729455
EX_mal_L(e)_neg	5341.923413727014
EX_mal_L(e)_pos	9181.119237014434
EX_malcoa(e)_neg	5.2580829993399805
EX_malcoa(e)_pos	0.0
EX_malt(e)_neg	3023.3901968846303
EX_malthp(e)_neg	4.275
EX_malthp(e)_pos	19.268077080091604
EX_malthx(e)_neg	2.85
EX_malthx(e)_pos	15.180384690478594
EX_maltpt(e)_neg	2.85
EX_maltpt(e)_pos	13.2
EX_malttr(e)_neg	2.6489267979230866
EX_malttr(e)_pos	30.6
EX_maltttr(e)_neg	2.85
EX_maltttr(e)_pos	20.6
EX_man(e)_neg	5206.568475734257
EX_meoh(e)_neg	5.645728096685157
EX_meoh(e)_pos	22015.144544230723
EX_mepi(e)_neg	0.0
EX_mepi(e)_pos	41984.84167047978
EX_mercplaccys(e)_neg	0.0
EX_mercplaccys(e)_pos	15923.801949747767
EX_met_L(e)_neg	10.667506412118758
EX_met_L(e)_pos	10176.899687313471
EX_mthgxl(e)_neg	0.0
EX_mthgxl(e)_pos	4704.46162544701
EX_n2m2nmasn(e)_neg	58.529985381111246
EX_n2m2nmasn(e)_pos	757.0162752286411
EX_na1(e)_neg	0.0
EX_nac(e)_neg	11.540986409847322
EX_nac(e)_pos	28.91957951256907
EX_nad(e)_neg	4.735353551147609
EX_nad(e)_pos	0.0
EX_nadp(e)_neg	4.735353551147609
EX_nadp(e)_pos	0.0
EX_ncam(e)_neg	2.8499999999999996
EX_ncam(e)_pos	19.406825207749126
EX_nh4(e)_neg	527.220313052346
EX_nh4(e)_pos	5032.179042159583
EX_nifedipine(e)_neg	0.0
EX_nifedipine(e)_pos	0.0
EX_no(e)_neg	6.715311419132565
EX_no(e)_pos	57688.48673655482
EX_no2(e)_neg	5.311496940566286
EX_no2(e)_pos	5.464127654626156
EX_npthl(e)_neg	7.424895657340595
EX_npthl(e)_pos	0.0
EX_nrpphr(e)_neg	5.751921768241777
EX_nrpphr(e)_pos	29683.36557160102
EX_nrpphrsf(e)_neg	0.0
EX_nrpphrsf(e)_pos	71608.42618643194
EX_nrvnc(e)_neg	21.6021921245414
EX_nrvnc(e)_pos	0.0
EX_o2(e)_neg	3744.3694961331444
EX_o2s(e)_neg	3.171434708201833
EX_o2s(e)_pos	8819.51763855271
EX_oagd3_hs(e)_neg	0.0
EX_oagd3_hs(e)_pos	19254.08079653663
EX_oagt3_hs(e)_neg	0.0
EX_oagt3_hs(e)_pos	18523.567493506776
EX_ocdca(e)_neg	5108.6961429939865
EX_ocdcea(e)_neg	6.858982210090576
EX_ocdcea(e)_pos	8845.287754427682
EX_octa(e)_neg	8859.090513843983
EX_oh1(e)_neg	0.0
EX_oh1(e)_pos	0.0
EX_omeprazole(e)_neg	7.424895657340595
EX_omeprazole(e)_pos	0.0
EX_onpthl(e)_neg	0.0
EX_onpthl(e)_pos	7.424895657340596
EX_orn(e)_neg	4.447090159792091
EX_orn(e)_pos	10921.245113606898
EX_orot(e)_neg	6.727011281148437
EX_orot(e)_pos	8344.951409333924
EX_oxa(e)_neg	0.0
EX_oxa(e)_pos	11269.935234132836
EX_paf_hs(e)_neg	4.725742596336715
EX_paf_hs(e)_pos	6.778185026871201
EX_pan4p(e)_neg	5367.055013336648
EX_pan4p(e)_pos	6669.9095240173265
EX_pchol_hs(e)_neg	13.578995756902406
EX_pchol_hs(e)_pos	10445.283787011356
EX_pe_hs(e)_neg	3325.0
EX_pect(e)_neg	5026.25518742413
EX_pect(e)_pos	0.0
EX_pectindchac(e)_neg	0.0
EX_pectindchac(e)_pos	5026.25518742413
EX_pectingchol(e)_neg	0.0
EX_pectingchol(e)_pos	14283.71494997289
EX_pectintchol(e)_neg	0.0
EX_pectintchol(e)_pos	15109.453049980008
EX_peplys(e)_neg	0.0
EX_peplys(e)_pos	0.0
EX_perillyl(e)_neg	0.0
EX_perillyl(e)_pos	7.424895657340596
EX_pglyc_hs(e)_neg	5.464127654626157
EX_pglyc_hs(e)_pos	13468.54471090621
EX_phe_L(e)_neg	5975.240304754394
EX_pheacgln(e)_neg	0.0
EX_pheacgln(e)_pos	18737.95266747852
EX_pheme(e)_neg	50584.15035602399
EX_phyQ(e)_neg	0.0
EX_phyQ(e)_pos	0.0
EX_phyt(e)_neg	46.02606503546008
