	WT.DHA.d_S143_L007_R1_001	WT.DHA.b_S128_L007_R1_001	WT.EPA.a_S117_L007_R1_001	WT.1012.d_S145_L007_R1_001
ORNtiDF_pos	5.664482840364682	6.399000148261131	6.508428652531857	6.38646609286931
ORPT_pos	3.84197311892718	3.75595576955096	3.588564737401352	4.045268215138533
ORPT_neg	3.84197311892718	3.75595576955096	3.588564737401352	4.045268215138533
OXAHCOtex_pos	5.5382277397360005	5.631686366311998	4.985500430304885	5.932864335305521
OXAtp_pos	0.0	0.0	0.0	0.0
P45011A1m_pos	0.0	0.0	0.0	0.0
P45011B11m_pos	0.0	0.0	0.0	0.0
P45011B12m_pos	0.0	0.0	0.0	0.0
P45011B21m_pos	0.0	0.0	0.0	0.0
P45017A1r_pos	2.1984941536390834	2.6644828403646823	2.792855352362489	2.929790997718597
P45017A2r_pos	2.1984941536390834	2.6644828403646823	2.792855352362489	2.929790997718597
P45017A3r_pos	2.1984941536390834	2.6644828403646823	2.792855352362489	2.929790997718597
P45017A4r_pos	2.1984941536390834	2.6644828403646823	2.792855352362489	2.929790997718597
P45019A1r_pos	0.09761079662642233	0.0	0.0	0.09761079662642233
P45019A2r_pos	0.09761079662642233	0.0	0.0	0.09761079662642233
P4501B1r_pos	0.3785116232537299	0.13750352374993502	0.09761079662642233	0.3103401206121505
P45021A1r_pos	0.0	0.0	0.0	0.0
P45021A2r_pos	0.0	0.0	0.0	0.0
P45027A11m_pos	8.265427519100982	8.281744608449145	8.343141289974325	8.273842212194378
P45027A12m_pos	8.265427519100982	8.281744608449145	8.343141289974325	8.273842212194378
P45027A13m_pos	8.265427519100982	8.281744608449145	8.343141289974325	8.273842212194378
P45027A14m_pos	8.265427519100982	8.281744608449145	8.343141289974325	8.273842212194378
P45027A15m_pos	8.265427519100982	8.281744608449145	8.343141289974325	8.273842212194378
P45027A16m_pos	8.265427519100982	8.281744608449145	8.343141289974325	8.273842212194378
P45027A1m_pos	8.265427519100982	8.281744608449145	8.343141289974325	8.273842212194378
P4502A6_pos	0.0	0.0	0.0	0.0
P4502C18_pos	0.0	0.0	0.0	0.0
P4502C19_pos	0.0	0.0	0.0	0.0
P4502C8_pos	0.0	0.0	0.0	0.0
P4502C9_pos	0.0	0.0	0.0	0.0
P4502C92_pos	0.0	0.0	0.0	0.0
P4502C93_pos	0.0	0.0	0.0	0.0
P4502C94_pos	0.0	0.0	0.0	0.0
P4502D6_pos	0.0	0.0	0.0	0.0
P4502E1_pos	11.46326380637408	12.103087784552105	11.449102205946444	11.595206188858342
P4502F1_pos	0.0	0.0	0.0	0.0
P45039A1r_pos	3.93451650158608	4.075532631167357	4.3175935046234715	3.882643049361841
P4503A4_pos	0.0	0.0	0.0	0.0
P4503A43r_pos	0.0	0.0	0.0	0.0
P4503A5_pos	0.0	0.0	0.0	0.0
P4503A7r_pos	0.0	0.0	0.0	0.0
P45046A1r_pos	1.1763227726404628	0.4222330006830478	0.722466024471091	0.6135316529179271
P4504B1r_pos	0.0	0.0	0.0	0.0
P4504F121r_pos	0.0	0.0	0.0	0.0
P4504F122r_pos	0.0	0.0	0.0	0.0
P4504F123r_pos	0.0	0.0	0.0	0.0
P4504F81r_pos	0.0	0.0	0.0	0.0
P4507A1r_pos	2.361768359419153	3.5801454844233804	0.27500704749986976	2.9145645234939397
P4507B11r_pos	5.275007047499869	6.008540671702954	4.853496703702325	6.646162657157894
P4507B12r_pos	5.275007047499869	6.008540671702954	4.853496703702325	6.646162657157894
P4508B11r_pos	6.553821256532693	6.537140729804997	5.487357715311547	7.749601305844079
P4508B13r_pos	6.553821256532693	6.537140729804997	5.487357715311547	7.749601305844079
P450LTB4r_pos	0.0	0.0	0.0	0.0
P450SCC1m_pos	0.0	0.0	0.0	0.0
P450SCC1m_neg	0.0	0.0	0.0	0.0
P5CDm_pos	7.04799635603865	7.27015513876653	6.8740592031411465	7.304237225017136
P5CRm_pos	1.2570106182060237	0.6780719051126377	0.29865831556451516	0.2630344058337938
P5CRxm_pos	1.2570106182060237	0.6780719051126377	0.29865831556451516	0.2630344058337938
PA_HSter_pos	0.0	0.0	0.0	0.0
PA_HSter_neg	0.0	0.0	0.0	0.0
PA_HStg_pos	0.0	0.0	0.0	0.0
PA_HStg_neg	0.0	0.0	0.0	0.0
PA_HStn_pos	0.0	0.0	0.0	0.0
PA_HStn_neg	0.0	0.0	0.0	0.0
PACCOAL_pos	0.0	0.0	0.0	0.0
PAFH_pos	5.74711881638081	5.875411480130766	5.790858902722844	5.932864335305521
PAFHe_pos	1.9855004303048849	1.5459683691052926	2.130930869826449	1.7824085649273733
PAFS_pos	0.0	0.0	0.0	0.0
PAFt_pos	0.0	0.0	0.0	0.0
PAFt_neg	0.0	0.0	0.0	0.0
PAIL_HStn_pos	0.0	0.0	0.0	0.0
PAIL_HStn_neg	0.0	0.0	0.0	0.0
PAIL45P_HStn_pos	0.0	0.0	0.0	0.0
PAIL45P_HStn_neg	0.0	0.0	0.0	0.0
PAIL4P_HStn_pos	0.0	0.0	0.0	0.0
PAIL4P_HStn_neg	0.0	0.0	0.0	0.0
PAN4PP_pos	0.0	0.0	0.0	0.0
PAPStg_pos	4.23189316164533	4.393690764187454	4.118525848935668	4.090853430451113
PAPStg_neg	4.23189316164533	4.393690764187454	4.118525848935668	4.090853430451113
PAPtg_pos	0.0	0.0	0.0	0.0
PCFLOPm_pos	0.6870606883398922	0.16349873228287956	0.16349873228287956	0.18903382439001715
PCHOL_HSter_pos	0.0	0.0	0.0	0.0
PCHOL_HSter_neg	0.0	0.0	0.0	0.0
PCHOL_HStg_pos	0.0	0.0	0.0	0.0
PCHOL_HStg_neg	0.0	0.0	0.0	0.0
PCHOLP_hs_pos	2.9523335663696857	2.5459683691052923	2.8953026213333066	3.0197019144425483
PCHOLPg_hs_pos	2.097610796626422	1.956056652412403	2.356143810225275	2.4828482830684653
PCHOLPm_hs_pos	2.097610796626422	1.956056652412403	2.356143810225275	2.4828482830684653
PCHOLPr_hs_pos	2.097610796626422	1.956056652412403	2.356143810225275	2.4828482830684653
PCLAD_pos	3.266036893995317	3.40735275114004	2.877744249949002	3.7990873060740036
PCm_pos	0.0	0.0	0.0	0.0
PCREATtmdiffir_pos	0.0	0.0	0.0	0.0
PCRNtc_pos	0.0	0.0	0.0	0.0
PCRNtm_pos	5.54936113292434	5.984133594540979	5.5291962679993905	5.826039958896193
PCt_pos	6.381629467033664	6.527164192737208	7.020257716368323	7.024696440093995
PDE1_pos	5.850749425896496	5.727920454563199	5.444932048942182	5.864433796365624
PDE1g_pos	0.070389327891398	0.25096157353321874	0.17632277264046287	0.11103131238874395
PDE4_pos	5.714556922984791	5.547161886587269	4.653633311386255	5.679029626829872
PDE4g_pos	0.070389327891398	0.25096157353321874	0.17632277264046287	0.11103131238874395
PDE4n_pos	4.717539343391165	4.330558400030802	3.0214797274104517	4.637494325206311
PDHm_pos	6.148561319486509	6.120358852985894	6.289311922199097	6.353823160028176
PDX5PO_pos	6.032541697270038	6.3339603508193045	6.622344722724236	6.464831606379887
PDXPP_pos	0.6507645591169021	0.23878685958711648	0.0	0.0
PE_HSter_pos	0.0	0.0	0.0	0.0
PE_HSter_neg	0.0	0.0	0.0	0.0
PE_HStg_pos	0.0	0.0	0.0	0.0
PE_HStg_neg	0.0	0.0	0.0	0.0
PE_HStm_pos	0.0	0.0	0.0	0.0
PE_HStm_neg	0.0	0.0	0.0	0.0
PEAMNO_pos	6.358958825832329	6.689019541377949	6.45022149589718	6.428778891337586
PECGONCOATr_pos	0.0	0.0	0.0	0.0
PEFLIP_pos	6.1201860275318625	6.09950561709114	5.584661907941469	6.745640713941657
PEFLIPm_pos	1.480265122054463	1.0908534304511135	1.1826922975161902	1.2630344058337937
PEPCK_pos	9.512700963425246	9.909563115779545	8.782277500194974	10.169110751066581
PEPCKm_pos	9.51969521737559	9.912784572412907	8.789631451488203	10.173602189159794
PEPLYStn_pos	0.0	0.0	0.0	0.0
PEPLYStn_neg	0.0	0.0	0.0	0.0
PERILLYLte_pos	0.0	0.0	0.0	0.0
PERILLYLte_neg	0.0	0.0	0.0	0.0
PEROXx_pos	5.814422246566793	6.0389738435742	5.61772457453495	6.0479418437475125
PEt_pos	0.0	0.0	0.0	0.0
PEt_neg	0.0	0.0	0.0	0.0
PETHCT_pos	8.533757999245056	8.12117085541342	8.23859581210741	8.321883009962878
PETOHMm_hs_pos	0.0	0.0	0.0	0.0
PETOHMr_hs_pos	0.0	0.0	0.0	0.0
PFK_pos	5.967514480800969	5.745371805265969	5.432124272641562	5.90797221133397
PFK26_pos	5.047014819517589	5.26566192452189	6.386293635150991	5.49761236561836
PGCD_pos	0.0	0.46466826700344427	0.0	0.6780719051126377
PGDI_pos	3.4515408330178317	2.5058909297299574	0.8639384504239717	2.3504972470841334
PGDI_neg	3.4515408330178317	2.5058909297299574	0.8639384504239717	2.3504972470841334
PGDIr_pos	3.4515408330178317	2.5058909297299574	0.8639384504239717	2.3504972470841334
PGDIr_neg	3.4515408330178317	2.5058909297299574	0.8639384504239717	2.3504972470841334
PGESr_pos	3.382667252745041	3.5496691707264905	4.486070743735668	3.7037651787934096
PGESr_neg	3.382667252745041	3.5496691707264905	4.486070743735668	3.7037651787934096
PGI_pos	0.0	0.0	0.0	0.0
PGI_neg	0.0	0.0	0.0	0.0
PGISr_pos	0.6229303509201767	0.3895668117627256	1.1375035237499351	0.7398481026993274
PGISr_neg	0.6229303509201767	0.3895668117627256	1.1375035237499351	0.7398481026993274
PGK_pos	6.560867774244855	6.665762266508347	6.752213367865143	6.65219964830406
PGK_neg	6.560867774244855	6.665762266508347	6.752213367865143	6.65219964830406
PGL_pos	6.149950301681046	6.070603998681302	6.299391206126829	5.954661620837898
PGLer_pos	6.896756218474805	7.1037074404803935	7.778142854463772	7.694810562979883
PGLYCP_pos	0.0	0.0	0.0	0.0
PGLYCt_pos	0.0	0.0	0.0	0.0
PGLYCt_neg	0.0	0.0	0.0	0.0
PGM_pos	6.314877757368213	6.48058827023386	6.612647377658316	6.517433184071687
PGM_neg	6.314877757368213	6.48058827023386	6.612647377658316	6.517433184071687
PGMT_pos	6.519321734629434	6.842476062993939	6.827437980892547	6.818518269308313
PGMT_neg	6.519321734629434	6.842476062993939	6.827437980892547	6.818518269308313
PGPP_hs_pos	0.0	0.0	0.0	0.0
PGPPT_pos	2.541019153133559	2.6016965164809576	3.533563348214512	2.513490745588118
PGS_pos	2.4698859762744636	2.0565835283663674	2.715893370547605	2.7070829917717063
PGSr_pos	2.4698859762744636	2.0565835283663674	2.715893370547605	2.7070829917717063
PHACCOAGLNAC_pos	0.0	0.0	0.0	0.0
PHCDm_pos	7.04799635603865	7.27015513876653	6.8740592031411465	7.304237225017136
PHCHGSm_pos	0.0	0.0	0.0	0.0
PHCHGSm_neg	0.0	0.0	0.0	0.0
PHEACGLNt_pos	0.0	0.0	0.0	0.0
PHEACGLNt_neg	0.0	0.0	0.0	0.0
PHEMEt_pos	4.794415866350106	4.785027362235466	4.58014548442338	4.767654798237347
PHEMEtm_pos	0.0	0.0	0.0	0.0
PHEMEtm_neg	0.0	0.0	0.0	0.0
PHEt4_pos	8.36277670059643	8.83421820065774	8.77109325169954	8.830071476348698
PHETA1_pos	6.8533719408673885	6.5000052920931335	7.303141437858268	7.029784146369549
PHETA1_neg	6.8533719408673885	6.5000052920931335	7.303141437858268	7.029784146369549
PHETA1m_pos	9.121740711802673	9.060020354507852	10.57565269152543	9.260707875833214
PHETA1m_neg	9.121740711802673	9.060020354507852	10.57565269152543	9.260707875833214
PHEtec_pos	5.402585758232587	5.445263208140442	5.920055054806967	5.527946098908258
PHEtec_neg	5.402585758232587	5.445263208140442	5.920055054806967	5.527946098908258
PHETHPTOX2_pos	8.887190146402377	9.20008939026119	8.24336442569366	8.921751695445902
PHYCBOXL_pos	4.539158811108031	4.4269356196483365	3.773996325111173	5.036942844798256
PHYHx_pos	10.167255049347576	10.555729894408838	10.143931614492866	10.44299531586062
PHYQt_pos	0.0	0.0	0.0	0.0
PHYTt_pos	0.0	0.0	0.0	0.0
PHYTt_neg	0.0	0.0	0.0	0.0
PI345P3P_pos	4.505255800932163	4.839455765224629	4.7251958172266635	4.880195728943098
PI345P3Pn_pos	4.505255800932163	4.839455765224629	4.7251958172266635	4.880195728943098
PI345P5P_pos	5.299024807384316	5.232660756790275	5.087887100933117	5.556429415449573
PI345P5Pn_pos	0.0	0.0	0.0	0.0
PI34P3Pn_pos	0.0	0.0	0.0	0.0
PI34P4Pn_pos	0.0	0.0	0.0	0.0
PI34P5K_pos	3.926948247949772	3.412781525338476	3.6217588567097323	4.0574502721839
PI34P5Kn_pos	0.0	0.0	0.0	0.0
PI3P3Pn_pos	0.0	0.0	0.0	0.0
PI3P4K_pos	5.986865972329115	5.907371413823563	6.317050763990991	6.169724613214907
PI3P4Kn_pos	0.0	0.0	0.0	0.0
PI3P5K_pos	3.926948247949772	3.412781525338476	3.6217588567097323	4.0574502721839
PI45P3K_pos	6.401818163087643	6.650764559116903	6.518377768374892	6.819732040751789
PI45P3Kn_pos	0.0	0.0	0.0	0.0
PI45P4P_pos	0.0	0.0	0.0	0.0
PI45P5P_pos	4.463360885816658	4.460087240116833	4.397118409042582	4.942045259916046
PI45P5Pn_pos	0.0	0.0	0.0	0.0
PI45PLC_pos	5.229587922740652	5.203984165855989	4.851998837112446	5.306699707272787
PI45PLCn_pos	1.4905701304462013	1.7865963618908067	1.2265085298086797	1.4436066514756145
PI4P3K_pos	6.527398809088053	6.779259720372376	6.754887502163469	6.979968158143831
PI4P3Ker_pos	1.6870606883398924	1.4005379295837286	0.5849625007211562	1.752748591407134
PI4P3Kn_pos	0.0	0.0	0.0	0.0
PI4P5K_pos	5.0870384567669475	4.8529975876133165	5.003602236680195	5.322288723570877
PI4P5Kn_pos	0.0	0.0	0.0	0.0
PI4PLC_pos	5.229587922740651	5.203984165855989	4.851998837112446	5.306699707272787
PI4PLCn_pos	1.4905701304462013	1.7865963618908067	1.2265085298086797	1.4436066514756145
PI4PP_pos	0.0	0.0	0.0	0.0
PI5P3K_pos	6.594473904870949	6.867525861162971	6.833143096358337	7.046851165153975
PI5P3Ker_pos	1.6870606883398924	1.4005379295837286	0.5849625007211562	1.752748591407134
PI5P4K_pos	5.620879611355415	5.6544928258834615	6.096346198993175	5.816087658600206
PI5P4Kn_pos	0.0	0.0	0.0	0.0
PIACGT_pos	9.461561300001895	9.400367145914883	9.603181229013856	9.770102230864502
PIK3_pos	6.594473904870949	6.867525861162971	6.833143096358337	7.046851165153975
PIK3er_pos	1.6870606883398924	1.4005379295837286	0.5849625007211562	1.752748591407134
PIK3n_pos	0.0	0.0	0.0	0.0
PIK4_pos	5.620879611355415	5.6544928258834615	6.096346198993175	5.816087658600206
PIK4n_pos	0.0	0.0	0.0	0.0
PIK5_pos	3.926948247949772	3.412781525338476	3.6217588567097323	4.0574502721839
PIK5n_pos	0.0	0.0	0.0	0.0
PIPLC_pos	5.229587922740652	5.203984165855988	4.851998837112446	5.306699707272788
PIPLCn_pos	1.4905701304462013	1.7865963618908067	1.2265085298086797	1.4436066514756145
PIt7_pos	7.799799668133131	7.799346387522287	8.272956307935107	7.885513356017854
PIt7_neg	7.799799668133131	7.799346387522287	8.272956307935107	7.885513356017854
PIter_pos	6.534186139090097	6.4651582296642545	6.559338847606539	6.570918255328665
PIter_neg	6.534186139090097	6.4651582296642545	6.559338847606539	6.570918255328665
PItg_pos	0.0	0.0	0.0	0.0
PItn_pos	0.0	0.0	0.0	0.0
PItn_neg	0.0	0.0	0.0	0.0
PItx_pos	0.0	0.0	0.0	0.0
PItx_neg	0.0	0.0	0.0	0.0
PLA2_pos	0.0	0.0	0.0	0.0
PLA2_2_pos	4.734438666137167	4.971313624068878	4.429615964201735	4.7797850053011315
PLA2_2e_pos	3.426264754702098	4.111865963867557	3.6712933724815757	3.382667252745041
PMANM_pos	6.900504579655402	7.118214352650125	7.044940491279731	7.0774566524005875
PMANM_neg	6.900504579655402	7.118214352650125	7.044940491279731	7.0774566524005875
PMEVKx_pos	5.82273014794452	4.855491443101874	6.313064414946363	5.657640005207824
PMI12346PH_pos	4.381283372503783	4.203201156316611	3.929790997718597	4.4087118610294285
PMI12346PHn_pos	5.7936358203506275	5.5536676884830625	5.838447592548458	5.6937657122177825
PMI1346PH_pos	4.381283372503783	4.203201156316611	3.929790997718597	4.4087118610294285
PMI1346PHn_pos	5.7936358203506275	5.5536676884830625	5.838447592548458	5.6937657122177825
PMTCOAtx_pos	0.0	0.0	0.0	0.0
PMTCOAtx_neg	0.0	0.0	0.0	0.0
PNP_pos	4.767654798237347	4.896271848807375	6.708325207143167	5.294253136444514
PNP_neg	4.767654798237347	4.896271848807375	6.708325207143167	5.294253136444514
PNTEH_pos	5.446917864866026	6.175524601089875	6.017476563020462	5.994579724215747
PNTK_pos	6.341985747228616	6.453023646529056	6.4276061727819	6.904604518171173
PNTKm_pos	3.3798981635246923	3.250961573533219	3.5096958419333872	3.6322682154995127
PNTOt5_pos	1.516015147003665	1.8559896973084806	1.0356239097307212	2.017921907997262
PPA_pos	6.704041954821288	6.971083657536011	7.556735947914529	7.12546513276478
PPA2_pos	0.0	0.0	0.0	0.0
PPA2m_pos	0.0	0.0	0.0	0.0
PPAer_pos	7.091276694365221	5.917193036924947	5.142821844115928	7.157751136539652
PPAm_pos	5.352264173258321	5.159467729266766	5.2787282129389395	5.187055089968057
PPAn_pos	0.0	0.0	0.0	0.0
PPAP_pos	5.68873986801449	5.533251851928969	5.948834425578686	6.138118177614614
PPAt_pos	0.0	0.0	0.0	0.0
PPAtm_pos	0.0	0.0	0.0	0.0
PPBNGS_pos	6.556122817841175	6.77162151792327	6.603923012690484	6.5790896147242846
PPCDC_pos	3.886550147324343	3.656496370553495	2.792855352362489	3.493134922305505
PPCOACm_pos	6.0592903756479055	6.123397197141041	6.094763891547365	6.18308946064076
PPCOAOm_pos	8.6310678943202	8.936726264566564	8.633140549522395	8.995427985832539
PPD2CSPp_pos	0.0	0.0	0.0	0.0
PPDOx_pos	0.0	0.0	0.0	0.0
PPDOy_pos	7.859659017420436	7.973840839533145	7.934988201783478	7.7786028451432125
PPItr_pos	0.0	0.0	0.0	0.0
PPItr_neg	0.0	0.0	0.0	0.0
PPItx_pos	0.0	0.0	0.0	0.0
PPItx_neg	0.0	0.0	0.0	0.0
PPM_pos	6.519321734629434	6.842476062993939	6.827437980892547	6.818518269308313
PPM_neg	6.519321734629434	6.842476062993939	6.827437980892547	6.818518269308313
PPMI12346Ptn_pos	0.0	0.0	0.0	0.0
PPMI12346Ptn_neg	0.0	0.0	0.0	0.0
PPMI1346Ptn_pos	0.0	0.0	0.0	0.0
PPMI1346Ptn_neg	0.0	0.0	0.0	0.0
PPNCL3_pos	4.116863757690899	4.195347598322219	3.9155209007519587	4.294253136444514
PPOR_pos	10.515000000892382	10.60467368028398	10.226159277500415	10.40913632042844
PPPG9tm_pos	0.0	0.0	0.0	0.0
PPPG9tm_neg	0.0	0.0	0.0	0.0
PPPGOm_pos	4.661635602335959	4.177120502846516	4.085764553778314	4.4809113460477485
PPPItn_pos	0.0	0.0	0.0	0.0
PPPItn_neg	0.0	0.0	0.0	0.0
PRAGSr_pos	3.572889668420581	3.8328900141647417	3.572889668420581	3.814550423461808
PRAGSr_neg	3.572889668420581	3.8328900141647417	3.572889668420581	3.814550423461808
PRASCS_pos	6.846367945984827	7.117279460053921	6.939461678362786	6.9299093241522
PRASCS_neg	6.846367945984827	7.117279460053921	6.939461678362786	6.9299093241522
PRDX_pos	0.0	0.0	0.0	0.0
PRDXl_pos	0.0	0.0	0.0	0.0
PRFGS_pos	2.1634987322828794	1.8718436485093177	1.5410191531335593	2.077242998932461
PRGNLONESULT_pos	0.2630344058337938	0.0	0.25096157353321874	0.32192809488736235
PRGNLONEtm_pos	0.0	0.0	0.0	0.0
PRGNLONEtm_neg	0.0	0.0	0.0	0.0
PRGNLONEtr_pos	0.0	0.0	0.0	0.0
PRGNLONEtr_neg	0.0	0.0	0.0	0.0
PRGSTRNt_pos	0.0	0.0	0.0	0.0
PRGSTRNt_neg	0.0	0.0	0.0	0.0
PRISTANALtx_pos	0.0	0.0	0.0	0.0
PRISTANALtx_neg	0.0	0.0	0.0	0.0
PRISTCOAtx_pos	0.0	0.0	0.0	0.0
PRISTCOAtx_neg	0.0	0.0	0.0	0.0
PRISTtx_pos	0.0	0.0	0.0	0.0
PRISTtx_neg	0.0	0.0	0.0	0.0
PRO1xm_pos	7.0259146987507926	6.583458910130768	5.924099885640741	6.570766496527611
PROAKGOX1r_pos	9.083878174048907	9.45045865322439	9.836831471837373	9.574943515809663
PROD2_pos	7.505970301173374	7.604071323668861	6.911212201558612	7.277519886641357
PROD2m_pos	7.0259146987507926	6.583458910130768	5.924099885640741	6.570766496527611
PRODt2r_pos	3.8328900141647417	3.5323169593327655	2.9392265777282085	3.8439838440483265
PRODt2r_neg	3.8328900141647417	3.5323169593327655	2.9392265777282085	3.8439838440483265
PRODt2rL_pos	3.8328900141647417	3.5323169593327655	2.9392265777282085	3.8439838440483265
PRODt2rL_neg	3.8328900141647417	3.5323169593327655	2.9392265777282085	3.8439838440483265
PROSTGD2t_pos	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
PROSTGD2t_neg	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
PROSTGE1t_pos	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
PROSTGE1t_neg	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
PROSTGE1t3_pos	0.6507645591169021	0.5655971758542251	0.47508488294878287	0.5260688116675876
PROSTGE2t_pos	4.503984703897612	4.676944359106912	4.307428525192248	5.050936965225225
PROSTGE2t_neg	4.503984703897612	4.676944359106912	4.307428525192248	5.050936965225225
PROSTGE2t2_pos	7.528571318870758	7.677649178624028	7.746783016960983	7.663131102919497
PROSTGE2t2_neg	7.528571318870758	7.677649178624028	7.746783016960983	7.663131102919497
PROSTGE2t3_pos	0.6507645591169021	0.5655971758542251	0.47508488294878287	0.5260688116675876
PROSTGF2t_pos	7.528571318870758	7.677649178624028	7.746783016960983	7.663131102919497
PROSTGF2t_neg	7.528571318870758	7.677649178624028	7.746783016960983	7.663131102919497
PROSTGH2t_pos	0.0	0.0	0.0	0.0
PROSTGH2t_neg	0.0	0.0	0.0	0.0
PROSTGI2t_pos	0.0	0.0	0.0	0.0
PROSTGI2t_neg	0.0	0.0	0.0	0.0
PROSTGI2tr_pos	0.0	0.0	0.0	0.0
PROSTGI2tr_neg	0.0	0.0	0.0	0.0
PROt2r_pos	3.8328900141647417	3.5323169593327655	2.9392265777282085	3.8439838440483265
PROt2r_neg	3.8328900141647417	3.5323169593327655	2.9392265777282085	3.8439838440483265
PROt2rL_pos	3.8328900141647417	3.5323169593327655	2.9392265777282085	3.8439838440483265
PROt2rL_neg	3.8328900141647417	3.5323169593327655	2.9392265777282085	3.8439838440483265
PROt4_pos	8.126549613543878	8.543147850042914	8.438126479550952	8.540902952010635
PRPNCOAHYDm_pos	8.459861903837421	8.650369659199049	8.345649186822591	8.605535076492806
PRPNCOAHYDx_pos	6.4240822866613385	6.575161033425394	5.756756451307274	6.310521900369323
PRPPS_pos	4.316869805064333	4.346247774082776	4.578938713093386	4.152183419055046
PRPPS_neg	4.316869805064333	4.346247774082776	4.578938713093386	4.152183419055046
PS_HSter_pos	0.0	0.0	0.0	0.0
PS_HSter_neg	0.0	0.0	0.0	0.0
PS_HStg_pos	0.0	0.0	0.0	0.0
PS_HStg_neg	0.0	0.0	0.0	0.0
PSDm_hs_pos	3.64961545906341	3.4724877714627436	4.062639828286463	3.587364990936461
PSERT_pos	0.4005379295837288	0.11103131238874395	1.4329594072761063	0.27500704749986976
PSFLIP_pos	1.480265122054463	1.0908534304511135	1.1826922975161902	1.2630344058337937
PSFLIPm_pos	1.480265122054463	1.0908534304511135	1.1826922975161902	1.2630344058337937
PSP_L_pos	2.8094144442358986	2.7949356628035362	3.303050084681673	2.776103988073164
PSSA1_hs_pos	3.5434958834257717	4.152994605492435	4.034743949324734	3.6959938131099
PSSA1_hs_neg	3.5434958834257717	4.152994605492435	4.034743949324734	3.6959938131099
PSSA2_hs_pos	3.032100843167024	2.8257856274647914	2.232660756790275	3.1554254317471973
PSSA2_hs_neg	3.032100843167024	2.8257856274647914	2.232660756790275	3.1554254317471973
PSt3_pos	0.0	0.0	0.0	0.0
PSt3_neg	0.0	0.0	0.0	0.0
PTDCACRNCPT1_pos	6.004051884507083	6.270342052680231	6.803097849504831	7.0348539737321
PTDCACRNCPT2_pos	5.706806798597532	6.17572418538028	5.920293300211007	6.101818134227409
PTDCACRNt_pos	5.54936113292434	5.984133594540979	5.5291962679993905	5.826039958896193
PTDCAt_pos	0.0	0.0	0.0	0.0
PTDCAt_neg	0.0	0.0	0.0	0.0
PTE2x_pos	4.022367813028454	4.063502942306158	4.259272487037594	4.658782734012828
PTE3x_pos	2.111031312388744	1.8639384504239715	1.5801454844233804	2.4776773275653072
PTE4x_pos	2.111031312388744	1.8639384504239715	1.5801454844233804	2.4776773275653072
PTE5x_pos	2.111031312388744	1.8639384504239715	1.5801454844233804	2.4776773275653072
PTHPS_pos	5.476381687567235	5.366322214245816	4.819157223674968	5.148120631123964
PTHPSn_pos	5.476381687567235	5.366322214245816	4.819157223674968	5.148120631123964
PTPAT_pos	6.136273429850582	6.169323753239866	5.968090752045256	6.257199242778547
PTRCAT1_pos	6.075318692553354	6.155020578358575	7.12969515665378	6.079378111118652
PTRCOX1_pos	1.2750070474998698	1.0356239097307212	1.5897634869849773	1.0426443374084937
PUNP1_pos	4.767654798237347	4.896271848807375	6.708325207143167	5.294253136444514
PUNP1_neg	4.767654798237347	4.896271848807375	6.708325207143167	5.294253136444514
PUNP2_pos	4.767654798237347	4.896271848807375	6.708325207143167	5.294253136444514
PUNP2_neg	4.767654798237347	4.896271848807375	6.708325207143167	5.294253136444514
PUNP3_pos	4.767654798237347	4.896271848807375	6.708325207143167	5.294253136444514
PUNP3_neg	4.767654798237347	4.896271848807375	6.708325207143167	5.294253136444514
PUNP4_pos	4.767654798237347	4.896271848807375	6.708325207143167	5.294253136444514
PUNP4_neg	4.767654798237347	4.896271848807375	6.708325207143167	5.294253136444514
PUNP5_pos	4.767654798237347	4.896271848807375	6.708325207143167	5.294253136444514
PUNP5_neg	4.767654798237347	4.896271848807375	6.708325207143167	5.294253136444514
PUNP6_pos	4.767654798237347	4.896271848807375	6.708325207143167	5.294253136444514
PUNP6_neg	4.767654798237347	4.896271848807375	6.708325207143167	5.294253136444514
PUNP7_pos	4.767654798237347	4.896271848807375	6.708325207143167	5.294253136444514
PUNP7_neg	4.767654798237347	4.896271848807375	6.708325207143167	5.294253136444514
PVD3_pos	0.0	0.0	0.0	0.0
PVD3_neg	0.0	0.0	0.0	0.0
PYAM5POr_pos	6.032541697270038	6.3339603508193045	6.622344722724236	6.464831606379887
PYAM5Ptm_pos	0.0	0.0	0.0	0.0
PYAM5Ptm_neg	0.0	0.0	0.0	0.0
PYDAMK_pos	3.541019153133559	3.726831217032493	3.111031312388744	3.883620816285671
PYDAMtr_pos	0.0	0.0	0.0	0.0
PYDAMtr_neg	0.0	0.0	0.0	0.0
PYDX5Ptm_pos	0.0	0.0	0.0	0.0
PYDX5Ptm_neg	0.0	0.0	0.0	0.0
PYDXDH_pos	4.3139713710590195	4.325530331567558	3.326249700837456	4.062639828286463
PYDXK_pos	3.541019153133559	3.726831217032493	3.111031312388744	3.883620816285671
PYDXNK_pos	3.541019153133559	3.726831217032493	3.111031312388744	3.883620816285671
PYDXNtr_pos	0.0	0.0	0.0	0.0
PYDXNtr_neg	0.0	0.0	0.0	0.0
