,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id,reaction_name,formula,associated_genes,subsystem,EC_number,confidence
3HLYTCL_pos,184.0,8.546788222763506e-05,1.9574499319685181,0.00013988379020569086,3HLYTCL,3-Hydroxy-L-tyrosine carboxy-lyase,"1.00 * proton [c] + 1.00 * L-dopa [c] --> 1.00 * carbon dioxide [c] + 1.00 * dopaminium(1+) [c]
DDC",DDC,Tyrosine metabolism,4.1.1.28,4.0
3SALACBOXL_pos,192.0,1.7382285453626134e-05,2.5739454588440185,3.146053992327124e-05,3SALACBOXL,3-Sulfino-L-alanine carboxy-lyase,"2.00 * proton [c] + 1.00 * 3-Sulfino-L-alanine [c] --> 1.00 * carbon dioxide [c] + 1.00 * Hypotaurine [c]
CSAD; GAD1; GAD2",CSAD; GAD1; GAD2,Taurine and hypotaurine metabolism,4.1.1.15,4.0
41R1H2MAE12BOOX_pos,196.0,7.4678435688707155e-06,4.106746278512652,1.493111545511586e-05,41R1H2MAE12BOOX,"4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)","1.00 * Water [c] + 1.00 * O2 [c] + 1.00 * Adrenaline [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * 3,4-Dihydroxymandelaldehyde [c] + 1.00 * methylammonium [c]
MAOA; MAOB",MAOA; MAOB,Tyrosine metabolism,1.4.3.4,4.0
41R2A1H12BOOX_pos,196.0,7.4678435688707155e-06,4.537784396035101,1.493111545511586e-05,41R2A1H12BOOX,"4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)","1.00 * Water [c] + 1.00 * O2 [c] + 1.00 * Norepinephrine [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * Ammonium [c] + 1.00 * 3,4-Dihydroxymandelaldehyde [c]
MAOA; MAOB",MAOA; MAOB,Tyrosine metabolism,1.4.3.4,4.0
4NPHSULT_pos,196.0,7.4678435688707155e-06,2.2621706899676024,1.493111545511586e-05,4NPHSULT,4-Nitrophenol Sulfotransferase,"1.00 * (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate [c] + 1.00 * 4-nitrophenolate [c] --> 1.00 * proton [c] + 1.00 * adenosine 3',5'-bismonophosphate(4-) [c] + 1.00 * 4-Nitrophenyl sulfate [c]
SULT1A1",SULT1A1,Cytochrome metabolism,2.8.2.1,4.0
5ADTSTSTERONESULT_pos,196.0,7.4678435688707155e-06,3.7626975662574678,1.493111545511586e-05,5ADTSTSTERONESULT,5alpha-Dihydrotestosterone sulfotransferase,"1.00 * (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate [c] + 1.00 * 17beta-hydroxy-5alpha-androstan-3-one [c] --> 1.00 * proton [c] + 1.00 * adenosine 3',5'-bismonophosphate(4-) [c] + 1.00 * 5alpha-Dihydrotestosterone sulfate [c]
SULT1A1; SULT2A1",SULT1A1; SULT2A1,Steroid metabolism,2.8.2.2,4.0
5HLTDL_pos,152.0,0.013963504288693081,0.8608129406470378,0.018252873726984833,5HLTDL,5-Hydroxy-L-tryptophan decarboxy-lyase,"1.00 * proton [c] + 1.00 * 5-hydroxy-L-tryptophan [c] --> 1.00 * carbon dioxide [c] + 1.00 * serotonin(1+) [c]
DDC",DDC,Tryptophan metabolism,4.1.1.28,4.0
A4GALTg_pos,196.0,7.4678435688707155e-06,5.073871435159172,1.493111545511586e-05,A4GALTg,Lactosylceramide 4-alpha-galactosyltransferase,"1.00 * galactosyl glucosyl ceramide [g] + 1.00 * UDP-D-galactose(2-) [g] --> 1.00 * proton [g] + 1.00 * trihexosyl ceramide [g] + 1.00 * UDP [g]
A4GALT",A4GALT,Sphingolipid metabolism,2.4.1.228,4.0
AACOAT_pos,192.0,1.7382285453626134e-05,2.242418874742559,3.146053992327124e-05,AACOAT,Acetoacetyl-CoA:acetate CoA-transferase,"1.00 * ATP [c] + 1.00 * Coenzyme A [c] + 1.00 * acetoacetate [c] --> 1.00 * Acetoacetyl-CoA [c] + 1.00 * AMP [c] + 1.00 * Diphosphate [c]
AACS",AACS,Propanoate metabolism,6.2.1.16,4.0
AACTOOR_pos,196.0,7.4678435688707155e-06,5.638970862496925,1.493111545511586e-05,AACTOOR,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing),"1.00 * Water [c] + 1.00 * O2 [c] + 1.00 * ammonioacetone [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * Ammonium [c] + 1.00 * methylglyoxal [c]
AOC3",AOC3,"Glycine, serine, alanine and threonine metabolism",1.4.3.6,4.0
AATAi_neg,196.0,7.4678435688707155e-06,2.161829514983191,1.493111545511586e-05,AATAi,"2-aminoadipate transaminase, irreversible","1.00 * L-2-aminoadipate(1-) [c] + 1.00 * 2-Oxoglutarate [c] --> 1.00 * 2-oxoadipate(2-) [c] + 1.00 * L-glutamate(1-) [c]
AADAT",AADAT,Lysine metabolism,2.6.1.39,4.0
AATAi_pos,192.0,1.7382285453626134e-05,2.898468027432393,3.146053992327124e-05,AATAi,"2-aminoadipate transaminase, irreversible","1.00 * L-2-aminoadipate(1-) [c] + 1.00 * 2-Oxoglutarate [c] --> 1.00 * 2-oxoadipate(2-) [c] + 1.00 * L-glutamate(1-) [c]
AADAT",AADAT,Lysine metabolism,2.6.1.39,4.0
ABTArm_neg,191.0,2.1361748059114528e-05,3.0889970597194556,3.833377426432311e-05,ABTArm,"4-aminobutyrate transaminase, reversible (mitochondrial)","1.00 * 2-Oxoglutarate [m] + 1.00 * 4-Aminobutanoate [m] --> 1.00 * L-glutamate(1-) [m] + 1.00 * Succinic semialdehyde [m]
ABAT",ABAT,Glutamate metabolism,2.6.19.4,4.0
ABTArm_pos,192.0,1.7382285453626134e-05,2.672415329800898,3.146053992327124e-05,ABTArm,"4-aminobutyrate transaminase, reversible (mitochondrial)","1.00 * 2-Oxoglutarate [m] + 1.00 * 4-Aminobutanoate [m] --> 1.00 * L-glutamate(1-) [m] + 1.00 * Succinic semialdehyde [m]
ABAT",ABAT,Glutamate metabolism,2.6.19.4,4.0
ABUTD_pos,196.0,7.4678435688707155e-06,3.318801684686668,1.493111545511586e-05,ABUTD,Aminobutyraldehyde dehydrogenase,"1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 4-Aminobutanal [c] --> 2.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 4-Aminobutanoate [c]
ALDH9A1",ALDH9A1,beta-Alanine metabolism,1.2.1.19,4.0
ACACT10m_neg,196.0,7.4678435688707155e-06,4.375133195683245,1.493111545511586e-05,ACACT10m,"acetyl-CoA C-acetyltransferase, mitochondrial","1.00 * Coenzyme A [m] + 1.00 * 2-methylacetoacetyl-CoA(4-) [m] --> 1.00 * Acetyl-CoA [m] + 1.00 * Propanoyl-CoA [m]
ACAA2; ACAT1; HADHB",ACAA2; ACAT1; HADHB,"Valine, leucine, and isoleucine metabolism",2.3.1.9,4.0
ACACT10m_pos,184.0,8.546788222763506e-05,1.8523087078137808,0.00013988379020569086,ACACT10m,"acetyl-CoA C-acetyltransferase, mitochondrial","1.00 * Coenzyme A [m] + 1.00 * 2-methylacetoacetyl-CoA(4-) [m] --> 1.00 * Acetyl-CoA [m] + 1.00 * Propanoyl-CoA [m]
ACAA2; ACAT1; HADHB",ACAA2; ACAT1; HADHB,"Valine, leucine, and isoleucine metabolism",2.3.1.9,4.0
ACACT1r_neg,194.0,1.1439596363811544e-05,2.7823399938420534,2.22921967328213e-05,ACACT1r,acetyl-CoA C-acetyltransferase,"2.00 * Acetyl-CoA [c] --> 1.00 * Coenzyme A [c] + 1.00 * Acetoacetyl-CoA [c]
ACAT3",ACAT3,Tryptophan metabolism,2.3.1.9,0.0
ACACT1r_pos,196.0,7.4678435688707155e-06,3.064622789186976,1.493111545511586e-05,ACACT1r,acetyl-CoA C-acetyltransferase,"2.00 * Acetyl-CoA [c] --> 1.00 * Coenzyme A [c] + 1.00 * Acetoacetyl-CoA [c]
ACAT3",ACAT3,Tryptophan metabolism,2.3.1.9,0.0
ACACT1rm_pos,196.0,7.4678435688707155e-06,2.82511063953863,1.493111545511586e-05,ACACT1rm,"acetyl-CoA C-acetyltransferase, mitochondrial","2.00 * Acetyl-CoA [m] --> 1.00 * Coenzyme A [m] + 1.00 * Acetoacetyl-CoA [m]
ACAT1; HADHA; HADHB",ACAT1; HADHA; HADHB,Tryptophan metabolism,2.3.1.9,0.0
ACACT1x_pos,196.0,7.4678435688707155e-06,2.5985850945549926,1.493111545511586e-05,ACACT1x,"acetyl-CoA C-acetyltransferase, mitochondrial","2.00 * Acetyl-CoA [x] --> 1.00 * Acetoacetyl-CoA [x] + 1.00 * Coenzyme A [x]
ACAT3",ACAT3,Cholesterol metabolism,2.3.1.9,4.0
ACACT4p_pos,196.0,7.4678435688707155e-06,3.171427137881056,1.493111545511586e-05,ACACT4p,"acetyl-CoA C-acetyltransferase (octanoyl-CoA), peroxisomal","1.00 * Coenzyme A [x] + 1.00 * 3-Oxodecanoyl-CoA [x] --> 1.00 * Acetyl-CoA [x] + 1.00 * Octanoyl-CoA (n-C8:0CoA) [x]
ACAA1B",ACAA1B,Fatty acid oxidation,2.3.1.16,4.0
ACACT5p_pos,196.0,7.4678435688707155e-06,3.171427137881056,1.493111545511586e-05,ACACT5p,"acetyl-CoA C-acyltransferase (decanoyl-CoA), peroxisomal","1.00 * Coenzyme A [x] + 1.00 * 3-Oxododecanoyl-CoA [x] --> 1.00 * Acetyl-CoA [x] + 1.00 * Decanoyl-CoA (n-C10:0CoA) [x]
ACAA1B",ACAA1B,Fatty acid oxidation,2.3.1.16,4.0
ACACT6p_pos,196.0,7.4678435688707155e-06,3.171427137881053,1.493111545511586e-05,ACACT6p,"acetyl-CoA C-acetyltransferase (dodecanoyl), peroxisomal","1.00 * Coenzyme A [x] + 1.00 * 3-Oxotetradecanoyl-CoA [x] --> 1.00 * Acetyl-CoA [x] + 1.00 * Dodecanoyl-CoA (n-C12:0CoA) [x]
ACAA1B",ACAA1B,Fatty acid oxidation,2.3.1.16,4.0
ACACT7p_pos,196.0,7.4678435688707155e-06,3.191945265879392,1.493111545511586e-05,ACACT7p,"acetyl-CoA acyltransferase (tetradecanoyl-CoA), peroxisomal","1.00 * Coenzyme A [x] + 1.00 * 3-oxopalmitoyl-CoA(4-) [x] --> 1.00 * Acetyl-CoA [x] + 1.00 * Tetradecanoyl-CoA (n-C14:0CoA) [x]
ACAA1B",ACAA1B,Fatty acid oxidation,2.3.1.16,4.0
ACCOACm_pos,196.0,7.4678435688707155e-06,5.647037340755084,1.493111545511586e-05,ACCOACm,"Acetyl-Coa carboxylase, beta isoform","1.00 * Acetyl-CoA [m] + 1.00 * ATP [m] + 1.00 * Bicarbonate [m] --> 1.00 * proton [m] + 1.00 * ADP [m] + 1.00 * Malonyl-CoA [m] + 1.00 * hydrogenphosphate [m]
ACACB",ACACB,Fatty acid oxidation,6.4.1.2,4.0
ACCOAL_pos,196.0,7.4678435688707155e-06,4.486132512401364,1.493111545511586e-05,ACCOAL,acetate-CoA ligase (ADP-forming),"1.00 * ATP [c] + 1.00 * Coenzyme A [c] + 1.00 * propionate [c] --> 1.00 * ADP [c] + 1.00 * hydrogenphosphate [c] + 1.00 * Propanoyl-CoA [c]
ACSS2",ACSS2,Propanoate metabolism,6.2.1.13,4.0
ACGAM2E_neg,196.0,7.4678435688707155e-06,4.113244059799242,1.493111545511586e-05,ACGAM2E,N-acetylglucosamine 2-epimerase,"1.00 * N-acetyl-D-glucosamine [c] --> 1.00 * N-acetyl-D-mannosamine [c]
RENBP",RENBP,Aminosugar metabolism,5.1.3.8,4.0
ACGAM2E_pos,196.0,7.4678435688707155e-06,4.970793321780726,1.493111545511586e-05,ACGAM2E,N-acetylglucosamine 2-epimerase,"1.00 * N-acetyl-D-glucosamine [c] --> 1.00 * N-acetyl-D-mannosamine [c]
RENBP",RENBP,Aminosugar metabolism,5.1.3.8,4.0
ACGAMK_pos,196.0,7.4678435688707155e-06,4.123754141497216,1.493111545511586e-05,ACGAMK,N-acetylglucosamine kinase,"1.00 * ATP [c] + 1.00 * N-acetyl-D-glucosamine [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * N-acetyl-D-glucosamine 6-phosphate(2-) [c]
NAGK",NAGK,Aminosugar metabolism,2.7.1.59,4.0
ACGAMPM_pos,196.0,7.4678435688707155e-06,4.11324405979922,1.493111545511586e-05,ACGAMPM,phosphoacetylglucosamine mutase,"1.00 * N-acetyl-D-glucosamine 6-phosphate(2-) [c] --> 1.00 * N-Acetyl-D-glucosamine 1-phosphate [c]
PGM3",PGM3,Aminosugar metabolism,5.4.2.3,4.0
ACGPID_pos,196.0,7.4678435688707155e-06,4.323915873408701,1.493111545511586e-05,ACGPID,N-acetylglucosaminylphosphatidylinositol deacetylase,"1.00 * Water [c] + 1.00 * 6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol(1-) [c] --> 1.00 * acetate [c] + 1.00 * 6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol [c]
PIGL",PIGL,Phosphatidylinositol phosphate metabolism,3.5.1.89,4.0
ACHEe_pos,160.0,0.004716530360235347,1.4352216406764329,0.006374586450042889,ACHEe,Acetylcholinesterase,"1.00 * Water [e] + 1.00 * acetylcholine [e] --> 1.00 * proton [e] + 1.00 * acetate [e] + 1.00 * Choline [e]
ACHE",ACHE,Glycerophospholipid metabolism,3.1.1.7,4.0
ACITL_pos,196.0,7.4678435688707155e-06,3.4258845398667725,1.493111545511586e-05,ACITL,ATP-Citrate lyase,"1.00 * ATP [c] + 1.00 * Coenzyme A [c] + 1.00 * Citrate [c] --> 1.00 * ADP [c] + 1.00 * hydrogenphosphate [c] + 1.00 * Acetyl-CoA [c] + 1.00 * Oxaloacetate [c]
ACLY",ACLY,Other,2.3.3.8,4.0
ACNAM9PL2_pos,196.0,7.4678435688707155e-06,4.265868773116414,1.493111545511586e-05,ACNAM9PL2,N-Acetylneuraminate 9-phosphate pyruvate-lyase (pyruvate-phosphorylating),"1.00 * Water [c] + 1.00 * Phosphoenolpyruvate [c] + 1.00 * D-Mannose 6-phosphate [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * 2-keto-3-deoxy-D-glycero-D-galactononic acid 9-phosphate [c]
NANS",NANS,Aminosugar metabolism,2.5.1.56,4.0
ACNAM9PL_pos,196.0,7.4678435688707155e-06,4.402566916394425,1.493111545511586e-05,ACNAM9PL,N-Acetylneuraminate 9-phosphate pyruvate-lyase (pyruvate-phosphorylating),"1.00 * Water [c] + 1.00 * N-acetyl-D-mannosamine 6-phosphate(2-) [c] + 1.00 * Phosphoenolpyruvate [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * N-Acetylneuraminate 9-phosphate [c]
NANS",NANS,Aminosugar metabolism,2.5.1.56,4.0
ACOAD10m_pos,192.0,1.7382285453626134e-05,2.3022182729109115,3.146053992327124e-05,ACOAD10m,"acyl-CoA dehydrogenase (2-methylbutanoyl-CoA), mitochondrial","1.00 * 2-methylbutanoyl-CoA(4-) [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] --> 1.00 * 2-methylcrotonoyl-CoA(4-) [m] + 1.00 * Flavin adenine dinucleotide reduced [m]
ACADM; ACADSB",ACADM; ACADSB,"Valine, leucine, and isoleucine metabolism",1.3.99.12,4.0
ACOAD1fm_pos,194.0,1.1439596363811544e-05,2.8451822656041457,2.22921967328213e-05,ACOAD1fm,"acyl-CoA dehydrogenase (butanoyl-CoA), mitochondrial","1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * Butanoyl-CoA [m] --> 1.00 * crotonoyl-CoA(4-) [m] + 1.00 * Flavin adenine dinucleotide reduced [m]
ACAD11; ACAD12; ACAD8; ACAD9; ACADM; ACADS; ACADSB",ACAD11; ACAD12; ACAD8; ACAD9; ACADM; ACADS; ACADSB,Butanoate metabolism,1.3.99.2,4.0
ACOAD8m_pos,176.0,0.00036952219864219997,1.5721365193474468,0.0005686028272157479,ACOAD8m,"acyl-CoA dehydrogenase (isovaleryl-CoA), mitochondrial","1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * Isovaleryl-CoA [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * 3-methylbut-2-enoyl-CoA(4-) [m]
IVD",IVD,"Valine, leucine, and isoleucine metabolism",1.3.99.10,4.0
ACOAD9m_pos,192.0,1.7382285453626134e-05,2.530330244345625,3.146053992327124e-05,ACOAD9m,"acyl-CoA dehydrogenase (isobutyryl-CoA), mitochondrial","1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * isobutyryl-CoA(4-) [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * 2-Methylprop-2-enoyl-CoA [m]
ACAD8; ACADM",ACAD8; ACADM,"Valine, leucine, and isoleucine metabolism",1.3.99.12,4.0
ACOAHi_pos,196.0,7.4678435688707155e-06,3.4567863007525688,1.493111545511586e-05,ACOAHi,acetyl-CoA hydrolase,"1.00 * Water [c] + 1.00 * Acetyl-CoA [c] --> 1.00 * proton [c] + 1.00 * Coenzyme A [c] + 1.00 * acetate [c]
ACOT12",ACOT12,Pyruvate metabolism,3.1.2.1,0.0
ACOAO7p_pos,196.0,7.4678435688707155e-06,3.1080734331853157,1.493111545511586e-05,ACOAO7p,"acyl-CoA oxidase (hexadecanoyl-CoA), peroxisomal","1.00 * Palmitoyl-CoA (n-C16:0CoA) [x] + 1.00 * O2 [x] --> 1.00 * Hydrogen peroxide [x] + 1.00 * trans-Hexadec-2-enoyl-CoA [x]
ACOX1",ACOX1,Fatty acid oxidation,1.3.3.6,4.0
ACONT_neg,86.0,0.5972229027923643,0.3294044706693173,0.6137602267211649,ACONT,aconitase,"1.00 * Citrate [c] --> 1.00 * Isocitrate [c]
ACO1; IREB2",ACO1; IREB2,Other,4.2.1.3,0.0
ACONT_pos,86.0,0.5972229027923643,0.3294044706693173,0.6137602267211649,ACONT,aconitase,"1.00 * Citrate [c] --> 1.00 * Isocitrate [c]
ACO1; IREB2",ACO1; IREB2,Other,4.2.1.3,0.0
ACONTm_neg,134.0,0.10286022472686684,0.6694349432618704,0.11870724168125339,ACONTm,Aconitate hydratase,"1.00 * Citrate [m] --> 1.00 * Isocitrate [m]
ACO1; ACO2",ACO1; ACO2,Citric acid cycle,4.2.1.3,0.0
ACONTm_pos,134.0,0.10286022472686684,0.6694349432618704,0.11870724168125339,ACONTm,Aconitate hydratase,"1.00 * Citrate [m] --> 1.00 * Isocitrate [m]
ACO1; ACO2",ACO1; ACO2,Citric acid cycle,4.2.1.3,0.0
ACOX2x_pos,196.0,7.4678435688707155e-06,4.728738143739414,1.493111545511586e-05,ACOX2x,"acyl-Coenzyme A oxidase 2, branched chain","1.00 * O2 [x] + 1.00 * Flavin adenine dinucleotide reduced [x] + 1.00 * 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA(S) [x] --> 1.00 * Flavin adenine dinucleotide oxidized [x] + 2.00 * Water [x] + 1.00 * 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA [x]
ACOX2",ACOX2,Bile acid synthesis,1.3.3.6,4.0
ACS2_pos,196.0,7.4678435688707155e-06,4.361104008847773,1.493111545511586e-05,ACS2,acetyl-CoA synthase (propionate),"1.00 * ATP [c] + 1.00 * Coenzyme A [c] + 1.00 * propionate [c] --> 1.00 * AMP [c] + 1.00 * Diphosphate [c] + 1.00 * Propanoyl-CoA [c]
AACS; ACSS2",AACS; ACSS2,Propanoate metabolism,6.2.1.16,4.0
ACS_pos,196.0,7.4678435688707155e-06,7.0097420447472825,1.493111545511586e-05,ACS,acetyl-CoA synthetase,"1.00 * ATP [c] + 1.00 * Coenzyme A [c] + 1.00 * acetate [c] --> 1.00 * AMP [c] + 1.00 * Diphosphate [c] + 1.00 * Acetyl-CoA [c]
AACS; ACSS2",AACS; ACSS2,Glycolysis/gluconeogenesis,6.2.1.1,4.0
ADA_pos,196.0,7.4678435688707155e-06,4.635524564018819,1.493111545511586e-05,ADA,Adenosine deaminase,"1.00 * Water [c] + 1.00 * proton [c] + 1.00 * Adenosine [c] --> 1.00 * Ammonium [c] + 1.00 * Inosine [c]
ADA",ADA,Purine catabolism,3.5.4.4,4.0
ADAe_pos,196.0,7.4678435688707155e-06,3.7750843273348296,1.493111545511586e-05,ADAe,"Adenosine deaminase, extracellular","1.00 * proton [e] + 1.00 * Water [e] + 1.00 * Adenosine [e] --> 1.00 * Inosine [e] + 1.00 * Ammonium [e]
ADA",ADA,Purine catabolism,3.5.4.4,4.0
ADK1m_neg,153.0,0.012274648109661161,0.954748125543826,0.016197576050971052,ADK1m,"adenylate kinase, mitochondrial","1.00 * ATP [m] + 1.00 * AMP [m] --> 2.00 * ADP [m]
AK2; AK4",AK2; AK4,Nucleotide interconversion,2.7.4.3,4.0
ADK1m_pos,153.0,0.012274648109661161,0.954748125543826,0.016197576050971052,ADK1m,"adenylate kinase, mitochondrial","1.00 * ATP [m] + 1.00 * AMP [m] --> 2.00 * ADP [m]
AK2; AK4",AK2; AK4,Nucleotide interconversion,2.7.4.3,4.0
ADKd_neg,196.0,7.4678435688707155e-06,2.0176136696979436,1.493111545511586e-05,ADKd,adenylate kinase (d form),"1.00 * dAMP(2-) [c] + 1.00 * dATP [c] --> 2.00 * dADP [c]
AK5",AK5,Nucleotide interconversion,2.7.4.3,4.0
ADKd_pos,196.0,7.4678435688707155e-06,2.0176136696979436,1.493111545511586e-05,ADKd,adenylate kinase (d form),"1.00 * dAMP(2-) [c] + 1.00 * dATP [c] --> 2.00 * dADP [c]
AK5",AK5,Nucleotide interconversion,2.7.4.3,4.0
