	Ob.a_S121_L007_R1_001
EX_dttp(e)_neg	3.255722125160351
EX_dttp(e)_pos	7.795812579419982
EX_duri(e)_neg	6.624310225799258
EX_duri(e)_pos	6802.337280995023
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.477561302418026
EX_ebastine(e)_neg	12.916182081246427
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.916182081246427
EX_eicostet(e)_neg	7.757101049183107
EX_eicostet(e)_pos	32.046730310573885
EX_elaid(e)_neg	6.9432597421111435
EX_elaid(e)_pos	5054.834861449254
EX_estradiol(e)_neg	11.607997554220965
EX_estradiol(e)_pos	51228.82269536003
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	56543.654917903616
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	59231.775944656845
EX_estrones(e)_neg	9.127406706507054
EX_estrones(e)_pos	54824.97954942672
EX_etoh(e)_neg	5.623586833820537
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.452736651431737
EX_fad(e)_pos	16244.179360082784
EX_fald(e)_neg	4.3182140324614595
EX_fald(e)_pos	21038.731985648832
EX_fe2(e)_neg	3.421270455621933
EX_fe2(e)_pos	50585.65701278523
EX_fe3(e)_neg	3.3307703105524245
EX_fe3(e)_pos	49151.621342541686
EX_fmn(e)_neg	16244.179360082779
EX_fmn(e)_pos	17239.1035312407
EX_fol(e)_neg	2236.2157771645325
EX_for(e)_neg	4.02893989420233
EX_for(e)_pos	14883.485302790068
EX_fru(e)_neg	4.947616967332981
EX_fru(e)_pos	2794.3237199173013
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	9751.578307765336
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11564.740415028173
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17460.464399508382
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	10526.75044188779
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	11546.478594473188
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	11580.660655298709
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	11048.430521157574
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	9631.221422464123
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	8890.388124050554
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	9526.011854983206
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	11111.453701634015
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	11492.713923055097
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10154.991339919254
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10400.725425956043
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.366187835338755
EX_gal(e)_neg	4111.869922051711
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9401.91712150391
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10300.172543463008
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9189.051554833195
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8277.600119055674
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	9629.238576516169
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6376.492875746025
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11198.901271197134
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	11612.26019107078
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	12376.288497969783
EX_gd1c_hs(e)_neg	0.0
EX_gd1c_hs(e)_pos	12386.545714817565
EX_gdp(e)_neg	3.0899255919618924
EX_gdp(e)_pos	3.0899255919618924
EX_glc(e)_neg	2.375
EX_glc(e)_pos	2571.688144830311
EX_glcur(e)_neg	5.321270455621933
EX_glcur(e)_pos	10.908731611938222
EX_glgchlo(e)_neg	0.0
EX_glgchlo(e)_pos	13502.001186205685
EX_gln_L(e)_neg	4.883036115019257
EX_gln_L(e)_pos	8020.390756197051
EX_gltcho(e)_neg	0.0
EX_gltcho(e)_pos	14804.568318916827
EX_gltdechol(e)_neg	0.0
EX_gltdechol(e)_pos	3800.0
EX_glu_L(e)_neg	3.6102688333419577
EX_glu_L(e)_pos	8390.507276970651
EX_gluala(e)_neg	5.3813908623186215
EX_gluala(e)_pos	9277.326348934963
EX_gly(e)_neg	5649.663222552703
EX_glyb(e)_neg	18.46543613474488
EX_glyb(e)_pos	10225.532235060711
EX_glyc(e)_neg	4111.869922051711
EX_glyc_S(e)_neg	0.0
EX_glyc_S(e)_pos	6471.881569289899
EX_glygly(e)_neg	12541.955418912845
EX_glygn2(e)_neg	13.445794627324776
EX_glygn2(e)_pos	0.0
EX_glygn4(e)_neg	4.275
EX_glygn4(e)_pos	13.445794627324776
EX_glygn5(e)_neg	5.0904193565068665
EX_glygn5(e)_pos	19.48812122588663
EX_glyleu(e)_neg	9652.698695465106
EX_glyphe(e)_neg	10843.54188491996
EX_glypro(e)_neg	9370.493798726846
EX_glysar(e)_neg	17081.55070780213
EX_gmp(e)_neg	6.171287803545359
EX_gmp(e)_pos	7.307149113150841
EX_gp1c_hs(e)_neg	0.0
EX_gp1c_hs(e)_pos	13041.898290811503
EX_gp1calpha_hs(e)_neg	0.0
EX_gp1calpha_hs(e)_pos	13053.19964390383
EX_gq1b_hs(e)_neg	0.0
EX_gq1b_hs(e)_pos	12798.869588926045
EX_gq1balpha_hs(e)_neg	0.0
EX_gq1balpha_hs(e)_pos	12719.503876751125
EX_gsn(e)_neg	5814.593349408624
EX_gt1a_hs(e)_neg	0.0
EX_gt1a_hs(e)_pos	12557.047171423457
EX_gthox(e)_neg	0.0
EX_gthox(e)_pos	15135.039674513522
EX_gthrd(e)_neg	2.557700129502181
EX_gthrd(e)_pos	13750.338898952905
EX_gtp(e)_neg	3.0899255919618924
EX_gtp(e)_pos	0.0
EX_gua(e)_neg	6.386398211285476
EX_gua(e)_pos	6134.229675914742
EX_gum(e)_neg	3800.0
EX_gum(e)_pos	0.0
EX_gumdchac(e)_neg	0.0
EX_gumdchac(e)_pos	3800.0
EX_gumgchol(e)_neg	0.0
EX_gumgchol(e)_pos	13502.001186205685
EX_gumtchol(e)_neg	0.0
EX_gumtchol(e)_pos	14804.568318916827
EX_h(e)_neg	234.5105963481692
EX_h(e)_pos	2224.893112310612
EX_h2o(e)_neg	246.64246156447146
EX_h2o(e)_pos	3467.838280396706
EX_h2o2(e)_neg	3.9741621902942628
EX_h2o2(e)_pos	5711.789134205781
EX_ha(e)_neg	36.581077374677484
EX_ha(e)_pos	18636.638859016402
EX_ha_pre1(e)_neg	14.87419855045067
EX_ha_pre1(e)_pos	19090.10372554376
EX_hco3(e)_neg	434.4768482747957
EX_hco3(e)_pos	5252.127143753601
EX_hcoumarin(e)_neg	0.0
EX_hcoumarin(e)_pos	7.477561302418025
EX_hdca(e)_neg	6.585335614257162
EX_hdca(e)_pos	12943.567673652158
EX_hdcea(e)_neg	10113.2134012085
EX_hestratriol(e)_neg	0.0
EX_hestratriol(e)_pos	50442.68928235169
EX_hexc(e)_neg	9.856768059563382
EX_hexc(e)_pos	0.0
EX_his_L(e)_neg	5238.685118894905
EX_hista(e)_neg	10.649965116135082
EX_hista(e)_pos	5238.876651874038
EX_hom_L(e)_neg	0.0
EX_hom_L(e)_pos	0.0
EX_hpdca(e)_neg	32.578474282526386
EX_hpdca(e)_pos	0.0
EX_hspg(e)_neg	345.75168534892026
EX_hspg(e)_pos	0.0
EX_htaxol(e)_neg	0.0
EX_htaxol(e)_pos	7.477561302418025
EX_hxan(e)_neg	5.6941565549314035
EX_hxan(e)_pos	6021.555180871085
EX_hyptaur(e)_neg	2850.0
EX_hyptaur(e)_pos	4750.0
EX_i(e)_neg	10.035742254795466
EX_i(e)_pos	0.0
EX_idour(e)_neg	0.0
EX_idour(e)_pos	448.5262807789468
EX_idp(e)_neg	2.169476429284864
EX_idp(e)_pos	3.255722125160351
EX_ile_L(e)_neg	4.75
EX_ile_L(e)_pos	7614.735386625133
EX_imp(e)_neg	0.0
EX_imp(e)_pos	7.464219513023065
EX_inost(e)_neg	10.967783611145041
EX_inost(e)_pos	6272.711606389037
EX_ins(e)_neg	5938.534276074079
EX_itp(e)_neg	3.255722125160351
EX_itp(e)_pos	3.255722125160351
EX_ivcrn_neg	0.0
EX_ivcrn_pos	10724.22871887
EX_k(e)_neg	0.0
EX_k(e)_pos	0.0
EX_ksi(e)_neg	4.069421854972454
EX_ksi(e)_pos	1797.6262831411173
EX_ksi_deg1(e)_neg	0.0
EX_ksi_deg1(e)_pos	1769.5227787208682
EX_ksii_core2(e)_neg	99.50547292550544
EX_ksii_core2(e)_pos	296.4366753235701
EX_ksii_core4(e)_neg	107.49475624843444
EX_ksii_core4(e)_pos	488.9860668875141
EX_lac_D(e)_neg	2.353539550275207
EX_lac_D(e)_pos	3542.474217691799
EX_lac_L(e)_neg	2.353539550275207
EX_lac_L(e)_pos	3491.022447050478
EX_lcts(e)_neg	4.342118158641046
EX_lcts(e)_pos	7301.814317664924
EX_leu_L(e)_neg	4.75
EX_leu_L(e)_pos	3802.122565039892
EX_leugly(e)_neg	9652.698695465104
EX_leuktrA4(e)_neg	3.512314308069324
EX_leuktrA4(e)_pos	4397.619596436915
EX_leuktrB4(e)_neg	0.0
EX_leuktrB4(e)_pos	3495.5652568928085
EX_leuktrC4(e)_neg	5.670486703352212
EX_leuktrC4(e)_pos	22108.097424528518
EX_leuktrD4(e)_neg	4.159920733124506
EX_leuktrD4(e)_pos	17760.25022700249
EX_leuktrE4(e)_neg	4.782894498739076
EX_leuktrE4(e)_pos	17488.21939168271
EX_leuktrF4(e)_neg	5.59628081973494
EX_leuktrF4(e)_pos	21100.66801041934
EX_leuleu(e)_neg	10212.617920762503
EX_lgnc(e)_neg	20.76389428642378
EX_lgnc(e)_pos	9.856768059563379
EX_limnen(e)_neg	7.477561302418025
EX_limnen(e)_pos	0.0
EX_lipoate(e)_neg	0.0
EX_lipoate(e)_pos	0.0
EX_lneldc(e)_neg	13.580000380760524
EX_lneldc(e)_pos	9105.575669456333
EX_lnlc(e)_neg	6.053855969240245
EX_lnlc(e)_pos	0.0
EX_lnlnca(e)_neg	6.904594293336499
EX_lnlnca(e)_pos	0.0
EX_lnlncg(e)_neg	12.56829763498737
EX_lnlncg(e)_pos	49.29780146425313
EX_lpchol_hs(e)_neg	13670.983198679573
EX_lys_L(e)_neg	12.326403797556333
EX_lys_L(e)_pos	3.941151266415007
EX_mag_hs(e)_neg	5185.993976778332
EX_mal_L(e)_neg	5392.462322093108
EX_mal_L(e)_pos	9180.849576126508
EX_malcoa(e)_neg	5.256221710093621
EX_malcoa(e)_pos	0.0
EX_malt(e)_neg	3020.2096782534336
EX_malthp(e)_neg	4.275
EX_malthp(e)_pos	19.276488233077362
EX_malthx(e)_neg	2.85
EX_malthx(e)_pos	15.184407415819607
EX_maltpt(e)_neg	2.85
EX_maltpt(e)_pos	13.2
EX_malttr(e)_neg	2.646806452168956
EX_malttr(e)_pos	30.6
EX_maltttr(e)_neg	2.85
EX_maltttr(e)_pos	20.6
EX_man(e)_neg	5151.1230698596
EX_meoh(e)_neg	5.623586833820537
EX_meoh(e)_pos	21827.13904496374
EX_mepi(e)_neg	0.0
EX_mepi(e)_pos	41790.070422590295
EX_mercplaccys(e)_neg	0.0
EX_mercplaccys(e)_pos	15882.446985810917
EX_met_L(e)_neg	10.658953116375503
EX_met_L(e)_pos	10110.392246886493
EX_mthgxl(e)_neg	0.0
EX_mthgxl(e)_pos	4696.282447689743
EX_n2m2nmasn(e)_neg	58.53734523584041
EX_n2m2nmasn(e)_pos	757.5993828947719
EX_na1(e)_neg	0.0
EX_nac(e)_neg	11.542553728383073
EX_nac(e)_pos	28.94176092800671
EX_nad(e)_neg	4.74143934023194
EX_nad(e)_pos	0.0
EX_nadp(e)_neg	4.74143934023194
EX_nadp(e)_pos	0.0
EX_ncam(e)_neg	2.8499999999999996
EX_ncam(e)_pos	19.3487168838817
EX_nh4(e)_neg	528.7822036727464
EX_nh4(e)_pos	5024.557639990866
EX_nifedipine(e)_neg	0.0
EX_nifedipine(e)_pos	0.0
EX_no(e)_neg	6.831362759954082
EX_no(e)_pos	57735.140152326196
EX_no2(e)_neg	5.321270455621934
EX_no2(e)_pos	5.454365805969111
EX_npthl(e)_neg	7.4775613024180245
EX_npthl(e)_pos	0.0
EX_nrpphr(e)_neg	5.716642612976223
EX_nrpphr(e)_pos	29564.68351391009
EX_nrpphrsf(e)_neg	0.0
EX_nrpphrsf(e)_pos	71611.11529132306
EX_nrvnc(e)_neg	21.3867139919662
EX_nrvnc(e)_pos	0.0
EX_o2(e)_neg	3737.3626671289526
EX_o2s(e)_neg	3.178658892736769
EX_o2s(e)_pos	8754.888342006672
EX_oagd3_hs(e)_neg	0.0
EX_oagd3_hs(e)_pos	19112.56771827823
EX_oagt3_hs(e)_neg	0.0
EX_oagt3_hs(e)_pos	18338.706243665256
EX_ocdca(e)_neg	5072.857382436456
EX_ocdcea(e)_neg	6.920918197175918
EX_ocdcea(e)_pos	8847.826952634123
EX_octa(e)_neg	8888.444412005807
EX_oh1(e)_neg	0.0
EX_oh1(e)_pos	0.0
EX_omeprazole(e)_neg	7.477561302418026
EX_omeprazole(e)_pos	0.0
EX_onpthl(e)_neg	0.0
EX_onpthl(e)_pos	7.4775613024180245
EX_orn(e)_neg	4.434958133675906
EX_orn(e)_pos	11193.666227591928
EX_orot(e)_neg	6.64340052155486
EX_orot(e)_pos	8336.114359330206
EX_oxa(e)_neg	0.0
EX_oxa(e)_pos	11142.883592760476
EX_paf_hs(e)_neg	4.750481737230236
EX_paf_hs(e)_pos	6.786354066519566
EX_pan4p(e)_neg	5371.193200523225
EX_pan4p(e)_pos	6655.931471941654
EX_pchol_hs(e)_neg	13.74042423922282
EX_pchol_hs(e)_pos	10425.370424920613
EX_pe_hs(e)_neg	3325.0
EX_pect(e)_neg	5036.446850924778
EX_pect(e)_pos	0.0
EX_pectindchac(e)_neg	0.0
EX_pectindchac(e)_pos	5036.446850924778
EX_pectingchol(e)_neg	0.0
EX_pectingchol(e)_pos	14140.126199138682
EX_pectintchol(e)_neg	0.0
EX_pectintchol(e)_pos	15304.169320986446
EX_peplys(e)_neg	0.0
EX_peplys(e)_pos	0.0
EX_perillyl(e)_neg	0.0
EX_perillyl(e)_pos	7.477561302418025
EX_pglyc_hs(e)_neg	5.454365805969111
EX_pglyc_hs(e)_pos	13493.319746843152
EX_phe_L(e)_neg	5954.6843814244585
EX_pheacgln(e)_neg	0.0
EX_pheacgln(e)_pos	18721.17322655985
EX_pheme(e)_neg	50597.51523091132
EX_phyQ(e)_neg	0.0
EX_phyQ(e)_pos	0.0
EX_phyt(e)_neg	45.666474528357234
EX_phyt(e)_pos	0.0
EX_pi(e)_neg	496.049084214113
EX_pi(e)_pos	6165.677568347644
EX_pnto_R(e)_neg	285.0
EX_pnto_R(e)_pos	6151.297199309421
EX_ppa(e)_neg	4.564945637272331
EX_ppa(e)_pos	10006.726707724321
EX_ppi(e)_neg	3.7675481299424205
EX_ppi(e)_pos	21541.57477182551
EX_prgstrn(e)_neg	6.232186711353862
EX_prgstrn(e)_pos	61056.67387983979
EX_pro_D(e)_neg	0.0
EX_pro_D(e)_pos	0.0
EX_pro_L(e)_neg	6.462397978859044
EX_pro_L(e)_pos	8130.966058428468
EX_progly(e)_neg	9370.493798726846
EX_prostgd2(e)_neg	2.655938717158879
EX_prostgd2(e)_pos	136.21348178261346
EX_prostge1(e)_neg	4.299303069047128
EX_prostge1(e)_pos	15.597909207141383
EX_prostge2(e)_neg	3.354599005273522
EX_prostge2(e)_pos	16.191124422171043
EX_prostgf2(e)_neg	4.964430027733423
EX_prostgf2(e)_pos	142.00725263228233
EX_prostgh2(e)_neg	2.655938717158879
EX_prostgh2(e)_pos	133.20607467303756
EX_prostgi2(e)_neg	6.330944673201029
EX_prostgi2(e)_pos	162.25442927576776
EX_prpp(e)_neg	3.9812736342868957
EX_prpp(e)_pos	26691.018824116472
EX_ps_hs(e)_neg	6.396964920551236
EX_ps_hs(e)_pos	14300.49349819573
EX_psyl(e)_neg	3800.0
EX_psyl(e)_pos	0.0
EX_psylchol(e)_neg	0.0
EX_psylchol(e)_pos	13502.001186205685
EX_psyltchol(e)_neg	0.0
EX_psyltchol(e)_pos	14804.568318916827
EX_psyltdechol(e)_neg	0.0
EX_psyltdechol(e)_pos	3800.0
EX_ptdca(e)_neg	28.465114311263484
EX_ptdca(e)_pos	0.0
EX_ptrc(e)_neg	5.700270506952878
EX_ptrc(e)_pos	14264.942055742371
EX_ptth(e)_neg	6151.044672308494
EX_ptth(e)_pos	5679.187245783268
EX_pydam(e)_neg	10078.268954938749
EX_pydx(e)_neg	7834.226124113031
EX_pydx5p(e)_neg	8.849077279991631
EX_pydx5p(e)_pos	9555.158426137981
EX_pydxn(e)_neg	9041.80937089147
EX_pyr(e)_neg	3.545890922097477
EX_pyr(e)_pos	4367.378542300408
EX_q10(e)_neg	5550.485466855126
EX_q10h2(e)_pos	5550.485466855125
EX_rbt(e)_neg	0.0
EX_rbt(e)_pos	6415.818046137454
EX_retfa(e)_neg	5.454365805969112
EX_retfa(e)_pos	1208.649723809443
EX_retinol(e)_neg	796.1738860649092
EX_retinol(e)_pos	23.979895420696195
EX_retinol_9_cis(e)_neg	0.0
EX_retinol_9_cis(e)_pos	1615.1484459463345
EX_retinol_cis_11(e)_neg	0.0
EX_retinol_cis_11(e)_pos	1615.1484459463347
EX_retn(e)_neg	341.5527135683034
EX_retn(e)_pos	817.7657531351617
EX_retnglc(e)_neg	0.0
EX_retnglc(e)_pos	3871.8454842617166
EX_rib_D(e)_neg	4992.388391335333
EX_ribflv(e)_neg	17256.919710581904
EX_s2l2fn2m2masn(e)_neg	4.069421854972454
EX_s2l2fn2m2masn(e)_pos	788.1083215870967
EX_s2l2n2m2masn(e)_neg	74.48964142843029
EX_s2l2n2m2masn(e)_pos	653.1959437735627
EX_sarcs(e)_neg	10.017483433441226
EX_sarcs(e)_pos	0.0
EX_sbt-d(e)_neg	4918.962631619097
EX_sel(e)_neg	0.0
EX_sel(e)_pos	0.0
EX_ser_D(e)_neg	0.0
EX_ser_D(e)_pos	0.0
EX_ser_L(e)_neg	3.485160865884145
EX_ser_L(e)_pos	6667.612791890634
EX_sfcys(e)_pos	21363.29987152469
EX_sl_L(e)_neg	0.0
EX_sl_L(e)_pos	14723.870496520607
EX_so3(e)_neg	0.0
EX_so3(e)_pos	0.0
EX_so4(e)_neg	1195.7068917728116
EX_so4(e)_pos	13611.391361702455
EX_spc_hs(e)_neg	11.366947923266482
EX_spc_hs(e)_pos	28051.444077730248
EX_sph1p(e)_neg	13.094452146804805
EX_sph1p(e)_pos	19227.12154928341
EX_sphs1p(e)_neg	9.29370785682549
EX_sphs1p(e)_pos	32177.783800438126
EX_spmd(e)_neg	5.7
EX_spmd(e)_pos	23609.837657667773
EX_sprm(e)_neg	1.9994218776200994
EX_sprm(e)_pos	15165.353846023283
EX_srtn(e)_neg	0.0
EX_srtn(e)_pos	7.491807968122945
EX_strch1(e)_neg	13.445794627324776
EX_strch1(e)_pos	0.0
EX_strch2(e)_neg	5.395209678253433
EX_strch2(e)_pos	13.445794627324776
EX_strdnc(e)_neg	9.543675456971501
EX_strdnc(e)_pos	6.939225860627515
EX_succ(e)_neg	6.25605075751618
EX_succ(e)_pos	5551.711024163974
EX_sucr(e)_neg	3.495209678253433
EX_sucr(e)_pos	0.0
EX_tag_hs(e)_neg	8.214210029710516
EX_tag_hs(e)_pos	7.950368826646446
EX_tagat_D(e)_neg	6.94644101658361
EX_tagat_D(e)_pos	0.0
EX_taur(e)_neg	2.3127390084561563
EX_taur(e)_pos	2850.0
EX_taxol(e)_neg	7.477561302418025
EX_taxol(e)_pos	0.0
EX_tchola(e)_neg	3.8
EX_tchola(e)_pos	12916.223260344801
EX_tcynt(e)_neg	5.321270455621933
EX_tcynt(e)_pos	11.146508831484198
EX_tdchola(e)_neg	5.478085967090043
EX_tdchola(e)_pos	66712.34642558602
EX_tdcrn_neg	0.0
EX_tdcrn_pos	8073.237843805271
EX_tdechola(e)_neg	3800.0
EX_tdechola(e)_pos	0.0
EX_tetdec2crn_neg	0.0
EX_tetdec2crn_pos	12439.066043199085
EX_tetdece1crn_neg	0.0
EX_tetdece1crn_pos	12439.066043199085
EX_tethex3(e)_neg	10.015202923948875
EX_tethex3(e)_pos	7.80831174722292
EX_tetpent3(e)_neg	7.808311747222921
EX_tetpent3(e)_pos	0.0
EX_tetpent6(e)_neg	10.721820064675157
EX_tetpent6(e)_pos	0.0
EX_tettet6(e)_neg	10.015202923948877
EX_tettet6(e)_pos	0.0
EX_thf(e)_neg	6.125121287908845
EX_thf(e)_pos	4939.6542844827345
EX_thm(e)_neg	12000.330239829465
EX_thmmp(e)_neg	9.069054304380499
EX_thmmp(e)_pos	12000.330239829458
EX_thmtp(e)_neg	0.0
EX_thmtp(e)_pos	27620.319360287507
EX_thr_L(e)_neg	4.830041796059026
EX_thr_L(e)_pos	0.0
EX_thym(e)_neg	9.130372924947961
EX_thym(e)_pos	11890.310624336906
EX_thymd(e)_neg	5.951570170737209
EX_thymd(e)_pos	0.0
EX_thyox_L(e)_neg	0.0
EX_thyox_L(e)_pos	10.035742254795469
EX_tmndnc(e)_neg	13.112278341597303
EX_tmndnc(e)_pos	239.56479431491746
EX_tolbutamide(e)_neg	7.477561302418026
EX_tolbutamide(e)_pos	0.0
EX_tre(e)_neg	3.0646279205261724
EX_tre(e)_pos	0.0
EX_triodthy(e)_neg	9.900394080552749
EX_triodthy(e)_pos	10.801565257589782
EX_triodthysuf(e)_neg	0.0
EX_triodthysuf(e)_pos	21.05153043528826
EX_trp_L(e)_neg	7.248502673790156
EX_trp_L(e)_pos	0.0
EX_tststerone(e)_neg	8.976948426502851
EX_tststerone(e)_pos	54260.60598209583
EX_tststeroneglc(e)_neg	0.0
EX_tststeroneglc(e)_pos	67716.53526556697
EX_tststerones(e)_neg	0.0
EX_tststerones(e)_pos	59994.981313027005
EX_tsul(e)_neg	11.8578351524124
EX_tsul(e)_pos	0.0
EX_ttdca(e)_neg	7212.14080265357
EX_txa2(e)_neg	0.0
EX_txa2(e)_pos	169.15480725039316
EX_tymsf(e)_neg	0.0
EX_tymsf(e)_pos	19391.066774171486
EX_tyr_L(e)_neg	3.3198198836417543
EX_tyr_L(e)_pos	5445.273044905973
EX_udp(e)_neg	3.0899255919618924
EX_udp(e)_pos	22665.953821006377
EX_udpg(e)_neg	5.366187835338755
EX_udpg(e)_pos	0.0
EX_udpgal(e)_neg	5.7
EX_udpgal(e)_pos	0.0
EX_ump(e)_neg	3.395023606785292
EX_ump(e)_pos	14507.649956007264
EX_ura(e)_neg	5.51939471989357
EX_ura(e)_pos	7230.056978600711
EX_urate(e)_neg	4.75
EX_urate(e)_pos	8882.192737715648
EX_urea(e)_neg	4.75
EX_urea(e)_pos	11348.25432871904
EX_uri(e)_neg	4.926027154689215
EX_uri(e)_pos	5797.104135924666
EX_utp(e)_neg	3.0899255919618924
EX_utp(e)_pos	26079.36129628419
EX_vacc(e)_neg	7.792133001344154
EX_vacc(e)_pos	8824.503193405406
EX_val_L(e)_neg	6.312323582128262
EX_val_L(e)_pos	7618.362101445449
EX_vitd2(e)_neg	0.0
EX_vitd2(e)_pos	0.0
EX_vitd3(e)_neg	7496.335864294569
EX_whddca(e)_neg	0.0
EX_whddca(e)_pos	7.477561302418027
EX_whhdca(e)_neg	0.0
EX_whhdca(e)_pos	18067.642440481126
EX_whtststerone(e)_neg	0.0
EX_whtststerone(e)_pos	0.0
EX_whttdca(e)_neg	0.0
EX_whttdca(e)_pos	7484.660315212934
EX_xolest2_hs(e)_neg	5.454365805969111
EX_xolest2_hs(e)_pos	14796.166277730199
EX_xolest_hs(e)_neg	0.0
EX_xolest_hs(e)_pos	0.0
EX_xoltri24(e)_neg	0.0
EX_xoltri24(e)_pos	53653.268234564246
EX_xoltri25(e)_neg	0.0
EX_xoltri25(e)_pos	53855.51978552063
EX_xoltri27(e)_neg	0.0
EX_xoltri27(e)_pos	53800.982744463516
EX_xyl_D(e)_neg	0.0
EX_xyl_D(e)_pos	845.6571455920499
EX_xylt(e)_neg	5059.604763646714
EX_yvite(e)_neg	2.8499999999999996
EX_yvite(e)_pos	0.0
F1Atg_neg	0.0
F1Atg_pos	6914.56064457037
F1PGT_neg	0.0
F1PGT_pos	17700.05748753261
F6Tg_pos	17470.544144101757
FA120ACPH_neg	0.0
FA120ACPH_pos	0.0
FA140ACPH_neg	0.0
FA140ACPH_pos	0.0
FA141ACPH_neg	0.0
FA141ACPH_pos	0.0
FA160ACPH_neg	0.0
FA160ACPH_pos	0.0
FA161ACPH_neg	0.0
FA161ACPH_pos	0.0
FA180ACPH_neg	0.0
FA180ACPH_pos	0.0
FA181ACPH_neg	0.0
FA181ACPH_pos	0.0
FA1821ACPH_neg	0.0
FA1821ACPH_pos	0.0
FA1822ACPH_neg	0.0
FA1822ACPH_pos	0.0
FA182ACPH_neg	0.0
FA182ACPH_pos	0.0
FACOAL140i_pos	8038.287875780629
FACOAL150_neg	0.0
FACOAL150_pos	28.465114311263484
FACOAL160i_pos	8265.558343499475
FACOAL161_neg	20454.684760975164
FACOAL161_pos	10189.430025082356
FACOAL170_neg	0.0
FACOAL170_pos	32.57847428252639
FACOAL180i_pos	3178.382211041051
FACOAL1812_neg	8824.503193405404
FACOAL1812_pos	7.808311747222921
FACOAL1813_neg	5054.834861449256
FACOAL1813_pos	6.9432597421111435
FACOAL181i_pos	4027.861064294689
FACOAL1821_neg	351.8738710967102
FACOAL1821_pos	9691.012729386193
FACOAL1822_neg	9105.575669456335
FACOAL1822_pos	13.580000380760525
FACOAL1831_neg	5114.82830421498
FACOAL1831_pos	12.568297634987369
FACOAL1832_neg	0.0
FACOAL1832_pos	6.9045942933364985
FACOAL184_neg	6.939225860627515
FACOAL184_pos	13.258776327159637
FACOAL191_pos	6873.923188248019
FACOAL200_pos	3185.1463616689907
FACOAL203_neg	48.31153444164493
FACOAL203_pos	6.114308649846936
FACOAL2042_neg	32.046730310573885
FACOAL2042_pos	7.757101049183106
FACOAL204_neg	7281.920833638061
FACOAL204_pos	12.32094220092716
FACOAL205_neg	239.56479431491746
FACOAL205_pos	13.112278341597301
FACOAL206_neg	0.0
