	Ob.DHA.d_S147_L007_R1_001
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.451796940900364
EX_cbasp(e)_neg	8347.451566295224
EX_cbasp(e)_pos	19412.08654136381
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.221374084364965
EX_cdp(e)_pos	4.44274816872993
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.638345658414198
EX_cgly(e)_pos	10444.870583587219
EX_chol(e)_neg	6854.823924826615
EX_cholate(e)_neg	11754.33063193289
EX_chsterol(e)_neg	8.012162079341874
EX_chsterol(e)_pos	10894.982875997386
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.907609644991381
EX_cit(e)_pos	8717.391828206919
EX_citr_L(e)_neg	2.0291685014037704
EX_citr_L(e)_pos	12329.791452361389
EX_cl(e)_neg	8043.684120186894
EX_cmp(e)_neg	3.2275803272048176
EX_cmp(e)_pos	7.712868332814199
EX_co(e)_neg	0.0
EX_co(e)_pos	50506.27259053946
EX_co2(e)_neg	448.20620735635765
EX_co2(e)_pos	4188.633864839874
EX_coa(e)_neg	4.172872909506519
EX_coa(e)_pos	5.256386418055435
EX_coumarin(e)_neg	7.451796940900364
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	9.862862992413527
EX_creat(e)_pos	17685.670111483138
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	27584.179341010607
EX_crn(e)_neg	6781.652827692382
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	51447.21036085476
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	54061.361805864755
EX_crvnc(e)_neg	9.562058252460487
EX_crvnc(e)_pos	468.7328613309655
EX_csn(e)_neg	7.187536392419227
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	83.83227112114976
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	100.30287790927187
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	83.66258762798203
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	128.35155880375555
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	148.41753473618243
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.2275803272048176
EX_ctp(e)_pos	7.712868332814199
EX_cyan(e)_neg	6.707437211524356
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2691.989965441749
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6135.695203378441
EX_cytd(e)_neg	6108.001770957819
EX_dad_2(e)_neg	7606.620854722616
EX_dag_hs(e)_neg	7855.209388869495
EX_dca(e)_neg	19650.988635114252
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	10.75854497079507
EX_dcsptn1(e)_pos	194.8198550494868
EX_dcyt(e)_neg	7075.642047148802
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12440.103001934991
EX_ddecrn_neg	0.0
EX_ddecrn_pos	10372.808835200112
EX_debrisoquine(e)_neg	7.451796940900364
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12440.103001934991
EX_dgchol(e)_neg	6.7809815009648196
EX_dgchol(e)_pos	66677.68602589145
EX_dgmp(e)_neg	4.135659682718622
EX_dgmp(e)_pos	4.657817852954562
EX_dgsn(e)_neg	7562.542662508242
EX_dgtp(e)_neg	4.657817852954562
EX_dgtp(e)_pos	4.135659682718622
EX_dha(e)_neg	3.3914916380260762
EX_dha(e)_pos	3.3914916380260762
EX_dhap(e)_neg	3.3914916380260762
EX_dhap(e)_pos	3.3914916380260762
EX_dhdascb(e)_neg	4438.407022533751
EX_dheas(e)_neg	9.49441130893964
EX_dheas(e)_pos	59256.117389753985
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.445083524242285
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	65775.42590334022
EX_din(e)_neg	7776.486316230038
EX_dlnlcg(e)_neg	6.081107623865186
EX_dlnlcg(e)_pos	48.17207259758898
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.903444894819448
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	45.77131867784433
EX_doco13ac_neg	17965.53834224421
EX_doco13ac_pos	0.0
EX_docosac_neg	15641.069769732867
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15641.069769732863
EX_dopa(e)_neg	5.954015000304079
EX_dopa(e)_pos	9318.26904190779
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	32074.52447122336
EX_dpcoa(e)_neg	6588.971493253079
EX_dpcoa(e)_pos	27551.84948510472
EX_drib(e)_neg	6.954812983575328
EX_drib(e)_pos	7938.033185334285
EX_dtdp(e)_neg	2.221374084364965
EX_dtdp(e)_pos	4.44274816872993
EX_dtmp(e)_neg	3.2275803272048176
EX_dtmp(e)_pos	7.712868332814199
EX_dttp(e)_neg	3.2275803272048176
EX_dttp(e)_pos	7.712868332814199
EX_duri(e)_neg	6.614129638500406
EX_duri(e)_pos	6821.434355788762
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.451796940900365
EX_ebastine(e)_neg	12.893019506860707
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.893019506860707
EX_eicostet(e)_neg	7.73816931660615
EX_eicostet(e)_pos	31.946396359603764
EX_elaid(e)_neg	6.919697682758731
EX_elaid(e)_pos	5060.348144490945
EX_estradiol(e)_neg	11.55003156907768
EX_estradiol(e)_pos	51073.956212788355
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	56422.074968807996
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	59109.72355084714
EX_estrones(e)_neg	9.140055090727255
EX_estrones(e)_pos	54671.5640013737
EX_etoh(e)_neg	5.627840888129938
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.409040345894052
EX_fad(e)_pos	16223.65885874892
EX_fald(e)_neg	4.313330239407953
EX_fald(e)_pos	20958.170899930585
EX_fe2(e)_neg	3.432267963927103
EX_fe2(e)_pos	50494.231424215184
EX_fe3(e)_neg	3.2964958986039568
EX_fe3(e)_pos	49057.17387754093
EX_fmn(e)_neg	16223.65885874892
EX_fmn(e)_pos	17203.609420790082
EX_fol(e)_neg	2225.543247325002
EX_for(e)_neg	4.01242086003165
EX_for(e)_pos	14973.996676590663
EX_fru(e)_neg	4.949169411446898
EX_fru(e)_pos	2794.432651319824
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	9653.196461118663
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11466.360023195473
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17374.026603583705
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	10434.368817381745
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	11452.074046973197
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	11494.536441642684
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	10935.889971356553
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	9526.507939292047
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	8788.729947335734
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	9419.26402459269
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	11009.20336841072
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	11382.573283704996
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10059.563388822362
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10311.356157771055
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.344763412656512
EX_gal(e)_neg	4140.407595859313
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9316.801914264783
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10205.604556823555
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9099.915940264038
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8188.614792401605
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	9520.823451143053
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6325.964647022282
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11157.075694945464
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	11747.48740111295
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	12230.142021507596
EX_gd1c_hs(e)_neg	0.0
EX_gd1c_hs(e)_pos	12349.109476172178
EX_gdp(e)_neg	3.088214069178612
EX_gdp(e)_pos	3.088214069178612
EX_glc(e)_neg	2.375
EX_glc(e)_pos	2567.274323462755
EX_glcur(e)_neg	5.332267963927104
EX_glcur(e)_pos	10.879976023190505
EX_glgchlo(e)_neg	0.0
EX_glgchlo(e)_pos	13637.077153263535
EX_gln_L(e)_neg	4.852699145581827
EX_gln_L(e)_pos	7971.620106871501
EX_gltcho(e)_neg	0.0
EX_gltcho(e)_pos	14955.331445169015
EX_gltdechol(e)_neg	0.0
EX_gltdechol(e)_pos	3800.0
EX_glu_L(e)_neg	3.5901979432952342
EX_glu_L(e)_pos	8302.418433482457
EX_gluala(e)_neg	5.381826411775791
EX_gluala(e)_pos	9209.954141819926
EX_gly(e)_neg	5595.375847655107
EX_glyb(e)_neg	18.297962446379987
EX_glyb(e)_pos	10258.761986110352
EX_glyc(e)_neg	4140.407595859313
EX_glyc_S(e)_neg	0.0
EX_glyc_S(e)_pos	6515.886618174568
EX_glygly(e)_neg	12733.013046509754
EX_glygn2(e)_neg	13.444307640716035
EX_glygn2(e)_pos	0.0
EX_glygn4(e)_neg	4.275
EX_glygn4(e)_pos	13.444307640716035
EX_glygn5(e)_neg	5.082151662117116
EX_glygn5(e)_pos	19.48671250173098
EX_glyleu(e)_neg	9610.642055413142
EX_glyphe(e)_neg	10801.990070385807
EX_glypro(e)_neg	9343.762136737201
EX_glysar(e)_neg	16958.065720004342
EX_gmp(e)_neg	6.163490464058912
EX_gmp(e)_pos	7.3021046249474875
EX_gp1c_hs(e)_neg	0.0
EX_gp1c_hs(e)_pos	12968.381968838155
EX_gp1calpha_hs(e)_neg	0.0
EX_gp1calpha_hs(e)_pos	13008.60733054812
EX_gq1b_hs(e)_neg	0.0
EX_gq1b_hs(e)_pos	12784.615143936879
EX_gq1balpha_hs(e)_neg	0.0
EX_gq1balpha_hs(e)_pos	12701.20691110819
EX_gsn(e)_neg	5809.525954755398
EX_gt1a_hs(e)_neg	0.0
EX_gt1a_hs(e)_pos	12529.718161750785
EX_gthox(e)_neg	0.0
EX_gthox(e)_pos	15080.072262745714
EX_gthrd(e)_neg	2.5556006568870613
EX_gthrd(e)_pos	13698.787722238701
EX_gtp(e)_neg	3.088214069178612
EX_gtp(e)_pos	0.0
EX_gua(e)_neg	6.413243874830711
EX_gua(e)_pos	6123.714772500513
EX_gum(e)_neg	3800.0
EX_gum(e)_pos	0.0
EX_gumdchac(e)_neg	0.0
EX_gumdchac(e)_pos	3800.0
EX_gumgchol(e)_neg	0.0
EX_gumgchol(e)_pos	13637.07715326353
EX_gumtchol(e)_neg	0.0
EX_gumtchol(e)_pos	14955.331445169015
EX_h(e)_neg	232.27123505003328
EX_h(e)_pos	2229.4182405662627
EX_h2o(e)_neg	245.70741869228254
EX_h2o(e)_pos	3450.7859793222033
EX_h2o2(e)_neg	3.9613253626054723
EX_h2o2(e)_pos	5699.715769618787
EX_ha(e)_neg	36.539017737490255
EX_ha(e)_pos	18397.11167468665
EX_ha_pre1(e)_neg	14.589489709717729
EX_ha_pre1(e)_pos	18850.547316677556
EX_hco3(e)_neg	435.6384112945966
EX_hco3(e)_pos	5243.50556805114
EX_hcoumarin(e)_neg	0.0
EX_hcoumarin(e)_pos	7.451796940900365
EX_hdca(e)_neg	6.560088094488361
EX_hdca(e)_pos	12878.522175866472
EX_hdcea(e)_neg	10184.772028259144
EX_hestratriol(e)_neg	0.0
EX_hestratriol(e)_pos	50298.173340728295
EX_hexc(e)_neg	9.897265278668742
EX_hexc(e)_pos	0.0
EX_his_L(e)_neg	5258.518956793262
EX_hista(e)_neg	10.585137253990366
EX_hista(e)_pos	5258.518956793262
EX_hom_L(e)_neg	0.0
EX_hom_L(e)_pos	0.0
EX_hpdca(e)_neg	32.67806134595122
EX_hpdca(e)_pos	0.0
EX_hspg(e)_neg	342.6096324902785
EX_hspg(e)_pos	0.0
EX_htaxol(e)_neg	0.0
EX_htaxol(e)_pos	7.451796940900364
EX_hxan(e)_neg	5.715521826188945
EX_hxan(e)_pos	6008.22096037972
EX_hyptaur(e)_neg	2850.0
EX_hyptaur(e)_pos	4750.0
EX_i(e)_neg	9.983622478994898
EX_i(e)_pos	0.0
EX_idour(e)_neg	0.0
EX_idour(e)_pos	444.1630768929626
EX_idp(e)_neg	2.151690955351862
EX_idp(e)_pos	3.2275803272048176
EX_ile_L(e)_neg	4.75
EX_ile_L(e)_pos	7670.442150515474
EX_imp(e)_neg	0.0
EX_imp(e)_pos	7.4341358167617875
EX_inost(e)_neg	10.651408141850991
EX_inost(e)_pos	6244.695422731009
EX_ins(e)_neg	5924.11549665258
EX_itp(e)_neg	3.2275803272048176
EX_itp(e)_pos	3.2275803272048176
EX_ivcrn_neg	0.0
EX_ivcrn_pos	10783.589819964189
EX_k(e)_neg	0.0
EX_k(e)_pos	0.0
EX_ksi(e)_neg	4.035609186612956
EX_ksi(e)_pos	1782.1871340334608
EX_ksi_deg1(e)_neg	0.0
EX_ksi_deg1(e)_pos	1754.301656217496
EX_ksii_core2(e)_neg	98.7325472487925
EX_ksii_core2(e)_pos	293.6678999099592
EX_ksii_core4(e)_neg	106.55443796096245
EX_ksii_core4(e)_pos	484.9629981476743
EX_lac_D(e)_neg	2.3605553209034165
EX_lac_D(e)_pos	3520.9499454287943
EX_lac_L(e)_neg	2.3605553209034165
EX_lac_L(e)_pos	3470.7018072987607
EX_lcts(e)_neg	4.364046063557619
EX_lcts(e)_pos	7250.349496820146
EX_leu_L(e)_neg	4.75
EX_leu_L(e)_pos	3787.152427681925
EX_leugly(e)_neg	9610.642055413144
EX_leuktrA4(e)_neg	3.5115704742961773
EX_leuktrA4(e)_pos	4389.0335899377405
EX_leuktrB4(e)_neg	0.0
EX_leuktrB4(e)_pos	3504.4503562128193
EX_leuktrC4(e)_neg	5.646753201140735
EX_leuktrC4(e)_pos	22143.49563451897
EX_leuktrD4(e)_neg	4.127143106664454
EX_leuktrD4(e)_pos	17840.816020011735
EX_leuktrE4(e)_neg	4.75516033421927
EX_leuktrE4(e)_pos	17438.802766291585
EX_leuktrF4(e)_neg	5.618938679118146
EX_leuktrF4(e)_pos	21033.56824325375
EX_leuleu(e)_neg	10157.333587099167
EX_lgnc(e)_neg	20.82739142201722
EX_lgnc(e)_pos	9.897265278668742
EX_limnen(e)_neg	7.451796940900363
EX_limnen(e)_pos	0.0
EX_lipoate(e)_neg	0.0
EX_lipoate(e)_pos	0.0
EX_lneldc(e)_neg	13.718850402307151
EX_lneldc(e)_pos	9087.389562162043
EX_lnlc(e)_neg	6.013730002586878
EX_lnlc(e)_pos	0.0
EX_lnlnca(e)_neg	6.885768181333843
EX_lnlnca(e)_pos	0.0
EX_lnlncg(e)_neg	12.48373461256058
EX_lnlncg(e)_pos	49.128892131255334
EX_lpchol_hs(e)_neg	13634.976256045513
EX_lys_L(e)_neg	12.264922485482995
EX_lys_L(e)_pos	3.9394811298704537
EX_mag_hs(e)_neg	5223.683954420605
EX_mal_L(e)_neg	5368.345965860561
EX_mal_L(e)_pos	9121.203398839509
EX_malcoa(e)_neg	5.256386418055435
EX_malcoa(e)_pos	0.0
EX_malt(e)_neg	3016.0758310585584
EX_malthp(e)_neg	4.275
EX_malthp(e)_pos	19.274688196656253
EX_malthx(e)_neg	2.85
EX_malthx(e)_pos	15.183546528835599
EX_maltpt(e)_neg	2.85
EX_maltpt(e)_pos	13.2
EX_malttr(e)_neg	2.6440505540390387
EX_malttr(e)_pos	30.6
EX_maltttr(e)_neg	2.85
EX_maltttr(e)_pos	20.6
EX_man(e)_neg	5158.2040224289685
EX_meoh(e)_neg	5.627840888129938
EX_meoh(e)_pos	21775.78038981003
EX_mepi(e)_neg	0.0
EX_mepi(e)_pos	41837.787775229175
EX_mercplaccys(e)_neg	0.0
EX_mercplaccys(e)_pos	15870.644861424817
EX_met_L(e)_neg	10.638294515826153
EX_met_L(e)_pos	10126.61837019885
EX_mthgxl(e)_neg	0.0
EX_mthgxl(e)_pos	4668.615939094964
EX_n2m2nmasn(e)_neg	58.21570249538509
EX_n2m2nmasn(e)_pos	753.12868753089
EX_na1(e)_neg	0.0
EX_nac(e)_neg	11.57771398664537
EX_nac(e)_pos	28.81521592945755
EX_nad(e)_neg	4.700763738752598
EX_nad(e)_pos	0.0
EX_nadp(e)_neg	4.700763738752598
EX_nadp(e)_pos	0.0
EX_ncam(e)_neg	2.8499999999999996
EX_ncam(e)_pos	19.33527154606911
EX_nh4(e)_neg	522.9329250016456
EX_nh4(e)_pos	4981.789224255686
EX_nifedipine(e)_neg	0.0
EX_nifedipine(e)_pos	0.0
EX_no(e)_neg	6.7449329777458145
EX_no(e)_pos	57574.28102724047
EX_no2(e)_neg	5.332267963927104
EX_no2(e)_pos	5.4399880115952515
EX_npthl(e)_neg	7.451796940900363
EX_npthl(e)_pos	0.0
EX_nrpphr(e)_neg	5.712485465971864
EX_nrpphr(e)_pos	29549.340402471913
EX_nrpphrsf(e)_neg	0.0
EX_nrpphrsf(e)_pos	71512.12037264023
EX_nrvnc(e)_neg	21.470540513703916
EX_nrvnc(e)_pos	0.0
EX_o2(e)_neg	3739.1778184325776
EX_o2s(e)_neg	3.1936114752504854
EX_o2s(e)_pos	8833.571313741812
EX_oagd3_hs(e)_neg	0.0
EX_oagd3_hs(e)_pos	19073.60589588799
EX_oagt3_hs(e)_neg	0.0
EX_oagt3_hs(e)_pos	18337.271151548266
EX_ocdca(e)_neg	5078.59975068774
EX_ocdcea(e)_neg	6.887238476536244
EX_ocdcea(e)_pos	8829.158825955714
EX_octa(e)_neg	8841.391097351543
EX_oh1(e)_neg	0.0
EX_oh1(e)_pos	0.0
EX_omeprazole(e)_neg	7.451796940900365
EX_omeprazole(e)_pos	0.0
EX_onpthl(e)_neg	0.0
EX_onpthl(e)_pos	7.451796940900363
EX_orn(e)_neg	4.419814587022364
EX_orn(e)_pos	10992.30745006258
EX_orot(e)_neg	6.645854928495652
EX_orot(e)_pos	8384.713543870592
EX_oxa(e)_neg	0.0
EX_oxa(e)_pos	11162.335736223662
EX_paf_hs(e)_neg	4.719504175961141
EX_paf_hs(e)_pos	6.772828299475231
EX_pan4p(e)_neg	5356.09817381871
EX_pan4p(e)_pos	6588.971493253079
EX_pchol_hs(e)_neg	13.700400303008625
EX_pchol_hs(e)_pos	10402.165747502659
EX_pe_hs(e)_neg	3325.0
EX_pect(e)_neg	5041.14852306379
EX_pect(e)_pos	0.0
EX_pectindchac(e)_neg	0.0
EX_pectindchac(e)_pos	5041.148523063791
EX_pectingchol(e)_neg	0.0
EX_pectingchol(e)_pos	14249.58150651105
EX_pectintchol(e)_neg	0.0
EX_pectintchol(e)_pos	15450.190278411586
EX_peplys(e)_neg	0.0
EX_peplys(e)_pos	0.0
EX_perillyl(e)_neg	0.0
EX_perillyl(e)_pos	7.451796940900363
EX_pglyc_hs(e)_neg	5.439988011595253
EX_pglyc_hs(e)_pos	13440.703783199535
EX_phe_L(e)_neg	5928.964103735788
EX_pheacgln(e)_neg	0.0
EX_pheacgln(e)_pos	18703.45644192782
EX_pheme(e)_neg	50506.27259053946
EX_phyQ(e)_neg	0.0
EX_phyQ(e)_pos	0.0
EX_phyt(e)_neg	45.77131867784433
EX_phyt(e)_pos	0.0
EX_pi(e)_neg	493.8713250121554
EX_pi(e)_pos	6143.900684675404
EX_pnto_R(e)_neg	285.0
EX_pnto_R(e)_pos	6136.182689924593
EX_ppa(e)_neg	4.590767331525589
EX_ppa(e)_pos	9994.305865278835
EX_ppi(e)_neg	3.7685242302381288
EX_ppi(e)_pos	21411.511746959237
EX_prgstrn(e)_neg	6.224541592220023
EX_prgstrn(e)_pos	60909.27817050353
EX_pro_D(e)_neg	0.0
EX_pro_D(e)_pos	0.0
EX_pro_L(e)_neg	6.39228808472337
EX_pro_L(e)_pos	8150.513844920403
EX_progly(e)_neg	9343.762136737203
EX_prostgd2(e)_neg	2.671952399774484
EX_prostgd2(e)_pos	136.1452168309577
EX_prostge1(e)_neg	4.292140443840519
EX_prostge1(e)_pos	15.576421331521555
EX_prostge2(e)_neg	3.3534816447002407
EX_prostge2(e)_pos	16.170618026019593
EX_prostgf2(e)_neg	4.9703225567464
EX_prostgf2(e)_pos	141.75843941057516
EX_prostgh2(e)_neg	2.671952399774484
EX_prostgh2(e)_pos	133.00281710015716
EX_prostgi2(e)_neg	6.12675234203436
EX_prostgi2(e)_pos	160.90183382898672
EX_prpp(e)_neg	3.9717764011887153
EX_prpp(e)_pos	26501.62804768428
EX_ps_hs(e)_neg	6.449204251427404
EX_ps_hs(e)_pos	14244.229702645285
EX_psyl(e)_neg	3800.0
EX_psyl(e)_pos	0.0
EX_psylchol(e)_neg	0.0
EX_psylchol(e)_pos	13637.077153263535
EX_psyltchol(e)_neg	0.0
EX_psyltchol(e)_pos	14955.331445169015
EX_psyltdechol(e)_neg	0.0
EX_psyltdechol(e)_pos	3800.0
EX_ptdca(e)_neg	28.5708624297784
EX_ptdca(e)_pos	0.0
EX_ptrc(e)_neg	5.618106935565591
EX_ptrc(e)_pos	14161.439274823224
EX_ptth(e)_neg	6135.695203378439
EX_ptth(e)_pos	5657.491608007293
EX_pydam(e)_neg	10056.387299273878
EX_pydx(e)_neg	7818.665307676275
EX_pydx5p(e)_neg	9.169143583779498
EX_pydx5p(e)_pos	9533.72477939023
EX_pydxn(e)_neg	9034.062902379359
EX_pyr(e)_neg	3.5434063032834495
EX_pyr(e)_pos	4344.314130289307
EX_q10(e)_neg	5535.614509254127
EX_q10h2(e)_pos	5535.6145092541265
EX_rbt(e)_neg	0.0
EX_rbt(e)_pos	6402.960606959936
EX_retfa(e)_neg	5.439988011595253
EX_retfa(e)_pos	1208.6258328968545
EX_retinol(e)_neg	794.3795268930004
EX_retinol(e)_pos	23.84044615492165
EX_retinol_9_cis(e)_neg	0.0
EX_retinol_9_cis(e)_pos	1604.5387994862463
EX_retinol_cis_11(e)_neg	0.0
EX_retinol_cis_11(e)_pos	1604.5387994862463
EX_retn(e)_neg	340.4968109353547
EX_retn(e)_pos	815.8812206077258
EX_retnglc(e)_neg	0.0
EX_retnglc(e)_pos	3831.869445898132
EX_rib_D(e)_neg	4970.9406329527355
EX_ribflv(e)_neg	17222.453093776632
EX_s2l2fn2m2masn(e)_neg	4.035609186612956
EX_s2l2fn2m2masn(e)_pos	783.1615239602511
EX_s2l2n2m2masn(e)_neg	73.9296846532187
EX_s2l2n2m2masn(e)_pos	648.5566359154622
EX_sarcs(e)_neg	9.950680816494092
EX_sarcs(e)_pos	0.0
EX_sbt-d(e)_neg	4917.902098734355
EX_sel(e)_neg	0.0
EX_sel(e)_pos	0.0
EX_ser_D(e)_neg	0.0
EX_ser_D(e)_pos	0.0
EX_ser_L(e)_neg	3.4691454669464803
EX_ser_L(e)_pos	6635.3862242568985
EX_sfcys(e)_pos	21369.13947892148
EX_sl_L(e)_neg	0.0
EX_sl_L(e)_pos	14661.806126623367
EX_so3(e)_neg	0.0
EX_so3(e)_pos	0.0
EX_so4(e)_neg	1192.7272471401411
EX_so4(e)_pos	13559.113682051962
EX_spc_hs(e)_neg	11.332970692745807
EX_spc_hs(e)_pos	27909.89292692403
EX_sph1p(e)_neg	13.065770139970454
EX_sph1p(e)_pos	19151.761690315147
EX_sphs1p(e)_neg	9.283675214007703
EX_sphs1p(e)_pos	32142.39673194955
EX_spmd(e)_neg	5.53103253524817
EX_spmd(e)_pos	23495.01976875209
EX_sprm(e)_neg	2.001172418735458
EX_sprm(e)_pos	15135.244213859867
EX_srtn(e)_neg	0.0
EX_srtn(e)_pos	7.486420194096891
EX_strch1(e)_neg	13.444307640716035
EX_strch1(e)_pos	0.0
EX_strch2(e)_neg	5.391075831058558
EX_strch2(e)_pos	13.444307640716035
EX_strdnc(e)_neg	9.591246524024465
EX_strdnc(e)_pos	6.90793845744833
EX_succ(e)_neg	6.2391290315950805
EX_succ(e)_pos	5510.943611415745
EX_sucr(e)_neg	3.4910758310585583
EX_sucr(e)_pos	0.0
EX_tag_hs(e)_neg	8.212427657533455
EX_tag_hs(e)_pos	7.93780417764484
EX_tagat_D(e)_neg	6.947062518988309
EX_tagat_D(e)_pos	0.0
EX_taur(e)_neg	2.3179686015570873
EX_taur(e)_pos	2850.0
EX_taxol(e)_neg	7.451796940900363
EX_taxol(e)_pos	0.0
EX_tchola(e)_neg	3.8
EX_tchola(e)_pos	13067.14696747137
EX_tcynt(e)_neg	5.3322679639271024
EX_tcynt(e)_pos	11.10988659783239
EX_tdchola(e)_neg	5.476510807244238
EX_tdchola(e)_pos	66592.71161618805
EX_tdcrn_neg	0.0
EX_tdcrn_pos	8026.74595691149
EX_tdechola(e)_neg	3800.0
EX_tdechola(e)_pos	0.0
EX_tetdec2crn_neg	0.0
EX_tetdec2crn_pos	12440.103001934991
EX_tetdece1crn_neg	0.0
EX_tetdece1crn_pos	12440.103001934991
EX_tethex3(e)_neg	10.051491011479333
EX_tethex3(e)_pos	7.780977374885061
EX_tetpent3(e)_neg	7.780977374885062
EX_tetpent3(e)_pos	0.0
EX_tetpent6(e)_neg	10.758544970795068
EX_tetpent6(e)_pos	0.0
EX_tettet6(e)_neg	10.051491011479333
EX_tettet6(e)_pos	0.0
EX_thf(e)_neg	6.143033465983587
EX_thf(e)_pos	4903.243535184015
EX_thm(e)_neg	11960.747113720226
EX_thmmp(e)_neg	9.032407683752815
EX_thmmp(e)_pos	11960.747113720232
EX_thmtp(e)_neg	0.0
EX_thmtp(e)_pos	27472.416565337528
EX_thr_L(e)_neg	4.808498783004878
EX_thr_L(e)_pos	0.0
EX_thym(e)_neg	9.151889682055861
