	Ob-DHA-c_S138_L007_R1_001	WT-1012-a_S120_L007_R1_001	Ob-1012-a_S125_L007_R1_001	Ob-DHA-a_S123_L007_R1_001
GCALDD_pos	10.99305867371655	9.206110827235452	10.899183184787146	10.964622447451926
GCALDDm_pos	10.995095809447461	9.81810279716713	11.028230704599432	10.861722792683103
GCC2am_pos	6.62917445011398	5.344207123950689	7.026302110867295	6.51904647493452
GCC2am_neg	6.62917445011398	5.344207123950689	7.026302110867295	6.51904647493452
GCC2bim_pos	6.62917445011398	5.344207123950689	7.026302110867295	6.51904647493452
GCC2cm_pos	6.62917445011398	5.344207123950689	7.026302110867295	6.51904647493452
GCC2cm_neg	6.62917445011398	5.344207123950689	7.026302110867295	6.51904647493452
GCCam_pos	6.62917445011398	5.344207123950689	7.026302110867295	6.51904647493452
GCCam_neg	6.62917445011398	5.344207123950689	7.026302110867295	6.51904647493452
GCCbim_pos	6.62917445011398	5.344207123950689	7.026302110867295	6.51904647493452
GCCcm_pos	6.62917445011398	5.344207123950689	7.026302110867295	6.51904647493452
GCCcm_neg	6.62917445011398	5.344207123950689	7.026302110867295	6.51904647493452
GCHOLAt_pos	0.0	0.0	0.0	0.0
GCHOLAt_neg	0.0	0.0	0.0	0.0
GCHOLAt2_pos	9.1767964781476	8.581577215536518	8.854837223203628	9.268425036090656
GCHOLAt3_pos	8.140931995320686	7.351557662450426	8.116863757690899	7.69522829149575
GCHOLAte_pos	0.0	0.0	0.0	0.0
GCHOLAte_neg	0.0	0.0	0.0	0.0
GCHOLAtx_pos	0.0	0.0	0.0	0.0
GCHOLAtx_neg	0.0	0.0	0.0	0.0
GCNTg_pos	3.144046369616707	2.4329594072761065	3.3687683490903346	2.8914191868460786
GD1B2te_pos	0.0	0.0	0.0	0.0
GD1B2te_neg	0.0	0.0	0.0	0.0
GD1B2tg_pos	0.0	0.0	0.0	0.0
GD1B2tg_neg	0.0	0.0	0.0	0.0
GD1Cte_pos	0.0	0.0	0.0	0.0
GD1Cte_neg	0.0	0.0	0.0	0.0
GD1Ctg_pos	0.0	0.0	0.0	0.0
GD1Ctg_neg	0.0	0.0	0.0	0.0
GDPFUCtg_pos	3.3645724322958563	2.503348735167504	3.349082146391089	3.3015876466031866
GDPFUCtg_neg	3.3645724322958563	2.503348735167504	3.349082146391089	3.3015876466031866
GDPtg_pos	0.0	0.0	0.0	0.0
GDPtg_neg	0.0	0.0	0.0	0.0
GF6PTA_pos	3.282439805006387	1.5897634869849775	3.2957230245399685	2.773996325111173
GFUCS_pos	4.733354340613827	4.195347598322219	4.7692427951405385	4.644433152406245
GGH_10FTHF5GLUe_pos	3.2357270598380583	3.2883585621936606	3.776103988073164	3.560714954474479
GGH_10FTHF5GLUl_pos	3.2357270598380583	3.2883585621936606	3.776103988073164	3.560714954474479
GGH_10FTHF6GLUe_pos	3.2357270598380583	3.2883585621936606	3.776103988073164	3.560714954474479
GGH_10FTHF6GLUl_pos	3.2357270598380583	3.2883585621936606	3.776103988073164	3.560714954474479
GGH_10FTHF7GLUe_pos	3.2357270598380583	3.2883585621936606	3.776103988073164	3.560714954474479
GGH_10FTHF7GLUl_pos	3.2357270598380583	3.2883585621936606	3.776103988073164	3.560714954474479
GGH_5DHFe_pos	3.2357270598380583	3.2883585621936606	3.776103988073164	3.560714954474479
GGH_5DHFl_pos	3.2357270598380583	3.2883585621936606	3.776103988073164	3.560714954474479
GGH_5THFe_pos	3.2357270598380583	3.2883585621936606	3.776103988073164	3.560714954474479
GGH_5THFl_pos	3.2357270598380583	3.2883585621936606	3.776103988073164	3.560714954474479
GGH_6DHFe_pos	3.2357270598380583	3.2883585621936606	3.776103988073164	3.560714954474479
GGH_6DHFl_pos	3.2357270598380583	3.2883585621936606	3.776103988073164	3.560714954474479
GGH_6THFe_pos	3.2357270598380583	3.2883585621936606	3.776103988073164	3.560714954474479
GGH_6THFl_pos	3.2357270598380583	3.2883585621936606	3.776103988073164	3.560714954474479
GGH_7DHFe_pos	3.2357270598380583	3.2883585621936606	3.776103988073164	3.560714954474479
GGH_7DHFl_pos	3.2357270598380583	3.2883585621936606	3.776103988073164	3.560714954474479
GGH_7THFe_pos	3.2357270598380583	3.2883585621936606	3.776103988073164	3.560714954474479
GGH_7THFl_pos	3.2357270598380583	3.2883585621936606	3.776103988073164	3.560714954474479
GGLUCT_pos	0.0	0.0	0.0	0.0
GGNG_pos	6.845490050944375	5.998421188729135	6.799087306074004	6.840589117996919
GGT_L_pos	0.0	0.0	0.0	0.0
GGT_U_pos	0.0	0.0	0.0	0.0
GGT5r_pos	1.8519988371124463	1.6644828403646825	2.032100843167024	1.6870606883398924
GGT5r_neg	1.8519988371124463	1.6644828403646825	2.032100843167024	1.6870606883398924
GGT6_pos	0.0	0.0	0.0	0.0
GGT6_neg	0.0	0.0	0.0	0.0
GHMT2r_pos	7.42450224854271	6.494735604862796	7.25304379464515	7.290111028974175
GHMT2r_neg	7.42450224854271	6.494735604862796	7.25304379464515	7.290111028974175
GHMT2rm_pos	8.218248387980127	7.3348542693316325	8.260919533662905	8.138886126872915
GHMT2rm_neg	8.218248387980127	7.3348542693316325	8.260919533662905	8.138886126872915
GHMT3_pos	7.42450224854271	6.494735604862796	7.25304379464515	7.290111028974175
GHMT3m_pos	6.988911864954021	6.175125349657719	7.278077701459837	6.981396031972149
GK1_pos	5.7230123963923685	4.836429131161648	5.588564737401351	5.68901954137795
GK1_neg	5.7230123963923685	4.836429131161648	5.588564737401351	5.68901954137795
GK1m_pos	5.7230123963923685	4.836429131161648	5.588564737401351	5.68901954137795
GK1m_neg	5.7230123963923685	4.836429131161648	5.588564737401351	5.68901954137795
GLACO_pos	10.779522386743768	8.829151885663649	10.595565198703044	10.7587728667783
GLACOm_pos	10.794805731246653	9.66906220864346	10.822483199103509	10.69169118345632
GLACter_pos	0.0	0.0	0.0	0.0
GLACter_neg	0.0	0.0	0.0	0.0
GLAl_pos	1.8718436485093177	1.1243281350022014	2.4059923596758366	1.899175630480513
GLB1_pos	6.048214384608036	5.480022713410544	6.1762728998536325	5.93969674069176
GLBRAN_pos	7.0916998341368105	4.728464765092534	6.6739803512298534	6.787249608467913
GLCAASE1ly_pos	5.048323386537814	3.140778655782796	5.28318097894557	4.80683958179819
GLCAASE4ly_pos	5.048323386537814	3.140778655782796	5.28318097894557	4.80683958179819
GLCAASE5ly_pos	5.048323386537814	3.140778655782796	5.28318097894557	4.80683958179819
GLCAASE6ly_pos	5.048323386537814	3.140778655782796	5.28318097894557	4.80683958179819
GLCAASE7ly_pos	5.048323386537814	3.140778655782796	5.28318097894557	4.80683958179819
GLCAASE8ly_pos	5.048323386537814	3.140778655782796	5.28318097894557	4.80683958179819
GLCAASE9ly_pos	5.048323386537814	3.140778655782796	5.28318097894557	4.80683958179819
GLCAE1g_pos	0.0	0.0	0.0	0.0
GLCAE2g_pos	3.1292830169449664	1.7949356628035362	3.189033824390017	3.0686708106650986
GLCAT2g_pos	4.5109619192773796	3.2102329900958493	4.605257262939004	4.168722254360655
GLCAT3g_pos	4.5109619192773796	3.2102329900958493	4.605257262939004	4.168722254360655
GLCAT4g_pos	4.5109619192773796	3.2102329900958493	4.605257262939004	4.168722254360655
GLCAT5g_pos	4.5109619192773796	3.2102329900958493	4.605257262939004	4.168722254360655
GLCAT6g_pos	5.255500733148386	4.634593268445757	5.251340382788616	5.24412594328373
GLCAT7g_pos	5.255500733148386	4.634593268445757	5.251340382788616	5.24412594328373
GLCAT8g_pos	5.255500733148386	4.634593268445757	5.251340382788616	5.24412594328373
GLCAT9g_pos	5.255500733148386	4.634593268445757	5.251340382788616	5.24412594328373
GLCATg_pos	4.901108243014512	5.159064008810545	5.356143810225276	4.904965718684027
GLCMter_pos	0.0	0.0	0.0	0.0
GLCNACASE1ly_pos	3.9891390073682333	3.763411574470007	4.399854673572431	3.876762490781555
GLCNACASE2ly_pos	3.9891390073682333	3.763411574470007	4.399854673572431	3.876762490781555
GLCNACASE3ly_pos	3.9891390073682333	3.763411574470007	4.399854673572431	3.876762490781555
GLCNACASE4ly_pos	3.9891390073682333	3.763411574470007	4.399854673572431	3.876762490781555
GLCNACASE5ly_pos	3.9891390073682333	3.763411574470007	4.399854673572431	3.876762490781555
GLCNACDASg_pos	6.239932613485236	4.749534267669262	6.361066488794321	5.769507291436245
GLCNACPT_L_pos	4.622930350920177	3.552131108253784	4.697662633470518	4.377817853083645
GLCNACPT_U_pos	4.622930350920177	3.552131108253784	4.697662633470518	4.377817853083645
GLCNACT_L_pos	0.0	0.0	0.0	0.0
GLCNACT_U_pos	0.0	0.0	0.0	0.0
GLCNACT1g_pos	4.000901402741532	2.929790997718597	4.161081482277184	3.6587827340128274
GLCNACT2g_pos	5.839707698350369	4.936873461824233	5.843983844048327	5.787902559391432
GLCNACT3g_pos	5.839707698350369	4.936873461824233	5.843983844048327	5.787902559391432
GLCNACT4g_pos	5.839707698350369	4.936873461824233	5.843983844048327	5.787902559391432
GLCNACT5g_pos	5.839707698350369	4.936873461824233	5.843983844048327	5.787902559391432
GLCt1r_pos	7.929140028802584	6.526694845541975	8.058316495590823	7.833585883396175
GLCt1r_neg	7.929140028802584	6.526694845541975	8.058316495590823	7.833585883396175
GLCt2_2_pos	1.0976107966264221	0.34482849699744117	0.7398481026993274	0.3785116232537299
GLCt2_2_neg	1.0976107966264221	0.34482849699744117	0.7398481026993274	0.3785116232537299
GLCt4_pos	1.4646682670034443	1.292781749227846	1.2387868595871168	1.3276873641760472
GLCt4_neg	1.4646682670034443	1.292781749227846	1.2387868595871168	1.3276873641760472
GLCter_pos	0.0	0.0	0.0	0.0
GLCter_neg	0.0	0.0	0.0	0.0
GLCtg_pos	3.0250287944915226	2.3923174227787602	2.8797057662822882	2.533563348214512
GLCtg_neg	3.0250287944915226	2.3923174227787602	2.8797057662822882	2.533563348214512
GLCtly_pos	0.0	0.0	0.0	0.0
GLCURter_pos	0.0	0.0	0.0	0.0
GLCURtly_pos	4.513490745588118	3.795974694206668	4.6082178530214595	4.172327491657617
GLCURtly_neg	4.513490745588118	3.795974694206668	4.6082178530214595	4.172327491657617
GLDBRAN_pos	4.129283016944966	2.6530600171045644	4.155425431747197	3.8186460828225393
GLGNS1_pos	6.845490050944375	5.998421188729135	6.799087306074004	6.840589117996919
GLNALANaEx_pos	1.8196681834964554	1.0356239097307212	1.5558161550616396	0.8559896973084807
GLNASNNaEx_pos	1.8196681834964554	1.0356239097307212	1.5558161550616396	0.8559896973084807
GLNCYSNaEx_pos	1.8196681834964554	1.0356239097307212	1.5558161550616396	0.8559896973084807
GLNLASEer_pos	0.0	0.0	0.0	0.0
GLNLASEer_neg	0.0	0.0	0.0	0.0
GLNS_pos	9.101608058502118	8.344517843927468	7.734777350797475	8.976420920770824
GLNSERNaEx_pos	1.8196681834964554	1.0356239097307212	1.5558161550616396	0.8559896973084807
GLNt4_pos	8.761085771869094	7.811663685272846	9.303803575449686	8.52646011467275
GLNTHRNaEx_pos	1.8196681834964554	1.0356239097307212	1.5558161550616396	0.8559896973084807
GLNtm_pos	0.0	0.0	0.0	0.0
GLNtN1_pos	9.330222245910724	8.863009218126422	9.696741544252928	9.159064008810546
GLNtN1_neg	9.330222245910724	8.863009218126422	9.696741544252928	9.159064008810546
GLPASE1_pos	2.3362833878644325	1.1953475983222193	2.782408564927373	1.495695162624069
GLPASE2_pos	2.3362833878644325	1.1953475983222193	2.782408564927373	1.495695162624069
GLRASE_pos	0.0	0.0	0.0	0.0
GLRASE_neg	0.0	0.0	0.0	0.0
GLU5Km_pos	1.6825732973475784	0.879705766282288	1.713695814843359	1.0565835283663676
GLUCYS_pos	7.634266534203416	5.792334805706692	7.545196172415611	7.29324171895624
GLUDC_pos	0.5058909297299573	0.3103401206121505	0.2016338611696504	0.35614381022527536
GLUDxm_pos	9.312383823497157	8.168521698992167	9.605572114258285	9.207014320177532
GLUDxm_neg	9.312383823497157	8.168521698992167	9.605572114258285	9.207014320177532
GLUDym_pos	9.312383823497157	8.168521698992167	9.605572114258285	9.207014320177532
GLUDym_neg	9.312383823497157	8.168521698992167	9.605572114258285	9.207014320177532
GluForTx_pos	8.033643243510383	7.923030298263772	8.586914828665122	7.9576244522126665
GLUNm_pos	7.583308464847678	6.863814587359642	8.866228001034802	7.877437521970619
GLUPRT_pos	2.634593268445757	1.8439838440483265	2.9616233282869446	2.4195388915137843
GLUt2m_pos	8.087197615577951	6.7848965352083175	8.2787746668227	7.8861233234888415
GLUt2m_neg	8.087197615577951	6.7848965352083175	8.2787746668227	7.8861233234888415
GLUt6_pos	4.990047219573794	4.068670810665099	3.7570232465074596	5.032982416699428
GLUt7l_pos	0.0	0.0	0.0	0.0
GLUTCOADHm_pos	8.632231856799404	7.985158842747733	8.648033950563836	8.698079537111878
GLUtr_pos	0.0	0.0	0.0	0.0
GLUtr_neg	0.0	0.0	0.0	0.0
GLUVESSEC_pos	4.353323291162897	4.07638806851284	4.197708157955851	4.073820233291672
GLXO1_pos	10.555758648532848	9.542461204694373	10.655579915266289	10.474192653114043
GLXO2p_pos	7.2188780157041466	7.212277502086204	7.22042669888904	7.00876474486344
GLXtm_pos	0.0	0.0	0.0	0.0
GLXtm_neg	0.0	0.0	0.0	0.0
GLXtp_pos	0.0	0.0	0.0	0.0
GLXtp_neg	0.0	0.0	0.0	0.0
GLYAMDTRc_pos	3.1210154009613658	2.3812833725037836	2.523561956057013	2.5160151470036647
GLYAMDTRc_neg	3.1210154009613658	2.3812833725037836	2.523561956057013	2.5160151470036647
GLYATm_pos	5.126807703142035	5.511594541537413	5.211790976252541	5.132988042627442
GLYATm_neg	5.126807703142035	5.511594541537413	5.211790976252541	5.132988042627442
GLYBt4_2_r_pos	5.184677020680892	4.956985924612576	5.422569410860832	5.161887682376894
GLYBt4_2_r_neg	5.184677020680892	4.956985924612576	5.422569410860832	5.161887682376894
GLYBtm_pos	0.0	0.0	0.0	0.0
GLYBtm_neg	0.0	0.0	0.0	0.0
GLYC3Ptm_pos	0.0	0.0	0.0	0.0
GLYCK2_pos	0.0	0.0	0.0	0.0
GLYCLTDy_pos	8.029011086659068	7.484299281164517	8.140574177709901	7.777682717073553
GLYCLTDym_pos	0.0	0.0	0.0	0.0
GLYCLTtp_pos	0.0	0.0	0.0	0.0
GLYC_St_pos	0.0	0.0	0.0	0.0
GLYCt_pos	0.0	0.0	0.0	0.0
GLYCt_neg	0.0	0.0	0.0	0.0
GLYCtm_pos	0.0	0.0	0.0	0.0
GLYCtm_neg	0.0	0.0	0.0	0.0
GLYCTO1p_pos	7.2188780157041466	7.212277502086204	7.22042669888904	7.00876474486344
GLYK_pos	0.0	0.0	0.0	0.0
GLYKm_pos	0.0	0.0	0.0	0.0
GLYOp_pos	0.0	0.0	0.0	0.0
GLYOX_pos	7.770036138597918	7.976936383781449	8.31537602721884	7.889230152392887
GLYOXm_pos	7.731726322715782	7.94198659350525	8.286927339897055	7.857296796470683
GLYt2r_pos	3.7834566543602395	3.0565835283663674	4.008988783227255	3.465974464504069
GLYt2r_neg	3.7834566543602395	3.0565835283663674	4.008988783227255	3.465974464504069
GLYt2rL_pos	3.7834566543602395	3.0565835283663674	4.008988783227255	3.465974464504069
GLYt2rL_neg	3.7834566543602395	3.0565835283663674	4.008988783227255	3.465974464504069
GLYt4_pos	8.761085771869094	7.811663685272846	9.303803575449686	8.52646011467275
GLYt7_211_r_pos	5.199672344836364	3.5447326559326235	4.867896463992655	5.004051884507083
GLYt7_211_r_neg	5.199672344836364	3.5447326559326235	4.867896463992655	5.004051884507083
GLYtm_pos	0.0	0.0	0.0	0.0
GLYtm_neg	0.0	0.0	0.0	0.0
GLYtp_pos	0.0	0.0	0.0	0.0
GLYtp_neg	0.0	0.0	0.0	0.0
GLYVESSEC_pos	0.0	0.0	0.0	0.0
GMAND_pos	0.8559896973084807	0.9927684307689242	0.6229303509201767	0.9855004303048849
GMPR_pos	3.8094144442358986	3.33771109212829	3.765534746362977	3.665620164066381
GMPS2_pos	3.4918530963296748	2.9049657186840263	3.733354340613827	3.678071905112638
GMPtg_pos	0.0	0.0	0.0	0.0
GMPtg_neg	0.0	0.0	0.0	0.0
GMPtn_pos	0.0	0.0	0.0	0.0
GMPtn_neg	0.0	0.0	0.0	0.0
GND_pos	7.240886713804971	4.455491620628468	6.597084173433373	7.097610796626422
GNDer_pos	7.240886713804971	4.455491620628468	6.597084173433373	7.097610796626422
GNMT_pos	10.490790721419154	10.114054629330392	11.262382650769226	10.818566200703126
GP1CALPHAte_pos	0.0	0.0	0.0	0.0
GP1CALPHAte_neg	0.0	0.0	0.0	0.0
GP1CALPHAtg_pos	0.0	0.0	0.0	0.0
GP1CALPHAtg_neg	0.0	0.0	0.0	0.0
GP1Cte_pos	0.0	0.0	0.0	0.0
GP1Cte_neg	0.0	0.0	0.0	0.0
GP1Ctg_pos	0.0	0.0	0.0	0.0
GP1Ctg_neg	0.0	0.0	0.0	0.0
GPAM_hs_pos	8.362206855225358	5.316507819103109	7.53605290024021	8.023754353299417
GPAMm_hs_pos	8.552169542712004	5.840966704487421	8.005680684095575	8.236636115393262
GPDDA1_pos	0.0	0.0	0.0	0.0
GPIAT_pos	1.790772037862	1.2750070474998698	1.9891390073682331	1.5993177936982261
GPIDA2er_pos	1.9183862344463478	1.0565835283663676	1.8797057662822882	1.3673710656485294
GPIDAer_pos	1.9183862344463478	1.0565835283663676	1.8797057662822882	1.3673710656485294
GPIMTer_L_pos	3.37364821133469	3.356848079236522	3.375039431346925	3.27500704749987
GPIMTer_U_pos	3.37364821133469	3.356848079236522	3.375039431346925	3.27500704749987
GQ1BALPHAte_pos	0.0	0.0	0.0	0.0
GQ1BALPHAte_neg	0.0	0.0	0.0	0.0
GQ1BALPHAtg_pos	0.0	0.0	0.0	0.0
GQ1BALPHAtg_neg	0.0	0.0	0.0	0.0
GQ1Bte_pos	0.0	0.0	0.0	0.0
GQ1Bte_neg	0.0	0.0	0.0	0.0
GQ1Btg_pos	0.0	0.0	0.0	0.0
GQ1Btg_neg	0.0	0.0	0.0	0.0
GRTT_pos	3.5323169593327655	3.0303360783709588	3.1043366598147357	2.8399595874895316
GRTTx_pos	8.156032498888866	7.631540867341486	7.429615964201735	8.122879749755239
GSNKm_pos	0.0	0.0	0.0	0.0
GSNt_pos	6.633431210355632	6.660067222930642	6.805034439854537	6.466953337123929
GSNt_neg	6.633431210355632	6.660067222930642	6.805034439854537	6.466953337123929
GSNt4_pos	0.6507645591169021	0.6780719051126377	1.0356239097307212	0.32192809488736235
GSNtl_pos	1.9107326619029126	1.2203299548795556	1.6553518286125541	1.3161457422933565
GSNtl_neg	1.9107326619029126	1.2203299548795556	1.6553518286125541	1.3161457422933565
GSNtm_pos	6.62760683812965	6.6570683012015754	6.800511678621584	6.454011342853044
GSNtm_neg	6.62760683812965	6.6570683012015754	6.800511678621584	6.454011342853044
GT1Ate_pos	0.0	0.0	0.0	0.0
GT1Ate_neg	0.0	0.0	0.0	0.0
GT1Atg_pos	0.0	0.0	0.0	0.0
GT1Atg_neg	0.0	0.0	0.0	0.0
GTHDH_pos	0.0	0.0	0.0	0.0
GTHO_pos	5.659924558402379	4.603477988254004	5.781621997870603	5.719731056749852
GTHOm_pos	5.659924558402379	4.603477988254004	5.781621997870603	5.719731056749852
GTHP_pos	11.685090409255013	11.356842578467125	11.853137981467187	11.64146926104544
GTHPe_pos	10.782433138239185	10.712398029087542	10.994728206006968	10.64560439787469
GTHPm_pos	11.227627975849792	10.922108628843404	11.394135746728514	11.134541833882523
GTHRDt_pos	0.0	0.0	0.0	0.0
GTHRDt_neg	0.0	0.0	0.0	0.0
GTHRDtr_pos	0.0	0.0	0.0	0.0
GTHRDtr_neg	0.0	0.0	0.0	0.0
GTHS_pos	5.951634416832916	4.779259720372376	6.297925052503806	5.720552091605108
GTMLTe_pos	0.16349873228287956	0.0	0.0	0.0
GTPCI_pos	5.912889336229962	5.777682717073553	6.3077927961298945	5.821199978056451
GTPCIn_pos	5.912889336229962	5.777682717073553	6.3077927961298945	5.821199978056451
GTPtn_pos	0.0	0.0	0.0	0.0
GTPtn_neg	0.0	0.0	0.0	0.0
GUACYC_pos	4.340562269026414	4.093391153253013	4.101818134227409	3.8589756142920195
GUAD_pos	3.599317793698226	1.74416109557041	3.7355221772965375	3.221877081077034
GUAPRT_pos	0.0	0.0	0.0	0.0
GUAt_pos	0.48542682717024166	0.27500704749986976	0.43295940727610627	0.8399595874895318
GUAt_neg	0.48542682717024166	0.27500704749986976	0.43295940727610627	0.8399595874895318
GULLACter_pos	0.0	0.0	0.0	0.0
GULN3D_pos	0.0	0.0	0.0	0.0
GULN3D_neg	0.0	0.0	0.0	0.0
GULNDer_pos	0.0	0.0	0.0	0.0
GULNDer_neg	0.0	0.0	0.0	0.0
GULNter_pos	0.0	0.0	0.0	0.0
GUR1PP_pos	0.0	0.0	0.0	0.0
H2CO3D_pos	0.0	0.0	0.0	0.0
H2CO3D_neg	0.0	0.0	0.0	0.0
H2ETer_pos	2.3950627995175777	1.4436066514756145	2.277984747299765	2.339137384919585
H2MTer_L_pos	3.5046203924035524	3.5185351389821804	3.6484654430273142	3.0686708106650986
H2MTer_U_pos	3.5046203924035524	3.5185351389821804	3.6484654430273142	3.0686708106650986
H2O2syn_pos	0.32192809488736235	0.04264433740849372	0.0	0.0
H2O2t_pos	0.0	0.0	0.0	0.0
H2O2t_neg	0.0	0.0	0.0	0.0
H2O2tly_pos	0.0	0.0	0.0	0.0
H2O2tly_neg	0.0	0.0	0.0	0.0
H2O2tm_pos	0.0	0.0	0.0	0.0
H2O2tn_pos	0.0	0.0	0.0	0.0
H2O2tn_neg	0.0	0.0	0.0	0.0
H2O2tp_pos	0.0	0.0	0.0	0.0
H2O2tp_neg	0.0	0.0	0.0	0.0
H2Ot_pos	8.243412032321093	6.997969782267101	7.493775408460703	8.09074759506678
H2Ot_neg	8.243412032321093	6.997969782267101	7.493775408460703	8.09074759506678
H2Oter_pos	0.0	0.0	0.0	0.0
H2Oter_neg	0.0	0.0	0.0	0.0
H2Otg_pos	0.0	0.0	0.0	0.0
H2Otg_neg	0.0	0.0	0.0	0.0
H2Otly_pos	0.0	0.0	0.0	0.0
H2Otly_neg	0.0	0.0	0.0	0.0
H2Otm_pos	8.243412032321093	6.997969782267101	7.493775408460703	8.09074759506678
H2Otm_neg	8.243412032321093	6.997969782267101	7.493775408460703	8.09074759506678
H2Otn_pos	0.0	0.0	0.0	0.0
H2Otn_neg	0.0	0.0	0.0	0.0
H2Otp_pos	0.0	0.0	0.0	0.0
H2Otp_neg	0.0	0.0	0.0	0.0
H3ETer_pos	2.3950627995175777	1.4436066514756145	2.277984747299765	2.339137384919585
H3MTer_L_pos	2.350497247084133	1.7865963618908067	2.6803243568440163	2.0
H3MTer_U_pos	2.350497247084133	1.7865963618908067	2.6803243568440163	2.0
H4ET3er_pos	4.305970520984387	3.9616233282869446	4.414135532984451	3.776103988073164
H4ETer_pos	2.3950627995175777	1.4436066514756145	2.277984747299765	2.339137384919585
H5MTer_L_pos	3.5046203924035524	3.5185351389821804	3.6484654430273142	3.0686708106650986
H5MTer_U_pos	3.5046203924035524	3.5185351389821804	3.6484654430273142	3.0686708106650986
H6_ET2er_pos	3.6205864104518772	2.748461233004036	3.4436066514756147	2.933572638261024
H6ET3er_pos	4.305970520984387	3.9616233282869446	4.414135532984451	3.776103988073164
H6_ETer_pos	2.3950627995175777	1.4436066514756145	2.277984747299765	2.339137384919585
H6MTer_L_pos	0.27500704749986976	0.27500704749986976	0.48542682717024166	0.17632277264046287
H6MTer_U_pos	0.27500704749986976	0.27500704749986976	0.48542682717024166	0.17632277264046287
H7ET2er_pos	3.6205864104518772	2.748461233004036	3.4436066514756147	2.933572638261024
H7_ETer_pos	2.3950627995175777	1.4436066514756145	2.277984747299765	2.339137384919585
H7MTer_L_pos	0.27500704749986976	0.27500704749986976	0.48542682717024166	0.17632277264046287
H7MTer_U_pos	0.27500704749986976	0.27500704749986976	0.48542682717024166	0.17632277264046287
H7_TAer_pos	3.955126781261366	3.3920425975486905	4.22635438748887	3.8861599133374116
H8MTer_L_pos	0.27500704749986976	0.27500704749986976	0.48542682717024166	0.17632277264046287
H8TAer_pos	3.955126781261366	3.3920425975486905	4.22635438748887	3.8861599133374116
HACD1m_pos	9.749534267669262	8.308953296292394	9.665913235018179	9.721389749678865
HACD1m_neg	9.749534267669262	8.308953296292394	9.665913235018179	9.721389749678865
HACD1x_pos	9.69771475301464	7.526851311573352	9.301907681631237	9.368681058511521
HACD1x_neg	9.69771475301464	7.526851311573352	9.301907681631237	9.368681058511521
HACD9m_pos	10.100176103008986	8.330737650206952	9.806549621985962	9.92329776945835
HACD9m_neg	10.100176103008986	8.330737650206952	9.806549621985962	9.92329776945835
HAS1_pos	0.21412480535284734	0.13750352374993502	0.35614381022527536	0.13750352374993502
HAS2_pos	0.21412480535284734	0.13750352374993502	0.35614381022527536	0.13750352374993502
HAtly_pos	0.0	0.0	0.0	0.0
HBZOPT10m_pos	5.112700132749362	4.204766750654613	5.245267466519513	5.2686589550276715
HCO3_CLt_pos	4.117695042669754	3.1342209397606333	4.405311682597445	4.1715271060388135
HCO3_CLt_neg	4.117695042669754	3.1342209397606333	4.405311682597445	4.1715271060388135
HCOUMARINte_pos	0.0	0.0	0.0	0.0
HCOUMARINte_neg	0.0	0.0	0.0	0.0
HDCAter_pos	0.0	0.0	0.0	0.0
HDCAtr_pos	8.759355602332251	8.23524837937284	8.842193178530938	8.630885940323706
HDCAtr_neg	8.759355602332251	8.23524837937284	8.842193178530938	8.630885940323706
HDCEAtr_pos	9.674633661767267	9.335613664816016	9.578297205014989	9.434649075680321
HDCEAtr_neg	9.674633661767267	9.335613664816016	9.578297205014989	9.434649075680321
HDD2COAtx_pos	0.0	0.0	0.0	0.0
HDD2COAtx_neg	0.0	0.0	0.0	0.0
HESTRATRIOLte_pos	0.0	0.0	0.0	0.0
HESTRATRIOLte_neg	0.0	0.0	0.0	0.0
HESTRATRIOLtr_pos	0.0	0.0	0.0	0.0
HESTRATRIOLtr_neg	0.0	0.0	0.0	0.0
HEX1_pos	7.278449458220481	6.0232553523003025	7.758889432720965	7.415150205426387
HEX10_pos	7.278449458220481	6.0232553523003025	7.758889432720965	7.415150205426387
HEX4_pos	7.278449458220481	6.0232553523003025	7.758889432720965	7.415150205426387
HEX7_pos	7.278449458220481	6.0232553523003025	7.758889432720965	7.415150205426387
HEXCCOAtx_pos	0.0	0.0	0.0	0.0
HEXCCOAtx_neg	0.0	0.0	0.0	0.0
HEXCCPT1_pos	7.4059072926018485	5.927422428739871	7.805356952327856	7.012345190419828
HEXCCPT2_pos	6.66803400407589	5.542258049766918	6.989593184938768	6.639232163249277
HEXCCRNt_pos	7.258236237330973	5.699884728697476	7.129489101516546	7.121222669841959
HEXCt_pos	0.0	0.0	0.0	0.0
HEXCt_neg	0.0	0.0	0.0	0.0
HGNTOR_pos	8.95140129167431	8.10454633862346	9.535819687150138	9.167418145831737
HIBDm_pos	8.085923853181212	7.49833066040088	8.08145680757487	7.939579214314693
HIBDm_neg	8.085923853181212	7.49833066040088	8.08145680757487	7.939579214314693
HISD_pos	7.073498932290183	6.558267634055736	8.105751400738537	7.022478785301952
HISDC_pos	5.9532652390148435	4.720278465233327	6.246408087246385	5.899900663601169
HISt4_pos	4.836934011321092	4.148934104526339	5.141187525004999	4.6076262208454875
HISTASE_pos	1.3617683594191536	1.372952097911829	0.8073549220576041	0.8718436485093178
HISTAtu_pos	4.804776377955828	2.560714954474479	4.500164679492167	4.462706750670158
HISTAtu_neg	4.804776377955828	2.560714954474479	4.500164679492167	4.462706750670158
HISTAVESSEC_pos	2.475084882948783	1.3785116232537298	2.372952097911829	2.6780719051126374
