	Ob-d_S146_L007_R1_001
EX_glygn5(e)_pos	19.497249512820023
EX_glyleu(e)_neg	9645.983854395883
EX_glyphe(e)_neg	10862.961589535555
EX_glypro(e)_neg	9372.835958321979
EX_glysar(e)_neg	17046.617823819633
EX_gmp(e)_neg	6.292701919861379
EX_gmp(e)_pos	7.298253563774866
EX_gp1c_hs(e)_neg	0.0
EX_gp1c_hs(e)_pos	13145.690221395116
EX_gp1calpha_hs(e)_neg	0.0
EX_gp1calpha_hs(e)_pos	13180.587865091506
EX_gq1b_hs(e)_neg	0.0
EX_gq1b_hs(e)_pos	12951.74364072849
EX_gq1balpha_hs(e)_neg	0.0
EX_gq1balpha_hs(e)_pos	12872.358202946349
EX_gsn(e)_neg	5952.62701821963
EX_gt1a_hs(e)_neg	0.0
EX_gt1a_hs(e)_pos	12692.228824506734
EX_gthox(e)_neg	0.0
EX_gthox(e)_pos	15221.761547472704
EX_gthrd(e)_neg	2.54609085038728
EX_gthrd(e)_pos	13839.871566528243
EX_gtp(e)_neg	3.0869074591379
EX_gtp(e)_pos	0.0
EX_gua(e)_neg	6.569767223839296
EX_gua(e)_pos	6289.213485664284
EX_gum(e)_neg	3800.0
EX_gum(e)_pos	0.0
EX_gumdchac(e)_neg	0.0
EX_gumdchac(e)_pos	3800.0
EX_gumgchol(e)_neg	0.0
EX_gumgchol(e)_pos	13709.005615242866
EX_gumtchol(e)_neg	0.0
EX_gumtchol(e)_pos	14974.86294770269
EX_h(e)_neg	233.12205636219113
EX_h(e)_pos	2242.9699740909523
EX_h2o(e)_neg	246.3631250326135
EX_h2o(e)_pos	3481.2497053739576
EX_h2o2(e)_neg	3.9984344109650323
EX_h2o2(e)_pos	5714.458879557312
EX_ha(e)_neg	36.69133457446458
EX_ha(e)_pos	18670.24860087928
EX_ha_pre1(e)_neg	14.759314053158024
EX_ha_pre1(e)_pos	19122.817146168
EX_hco3(e)_neg	437.53151879792483
EX_hco3(e)_pos	5261.875203058928
EX_hcoumarin(e)_neg	0.0
EX_hcoumarin(e)_pos	7.466817070156783
EX_hdca(e)_neg	6.57260756370836
EX_hdca(e)_pos	12975.14062186481
EX_hdcea(e)_neg	10191.50490036463
EX_hestratriol(e)_neg	0.0
EX_hestratriol(e)_pos	50542.95716882519
EX_hexc(e)_neg	9.90490607430198
EX_hexc(e)_pos	0.0
EX_his_L(e)_neg	5253.493218035179
EX_hista(e)_neg	10.611365458264315
EX_hista(e)_pos	5253.536120842429
EX_hom_L(e)_neg	0.0
EX_hom_L(e)_pos	0.0
EX_hpdca(e)_neg	32.61347013125075
EX_hpdca(e)_pos	0.0
EX_hspg(e)_neg	347.5468253759258
EX_hspg(e)_pos	0.0
EX_htaxol(e)_neg	0.0
EX_htaxol(e)_pos	7.466817070156783
EX_hxan(e)_neg	5.802192384655302
EX_hxan(e)_pos	6172.882923601494
EX_hyptaur(e)_neg	2850.0
EX_hyptaur(e)_pos	4750.0
EX_i(e)_neg	10.014213407848434
EX_i(e)_pos	0.0
EX_idour(e)_neg	0.0
EX_idour(e)_pos	450.76539577982084
EX_idp(e)_neg	2.1548173236210344
EX_idp(e)_pos	3.234389569176706
EX_ile_L(e)_neg	4.75
EX_ile_L(e)_pos	7567.216025045897
EX_imp(e)_neg	0.0
EX_imp(e)_pos	7.437973457495839
EX_inost(e)_neg	10.808284597825365
EX_inost(e)_pos	6420.722066922102
EX_ins(e)_neg	6077.7615580341935
EX_itp(e)_neg	3.234389569176706
EX_itp(e)_pos	3.234389569176706
EX_ivcrn_neg	0.0
EX_ivcrn_pos	10742.96323074333
EX_k(e)_neg	0.0
EX_k(e)_pos	0.0
EX_ksi(e)_neg	4.048979483622263
EX_ksi(e)_pos	1816.8086010460709
EX_ksi_deg1(e)_neg	0.0
EX_ksi_deg1(e)_pos	1788.3983171012133
EX_ksii_core2(e)_neg	99.98308499679379
EX_ksii_core2(e)_pos	298.8986994453738
EX_ksii_core4(e)_neg	107.93305905732146
EX_ksii_core4(e)_pos	492.9954603835723
EX_lac_D(e)_neg	2.3576116408154872
EX_lac_D(e)_pos	3558.1914395485373
EX_lac_L(e)_neg	2.3576116408154872
EX_lac_L(e)_pos	3512.1000027017312
EX_lcts(e)_neg	4.317263543705748
EX_lcts(e)_pos	7388.774325636313
EX_leu_L(e)_neg	4.75
EX_leu_L(e)_pos	3780.455078880976
EX_leugly(e)_neg	9645.983854395883
EX_leuktrA4(e)_neg	3.5642976348557918
EX_leuktrA4(e)_pos	4351.1887425525565
EX_leuktrB4(e)_neg	0.0
EX_leuktrB4(e)_pos	3444.3842886683615
EX_leuktrC4(e)_neg	5.690256912123718
EX_leuktrC4(e)_pos	22147.139614709457
EX_leuktrD4(e)_neg	4.148925554573168
EX_leuktrD4(e)_pos	17836.138751637194
EX_leuktrE4(e)_neg	4.79629509242589
EX_leuktrE4(e)_pos	17401.405556778063
EX_leuktrF4(e)_neg	5.6396664382678825
EX_leuktrF4(e)_pos	21050.483120923265
EX_leuleu(e)_neg	10075.384647258834
EX_lgnc(e)_neg	20.890207249821113
EX_lgnc(e)_pos	9.904906074301982
EX_limnen(e)_neg	7.466817070156783
EX_limnen(e)_pos	0.0
EX_lipoate(e)_neg	0.0
EX_lipoate(e)_pos	0.0
EX_lneldc(e)_neg	13.68229859726842
EX_lneldc(e)_pos	9128.277055428389
EX_lnlc(e)_neg	6.051473751238466
EX_lnlc(e)_pos	0.0
EX_lnlnca(e)_neg	6.906317827108765
EX_lnlnca(e)_pos	0.0
EX_lnlncg(e)_neg	12.56910818853256
EX_lnlncg(e)_pos	49.331439170184254
EX_lpchol_hs(e)_neg	13688.315721873132
EX_lys_L(e)_neg	12.246434411174265
EX_lys_L(e)_pos	3.940100739769729
EX_mag_hs(e)_neg	5178.56896723604
EX_mal_L(e)_neg	5354.516589622903
EX_mal_L(e)_pos	9186.168025656521
EX_malcoa(e)_neg	5.257461644586166
EX_malcoa(e)_pos	0.0
EX_malt(e)_neg	3018.3590719633535
EX_malthp(e)_neg	4.275
EX_malthp(e)_pos	19.288152155270026
EX_malthx(e)_neg	2.85
EX_malthx(e)_pos	15.189985813390013
EX_maltpt(e)_neg	2.85
EX_maltpt(e)_pos	13.2
EX_malttr(e)_neg	2.6455727146422356
EX_malttr(e)_pos	30.6
EX_maltttr(e)_neg	2.85
EX_maltttr(e)_pos	20.6
EX_man(e)_neg	5232.0601107738685
EX_meoh(e)_neg	5.605888692599096
EX_meoh(e)_pos	21811.684554199106
EX_mepi(e)_neg	0.0
EX_mepi(e)_pos	41994.7381932917
EX_mercplaccys(e)_neg	0.0
EX_mercplaccys(e)_pos	16072.231798854811
EX_met_L(e)_neg	10.70220708520848
EX_met_L(e)_pos	10209.554824231156
EX_mthgxl(e)_neg	0.0
EX_mthgxl(e)_pos	4700.829984588384
EX_n2m2nmasn(e)_neg	58.57806939624351
EX_n2m2nmasn(e)_pos	761.066774236684
EX_na1(e)_neg	0.0
EX_nac(e)_neg	11.696905894179107
EX_nac(e)_pos	28.881886418734013
EX_nad(e)_neg	4.7335753051785385
EX_nad(e)_pos	0.0
EX_nadp(e)_neg	4.7335753051785385
EX_nadp(e)_pos	0.0
EX_ncam(e)_neg	2.8499999999999996
EX_ncam(e)_pos	19.563416592530494
EX_nh4(e)_neg	527.4292327971096
EX_nh4(e)_pos	5011.342050285976
EX_nifedipine(e)_neg	0.0
EX_nifedipine(e)_pos	0.0
EX_no(e)_neg	6.819833227554931
EX_no(e)_pos	57816.48182841048
EX_no2(e)_neg	5.353615981776371
EX_no2(e)_pos	5.4627266144049855
EX_npthl(e)_neg	7.466817070156782
EX_npthl(e)_pos	0.0
EX_nrpphr(e)_neg	5.744318595780979
EX_nrpphr(e)_pos	29749.43000103357
EX_nrpphrsf(e)_neg	0.0
EX_nrpphrsf(e)_pos	71530.27260299961
EX_nrvnc(e)_neg	21.52352197777609
EX_nrvnc(e)_pos	0.0
EX_o2(e)_neg	3743.668972839451
EX_o2s(e)_neg	3.2026296813883333
EX_o2s(e)_pos	8870.190257692973
EX_oagd3_hs(e)_neg	0.0
EX_oagd3_hs(e)_pos	19269.088777858437
EX_oagt3_hs(e)_neg	0.0
EX_oagt3_hs(e)_pos	18529.481448273185
EX_ocdca(e)_neg	5066.27432538814
EX_ocdcea(e)_neg	6.920663993692524
EX_ocdcea(e)_pos	8856.276994242355
EX_octa(e)_neg	8954.205712673542
EX_oh1(e)_neg	0.0
EX_oh1(e)_pos	0.0
EX_omeprazole(e)_neg	7.466817070156783
EX_omeprazole(e)_pos	0.0
EX_onpthl(e)_neg	0.0
EX_onpthl(e)_pos	7.466817070156783
EX_orn(e)_neg	4.419870581063832
EX_orn(e)_pos	10989.063565027298
EX_orot(e)_neg	6.757134833905615
EX_orot(e)_pos	8442.04451642088
EX_oxa(e)_neg	0.0
EX_oxa(e)_pos	11251.390335051407
EX_paf_hs(e)_neg	4.731736128829305
EX_paf_hs(e)_pos	6.8203280271544555
EX_pan4p(e)_neg	5381.721311605665
EX_pan4p(e)_pos	6667.613434711173
EX_pchol_hs(e)_neg	13.793806030701889
EX_pchol_hs(e)_pos	10468.147326021135
EX_pe_hs(e)_neg	3325.0
EX_pect(e)_neg	5053.318911044647
EX_pect(e)_pos	0.0
EX_pectindchac(e)_neg	0.0
EX_pectindchac(e)_pos	5053.318911044647
EX_pectingchol(e)_neg	0.0
EX_pectingchol(e)_pos	14312.311707761632
EX_pectintchol(e)_neg	0.0
EX_pectintchol(e)_pos	15444.456218892226
EX_peplys(e)_neg	0.0
EX_peplys(e)_pos	0.0
EX_perillyl(e)_neg	0.0
EX_perillyl(e)_pos	7.466817070156783
EX_pglyc_hs(e)_neg	5.462726614404986
EX_pglyc_hs(e)_pos	13635.367869742659
EX_phe_L(e)_neg	5944.537741145091
EX_pheacgln(e)_neg	0.0
EX_pheacgln(e)_pos	18767.35468693834
EX_pheme(e)_neg	50701.67282159706
EX_phyQ(e)_neg	0.0
EX_phyQ(e)_pos	0.0
EX_phyt(e)_neg	45.81183399159866
EX_phyt(e)_pos	0.0
EX_pi(e)_neg	497.2233397668927
EX_pi(e)_pos	6182.956628157379
EX_pnto_R(e)_neg	285.0
EX_pnto_R(e)_pos	6163.452572908433
EX_ppa(e)_neg	4.6183832597994225
EX_ppa(e)_pos	10029.680363981292
EX_ppi(e)_neg	3.7799247428585825
EX_ppi(e)_pos	21695.61612525423
EX_prgstrn(e)_neg	6.234136066819569
EX_prgstrn(e)_pos	61137.91684080843
EX_pro_D(e)_neg	0.0
EX_pro_D(e)_pos	0.0
EX_pro_L(e)_neg	6.34894779142606
EX_pro_L(e)_pos	8174.261068506074
EX_progly(e)_neg	9372.835958321979
EX_prostgd2(e)_neg	2.7741644789361377
EX_prostgd2(e)_pos	137.824270590937
EX_prostge1(e)_neg	4.348332810715561
EX_prostge1(e)_pos	15.744998432146682
EX_prostge2(e)_neg	3.3757804602865567
EX_prostge2(e)_pos	16.343318652492737
EX_prostgf2(e)_neg	4.986688096266332
EX_prostgf2(e)_pos	142.5830615572162
EX_prostgh2(e)_neg	2.7741644789361377
EX_prostgh2(e)_pos	134.05110294334688
EX_prostgi2(e)_neg	6.330873594232625
EX_prostgi2(e)_pos	162.2957412448433
EX_prpp(e)_neg	3.9894391992605565
EX_prpp(e)_pos	26899.293173110185
EX_ps_hs(e)_neg	6.392748466607658
EX_ps_hs(e)_pos	14353.23065158414
EX_psyl(e)_neg	3800.0
EX_psyl(e)_pos	0.0
EX_psylchol(e)_neg	0.0
EX_psylchol(e)_pos	13709.00561524287
EX_psyltchol(e)_neg	0.0
EX_psyltchol(e)_pos	14974.86294770269
EX_psyltdechol(e)_neg	0.0
EX_psyltdechol(e)_pos	3800.0
EX_ptdca(e)_neg	28.52195496993521
EX_ptdca(e)_pos	0.0
EX_ptrc(e)_neg	5.509091681482115
EX_ptrc(e)_pos	14246.734001360275
EX_ptth(e)_neg	6162.9766402546475
EX_ptth(e)_pos	5687.085768240185
EX_pydam(e)_neg	10119.823225320664
EX_pydx(e)_neg	7873.176876977589
EX_pydx5p(e)_neg	8.911216381558077
EX_pydx5p(e)_pos	9595.644567669566
EX_pydxn(e)_neg	9075.090775343433
EX_pyr(e)_neg	3.5707676577001424
EX_pyr(e)_pos	4383.24518560343
EX_q10(e)_neg	5556.513959090883
EX_q10h2(e)_pos	5556.513959090883
EX_rbt(e)_neg	0.0
EX_rbt(e)_pos	6419.610382957851
EX_retfa(e)_neg	5.462726614404986
EX_retfa(e)_pos	1211.22375615217
EX_retinol(e)_neg	794.8028605624291
EX_retinol(e)_pos	24.051878870215717
EX_retinol_9_cis(e)_neg	0.0
EX_retinol_9_cis(e)_pos	1618.4092734227097
EX_retinol_cis_11(e)_neg	0.0
EX_retinol_cis_11(e)_pos	1618.4092734227095
EX_retn(e)_neg	342.5452349164264
EX_retn(e)_pos	816.4046305755948
EX_retnglc(e)_neg	0.0
EX_retnglc(e)_pos	3861.1202012625467
EX_rib_D(e)_neg	5004.7189834124465
EX_ribflv(e)_neg	17417.613263415788
EX_s2l2fn2m2masn(e)_neg	4.048979483622263
EX_s2l2fn2m2masn(e)_pos	791.1421883246185
EX_s2l2n2m2masn(e)_neg	74.55507379726303
EX_s2l2n2m2masn(e)_pos	655.6249929782362
EX_sarcs(e)_neg	9.944740817708098
EX_sarcs(e)_pos	0.0
EX_sbt-d(e)_neg	4900.327298676068
EX_sel(e)_neg	0.0
EX_sel(e)_pos	0.0
EX_ser_D(e)_neg	0.0
EX_ser_D(e)_pos	0.0
EX_ser_L(e)_neg	3.466831669374599
EX_ser_L(e)_pos	6703.2307382203635
EX_sfcys(e)_pos	21517.04306534398
EX_sl_L(e)_neg	0.0
EX_sl_L(e)_pos	14782.010906900068
EX_so3(e)_neg	0.0
EX_so3(e)_pos	0.0
EX_so4(e)_neg	1203.1289862979547
EX_so4(e)_pos	13702.58192504532
EX_spc_hs(e)_neg	11.428002766342791
EX_spc_hs(e)_pos	28170.979461238403
EX_sph1p(e)_neg	13.107823568921741
EX_sph1p(e)_pos	19400.35393992878
EX_sphs1p(e)_neg	9.30440420942135
EX_sphs1p(e)_pos	32341.2743511068
EX_spmd(e)_neg	5.2128195559821
EX_spmd(e)_pos	23619.618054492657
EX_sprm(e)_neg	2.001645551138913
EX_sprm(e)_pos	15182.33060256755
EX_srtn(e)_neg	0.0
EX_srtn(e)_pos	7.4877860191382375
EX_strch1(e)_neg	13.455430041310024
EX_strch1(e)_pos	0.0
EX_strch2(e)_neg	5.393359071963353
EX_strch2(e)_pos	13.455430041310022
EX_strdnc(e)_neg	9.649464241213451
EX_strdnc(e)_pos	6.933097087384631
EX_succ(e)_neg	6.173891542256557
EX_succ(e)_pos	5471.706674133841
EX_sucr(e)_neg	3.493359071963354
EX_sucr(e)_pos	0.0
EX_tag_hs(e)_neg	8.218919701088835
EX_tag_hs(e)_pos	7.991427617874901
EX_tagat_D(e)_neg	7.003225194143698
EX_tagat_D(e)_pos	0.0
EX_taur(e)_neg	2.3282622006618663
EX_taur(e)_pos	2850.0
EX_taxol(e)_neg	7.466817070156783
EX_taxol(e)_pos	0.0
EX_tchola(e)_neg	3.8
EX_tchola(e)_pos	13086.704310929976
EX_tcynt(e)_neg	5.353615981776369
EX_tcynt(e)_pos	11.139765640186472
EX_tdchola(e)_neg	5.492587347906741
EX_tdchola(e)_pos	66764.53097219992
EX_tdcrn_neg	0.0
EX_tdcrn_pos	8136.348634904247
EX_tdechola(e)_neg	3800.0
EX_tdechola(e)_pos	0.0
EX_tetdec2crn_neg	0.0
EX_tetdec2crn_pos	12504.72002493804
EX_tetdece1crn_neg	0.0
EX_tetdece1crn_pos	12504.72002493804
EX_tethex3(e)_neg	10.062612021808981
EX_tethex3(e)_pos	7.809735570993471
EX_tetpent3(e)_neg	7.809735570993471
EX_tetpent3(e)_pos	0.0
EX_tetpent6(e)_neg	10.767701616861178
EX_tetpent6(e)_pos	0.0
EX_tettet6(e)_neg	10.062612021808983
EX_tettet6(e)_pos	0.0
EX_thf(e)_neg	6.1171312354283
EX_thf(e)_pos	4927.509090924622
EX_thm(e)_neg	12114.597404212951
EX_thmmp(e)_neg	9.104414331318301
EX_thmmp(e)_pos	12114.597404212953
EX_thmtp(e)_neg	0.0
EX_thmtp(e)_pos	27834.118921550526
EX_thr_L(e)_neg	4.811533146157256
EX_thr_L(e)_pos	0.0
EX_thym(e)_neg	9.293963371918187
EX_thym(e)_pos	12083.111794850807
EX_thymd(e)_neg	6.27145275157608
EX_thymd(e)_pos	0.0
EX_thyox_L(e)_neg	0.0
EX_thyox_L(e)_pos	10.014213407848436
EX_tmndnc(e)_neg	13.142983199727068
EX_tmndnc(e)_pos	240.29340220857577
EX_tolbutamide(e)_neg	7.466817070156783
EX_tolbutamide(e)_pos	0.0
EX_tre(e)_neg	3.0727674720033873
EX_tre(e)_pos	0.0
EX_triodthy(e)_neg	9.940315593427053
EX_triodthy(e)_pos	10.771636408295834
EX_triodthysuf(e)_neg	0.0
EX_triodthysuf(e)_pos	21.080885691005186
EX_trp_L(e)_neg	7.2354912905224955
EX_trp_L(e)_pos	0.0
EX_tststerone(e)_neg	8.955065814192926
EX_tststerone(e)_pos	54385.44632081828
EX_tststeroneglc(e)_neg	0.0
EX_tststeroneglc(e)_pos	67963.88725379172
EX_tststerones(e)_neg	0.0
EX_tststerones(e)_pos	60021.04747545333
EX_tsul(e)_neg	11.953186058054639
EX_tsul(e)_pos	0.0
EX_ttdca(e)_neg	7231.189571477997
EX_txa2(e)_neg	0.0
EX_txa2(e)_pos	169.61215564034651
EX_tymsf(e)_neg	0.0
EX_tymsf(e)_pos	19369.38032672865
EX_tyr_L(e)_neg	3.307990524392475
EX_tyr_L(e)_pos	5491.010549941782
EX_udp(e)_neg	3.0869074591379
EX_udp(e)_pos	22788.525969463415
EX_udpg(e)_neg	5.3831752486206
EX_udpg(e)_pos	0.0
EX_udpgal(e)_neg	5.7
EX_udpgal(e)_pos	0.0
EX_ump(e)_neg	3.3982730499046587
EX_ump(e)_pos	14669.536536913254
EX_ura(e)_neg	5.709659860141135
EX_ura(e)_pos	7421.555064745376
EX_urate(e)_neg	4.75
EX_urate(e)_pos	8883.221550043329
EX_urea(e)_neg	4.75
EX_urea(e)_pos	11315.895218469677
EX_uri(e)_neg	5.02749703767793
EX_uri(e)_pos	5837.851564089329
EX_utp(e)_neg	3.0869074591379
EX_utp(e)_pos	26354.88899789485
EX_vacc(e)_neg	7.794734418170109
EX_vacc(e)_pos	8826.363327200632
EX_val_L(e)_neg	6.150931130344846
EX_val_L(e)_pos	7570.934124139648
EX_vitd2(e)_neg	0.0
EX_vitd2(e)_pos	0.0
EX_vitd3(e)_neg	7502.949172549535
EX_whddca(e)_neg	0.0
EX_whddca(e)_pos	7.466817070156784
EX_whhdca(e)_neg	0.0
EX_whhdca(e)_pos	18077.439515065915
EX_whtststerone(e)_neg	0.0
EX_whtststerone(e)_pos	0.0
EX_whttdca(e)_neg	0.0
EX_whttdca(e)_pos	7494.7604640802265
EX_xolest2_hs(e)_neg	5.462726614404986
EX_xolest2_hs(e)_pos	14792.881003704371
EX_xolest_hs(e)_neg	0.0
EX_xolest_hs(e)_pos	0.0
EX_xoltri24(e)_neg	0.0
EX_xoltri24(e)_pos	53731.266496660035
EX_xoltri25(e)_neg	0.0
EX_xoltri25(e)_pos	53899.33388532451
EX_xoltri27(e)_neg	0.0
EX_xoltri27(e)_pos	53901.88504174458
EX_xyl_D(e)_neg	0.0
EX_xyl_D(e)_pos	849.601733565651
EX_xylt(e)_neg	5053.818232567784
EX_yvite(e)_neg	2.8499999999999996
EX_yvite(e)_pos	0.0
F1Atg_neg	0.0
F1Atg_pos	6988.6575655223105
F1PGT_neg	0.0
F1PGT_pos	17860.40030190791
F6Tg_pos	17624.484335962232
FA120ACPH_neg	0.0
FA120ACPH_pos	0.0
FA140ACPH_neg	0.0
FA140ACPH_pos	0.0
FA141ACPH_neg	0.0
FA141ACPH_pos	0.0
FA160ACPH_neg	0.0
FA160ACPH_pos	0.0
FA161ACPH_neg	0.0
FA161ACPH_pos	0.0
FA180ACPH_neg	0.0
FA180ACPH_pos	0.0
FA181ACPH_neg	0.0
FA181ACPH_pos	0.0
FA1821ACPH_neg	0.0
FA1821ACPH_pos	0.0
FA1822ACPH_neg	0.0
FA1822ACPH_pos	0.0
FA182ACPH_neg	0.0
FA182ACPH_pos	0.0
FACOAL140i_pos	8110.294950833627
FACOAL150_neg	0.0
FACOAL150_pos	28.521954969935212
FACOAL160i_pos	8312.54719698763
FACOAL161_neg	20530.75915363895
FACOAL161_pos	10247.575280884157
FACOAL170_neg	0.0
FACOAL170_pos	32.61347013125074
FACOAL180i_pos	3234.8384333063523
FACOAL1812_neg	8826.363327200632
FACOAL1812_pos	7.808790235363562
FACOAL1813_neg	5047.790925746422
FACOAL1813_pos	6.945994692804365
FACOAL181i_pos	4081.0641117725518
FACOAL1821_neg	359.0273948348746
FACOAL1821_pos	9739.69305157681
FACOAL1822_neg	9128.277055428389
FACOAL1822_pos	13.682298597268419
FACOAL1831_neg	5118.121666349331
FACOAL1831_pos	12.56910818853256
FACOAL1832_neg	0.0
FACOAL1832_pos	6.906317827108765
FACOAL184_neg	6.933097087384631
FACOAL184_pos	13.292201534913756
FACOAL191_pos	6967.3974727654795
FACOAL200_pos	3243.494936825586
FACOAL203_neg	48.41667597490401
FACOAL203_pos	6.111418356918894
FACOAL2042_neg	32.09722630691274
FACOAL2042_pos	7.756561402203939
FACOAL204_neg	7378.332151562819
FACOAL204_pos	12.34616318344858
FACOAL205_neg	240.29340220857574
FACOAL205_pos	13.14298319972707
FACOAL206_neg	0.0
FACOAL206_pos	45.81183399159866
FACOAL224_neg	133.30311626232
FACOAL224_pos	8.99831336032318
FACOAL2251_neg	195.4601403762461
FACOAL2251_pos	10.767701616861178
FACOAL2252_neg	380.6621111933393
FACOAL2252_pos	12.696891514909384
FACOAL226_neg	470.25705598492885
FACOAL226_pos	9.580516827688525
FACOAL240_neg	9.90490607430198
FACOAL240_pos	20.890207249821117
FACOAL241_neg	0.0
FACOAL241_pos	21.523521977776095
FACOAL244_1_neg	0.0
FACOAL244_1_pos	10.062612021808983
FACOAL245_1_neg	0.0
FACOAL245_1_pos	10.767701616861176
FACOAL245_2_neg	0.0
FACOAL245_2_pos	7.809735570993471
FACOAL246_1_neg	7.809735570993472
FACOAL246_1_pos	10.062612021808986
FACOAL260_neg	0.0
FACOAL260_pos	9.904906074301978
FACOAL40im_pos	6.148280126482512
FACOAL80i_pos	8954.20571267354
FADDP_pos	3358.0835031852585
FADDPle_pos	14213.965631007584
FADH2ETC_pos	281.84646229003624
FADH2tru_pos	5262.394046775104
FADH2tx_neg	0.0
FADH2tx_pos	68602.6577705189
FADtm_neg	0.0
FADtm_pos	0.0
FADtru_pos	5262.394046775104
FADtx_neg	68602.6577705189
FADtx_pos	0.0
FAEL183_pos	24459.878633568773
FAEL184_pos	32.09722630691274
FAEL204_pos	14932.066920067247
FAEL205_pos	37433.765430119005
FAH1_pos	7.466817070156785
FAH2_pos	7494.760464080227
FAH3_pos	18077.43951506592
FALDH_neg	1152.7335460827212
FALDH_pos	1152.7335460827212
FALDtly_neg	0.0
FALDtly_pos	11995.615709656646
FALDtm_neg	0.0
FALDtm_pos	26715.465952849427
FAOXC101C102m_pos	279.0862131119557
FAOXC101C102x_pos	483.7957775782378
FAOXC101C8m_pos	442.63508108664485
FAOXC101C8x_pos	483.7957775782378
FAOXC101m_pos	25495.838145142712
FAOXC101x_pos	483.7957775782378
FAOXC102C101m_pos	279.0862131119557
FAOXC102C101x_pos	483.7957775782378
FAOXC102C103m_pos	694.2590052458721
FAOXC102C103x_pos	887.6799270499446
FAOXC102C81m_pos	694.2590052458721
FAOXC102C81x_pos	887.6799270499446
FAOXC102m_pos	694.2590052458721
FAOXC102x_pos	887.6799270499446
FAOXC103C102m_pos	694.2590052458721
FAOXC103C102x_pos	887.6799270499446
FAOXC10C10OHm_pos	12801.685108805985
FAOXC10C8m_pos	4915.289598322356
FAOXC10C8x_pos	23425.399437818753
FAOXC10DCC8DCx_pos	27473.71143642446
FAOXC11C9m_pos	62.82013154899331
FAOXC11_pos	45.81183399159867
FAOXC121C101m_pos	25495.838145142712
FAOXC121C10x_pos	23489.95750040672
FAOXC121x_pos	18146.624900063776
FAOXC122C101m_pos	279.0862131119557
FAOXC122m_pos	279.0862131119557
FAOXC122x_pos	483.7957775782378
FAOXC123C102m_pos	694.2590052458721
FAOXC123C102x_pos	887.6799270499446
FAOXC123m_pos	694.2590052458721
FAOXC123x_pos	887.6799270499446
FAOXC12C10m_pos	4897.419531364705
FAOXC12C10x_pos	23425.399437818753
FAOXC12C12OHm_pos	12342.973274280146
FAOXC12DCC10DCx_pos	47631.644590745665
FAOXC12DCTc_neg	7869.813974650562
FAOXC12DCTc_pos	45513.057919142746
FAOXC12DCc_neg	0.0
FAOXC12DCc_pos	7869.813974650562
FAOXC12DCx_neg	7869.813974650562
FAOXC12DCx_pos	45513.057919142746
FAOXC13BRC11BRx_pos	0.0
FAOXC13C11m_pos	62.82013154899331
FAOXC140_pos	42028.264957646796
FAOXC141C121m_pos	25495.838145142712
FAOXC141C121x_pos	18146.624900063776
FAOXC141C141OHm_pos	13697.468519559463
FAOXC142C122m_pos	279.0862131119557
FAOXC142C122x_pos	483.7957775782378
FAOXC142C142OHm_pos	31857.41646589792
FAOXC143C123m_pos	694.2590052458721
FAOXC143C123x_pos	887.6799270499446
FAOXC14C12m_pos	13820.928757186213
FAOXC14C12x_pos	23425.399437818734
FAOXC14C14OHm_pos	10311.860368974882
FAOXC14DCC12DCx_pos	45513.057919142746
FAOXC150m_pos	61.68965099960894
FAOXC15ATPx_pos	6682.881692905185
FAOXC15BRC13BRx_pos	0.0
FAOXC15C13m_pos	62.82013154899331
FAOXC15NADPx_pos	46.50420923167383
FAOXC15NADx_pos	46.03323779809785
FAOXC16080m_pos	37182.03652408451
FAOXC16080x_pos	16062.711853850195
FAOXC160_pos	39871.31745440641
FAOXC161802m_pos	25443.05088039415
FAOXC16180m_pos	25461.722768005173
FAOXC161C141m_pos	13697.46851955946
FAOXC161C141x_pos	18146.624900063776
FAOXC161C161OHm_pos	10247.76189783888
FAOXC162C142m_pos	23.414443923521493
FAOXC162C162OHm_pos	22256.770555972926
FAOXC163C142x_pos	483.7957775782378
FAOXC163C143m_pos	31.965962749199715
FAOXC163C164Gm_pos	282.0482178063396
FAOXC163C164x_pos	483.7957775782378
FAOXC163GC142m_pos	282.0482178063396
FAOXC163Gm_pos	282.0482178063396
FAOXC163x_pos	483.7957775782378
FAOXC164C143m_pos	696.6420000587351
FAOXC164C143x_pos	887.6799270499446
FAOXC164C163x_pos	483.7957775782378
FAOXC164C165m_pos	696.6420000587351
FAOXC164C165x_pos	887.6799270499446
FAOXC164GC163m_pos	282.0482178063396
FAOXC164m_pos	696.6420000587351
FAOXC164x_pos	887.6799270499446
FAOXC165C164m_pos	696.6420000587351
FAOXC165C164x_pos	887.6799270499446
FAOXC16BRx_pos	6682.881692905185
FAOXC16C14m_pos	13557.7520382974
FAOXC16C14x_pos	16216.174439721546
FAOXC16C16OHm_pos	10583.670307664188
FAOXC16DCC14DCx_pos	45513.057919142746
FAOXC16DCr_pos	29701.368325277865
FAOXC16OHC16r_pos	29701.36832527786
FAOXC170m_pos	32.61347013125075
FAOXC17C15m_pos	32.72808144591305
FAOXC180_pos	11676.802369016948
FAOXC180x_pos	8972.762301062883
FAOXC1811601m_pos	39776.81712411456
FAOXC1811602m_pos	89454.0719374451
FAOXC1811603m_pos	47792.022157554406
FAOXC181C161m_pos	23231.85966327138
FAOXC181C161x_pos	18146.624900063776
FAOXC181C181OHm_pos	15429.691949058913
