	Ob.EPA.e_S153_L007_R1_001
EX_CE5868(e)_neg	4.75
EX_CE5868(e)_pos	4.75
EX_CE5869(e)_neg	4.75
EX_CE5869(e)_pos	4.75
EX_CLPND(e)_neg	12.648623134285465
EX_CLPND(e)_pos	377.32592058149424
EX_HC00001(e)_neg	0.0
EX_HC00001(e)_pos	0.0
EX_HC00002(e)_neg	0.0
EX_HC00002(e)_pos	0.0
EX_HC00003(e)_neg	0.0
EX_HC00003(e)_pos	0.0
EX_HC00004(e)_neg	0.0
EX_HC00004(e)_pos	0.0
EX_HC00229(e)_neg	4.274999999999999
EX_HC00229(e)_pos	2999.531808773636
EX_HC00250(e)_neg	5.2875413954379775
EX_HC00250(e)_pos	6734.287264108256
EX_HC00822(e)_neg	16.030945637117167
EX_HC00822(e)_pos	3.3249999999999993
EX_HC00955(e)_neg	0.0
EX_HC00955(e)_pos	0.0
EX_HC01104(e)_neg	3.3886775875005664
EX_HC01104(e)_pos	3.3886775875005664
EX_HC01361(e)_neg	4.474113715365924
EX_HC01361(e)_pos	6.468337045225726
EX_HC01440(e)_neg	0.0
EX_HC01440(e)_pos	0.0
EX_HC01441(e)_neg	0.0
EX_HC01441(e)_pos	0.0
EX_HC01444(e)_neg	9.290360336672281
EX_HC01444(e)_pos	4155.9349843457285
EX_HC01446(e)_neg	0.0
EX_HC01446(e)_pos	0.0
EX_HC01577(e)_neg	0.0
EX_HC01577(e)_pos	0.0
EX_HC01609(e)_neg	9.625470097974997
EX_HC01609(e)_pos	9.625470097974997
EX_HC01610(e)_neg	9.625470097974997
EX_HC01610(e)_pos	9.625470097974997
EX_HC01700(e)_neg	0.0
EX_HC01700(e)_pos	0.0
EX_HC01787(e)_neg	0.0
EX_HC01787(e)_pos	0.0
EX_HC01852(e)_neg	0.0
EX_HC01852(e)_pos	0.0
EX_HC01939(e)_neg	0.0
EX_HC01939(e)_pos	0.0
EX_HC01942(e)_neg	0.0
EX_HC01942(e)_pos	0.0
EX_HC01943(e)_neg	0.0
EX_HC01943(e)_pos	0.0
EX_HC01944(e)_neg	0.0
EX_HC01944(e)_pos	0.0
EX_HC02154(e)_neg	0.0
EX_HC02154(e)_pos	0.0
EX_HC02160(e)_neg	0.0
EX_HC02160(e)_pos	0.0
EX_HC02161(e)_neg	0.0
EX_HC02161(e)_pos	0.0
EX_HC02172(e)_neg	0.0
EX_HC02172(e)_pos	0.0
EX_HC02175(e)_neg	0.0
EX_HC02175(e)_pos	0.0
EX_HC02176(e)_neg	7.452421652686252
EX_HC02176(e)_pos	0.0
EX_HC02179(e)_neg	0.0
EX_HC02179(e)_pos	0.0
EX_HC02180(e)_neg	0.0
EX_HC02180(e)_pos	0.0
EX_HC02187(e)_neg	0.0
EX_HC02187(e)_pos	0.0
EX_HC02191(e)_neg	0.0
EX_HC02191(e)_pos	0.0
EX_HC02192(e)_neg	0.0
EX_HC02192(e)_pos	0.0
EX_HC02193(e)_neg	0.0
EX_HC02193(e)_pos	0.0
EX_HC02194(e)_neg	0.0
EX_HC02194(e)_pos	0.0
EX_HC02195(e)_neg	0.0
EX_HC02195(e)_pos	0.0
EX_HC02196(e)_neg	0.0
EX_HC02196(e)_pos	0.0
EX_HC02197(e)_neg	0.0
EX_HC02197(e)_pos	0.0
EX_HC02198(e)_neg	0.0
EX_HC02198(e)_pos	0.0
EX_HC02199(e)_neg	0.0
EX_HC02199(e)_pos	0.0
EX_HC02200(e)_neg	0.0
EX_HC02200(e)_pos	0.0
EX_HC02201(e)_neg	0.0
EX_HC02201(e)_pos	0.0
EX_HC02202(e)_neg	3.224979012726272
EX_HC02202(e)_pos	11.616816556732434
EX_HC02203(e)_neg	3.224979012726272
EX_HC02203(e)_pos	13.49160995525256
EX_HC02204(e)_neg	3.224979012726272
EX_HC02204(e)_pos	13.316816556732434
EX_HC02205(e)_neg	3.224979012726272
EX_HC02205(e)_pos	11.79160995525256
EX_HC02206(e)_neg	3.224979012726272
EX_HC02206(e)_pos	11.466816556732434
EX_HC02207(e)_neg	3.224979012726272
EX_HC02207(e)_pos	11.64160995525256
EX_HC02208(e)_neg	0.0
EX_HC02208(e)_pos	0.0
EX_HC02210(e)_neg	0.0
EX_HC02210(e)_pos	0.0
EX_HC02213(e)_neg	0.0
EX_HC02213(e)_pos	0.0
EX_HC02214(e)_neg	0.0
EX_HC02214(e)_pos	0.0
EX_HC02216(e)_neg	0.0
EX_HC02216(e)_pos	0.0
EX_HC02217(e)_neg	0.0
EX_HC02217(e)_pos	0.0
EX_HC02220(e)_neg	0.0
EX_HC02220(e)_pos	0.0
EX_Lcystin(e)_neg	2.31999526371754
EX_Lcystin(e)_pos	0.0
EX_Rtotal(e)_neg	8.287599841412607
EX_Rtotal(e)_pos	7625.272017984257
EX_Rtotal2(e)_neg	8.845705844938415
EX_Rtotal2(e)_pos	5244.279854492866
EX_Rtotal3(e)_neg	7.919967114028256
EX_Rtotal3(e)_pos	8.17869996118755
EX_Tyr_ggn(e)_neg	0.0
EX_Tyr_ggn(e)_pos	30.101195088631574
EX_abt(e)_neg	0.0
EX_abt(e)_pos	5058.017790513051
EX_ac(e)_neg	4.607151436124696
EX_ac(e)_pos	5627.246686011096
EX_acac(e)_neg	4.982205791951737
EX_acac(e)_pos	7637.689631774821
EX_acald(e)_neg	5.126638198003697
EX_acald(e)_pos	6168.692787341438
EX_acetone(e)_neg	5.481977524476188
EX_acetone(e)_pos	10523.448403297885
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	9441.60492599267
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	8834.477466652645
EX_acgam(e)_neg	0.0
EX_acgam(e)_pos	6.649999999999999
EX_ach(e)_neg	8.81443825876064
EX_ach(e)_pos	6821.035634559826
EX_acmana(e)_neg	0.0
EX_acmana(e)_pos	18858.86310477701
EX_acn13acngalgbside_hs(e)_neg	0.0
EX_acn13acngalgbside_hs(e)_pos	11056.100336467467
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11056.100336467467
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12236.908529058528
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11077.651795666545
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	10012.087538212589
EX_ade(e)_neg	3.9745485502669924
EX_ade(e)_pos	6166.346669291558
EX_adn(e)_neg	5647.273480110214
EX_adp_neg	3.020218640132429
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.705885067637997
EX_adprib(e)_neg	7.561774653304797
EX_adprib(e)_pos	4.705885067637996
EX_adrn(e)_neg	8.923890683793566
EX_adrn(e)_pos	131.86454944978902
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	36891.63366028276
EX_aflatoxin(e)_neg	7.452421652686252
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11156.216171460008
EX_ahcys(e)_pos	26885.38832129408
EX_ahdt(e)_neg	6.468337045225726
EX_ahdt(e)_pos	4.474113715365924
EX_aicar(e)_neg	11018.418486962855
EX_aicar(e)_pos	12360.734877582614
EX_ak2lgchol_hs(e)_neg	6.760143553595566
EX_ak2lgchol_hs(e)_pos	4.681413860422335
EX_akg(e)_neg	4.248528742063516
EX_akg(e)_pos	7306.708949195494
EX_ala_B(e)_neg	6.662830574888876
EX_ala_B(e)_pos	9081.775450915327
EX_ala_D(e)_neg	2.4006141329552135
EX_ala_D(e)_pos	3754.608660005556
EX_ala_L(e)_neg	2.362258262897118
EX_ala_L(e)_pos	3561.162005623306
EX_alaala(e)_neg	7457.783857423029
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	52904.6575962194
EX_amp(e)_neg	3.9745485502669924
EX_amp(e)_pos	6570.840306786413
EX_andrstrn(e)_neg	17.47887119934677
EX_andrstrn(e)_pos	55494.21997906799
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	68804.47695065777
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.804738703422837
EX_antipyrene(e)_neg	7.897305484537792
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.452421652686252
EX_appnn(e)_neg	7.452421652686252
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	61248.889459759484
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.329402348406152
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11303.654140285002
EX_arachcoa(e)_neg	5.25636752449375
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.719551619077196
EX_arachd(e)_pos	75.7762712808026
EX_arg_L(e)_neg	5.283390688495021
EX_arg_L(e)_pos	17616.920265768767
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4403.041897188805
EX_asn_L(e)_neg	5.542744092089454
EX_asn_L(e)_pos	11329.511036494217
EX_asp_D(e)_neg	11.128259427030528
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.054567450533863
EX_asp_L(e)_pos	6796.344873209088
EX_atp(e)_neg	3.9354328222045423
EX_atp(e)_pos	21101.057489710533
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	4.990179869138491
EX_bhb(e)_pos	7634.1998956080915
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	42324.289520623934
EX_bilglcur(e)_neg	10.295392477765317
EX_bilglcur(e)_pos	64600.88751150172
EX_bilirub(e)_neg	15.846208316835313
EX_bilirub(e)_pos	50338.31606826526
EX_biocyt(e)_neg	3.9342006681759187
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	232.9373664495558
EX_btn(e)_pos	3.9342006681759187
EX_but(e)_neg	6.092719925720578
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12388.461335784403
EX_c10crn_neg	0.0
EX_c10crn_pos	14479.926236452884
EX_c10dc_neg	0.0
EX_c10dc_pos	19606.254661370673
EX_c12dc_neg	0.0
EX_c12dc_pos	45153.31804165288
EX_c16dc_neg	0.0
EX_c16dc_pos	29484.09247709282
EX_c3dc_neg	0.0
EX_c3dc_pos	10754.222325300758
EX_c4crn_neg	0.0
EX_c4crn_pos	16829.791915103713
EX_c4dc_neg	0.0
EX_c4dc_pos	10528.737896469964
EX_c51crn_neg	0.0
EX_c51crn_pos	11865.390706794484
EX_c5dc_neg	0.0
EX_c5dc_pos	7966.84560766429
EX_c6crn_neg	0.0
EX_c6crn_pos	13141.042274987893
EX_c6dc_neg	0.0
EX_c6dc_pos	61258.99566574627
EX_c81crn_neg	0.0
EX_c81crn_pos	12388.461335784403
EX_c8crn_neg	0.0
EX_c8crn_pos	8825.962705364034
EX_c8dc_neg	0.0
EX_c8dc_pos	27276.3286065333
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	12863.950193421966
EX_carn(e)_neg	10907.539569802713
EX_caro(e)_neg	12.926175440182355
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.452421652686252
EX_cbasp(e)_neg	8254.85880678129
EX_cbasp(e)_pos	19287.060835535558
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.2009144273001504
EX_cdp(e)_pos	4.401828854600301
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.597510298732678
EX_cgly(e)_pos	10378.588952430931
EX_chol(e)_neg	6818.622178158283
EX_cholate(e)_neg	11726.52988375796
EX_chsterol(e)_neg	8.057044691958398
EX_chsterol(e)_pos	10856.40800233288
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.874544082926129
EX_cit(e)_pos	8644.403931832638
EX_citr_L(e)_neg	2.0241124391391936
EX_citr_L(e)_pos	12267.108881148659
EX_cl(e)_neg	8005.760666931293
EX_cmp(e)_neg	3.2064171575086258
EX_cmp(e)_pos	7.650492674762265
EX_co(e)_neg	0.0
EX_co(e)_pos	50350.406092179524
EX_co2(e)_neg	447.70467875415676
EX_co2(e)_pos	4152.5580854288155
EX_coa(e)_neg	4.172169396875142
EX_coa(e)_pos	5.25636752449375
EX_coumarin(e)_neg	7.452421652686252
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	9.97867822908572
EX_creat(e)_pos	17700.760880334168
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	27631.949890990203
EX_crn(e)_neg	6705.736318887118
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	51351.32904460825
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	53943.320063495776
EX_crvnc(e)_neg	9.516323372822223
EX_crvnc(e)_pos	466.9171415117122
EX_csn(e)_neg	7.354525678777348
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	83.4700532292668
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	99.66715960917035
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	83.31413036718007
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	127.56536838454774
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	147.57240899217683
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.2064171575086258
EX_ctp(e)_pos	7.650492674762265
EX_cyan(e)_neg	6.6802378308285375
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2684.716678964589
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6120.257597124267
EX_cytd(e)_neg	6076.213940655326
EX_dad_2(e)_neg	7553.944206215409
EX_dag_hs(e)_neg	7861.433864500035
EX_dca(e)_neg	19606.254661370673
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	10.700785492054564
EX_dcsptn1(e)_pos	194.05339809969598
EX_dcyt(e)_neg	7069.916269433986
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12388.461335784401
EX_ddecrn_neg	0.0
EX_ddecrn_pos	10265.66412784155
EX_debrisoquine(e)_neg	7.452421652686252
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12388.461335784401
EX_dgchol(e)_neg	6.750002016849203
EX_dgchol(e)_pos	66449.7959233712
EX_dgmp(e)_neg	4.1507580232250065
EX_dgmp(e)_pos	4.664637710726423
EX_dgsn(e)_neg	7711.709386024178
EX_dgtp(e)_neg	4.664637710726423
EX_dgtp(e)_pos	4.1507580232250065
EX_dha(e)_neg	3.3886775875005664
EX_dha(e)_pos	3.3886775875005664
EX_dhap(e)_neg	3.3886775875005664
EX_dhap(e)_pos	3.3886775875005664
EX_dhdascb(e)_neg	4403.041897188806
EX_dheas(e)_neg	9.287863610120526
EX_dheas(e)_pos	59146.00540562081
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.489211811348696
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	65631.63581090375
EX_din(e)_neg	7933.541129986786
EX_dlnlcg(e)_neg	6.055302486517259
EX_dlnlcg(e)_pos	47.8535890325299
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.897305484537792
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	45.611163384175974
EX_doco13ac_neg	17887.729752901072
EX_doco13ac_pos	0.0
EX_docosac_neg	15603.677512359276
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15603.677512359278
EX_dopa(e)_neg	5.94348607073144
EX_dopa(e)_pos	9304.355604210456
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	32020.000799383597
EX_dpcoa(e)_neg	6580.654357902869
EX_dpcoa(e)_pos	27443.22322746281
EX_drib(e)_neg	6.943157926903892
EX_drib(e)_pos	7843.576677866119
EX_dtdp(e)_neg	2.2009144273001504
EX_dtdp(e)_pos	4.401828854600301
EX_dtmp(e)_neg	3.2064171575086258
EX_dtmp(e)_pos	7.650492674762265
EX_dttp(e)_neg	3.2064171575086258
EX_dttp(e)_pos	7.650492674762265
EX_duri(e)_neg	6.569106079353994
EX_duri(e)_pos	6815.904359254728
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.452421652686252
EX_ebastine(e)_neg	12.8778581645907
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.8778581645907
EX_eicostet(e)_neg	7.696461373876356
EX_eicostet(e)_pos	31.748421688688744
EX_elaid(e)_neg	6.893579858302161
EX_elaid(e)_pos	5015.3579248116075
EX_estradiol(e)_neg	11.454708204090018
EX_estradiol(e)_pos	50998.567035288346
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	56290.41032319967
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	58988.93138966099
EX_estrones(e)_neg	8.927478702658147
EX_estrones(e)_pos	54597.966931698655
EX_etoh(e)_neg	5.585902659926609
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.40152075002
EX_fad(e)_pos	16195.337953231763
EX_fald(e)_neg	4.309638598248041
EX_fald(e)_pos	20931.577940181378
EX_fe2(e)_neg	3.3955932308516994
EX_fe2(e)_pos	50338.31606826526
EX_fe3(e)_neg	3.291970471617544
EX_fe3(e)_pos	48875.09064034282
EX_fmn(e)_neg	16195.337953231763
EX_fmn(e)_pos	17135.478913840467
EX_fol(e)_neg	2198.1633495099904
EX_for(e)_neg	3.9825018238390903
EX_for(e)_pos	14959.11277396549
EX_fru(e)_neg	4.942089129760096
EX_fru(e)_pos	2774.4875788055924
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	9683.225906905702
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11498.410863265162
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17397.788672529918
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	10468.82084577809
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	11464.849452179189
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	11505.378235704042
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	10990.197257099262
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	9573.225478478244
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	8831.518255763882
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	9466.008902093652
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	11057.02064074893
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	11422.041281951255
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10100.295251697671
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10320.803092762737
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.329413490113874
EX_gal(e)_neg	4155.9349843457285
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9322.071039764976
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10229.170389451614
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9120.836799644452
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8216.633606574742
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	9554.366268071284
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6318.839424262801
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11149.354023024263
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	11720.005099121327
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	12249.057199379471
EX_gd1c_hs(e)_neg	0.0
EX_gd1c_hs(e)_pos	12306.808477017115
EX_gdp(e)_neg	3.0801685346083905
EX_gdp(e)_pos	3.0801685346083905
EX_glc(e)_neg	2.375
EX_glc(e)_pos	2559.1148081442666
EX_glcur(e)_neg	5.2955932308517015
EX_glcur(e)_pos	10.87851739822784
EX_glgchlo(e)_neg	0.0
EX_glgchlo(e)_pos	13609.626281136689
EX_gln_L(e)_neg	4.787799467216812
EX_gln_L(e)_pos	7924.335564426488
EX_gltcho(e)_neg	0.0
EX_gltcho(e)_pos	14632.949295799765
EX_gltdechol(e)_neg	0.0
EX_gltdechol(e)_pos	3800.0
EX_glu_L(e)_neg	3.559273415388827
EX_glu_L(e)_pos	8351.61791043648
EX_gluala(e)_neg	5.351570773946625
EX_gluala(e)_pos	9456.330772426785
EX_gly(e)_neg	5566.536413209688
EX_glyb(e)_neg	18.246055327406584
EX_glyb(e)_pos	10183.725362780231
EX_glyc(e)_neg	4155.9349843457285
EX_glyc_S(e)_neg	0.0
EX_glyc_S(e)_pos	6581.919026667022
EX_glygly(e)_neg	12643.319809203838
EX_glygn2(e)_neg	13.443983504451804
EX_glygn2(e)_pos	0.0
EX_glygn4(e)_neg	4.275
EX_glygn4(e)_pos	13.443983504451804
EX_glygn5(e)_neg	5.049122580847708
EX_glygn5(e)_pos	19.48640542527013
EX_glyleu(e)_neg	9533.654900130914
EX_glyphe(e)_neg	10723.844954704486
EX_glypro(e)_neg	9263.114908387259
EX_glysar(e)_neg	16864.451635198475
EX_gmp(e)_neg	6.168316808149546
EX_gmp(e)_pos	7.278391470424731
EX_gp1c_hs(e)_neg	0.0
EX_gp1c_hs(e)_pos	12941.749282963363
EX_gp1calpha_hs(e)_neg	0.0
EX_gp1calpha_hs(e)_pos	12969.97229955095
EX_gq1b_hs(e)_neg	0.0
EX_gq1b_hs(e)_pos	12736.88727686213
EX_gq1balpha_hs(e)_neg	0.0
EX_gq1balpha_hs(e)_pos	12656.877759566016
EX_gsn(e)_neg	5854.855989407117
EX_gt1a_hs(e)_neg	0.0
EX_gt1a_hs(e)_pos	12486.832149601218
EX_gthox(e)_neg	0.0
EX_gthox(e)_pos	15031.773704401625
EX_gthrd(e)_neg	2.531727436451509
EX_gthrd(e)_pos	13670.312450667749
EX_gtp(e)_neg	3.0801685346083905
EX_gtp(e)_pos	0.0
EX_gua(e)_neg	6.529466764886913
EX_gua(e)_pos	6183.174230661296
EX_gum(e)_neg	3800.0
EX_gum(e)_pos	0.0
EX_gumdchac(e)_neg	0.0
EX_gumdchac(e)_pos	3800.0
EX_gumgchol(e)_neg	0.0
EX_gumgchol(e)_pos	13609.626281136689
EX_gumtchol(e)_neg	0.0
EX_gumtchol(e)_pos	14632.949295799765
EX_h(e)_neg	230.84865038406244
EX_h(e)_pos	2192.8077261919025
EX_h2o(e)_neg	245.74163502175105
EX_h2o(e)_pos	3433.6759658071173
EX_h2o2(e)_neg	3.9671122343760032
EX_h2o2(e)_pos	5684.130412895045
EX_ha(e)_neg	36.27997342723777
EX_ha(e)_pos	18464.43643866868
EX_ha_pre1(e)_neg	14.660217820237808
EX_ha_pre1(e)_pos	18917.678235032887
EX_hco3(e)_neg	432.0991527306607
EX_hco3(e)_pos	5230.0617584032325
EX_hcoumarin(e)_neg	0.0
EX_hcoumarin(e)_pos	7.452421652686252
EX_hdca(e)_neg	6.549137130850229
EX_hdca(e)_pos	12852.932825492506
EX_hdcea(e)_neg	10132.333684896015
EX_hestratriol(e)_neg	0.0
EX_hestratriol(e)_pos	50207.98451504413
EX_hexc(e)_neg	9.83894728271355
EX_hexc(e)_pos	0.0
EX_his_L(e)_neg	5222.2708727130885
EX_hista(e)_neg	10.683205138310027
EX_hista(e)_pos	5222.318751108541
EX_hom_L(e)_neg	0.0
EX_hom_L(e)_pos	0.0
EX_hpdca(e)_neg	32.45325138626328
EX_hpdca(e)_pos	0.0
EX_hspg(e)_neg	340.97303365510453
EX_hspg(e)_pos	0.0
EX_htaxol(e)_neg	0.0
EX_htaxol(e)_pos	7.452421652686251
EX_hxan(e)_neg	5.791843822749665
EX_hxan(e)_pos	6071.07087136418
EX_hyptaur(e)_neg	2850.0
EX_hyptaur(e)_pos	4750.0
EX_i(e)_neg	9.976599581779956
EX_i(e)_pos	0.0
EX_idour(e)_neg	0.0
EX_idour(e)_pos	442.31105957953577
EX_idp(e)_neg	2.137790115850033
EX_idp(e)_pos	3.2064171575086253
EX_ile_L(e)_neg	4.75
EX_ile_L(e)_pos	7653.71876922023
EX_imp(e)_neg	0.0
EX_imp(e)_pos	7.397995428961795
EX_inost(e)_neg	11.006612950856557
EX_inost(e)_pos	6280.138034212665
EX_ins(e)_neg	5969.682187895674
EX_itp(e)_neg	3.2064171575086253
EX_itp(e)_pos	3.2064171575086253
EX_ivcrn_neg	0.0
EX_ivcrn_pos	10727.480248518363
EX_k(e)_neg	0.0
EX_k(e)_pos	0.0
EX_ksi(e)_neg	4.049517058285334
EX_ksi(e)_pos	1781.2627648944278
EX_ksi_deg1(e)_neg	0.0
EX_ksi_deg1(e)_pos	1753.3301101587585
EX_ksii_core2(e)_neg	98.34310215103424
EX_ksii_core2(e)_pos	293.38565257215043
EX_ksii_core4(e)_neg	106.22651282964975
EX_ksii_core4(e)_pos	484.4623469127235
EX_lac_D(e)_neg	2.343974907671129
EX_lac_D(e)_pos	3516.1536229725157
EX_lac_L(e)_neg	2.343974907671129
EX_lac_L(e)_pos	3475.1173178343324
EX_lcts(e)_neg	4.368966617352425
EX_lcts(e)_pos	7266.040119490907
EX_leu_L(e)_neg	4.75
EX_leu_L(e)_pos	3759.712347156645
EX_leugly(e)_neg	9533.654900130914
EX_leuktrA4(e)_neg	3.486725124911356
EX_leuktrA4(e)_pos	4247.219505481044
