	Treg_Lymph_Treg7_L2	Tcon_Spleen_Tcon1_L2	Treg_Spleen_Treg1_L1	Treg_Spleen_Treg4_L2	exTreg_Spleen_exTreg7_L2
4NPHSFte_pos	0.0	0.0	0.0	0.0	0.0
4NPHSFte_neg	0.0	0.0	0.0	0.0	0.0
4NPHSULT_pos	0.0	0.0	0.0	0.0	0.0
4NPHte_pos	0.0	0.0	0.0	0.0	0.0
4NPHte_neg	0.0	0.0	0.0	0.0	0.0
4PYRDX_pos	0.0	0.0	0.0	0.0	0.0
5ADTSTSTERONEGLCte_pos	2.8970482142266847	2.0984643963702063	2.601070165560918	2.287453196866396	2.3763283661187535
5ADTSTSTERONEGLCtr_pos	0.0	0.0	0.0	0.0	0.0
5ADTSTSTERONEGLCtr_neg	0.0	0.0	0.0	0.0	0.0
5ADTSTSTERONESte_pos	0.0	0.0	0.0	0.0	0.0
5ADTSTSTERONESte_neg	0.0	0.0	0.0	0.0	0.0
5ADTSTSTERONESULT_pos	0.0	0.0	0.0	0.0	0.0
5ADTSTSTERONEte_pos	0.0	0.0	0.0	0.0	0.0
5ADTSTSTERONEte_neg	0.0	0.0	0.0	0.0	0.0
5ADTSTSTERONEtr_pos	0.0	0.0	0.0	0.0	0.0
5ADTSTSTERONEtr_neg	0.0	0.0	0.0	0.0	0.0
5AOPtm_pos	0.0	0.0	0.0	0.0	0.0
5AOPtm_neg	0.0	0.0	0.0	0.0	0.0
5DHFtl_pos	0.0	0.0	0.0	0.0	0.0
5FTHFt2_pos	4.6562182182225875	3.9211722845018286	4.007894547448438	3.8604248374278236	3.853422289459337
5FTHFt2_neg	4.6562182182225875	3.9211722845018286	4.007894547448438	3.8604248374278236	3.853422289459337
5HLTDL_pos	0.9723951760085456	0.2646389538828682	1.613833616989796	0.873081941031638	1.3705423281666993
5HOMEPRAZOLEte_pos	0.0	0.0	0.0	0.0	0.0
5HOMEPRAZOLEte_neg	0.0	0.0	0.0	0.0	0.0
5HOXINDACTO2OX_pos	0.0	0.01587142274690763	0.0	0.017242686895395164	0.01148537963661702
5HOXINDACTOXm_pos	0.0	0.0	0.0	0.0	0.0
5HOXINOXDA_pos	0.0	0.0	0.0	0.0	0.0
5HTRPDOX_pos	0.0	0.09183137349690862	0.0	0.0	0.0
5HTRPVESSEC_pos	3.2626838069764466	2.929585084125222	2.9840975984631974	2.990775312450658	1.820196414374498
5HXKYNDCL_pos	0.9723951760085456	0.2646389538828682	1.613833616989796	0.873081941031638	1.3705423281666993
5HXKYNOXDA_pos	0.0	0.0	0.0	0.0	0.0
5MTHFt_pos	0.0	0.0	0.0	0.0	0.0
5MTHFt_neg	0.0	0.0	0.0	0.0	0.0
5MTHFt2_pos	4.6562182182225875	3.9211722845018286	4.007894547448438	3.8604248374278236	3.853422289459337
5MTHFt2_neg	4.6562182182225875	3.9211722845018286	4.007894547448438	3.8604248374278236	3.853422289459337
5THFtl_pos	0.0	0.0	0.0	0.0	0.0
5THFtm_pos	0.0	0.0	0.0	0.0	0.0
6DHFtl_pos	0.0	0.0	0.0	0.0	0.0
6DHFtm_pos	0.0	0.0	0.0	0.0	0.0
6HTSTSTERONEte_pos	0.0	0.0	0.0	0.0	0.0
6HTSTSTERONEte_neg	0.0	0.0	0.0	0.0	0.0
6HTSTSTERONEtr_pos	0.0	0.0	0.0	0.0	0.0
6HTSTSTERONEtr_neg	0.0	0.0	0.0	0.0	0.0
6THFtl_pos	0.0	0.0	0.0	0.0	0.0
6THFtm_pos	0.0	0.0	0.0	0.0	0.0
7DHCHSTEROLtr_pos	0.0	0.0	0.0	0.0	0.0
7DHCHSTEROLtr_neg	0.0	0.0	0.0	0.0	0.0
7DHFtl_pos	0.0	0.0	0.0	0.0	0.0
7DHFtm_pos	0.0	0.0	0.0	0.0	0.0
7THFtl_pos	0.0	0.0	0.0	0.0	0.0
7THFtm_pos	0.0	0.0	0.0	0.0	0.0
A_MANASE_pos	6.4550857222081355	6.28272380559862	6.146515021099058	6.300182286546427	6.002299285443641
A_MANASEly_pos	7.299085047897312	7.4658078905232035	7.721632483885722	7.694368934897217	7.025583032288288
A4GALTc_pos	0.0	0.0	0.21052822055932016	0.05200776241370797	0.0
A4GALTg_pos	0.0	0.0	0.21052822055932016	0.05200776241370797	0.0
A4GNT1g_pos	0.0	0.0	0.0	0.0	0.0
A4GNT2g_pos	0.0	0.0	0.0	0.0	0.0
AACOAT_pos	3.9699120060674766	3.609643735173217	3.868108387245303	3.8253742867925364	3.5355603534617126
AACTOOR_pos	0.0	0.0	0.12012003803090938	0.11255525020547599	0.07579343042742509
AACTtm_pos	0.0	0.0	0.0	0.0	0.0
AASAD3m_pos	0.0	0.0	0.0	0.0	0.0
AATAi_pos	0.0	0.0	0.0	0.0	0.0
AATAi_neg	0.0	0.0	0.0	0.0	0.0
ABO1g_pos	0.0	0.0	0.0	0.0	0.0
ABO2g_pos	0.0	0.0	0.0	0.0	0.0
ABO3g_pos	0.0	0.0	0.0	0.0	0.0
ABO4g_pos	0.0	0.0	0.0	0.0	0.0
ABO5g_pos	0.0	0.0	0.0	0.0	0.0
ABO6g_pos	0.0	0.0	0.0	0.0	0.0
ABO7g_pos	0.0	0.0	0.0	0.0	0.0
ABO8g_pos	0.0	0.0	0.0	0.0	0.0
ABO9g_pos	0.0	0.0	0.0	0.0	0.0
ABTArm_pos	0.0	0.0	0.0	0.0	0.0
ABTArm_neg	0.0	0.0	0.0	0.0	0.0
ABTD_pos	0.0	0.0	0.0	0.0	0.0
ABTD_neg	0.0	0.0	0.0	0.0	0.0
ABTti_pos	0.0	0.0	0.0	0.0	0.0
ABUTD_pos	0.0	0.0	0.0	0.0	0.0
ABUTt2r_pos	1.5467407966282347	2.0524799323210843	1.3085411821699622	1.0850396663852155	1.785240956549969
ABUTt2r_neg	1.5467407966282347	2.0524799323210843	1.3085411821699622	1.0850396663852155	1.785240956549969
ABUTt2rL_pos	1.5467407966282347	2.0524799323210843	1.3085411821699622	1.0850396663852155	1.785240956549969
ABUTt2rL_neg	1.5467407966282347	2.0524799323210843	1.3085411821699622	1.0850396663852155	1.785240956549969
ABUTt4_2_r_pos	0.4275378517774077	0.0	0.3970232995065515	0.2919912361234634	0.17682247012552355
ABUTt4_2_r_neg	0.4275378517774077	0.0	0.3970232995065515	0.2919912361234634	0.17682247012552355
ACACT10m_pos	0.0	0.0	0.0	0.0	0.0
ACACT10m_neg	0.0	0.0	0.0	0.0	0.0
ACACT1r_pos	0.0	0.0	0.0	0.0	0.0
ACACT1r_neg	0.0	0.0	0.0	0.0	0.0
ACACT1rm_pos	0.0	0.0	0.0	0.0	0.0
ACACT1x_pos	0.0	0.0	0.0	0.0	0.0
ACACt2_pos	0.02715896147221341	0.0	0.049197619595713254	0.07591690572961121	0.0
ACACt2_neg	0.02715896147221341	0.0	0.049197619595713254	0.07591690572961121	0.0
ACACt2m_pos	0.0	0.0	0.0	0.0	0.0
ACACt2m_neg	0.0	0.0	0.0	0.0	0.0
ACACT4p_pos	0.0	0.0	0.0	0.0	0.0
ACACT5p_pos	0.0	0.0	0.0	0.0	0.0
ACACT6p_pos	0.0	0.0	0.0	0.0	0.0
ACACT7p_pos	0.0	0.0	0.0	0.0	0.0
ACACT8p_pos	0.0	0.0	0.0	0.0	0.0
ACACT9p_pos	0.0	0.0	0.0	0.0	0.0
ACACtx_pos	0.0	0.0	0.0	0.0	0.0
ACACtx_neg	0.0	0.0	0.0	0.0	0.0
ACALDt_pos	0.0	0.0	0.0	0.0	0.0
ACALDt_neg	0.0	0.0	0.0	0.0	0.0
ACALDtm_pos	0.0	0.0	0.0	0.0	0.0
ACALDtm_neg	0.0	0.0	0.0	0.0	0.0
ACALDtr_pos	0.0	0.0	0.0	0.0	0.0
ACALDtr_neg	0.0	0.0	0.0	0.0	0.0
ACALDtx_pos	0.0	0.0	0.0	0.0	0.0
ACALDtx_neg	0.0	0.0	0.0	0.0	0.0
ACCOAC_pos	0.0	0.0	0.0	0.0	0.0
ACCOACm_pos	0.0	0.0	0.0	0.0	0.0
ACCOAgt_pos	2.6097732850394357	2.526877243239966	2.374731256572887	2.33055880530472	2.335676970269884
ACCOAgt_neg	2.6097732850394357	2.526877243239966	2.374731256572887	2.33055880530472	2.335676970269884
ACCOAL_pos	3.973958218027468	4.351269187178597	3.98528935969269	4.005429800736551	3.26237503581604
ACCOALm_pos	0.0	0.0	0.0	0.0	0.0
ACCOAtn_pos	0.0	0.0	0.0	0.0	0.0
ACCOAtn_neg	0.0	0.0	0.0	0.0	0.0
ACCOAtr_pos	2.6097732850394357	2.526877243239966	2.374731256572887	2.33055880530472	2.335676970269884
ACCOAtr_neg	2.6097732850394357	2.526877243239966	2.374731256572887	2.33055880530472	2.335676970269884
ACETONEt2_pos	3.9264273332299986	1.7021002456661256	3.9006360397374724	3.9220030203078244	3.246049886669066
ACETONEt2_neg	3.9264273332299986	1.7021002456661256	3.9006360397374724	3.9220030203078244	3.246049886669066
ACETONEt2m_pos	0.0	0.0	0.0	0.0	0.0
ACETONEt2m_neg	0.0	0.0	0.0	0.0	0.0
ACGAGBSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
ACGAGBSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
ACGAGBSIDEtl_pos	0.0	0.0	0.0	0.0	0.0
ACGAGBSIDEtl_neg	0.0	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
ACGALK_pos	0.0	0.0	0.0	0.0	0.0
ACGALK2_pos	0.0	0.0	0.0	0.0	0.0
ACGALtlg_pos	0.0	0.0	0.0	0.0	0.0
ACGALtlg_neg	0.0	0.0	0.0	0.0	0.0
ACGALtly_pos	0.0	0.0	0.0	0.0	0.0
ACGAM2E_pos	3.3937031721350603	2.197284586874419	3.549549949416553	3.5669078950154964	3.567415500673235
ACGAM2E_neg	3.3937031721350603	2.197284586874419	3.549549949416553	3.5669078950154964	3.567415500673235
ACGAM6PSi_pos	0.2943598301654446	0.1991452913939298	0.22916065194299645	0.1329451135678956	0.1184400162434665
ACGAMK_pos	5.287633283160653	4.867039212431346	5.068676253002634	5.36807446415529	4.891645157993438
ACGAMPM_pos	3.2128334319868013	3.047244547749478	3.6752755723052046	3.2994817928081015	2.7751165614492743
ACGAMPM_neg	3.2128334319868013	3.047244547749478	3.6752755723052046	3.2994817928081015	2.7751165614492743
ACGAMtly_pos	0.0	0.0	0.0	0.0	0.0
ACGBGBSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
ACGBGBSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
ACGBGBSIDEtl_pos	0.0	0.0	0.0	0.0	0.0
ACGBGBSIDEtl_neg	0.0	0.0	0.0	0.0	0.0
ACGPID_pos	2.481670750604481	2.00316285330825	2.208661662544025	2.2569294748917605	1.4352217921708037
ACGSm_pos	0.0	0.0	0.0	0.0	0.0
ACHEe_pos	1.1644725537429825	0.5725410391727183	0.8874125513041302	1.2164250144744273	0.4350777996932186
ACHtn_pos	0.0	0.0	0.0	0.0	0.0
ACHtn_neg	0.0	0.0	0.0	0.0	0.0
ACHVESSEC_pos	0.0	0.0	0.0	0.0	0.0
ACITL_pos	0.0	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
ACNAM9PL_pos	6.251266130185686	6.08858222973169	6.122721409374206	6.397484483777687	6.341823824435024
ACNAM9PL2_pos	6.251266130185686	6.08858222973169	6.122721409374206	6.397484483777687	6.341823824435024
ACNAMlt_pos	2.1808481638539057	2.05343498946967	2.4952181973617757	2.2628491654239893	1.4805419502231323
ACNAMlt_neg	2.1808481638539057	2.05343498946967	2.4952181973617757	2.2628491654239893	1.4805419502231323
ACNAMPH_pos	0.0	0.0	0.0	0.0	0.0
ACNAMtn_pos	0.0	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
ACNMLr_pos	0.0	0.0	0.0	0.0	0.0
ACNMLr_neg	0.0	0.0	0.0	0.0	0.0
ACOAD10m_pos	0.0	0.0	0.0	0.0	0.0
ACOAD1fm_pos	0.0	0.0	0.0	0.0	0.0
ACOAD8m_pos	0.0	0.0	0.0	0.0	0.0
ACOAD9m_pos	0.0	0.0	0.0	0.0	0.0
ACOAHi_pos	0.0680602154681807	0.07978798753776589	0.06224547988354124	0.14144365099442607	0.0
ACOAO7p_pos	0.0	0.0	0.0	0.0	0.0
ACOATA_pos	0.0	0.0	0.0	0.0	0.0
ACOATA_neg	0.0	0.0	0.0	0.0	0.0
ACODA_pos	5.230970699427445	5.051994068088798	5.071576124389827	5.161826502347219	5.25621812445347
ACONT_pos	0.0	0.0	0.0	0.0	0.0
ACONT_neg	0.0	0.0	0.0	0.0	0.0
ACONTm_pos	0.0	0.0	0.0	0.0	0.0
ACONTm_neg	0.0	0.0	0.0	0.0	0.0
ACOX22x_pos	0.0	0.0	0.0	0.0	0.0
ACOX2x_pos	0.0	0.0	0.0	0.0	0.0
ACP1_FMN__pos	5.573954650673426	5.355175750613919	5.548347052748762	5.424353962541604	5.187741940750173
ACRNtm_pos	0.0	0.0	0.0	0.0	0.0
ACS_pos	4.925218415894713	4.982673165018292	4.879697314926462	4.869688317349278	4.335687171946708
ACS2_pos	4.925218415894713	4.982673165018292	4.879697314926462	4.869688317349278	4.335687171946708
ACSm_pos	0.0	0.0	0.0	0.0	0.0
ACSOMT_pos	0.0	0.0	0.0	0.0	0.0
ACSRTNMT_pos	0.0	0.0	0.0	0.0	0.0
ACt2m_pos	0.0	0.0	0.0	0.0	0.0
ACt2m_neg	0.0	0.0	0.0	0.0	0.0
ACt2r_pos	0.0	0.0	0.0	0.0	0.0
ACt2r_neg	0.0	0.0	0.0	0.0	0.0
ACtg_pos	0.0	0.0	0.0	0.0	0.0
ACtg_neg	0.0	0.0	0.0	0.0	0.0
ACTLMO_pos	0.0	0.0	0.0	0.0	0.0
ACTNMO_pos	0.0	0.0	0.0	0.0	0.0
ACYP_pos	4.831141562855225	5.252108333362867	4.882429310730131	4.646654733259237	4.5199837056823435
ADA_pos	2.5771932570390037	2.741309864849965	2.3556256360920664	2.472049349893528	1.9421169378330994
ADAe_pos	2.5771932570390037	2.741309864849965	2.3556256360920664	2.472049349893528	1.9421169378330994
ADCim_pos	0.0	0.0	0.0	0.0	0.0
ADEt_pos	3.1442420546631706	2.959617718639054	2.9395155576556933	3.177687386240413	2.6496365217974294
ADEt_neg	3.1442420546631706	2.959617718639054	2.9395155576556933	3.177687386240413	2.6496365217974294
ADEtl_pos	3.2315009766145617	2.862820418744305	3.0568569951164943	2.9918967254746587	2.892395182034949
ADEtl_neg	3.2315009766145617	2.862820418744305	3.0568569951164943	2.9918967254746587	2.892395182034949
ADHAPtx_pos	0.0	0.0	0.0	0.0	0.0
ADHAPtx_neg	0.0	0.0	0.0	0.0	0.0
ADK1_pos	0.49810552744957465	0.06247299578109649	0.2350215595801858	0.16382273937216424	0.04540931587209761
